sl_100_86400_20280501 Coordinates.csv
2028/05/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:49 2024,
Start: 2028/05/01 07:47:00.00, Stop: 2028/05/02 07:47:00.00,
TIME_UNITS,STARLINK-6343 - X-Coordinate,STARLINK-1593 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-5555 - X-Coordinate,STARLINK-31572 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-31048 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-1667 - X-Coordinate,STARLINK-5717 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-5940 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-11180 [DTC] - X-Coordinate,STARLINK-31787 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-30436 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-2049 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-2198 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-1371 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-31683 - X-Coordinate,STARLINK-4694 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-4089 - X-Coordinate,STARLINK-2027 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-2602 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-32234 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-5709 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-31965 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-1593 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-5555 - Y-Coordinate,STARLINK-31572 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-31048 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-1667 - Y-Coordinate,STARLINK-5717 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-5940 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-11180 [DTC] - Y-Coordinate,STARLINK-31787 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-2049 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-2198 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-1371 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-31683 - Y-Coordinate,STARLINK-4694 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-4089 - Y-Coordinate,STARLINK-2027 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-2602 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-32234 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-5709 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-1593 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-5555 - Z-Coordinate,STARLINK-31572 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-31048 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-1667 - Z-Coordinate,STARLINK-5717 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-5940 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-11180 [DTC] - Z-Coordinate,STARLINK-31787 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-2049 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-2198 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-1371 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-31683 - Z-Coordinate,STARLINK-4694 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-4089 - Z-Coordinate,STARLINK-2027 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-2602 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-32234 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-5709 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5959.6785,1694.6322,5877.0386,-2119.5545,6127.4104,3193.5791,4291.2071,-1621.8687,3.2776,-6413.1009,3114.5191,-2555.6820,553.3978,2476.8961,6119.7376,6601.6761,5654.4745,1642.2853,1329.2507,-4418.2194,-5074.5821,3985.7190,6395.7121,-1542.5043,5366.7249,6378.0133,5239.9776,4846.9589,124.9303,3757.8845,0.0000,4521.4072,-6129.9553,3559.3673,5926.6213,-3579.9137,-5589.3384,5622.5168,6374.6823,-2352.8919,-6468.5116,2044.1590,-6625.3519,-3650.3643,786.6424,5621.6401,-1032.9596,-1021.9238,3299.0149,-2849.5656,6042.8705,-4126.3186,-4854.7994,-3026.2209,1573.9204,3834.1966,-4890.4419,-4118.0190,2617.8136,1473.3532,-4317.9843,3031.5684,4565.7648,-4377.3728,-328.8791,3950.2500,1103.0521,-4130.8889,-6194.9672,3824.8243,1443.3257,-5742.3430,-579.6908,3644.2990,-2998.3257,-6484.1424,-1174.8545,-617.0764,-610.9649,3210.1077,4570.3371,748.1043,6178.9487,-6711.1561,-3965.5620,-4120.4981,-542.9670,-4013.6045,-341.2929,693.6013,5129.9040,0.0000,3493.5641,6037.4309,-6247.3504,-5022.0107,-1217.8768,4574.7413,1364.6098,-1852.6508,288790.0173,290685.2143,291361.4974,291064.3190,289463.7756,290611.4793,298444.4324,294331.1915,-207419259.6381,-207401052.5027,-207420696.5543,-207416853.7243,295102.4385,-207421501.3946,-2263.1952,6326.2569,3405.0168,4979.8764,-1913.0313,5669.1368,-4456.8739,-5895.1679,-4950.4556,-1626.9247,-5556.0040,3292.3218,4604.5208,5859.7771,-1602.1858,-87.6307,-1071.8110,-4708.7967,5037.0187,3243.6702,2095.0385,3374.4252,1028.3635,1896.0747,346.1825,2718.3487,2094.0461,1608.5420,-4419.9922,1909.0670,0.0000,-2286.6493,-3195.0528,2845.8565,-244.6669,-4680.0045,-2246.3986,4082.5854,-2645.9364,-5513.3839,1243.6964,-3582.6898,-686.1961,2503.0527,6740.9129,3019.3057,6616.4906,-6796.8106,4853.6584,-3125.7751,1783.7247,-230.5751,1793.1094,5755.7715,3857.7025,3132.0083,-4672.6715,-4904.2039,4476.3705,-6254.3479,-2532.5275,4811.4461,-328.3004,-4366.1127,-4282.6620,-5611.2946,5410.0701,-5284.9036,843.8592,-1559.3396,5661.0718,-684.5536,-4624.4188,1690.4220,3227.4361,1353.1137,-6121.1384,-5211.1177,-4556.7328,-4581.1376,-4071.7849,4373.6647,592.6568,-1156.1734,4142.3497,-2680.1125,-6831.9204,1190.0670,4413.8259,5626.0245,-4413.1287,0.0000,-4153.1478,-3232.1582,2815.5038,-166.1786,-5113.9407,2363.4273,6753.9358,5932.8923,192303.3215,185818.3745,196451.6538,195883.4392,187430.4334,189074.4916,190107.6962,190465.8005,285473284.6985,285412665.3494,285428184.8651,285452449.0847,191697.9434,285453966.2705,2718.1745,-1617.6460,-1431.8172,-4173.6191,-2564.0713,-1925.3819,-2874.9712,-3208.2220,4587.6060,2008.7430,2678.4891,-5388.9115,5035.9188,2759.3132,2806.6133,2120.0063,-3629.0266,4779.7961,4441.2135,3914.6877,-4252.6042,-4573.9356,-2411.2242,-6518.7319,-4200.7617,-582.0475,-3448.4287,4673.1145,-5105.0381,5468.7061,0.0000,4718.4857,-86.9088,5067.1223,2853.0192,3415.4010,3406.9864,181.0453,729.3114,-3450.3546,-2037.3884,5446.1518,-1632.5764,-5302.8376,-1273.1027,2646.1262,1082.1119,-525.9010,-3516.2358,-5462.2644,-2882.9200,5522.8225,4561.8017,1659.3682,5500.2711,4862.0158,-1071.3641,2502.5498,-4590.3120,2499.0592,-4757.8485,3665.3199,-5168.4847,-3124.6283,5296.0687,892.5819,-4169.2496,1730.6907,2926.5773,5513.4624,3600.0116,-3796.2910,-5099.6060,5310.8809,5059.2751,-1930.9156,2976.0482,4400.6816,5147.8159,3898.1718,3267.6779,5194.8984,-3033.2874,-141.3236,3886.4549,-4827.5756,-818.2267,-5481.2418,5300.7687,-3880.5489,-1556.9225,0.0000,3940.4462,941.1681,-973.4580,-4746.1510,4540.8360,4651.5294,-417.4988,2814.5220,123262.8859,121937.9723,125001.1648,126678.9723,129531.3877,120153.1013,115711.4065,125045.0436,74674823.9119,74671333.9901,74664693.6988,74662497.2206,123935.0151,74668566.6410,
3600.000,4963.8775,-3410.6367,-3604.2187,-967.9576,-3087.2635,-4722.7659,30.2986,3440.5929,4619.7468,4522.8917,332.1619,-446.9384,-4406.8948,-2668.4082,-3191.9930,-4472.9929,-5296.1374,391.0048,-4990.3235,3487.0030,997.9669,-2280.2100,-4128.4837,-538.7922,-5930.1216,-5220.8455,-6306.7386,-6059.6386,4600.2880,-6027.2852,0.0000,-2552.9729,5497.2092,-6568.4235,-1566.8412,5030.0428,4830.7060,-4324.2523,-3977.5669,4966.0166,5821.8508,1500.0230,6095.8651,2531.4189,-2280.2036,-4354.1203,-1671.0080,2494.7088,-5337.1846,6098.8882,-4775.1128,4333.6902,1153.7799,-880.5743,-5371.2784,-2199.7798,5858.2997,5382.2022,-5467.8001,114.4792,3988.7432,-5112.6895,-2321.6100,6329.1788,4695.6735,-936.8034,-3644.4666,4965.0723,3067.2326,-2336.0229,-3635.3470,6812.5219,4245.9814,-4876.6397,797.7407,5759.1518,3156.1619,3232.4252,4296.9261,-724.3192,-853.0402,-4723.6674,-3608.4982,5399.2083,2296.6646,4116.5024,2068.2859,2040.2271,-3861.0131,-3475.3695,-4475.9420,0.0000,1771.2930,-4206.1900,4538.7408,6375.5920,4584.3810,-5556.6085,-3399.8418,-775.2485,236119.9319,234723.2772,235768.7006,235787.5963,232418.0276,234554.3445,240607.1161,238461.0283,-274266342.2832,-274237276.6959,-274259558.0465,-274266049.1492,238094.6815,-274267990.9633,-1287.3046,-2716.8912,-4570.0589,-6684.6353,4082.7006,-1797.2301,4984.7681,2413.3390,3953.7279,-1079.4399,4359.9009,-6245.3928,-1876.2524,-5993.9094,3979.6189,2791.9269,4265.6356,6785.4484,-4349.1683,-5709.4709,705.4187,645.5110,1661.6331,-5476.3219,3202.0053,-1974.0154,412.4288,1903.4737,2285.8035,1195.7652,0.0000,5603.7556,976.3194,-912.3348,3680.2994,348.4050,4577.5970,-2684.4775,4187.5243,4809.1033,-2775.6487,5901.8500,-1106.6346,-5926.9152,-5740.6644,382.9800,-4382.5041,5244.1756,-4153.6087,1024.9629,1760.5005,-3877.2874,-4159.7916,-4180.5896,-2724.7225,976.4956,2166.8878,3785.7384,-1496.0473,6619.1592,-1908.9722,-411.2895,4217.0454,2776.9526,2371.7807,5587.8015,-2025.9209,2072.6634,-2974.7377,5395.8409,-1965.1329,-1143.8465,2060.9038,3344.4301,-6538.9659,-2842.5866,2887.0827,6033.0690,2091.1835,6767.3803,5009.8630,-1757.6914,2244.4125,-1797.6652,-6494.5199,-1863.7020,5597.0815,-5083.1791,-3157.0517,-2232.3034,4066.8216,0.0000,3854.4064,4767.2755,-4482.5293,-2401.7485,4711.0418,1497.6318,-4710.0971,-6690.8711,257023.8108,256420.8348,264826.9154,263104.6254,254894.5278,257097.1979,257783.5905,260606.2696,221999138.0547,221945324.9654,221957513.4161,221988269.7506,259499.8261,221980739.7776,-4671.4635,5134.8058,-3789.9238,1013.0907,4632.5457,4516.4500,4645.5829,5463.3374,-2950.2354,-5127.5118,-5360.7152,2666.4567,-4906.9642,2239.4609,-4686.5928,-4511.3254,-90.7220,-1273.6714,-1780.2928,815.5040,6821.8959,6506.4756,5273.9029,4246.3896,1047.3530,-4164.3546,-1942.9495,-2777.5522,4366.7333,-3172.7182,0.0000,-3186.6673,4065.8622,-1611.4999,-5237.5377,-4589.7275,1897.2771,-4743.9965,-3853.1052,7.4101,-2441.9923,-3121.2075,-2940.5931,2462.2985,-3090.6745,-5360.7359,-4908.6812,-3719.3711,-1013.5245,3061.7215,4688.9611,-3731.3545,-5395.4918,-5183.5843,-3389.2747,-6522.9903,-2811.5936,1992.2684,3962.2877,1924.2622,5288.6818,-4425.0685,4932.8103,-411.8720,-4355.8565,-3979.9547,5505.0163,-4371.2994,-5433.7301,-3611.7074,-5490.7870,-344.7238,5028.4658,-3085.8997,-1315.0509,-2525.9036,-5434.6584,-391.9875,-4996.9880,-464.9538,-4735.4110,-4628.5533,5432.0510,3733.7129,-794.6937,5184.4699,-3476.0584,4174.9362,-4794.7739,5475.9054,-3421.4506,0.0000,-5208.4843,2708.9913,-2688.0519,1141.2259,-2278.7736,-3895.1978,3719.6221,1107.3349,121983.0395,121404.9190,124792.5032,123207.2810,129071.6062,122394.2769,113674.0231,121484.9148,74745924.3218,74737519.7643,74729793.3217,74731061.8222,122807.3053,74737197.0184,
7200.000,-3149.3283,4702.4717,-142.6759,3293.8698,-705.9256,5025.8066,-4356.4872,-5248.1198,-6471.1206,-1679.0524,-4360.8265,2365.3336,6715.1078,2250.2024,-387.9896,1318.1465,2188.6269,-1896.6173,6162.4604,-59.4905,4335.3639,1598.2287,1061.7789,973.4090,3747.4049,2315.2909,2326.6562,5446.9026,-6745.8441,6130.3846,0.0000,399.0758,-3270.3900,6006.5336,-3049.1736,-5183.3239,-1111.4674,2127.5341,97.2018,-5581.6780,-2333.2526,-3464.5255,-2641.6811,-1032.5913,3656.8705,2561.6877,4784.2885,-3927.3896,4767.8997,-6757.2970,2744.4465,-3633.1467,2106.5191,5246.4174,6712.0389,1625.1334,-4661.2312,-4524.0302,6761.3965,-2259.0755,-3479.7480,5496.3066,449.7364,-5863.8619,-6801.3586,-2967.8929,5894.7161,-5001.8334,675.9930,854.7452,5541.0614,-4827.4881,-6676.6243,3402.8732,1504.9459,-2245.4056,-5205.3841,-4118.9587,-6706.1489,-2008.6395,-2996.7707,6790.3815,533.7423,-1826.6555,70.5844,-3783.9351,-3688.2575,-399.0839,6520.4110,5898.0453,941.5407,0.0000,-5880.3307,430.4266,-851.9344,-5010.5642,-6073.2446,5352.7730,5038.8888,3355.5984,168320.6634,164272.3160,165239.5965,167258.5419,160375.8954,165413.7821,167752.0436,165823.8863,-322389870.9592,-322352356.3154,-322377189.9887,-322396707.5006,165904.7512,-322391455.7045,4878.7415,-2289.2601,1645.9214,5242.1050,-5747.5306,-2941.2609,-4358.7695,1507.4444,-1530.8955,4437.6959,-2660.1633,6033.9043,-427.2642,2791.0927,-5860.4493,-5377.7633,-5247.9251,-5906.4139,2077.8665,4672.4251,-605.2997,-4954.3474,-4844.1593,6873.2751,-4914.4218,-883.6064,-3270.3618,-4201.1194,-185.6262,-2985.2650,0.0000,-6911.6548,2602.6594,-1015.5930,-5563.8850,3801.8614,-3136.3515,-1063.8929,-5136.1402,-2209.3905,3731.5634,-5707.0125,3241.0917,6542.8917,2130.2037,-4389.0869,410.0643,-1308.8936,1041.6865,596.8467,-5225.5530,5856.5877,5963.9766,1229.3693,1374.0475,-5166.8093,1836.0376,-397.1375,-1190.6144,-4032.5448,5439.4353,-3646.1198,-6712.7100,-40.6701,-552.2786,-4249.0633,-1207.8784,2053.9853,5218.9391,-6813.9151,-1880.7229,2537.9059,41.4260,-5302.6226,5444.3574,3762.2587,934.2740,-3833.8004,-44.5791,-5606.9984,-5271.4114,-422.4929,-5310.8479,4801.4675,6344.5083,5349.4631,-1894.4945,6878.7028,1925.3164,-1166.7058,-2648.0506,0.0000,-2739.6310,-5085.1710,5038.6488,3544.1334,-3114.2957,-4346.4297,869.4862,4191.7071,312703.4514,312484.8770,316595.2018,312224.5646,306071.8611,311497.3704,308728.6618,309961.0996,143380036.7700,143335831.5453,143344738.4640,143373063.1367,310968.5483,143362663.6061,3778.3934,-4263.6487,6730.8494,2878.1702,-3776.5559,-3485.7983,-2926.2107,-4227.2300,-1199.8048,5022.6303,4646.9630,2081.6114,1286.9335,-5946.5705,3656.9807,4166.8486,3721.8972,-3062.2818,-2165.7640,-4863.7555,-5389.5932,-4589.7078,-4815.7339,421.4283,2879.1394,6490.3220,5242.0430,-835.7763,77.4989,-1149.4773,0.0000,-307.3798,-5512.3023,-3076.0189,1758.4686,2256.4852,-6076.6969,6520.5859,4657.2614,3420.2228,5294.8843,-1491.3423,5425.0856,1931.9900,5443.3924,4675.9478,4783.5960,5500.0804,4780.7643,1273.4503,-3631.8064,-467.0337,2764.4418,3993.9953,-902.3221,4341.4220,4656.3949,-5172.0174,-893.7260,-5125.3815,-2441.7551,1521.2381,-1535.1736,3672.9152,155.5709,4576.5646,-3411.3983,4322.7475,4465.3731,-661.3306,3585.1403,4239.9641,-1760.9044,-2186.2501,-3638.7506,5317.5029,4438.7433,-3921.8663,1659.5579,-3332.4003,3369.5485,681.0699,-4387.7277,-4476.1790,-2800.5569,-2122.5199,5507.0499,-158.7391,1256.4593,-3325.3290,6336.2807,0.0000,1714.5158,-4669.9513,4656.4892,3160.4553,-1329.7338,817.9247,-4642.2816,-4220.7928,122131.8386,121763.8849,124039.3986,120046.3465,128151.0417,124015.9520,112278.0028,123186.0513,74816433.2025,74803677.3746,74795106.7881,74803252.0181,121667.1808,74805801.0659,
