sl_100_86400_20280126 Coordinates.csv
2028/01/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:15 2024,
Start: 2028/01/26 07:47:00.00, Stop: 2028/01/27 07:47:00.00,
TIME_UNITS,STARLINK-3854 - X-Coordinate,STARLINK-6162 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-30358 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-30811 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-31994 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-1011 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-2056 - X-Coordinate,STARLINK-5366 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-1208 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-31401 - X-Coordinate,STARLINK-5830 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-6233 - X-Coordinate,STARLINK-31559 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-6071 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-1073 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-3968 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-11102 [DTC] - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-3736 - X-Coordinate,STARLINK-3144 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-6162 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-30811 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-31994 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-2056 - Y-Coordinate,STARLINK-5366 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-1208 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-31401 - Y-Coordinate,STARLINK-5830 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-6233 - Y-Coordinate,STARLINK-31559 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-6071 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-1073 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-3968 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-11102 [DTC] - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-3736 - Y-Coordinate,STARLINK-3144 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-6162 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-30811 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-31994 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-2056 - Z-Coordinate,STARLINK-5366 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-1208 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-31401 - Z-Coordinate,STARLINK-5830 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-6233 - Z-Coordinate,STARLINK-31559 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-6071 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-1073 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-3968 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-11102 [DTC] - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-3736 - Z-Coordinate,STARLINK-3144 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-433.5263,5081.8664,5837.9392,-5553.3752,-6108.0468,-4526.2833,2511.6070,5883.2705,-129.7592,1708.3713,-3020.3828,0.0000,-6340.0447,4794.4907,2976.6212,4765.0089,2622.4811,-6131.4239,-627.5358,-4357.4313,4654.3251,-5458.0442,-1450.1000,674.9332,1269.5081,4039.2587,3728.1102,-4264.3246,4487.8348,1079.1150,4520.6670,-4836.4596,-6080.9434,-2723.2284,3973.3037,-4097.7364,5623.8469,3226.9962,2016.4242,-4449.7936,-2567.6433,5135.5798,5562.3112,4294.7301,-3758.2451,-575.1427,3199.0387,5473.7052,4604.7768,-6621.1892,4538.0434,4965.8842,5214.6540,-5416.1297,-165.2318,1354.6243,-2887.1016,2666.8532,5488.9193,3681.9759,4158.1018,-2579.2015,4673.4514,-1250.8716,-4097.0608,4016.7093,-3282.8861,-5216.0483,-6242.6093,4704.9731,4623.5563,5691.8407,-1235.4394,304.7084,-3484.0771,4075.0795,-4813.6555,-2954.7225,-2480.1669,-4365.2298,83.7084,-572.3209,-4859.9730,-6575.8681,-3773.4626,412.6247,-2233.8067,6279.8438,6584.8242,-5264.4166,-2025.9093,-1023.6571,4490.3803,3050.1062,4108.8944,-3981.5549,0.0000,-3589.2574,4797.3977,1551.4749,-172234.5496,-192518.6952,-169077.3407,-169275.5290,-177631.5405,-175916.3677,-175581.6770,-174504.3423,-65264678.3402,-65285109.8669,-65230219.1346,-65241823.6510,-173766.1159,-65244590.0970,-4344.0339,828.5926,410.1711,-1229.6822,3127.4210,-5077.6948,-993.8773,2542.4292,-5749.8171,4916.7786,3995.8273,0.0000,2814.3807,1592.5634,5932.8469,4437.9535,-4354.0223,2567.0932,4800.5469,2946.3782,-4209.9152,-3747.8908,5284.4582,6811.8334,-6236.7924,964.1715,3692.2950,-4307.5448,5021.4036,-6736.0440,-5245.4431,-4745.3919,-1562.2228,4764.5705,-5578.0045,-5380.7896,2647.7361,6091.3148,-3607.4968,3550.7977,-4174.9981,4278.5823,176.4385,-2979.1452,3975.4116,-4324.9806,5713.3226,1160.3990,2247.9826,1878.2160,-3878.5969,-1093.8072,-2752.5842,2400.1573,-5349.5883,-5462.6362,-6164.1675,-5530.3056,-1147.6754,4353.1103,-5110.2226,6400.8983,4824.2573,4870.0954,2805.8192,-4644.8979,-6082.2687,-854.9871,-1558.3128,1878.0561,-4131.2302,3810.7688,-363.6859,-5637.1473,-5263.7582,-257.7601,1653.1962,-2995.3807,5240.1113,3359.6448,6931.6107,4103.0991,-1092.4920,-455.8931,-3467.1846,-4355.1220,-5719.7496,88.9751,2054.1399,-398.6208,3767.1433,-6549.1457,-4804.2573,5211.7603,-5557.0622,4983.5532,0.0000,-5148.5410,-1464.0231,-4102.0949,335631.5009,333148.5589,343157.1521,343019.5768,345137.8872,343998.7988,336001.0688,339945.5466,327846423.7294,327838054.7350,327847389.0358,327857513.0673,339274.8647,327849989.8204,5350.2062,-4657.1123,3473.3690,3898.9125,-1053.5403,1004.1402,6385.2718,-2508.3193,3822.8668,-4569.2392,-4655.1525,0.0000,80.7124,4706.2217,-1874.6542,2331.6543,-4727.0116,1964.5154,4692.9436,-4426.4874,-2762.8872,2008.8132,-4143.0319,-420.1810,2699.7326,5497.3818,4536.6303,-3371.5678,1571.3877,-530.0453,213.3526,1337.2409,-2925.0988,4027.2862,215.7300,1500.8345,-3065.0034,-538.1049,-5522.7499,-3696.3935,4840.3617,1717.7838,-4122.7059,4556.7268,-4263.5347,5344.1163,2241.2650,-4082.7871,4645.8800,-400.1844,-3528.2360,4526.0282,3376.0258,3458.2151,-4366.6070,4073.3162,-405.7989,-3158.4219,-4077.1467,3874.3627,2155.2033,613.5857,-1299.9336,-4686.4069,4761.1426,3024.3997,-468.4176,-4305.7549,-2674.1560,4709.2972,2750.2349,-978.6294,-6824.3095,-3972.4410,-2587.8366,5371.8087,-4695.2664,-5486.8264,3748.5099,4193.0420,-198.4494,-5463.9400,-4633.9675,2208.3506,-4667.1561,-5331.3418,-3160.8657,-2942.7467,444.2085,-4350.7904,5404.3706,2024.1835,-246.1211,3154.0682,-682.8685,-2624.0820,0.0000,2868.3725,-4586.8938,5336.1171,-134692.4601,-135874.7278,-134810.1385,-132573.7222,-130097.1481,-139703.2202,-143748.9444,-137088.7164,-99129152.9502,-99149853.5742,-99130540.6983,-99117956.3616,-135630.0831,-99128091.7945,
3600.000,3989.9273,-5803.7517,-6275.8444,6684.2937,4152.7683,4547.5816,748.5570,-4284.5872,3679.3007,-5053.0264,-877.6150,0.0000,4200.2640,-5618.8280,-3769.3072,-4402.4941,960.3515,3193.1338,-2376.0324,3919.0533,-669.6873,6479.3250,-488.0704,-2374.9924,260.3170,-4658.7125,-5573.2852,6354.6113,-4435.3724,962.8513,-1844.3803,5392.9843,6851.5094,-80.6503,-1316.2615,4960.7749,-6892.8707,-4065.1180,1751.4324,3465.5389,4526.1569,-4603.9140,-3830.1479,-2599.7987,-121.7733,4170.4598,-4473.5480,-4394.5383,-6322.6232,4379.6806,-750.2910,-5481.5878,-790.9733,5157.4585,3425.7202,-1413.8049,3839.6841,960.8730,-2913.2627,-5146.2521,-700.9900,173.6102,-5175.0419,-2853.6794,3621.1270,116.7255,4709.9549,4049.8255,4907.2686,-5938.7877,-2580.5538,-5754.1715,-3950.8876,2713.0361,5630.9993,-3986.2672,3501.8735,5447.8712,119.3835,697.1687,-1684.5666,-3577.3749,5069.8518,3618.7567,5810.5841,3027.1033,3645.8782,-6507.8658,-5384.8488,3827.5509,-2268.3641,3153.8337,-445.1837,-3996.7594,-1320.6731,347.0053,0.0000,4048.3359,-5022.9039,1301.1643,-247335.4275,-270785.8723,-248369.1978,-249798.2053,-257848.9194,-255822.6635,-255486.7339,-252597.6858,-147949838.4793,-147965171.8714,-147916557.0773,-147934983.0195,-253664.8810,-147930358.2606,4979.5594,2722.5268,2627.3183,-1563.0470,-215.1550,2081.6902,4274.7381,812.2739,3589.7719,-2495.2399,-6003.3922,0.0000,-4319.1059,2318.7059,-2711.3385,-1004.1042,5930.2665,-4248.9079,-6297.4774,-5625.7481,4167.9996,1737.1945,-6851.5621,-4664.2040,6716.3426,3232.5922,-91.6198,2774.5810,-1942.5274,5570.2792,5657.1121,3116.8407,-753.6304,-6777.8382,5142.5460,2284.2848,-519.1758,-4234.8412,5497.6983,-5749.4168,122.7466,-1098.5052,3587.0516,6009.1131,-5322.4195,4838.3560,-4857.4621,2829.8106,1024.3685,-3092.4368,5021.8228,4023.8205,4004.6761,-4432.0006,2472.9400,6777.5528,3395.1229,4088.4564,4333.0437,-381.9480,5213.3102,-6269.2382,-1261.8386,-5448.8103,-5747.6013,4163.9418,4049.6405,-3701.4228,-1656.8533,1779.4644,6135.1737,-1977.0176,1743.5252,6290.3939,3578.8228,4756.2860,-5228.1963,-477.0268,-6891.2429,-5246.7898,-5340.8212,-4873.5729,-3415.6961,-621.6013,-32.7779,5658.4625,2089.2507,2314.3224,162.4434,-3947.1810,-4725.8029,5948.5238,4440.0587,-919.6375,5651.9512,-4325.8085,0.0000,1394.4779,4552.4865,6267.5405,282714.4301,274853.7308,287628.0100,287322.6623,291018.5017,288996.8665,282687.1547,284554.3479,299788476.4435,299772222.2841,299796518.2415,299798520.0795,285103.4473,299793051.3059,-2669.7019,2653.6240,272.3934,-716.1972,5543.6192,-4724.0766,-5423.7850,5312.9348,-4623.9510,4012.5774,3132.9120,0.0000,-3444.7485,-3293.7801,5087.3016,-5246.8222,3463.7187,-4456.6261,-510.1244,448.5313,5391.5683,1695.5894,-19.0827,4420.9972,1628.7564,-3934.7210,-4141.2444,-37.0083,-4946.2608,-3861.2467,-3554.6096,2981.6755,-667.0754,-684.2018,-4337.9094,-4270.4114,-475.5182,-3658.3236,3760.3990,-979.4456,-5205.9936,-5032.0588,4506.8646,-2304.5612,4432.1378,-2636.4962,2078.1558,4531.5958,-2629.6210,4324.2177,4709.3922,-438.1464,-5441.9280,936.0907,5448.2315,665.0366,4487.7165,5465.7107,4549.2169,-4583.4746,-4522.7061,2936.4450,4276.5241,3051.4067,-1141.0291,-5441.4517,-3072.3813,4030.5233,4649.4829,-3085.9176,1317.3368,-3298.8300,5420.7642,814.5106,-1425.1444,-2672.0212,2874.7404,4212.9836,-483.5224,-4475.2274,4082.7883,3215.4642,2968.6940,-5905.6874,3765.1968,2502.3362,5466.0434,-614.2501,-4337.5534,4055.8480,-4494.3815,1643.9214,4826.2874,-5448.6951,3803.5367,5346.9601,0.0000,-5422.1896,429.5856,-2626.2249,-132643.5014,-135078.1918,-132779.9515,-133871.4892,-128319.8411,-135368.8426,-143697.6308,-133232.5378,-99074792.3124,-99094283.7199,-99066642.7006,-99061765.9235,-134599.6769,-99070672.5694,
7200.000,-5334.5801,4905.1150,3489.8443,-5127.2392,1124.6426,-3741.5090,-2122.8668,2014.4243,-6366.0542,6852.4603,3682.6968,0.0000,-369.2150,4909.4388,4405.2214,3615.7261,-3566.4014,735.1333,3717.3057,-1692.4308,-3888.0581,-5203.3954,2170.5780,4274.2464,-2195.2471,4216.8381,6175.7081,-6031.4201,3844.2948,-3649.0136,-2013.7565,-4240.2724,-4964.2371,2677.4420,-2853.8520,-5003.6485,5528.7169,4136.9266,-3880.9005,-193.0625,-5737.8208,3369.4640,1722.4100,503.7459,3455.8467,-5470.1394,4367.8492,2779.3900,5964.9889,-128.0644,-3023.7719,3018.2764,-3681.0821,-2140.3828,-6187.1736,521.9266,-4161.9278,-4908.2725,197.9191,5598.4708,-3318.0107,2961.4644,4366.4610,5276.7364,-1720.9927,-4550.0277,-5065.2529,-1998.0225,-2833.8535,5455.4846,-1174.0665,3938.3138,6888.4742,-4405.4838,-5247.9982,2229.5472,-1587.4013,-6339.1449,2188.4019,2630.6325,3771.8440,5367.7069,-3430.7783,245.2858,-6307.6556,-4471.4380,-5024.5405,4236.6156,2530.4511,-1698.5216,4955.7366,-4518.5318,-4911.6728,4496.3870,-2479.5446,3978.2085,0.0000,-4311.9230,2446.6255,-2903.2799,-308485.5159,-331961.4101,-311867.4497,-315902.4418,-321940.9739,-317313.3704,-319733.9059,-318895.3820,-220553869.0798,-220562554.2914,-220526320.0043,-220543422.0176,-317479.3514,-220535354.3949,-4051.3628,-4820.4366,-4426.5903,3560.2682,-881.4134,2419.5745,-6490.7554,-4729.1716,-1021.5075,76.1620,5715.2083,0.0000,5060.9145,-4859.1597,-1755.7621,-3303.8729,-5949.5060,5433.3991,3834.7922,5454.6912,-3729.3591,1351.7632,5018.0967,452.5005,-4287.0985,-5454.4230,-2904.4217,-201.3841,-2412.2062,-1931.0159,-4662.8130,515.0598,2927.5041,5388.6083,-3153.5212,1838.6034,-1906.2748,187.9210,-5679.9649,4736.0598,3149.5109,-3197.9080,-6364.1553,-6791.1824,5694.6683,-3827.6284,1561.1553,-5951.3369,-3359.3102,4227.2246,-5448.4552,-4615.2600,-4707.8337,4517.7908,212.7913,-4750.0188,1434.1438,-2296.3289,-6549.5691,-3303.5556,-4456.0796,4140.3278,-3241.6110,4350.8487,5817.7614,-3229.7146,-233.0561,6476.8368,4952.6671,-4237.7182,-5083.4770,-1444.9215,-3.7447,-4473.3895,145.7937,-5945.8800,6698.0163,2737.4418,5771.6144,6086.1209,1812.2644,4059.9471,5782.2984,3199.3453,2809.0466,-4868.0261,2014.0648,-3970.7242,-3366.2262,6573.8716,4754.8165,-2989.7336,-1801.2254,-3634.3744,-4494.6085,3245.0971,0.0000,2981.4117,-4873.3136,-6027.5062,213805.4260,198651.2078,213412.5116,211448.7711,218302.9717,213379.2548,210854.7895,212825.3833,251271985.1544,251249658.0063,251284913.4583,251276048.1270,212519.0722,251277163.7463,-1718.9259,922.0315,-3828.0746,-2949.1740,-6797.9535,5227.0762,1227.3857,-4580.1863,2480.0928,-987.9407,675.0670,0.0000,4721.8643,-224.3564,-5012.1385,4876.2541,-136.2420,4236.0415,-4128.4064,3814.2782,-4243.2969,-4364.0027,4147.8821,-5349.2705,-4971.7135,-204.9928,1264.5784,3406.2000,5208.8753,5448.2441,4703.2466,-5435.8384,3829.7228,-3201.4592,5361.3256,4419.3588,3705.7787,5524.7017,436.6254,4843.6129,2157.9115,5095.8067,-2116.3503,-1344.0223,-1926.4367,-1779.2694,-5146.5944,-2194.4291,-1032.5303,-5450.7414,-3042.5298,-4006.0817,3229.4815,-4709.9407,-3062.4625,-5055.0548,-5213.0262,-4280.6080,-2262.0369,2300.7330,4141.4607,-4704.9117,-4150.0141,662.8526,-3265.3540,3961.0412,4710.6570,-695.3945,-3997.8291,-465.0109,-4345.4912,5489.6538,-843.8985,2852.3878,4342.7465,-2309.6596,714.5910,-296.7069,-3109.2031,2002.5867,-5536.2333,1283.6513,1004.3091,6156.9433,-572.4342,1941.1771,-4290.6259,3780.4407,5470.2659,-817.7628,660.4481,-4329.5855,-3996.9814,3602.7813,-4679.7267,-4609.0413,0.0000,4482.2494,4041.1588,-1758.7333,-130968.6012,-134267.3567,-131226.9620,-135157.8508,-126986.9825,-131230.3248,-142976.6053,-134586.1059,-99020129.1754,-99038551.3264,-99003371.8408,-99008791.5471,-133558.7861,-99013217.6486,
