sl_100_86400_20281224 Coordinates.csv
2028/12/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:30 2024,
Start: 2028/12/24 07:47:00.00, Stop: 2028/12/25 07:47:00.00,
TIME_UNITS,STARLINK-31062 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-31451 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-2461 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-5408 - X-Coordinate,STARLINK-3239 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-5098 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-5641 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-30768 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-30786 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-5994 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-6039 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-30175 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-32162 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-4308 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-1206 - X-Coordinate,STARLINK-11136 [DTC] - X-Coordinate,STARLINK-30289 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-5805 - X-Coordinate,STARLINK-3883 - X-Coordinate,STARLINK-4596 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-3551 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-5901 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-1799 - X-Coordinate,STARLINK-6091 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-31451 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-2461 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-5408 - Y-Coordinate,STARLINK-3239 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-5098 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-5641 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-30768 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-30786 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-5994 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-6039 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-32162 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-4308 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-1206 - Y-Coordinate,STARLINK-11136 [DTC] - Y-Coordinate,STARLINK-30289 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-5805 - Y-Coordinate,STARLINK-3883 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-3551 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-5901 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-1799 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-31451 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-2461 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-5408 - Z-Coordinate,STARLINK-3239 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-5098 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-5641 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-30768 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-30786 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-5994 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-6039 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-32162 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-4308 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-1206 - Z-Coordinate,STARLINK-11136 [DTC] - Z-Coordinate,STARLINK-30289 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-5805 - Z-Coordinate,STARLINK-3883 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-3551 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-5901 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-1799 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-836.8241,-940.8164,5535.3789,-4072.7494,4303.4205,-2919.2532,-1728.7376,5567.2056,4125.7835,-5825.0851,4871.2507,742.3944,5207.1082,153.1800,-3387.6616,-4071.0713,2478.8743,-5585.8758,346.1925,-5788.7372,2242.2479,-5009.8039,-624.8547,4273.4558,-3151.4269,1461.2072,-5544.8254,-5167.8115,3030.3762,5596.2819,146.2412,-4551.2013,4046.3002,6134.6988,2129.5900,541.2879,-4180.8594,-4965.4694,-1048.2840,2061.1232,0.0000,-5589.3340,-4859.3508,584.9143,5065.7951,-2253.7450,-742.3875,342.4547,5738.0952,-4565.6445,-6129.3648,-5960.2573,-1245.9931,3030.4447,715.5389,-3196.6490,4198.8239,3645.4790,2407.5278,-1930.7617,5374.3149,-4800.7075,-5805.8566,4556.6499,-3076.0590,-2268.5859,3400.5815,-4202.9628,-6774.7124,3294.7825,3970.1823,4174.8071,-2727.4532,-2010.8365,-1934.3068,4790.5096,4242.5988,-3608.6603,1248.3684,3924.5162,-4148.5081,328.8235,5534.1592,-256.5969,5694.1885,600.3534,-2449.3550,-5329.7316,1685.4120,-98.4714,-6533.8300,1992.9881,4799.4399,-5860.6407,-951.0071,-4892.5442,3888.9587,4253.6604,-3118.8377,-2758.5860,363193.9418,350443.3216,367990.4800,367874.5611,362471.0253,362574.2283,358935.9149,362869.0900,-172902379.8230,-172917971.5910,-172937096.6759,-172921578.7021,362238.2077,-172916245.6026,5493.0669,-6773.2295,-3694.9644,-995.5980,-2718.2365,4449.9849,-3755.9981,3980.4618,1463.8251,3225.5321,-990.7600,5865.2440,-3212.3839,6261.7324,-3202.1715,2562.7056,-6339.6781,4016.8727,-5000.8462,2947.1089,4178.4331,1523.9051,-5643.9387,-2454.9295,-5428.2868,6672.6911,4181.3415,390.5369,5179.0759,3632.8095,6342.8174,-2903.9257,-4351.6029,1641.5748,6418.7839,4951.4400,-210.9953,1148.0652,-5214.1303,-6611.8332,0.0000,1135.2606,-138.2158,2951.4487,-3969.4716,-5467.4083,6729.3135,5047.2011,3398.3649,-5156.8714,-2975.5903,-2036.4887,5113.2691,6019.2321,4284.1200,-648.0514,-1556.5891,-5736.7863,-6276.9351,6638.3298,1676.1134,-940.8881,-388.3889,1671.5346,3498.8376,-3493.2834,-4120.8558,4172.5747,909.9906,5069.4898,-5677.5595,-368.8117,4481.7594,292.1427,6590.0543,3922.9277,1138.5626,-2847.7940,-5756.3617,2754.9182,-308.5445,4213.2757,2603.6655,5429.2836,-1230.7154,-4044.3607,6387.5524,2910.5560,-5879.1719,6450.3327,530.0082,6357.9711,3221.4947,3594.1849,6230.2478,-1001.7935,-4190.5138,5279.7297,-2801.1293,-5770.4059,166102.3996,181827.2173,169458.8046,171453.9177,178094.0939,176035.1789,169353.4348,170746.8636,-92112505.0365,-92094279.8793,-92083298.7399,-92101632.3525,170873.7688,-92098989.0210,-4126.3283,438.3608,1388.1753,-5491.8078,4661.8357,4233.6463,5514.0134,-886.1215,-5334.5001,1596.8313,4533.1324,-3566.1582,-2980.4719,2988.3966,-5073.2180,4937.1610,1124.5402,692.1561,-4764.0278,-2443.0309,5007.7373,-4491.3911,-3763.1104,-4862.9041,-2644.5207,-1127.3017,-201.4055,4587.0758,3418.5177,-1319.3500,2776.9359,4256.6320,3426.9740,2706.9127,-134.2067,4709.8113,-5488.6518,-4747.7560,-4434.3568,-264.7087,0.0000,-3729.0510,-4806.6843,-6262.0869,2176.1407,-3608.8317,1449.0190,4610.7113,-1939.9778,-811.3329,1114.2541,-2755.2453,-3999.0177,1679.7004,-5142.3935,-6115.4134,-5247.7262,-1249.8243,-545.7939,491.5491,4006.8170,-4707.8775,-3774.4882,4742.6863,4967.2697,-5399.1735,-4389.4753,3527.3227,-1082.6851,-3395.4125,-115.6900,-5485.3100,-4495.6286,-6624.7450,-623.2233,3120.9490,-5339.4122,5184.1419,3605.8913,4976.4229,-5525.9857,5416.7502,-2982.8682,-4293.9051,-3370.6822,5385.3348,739.1556,3319.2993,-3021.6166,2512.7600,-2228.9715,-1691.2700,-3869.4078,-798.2707,2876.3253,-4755.5898,3797.6803,1284.2428,-5432.5128,2669.7189,56362.8790,52185.3728,56597.5756,56936.5511,60660.2316,51939.0809,46528.6366,56625.3306,5647278.0209,5611579.0185,5642332.9387,5633991.6980,54973.2857,5640763.5714,
3600.000,-2146.5560,2506.2651,-1865.1610,4347.8009,-226.7182,-1763.8081,5491.4522,-4973.5469,-4097.6998,2456.2425,-2627.3405,-3210.1320,-905.4693,-2519.0354,6413.1907,3619.8714,126.3266,2983.0981,3447.2203,2942.4911,-4619.6071,1371.8445,4321.9464,-4052.1208,5442.2876,-3485.1533,3819.8504,5156.0105,-4888.4551,-5240.8424,-3104.5431,2158.7999,-3009.9596,-4098.5862,-3523.8843,-3409.2763,3646.7663,3877.5849,3791.9688,532.7215,0.0000,5793.2591,2328.7068,-3926.9945,-3007.3643,4585.0470,-2027.0386,-4535.7407,-3746.0127,4614.2781,6371.2030,6629.0969,-1574.2246,-4436.6848,-5086.0517,5171.2749,-4064.3615,-1871.9961,239.5348,-745.0106,-3588.0031,2760.4645,2165.9773,-6701.8412,1409.3977,6029.8617,-2369.7562,112.1324,4644.0402,-5672.1827,-1336.1229,-4316.2157,1304.2707,-3066.2295,-370.1447,-5081.9021,-6107.5993,-1041.0782,407.2766,-4308.0529,4687.1794,-4249.2118,-4639.6674,-3620.8901,-1447.8558,3773.8113,464.4058,1826.5068,174.6016,-987.6967,6156.0100,-4023.1893,-6595.8653,3150.4429,-1366.4061,3130.0438,-2910.4254,-4969.7929,6182.5190,4872.6626,313068.4662,294637.7144,312307.6801,311029.4537,307314.5713,307505.7697,304317.0864,306552.1113,-143071795.4375,-143084020.2377,-143109851.1898,-143083264.2028,307360.1988,-143085252.1585,-6470.7398,5064.4267,4879.3282,-3305.6818,4359.2260,-5146.4346,2157.7153,-1259.1721,3003.1050,-3930.8063,5358.0019,-2607.9328,4008.2512,-6452.5986,1750.8266,-5664.5545,5011.9314,-4353.2520,2768.2812,91.6171,-399.0008,-4056.7665,2782.2925,5428.3583,3848.1351,-4360.2638,-3336.4288,-3965.4533,-4811.9479,150.3241,-4060.8279,-950.3133,6086.5669,1428.4334,-3818.3885,-5880.0986,-4090.9139,-4724.1556,1934.9698,5916.0374,0.0000,-3486.3673,-3948.5888,342.5330,5781.3007,2199.9699,-5077.8382,-3736.0529,-4809.6180,2581.8721,596.8387,375.9586,-6296.3061,-3137.6008,-1388.4327,4150.6422,5092.6259,5894.0097,5337.9547,-5797.8769,2097.3045,-3673.6012,-1390.2054,797.1106,-6533.1998,1615.0288,6471.6236,-4142.4746,-3116.7447,-3983.2815,5843.5149,4323.9357,-6747.1638,1914.7440,-5245.9803,-122.7658,1953.4850,268.8122,6872.2825,1621.9150,-3668.0151,-4543.2412,1795.2693,-3941.2911,3799.2257,4894.5605,-5857.6900,-4728.0972,6607.2737,-3200.7640,-2795.2308,-3413.1680,-2202.5761,-4754.2027,-6761.7060,-3143.1362,6202.7611,-3671.9901,104.5188,4847.4848,251547.3821,264233.6166,253626.5212,255761.8129,263952.3532,260170.9767,255676.7215,256514.3479,-133748607.9360,-133731923.3917,-133727664.8379,-133743135.1960,256451.4575,-133736100.5036,1163.7012,3870.9601,-4359.9530,4215.7912,-5361.3380,-4097.8761,-3583.5949,4601.7963,4654.6887,-5049.2374,-3126.3400,5513.2536,5410.8566,495.4054,1783.5323,-1567.7683,-4749.1810,-4477.3716,5305.1827,6273.8372,-5120.5458,5393.7626,4456.0928,1411.0131,-1398.2516,4085.8964,4732.8260,-2390.3090,818.5643,4320.5242,-4681.7778,-6473.4291,990.8063,-5379.3962,-4335.6997,-953.8974,4181.3855,3322.2675,5444.8072,3564.0340,0.0000,-831.6302,5057.8522,5702.3779,1921.3514,4691.3856,-4253.8243,-3528.3292,-3327.3199,4474.6148,2586.8200,-1777.8085,-1241.4018,-4331.0589,4168.9222,1997.2013,2247.3583,-3090.1039,-4119.7197,-3728.0965,-5533.3355,4984.1815,6421.8942,-775.4518,-1345.4318,2728.8393,526.5941,-5520.8383,4066.3935,-12.6146,3468.3252,3196.9272,682.9760,5899.4345,4448.8464,-4725.2510,2567.9592,-6854.7102,576.6799,-5169.7840,3507.6384,-2945.1311,4629.0676,4382.8760,5349.3339,-2768.2058,3570.9022,-4722.6577,-1683.6193,-6072.2981,-1487.3260,4394.7897,-92.7674,3911.1310,678.0996,5265.1243,469.5828,3062.9401,2955.5501,920.0116,58606.1597,53529.5172,58667.4676,56013.0944,62533.7586,56831.4596,47185.8216,54750.2205,5626544.6234,5590628.0178,5615517.9908,5609104.5043,56371.5493,5617608.1048,
7200.000,3996.3522,-4047.4461,-2887.6900,-3896.0017,-3240.7005,5214.3498,-6837.6711,3283.5863,3602.6847,2272.3330,-290.6844,5610.4094,-3750.9400,4096.6649,-6345.0378,-1925.2728,-3719.8401,1318.2827,-6395.0335,2525.8775,6102.0104,1854.0814,-6568.8164,2443.2799,-5234.4887,5205.6727,448.9759,-3680.6445,4752.1709,3254.2631,5756.7478,-637.1408,180.5609,1435.7489,4186.6813,4335.2414,-2730.3075,-2274.6785,-6097.0779,-3697.6568,0.0000,-2650.2084,-56.8226,6442.8169,-1025.2117,-6169.6629,4897.4088,6649.7928,88.5094,-3969.0618,-4384.4375,-4184.2793,3526.3004,5297.8156,6627.3615,-3019.1381,2690.8122,-1449.7925,-3907.5838,3893.7724,1717.2409,-709.1378,1377.1947,4991.9514,616.8477,-6512.2463,451.3581,4127.2109,-1011.8856,5875.1343,-2387.7201,3398.0946,478.7621,6699.0647,3643.8482,4663.0332,5678.4438,3205.6787,-2081.9705,4311.8233,-4107.5705,5728.3330,2617.5707,6373.5355,-2846.0979,-5358.6542,2717.3610,1916.9713,-2463.0154,3493.4080,-3311.5444,5458.5119,5692.8432,960.4187,3361.3315,-1477.9360,338.2840,4222.6855,-6444.0161,-5349.7092,242167.4989,220084.1805,236597.5861,231555.1045,232316.2611,233776.4138,229549.4909,233869.8598,-103479557.9307,-103488158.3902,-103517389.3068,-103482682.6875,232739.0989,-103492216.1780,5054.8532,-859.9650,-4750.6861,5693.8883,-5497.2555,4304.7082,-642.3748,-2843.5225,-5800.0564,4213.7113,-6647.1962,-862.9336,-4333.9869,4213.6005,-47.3542,5989.3963,-2381.3314,4048.9618,-772.1729,-857.2716,-2583.6044,6023.1428,454.0118,-5788.7580,-60.9494,590.2739,2343.4053,5725.5342,2093.6141,-4471.1340,1024.7324,5282.3939,-4958.7921,-4930.9596,-1242.9482,4017.1034,6331.5580,6580.8452,1058.3901,-3497.4691,0.0000,4111.1171,6640.5398,-1846.5224,-4973.7647,1234.4094,2086.6890,1647.3665,2120.1619,1590.7801,2629.0367,1982.2711,2206.6782,-807.9441,-1052.8149,-5284.8010,-5953.1470,-3987.0009,-1731.6989,3305.0772,-5658.1032,6624.1352,4349.1018,-2569.0013,5925.5004,242.5065,-5850.9350,3887.7771,5132.4025,1397.4326,-4483.1876,-5893.5887,5905.0078,-720.7700,2271.2579,-3774.2354,-3494.8649,4285.6304,-4891.4972,-4973.6558,5514.2738,3488.1142,-5678.2075,2043.7616,-5505.7888,-3538.3466,3104.8582,5829.5828,-3788.6550,-867.5183,4325.5393,-747.1421,282.4589,5077.6487,4695.8285,6311.5599,-5232.7705,-136.1837,1735.1643,-1931.2621,323043.7318,330188.7668,321244.3494,323513.1166,332999.9027,324151.8346,325408.7424,325409.0382,-166218318.0609,-166201068.7056,-166206100.6415,-166211542.9307,325404.6489,-166206446.0598,2508.3541,-5468.1566,3906.7116,-269.0305,2642.0713,779.2970,-686.4632,-5365.2944,-973.4742,4889.4327,-1045.3052,-3928.8225,-3670.4081,-3703.0810,2664.3019,-2843.0081,5293.0464,5440.1058,-2515.4902,-6408.8791,1933.2217,-2801.5776,-1740.7788,2888.9993,4342.9131,-4530.2736,-6529.5426,-1292.0057,-4565.2288,-3962.4859,3707.0020,4357.6566,-4748.0502,4610.3829,5152.1640,-3489.7522,-191.2568,-12.3486,-3105.1080,-4709.9395,0.0000,4729.2799,-1620.3705,-1808.0944,-4522.2184,-2899.9336,4418.8542,-80.6812,6602.3301,-5464.7744,-4647.3093,5066.6824,5122.3751,4409.8382,469.1157,3301.9248,2193.1716,5443.0892,5204.8613,4675.4506,3579.1955,-1291.6390,-5222.6363,-3828.0573,-3317.5924,1989.5951,3640.5749,3921.5923,-4535.5696,3393.1619,-4718.5244,1134.3815,3538.0754,-1612.4120,-5401.1702,3474.0374,1802.5122,4401.7113,-4421.5004,2120.1378,694.6318,-1537.2448,-2684.5860,-1779.2047,-2622.2333,-2150.9209,-5511.8287,3197.6770,5098.4642,5908.9138,4260.9362,-4114.0984,3971.4455,-4608.5738,-3838.6571,-2345.3286,-4443.0278,-5462.5722,1567.7058,-3971.6466,60532.0437,54921.2822,60117.5891,56423.7695,63972.6729,59798.5644,48479.6547,59144.7414,5605256.8142,5570436.2715,5588793.0386,5587627.6989,57765.3428,5594476.9748,
