sl_5_86400_20280618 Coordinates.csv
2028/06/18 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:00 2024,
Start: 2028/06/18 07:47:00.00, Stop: 2028/06/19 07:47:00.00,
TIME_UNITS,STARLINK-30182 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5664.9657,3265.6745,4995.9620,-698.0033,30.6585,-383191.8776,-360673.5026,-380831.7584,-380652.8418,-375624.5130,-375938.7951,-371422.9999,-374730.1686,-247702211.4433,-247665752.6517,-247675529.2434,-247691288.7206,-374859.1423,-247684563.1316,3895.4415,1636.1557,4114.9865,-6069.7962,4837.6856,28182.9475,31646.1783,33052.6876,32157.1559,25188.4913,27155.3875,33570.3114,32369.1044,222077059.8459,222071581.3196,222066097.7173,222090974.4420,32244.6662,222082164.5441,-1009.6225,-5922.7290,-2187.9773,3174.6356,4567.4695,116797.9652,118211.1939,118231.0048,119632.2975,122669.8721,113413.3584,108773.3603,115258.6866,131985016.0066,131961670.5340,132008736.9850,131989818.2812,117046.0848,131993952.4332,
3600.000,3816.7273,-1705.6852,-6323.2594,3076.5286,-3379.7105,-374387.1621,-355097.9213,-375776.4387,-374532.8022,-370973.3162,-371050.1279,-367440.5883,-370626.7924,-296751784.9685,-296715876.9444,-296717075.4171,-296745560.6367,-370432.6250,-296733317.1069,-5203.0075,2742.4137,-1831.8929,2851.4915,-5738.7236,-68251.7480,-60384.6394,-60500.9010,-61902.6945,-70046.1956,-66857.9677,-62096.7724,-62739.5367,150343875.3841,150344434.1923,150335806.9023,150354455.5574,-62722.2650,150349696.4292,-2582.0543,6150.5657,-1827.1833,-5468.6572,48.6273,117499.3602,119083.3855,120194.0816,118374.1677,124387.6213,117901.2281,108987.7317,119913.3452,132015446.5085,131989553.4721,132034087.3826,132022096.2266,118135.3746,132021960.6539,
7200.000,-280.0648,1380.7257,4851.7524,-5439.4739,4206.9964,-341553.3700,-326779.8314,-346732.6581,-342079.4064,-342587.0870,-343124.2151,-339417.2450,-341842.6748,-325548142.6345,-325514624.6386,-325507274.0720,-325541959.3544,-342368.9707,-325529263.3295,5163.1146,-6185.2179,-1743.2158,822.7923,2278.8451,-157016.7406,-147627.9950,-149794.6473,-151555.7234,-160826.7933,-153116.5785,-153611.8712,-153610.1608,68359444.6592,68364958.7919,68357656.9869,68364547.1845,-153402.8693,68366335.4905,4629.0490,-2865.5451,4470.5281,4137.6693,-4637.9636,118361.7040,119929.2037,121595.3928,117613.2218,125650.3326,121540.1248,109843.1728,117497.2892,132046257.8200,132017746.2221,132058941.1549,132054337.1264,119214.6273,132049927.8141,
10800.000,-3632.1782,-1334.9001,-1978.6284,6124.5660,-3467.9392,-292107.6818,-277707.3456,-295718.5752,-288224.4106,-292421.8599,-293780.8486,-289196.4313,-293242.8926,-332128579.6870,-332098739.6843,-332084662.6921,-332117814.1358,-292535.2707,-332109818.7847,-4402.2865,6496.0898,5307.6098,-3152.9964,3328.8499,-231521.5683,-224618.7206,-229190.8891,-233495.7357,-241379.2250,-229922.2165,-234971.7295,-233886.9963,-18280781.8290,-18271995.6520,-18274095.1629,-18279624.7386,-234021.2425,-18272715.6541,-3968.8824,-2104.7023,-3822.3756,-96.8289,4599.6942,120468.6452,120754.8590,122348.5214,120811.1225,126470.1047,119398.1130,111318.6576,121908.4777,132077265.7429,132046302.1837,132083443.6399,132085556.9340,120283.7367,132077853.9090,
14400.000,6183.8076,-52.6690,-916.0605,-3918.0046,1798.7855,-229228.5648,-211156.7410,-226093.3813,-218363.3413,-223819.3766,-225839.8775,-220149.8030,-223084.0998,-316046594.7067,-316020951.9723,-316003333.7815,-316028806.4923,-224182.1836,-316028465.1727,3017.2928,-3777.4291,-6760.2583,3986.1809,-6412.6983,-297413.5949,-286570.0028,-293749.8958,-299884.5302,-306573.4886,-294868.5226,-300859.3740,-299478.2498,-103664279.5829,-103654265.4166,-103648495.7262,-103662621.6299,-299463.6780,-103655208.1555,950.4890,5829.0277,328.1489,-4031.6339,-14.7657,122895.2604,121564.6399,122538.0438,124183.9078,126835.0625,117071.1002,113428.0439,119893.4917,132108270.6865,132075286.2968,132107723.7499,132114800.7083,121342.5970,132105738.9338,
18000.000,-6388.5262,3095.9413,3251.2620,-402.4904,1247.4117,-149551.4489,-131478.1417,-142320.5929,-135137.4051,-141313.9950,-143445.2505,-136964.3446,-142926.2184,-278402182.0977,-278380374.5018,-278363152.0904,-278379093.5192,-141731.3119,-278385045.8199,-787.1241,289.8380,4952.1628,-4145.5604,4650.4960,-347305.1015,-329670.5930,-339488.6794,-346360.2884,-352235.7957,-341507.7808,-347025.0546,-345873.9205,-181964974.0437,-181955804.0928,-181941111.6713,-181957394.1990,-345602.7446,-181955298.6319,2604.3402,-6223.7500,3390.1933,5478.0444,-4606.4231,124718.2938,122361.7113,122396.8353,126902.6626,126706.7915,115705.1978,116222.6560,123665.5125,132139070.5933,132104777.8188,132131900.4094,132140848.9854,122391.1033,132133582.8836,
21600.000,4624.1453,-6017.2120,-4972.5224,4455.0289,-4771.2811,-58479.8553,-43816.0361,-49704.6751,-43429.1583,-50376.3617,-51828.8040,-45394.7011,-49123.8963,-221766571.6816,-221747391.5506,-221734544.8844,-221745372.8947,-50488.6469,-221750544.8658,-2314.3887,1752.2174,-816.9344,4068.1739,-226.3079,-375755.8439,-351317.6634,-363581.4152,-370292.4401,-375350.2695,-366126.7038,-370614.5920,-368895.8396,-247840811.6099,-247834205.9366,-247811301.4443,-247825612.0461,-369557.1169,-247831059.6038,-4646.6328,3010.3405,-4616.1991,-3331.0458,4631.1791,126261.5312,123148.5569,122243.6318,129053.0985,126014.5321,115156.1758,119797.2250,122412.8074,132169474.0244,132134872.9506,132156088.3568,132162637.8030,123429.1507,132161385.7538,
25200.000,-2035.6409,6387.9471,5478.3372,-6095.6575,5871.0834,37742.3595,46217.5618,45897.2375,51023.6401,42895.0693,43059.2382,47835.1220,42480.5597,-150006570.2849,-149988175.4657,-149983004.9608,-149994056.7343,43697.3107,-149991493.2363,5344.2229,-1968.6846,-3284.1161,-3039.0106,-3143.8232,-380151.3272,-350271.9675,-364518.2951,-370380.3197,-373973.9001,-366881.3573,-370470.4011,-370888.2211,-296798238.8422,-296795201.1931,-296766444.7359,-296784227.6368,-369870.8363,-296788925.6477,3933.9780,1906.4187,2410.9446,-1037.0427,-77.9817,127634.6926,123927.2463,122397.5815,130708.8341,124694.5831,115308.9280,124223.4329,125223.7437,132199312.5572,132165685.4997,132180403.6202,132183569.8565,124456.6351,132189147.5394,
28800.000,-381.1324,-3439.1597,-3892.1474,5021.3632,-2532.7190,132561.9537,132896.6472,138401.4946,142235.6857,132962.3429,135007.2254,134526.1658,135855.4500,-68020514.9801,-68000818.5790,-68005286.5416,-68011568.2665,134810.6957,-68005994.1898,-6876.4646,1862.1546,5388.6184,323.3462,4130.7145,-359782.9751,-326726.6074,-342222.8647,-346787.3402,-346317.7758,-343647.9875,-347357.5630,-345174.4320,-325498717.3422,-325499263.9471,-325468294.1110,-325494410.5659,-346600.8994,-325490211.4171,-923.9904,-5755.4736,1561.5252,4696.4940,-4574.3232,128886.9537,124699.6092,123092.6859,131908.9184,123872.1973,116102.1063,127798.7679,125003.9081,132228451.6922,132197340.3760,132204969.0387,132209972.5978,125473.4530,132216868.2359,
