sl_100_5400_20281216 Coordinates.csv
2028/12/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/12/16 07:47:00.00, Stop: 2028/12/16 09:17:00.00,
TIME_UNITS,STARLINK-6271 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-30787 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-31644 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-2322 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-32262 - X-Coordinate,STARLINK-5747 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-4169 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-1979 - X-Coordinate,STARLINK-32161 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-31007 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-6054 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-3867 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-3697 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-32027 - X-Coordinate,STARLINK-3740 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-5071 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-2411 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-4311 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-30787 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-31644 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-2322 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-32262 - Y-Coordinate,STARLINK-5747 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-4169 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-1979 - Y-Coordinate,STARLINK-32161 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-31007 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-6054 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-3867 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-3697 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-32027 - Y-Coordinate,STARLINK-3740 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-5071 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-2411 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-30787 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-31644 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-2322 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-32262 - Z-Coordinate,STARLINK-5747 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-4169 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-1979 - Z-Coordinate,STARLINK-32161 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-31007 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-6054 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-3867 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-3697 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-32027 - Z-Coordinate,STARLINK-3740 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-5071 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-2411 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4686.8074,5692.9044,-4239.1872,-2986.8592,-5477.8709,-5482.0519,3210.4165,-6908.0917,2153.4229,4456.3241,-1149.8097,3356.7807,-4882.7096,-5294.5308,4881.8951,-135.7901,2338.2801,-1194.5521,3034.1947,0.0000,-2387.5507,2825.7637,-4546.1462,3922.6725,-1046.6364,-1931.2431,2440.9170,-4335.8656,0.0000,6901.0585,0.0000,5691.7708,-3628.5186,4554.4503,-5931.5036,-411.7864,2963.1618,402.6064,3546.1364,5306.7755,6467.1796,4623.0160,3996.2726,4285.6700,-3976.7882,5077.8061,-1407.3088,-202.7809,0.0000,5.8065,-4374.3733,2877.3945,5218.6986,-871.6000,-534.0471,-2932.1274,1643.7424,-4982.1306,2880.9788,4853.5234,245.5978,2905.2278,6575.7669,-2224.7831,3837.5157,4751.8368,0.0000,5205.4685,-3961.3425,-4006.1841,105.6029,-920.3140,3948.1885,6470.1902,3498.1682,-2207.2620,-4693.9162,-3593.4153,6054.3911,0.0000,358.9006,5100.8496,1658.3035,5154.1460,2612.8438,3355.1448,1077.0324,5874.4741,3360.9755,647.8653,5780.5104,-4835.9290,4825.9828,-5900.2354,6696.2386,-4693.3625,-6277.1494,139.6305,-6646.3395,-5694.7024,-133594.9549,-157983.5553,-137471.0157,-137333.2811,-141807.0316,-141963.1567,-146477.7771,-144016.6619,-190318861.0306,-190292149.4198,-190323761.0360,-190298742.7899,-143002.9059,-190307315.7141,-5108.9070,1711.7478,-4906.9470,4086.9812,3323.7950,-3254.3609,3318.5742,-206.4625,-4914.6919,-1873.4535,-6314.9152,3715.3596,2195.5417,29.8512,-3252.0945,-6736.6923,-4932.9687,-6213.6544,-1613.9533,0.0000,-4306.0196,6268.3175,-2548.1475,1220.6606,-4817.4254,5957.9805,4756.6955,-4595.4530,0.0000,-304.0851,0.0000,1487.3012,2210.2534,-4855.0643,2797.4804,4012.4889,4228.0568,-6806.0320,5521.8779,-3232.9873,-643.3008,-4493.1851,-2593.8939,4990.8536,2257.8702,-2570.7588,4244.0969,-6567.7754,0.0000,5134.9615,4445.2404,1845.6506,3284.1563,-6561.6313,-6557.9305,-6112.3742,3956.9661,-4580.3047,466.3530,-4752.3830,-4159.6563,5107.0250,-1806.9695,-6462.9447,-5177.4647,1557.0759,0.0000,-1194.1750,3262.6399,-3976.7373,-2567.1017,6567.3823,-5322.2092,602.7273,-4741.9678,-6386.9945,-5021.9068,3653.7574,-1404.5977,0.0000,6143.1476,3651.5018,5737.6887,4253.3424,3939.3916,3501.3161,5734.4733,-2768.2762,-3001.2402,6648.6667,1452.8056,-3593.3494,3529.0511,-3028.7001,1152.2390,-2455.5241,2845.7909,-6825.5473,-1317.1589,-3138.7637,316609.7313,315101.5399,310363.6543,312312.3617,319615.5365,317561.0547,311421.3870,313938.4277,-82282817.8328,-82274082.8861,-82262844.3866,-82271067.0992,312493.7059,-82270869.1876,-73.4591,3515.0360,-2163.7813,-4623.0584,-2412.2254,-2675.9244,-5135.3007,-156.8295,-4347.7993,4929.2035,2612.5291,4664.0111,4367.5580,-4284.2149,3681.6600,-918.8266,4259.7274,2516.1943,-6047.7827,0.0000,4689.5904,63.7739,4359.3956,5454.3154,-4640.2912,-2874.5635,-4390.1607,-2738.7295,0.0000,-383.8193,0.0000,3637.1624,-5456.9070,-1918.1313,2238.9350,5320.0034,-4604.8324,20.1695,-2173.4549,3012.8448,2363.9941,2627.7542,4981.4268,2071.0846,-5171.7589,-3868.7192,5128.3504,1742.8557,0.0000,-4637.4388,2771.7354,6038.4487,-3174.6118,-1121.0188,1418.1322,1387.6246,5392.4699,-1531.3072,-6307.3233,-1438.0598,5512.6456,3445.1846,1244.9623,992.1432,2301.7994,4753.5755,0.0000,-4406.8782,-4454.4156,3986.2169,6437.4424,1347.4747,1571.1582,-2472.2084,-3635.7639,309.2352,78.5116,-4662.8953,-3050.6475,0.0000,-3227.3390,-2927.4706,3505.1191,-1847.1126,4869.1537,4470.5102,-3415.4996,-2369.2348,-5213.0676,1603.0746,-3294.1245,3231.5487,-3327.6683,-1621.4895,-1390.4986,-4470.5212,-272.4045,672.3638,718.7940,2377.9616,-159539.9741,-158579.0144,-157760.8309,-157379.2348,-153689.0565,-162433.3070,-167808.3329,-159191.3863,10547808.1039,10526266.1330,10520997.6568,10542936.8860,-159370.2250,10535920.4584,
300.000,3371.5497,6610.5217,-5525.0228,-1014.9305,-5044.9342,-5334.0165,3949.7016,-6560.7475,952.4649,2785.0318,-2618.4878,4816.2219,-3409.5506,-4127.7877,3144.5652,-1352.9089,689.9948,-2324.8619,964.7566,0.0000,-3409.1838,3788.6743,-5703.1457,4442.0634,-2549.4314,-324.8386,4314.1806,-5540.6990,0.0000,6581.3736,0.0000,6460.0053,-2048.0133,3075.2232,-5960.9671,1794.4107,4373.9112,-1119.8532,4727.8199,4971.8453,5431.4879,2891.5834,2127.5933,5372.7424,-3462.5061,4928.9640,288.7708,-1757.8072,0.0000,1720.7660,-2695.1482,4712.7878,3845.0898,-2019.5762,-1779.2330,-4044.0910,3310.8498,-5546.7335,4201.1298,3844.9982,670.7126,4403.4354,6117.7234,-3186.4086,2955.4535,5897.2234,0.0000,4963.7748,-2741.2792,-5499.0900,-1955.7067,421.7501,2286.0008,5475.7648,1521.5690,-3500.5087,-5347.8701,-1776.8500,6169.9605,0.0000,1038.5164,5074.6297,3128.9553,5604.3493,3584.2866,4853.2144,2308.6143,5573.4371,2409.2403,1826.5461,5068.3901,-4812.4764,5152.7164,-6535.7692,6871.9598,-5788.4667,-5530.2951,-1074.0564,-6442.1077,-4504.4005,-140422.8389,-164657.8407,-144068.0696,-143981.9966,-148350.2589,-148533.9340,-152965.2996,-150420.7853,-188471497.7264,-188444515.5145,-188476309.2406,-188451662.1190,-149533.3887,-188459873.4062,-5878.8780,509.2295,-3964.7061,4986.4358,4577.7441,-1608.3957,1305.4459,1001.6290,-6143.7483,-3167.0257,-5209.1740,2134.9258,3739.1794,1673.6454,-4284.1806,-6118.8293,-6008.6280,-5014.8455,-2214.7663,0.0000,-2470.1305,5472.7531,-866.1171,-882.0909,-3351.2149,5415.7745,4038.1231,-3954.3435,0.0000,-1784.3540,0.0000,-160.6148,3705.9007,-5134.4942,3537.3217,3871.6983,2599.0885,-6553.5614,5024.8769,-4603.3665,-1850.2787,-5096.1044,-3607.4006,4317.7296,4174.0367,-4167.2399,5319.5610,-5803.4041,0.0000,4011.9240,4681.2391,1301.0548,2939.6684,-5744.5879,-6480.6467,-4880.6982,2550.2305,-3005.7229,-1072.0986,-4672.7079,-2154.3926,4856.8938,-3251.1186,-5498.6392,-6150.8397,114.4565,0.0000,-3188.8734,4937.2197,-3339.2557,-1761.3268,6039.3733,-5705.7280,-190.2649,-5114.0201,-5489.4882,-3964.3146,4812.5083,-2812.9346,0.0000,4838.6170,1950.7465,4395.9006,2596.0390,2034.4926,1931.7344,4360.7734,-4039.2293,-4765.7409,5778.5945,-207.2052,-1806.5564,1575.5809,-1959.2117,543.7053,-750.2152,3821.8794,-6679.8728,272.3413,-2979.3944,313805.3443,311823.8106,307206.8370,309211.4013,316600.8277,314479.0466,308424.2771,310828.1882,-86419210.1053,-86410267.6692,-86399867.7129,-86406861.2594,309446.5164,-86407268.9155,1455.1488,1941.6237,-683.9855,-4592.7859,-665.8296,-4096.3420,-5512.4636,-1940.2014,-3004.8258,5465.1916,3742.7905,4367.8242,4703.3933,-5152.6434,4438.5654,-2644.9552,3374.2211,3972.9470,-6523.0138,0.0000,5337.9004,-1732.6813,3592.5024,5111.5198,-5301.6932,-4250.1551,-3596.3615,-1030.5415,0.0000,1158.0844,0.0000,2470.4603,-5467.8221,-3491.6154,147.5840,5134.8614,-4687.8723,-1517.0897,-407.4033,1346.9474,3856.8009,3755.6069,5473.8187,299.6524,-4270.5078,-2383.7851,4234.4126,3069.1076,0.0000,-5368.1652,4167.5948,4927.6362,-4968.8462,-2830.3354,-409.7405,2771.3465,5474.9090,-2892.0134,-5430.3280,-3408.4673,6530.0231,1854.8379,-292.7997,2698.6839,544.6972,3583.2143,0.0000,-3623.6018,-3779.3237,2529.0168,6412.5625,3018.0951,2928.6955,-4282.3202,-4413.7557,1829.5964,-1722.5299,-4657.2522,-1390.9217,0.0000,-4879.3815,-4286.8514,4338.3426,-3152.1518,5390.1450,4028.2468,-4622.8764,-621.0862,-4353.6360,3229.9859,-4544.6705,4504.6115,-4217.2833,189.3822,735.5312,-3737.4742,1534.8179,-1145.9543,2196.4547,4328.0935,-159558.7640,-158586.2283,-157669.5919,-157540.2123,-153617.2586,-162156.5247,-167881.7032,-158703.2741,10545421.0125,10524473.6574,10518487.9451,10540774.7152,-159355.7715,10533603.0713,
600.000,1718.9546,6871.1291,-6247.4482,1039.0078,-4098.9609,-4691.6739,4356.3125,-5561.4402,-310.3521,865.8009,-3867.8158,5817.7151,-1631.3434,-2569.0457,1109.3552,-2458.8805,-997.1317,-3258.3606,-1182.4768,0.0000,-4133.4998,4386.1817,-6292.3380,4558.6514,-3833.6248,1351.6519,5765.5473,-6180.3327,0.0000,5617.9881,0.0000,6608.5388,-307.3242,1270.6524,-5380.7620,3802.3547,5394.0406,-2542.8968,5434.5223,4152.1973,3864.1334,873.1027,67.2659,5918.7856,-2650.7158,4304.5670,1916.8418,-3161.0221,0.0000,3309.2532,-716.5655,6075.6766,2087.7901,-2981.1553,-2836.7720,-4787.9460,4686.4610,-5599.3451,5142.9548,2417.0793,931.0530,5430.0933,5065.5705,-3859.5951,1775.6210,6470.4139,0.0000,4273.2260,-1274.6700,-6437.0027,-3847.4924,1752.5418,371.9482,3940.9737,-610.7359,-4444.8833,-5474.4279,187.1675,5681.5284,0.0000,1676.4432,4586.9654,4333.9718,5537.9069,4238.5138,5827.9277,3346.4465,4720.6447,1264.0891,2856.4784,3862.4392,-4339.2413,5000.0067,-6494.2080,6344.6777,-6344.0195,-4220.3985,-2191.2701,-5585.4103,-2848.9694,-147195.7534,-171262.4565,-150603.2722,-150573.0166,-154830.1252,-155039.8415,-159389.9324,-156685.0577,-186534244.1177,-186507002.9564,-186538942.3523,-186514737.1289,-155999.0209,-186522540.2433,-6088.2031,-722.2251,-2626.3365,5426.8682,5355.9530,226.9368,-822.5154,2131.8764,-6766.0901,-4199.3578,-3608.7142,372.9287,4953.2468,3190.1262,-4942.5927,-4863.5656,-6517.0968,-3299.0600,-2675.9178,0.0000,-395.0089,4115.3926,875.3032,-2873.1448,-1565.0644,4360.4773,2960.6699,-2924.1523,0.0000,-3101.5702,0.0000,-1771.2876,4878.6641,-4939.5784,3912.9623,3364.7570,745.9293,-5633.3657,4029.7030,-5504.2121,-2916.1744,-5246.1521,-4317.9844,3214.2843,5670.4728,-5327.5221,5871.1573,-4449.4985,0.0000,2533.5329,4476.1700,689.0177,2215.4833,-4302.8270,-5701.9517,-3167.6000,934.6048,-1126.1947,-2448.1878,-4152.6691,96.0880,4118.0320,-4382.6652,-3978.5424,-6489.8922,-1302.8689,0.0000,-4863.9767,6114.0755,-2396.9620,-855.6512,4879.7207,-5527.6671,-1018.6279,-5031.4684,-4012.3687,-2491.7650,5542.6385,-3928.8441,0.0000,3053.5083,30.8557,2644.3629,671.4572,-64.6240,178.9944,2538.5936,-4901.6939,-6060.9752,4325.4113,-1886.0624,191.0484,-547.9918,-684.3925,-130.3502,998.6582,4429.9038,-5852.6045,1854.5410,-2440.0006,310851.5110,308404.3062,303913.7995,305969.0887,313448.5255,311250.1224,305292.6511,307479.6548,-90514156.7434,-90504994.4068,-90495439.3237,-90501223.8654,306262.8923,-90502219.2246,2827.8222,158.1375,872.2283,-4055.1210,1154.6131,-5075.6356,-5294.7365,-3514.2390,-1336.5635,5410.7027,4472.0914,3586.6989,4531.6711,-5441.5335,4719.5057,-4071.6230,2126.7151,4981.3275,-6310.3519,0.0000,5382.5874,-3339.2141,2417.9988,4198.2646,-5356.4307,-5163.5719,-2415.4731,790.3027,0.0000,2575.0746,0.0000,1037.6627,-4891.0641,-4691.1110,-1959.6212,4337.8390,-4267.1003,-2883.7290,1402.6620,-464.7479,4933.9149,4486.4769,5372.0039,-1504.3754,-2907.0360,-637.9368,2862.3407,4046.9977,0.0000,-5522.7114,5096.3496,3292.6953,-6233.5021,-4206.9732,-2189.8006,3856.5880,4961.8571,-3944.2469,-3977.9671,-5016.3236,6844.8218,55.3239,-1799.2377,4112.8779,-1273.0121,2024.4869,0.0000,-2451.3506,-2675.3663,798.7940,5704.3022,4341.5121,3955.5698,-5639.0347,-4718.5138,3139.0341,-3334.6105,-4153.3022,418.4129,0.0000,-6014.2314,-5186.3405,4706.1795,-4120.2061,5298.1913,3088.0559,-5298.6764,1194.1806,-3020.4101,4501.5239,-5283.4683,5275.7488,-4638.2733,1978.9757,2782.7305,-2604.5022,3175.0009,-2837.7722,3426.3083,5813.4364,-159577.3614,-158593.4312,-157581.4579,-157705.0928,-153548.5577,-161873.4532,-167950.2104,-158266.9139,10543028.7433,10522687.2645,10515982.8740,10538591.4338,-159341.2126,10531285.8502,
