sl_100_86400_20280115 Coordinates.csv
2028/01/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:46 2024,
Start: 2028/01/15 07:47:00.00, Stop: 2028/01/16 07:47:00.00,
TIME_UNITS,STARLINK-2370 - X-Coordinate,STARLINK-5704 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-2659 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-30199 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-3501 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-5854 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-6045 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-31236 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-1488 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-6124 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-1785 - X-Coordinate,STARLINK-31421 - X-Coordinate,STARLINK-6243 - X-Coordinate,STARLINK-31382 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-30071 - X-Coordinate,STARLINK-4091 - X-Coordinate,STARLINK-2071 - X-Coordinate,STARLINK-31062 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-30166 - X-Coordinate,STARLINK-4073 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-1929 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-30292 - X-Coordinate,STARLINK-6231 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-6199 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-6278 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5704 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-2659 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-30199 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-3501 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-5854 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-6045 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-31236 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-1488 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-6124 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-31421 - Y-Coordinate,STARLINK-6243 - Y-Coordinate,STARLINK-31382 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-30071 - Y-Coordinate,STARLINK-4091 - Y-Coordinate,STARLINK-2071 - Y-Coordinate,STARLINK-31062 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-30166 - Y-Coordinate,STARLINK-4073 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-1929 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-30292 - Y-Coordinate,STARLINK-6231 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-6199 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5704 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-2659 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-30199 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-3501 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-5854 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-6045 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-31236 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-1488 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-6124 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-31421 - Z-Coordinate,STARLINK-6243 - Z-Coordinate,STARLINK-31382 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-30071 - Z-Coordinate,STARLINK-4091 - Z-Coordinate,STARLINK-2071 - Z-Coordinate,STARLINK-31062 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-30166 - Z-Coordinate,STARLINK-4073 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-1929 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-30292 - Z-Coordinate,STARLINK-6231 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-6199 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5324.9239,-5951.0334,3265.2339,736.6258,-1828.6579,-3730.7513,2157.7958,-4410.4506,585.1061,6121.4541,5410.9156,-5735.2484,5201.3833,-4519.6742,1875.7104,1733.5168,-4727.0239,-5367.7540,698.7248,-6316.6114,-1048.2369,6626.0879,-1121.9822,5271.1900,3917.3014,40.7173,0.0000,-812.1041,4111.9958,3201.8268,4610.1214,-2804.9600,3756.8568,4191.0517,3317.5906,3898.2383,2244.6541,5969.4692,-3519.8955,-6318.7705,5580.1060,-1232.9293,-4991.4441,-595.9018,335.7238,-664.7050,213.6219,4277.5768,-3160.3854,-6032.3710,-4238.3746,4192.9998,-4399.4490,-275.7552,181.7705,0.0000,-1427.1451,-6182.5432,492.8838,-373.0435,-6826.6280,-4600.7202,4012.3987,0.0000,5338.9409,6082.7558,5784.7458,786.0154,-2966.9141,2437.1492,4365.0867,4283.6938,3987.3119,3761.0874,16.9365,-471.3577,5253.6462,5024.7018,2581.8668,-708.6066,-1198.8951,4782.8411,388.4792,-5027.2998,2713.1300,5065.0044,2903.7369,6393.3785,0.0000,-6866.7781,6060.6881,4278.2558,837.4770,2696.3947,1313.3528,751.6541,672.6114,-2968.2863,3390.4578,-1489.4318,-99829.2779,-131741.4037,-106842.8456,-107031.2151,-114856.9522,-113360.6317,-114529.1557,-111243.5671,-52049677.6331,-52086099.5522,-52065205.1413,-52043179.8898,-112139.2193,-52054130.8701,-4128.2947,-1826.9615,3028.2576,6198.3159,-3816.3499,3580.0418,4824.1971,2170.3139,-6714.6696,-3126.0457,440.1739,3604.0044,3923.8137,-4563.9977,-3710.0744,4093.7692,2512.3824,-3621.7082,5201.6712,834.5315,4152.1670,98.9948,389.6879,-9.9498,-3455.2501,-6706.7005,0.0000,6851.6606,1179.5314,5181.3008,-2357.6247,5375.0214,3224.9956,-1042.7260,-5213.4119,2499.6044,4751.5906,3085.3987,-2252.1368,1988.2284,4108.1755,6159.9974,-4654.9355,2435.8533,5336.7998,4083.7952,4204.2388,1484.5345,-6003.3686,912.1094,5377.3790,-2948.8073,2550.3199,-5663.5937,-5651.5909,0.0000,6266.3903,2617.8395,-6347.8491,-4249.2177,666.9812,-4044.8261,4373.5294,0.0000,-151.5498,2830.8850,-3688.1058,-5272.1350,6186.0831,-5671.0120,5343.9502,-2724.6232,3362.2168,-3764.9957,-6873.0246,-4148.8516,4147.6328,-4193.1779,-4577.0228,-6128.4648,-6550.2457,-3531.9604,6335.0630,-3757.0380,-5038.6353,4666.9225,-5901.6486,-1009.4876,0.0000,-376.8822,-1668.5074,-3015.6394,-5192.3452,-3373.7632,5408.3841,3944.4160,-5054.1089,6204.5747,-4581.8196,5648.3427,-346826.9813,-345486.8738,-339974.2663,-340132.2592,-336512.6338,-337940.5741,-345871.1795,-344206.9666,323455252.7457,323430963.9895,323449048.7267,323436625.4939,-342982.8043,323439234.2461,1096.4113,-3046.8458,-5276.6244,-2749.7014,5322.9113,-4254.4301,4400.3869,-4865.3428,1300.6360,596.3883,-4294.7687,-1397.4308,-1723.3878,-2496.9259,-5521.1014,-5022.4027,4399.8634,2483.6870,4478.5841,-2467.3154,-5273.8853,1487.5324,6825.3115,-4513.8784,4520.2102,516.3840,0.0000,334.1900,-5332.9122,-3258.6089,-4599.0243,-3129.9604,4601.7703,5437.5158,3079.2316,5123.9432,4501.2602,1705.9288,-5509.9247,1682.8174,472.2307,-2708.0049,-1265.2144,6472.0715,-4387.3104,5511.5806,5363.1134,-4944.3272,-1327.7736,-3235.6168,1109.0525,4532.2666,4694.4390,3858.9098,-3975.1332,0.0000,-2651.1318,1590.7246,2711.6881,-5484.9984,1020.8846,3175.9578,3000.1348,0.0000,4392.6543,752.0547,902.9941,4369.7974,-416.9765,2749.0054,-307.7839,4706.0452,4567.9017,-4445.2216,-656.9132,-5516.9488,1676.0663,2247.9668,4516.3353,3160.4525,-1776.7227,-3444.2397,1815.8891,2911.2456,4013.8573,1001.9002,-1670.5478,2505.8793,0.0000,-785.4433,-2862.1662,4103.0550,4524.3212,5387.8136,-4099.4461,-5348.7819,4548.6846,706.9577,-3746.6696,-3720.4738,37335.5292,33713.8035,34759.9416,37060.6736,39492.8565,29862.2479,25862.3214,33041.4624,-112990726.5044,-112960448.7434,-112962247.4037,-112979898.1573,33968.6120,-112978853.9764,
3600.000,5539.7333,6894.8662,-4831.0283,-3466.0580,5356.5812,2272.3211,-4802.0994,641.1305,1737.9782,-3565.9507,-4046.9319,2797.1833,-5659.3755,4288.9232,1794.9967,-5638.7334,3608.5803,1303.3598,-3745.2371,3002.8379,-3855.4810,-3874.5009,4154.4465,-5637.9606,343.6678,2340.6926,0.0000,-955.6871,-5944.8367,-4979.2417,-1817.9002,1148.0813,-6269.9739,90.3428,400.7386,-4375.6453,-5225.7098,-3916.7259,5973.8903,3043.5190,-4568.9567,-1985.5603,5327.5063,-3913.9412,-2689.4942,-3328.0378,-4688.8490,-3252.8940,3835.2285,6229.1873,1222.0455,-662.5792,1834.6725,3992.7085,1835.9073,0.0000,1337.5842,3169.6064,2673.6558,1606.5163,5834.1040,4202.1219,-3935.1066,0.0000,-3711.1565,-5248.5726,-3110.5284,2977.6323,470.0445,361.4418,-4614.0002,-2131.3634,-5611.0571,-1685.0633,2279.6194,4432.1201,-5800.8875,-1548.3900,216.2353,3179.9874,2854.7186,-4057.3720,-3253.0573,6615.0919,257.8837,-3694.1415,594.4582,-3067.6111,0.0000,6021.2706,-5499.3343,-3144.4903,3159.0308,1352.4718,-4511.5725,-5529.2812,3772.8044,1079.1594,-995.0143,-2402.7138,-8584.1237,-41555.7075,-17140.3965,-18574.5551,-25819.3099,-24195.6452,-25029.3537,-23803.9535,-134037464.1483,-134074055.9312,-134060003.7276,-134031056.1256,-22799.2531,-134042667.6841,2001.9925,-455.5785,1157.4251,-5743.4026,533.6052,-6275.3873,-4908.6757,-4457.2733,4502.5811,3889.3868,3508.9947,-4053.5692,-1655.6862,906.6196,5558.1112,-3443.0862,-5628.9737,2575.9481,-2068.3981,-3030.3582,-3650.6165,2358.3213,3532.2465,3426.2416,4295.7249,4156.2491,0.0000,-5688.1643,2329.5331,-4661.3808,5384.0999,-6544.0717,511.3410,2702.9739,4214.4061,1890.8753,-1886.0010,-4486.0792,-857.5487,-3397.3246,-3051.8003,-3709.5416,1638.2613,-2521.3456,-6346.2903,-4898.0115,-2722.8039,3858.5781,3129.4378,-2761.3463,-5486.4359,5685.4057,-5627.8323,3279.1069,6658.9864,0.0000,-6400.2994,-3589.4983,4360.7571,6616.3594,-2717.4823,151.3413,840.8926,0.0000,3988.3344,900.5989,4147.9875,3029.6390,-5263.9184,6602.8348,-2911.3311,5865.3177,353.8599,6438.1170,5793.4610,4061.3196,-2581.1844,4978.1188,6586.1086,6157.2094,3697.3511,5451.6413,-2378.7812,1926.1553,2617.5069,-2698.0433,4393.4919,1492.4402,0.0000,-1898.1150,4095.9611,5802.6757,4572.5718,4977.6729,-2670.5221,-2351.6609,4364.6945,-5865.3187,6744.2198,-4504.3568,-359838.2923,-367284.7119,-358849.7940,-358938.6532,-353841.9161,-356174.9173,-362464.2333,-359617.5145,298967510.2362,298933680.1249,298956940.9662,298954846.9052,-360420.5611,298950888.0386,3444.7485,-498.3647,4778.3136,-1236.0501,-4170.9913,-501.3747,-485.0332,5232.8980,-4888.9504,-4450.7574,4370.3123,4842.3266,-3264.7466,5303.4625,3675.1009,1124.5667,-1848.2520,-6313.7893,-5427.8206,5323.4825,4224.1514,-5062.5893,-4297.3534,2133.0643,-5413.2731,-4749.6717,0.0000,3790.9811,2423.4727,-1080.3202,3943.9536,-1549.8128,-2497.4408,-6405.6566,-5465.9937,-5014.6150,-4139.5016,3539.2381,3356.1938,-5096.4291,4245.9271,5383.7378,4129.3068,-5164.7015,525.8265,-3549.3805,-4150.9321,4397.6637,4812.4542,-1105.5883,-4069.3018,-3766.3331,-3603.5800,-4525.1114,-121.3653,0.0000,-2352.1973,-4977.1506,-4670.3581,1351.5068,2580.0323,-5483.0981,-5304.7412,0.0000,-4274.0378,-4156.6971,-4591.5283,-5442.5611,4383.7932,1398.0465,4226.2658,-3016.2007,-4071.6983,1926.1535,-2988.9967,3405.5831,2700.8357,-4558.8139,-2168.7087,297.6102,5053.6019,-988.1851,-5236.5426,666.6380,-6484.4126,-5247.8943,5126.8701,-6048.6410,0.0000,-2840.6405,-813.7300,862.1740,-4166.5976,-4610.3541,4490.5971,2918.9073,-3673.9273,3489.4788,162.4840,4666.9633,35828.6274,31783.3513,34070.6349,33037.3980,38551.1480,31460.7779,23177.4166,33555.4099,-112942179.8922,-112915017.5245,-112916960.7878,-112927673.8393,32270.8819,-112931502.5174,
7200.000,-3587.5385,-5193.8972,5457.4577,4776.0267,-6542.4404,934.0967,5064.1637,2437.3143,-4537.9401,-814.2050,2224.9437,1602.5536,3159.4496,-3666.3134,-3850.8242,5468.3465,-1564.2960,2002.2293,6215.5997,1193.1214,6335.3638,-388.8109,-3195.3097,4329.6033,-4042.1592,-4718.2377,0.0000,3411.3814,5097.3254,4713.5816,-774.7475,1597.6177,5628.3412,-3267.3089,-4515.9445,4367.5816,6766.0875,41.3571,-6300.7888,1590.6214,2373.9558,5393.6892,-4687.9800,6167.6938,3663.7780,5271.2275,6734.0320,1533.1143,-4278.2222,-3482.4220,2705.1157,-2380.8745,595.6461,-6535.9946,-3028.7263,0.0000,177.5932,1227.7767,-5616.8336,-1559.5021,-2645.8284,-3530.5347,2781.8099,0.0000,1693.1691,2274.6522,-1203.7773,-6161.8477,3281.7397,-3380.6063,3992.1143,-94.1685,5974.3687,-516.5630,-4400.8767,-6086.4731,4268.6138,-2586.2715,-2438.6739,-4541.1891,-4695.2870,1115.2379,5190.6423,-5695.0512,-4234.1564,2064.7450,-4805.5408,-1299.2116,0.0000,-2968.6786,2607.6394,-660.7710,-5957.1902,-4051.0896,6600.3245,6280.1058,-6327.8031,2172.4785,-1830.3859,5718.2683,82440.3946,51312.4402,73824.8211,69546.0755,64825.6926,68428.0532,65630.3514,69145.5760,-206893562.4980,-206927058.0591,-206920451.1625,-206892219.3713,68140.4645,-206899115.3490,2003.0543,2668.9600,-4043.6390,2317.5933,1867.1293,4596.1234,2732.8053,6038.3481,-791.4488,-4199.8400,-6319.2642,4180.2607,-2525.9748,3544.2827,-5712.3080,792.2581,6502.9181,1848.1417,-795.1652,5193.9841,2439.0162,-4952.9047,-6107.0047,-5201.8208,-4803.6371,618.6267,0.0000,2347.7964,-3955.3264,1815.8268,-6826.0964,4293.4701,-3351.2292,-4938.2113,-2867.3234,-5068.3283,-826.9593,1832.2625,2690.5692,4621.4187,-515.5092,554.8942,2365.2395,3088.2179,4590.0545,4394.6605,1097.0623,-6519.0992,1261.4541,3643.9118,4458.0596,-6414.5425,6894.8641,-468.9057,-4644.7044,0.0000,3570.2901,4428.7009,-1556.7213,-5759.9942,4427.7704,4118.0808,-5582.8571,0.0000,-6542.2249,-4929.9019,-4130.8214,-852.5389,2727.2858,-3878.6099,-1343.7148,-6907.1113,-3342.2657,-6684.7587,-2483.2626,-3174.2445,-802.2472,-4991.3072,-6315.6451,-3820.9618,451.9183,-4862.5127,-2752.7274,838.8468,-825.1143,-1463.6645,-1668.6302,-3238.2342,0.0000,4131.8182,-5021.6479,-4364.0508,-3309.9025,-5527.1193,-174.5565,127.5320,-2594.3357,3553.3884,-5534.3890,2784.2256,-349371.7089,-365854.2951,-355032.4275,-356254.9261,-348445.4819,-354076.0394,-356165.0767,-355382.3142,254081217.8091,254037508.8063,254063323.5167,254072315.3759,-354945.2330,254063631.7506,-5458.7305,3720.4229,-1221.1058,4270.8723,-213.3011,4763.8544,-3784.8072,-2327.2952,5080.3847,5402.1191,-1735.5910,-5275.6525,5376.2232,-4639.0641,487.2990,3785.9788,-1838.4370,6373.3759,2895.4748,-4278.5166,158.6864,4623.1023,-826.8506,1516.6271,2885.5734,4744.6368,0.0000,-5535.7351,2243.9942,4696.2884,-860.5983,5045.6668,-1701.0829,3627.9898,4361.7967,1733.2989,1211.7327,-6690.4534,892.8407,4769.6688,-6512.2623,-4172.9323,-4544.2584,824.0598,3635.2016,-731.1887,-174.5306,211.7648,-5285.6104,4705.3433,4566.0549,292.6036,283.7549,2032.2669,4109.7474,0.0000,5950.5918,5138.8169,3727.2139,3547.4047,-4641.6600,4262.2449,2308.9647,0.0000,1485.4501,4004.7337,5410.0569,2975.0487,-5394.0731,-4390.9130,-5480.0108,-536.5110,1119.6175,1749.9982,4694.2538,816.6736,-5370.8843,4029.9867,-1507.0383,-3593.3308,-5027.9481,4708.1810,3006.1307,-3849.0501,5495.6435,6473.4352,-4494.5590,5991.4174,0.0000,4682.4016,3947.6813,-4988.6364,1318.9880,910.1046,-2041.8043,2276.1348,106.5787,-5526.2237,3528.8688,-2740.9959,34246.1063,29853.3684,32895.5914,28978.4533,37150.4067,32890.3133,21148.9743,29182.1078,-112892901.6082,-112869696.2355,-112872264.7745,-112876358.3276,30569.7443,-112884110.8764,
