sl_100_86400_20280309 Coordinates.csv
2028/03/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:51 2024,
Start: 2028/03/09 07:47:00.00, Stop: 2028/03/10 07:47:00.00,
TIME_UNITS,STARLINK-31284 - X-Coordinate,STARLINK-1224 - X-Coordinate,STARLINK-31405 - X-Coordinate,STARLINK-3392 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-1511 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-30460 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-1845 - X-Coordinate,STARLINK-5785 - X-Coordinate,STARLINK-2319 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-6102 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-5711 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-4750 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-4350 - X-Coordinate,STARLINK-30585 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-6180 - X-Coordinate,STARLINK-3535 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-2020 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-3929 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-3922 - X-Coordinate,STARLINK-1692 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-1496 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-6202 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-5220 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-1224 - Y-Coordinate,STARLINK-31405 - Y-Coordinate,STARLINK-3392 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-1511 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-30460 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-1845 - Y-Coordinate,STARLINK-5785 - Y-Coordinate,STARLINK-2319 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-6102 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-5711 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-4750 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-4350 - Y-Coordinate,STARLINK-30585 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-6180 - Y-Coordinate,STARLINK-3535 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-3929 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-3922 - Y-Coordinate,STARLINK-1692 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-1496 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-6202 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-1224 - Z-Coordinate,STARLINK-31405 - Z-Coordinate,STARLINK-3392 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-1511 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-30460 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-1845 - Z-Coordinate,STARLINK-5785 - Z-Coordinate,STARLINK-2319 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-6102 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-5711 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-4750 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-4350 - Z-Coordinate,STARLINK-30585 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-6180 - Z-Coordinate,STARLINK-3535 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-3929 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-3922 - Z-Coordinate,STARLINK-1692 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-1496 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-6202 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4943.8276,5512.4679,594.4695,-911.8201,5821.3379,-5957.9354,5922.6439,-3704.8331,-322.6279,0.0000,3619.7206,-1751.2118,5946.8914,2384.3735,3231.8100,3136.0458,930.2610,-6131.9949,-4062.1559,-5777.7367,6224.4744,3983.5373,1895.0744,-250.1580,-6336.7113,2913.0897,-2668.4039,-3504.3494,-2896.5954,-5440.0303,4799.4325,3392.0308,2059.2192,-3767.1136,6697.1959,-5177.7593,5810.0436,-5054.5175,5060.1673,-272.4792,2262.3890,571.5764,47.9686,2079.1708,5265.4016,-581.1904,-1739.8039,458.1609,-1736.4702,-16.7598,-1588.0926,4368.0932,-386.9741,-4775.5462,328.9224,4962.7377,-4547.9853,-638.9725,-1553.8144,-4861.8637,-4058.2404,-2347.3378,4415.4094,5421.8837,-4559.9563,-2191.3389,4368.1220,2675.6241,5126.2188,-328.6268,3119.8622,571.5435,-4416.8254,5365.4221,-5756.1857,2370.8757,-5821.6956,2234.0524,4413.4812,303.0024,-2616.9352,-670.2577,3344.9415,6717.1790,3618.9947,5054.7671,-4930.1952,2816.2175,5881.0418,5355.2341,-2394.9099,5273.5415,-4461.8504,-4755.2598,5127.2130,-4205.0996,-6178.4007,1708.0246,-1373.5189,-81.6440,268801.8569,247922.2114,261871.6607,261557.3583,253933.7066,255952.6555,261588.9355,259948.3062,-129751526.4037,-129770052.8936,-129738894.6630,-129743564.7629,260751.8275,-129747530.9662,-1297.1539,201.3256,-6781.2743,4007.9978,-3733.5239,-3408.5192,-3002.6637,3467.4180,6729.4594,0.0000,-3240.1897,-5517.0616,1921.2111,-5785.2275,5733.8488,-4717.8459,5431.0127,214.3773,1581.2415,698.6883,2721.9538,-2249.3637,-4707.2966,-3810.9495,-182.0990,-4298.1587,-3131.1273,-5489.5949,-3347.8734,-3139.5586,2963.2782,4042.8020,-5652.3297,-2239.0736,-707.4476,1774.0578,-1401.1504,-1523.3141,-4699.5529,6702.7550,-874.7949,-6827.6654,-1722.9554,-4166.2042,3975.5443,6493.5708,-3875.8881,-6896.0970,5255.5176,-5254.4698,4018.5882,-3162.5319,6685.4969,4913.0429,4985.5167,1103.1730,1268.5303,-6538.3508,-5533.4085,-3396.7525,-3020.5696,3866.4536,43.1335,4033.3966,2623.9281,4684.1397,-2299.4673,-5779.7747,-2818.8199,-6849.4616,5642.3075,4099.0668,2517.1779,3356.0279,3645.2149,-4877.7108,1026.4462,5560.0138,-643.5771,2639.4806,-5856.8871,-4886.8744,-5011.7805,390.6927,-4235.3042,-4351.5804,4697.6328,3110.8259,3522.5468,1040.2729,-5712.4796,-980.2856,-3864.8784,4157.2613,4192.5076,2661.0822,2943.3012,2531.2771,5179.9120,-5070.5047,-219120.5952,-250720.5281,-229932.5294,-230120.5919,-234129.1466,-233907.6602,-239527.9171,-235907.7814,330153853.3709,330133898.5361,330172733.5781,330184027.1697,-235899.7015,330173111.8591,4501.2065,4113.6108,166.8799,-5335.0607,389.6523,931.0830,-1966.6925,4714.6779,-1082.1098,0.0000,4918.8293,-3473.0336,2765.3264,2925.5808,2170.0021,3953.7347,-4204.3298,-3047.8399,5256.4924,-3722.4808,-856.2515,-5189.2761,-4720.5963,5776.9949,2781.2600,-4576.4319,5434.9247,-2380.9185,5308.7934,2386.1755,-4018.5635,4466.9769,-3198.1723,-5275.3982,1633.4605,4178.1867,3494.2059,4356.5636,53.2234,-1620.6795,-6521.5388,-1.8031,-6793.8600,-5028.1399,-1703.1253,-2302.7915,-5241.5640,-492.1070,4138.3851,-4501.9090,5384.1884,-4364.2985,1819.5725,1078.5534,4653.8664,-4680.9862,5027.9729,-1088.3781,-3884.6097,3587.6156,-4712.5749,-5230.2619,5255.2251,1521.0207,-3980.0109,-4606.3043,4809.7570,2681.9838,-3698.2342,-1215.6493,-2366.1566,5517.1214,-4681.7906,2743.0414,1213.5366,-3914.3846,-3531.0578,-3440.3101,5038.5759,6411.0094,-2609.5972,4884.9657,3367.6548,1547.1202,-4119.0044,-1789.4353,1184.4404,-5497.1789,665.1890,4197.2972,3114.9118,-4354.5699,3564.7984,2538.8585,-1926.7457,-4779.6042,-7.7177,-6242.3773,-4382.0539,-4675.2907,73560.5747,68944.3656,71294.1549,73279.6271,75924.9373,66418.4149,62195.7023,72006.3505,-25264945.1250,-25287694.6107,-25285335.1574,-25263476.4253,70362.5386,-25270470.3115,
3600.000,4674.2726,-6601.8547,2269.5963,-4143.4036,-5074.9506,5650.0449,-4611.0081,652.9234,-1574.2580,0.0000,-2750.9388,3915.1089,-6709.4687,-965.7575,-4599.6420,985.8041,-4095.1359,6324.8041,861.2014,6330.3663,-4979.1415,-3465.4492,1767.5447,1832.5101,4204.9828,-1607.8628,5737.3466,4720.6267,4992.5572,3920.0004,-6817.0076,-6273.3545,2293.5316,4529.1658,-6000.9829,2158.4188,-5616.5357,3282.2963,-2792.9423,-1343.3490,-2079.2088,1417.2206,-1710.2463,265.0622,-4471.4691,-1883.9912,5389.6662,1828.3087,-1037.6717,3400.7249,-1404.0194,-6696.8933,235.9328,2722.7679,-4536.7029,-5081.6494,1396.9507,2783.8116,4435.3196,447.4342,6142.7472,171.1521,-5502.6057,-5390.6085,-1068.9880,-1864.2920,-4221.8120,-1264.0548,-1589.6814,747.1873,-3883.3577,-4623.1990,4246.0275,-4305.6781,3977.3292,-161.2820,2381.6855,-4160.2846,-4855.5062,-3735.4169,3651.7319,2288.3055,545.0876,-6188.8503,386.4586,-1827.1775,3270.3443,-5993.9001,-5135.0707,-6819.3107,4748.1792,-5084.9234,6588.0416,611.5397,-5826.3161,3815.6337,3755.4112,-5224.5058,-2769.9383,3665.6043,314204.2134,302530.0616,314055.8263,312978.8694,304492.3035,307433.2259,311831.4431,312044.2555,-210846745.7439,-210855254.2740,-210833604.9674,-210846445.8480,311589.3756,-210843623.3858,-3317.7635,1956.9185,5204.7260,-3856.7376,924.5542,428.3947,4857.8119,-5961.0009,-5635.9028,0.0000,6153.8854,1116.0576,654.9553,6696.5848,-2533.2083,4030.6208,-5419.3046,-2138.1340,-5076.5000,-2717.4751,52.2390,5583.6035,5923.6962,6407.2447,-2901.1878,6670.4831,-241.9818,2169.6218,-472.7852,-1162.9990,-696.5418,-2141.5196,4439.3855,-2372.4289,2808.3728,-4853.6892,4054.3796,-2768.7527,4887.0091,-6160.2794,5045.4567,5236.5666,-3171.4247,6665.3140,-384.3748,-4092.2677,272.0290,5946.0779,-6731.1491,2579.6777,-6171.8088,1647.7066,-6190.4989,-5857.4464,-4224.7030,3008.2636,-4444.0885,4560.4687,5272.7381,1733.0601,-346.4185,-6531.4751,3441.6820,-795.7895,-4276.3070,-5382.0007,5302.2074,6589.0849,4845.9705,4409.2996,-1996.6932,-3671.0298,-5349.7457,234.0271,-5104.4587,6597.5342,-3384.5511,-5448.8458,4483.7267,-4527.6365,2481.9451,764.3152,4134.5903,1190.9743,5229.5233,4339.2795,-5234.1886,-774.7821,-873.8180,957.4305,5046.6364,4374.6167,2047.2840,-4165.0667,-2684.5396,-5619.6774,-3881.4161,-3417.0721,-4666.4650,2396.6608,-145114.6074,-180377.5025,-158161.7962,-159302.4970,-161863.8238,-162083.7656,-166479.5328,-163352.2968,285290104.5492,285267654.7079,285316393.6278,285318864.5796,-163457.7353,285310129.8532,-3693.9971,-49.7458,-3765.7128,3633.0538,4617.3769,-3990.0401,-1757.2387,-3485.3917,-3512.4596,0.0000,-1572.9509,5370.0398,1134.5176,1406.0740,-4529.7167,-5532.7070,1351.5794,-1533.0992,-4503.3533,-477.7599,4686.5161,2141.1279,3116.7321,-1936.7426,-4682.1110,871.4189,-3691.2458,4581.8304,-4772.5298,-5339.6620,969.0264,-1994.7142,4617.5480,4554.1920,2033.9452,-4395.8053,-148.9250,-5341.5972,3992.3591,-2805.7406,4295.2811,4176.9375,5996.8339,1547.6045,5114.8349,5234.8886,4035.9982,-3053.4872,-1214.7152,5433.4484,-2780.2260,-744.4932,3128.2623,2524.9295,-2876.3629,3573.4647,-5099.2182,-3977.9669,764.0862,-6705.5081,3136.5215,2245.5388,-2262.5279,-4282.7247,4893.6664,3924.2277,-1288.7818,1660.3311,4665.1166,5327.8835,5290.3488,-3585.8765,1024.3041,-5391.2663,2451.3631,-1073.8269,5489.9348,-841.0519,-1310.5487,-3732.6638,5324.7382,-6523.4379,-5508.8524,2817.7653,4514.3764,5041.7945,3108.8222,3347.9841,-4512.3093,-187.0082,351.6072,1632.3220,-165.7019,-5358.0826,-2534.4568,1188.0058,4193.2500,3025.1807,4283.2509,5315.7899,71756.9408,67147.2495,70660.5639,69344.0633,75037.4956,68153.3354,59648.6142,67065.4440,-25186873.3408,-25208755.8328,-25200071.8610,-25180009.5221,68763.5327,-25189446.0149,
7200.000,-3070.6752,4549.9620,-4954.3850,6157.6942,248.9296,-3987.7391,1294.5290,1905.7993,3720.6939,0.0000,1111.6962,-5285.2659,4290.9384,-1322.4745,5362.5128,-4946.5345,5441.6831,-3183.1096,1570.5867,-3954.8990,2214.8304,2042.0451,-4211.4395,-1856.0317,-1298.7145,-125.1949,-6306.8443,-5338.6870,-6009.5954,-1407.4478,6191.4696,6698.7762,-5933.0734,-4361.5860,2961.0647,868.9505,3270.6365,-1423.2039,-1329.3714,3177.8619,2346.3660,-3957.7997,334.0782,-1959.2574,2707.8924,4822.5964,-6308.3155,-4152.5717,3127.5370,-6237.9761,3058.4136,4304.6879,1122.1129,788.7991,6391.4051,4052.8435,1158.5994,-4242.5096,-5486.5545,2525.1307,-6261.1700,1392.9066,4390.6565,4286.5261,5169.3111,4783.9624,2447.4843,-1204.2229,-1972.2732,-2569.9815,4411.9476,6349.0735,-2434.6327,2775.8529,-333.3742,-2523.0924,1278.8354,4396.1324,2478.7961,4523.1197,-4703.8313,-4722.0826,-4656.7793,2971.3762,-3871.0955,-2616.6784,426.3261,6793.1800,3033.6873,5062.9407,-5404.4885,3205.0025,-6001.1432,4124.6445,4326.3366,-2002.2743,870.6927,5647.2671,5798.7719,-6424.5520,339751.2424,337750.5849,346522.2053,344617.3943,335531.2507,342553.1049,342171.9832,342542.9753,-277556736.5530,-277555347.3833,-277547423.9989,-277561474.2679,342755.0592,-277554762.2338,6085.8795,-3191.4761,-1375.2724,2415.0020,914.9112,3313.3000,-5200.0505,6663.6888,1683.8738,0.0000,-6243.4028,3223.7097,-3250.6665,-4723.2098,-1489.8682,-3194.9701,3605.5941,3422.2910,6639.4305,3614.3546,-3894.5037,-6216.5472,-5486.8659,-5917.7800,5710.2119,-6045.5682,2472.0244,1858.8557,3190.7887,5562.6070,-1566.3983,-103.1610,-2218.7387,5247.6046,-4385.1533,6618.6869,-5137.6126,6208.3279,-3950.9772,2882.2689,-6534.4485,-1419.4568,6665.2248,-5826.6838,-4184.6696,797.5973,2298.0604,-2913.3570,5646.8268,-127.4447,5986.6878,749.5141,2763.5962,5111.9399,2192.6388,-5589.8944,6537.3672,812.2749,-3176.4078,2854.0988,2894.3426,6422.2948,-4761.1510,-3184.6838,4065.3704,4936.2354,-5663.0781,-4645.7906,-6044.4344,-308.5536,-2579.6620,2630.2870,5577.2384,-4379.9008,5153.6166,-3614.5418,5594.1555,2735.6761,-5141.7194,5150.2770,1729.1243,2667.3443,-2993.0666,-3109.5548,-5329.6760,-3869.2520,4212.2218,-911.9915,-3071.4225,-2467.4394,-2410.7249,-5735.3687,594.3132,3578.8216,-640.9291,5793.5880,4142.6222,3543.1388,3454.8791,-15.8694,-62503.1599,-98519.0393,-76316.4187,-80540.3956,-79253.6316,-79828.8509,-83343.6138,-80640.0176,220951259.3637,220928950.0875,220983682.1726,220973724.3933,-80558.6060,220971586.2924,67.3116,-4070.7394,4456.9147,1241.3236,-6868.8649,4584.8310,4374.4627,124.3259,5455.6771,0.0000,-2773.6720,-2688.5906,-4218.8039,-4873.4340,4123.1441,3611.9852,2312.2140,4996.6790,444.0396,4348.6696,-5181.3648,2228.7394,383.4957,-3110.3619,3689.2105,3353.4799,-830.0016,-4019.8437,1251.5858,3492.8687,2662.8082,-1738.1138,-2507.3345,-641.5440,-4483.4418,1703.5117,-3307.2346,2512.1972,-5509.7592,5394.4056,377.1789,-5414.6715,-2134.9513,3009.0396,-4648.0328,-4892.7891,630.1588,4709.0645,-2490.0816,-2991.4922,-1604.6212,5378.4992,-6276.0722,-4628.3442,-1032.7994,-200.3535,1883.4518,5056.4821,2800.7801,5783.0736,413.5362,2135.2284,-2299.5378,4403.6784,-482.2632,-825.3018,-3091.3994,-4980.5838,-2734.0060,-6471.3830,-4590.7090,-664.0318,3261.7557,4543.5782,-4614.5285,5016.5162,-3805.3255,4562.7970,-3582.9839,-1155.3998,-4782.4282,4332.4086,4120.6316,-5407.7291,-2145.1057,-5089.4227,-5469.8668,889.3918,5358.7710,-3970.9023,-3625.1058,2117.6584,-3360.2084,4060.0913,5322.9732,3153.1067,-5381.4373,1933.7641,-1530.2841,-2508.6881,69916.7098,65356.7508,69510.7720,65538.0301,73690.2560,69505.2295,57750.4967,68969.1380,-25108959.7681,-25129712.1877,-25113373.3742,-25098840.1757,67156.7256,-25108413.3178,
