sl_100_86400_20280221 Coordinates.csv
2028/02/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:30 2024,
Start: 2028/02/21 07:47:00.00, Stop: 2028/02/22 07:47:00.00,
TIME_UNITS,STARLINK-2144 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-2592 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-5316 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-5038 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-3631 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-5236 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-5185 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-30076 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-4810 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-2113 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-1892 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-30989 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-5844 - X-Coordinate,STARLINK-2436 - X-Coordinate,STARLINK-2726 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-6302 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-30330 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-5268 - X-Coordinate,STARLINK-31784 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-1434 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-3891 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-31160 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-5316 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-5038 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-3631 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-5236 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-5185 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-30076 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-4810 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-2113 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-1892 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-30989 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-5844 - Y-Coordinate,STARLINK-2436 - Y-Coordinate,STARLINK-2726 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-6302 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-30330 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-5268 - Y-Coordinate,STARLINK-31784 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-1434 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-3891 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-31160 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-5316 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-5038 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-3631 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-5236 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-5185 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-30076 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-4810 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-2113 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-1892 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-30989 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-5844 - Z-Coordinate,STARLINK-2436 - Z-Coordinate,STARLINK-2726 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-6302 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-30330 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-5268 - Z-Coordinate,STARLINK-31784 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-1434 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-3891 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-31160 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4394.3330,-506.4747,1448.6179,925.1744,-1820.0681,302.0602,4875.9407,5841.2684,4909.0789,1472.5919,-3598.4479,3600.2390,2859.5345,-5369.6943,-2046.9535,3668.9629,-4783.3285,-896.6980,1693.1662,-1382.9133,1032.5143,-5012.0644,967.6220,0.0000,1789.7156,-5623.8517,2533.2852,-3928.0414,4115.7488,29.9036,2104.6951,-522.2193,5182.6614,-61.1419,3057.2390,2066.8676,-284.0210,2618.9763,-4701.8449,4473.5076,6624.5637,0.0000,-3093.6949,-2394.9031,-2533.0596,431.9858,-5785.1887,-4427.7081,5970.6831,3902.5276,-3272.5365,1920.9009,3281.4417,0.0000,1096.8620,4725.3473,-2455.2388,-6778.3756,-1632.0755,5242.8645,-6216.8034,3333.9236,644.3457,4882.6103,1293.8937,-6227.9830,-4796.4646,4574.2225,4330.7122,1762.6490,4908.9425,-3748.9618,-6357.5887,-2626.1863,4222.2623,-1444.7282,-1816.8391,-4416.9534,-2242.7532,-2671.5183,3757.3361,1518.3885,5926.7696,-4439.5855,5725.8671,6261.7261,-6804.7460,-4118.8420,-1125.3693,-4236.2891,4635.9325,-4204.7256,3085.9975,-2890.8883,-1457.7764,-6598.1358,5330.4150,3135.9131,-746.9838,5865.1301,-328710.6913,-358872.2405,-339866.4189,-340129.4460,-348585.2456,-346570.9649,-342807.5986,-344303.9731,-102426014.1856,-102451329.8673,-102446982.6236,-102424337.2237,-342569.4599,-102427543.0164,-3931.5378,5841.5745,-5337.4794,3994.6902,-6655.1231,4362.8956,998.7736,2059.8410,4512.6905,-2749.5628,-3417.7257,-3841.9137,-3073.0163,-4367.7195,-5182.4964,-5663.4528,3570.2807,-5080.4230,4264.5014,-5661.3906,-4057.7768,-4047.7368,5783.8128,0.0000,-6238.4761,3645.9002,-211.7976,3838.0353,811.8827,5179.1680,4241.2334,-6765.7346,806.0934,-4662.8321,2919.5740,5257.3185,6316.5778,-5237.8716,-3369.1649,4342.8590,-1299.6923,0.0000,-5973.2920,5189.6127,-4909.8761,4267.8308,-3832.7968,2988.0591,189.0723,-1045.9090,5700.6998,6290.7452,3666.5374,0.0000,5261.6127,1185.0686,5385.6633,-177.6486,5822.3745,1976.0539,-328.4797,-5017.4288,5861.1985,1564.1088,4456.4067,-2489.4299,2564.6804,-1685.7059,4252.0072,4896.4005,1881.1256,-1781.9707,789.2104,4677.1958,-235.9866,-6379.0007,6195.5410,-2805.7485,-3868.3852,-4821.8719,-3662.1351,6264.8582,-884.0669,-4788.9805,2376.4943,3004.2590,-591.4382,-2058.5032,-6669.2414,7.8745,4574.8652,1744.8088,4665.2505,-4651.8893,-4880.8283,-1664.3285,4172.4577,-3658.7926,-617.7354,1934.6560,145371.1679,129003.8308,142241.5280,142103.6430,140447.3397,140108.6794,133074.1013,137241.5595,333072394.3936,333026119.5590,333052991.1825,333050788.8494,136797.7999,333054464.7213,-3461.5087,3683.4916,-3994.2881,5447.6225,-807.5838,5339.4475,4792.9447,3085.5972,1801.7675,6185.4707,-4790.3636,-4395.6870,-5489.3035,139.7452,4063.3601,-1058.0636,3357.6944,-4472.3200,5127.6039,-3685.7707,-5511.6627,1487.1354,3661.6667,0.0000,-2236.1862,-1705.5833,6450.6949,-4165.2644,-5433.2567,4530.0489,-4911.1612,-1470.1120,4509.0596,5136.5369,-5237.8698,3958.3067,-2891.1000,-3738.5799,3819.2147,2656.6953,-1369.8111,0.0000,1532.2622,3902.6991,-4066.8689,-5378.3445,-297.3353,-4419.9460,3284.7906,-5387.7770,-2190.6031,-2134.7700,4845.5793,0.0000,4275.6783,-4633.2212,-3569.2886,-1242.2292,3360.6786,-4106.1449,2985.9538,3378.6886,-3557.4780,-4666.0955,-5077.1249,1432.3411,4224.9605,4746.2471,3293.5625,-4429.5850,4473.4428,-5545.9187,2403.8405,-4224.7292,-5475.9971,2184.6793,-2503.7750,4519.4429,-5207.4462,4152.3869,-4524.9281,2465.2778,3390.3093,2368.5011,3037.0259,-249.8046,896.5293,-5046.9779,-1442.3154,-5460.2192,-2023.3897,5179.4961,-4046.4823,-4239.0522,4669.0491,-1320.8917,1443.9173,-4951.4283,6848.1270,3123.5336,-157294.7012,-162929.4487,-160130.6206,-158046.0777,-155468.3945,-165014.5086,-169166.6314,-161227.8954,-57302778.1455,-57277638.8350,-57279387.1435,-57299535.3885,-161018.5802,-57293104.9816,
3600.000,-3396.8270,-2560.7227,616.9992,-5202.7724,3647.9227,-4345.4153,-3212.4718,-6907.6699,-4538.5516,-743.8740,4361.9329,924.7010,-359.3141,5798.0898,4365.5282,-148.0790,4009.0651,4906.1486,-5092.0720,3484.8963,2711.0065,5284.4700,-4044.4476,0.0000,1794.2718,4343.2638,-4210.3094,3112.4755,-5421.0508,-2530.9893,-4716.7351,2622.3130,-4502.4820,815.3322,-5117.5839,-3893.2160,-944.8142,1319.9460,5100.5405,-4134.7424,-3939.6267,0.0000,4198.1085,-1683.2566,4103.4160,-4599.0918,2627.8705,1043.3544,-6231.0903,-2325.7842,1204.2263,-3364.6064,-6148.0983,0.0000,-3613.9391,-2740.5199,-1308.0684,5945.3448,-2140.8055,-4813.6091,3526.2193,-2186.8421,-2663.8005,-5251.5642,-4612.6895,6102.7222,716.5504,-4654.4442,-5946.3496,-5412.4277,-6874.4035,5490.2453,5960.3815,934.2176,-4565.9689,3091.8592,306.6376,6579.2781,5776.3350,5059.5796,-89.0558,-3087.5355,-2587.5476,5045.9300,-6720.6914,-4934.9869,4853.9435,6633.8310,2540.9747,3254.5629,-5055.1433,4077.9272,-5385.2189,5858.7948,4222.5292,6490.4229,-6207.4116,1255.4612,-4355.4357,-6906.7213,-355321.6169,-379950.8969,-362505.8987,-363787.2520,-372649.7952,-369918.5593,-366944.0001,-364536.9719,-185199738.8765,-185218085.6190,-185221401.7163,-185192449.9789,-366319.1024,-185201084.7337,5830.7478,-3283.9733,6777.5861,-2810.0894,5231.1385,-2620.5755,3064.4481,178.7865,-1293.8168,6255.9092,-1005.5667,2180.2576,6093.2092,1826.5203,5347.3648,5389.7044,-5445.3850,2821.9506,-4212.6774,5919.4809,5337.8001,1177.1518,-3111.1448,0.0000,4786.5076,-4665.5842,3895.3784,-6143.9184,3018.2288,-6364.7371,-99.8169,6046.3420,3275.9638,6853.1742,1843.7455,-1433.0347,-3060.6746,4937.0275,-626.7726,9.2211,2841.2849,0.0000,4680.1414,-4882.1764,686.1570,-2505.8160,3958.8069,-5349.0724,2729.7323,5569.3956,-6652.2425,-5600.7244,-2842.7220,0.0000,-5842.1471,3786.5070,-3932.4238,-1470.4507,-4595.5873,2038.7839,-2380.5359,6498.9681,-6300.6081,2471.4971,-1265.6448,605.0330,-4155.0965,4899.1905,-3381.4246,-3816.2430,-121.5124,-1872.3597,-2532.4622,-6760.0621,4082.6870,3299.9207,-6659.9383,40.1475,3076.1792,4698.7795,5570.7580,-5866.7067,3258.6847,1378.8599,-937.5901,-2026.3973,-1516.6909,-426.2312,5730.4301,-4232.6432,-584.7087,-5151.6463,-4312.0849,3402.9312,5371.7307,-616.4631,-2085.8888,4389.0798,2048.4773,327.2056,59699.2133,36092.6583,51099.3286,50274.4207,50220.9577,49203.8925,43697.3646,46679.3474,295197754.2497,295143330.0354,295169754.8672,295182334.4835,46660.7901,295178775.9117,-1088.6534,-5542.1914,-424.8630,-3416.3167,-2757.9100,-4695.0313,-5308.0280,433.5567,-5049.7220,-2918.7384,5234.9891,6422.8123,3221.2139,3303.6211,-25.7708,4181.7082,1108.8909,3805.1411,-1951.5665,-567.4125,3458.0903,3789.6540,-4678.2341,0.0000,4567.8062,-2681.1769,-3924.0367,88.1828,2918.8987,-727.1654,4912.5478,-2187.0996,-4121.2939,-818.6225,3949.8232,-5521.9928,6159.7391,4689.8711,-4666.4573,-5378.3710,4874.0783,0.0000,2839.5309,-4622.3159,5441.1687,4445.6353,5056.1671,4268.9307,507.5889,2971.4270,-1514.7705,-2262.3961,-1395.4720,0.0000,-252.3315,4817.7659,5518.3937,-3164.4834,-4719.9867,4556.9041,-5446.5097,865.6978,-771.7091,3772.8273,4930.3685,3067.1526,-5456.3458,-850.7201,975.2963,1662.9242,-699.2163,3769.4703,2212.4217,-51.4011,3201.9168,-5212.4371,-1863.1872,-2154.7226,2046.2096,-188.2563,4101.6151,1925.9598,-5493.6414,-4582.5294,1284.4434,-4454.1236,-4651.7146,1552.2327,-2918.5062,4371.5869,4530.2752,-2126.0734,-47.2186,1408.9819,-1082.4171,-2357.1575,2238.2519,5171.6258,-4989.1196,378.8746,-156622.7546,-162411.2572,-158483.5515,-159711.9864,-154075.3450,-161024.6993,-169459.7100,-160318.1051,-57225416.9622,-57204641.4194,-57207121.0823,-57222238.3502,-160351.1520,-57217974.3872,
7200.000,329.9165,5621.8489,-2459.0077,6617.1687,-4804.0646,6740.1646,1654.9121,5297.8742,3557.9706,629.2967,-4673.7395,-5460.2815,-1352.8806,-4675.4457,-4689.0181,-4075.8107,-907.1486,-6816.7097,5813.9694,-4090.6204,-4606.3540,-2205.8682,6339.7531,0.0000,-5330.4987,-743.2538,4868.1495,-871.8025,4719.9163,3647.4214,5976.5782,-4278.4034,3122.6213,-895.9808,4896.1417,5459.1458,3610.6870,-4874.4494,-4757.6562,3095.3217,-276.5682,0.0000,-4202.7761,5174.1057,-5231.3532,6795.3503,955.6864,1960.2182,3351.4025,269.1363,1659.4423,3947.6378,6146.1463,0.0000,4315.1492,563.9274,5165.8238,-2472.2810,5542.6437,3785.6396,-293.5487,-209.3403,3617.5491,4537.1577,6599.0767,-3366.0328,3045.1435,2327.6791,5062.5622,6282.1496,5739.4765,-5693.6431,-2355.9560,1258.8861,3780.1269,-4833.2278,1859.6377,-6358.4223,-6225.3650,-5126.6651,-2932.4963,3838.5286,-1071.7300,-4958.8107,4779.6420,2099.9081,-1242.1734,-5696.9251,-3686.8681,-2158.5549,4226.4804,-2658.0242,5191.8884,-6423.2885,-4893.7727,-4082.4221,5059.4769,-4632.4621,6916.9852,5276.4175,-360037.6279,-377247.5113,-361957.3949,-364903.1212,-373261.4516,-366807.6992,-368074.0636,-368435.3179,-255344059.5602,-255352716.2994,-255362551.8271,-255338282.1697,-366730.2526,-255344707.8317,-4827.6094,550.7695,-4485.7099,1197.2048,-1805.9440,1082.9283,-6234.9266,-2487.5984,-3037.8847,-6573.6186,4527.9516,-1513.7628,-6686.0117,1955.9657,-3041.2984,-3500.2355,4794.8222,-214.1808,2686.1619,-3335.5836,-5109.8820,3687.4065,105.8786,0.0000,-2187.3844,4297.8897,-4858.6311,5519.4458,-4709.2217,4618.2027,-3043.4090,-3062.7160,-6066.2943,-5595.5440,-4540.0637,-2320.3516,-763.9103,-4027.2710,4266.0034,-4725.2232,-4539.5861,0.0000,-895.3662,3870.4847,3248.5638,917.8369,-160.5070,6470.1684,-4455.4406,-6405.5733,5189.3645,2227.2948,1130.6325,0.0000,3595.9505,-6659.1872,2271.8325,3375.0998,2697.5755,-5342.6908,5289.1097,-5169.0122,3661.8764,-5203.6072,-1265.7536,2467.7304,5348.1272,-5211.2551,718.1049,1341.4034,-1503.4549,3928.2022,3688.8602,5169.3953,-5693.4884,831.8506,4342.4945,2242.2986,-1385.5571,-2467.7413,-6165.0181,2628.4902,-5532.4866,2621.3794,-1327.2333,-1135.1403,4190.9230,2168.1939,-2180.6800,6541.8298,-3938.4336,5935.9266,1977.6312,-1200.8832,-3692.5072,3214.5087,-1277.7540,-4669.1018,-270.9717,-2588.7777,-30320.0579,-59066.2340,-43588.8194,-47089.5773,-43340.7306,-45869.1054,-49148.7927,-47131.1336,237174444.4729,237114043.5947,237138141.4188,237164929.3706,-46661.5658,237154580.2458,4817.3491,4001.9778,4499.7778,-1178.0557,4668.3693,1052.0210,2482.6594,-3705.7727,5074.5236,-2128.5582,-2285.4235,-3864.3756,1077.8672,-4722.7453,-4054.8224,-4221.4633,-4816.7145,-308.4468,-2540.8554,4424.1358,727.9484,-5032.7954,2758.9971,0.0000,-3732.8891,5354.1264,-950.1904,4020.4442,1607.1875,-3581.9091,-1227.2018,4516.8269,1167.6662,-4021.7013,820.9764,3519.5147,-5898.1925,-2877.3895,2689.8109,3741.5488,-5177.9847,0.0000,-5404.5045,2485.5479,-3024.5942,-527.1262,-6880.0217,-1527.0372,-3936.9844,2045.7819,4266.5535,5210.8472,-2960.0564,0.0000,-3965.8664,-708.8249,-3992.9138,5466.1564,3140.7155,-2314.5578,4422.8611,-4587.2098,4561.7694,-587.8332,-1464.3860,-5448.6422,3094.2341,-3723.1492,-4652.5402,2319.8940,-3545.0426,307.6373,-5269.3309,4265.4635,1056.9865,4841.1128,5050.1459,-1570.6233,2519.4223,-3920.0158,-1165.7070,-5105.6422,3952.4592,4092.8781,-4810.5906,6513.0235,5314.0760,3069.3316,5416.8382,-522.2797,-3628.4956,-2317.8685,4083.1236,2274.6184,-3205.9088,4575.2721,-4556.1050,-2114.2182,58.2013,-3669.4437,-155982.6033,-161855.0962,-157324.1437,-161283.5215,-153122.5527,-157328.1718,-169082.1891,-159268.9962,-57147553.2614,-57131727.3511,-57135234.2356,-57142504.9307,-159670.8727,-57142823.2724,
