sl_100_5400_20280528 Coordinates.csv
2028/05/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:07 2024,
Start: 2028/05/28 07:47:00.00, Stop: 2028/05/28 09:17:00.00,
TIME_UNITS,STARLINK-5133 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-30191 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-1371 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-30882 - X-Coordinate,STARLINK-6334 - X-Coordinate,STARLINK-6067 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-6201 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-5919 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-5297 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-1390 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-4462 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-4381 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-3521 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-31058 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-3269 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-31828 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-1394 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-30106 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-4497 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-4002 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-4211 - X-Coordinate,STARLINK-3672 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-1467 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-5557 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-2514 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-3958 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-30191 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-1371 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-30882 - Y-Coordinate,STARLINK-6334 - Y-Coordinate,STARLINK-6067 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-6201 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-5919 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-5297 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-1390 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-4462 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-4381 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-3521 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-31058 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-3269 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-31828 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-1394 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-30106 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-4497 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-4002 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-4211 - Y-Coordinate,STARLINK-3672 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-1467 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-5557 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-2514 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-30191 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-1371 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-30882 - Z-Coordinate,STARLINK-6334 - Z-Coordinate,STARLINK-6067 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-6201 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-5919 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-5297 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-1390 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-4462 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-4381 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-3521 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-31058 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-3269 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-31828 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-1394 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-30106 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-4497 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-4002 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-4211 - Z-Coordinate,STARLINK-3672 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-1467 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-5557 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-2514 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1423.9102,-3366.1658,-6716.8322,-3627.9544,6038.8668,-5815.1913,-5106.8040,3373.7200,-5966.4556,655.3969,384.4550,-4800.5435,5027.1599,2203.4885,1265.2329,3234.5305,3707.9997,1137.3713,6703.4610,-3903.2816,-4804.2787,2045.3717,5202.4369,3855.4040,-551.2630,-5531.1244,-334.7654,-2456.0604,-2360.0399,4635.6889,-2074.8925,5998.7618,-4468.4721,-2393.8062,-1970.8334,-4097.1577,-6905.4232,6325.6531,-4046.4103,-1716.4452,-1435.8308,4226.2905,5634.8554,4130.7949,4474.7864,6051.9974,1508.5858,3733.3806,6709.8516,3972.7044,4893.4870,-1293.3331,5252.8336,-4323.3977,-2844.2675,951.7354,1040.9836,-4125.2849,6049.2988,-2919.7155,4900.8290,4677.5178,-645.1463,2787.0264,-2846.4385,-934.5536,4254.3690,6777.2652,-5448.9321,5012.6591,-5351.4207,3907.2196,567.6503,-4177.3634,2814.6934,-6379.1845,-2140.2270,-6656.0896,-3646.7985,-1768.6878,1843.0071,-6105.8161,561.0133,2039.7382,541.8119,-1684.0451,-6681.3583,-1772.5697,4018.3015,-335.9675,-4278.1092,0.0000,-2298.4486,-1888.3103,-6590.8373,6434.8252,-5919.7081,6157.3773,2536.2526,6503.1670,156961.6601,159651.8593,153535.7810,153449.5510,155749.9165,156100.0129,162608.2046,158990.1734,-233443957.4117,-233427372.8040,-233457258.8330,-233461905.9242,158917.9405,-233462436.2338,3888.5764,-4920.1653,668.0825,4726.7046,3273.3032,1853.2475,-31.3517,-4442.5068,-1503.1653,-5732.7849,6040.1318,841.3451,-3824.1749,-4569.8661,-3426.3369,2950.6268,-1950.8237,-5148.2617,151.9355,-3760.5269,-488.5724,-5963.2576,3312.8758,3932.9550,-4289.3990,-2887.9031,-4953.7586,-6363.7333,-5247.0054,1882.6515,-4109.8304,-2051.3324,1469.9902,4994.5645,-4283.8510,-662.6484,608.4633,1263.0809,-4032.8344,-5798.7103,6354.4247,1714.2969,-3476.5733,331.4186,-5233.5870,-1676.8270,196.8468,3628.6236,-1132.8892,1161.9715,-900.0165,-6712.8250,4198.7146,-89.7266,-4321.6788,5039.5048,6295.1792,2900.0017,-3258.5268,4968.9836,-2060.7428,4164.8668,5764.2315,3095.0693,2730.3367,-4210.8926,832.3697,-1456.4187,984.1741,-4332.4462,-4039.0566,4567.6746,-6666.0782,-1654.9432,-3810.2072,2004.8297,4852.7386,1524.9622,5857.4412,4123.7091,3974.9348,-1514.1258,6461.4079,5109.6838,-2762.7315,-5889.3257,1401.4732,6285.6492,2528.7910,-4561.0891,-3369.7879,0.0000,5006.7421,-5229.5490,1691.6136,2456.9273,3394.3996,2073.9875,5618.4827,-1026.3361,320025.7199,313671.9061,313786.0685,312997.4486,304712.8961,306679.1266,311103.9684,309559.6357,250208330.3661,250183637.2216,250217302.5175,250221213.5317,311051.7609,250213362.0421,-5534.4440,-3636.7409,-1444.8335,3349.4382,-337.3364,-3326.9869,-4648.1166,-4126.3685,3165.8957,3791.4124,-3113.7944,-4892.9823,-2712.9544,-4695.4900,5896.7729,-5082.9106,5505.8637,4486.3216,59.6773,-4132.7984,4807.7380,-2853.2211,2909.4858,-4196.8369,-5437.4570,3030.6348,4617.4493,1050.6600,3836.6532,-4711.4648,5039.6715,-2748.1266,5100.7788,4168.7883,-5040.3719,5469.3531,-294.7770,-1761.4364,3831.9086,3181.4943,2381.3611,-4999.6717,2052.4427,5424.0185,636.2533,2761.5921,6760.8968,-4563.5526,-1180.7488,-5528.8055,-4564.4509,1013.1091,-1674.3369,-5405.0388,-4424.9120,-4609.4731,2542.5124,-4609.4305,-556.6483,3771.4624,-3927.2246,2934.3631,3405.6670,-5443.0841,-5698.6127,-5407.5663,5332.3188,235.4056,4010.2871,1376.1746,-1775.4658,3422.8409,-1784.0862,-5291.9018,5032.1817,-1790.5648,4400.5268,-910.9066,529.8770,-5269.8739,5324.9036,2837.1097,-2397.7265,-4065.7344,-6367.7802,2462.1198,1125.0694,-2183.0426,-4979.9373,-5194.6814,4145.9114,0.0000,-4163.2075,-4071.5408,361.8185,974.6165,964.5959,2243.0306,2940.4940,1941.8296,130858.5763,129014.1330,129369.3737,130891.2869,133847.4280,124537.1512,119984.2972,127195.6299,112802921.5415,112780176.3430,112778337.3660,112789452.5466,128235.7956,112795808.4590,
300.000,642.9726,-4358.3658,-5892.5402,-1814.8331,6389.6370,-5585.1090,-4670.5517,2037.6245,-6665.1430,-734.6799,2113.0269,-3443.5804,3347.4707,155.2210,-611.1975,3940.1719,2748.6000,-808.0600,6345.6261,-4697.4019,-5599.0414,563.3588,5070.6127,4701.6576,-1497.6379,-5863.5674,-2462.7745,-3559.7274,-3943.8666,4274.8279,-2491.5946,6249.2871,-2574.7154,-966.1019,-3262.0883,-4442.2467,-6503.5981,5772.7670,-4306.7984,-901.1988,-527.9978,4054.7415,4169.4867,4393.7930,3227.0765,6052.6598,-492.6189,5246.0437,6469.8986,4457.0331,4091.3683,-2678.0564,6235.3284,-4675.7540,-4219.9353,2719.1477,2380.7699,-2546.0802,5045.6569,-1046.9041,3179.2184,5871.7592,724.9489,4433.2011,-4419.1134,-3001.0268,4992.2107,6188.3648,-4287.6857,3649.9250,-5735.6922,4679.8222,-1047.1432,-5275.7715,709.5672,-5243.2109,-917.1696,-6279.9450,-2133.4547,-136.4440,3363.9631,-6800.3219,2168.5409,3699.3628,-1502.9327,-2719.9606,-5803.2484,-613.7809,4146.5623,-2289.8391,-4360.7138,0.0000,-377.9036,-3423.5220,-6041.4267,6607.0068,-5062.5782,6794.1497,3733.0107,6471.2694,150036.2450,153531.9878,147049.0111,146996.7903,149193.7739,149584.7795,155986.8520,152434.4420,-238849304.5959,-238832245.3331,-238863033.6105,-238867951.4031,152360.1561,-238867872.3689,4491.4280,-3188.7061,1830.6908,4730.9708,1755.9960,3583.9777,2082.8643,-5830.2337,73.0374,-6477.2731,6214.1399,2446.4648,-4639.2757,-4324.4618,-2406.5634,873.5593,-3851.3015,-5749.9041,-1078.0314,-1791.1464,1226.6755,-6734.1774,1592.5090,2007.4445,-2493.5708,-3604.3024,-4506.2064,-5865.5237,-5179.8265,-165.6045,3587.5718,-2860.2326,1963.3542,4024.6583,-2591.4332,1451.4681,2068.5681,-160.7810,-2149.7719,-4596.6001,5485.4229,-443.4998,-4432.6745,-1785.0399,-5629.7997,-3056.0971,1297.2837,2228.8710,-2326.8639,-934.3296,-2932.5624,-5879.0951,3016.7615,1944.4971,-2649.1369,5364.4577,6393.6317,4390.4739,-4093.6508,4748.8491,-3079.3359,3434.7152,6441.6412,1751.5522,3347.3606,-4036.5050,-1089.8737,-2853.4952,2734.2553,-4812.2468,-2376.1989,2746.0427,-6102.6173,-2723.1935,-4127.1324,3285.0752,6095.8351,2676.4923,6264.3104,5302.8829,2421.8535,-320.9999,6494.9400,5115.3543,-1948.6822,-4554.6284,2771.8689,6844.2689,407.4205,-4912.5974,-1392.0980,0.0000,4621.0557,-3807.2566,2798.5367,1858.0607,4641.9952,938.6044,4118.7155,-2290.6620,323409.2716,317036.6033,317177.3146,316302.0628,307974.4760,309966.7746,314370.0700,312626.1143,245051131.0989,245027207.7091,245060560.4596,245064390.3240,314344.7824,245056134.5083,-5214.5834,-4426.9375,-3098.1845,4584.8050,-1845.1851,-2065.6357,-4640.3294,-3160.8139,1864.7185,2281.8560,-1797.8274,-5464.1223,-3812.0178,-5391.5284,6476.2483,-5358.9966,5048.6597,3772.1018,1871.5621,-4603.1615,3688.3288,-1484.2937,4269.9110,-4670.1956,-6308.9601,882.3943,4427.8594,-767.3370,2338.7177,-5378.9478,-5260.3322,-693.7152,6135.3984,5558.5525,-5503.5330,5030.6637,1242.4915,-3373.1203,4911.5051,4970.4530,4208.0943,-5400.2345,3316.0079,4910.6130,2382.2344,1059.3757,6789.3623,-3928.9891,631.2692,-5192.5901,-4500.0944,2449.4804,-158.1809,-4718.8115,-4639.2071,-3371.8408,813.5251,-4573.3811,-2308.4614,4874.7812,-4909.5919,1261.5509,1803.8395,-4924.6248,-4159.3310,-4748.3503,4597.1017,-1299.7977,4568.2413,3045.4350,-3093.6580,4288.0334,-3100.9482,-3597.5751,5496.4101,-3106.1863,3085.5692,909.6276,2017.7285,-4445.7127,5510.1976,1144.5271,-953.7895,-2633.1902,-6512.3933,3925.3089,2546.5718,-414.8048,-5475.9864,-4303.7081,5086.0485,0.0000,-5118.1161,-4612.9543,-1457.3861,-1149.9043,-584.1365,483.3976,3965.5875,152.9114,130811.9459,129033.1074,129372.2344,130632.5240,133831.7319,124699.2106,119796.6777,127536.6137,112806692.1813,112783979.5744,112782477.3732,112793633.3993,128148.4789,112799794.0461,
600.000,2623.2558,-4980.1733,-4482.1243,208.7009,6115.4673,-4833.5612,-3821.2982,534.1287,-6720.0884,-2027.1433,3610.1869,-1783.5779,1329.6737,-1928.5326,-2471.4873,4278.5886,1571.3469,-2652.6294,5293.4175,-5057.4954,-5839.9773,-959.4880,4452.7251,5135.7424,-2370.0016,-5551.0079,-4340.4996,-4314.7468,-5119.4568,3538.8937,5910.5686,5856.5180,-427.9741,614.4186,-4282.2914,-4391.6679,-5471.0141,4600.0587,-4186.8888,-50.6003,485.6995,3515.4960,2293.8650,4257.3153,1638.8158,5443.0218,-2484.9077,6264.6260,5580.5576,4552.8798,2902.3016,-3824.2884,6611.3759,-4614.1952,-5201.6800,4189.8359,3470.2572,-740.9687,3524.9305,958.2272,1108.4268,6476.7755,1996.2558,5654.5980,-5540.2298,-4762.2586,5267.8248,4997.9164,-2723.4354,1880.2949,-5589.7193,5037.8077,-2587.7279,-5774.9167,-1465.2125,-3597.5468,363.7984,-5267.1135,-396.5632,1469.5223,4595.1021,-6814.9282,3555.7871,4960.3960,-3428.8401,-3491.7074,-4358.7269,602.3479,3919.4433,-3993.7618,-4052.7601,0.0000,1609.0580,-4659.0406,-4858.3814,6114.9491,-3702.3232,6741.7481,4589.8334,5781.0669,143038.9668,147324.0377,140497.2775,140482.4629,142571.0690,143005.1037,149298.0972,145812.3534,-244140758.0447,-244123242.6155,-244154935.3430,-244160118.6399,145734.1155,-244159413.9399,4702.5651,-1161.3804,2845.3514,4295.3324,49.1936,4957.9226,4001.6567,-6662.0185,1624.9477,-6584.0739,5760.3005,3855.4770,-5030.1849,-3707.3973,-1214.3504,-1282.6153,-5387.8673,-5821.6941,-2212.0960,352.8126,2782.2300,-6850.3119,-321.9180,-103.7557,-475.3142,-3938.7935,-3635.5963,-4776.2064,-4618.7985,-2219.8761,-1306.1096,-3364.6434,2337.7620,2693.7739,-671.4569,3400.7912,3340.4174,-1603.4498,-36.2908,-2848.5058,4076.5716,-2566.3924,-4990.5320,-3700.5759,-5484.3819,-4113.6317,2173.0295,646.9106,-3294.9693,-2917.7500,-4672.1409,-4469.4190,1543.0341,3765.0960,-731.5749,5181.0910,5846.6586,5468.4941,-4541.7625,4099.6915,-3805.7276,2376.3620,6428.0393,278.6488,3549.8373,-3514.8972,-2871.3231,-3986.6328,4241.5336,-4810.3339,-466.4557,655.6156,-4957.6098,-3538.3322,-4096.1730,4275.7604,6735.0313,3567.9930,6072.1174,5987.4763,668.2568,891.1998,5897.3701,4619.0001,-1017.9693,-2700.3139,3896.4746,6711.3067,-1760.2678,-4820.1754,743.9465,0.0000,3825.3377,-2034.5344,3630.2406,1056.7574,5435.8598,-286.3509,2206.4329,-3320.0225,326638.4369,320241.7504,320429.4887,319470.5587,311098.6270,313124.0684,317495.1922,315677.5126,239777187.8940,239754041.8859,239787054.8624,239790767.2774,317499.5907,239782159.2946,-4333.2463,-4754.1279,-4416.0657,5309.0188,-3150.8359,-584.7962,-4131.0632,-1857.8713,362.8992,525.2654,-278.4470,-5445.7001,-4493.1790,-5507.4619,6366.8837,-5005.5057,4049.3887,2653.0770,3461.9071,-4556.4704,2154.1365,44.5227,5150.8003,-4642.9260,-6512.4113,-1360.1223,3733.0170,-2502.1535,588.8002,-5457.4809,3162.7702,1435.7612,6517.4608,6354.7755,-5371.9094,4039.4234,2646.9067,-4583.3719,5453.9898,6204.6918,5585.3469,-5182.2058,4224.5043,3848.3994,3870.9873,-759.8071,6094.1894,-2872.6329,2374.8160,-4295.9098,-3915.8418,3620.9871,1374.9306,-3526.2424,-4330.5143,-1767.6840,-1004.9808,-4027.0827,-3809.1916,5446.9443,-5289.9382,-547.2175,-9.0941,-3862.1581,-2175.1777,-3578.6234,3358.1639,-2696.0902,4617.4096,4364.1043,-4081.4144,4691.6895,-4084.9504,-1520.1316,5368.5150,-4088.1498,1434.8951,2630.7604,3288.2105,-3144.2473,5098.1337,-672.2178,593.1338,-907.3720,-5971.9437,4903.4473,3693.6720,1398.7719,-5374.6613,-2950.5346,5461.8328,0.0000,-5520.3894,-4652.8793,-3112.4375,-3152.6940,-2069.2525,-1329.3296,4547.2269,-1652.8932,130763.9492,129038.4587,129372.6753,130369.1316,133812.6236,124867.4839,119613.8504,127921.6244,112810459.4437,112787783.0805,112786627.6335,112797835.7073,128061.0723,112803779.3748,
