sl_10_86400_20280724 Coordinates.csv
2028/07/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:04 2024,
Start: 2028/07/24 07:47:00.00, Stop: 2028/07/25 07:47:00.00,
TIME_UNITS,STARLINK-4408 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-31213 - X-Coordinate,STARLINK-2574 - X-Coordinate,STARLINK-11163 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-31213 - Y-Coordinate,STARLINK-2574 - Y-Coordinate,STARLINK-11163 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-31213 - Z-Coordinate,STARLINK-2574 - Z-Coordinate,STARLINK-11163 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1711.9977,6853.1814,-4131.5660,4064.3019,0.0000,5500.5804,-5281.0837,3218.0122,6635.1091,-5420.6182,14693.3313,43080.2413,18599.9422,19363.3478,27478.2943,26135.9642,26058.3586,22501.0720,-265932256.3857,-265874902.7990,-265890988.8919,-265927080.8144,24020.2870,-265913678.3118,-10.1291,-723.0898,313.2025,3035.1120,0.0000,-4002.4186,4032.3866,5282.7175,-721.2390,2318.6644,360805.2320,357566.6137,355256.5696,354435.0372,351624.4349,353100.3382,360903.3692,358649.4046,174444472.2847,174467430.1733,174445893.0079,174451991.3086,357850.0402,174452394.7372,6706.3097,466.1518,5521.4790,4655.2451,0.0000,1057.2642,-1929.2646,-2883.5202,-1010.7808,-3158.1019,50022.5622,45313.8825,48528.9497,49723.7616,52892.8344,43732.5162,38946.9602,47647.7776,140907796.8268,140921392.1207,140920027.3826,140911815.4545,47255.0385,140910874.2422,
3600.000,3432.5274,-4851.8000,3980.1843,-6607.4377,0.0000,-3403.8506,2050.0892,-4827.1698,-4949.8411,581.3276,-77790.3692,-48133.4912,-71900.5301,-69995.6743,-62425.7251,-64354.6920,-64127.5312,-64460.6995,-302026472.7725,-301973035.6294,-301983021.8962,-302018846.4436,-66229.7916,-302008169.1408,-1865.5656,2306.2320,-4355.3003,-1699.8255,0.0000,5341.5650,-4205.8032,-1249.6278,2624.9510,-3985.9757,351729.2425,356481.8533,351677.7571,351100.3791,346412.8426,349079.2620,354962.8941,352298.2567,99616053.8847,99650369.8456,99626195.0295,99618687.6652,352729.5180,99625128.9527,-5730.9582,-4349.0966,-3602.2625,-967.3757,0.0000,2691.6049,5085.8392,4646.4085,-3769.5513,5325.7438,48754.5970,43503.0167,47734.6990,45743.2463,51858.6724,45519.4191,36463.6565,45475.7806,140903906.1222,140912059.6245,140909619.4667,140908918.3858,45621.5021,140903878.2422,
7200.000,-6798.9100,935.4200,-3083.7922,6004.9989,0.0000,-521.4429,2351.5928,5334.6582,189.2879,4152.8171,-164247.4085,-136188.0335,-158017.2683,-153056.1337,-148260.2947,-153319.7029,-149828.1591,-154146.4486,-317508082.9788,-317461972.4054,-317466185.1631,-317494470.0540,-152395.0792,-317490536.9885,424.8705,-4132.5363,6153.8537,-161.1844,0.0000,-5042.8541,4058.0988,-3082.1530,-4140.9739,4637.2744,319518.7583,332438.7284,325842.2503,326980.5824,318977.9689,325140.3527,326737.2609,325191.2349,17996680.9165,18040989.8495,18015787.6032,17997800.8641,325189.2950,18006666.5722,1267.0541,5446.7888,-617.9952,-3382.4086,0.0000,-4664.4966,-5088.0186,-2935.9032,5316.8720,-2444.6014,47365.1405,41708.2350,46369.2100,42409.8694,50377.4621,46277.2484,34624.6335,43753.8751,140899975.4821,140902635.5520,140898987.4530,140904821.8012,43983.0590,140896844.1124,
10800.000,5426.3656,2623.7880,652.0968,-2990.4137,0.0000,4544.1501,-5565.0667,-3907.8770,4127.6716,-5456.4114,-239182.2164,-215381.9025,-234309.5341,-225700.5975,-224616.4245,-232437.2000,-225676.7100,-227282.5731,-311322723.6294,-311286741.4706,-311285820.9862,-311302874.4206,-228991.7614,-311306235.7197,1779.5898,5587.2355,-5261.5946,2891.4113,0.0000,3786.2683,-3640.8269,5503.4856,4793.4263,-2679.9846,266721.5274,286919.5183,279265.0161,279883.1529,270986.8760,279583.6465,278137.9950,277377.8010,-64843244.8757,-64791375.4892,-64816541.0673,-64838383.7870,276947.3672,-64832797.6944,3920.4230,-3106.1518,4423.6473,5483.8709,0.0000,3515.8385,1896.9104,-998.1135,-2359.4722,-2788.3310,45883.9952,39934.0521,44359.5137,42981.5204,48461.4088,41319.4645,33410.3422,42793.7095,140895803.9299,140893137.9705,140888250.0382,140898413.1117,42339.8912,140889771.8649,
14400.000,-570.9297,-4373.5255,3034.7942,-348.7024,0.0000,-6624.5683,6089.5911,368.1917,-5405.3861,3536.7798,-297957.1944,-280551.2256,-295880.4494,-286110.9161,-286698.3566,-295159.4554,-287007.7928,-292532.3742,-283894718.4628,-283870733.3893,-283865315.8841,-283873177.1632,-291136.0897,-283879327.8076,-1333.7598,-5205.7360,2979.2056,-5602.0893,0.0000,-1877.2561,2165.0695,-5384.5134,-3073.7914,-1881.9240,197091.8322,222800.2051,214780.7486,214062.6306,205437.8507,213806.1232,212291.1963,210317.4052,-143250645.9305,-143194428.2483,-143219031.3901,-143237953.0017,211041.2379,-143240275.7499,-6782.0411,-1233.5369,-5450.6673,-4001.2731,0.0000,-41.7028,2456.8506,4163.5154,-2631.5774,5342.1472,44329.2564,38186.3947,41804.0211,43615.1321,46098.9084,36322.6541,32836.0437,39869.2649,140891203.6225,140883582.8285,140877521.9180,140888193.9546,40692.1810,140882661.5117,
18000.000,-3512.3830,4443.5932,-6162.8920,2539.2999,0.0000,5884.5991,-4361.6177,3951.9885,3918.9101,-769.2538,-337051.5778,-327405.0051,-338709.5480,-329013.3609,-330658.4753,-338613.5009,-330136.4668,-333726.8559,-237097932.9575,-237086689.7078,-237077140.4196,-237082648.0882,-334856.2241,-237083407.4296,-2244.6287,2279.0362,-803.3898,6405.2669,0.0000,-845.7286,894.5371,3630.4238,-1179.1387,6010.0304,115349.4070,144173.3199,136419.2763,134830.0798,126468.2128,133967.4410,133300.1065,132635.9926,-211875553.6299,-211818601.7407,-211842507.0912,-211858678.7441,131636.7923,-211865747.4260,5527.2790,4763.4210,3013.3811,-136.0310,0.0000,-3479.5468,-5297.7141,-4217.8224,5357.4149,-2831.5486,42712.8881,36473.4228,38946.1987,43597.9112,43252.0916,32290.2504,32954.6070,40041.9790,140886012.0160,140873984.4528,140866919.2568,140873851.5266,39040.1114,140875513.0650,
21600.000,3762.5363,-3919.2738,6734.2139,-3550.3362,0.0000,-3107.0723,1951.1275,-6624.2744,-1615.7493,-1586.5106,-354250.7660,-352805.0307,-359961.7461,-351135.6230,-353911.7497,-360408.4167,-352606.1102,-358061.4567,-174127714.6565,-174128796.4803,-174115045.8301,-174118675.3783,-357346.5529,-174113611.8917,5741.1424,2107.5769,-817.7290,-4183.2436,0.0000,3987.8507,-4557.5256,-1208.0709,5515.6872,-6037.5360,26873.8126,56089.5423,49174.7254,47249.5174,39122.7809,45790.0482,45901.3096,42792.4923,-266036145.6537,-265982068.6956,-266005276.0070,-266026517.2390,43764.9657,-266027211.3490,-976.2491,-5288.3367,1309.8929,4158.7694,0.0000,4665.1196,4815.5031,1088.2237,-3543.8648,-2399.3406,41043.2863,34807.0490,36109.3687,43021.8086,39851.7551,29075.5456,33862.1519,36067.2891,140880102.3932,140864355.9447,140856565.2261,140861427.3680,37383.8657,140868326.5368,
25200.000,-1075.5501,3229.0140,-4276.1280,4196.9241,0.0000,-82.9910,-39.1301,6018.3372,-537.9244,3636.0762,-348752.6278,-354970.4253,-358222.5695,-350847.6228,-355503.4806,-359390.4365,-353506.5287,-356726.9175,-99282680.8902,-99294617.5351,-99276138.9986,-99271471.0861,-357148.1697,-99268464.4478,-5406.5557,-5598.2354,2492.9012,-132.2812,0.0000,-6310.4339,6785.3136,-1482.5667,-6600.6623,1746.3679,-62638.7555,-35767.7164,-41330.7766,-43166.1067,-50755.6624,-44904.2104,-45106.5768,-45996.8791,-302038130.7504,-301990157.6435,-302012488.4504,-302038134.0246,-46997.1492,-302030116.6382,-4206.2770,2434.2498,-4826.3958,-5467.8482,0.0000,-2759.6687,-1347.7267,2841.3851,-1311.2414,5321.5192,39326.6055,33206.0399,33610.1084,41960.7372,35844.5385,26565.7262,35622.4879,37158.2402,140873392.0714,140854709.5027,140846595.9480,140854490.1827,35723.6278,140861101.9395,
28800.000,-885.4968,-1824.2097,314.6077,-4533.5435,0.0000,2612.8269,-1505.4437,-2656.1818,2777.3239,-4905.6392,-321185.2439,-333589.9241,-333613.3265,-328050.0733,-336033.1143,-335802.8689,-334192.0299,-334423.9154,-17671263.5926,-17691754.0285,-17667704.7776,-17652798.7478,-334243.8680,-17656443.7700,844.2185,6370.1381,-4447.3503,4108.0976,0.0000,6292.1450,-6058.3064,4229.2185,3533.6339,3230.3790,-147531.6696,-125460.1936,-129255.7730,-130719.1604,-135548.0352,-132319.9013,-135805.9566,-135565.2065,-317426699.8369,-317387385.0902,-317408173.4808,-317430932.0343,-134880.5315,-317419382.0481,6812.0804,1943.2312,5270.9266,3163.3711,0.0000,-1003.1366,-2985.1330,-4652.8956,5025.6063,-3198.8099,37567.5071,31703.2915,31673.4581,40453.7327,32486.6186,24701.2723,36353.5038,32406.6638,140865847.7569,140845056.6913,140837166.9973,140850534.5530,34059.5818,140853839.2851,
