sl_100_5400_20281025 Coordinates.csv
2028/10/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:40 2024,
Start: 2028/10/25 07:47:00.00, Stop: 2028/10/25 09:17:00.00,
TIME_UNITS,STARLINK-1184 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-1846 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-30225 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-2197 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-30374 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-4468 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-6095 - X-Coordinate,STARLINK-30127 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-30536 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-4076 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-1567 - X-Coordinate,STARLINK-6144 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-2038 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-3954 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-2188 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-32076 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-31063 - X-Coordinate,STARLINK-31593 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-5176 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-4647 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-1846 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-30225 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-2197 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-30374 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-4468 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-6095 - Y-Coordinate,STARLINK-30127 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-30536 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-4076 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-1567 - Y-Coordinate,STARLINK-6144 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-2038 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-3954 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-2188 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-32076 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-31063 - Y-Coordinate,STARLINK-31593 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-5176 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-1846 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-30225 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-2197 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-30374 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-4468 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-6095 - Z-Coordinate,STARLINK-30127 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-30536 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-4076 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-1567 - Z-Coordinate,STARLINK-6144 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-2038 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-3954 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-2188 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-32076 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-31063 - Z-Coordinate,STARLINK-31593 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-5176 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,517.0938,3154.2224,1125.3325,2354.3224,6382.1262,5148.6633,5748.1684,-119.3407,2349.5546,-1234.8649,-367.1832,-2984.5836,-4558.9941,408.9399,-6775.7729,-3372.0020,2476.9547,-4441.4054,3286.7503,4950.7441,-4923.5476,-3399.8674,-2143.1161,0.0000,2410.6369,3872.1843,-1514.6629,6932.9429,-4600.8657,-5093.8945,1208.2034,-3759.7473,1020.7592,1681.6486,502.2464,-3705.5760,5111.0357,-1271.7666,-5569.0827,-5917.3032,5272.5664,-2641.1644,-2568.0198,-6016.0348,-2649.6711,-354.2527,-735.7771,3440.7610,5532.1820,4503.5130,-5219.8929,-2434.0952,6738.2008,-2981.1945,-5579.4181,-3475.8379,-3826.6459,-5301.8719,-2542.6366,2316.4039,-3977.1532,3582.1731,493.9501,4114.7672,-3865.6620,-4208.2558,-2024.3984,6122.9234,1031.7792,732.3478,3124.8391,2222.0123,2712.2041,-1428.2060,-6457.9687,6312.2427,-2720.0977,4079.8714,-3271.6642,-5496.7412,-4361.0098,6463.2873,-4685.0459,-3072.8777,0.0000,-3377.7239,-2423.7922,-4874.6148,-597.6495,-3616.3741,-4934.0046,5863.7123,-688.9997,-2763.0292,3899.0867,1642.3455,-548.5417,2372.3952,-4874.5756,205.4913,345749.2526,343172.3949,343747.2906,345062.2714,347849.9309,346245.8191,338563.0608,341312.3169,-269230881.7459,-269247809.5717,-269237416.9598,-269231798.0203,341606.9880,-269237140.1051,6488.3598,-1972.1978,-6686.4677,-6426.4295,-284.4819,-1974.9321,-3392.7280,4252.1950,-3615.3309,5028.1512,-4894.8616,2912.5292,4145.4071,-5997.9502,1133.7482,5949.2469,4749.4859,3855.7756,5335.8505,-4440.2542,-1335.5776,2326.3126,-4934.5490,0.0000,6406.4601,-4103.9701,-3889.0807,815.6804,3666.2842,-3787.9555,-4938.8590,3626.8141,-5049.2202,5827.3014,-5589.5762,-3494.2360,1273.9065,6740.5160,-3413.1794,3191.8467,3597.2871,-6069.1428,5663.9367,-3293.0462,-4601.3769,-5097.3159,6697.5065,-2140.8824,-1492.2242,343.3464,1362.3737,-4445.1249,482.8773,-5203.2582,1057.2812,-5977.0878,-1604.3814,-3777.3272,-5864.7295,4541.1233,-1327.8279,-4455.1167,6798.9470,111.7500,4125.1108,4051.2782,5796.4637,-1964.7703,4020.2528,-6718.7419,4020.3335,6333.5376,5334.5485,-6144.9825,2124.2053,1983.3870,-927.0829,-5433.3039,-5062.8850,-1331.2918,-1491.0783,-1571.4126,-3709.5747,-3671.6607,0.0000,-5823.7046,-6054.1533,2563.5967,-6018.1404,-2678.1838,2528.3295,3090.1022,4099.5525,-5982.5467,-3452.5597,-6351.4638,6759.3471,6595.6528,-4811.6998,-6911.3209,144209.3495,178876.0194,155406.3824,156416.0355,164522.9202,163284.2409,162974.1340,161093.4151,11133705.5934,11153678.8690,11101330.6105,11117086.9831,160966.7080,11115825.7634,2321.8277,5853.0846,-1357.2176,461.7790,-2156.4923,4093.9843,1219.1858,-5172.1126,-5349.5702,-4570.8585,-4805.7892,-5531.2436,3139.9708,-3398.1754,-396.2775,-1099.1221,4267.5678,-3630.2428,2700.3550,-1941.4752,4641.5609,-5504.6805,4346.2916,0.0000,-1052.3102,-3811.1758,-5522.2876,98.0253,-3633.6229,-2493.9287,4701.3275,4548.8018,-4587.6151,3265.5867,-4062.5461,-4712.6367,4500.6838,-171.0805,1961.3060,1550.6241,2069.5678,1705.7136,-2851.5478,-837.8796,4209.8074,-4674.9037,-1526.6293,-5343.2220,-3655.1017,-5212.5036,4263.7023,-4678.3579,-21.4204,-3398.4023,-3951.8759,372.8119,5510.8076,-2343.7092,-2688.1473,4685.1419,-5546.4684,3764.9223,1191.1980,5114.3323,-4016.7701,3695.9114,-2957.8438,-2688.3384,-5514.4572,1530.9371,-4684.5282,1242.2376,-3472.9358,2889.2758,1203.0661,882.1755,-6330.5028,822.8434,-3190.7182,-3538.9382,-5182.8750,-2003.9094,-3486.8230,4710.5325,0.0000,1394.1950,921.9721,-4175.8372,-3208.7015,5214.0842,-3992.2101,-1673.1262,-5513.8632,1191.0640,4529.5258,2224.3057,944.6179,58.5660,-851.0091,218.7781,-118359.3422,-124418.3374,-120488.3055,-119819.0315,-116313.6220,-125212.4393,-130375.7307,-123783.4570,60381246.4550,60363856.6720,60391802.8059,60396172.1361,-121981.9458,60388896.6307,
300.000,1747.0557,3546.4087,-203.5989,784.3720,5426.6415,3501.5267,5097.1138,1967.2405,813.6274,684.8740,-2077.5285,-1496.9143,-3632.1066,-956.1162,-6334.3945,-2013.0213,3387.2501,-2634.1367,4601.9289,3360.7657,-5040.7556,-2058.7695,-3692.0112,0.0000,3783.9376,3188.0569,-3507.6980,6709.9609,-4138.4276,-6114.8077,-939.8723,-2424.9565,-1003.2035,3116.9138,-1351.1548,-4908.5113,5758.7946,-16.7144,-6468.5122,-5387.0424,5274.4675,-3799.9437,-901.7734,-6602.6443,-4010.2302,-2433.1279,476.3779,2286.5209,5691.6932,5132.3535,-5441.2639,-4253.2636,6468.4957,-4447.3058,-4171.5155,-4638.7376,-4456.0256,-5595.8968,-3727.4865,4173.5499,-4679.3349,2353.0742,1997.9565,3458.7967,-2711.8794,-3612.3955,-371.9863,6369.3145,3070.5816,-787.0360,4755.4312,3642.8433,3506.0315,-3097.3926,-5455.9107,6104.5541,-2121.7506,3032.3993,-4878.1610,-4728.6328,-5476.5406,5394.9479,-4719.7102,-4842.8748,0.0000,-4099.3782,-3535.6908,-3117.5288,-1900.4426,-5152.3739,-4780.9331,5980.3395,1482.6515,-3871.8417,1927.4282,-100.3113,970.8186,1825.1823,-5631.5849,-997.5559,342758.6126,339407.0624,340183.9248,341512.8618,344427.5093,342759.2212,335190.4273,338033.0959,-269406302.3102,-269423910.4846,-269412253.1160,-269407379.5547,338167.6660,-269412496.8324,5485.7805,-3769.2912,-6217.9592,-6522.7578,-1557.6386,-3036.7240,-4440.2274,3529.6879,-4998.4132,4335.3577,-3680.4651,4439.3643,5594.7520,-6595.9489,2281.5198,6610.7043,2966.5521,4233.6363,4945.3361,-5127.7232,823.1874,4019.0043,-3473.8179,0.0000,5777.5209,-5554.7176,-3141.7972,-408.0200,5130.6107,-2921.9037,-5100.3659,5190.4469,-5527.8343,4493.5208,-6063.1911,-1712.4812,-659.5321,6577.5191,-2117.7559,4306.8446,2013.8233,-4798.4136,5302.8745,-1901.6595,-2939.0456,-4529.6600,6884.8050,-3973.2187,-3052.8446,-1552.4639,3053.5591,-3353.5147,-757.8959,-4947.7026,2350.0038,-5008.5028,466.5345,-2005.7574,-4446.7382,3534.1874,675.9015,-5857.8730,6618.0520,-2023.9853,5634.2015,5484.6502,5270.8205,-2752.5186,3312.5580,-6886.6707,2676.0275,5766.9272,3703.1056,-6019.9797,3086.1533,614.9369,1189.4048,-6056.2496,-4372.2071,403.8251,-2484.1079,-2003.3702,-1895.4153,-2999.2239,0.0000,-4592.8481,-5480.5578,3431.4357,-4808.7398,-1383.9356,4165.5296,1381.6513,4107.8439,-5427.6423,-3962.1471,-6003.8591,6752.8025,6376.5695,-3867.7913,-6661.5418,151474.3420,186040.1711,162584.6175,163673.6665,171754.6212,170501.2830,170171.8841,168740.4414,5250494.9865,5270149.7951,5218271.5322,5234681.7293,168168.9827,5232681.0673,3818.8629,4619.6085,-3021.9090,1961.7184,-3688.1829,5066.3715,-607.3490,-5340.0677,-4642.2348,-5333.1544,-5416.2350,-5102.8640,1832.4850,-1804.5019,1413.2009,443.5472,5158.2020,-4787.4689,983.9797,-3228.1433,4634.9076,-5184.9045,4703.6931,0.0000,491.4434,-2307.7697,-5073.6723,1877.4482,-2085.8736,-750.8818,4588.7384,3895.1387,-4001.9164,4185.9684,-3066.9485,-4596.4330,3796.7172,-1959.5424,458.7450,-251.3022,3621.4450,3038.3946,-4228.8815,710.4879,4602.9107,-4639.7316,279.3308,-4894.3620,-2111.6525,-4337.8125,2894.4406,-4269.9523,1786.5002,-1799.4582,-4994.9793,-1168.1690,5245.7851,-3542.0869,-3798.8180,4246.9161,-5098.4478,2650.7334,-349.6138,5199.8272,-2998.3398,2162.9921,-4305.7015,-636.6062,-5218.6925,6.1770,-4253.8451,-307.0098,-4677.2343,1528.7958,2888.0933,2623.2961,-6513.5185,-1001.6588,-1894.0073,-4689.9608,-3452.8483,-3894.5697,-4691.6643,3562.5099,0.0000,3054.6514,-931.1470,-5126.9173,-4488.5742,4358.1329,-2539.4508,-3012.3057,-5349.1957,-650.2657,5310.8202,3450.0883,-609.2918,2259.4062,967.7695,-1583.8076,-118280.0154,-124347.0541,-120324.1251,-119910.2437,-116169.1588,-124869.9171,-130383.3161,-123630.6308,60377022.2880,60359694.6449,60388313.6034,60391909.5349,-121898.4957,60384875.4877,
600.000,2845.2488,3632.8385,-1544.5736,-881.7795,3898.7884,1513.4056,3904.1967,3861.5319,-760.8239,2569.9227,-3622.0978,91.8096,-2367.8178,-2206.3459,-5249.1548,-454.0541,4009.4045,-553.5049,5432.6321,1432.9472,-4707.6667,-559.9297,-4917.1269,0.0000,4793.0135,2196.7662,-5165.4379,5840.6662,-3285.0662,-6496.4995,-2990.7002,-889.8970,-2909.2271,4282.5732,-3052.3448,-5673.1969,5876.8910,1261.8974,-6707.1330,-4315.3160,4733.1799,-4603.5370,890.9964,-6544.3560,-4994.2954,-4286.6251,1644.1392,936.1418,5269.6387,5287.0541,-5137.4353,-5668.1983,5508.3177,-5453.7334,-2371.3303,-5359.9620,-4695.3049,-5374.4857,-4588.4228,5636.8784,-4975.4434,912.9598,3310.4839,2462.1803,-1324.3693,-2680.0339,1356.2600,5976.5166,4816.5121,-2229.9367,5942.0566,4695.7721,4005.3303,-4456.2508,-3902.3040,5231.7458,-1391.4472,1663.8445,-5979.2687,-3475.1548,-5972.3114,3773.3239,-4334.9128,-6083.8978,0.0000,-4438.0767,-4250.2594,-1058.7921,-3057.3828,-6189.9023,-4158.5899,5512.9248,3502.5864,-4561.8708,-236.3632,-1859.8202,2398.3013,1114.5373,-5831.0185,-2119.3465,339614.8866,335492.1622,336466.7924,337803.6673,340851.3646,339112.7684,331666.2976,334592.8374,-269453182.9571,-269471462.4386,-269458557.0893,-269454481.4309,334576.4544,-269459316.7394,3945.6348,-5156.8597,-5142.4987,-5972.2933,-2705.6728,-3846.8411,-5024.9643,2479.7148,-5904.7724,3261.2812,-2136.6364,5561.7975,6493.1928,-6541.2710,3214.3859,6630.2691,890.8371,4243.6640,4050.9123,-5346.5270,2898.0068,5337.2241,-1702.6016,0.0000,4583.7249,-6418.5995,-2139.8413,-1613.0838,6073.7165,-1759.9274,-4810.8851,6264.6394,-5496.7487,2730.2595,-5968.9908,207.3577,-2506.0658,5749.2157,-610.7958,4992.5284,182.6355,-3038.3473,4432.2676,-317.3541,-994.2408,-3566.1263,6383.5284,-5395.7333,-4274.5705,-3263.7867,4414.3297,-1971.3118,-1938.4583,-4210.7345,3462.3368,-3546.7999,2468.2567,-21.5236,-2601.8549,2223.4944,2586.7278,-6672.9116,5791.4212,-3944.6211,6600.6744,6363.7274,4230.8226,-3255.0228,2331.9183,-6386.3693,1107.7059,4612.3518,1704.9241,-5323.1330,3771.6516,-850.4057,3210.2416,-6063.3476,-3252.3569,2135.2683,-3248.7012,-2282.9892,128.6406,-2043.0087,0.0000,-2884.0848,-4270.5043,4015.8292,-3123.7093,3.6351,5356.8408,-487.5428,3767.4406,-4272.5354,-4136.5153,-5093.1564,6065.8657,5473.1821,-2527.5531,-5750.1121,158678.8550,193123.8993,169691.9171,170860.1747,178913.2857,177638.8716,177298.9615,176280.1309,-635074.6884,-615751.8868,-667111.5008,-650101.3381,175297.8296,-652820.4413,4903.3822,2893.6794,-4361.0362,3244.3488,-4792.0741,5482.3323,-2364.6342,-4876.5779,-3425.4950,-5520.0359,-5433.0173,-4128.5067,327.4864,-15.3092,3067.8051,1938.5190,5477.5588,-5428.9830,-842.7727,-4168.9236,4125.5658,-4297.9898,4554.9900,0.0000,1982.3333,-543.6113,-4080.9901,3459.7873,-313.0149,1076.6385,3984.3292,2824.1707,-2981.9812,4650.1173,-1742.5349,-3990.5953,2686.2061,-3531.8539,-1095.3975,-2025.9712,4746.2362,4031.7305,-5136.3383,2181.9096,4469.7205,-4107.4676,2055.0093,-3869.4116,-328.2764,-2992.4591,1208.1087,-3398.2208,3387.7001,-4.4380,-5501.6878,-2583.6861,4412.6972,-4359.5663,-4503.7878,3353.2021,-4110.9120,1242.1642,-1852.8207,4635.7001,-1659.3675,396.6768,-5169.7105,1482.2513,-4358.5355,-1519.2648,-3365.8723,-1821.8680,-5379.1777,5.1315,4259.9201,4049.8665,-6008.7215,-2714.8466,-384.2923,-5280.7325,-1353.8693,-5371.8169,-5392.5830,1996.3707,0.0000,4379.5295,-2668.6446,-5525.9117,-5270.9035,3027.6665,-802.6647,-4015.6054,-4607.0286,-2414.5049,5517.5282,4305.6913,-2095.5646,4225.8828,2681.4022,-3215.8549,-118200.9058,-124275.5168,-120162.8709,-120005.5564,-116027.8581,-124521.0885,-130386.0413,-123353.5812,60372801.7120,60355533.6193,60384820.3682,60387608.8874,-121814.9742,60380854.3848,
