sl_100_86400_20280401 Coordinates.csv
2028/04/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:01 2024,
Start: 2028/04/01 07:47:00.00, Stop: 2028/04/02 07:47:00.00,
TIME_UNITS,STARLINK-3989 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-31318 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-4376 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-3837 - X-Coordinate,STARLINK-4753 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-30116 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-2736 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-3305 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-30531 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-31860 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-2727 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-31718 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-1782 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-6092 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-5598 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-5289 - X-Coordinate,STARLINK-31159 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-30817 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-30761 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-2408 - X-Coordinate,STARLINK-32226 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-11133 [DTC] - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-6234 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-31318 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-4376 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-3837 - Y-Coordinate,STARLINK-4753 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-30116 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-2736 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-3305 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-30531 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-31860 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-2727 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-31718 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-1782 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-6092 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-5598 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-5289 - Y-Coordinate,STARLINK-31159 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-30817 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-30761 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-2408 - Y-Coordinate,STARLINK-32226 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-11133 [DTC] - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-31318 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-4376 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-3837 - Z-Coordinate,STARLINK-4753 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-30116 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-2736 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-3305 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-30531 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-31860 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-2727 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-31718 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-1782 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-6092 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-5598 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-5289 - Z-Coordinate,STARLINK-31159 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-30817 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-30761 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-2408 - Z-Coordinate,STARLINK-32226 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-11133 [DTC] - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,219.3161,-4062.7345,-5762.8803,-3471.8229,-3478.1096,2997.7810,5993.2373,2704.2493,1268.8568,3324.9264,5810.0304,3478.6274,-5075.0430,-1679.5865,-1399.7246,4858.8850,1564.7869,3020.3070,2463.9144,3803.9403,4897.6079,-6491.4112,4593.5818,3745.6080,452.7520,-3366.5183,4640.2924,6480.3865,686.4587,-2903.4580,4647.7666,3938.8076,4318.2474,2848.6308,-4417.6057,-5364.8329,4842.7421,-4599.8510,-3865.0749,3746.4580,-5424.8480,-3730.8958,-4855.9259,2051.2589,-2179.2017,-2488.2159,-1010.8980,3437.0143,-5922.1553,2173.3909,579.4615,3875.9622,3507.0980,1571.9514,5013.3930,-4127.1508,0.0000,-6542.0564,5473.5770,2256.4453,3682.1928,-949.6106,-1938.3264,-3882.7084,1033.5880,-4278.8917,-1065.1663,-6156.9522,3948.2104,6735.8505,1757.8168,3215.5443,2668.1812,-4258.8356,-2552.4948,-6335.2233,-3357.1763,-3458.2281,3431.2966,6747.2787,4348.2925,-4376.2304,5838.9529,318.9141,4661.7568,4998.4069,-2495.0716,6662.2860,-2873.8679,-262.8143,0.0000,5631.5483,4689.9358,5464.5756,-5165.6811,-4410.1754,6126.8396,-5202.7342,2639.8631,-6568.0602,252476.4153,243976.8748,244989.1191,244632.8318,239109.5125,240897.6448,248243.2558,246823.4334,-166607125.5437,-166602197.7898,-166609414.7177,-166599799.5200,246097.5412,-166595974.2531,-5755.8478,992.1846,2842.1217,5624.5517,-3489.1928,-4167.7108,-3113.1045,-4316.8712,6025.2390,3689.8773,1805.5793,2338.5236,-4117.7549,4167.5303,6745.1791,-4919.8562,6598.0023,-4359.8701,-3328.3330,-5201.8908,1529.3895,2385.1893,1754.2976,-5565.7672,-3092.2016,-4098.7119,1949.0616,-2112.5419,5300.8618,620.7944,5112.2120,-4394.1279,-464.7891,-3362.3488,-4519.9460,-4374.5184,4175.1011,3712.7862,-1446.5209,-5728.1575,-3427.6635,-3967.8896,-684.2142,-5226.0713,-6412.7635,-3196.8145,5090.5517,5082.8236,-3425.2560,-4461.8228,-4987.6260,3767.2632,3012.3165,-2365.6597,-3857.4779,-2901.2287,0.0000,-1394.4596,-1103.4508,5646.4506,-5740.0834,6066.1160,6629.6175,5061.4132,-6852.9028,-4746.4399,6096.5123,2922.4523,1321.8385,-1173.0560,5016.8501,605.2563,-3679.4168,5135.9829,5175.6243,-2785.4717,4117.5517,-3741.5500,-3800.3515,1048.3722,-4019.0116,4792.6867,-1430.1220,5656.5565,-4557.9447,3014.0594,3559.0911,-1206.3045,-6209.1490,-4126.1068,0.0000,2453.5254,-3539.2167,852.3183,2092.4923,-1772.5852,1733.4593,4145.5386,-5653.3383,-1919.1885,243765.0991,218694.7645,244027.8842,243708.4887,237106.1904,238034.2468,235037.2555,238538.7969,316818151.3487,316782188.6936,316792772.8114,316797616.7623,238067.9005,316804417.2211,-3940.8545,5485.7278,2289.4876,1675.4610,-4840.5394,-4615.1997,1590.2544,4574.8703,-2925.0890,-4564.4335,-3324.6143,5496.4973,-2046.2711,5122.2001,-622.1820,208.8435,-1392.8230,4426.7218,5524.6730,-2596.0113,-4660.4173,-279.0897,-4456.5144,1650.4417,6178.7909,-4424.5837,4657.9259,-148.1636,4486.2759,-6277.8834,428.9270,-3635.1235,-5367.4894,-5321.8195,2811.7524,-659.8264,-2461.4551,3563.4341,5482.9937,1044.4749,-2465.9762,4272.0590,4848.6390,-4030.8025,604.2281,-5398.9249,4406.1600,3247.6447,625.2334,4806.6822,-4738.1191,4124.2984,-5063.9271,-6292.9473,-2814.5480,4736.8567,0.0000,1714.3854,4107.5181,3075.4172,161.5634,3137.3196,-54.9410,2596.9792,267.8257,2611.5673,-3122.5882,-1214.3082,5493.6936,1124.8854,4370.6713,6112.0444,5074.7531,1848.4560,3834.8314,108.4812,-4444.9264,-4714.3658,-4455.9652,-113.1711,3582.4868,-2430.7828,3457.4890,-3909.0693,2121.1936,3636.0078,-5392.0999,-1518.3411,853.1454,-5474.4589,0.0000,-3214.4739,3660.9342,4096.8137,4042.1524,-4960.9961,-2195.7422,1835.2951,-2930.1403,-1111.7529,171087.1153,168443.7126,169617.0720,171468.9588,174207.7313,164755.2633,160435.7360,170209.9267,19915064.6901,19893242.6986,19940376.5938,19926347.5456,168627.5913,19925282.4702,
3600.000,1535.5222,2476.0458,4285.9214,-2.1101,6311.5802,929.5552,-3674.2726,1954.0106,-3235.0368,-4320.9770,-4681.8449,-5985.6063,5123.2058,-1166.3170,-403.6141,-2168.5926,-2887.3751,1280.8870,1035.7672,-3733.5490,-6084.4562,4565.4925,-6537.2612,-1598.6953,3717.0735,5916.3296,-5562.6989,-3971.7100,-3865.7843,-2216.2189,-5344.9373,11.8633,-2477.7463,1320.6502,6214.6962,3983.8449,-5900.6913,3209.9786,5195.1003,-1479.9349,4340.3579,6060.2540,6511.6785,611.0654,4193.4497,6051.7636,-3592.7372,-3886.7235,5124.1537,2177.6701,1887.4827,-6593.3225,-4523.6146,3268.5424,-1384.7473,-590.8587,0.0000,4606.5520,-2979.0347,-4924.2476,-464.4904,-724.1428,-134.1715,2585.6570,1304.2491,5536.5985,-1332.4544,4541.1153,-5573.7520,-4535.3577,-4349.7976,-6320.1403,-573.5321,2322.5251,-1470.7807,4733.1412,985.8533,5900.5559,1005.3669,-5278.4830,-472.7485,2631.6749,-5651.6300,-2486.9537,-840.0811,-3993.3397,125.6352,-4325.5345,3887.6684,4634.1239,0.0000,-6920.7690,-6499.3084,-3086.6319,5274.6267,6684.0324,-6083.4875,1926.9684,925.0352,5529.1237,183244.4240,181231.6600,179378.7853,178701.5770,171797.5625,174657.0982,180342.5246,178133.9592,-242979237.7856,-242968284.0327,-242977363.4948,-242963817.5245,178979.7299,-242967347.1189,6807.2145,-4947.1550,-5026.2506,-4523.4454,2467.1070,5681.3463,116.4734,3948.3074,-5714.3310,1463.8665,1933.2292,660.0624,244.9715,-6482.7938,-5914.9203,5516.3808,-5570.5579,4052.2836,5586.4420,5325.6541,1967.8549,-4084.8884,1062.9402,6388.8614,866.3325,3514.8642,2227.5674,4095.5626,-5389.4531,1423.2242,-2385.9209,5090.3141,4495.1902,4853.3991,2936.6607,2685.9341,-2717.7381,-6113.0361,-2624.9881,6243.6345,-158.3836,3325.7720,-1840.7599,6814.5279,3541.1752,115.6984,-4303.6103,-5510.6579,725.1848,3877.8247,6544.6470,-1450.8451,1595.0201,2745.0132,4899.3653,712.7645,0.0000,-1148.7512,4312.0897,-4647.8664,5687.1115,-6752.6276,-5575.6118,-6109.5854,6016.6149,3722.3521,-6790.2062,-4604.3024,2323.2310,3288.7304,-5321.0635,895.1803,6601.0410,-6254.2620,-4927.0369,1607.2537,-6580.0073,633.3338,5619.2439,1138.4504,5067.8271,-6290.2032,4022.4427,-6409.3670,5066.9007,1093.4968,-6329.5942,3346.2913,4538.8558,3268.3487,0.0000,-274.7813,1793.4029,2802.1568,-4430.8537,-593.2886,476.2141,-4265.6831,4147.1746,-925.2784,301430.8902,272080.8016,297575.6488,296088.9456,290526.1133,291422.7390,289045.2782,290878.3974,262856621.8770,262822385.4315,262823855.4822,262838448.7528,291759.4548,262842150.3783,110.1350,-4138.4911,1707.5090,-5111.0153,1314.4812,3794.3951,-5888.6382,-5254.6802,-1821.1253,4955.1422,4720.3856,-3413.8904,4525.6662,-1776.0390,-3571.1073,-3573.7246,-2929.5670,-5458.2326,-3939.6920,-2440.6912,2658.8949,-3228.1127,-364.7332,2084.6763,-5797.7203,561.8724,-3350.9341,3722.5428,-2185.4211,6409.7502,-3703.5886,4689.5369,4604.9072,4724.1802,794.4713,5014.2574,-2178.5220,-184.5029,-3656.0761,2593.0012,5316.0854,-434.8921,-1364.1709,949.5911,-4020.9041,2972.6428,-3882.2323,1664.6064,-4526.1582,-5299.4293,1104.4414,-864.9974,4885.9386,5405.1507,4678.3432,-6872.8343,0.0000,-5021.9860,-4549.8095,799.8782,-3744.4523,1198.5000,4063.2433,1851.4465,3183.2792,1774.8689,-393.8608,-2475.0615,-3343.9829,-4086.6702,-444.9624,-2743.1216,-1627.4087,1846.3005,-4657.0207,-4794.9227,1907.9549,3586.0864,3656.5107,-4185.9147,-4701.4567,-1241.6098,-130.9058,-307.0675,-4551.0149,-5501.4326,2793.8159,4257.4347,3429.9648,3842.4790,0.0000,-268.2857,1580.8255,-5487.2210,56.0905,1445.7184,-2855.2932,-5079.2351,5413.8602,4065.8899,171391.5864,168040.5955,170399.9167,168966.2404,174738.0615,167942.1001,159342.7951,167152.1212,19998318.9929,19974163.8526,20018997.7496,20000984.5085,168465.5643,20006477.9353,
7200.000,-2648.4998,-1001.9911,-420.1710,4352.2855,-6155.2046,-3873.9079,-1698.9582,-5626.2231,3946.2754,4189.9907,2915.4316,6399.2504,-3992.9515,2858.5314,3008.7919,-1801.6328,3806.2834,-5058.6249,-3188.5043,1157.4734,5426.2514,-755.6387,3318.8402,-1663.6188,-6664.8978,-5669.2145,4752.5476,-550.4223,5486.7998,6356.3033,4832.5738,-3772.6315,900.2149,-4146.0563,-5703.6592,-2058.7063,4344.4753,-541.5956,-4903.2682,-1899.2420,-2654.1568,-5709.5228,-5344.3310,-2759.8663,-5157.7079,-6106.8484,6355.8302,2885.9571,-2879.7985,-5631.4386,-3148.5970,5906.9272,4705.2424,-5843.6695,-2649.4956,3174.6681,0.0000,-1531.5067,316.6416,5332.9654,-3645.8904,2457.5004,3221.9526,422.8701,-3929.6921,-4675.8474,3296.3799,-933.0082,5377.0686,885.6119,4790.6683,6473.1523,-1329.4304,910.0883,5007.0013,-1667.9370,1255.9918,-6655.5197,-4262.5765,1502.4823,-3318.8466,368.1163,3357.8145,3525.2783,-3544.6166,2717.2994,1471.8498,725.6749,-4137.5266,-6541.6580,0.0000,5569.7792,3560.5631,682.4840,-2865.3750,-5748.4470,2319.6134,2537.4403,-4878.1957,-3090.0070,101104.2572,107263.9854,102635.7251,102386.0545,93443.3122,100299.8732,101153.4436,101289.5691,-302768353.3355,-302752746.6260,-302759262.8299,-302751507.4618,100635.9547,-302755396.0172,-5240.5795,6832.6159,5163.5167,2350.6174,-731.0247,-5685.3094,874.6634,-3229.6836,2050.1465,-5170.7988,-5383.3807,-2511.1664,4092.3717,5460.4489,2883.0424,-4747.8589,1993.2349,-3590.4014,-6130.9827,-3293.7780,-4197.8269,5002.3640,-3153.9192,-4965.0060,-75.7570,-1497.0000,-4942.9948,-5102.5176,4116.3420,-218.8576,-1634.9819,-5046.4440,-6783.5780,-5406.2091,-8.7468,1324.6912,-665.9836,6029.1220,4764.5171,-4774.6292,4403.4465,-1338.2409,3159.4861,-5715.7525,1123.6448,2058.4598,2427.2352,2838.6937,3251.1031,-3169.8440,-5224.5275,-1392.9888,-4817.4847,-3508.5076,-5252.5534,3836.0396,0.0000,4370.1948,-6555.3086,1171.2832,-3603.4095,4327.3001,2660.4600,4615.4653,-3216.7597,-603.3787,4874.4404,5069.5085,-4213.0553,-5149.7358,3176.0167,-1051.9331,-5945.9817,5256.9640,3996.1891,1723.9954,6566.6116,1931.4206,-5277.1836,-3940.8867,-5331.5306,5540.3448,-5105.7121,4051.0588,-4489.4847,-5143.7579,6592.1928,-5277.0366,-474.3110,-1995.2094,0.0000,-2052.7600,657.0552,-6039.1818,4706.4173,2191.8026,-3307.8498,3955.5508,-2177.4776,4213.5263,339289.6450,308172.2196,332341.2458,327634.1678,325481.9856,327677.4331,324208.9193,328202.6690,190954962.1188,190924071.2976,190917239.5873,190946138.1031,327034.9747,190940182.2515,3761.9225,126.2752,-4450.9881,4685.7121,3031.2586,-531.8680,6660.5947,2202.7236,5151.3404,-1082.1676,-3251.7968,-813.3048,-3771.2644,-2929.1838,5511.3112,4688.9408,5418.0904,3047.8849,-153.3911,5990.2303,954.0241,4714.3567,4789.0986,-4515.0617,1904.0854,3636.8158,-301.4867,-4494.0434,-1331.8989,-2783.6546,4670.9835,-2884.9799,-897.0478,-1134.1351,-3925.6130,-6514.6158,5244.0599,-3331.9697,-695.6588,-4646.5069,-4564.1020,-3691.5795,-3022.4662,2718.0720,4277.7407,1986.1208,383.4706,-5654.0385,5315.1021,2455.6149,3218.1970,-3085.4022,-1278.2689,-1069.2243,-3650.3371,4807.1948,0.0000,5116.9305,2243.1067,-4091.3939,4489.1636,-4783.1878,-5504.0223,-5102.7211,-4728.0117,-5050.9384,3650.6172,4610.1207,-986.5450,4544.8111,-3800.1057,-2290.8570,-3070.2699,-4420.4218,2647.2960,6478.8922,1790.3272,-320.8934,70.9152,5359.1921,2911.5271,4134.8206,-3293.9111,4292.1170,3775.2729,3668.9125,1507.2687,-4447.5982,-5500.3613,467.2709,0.0000,3567.8939,-5913.7135,3234.0406,-4141.1831,3038.5535,5377.2976,5048.6681,-4356.1812,-4558.0564,171535.9529,167624.9978,170648.4208,166664.4024,174801.8564,170639.3942,158889.3510,169478.6272,20082093.6424,20055407.3735,20097126.0648,20081498.1237,168287.5984,20087665.3564,
