sl_100_86400_20280731 Coordinates.csv
2028/07/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:33 2024,
Start: 2028/07/31 07:47:00.00, Stop: 2028/08/01 07:47:00.00,
TIME_UNITS,STARLINK-2355 - X-Coordinate,STARLINK-5992 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-5306 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-30482 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-31510 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-4470 - X-Coordinate,STARLINK-6333 - X-Coordinate,STARLINK-5278 - X-Coordinate,STARLINK-1338 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-31871 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-30207 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-30298 - X-Coordinate,STARLINK-3682 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-6362 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-30169 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-5817 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-4024 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-5060 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-4438 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-31021 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-31461 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-1296 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-5992 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-5306 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-30482 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-31510 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-4470 - Y-Coordinate,STARLINK-6333 - Y-Coordinate,STARLINK-5278 - Y-Coordinate,STARLINK-1338 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-31871 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-30207 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-30298 - Y-Coordinate,STARLINK-3682 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-6362 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-30169 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-5817 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-4024 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-5060 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-4438 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-31021 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-31461 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-1296 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-5992 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-5306 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-30482 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-31510 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-4470 - Z-Coordinate,STARLINK-6333 - Z-Coordinate,STARLINK-5278 - Z-Coordinate,STARLINK-1338 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-31871 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-30207 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-30298 - Z-Coordinate,STARLINK-3682 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-6362 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-30169 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-5817 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-4024 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-5060 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-4438 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-31021 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-31461 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-1296 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4379.1571,-5393.6366,-3560.3897,-5227.7156,-3257.3521,5511.6392,6484.3607,575.1621,-1451.9697,4795.3172,3175.2906,6345.4186,-117.6225,-4225.6901,5181.2041,-6316.3482,-93.7257,2908.1414,-3094.1293,4080.6223,-2488.4555,-6239.7084,2238.8740,5433.4243,-6433.5094,-5269.5056,5134.1318,-3623.7492,-326.5584,4429.7419,2977.0377,-12.8019,-2688.5298,-701.6081,4756.9551,-396.2171,-5736.8010,-3261.6293,-5382.3067,4124.9328,-4270.8611,4882.5948,2955.1617,3817.9960,-4843.0418,1478.9015,2794.3801,-5954.3808,-902.3091,-630.0594,6796.0893,-1191.0965,3303.2462,-1380.7873,-4407.7336,-3316.3927,-3749.9879,-3533.5846,5167.4400,5560.3599,3973.1229,-1237.4795,4368.3344,-4787.0313,999.8857,-3683.1003,-2672.1551,-6368.3040,-3207.9448,-4192.3012,5225.8138,-1152.7966,2188.9410,-130.2960,3753.7762,4660.2769,-19.2385,6464.2524,-1565.9357,2394.4981,2465.7014,4644.6720,-5946.9285,-165.5094,-4829.8165,4861.6270,4931.7537,-3388.6814,5303.8734,-3756.6793,-607.3087,2595.1587,-3236.4399,752.8139,-2801.7013,5048.2536,1973.7267,-6769.8038,6138.2338,3335.3041,331097.2118,365040.2704,342710.0012,343588.5097,351977.2241,350474.8423,349465.5801,349292.7406,-269041654.2938,-269015390.9706,-269036019.5707,-269044711.1082,347804.8798,-269042727.9785,2052.3935,-3871.6676,2170.9387,2435.2164,-2558.8701,-1721.6094,-1307.5750,6556.6879,5232.9023,-3591.8450,2666.6216,-130.1586,-6215.9605,-4042.7522,531.0149,-1119.0506,6745.0669,-3212.9868,4241.1726,5380.1974,-4407.7981,-2604.9193,6511.5655,1553.1302,-1925.6146,-4286.7776,860.7436,-5529.3160,-6406.0358,-2595.2188,4249.3382,-5106.6888,-6082.1804,-5595.0651,-5008.8110,6201.5400,3013.2067,2682.2766,4263.3773,-1193.0736,2133.4894,-1524.3130,6076.1120,3674.9449,-3637.6208,2908.0086,-5573.7975,2503.7641,6020.6370,-2344.8575,-1004.3252,-6250.0282,3566.4115,-5886.6739,-4453.5922,3803.4023,-5667.4124,2708.1373,2934.0548,-1885.1099,-2818.5714,-6408.5202,-3641.8776,-2157.7497,-4891.4248,-3932.1162,6156.4070,1356.0000,-3775.6771,3973.0653,3486.2132,4578.6905,4346.5463,-5859.8716,-5779.6048,3635.6015,-4728.3628,-2201.9673,1780.8747,-3384.0085,-2468.4959,-649.0239,-2590.9121,4211.1681,4007.3121,-1443.6421,2368.6612,2539.2544,3824.8713,3754.2453,2626.8159,1784.9025,3985.4516,-1446.5416,-3783.9684,4626.8536,4669.2234,1158.1887,3061.9784,2239.6205,-21524.1403,-7686.7481,-18568.2456,-19329.6380,-21169.9502,-19849.3081,-12118.4695,-16086.3577,164828659.2168,164853355.5140,164838318.7667,164850337.4509,-15390.0279,164845128.7290,-4680.3242,-2044.2097,-5536.2019,-3807.8703,-5525.3324,-3839.4858,1889.8283,2187.4861,4110.1620,3425.6005,-5563.7550,2707.9027,3055.1424,-3542.7955,4511.6262,-2607.9881,-1551.0649,5336.1266,-4507.2522,-1494.9091,-4696.4852,1477.3132,686.8030,3875.8696,-1623.8988,106.1616,-4393.9943,2012.2279,-2644.6569,4577.9417,4330.8171,-4695.1273,1844.3273,-4013.4451,576.8111,-2951.1815,2093.3654,5388.1733,-904.2692,-5408.6516,4890.6809,-4621.8118,-936.3602,4356.0704,-3168.8097,-6136.3192,2999.7769,-2503.4384,-3321.1404,-6508.5320,782.8669,2628.5156,-4935.3908,-3375.9731,2849.0980,4588.5115,748.6840,5265.4445,-3524.6729,-3512.1932,-4868.8909,-2183.0351,-3599.0750,-4533.4988,4631.5903,4333.3092,1620.8242,-2202.0070,-4872.4562,3775.0973,-2464.6889,4927.9152,4958.7741,-3689.5531,749.9042,-3590.8170,5016.6942,1132.1274,6509.3532,-5532.7381,5978.2911,4822.2826,2387.4108,5410.9729,2168.9233,4708.6450,4246.9937,5440.5347,-2288.5165,-4446.9426,6376.8329,6185.4745,-4473.3559,-6752.5063,-5132.6556,925.2266,-4723.8447,-1096.6969,733.4283,-5225.3116,-163130.8854,-166813.1119,-165437.3863,-164283.0738,-161092.3173,-170232.7110,-175044.5433,-165963.2731,139198294.5966,139179372.8339,139228627.2370,139203022.5961,-166729.7572,139210335.4828,
3600.000,3939.0708,1552.3919,1521.0209,4435.2619,5610.1651,-5793.5151,-3498.5123,-679.5868,-3150.0968,-4199.6320,1443.9852,-3986.9791,3190.5087,4075.6116,-4275.9136,4643.8074,-2139.4731,1229.6652,454.6960,-4268.1230,5697.7088,6546.7503,-3998.2708,-4374.8014,4745.6768,4990.5272,-5964.6137,5346.9998,2643.2282,-2659.7655,-5799.5418,3943.2146,3637.5143,4093.8462,-2276.8076,-1392.0346,1977.8957,-662.3917,3312.7596,-1768.9021,232.1496,-1259.0329,-4549.4392,-5459.4667,6288.6725,-4586.9023,-709.8259,5016.9671,-2612.6154,4812.2231,-5509.9821,2865.3083,-4475.9380,4086.2533,5027.7085,180.8914,4924.3579,-312.7819,-6668.2732,-1580.3722,253.2721,3010.3271,-3129.5543,5231.7420,3249.3639,6400.8411,-168.7214,3190.0261,2336.3416,42.9948,-6059.8091,-1606.9606,-2425.1590,2909.1801,-867.1932,-6374.7195,3917.2165,-5036.5506,-1426.2256,889.8378,-6340.0306,-1206.6092,6524.2179,-3745.9933,-39.3655,-3616.1852,-5031.9328,1611.2438,-5196.8735,1643.7578,-1923.1975,-6118.1733,202.2047,-5505.2973,4658.7819,-5369.5744,-5430.6641,4316.9414,-5829.2136,-5068.1559,326301.9117,356209.7900,335172.2734,337149.2914,345216.4332,342975.7105,342512.0890,339329.8552,-302542580.7109,-302520972.5549,-302530114.1434,-302552598.5142,340687.5746,-302543042.1508,-5438.1261,2969.7595,-5634.5732,-5267.5069,-941.2769,3801.7179,2979.8126,-6298.5096,-4304.9636,5418.7579,145.5242,3164.6820,3957.2514,-396.3337,3632.8187,-2171.3257,-6214.9938,5015.0019,-6580.8521,-2356.0158,1858.0991,360.9901,-4841.1664,2764.6650,-719.4341,1391.2025,2910.6614,4026.0585,6341.4033,5921.0348,-3482.2536,4354.0832,2938.2007,3202.5893,4883.5330,-6558.9868,-4664.1685,1536.5445,-5437.2593,4911.4764,-4665.9074,4167.7024,-2942.7824,444.1030,2235.7494,-4428.8658,6862.9941,-4631.2397,-4340.3174,782.4770,3058.6863,5989.6580,635.8796,2986.2507,515.0493,-6428.3661,2502.3248,-4952.2067,-1649.0071,3779.8383,4528.3979,3318.4118,5804.5568,-1910.6789,5391.6821,2050.3844,-4784.5428,-3087.4243,-558.1034,-4138.2500,-1519.6819,-6507.9472,70.9091,6269.3057,5687.5733,-2606.7768,2510.3613,4020.0670,-4985.8230,5799.6684,2154.9494,4680.2956,1134.0105,-4970.0608,-4027.0946,5059.8734,1738.5196,-5968.4652,-281.0436,-6446.2043,-5641.6803,-1500.6462,-6571.0506,1862.1159,27.1990,-2792.2762,-2843.6827,-1283.7197,-1096.7490,3018.0040,60668.0078,83426.1862,70168.5631,69792.9437,66010.3524,68451.8454,74305.7875,72137.6719,89516817.7579,89546993.5794,89530661.8594,89535158.7906,71839.5488,89534015.3606,396.0225,6071.8825,3722.9930,549.1432,3901.4408,-212.7339,-5127.3229,2821.8923,-4248.7967,815.5634,6770.3467,-4669.0307,-4718.5238,5460.5758,-4016.5130,4640.8810,-2173.3446,-4558.7651,2069.3901,4894.0792,3413.2006,2211.0640,2899.4673,-4504.8023,4955.7796,-4400.5613,1508.1698,1718.5763,-970.5995,-2302.1083,79.3133,3673.5037,-5083.3480,4555.7209,-4367.2679,-1535.4598,-4558.3586,-6655.2113,-2731.8206,4507.6711,-5004.2637,5331.9227,4136.2917,-4145.0585,-1466.7092,2751.0744,550.7919,-1170.7851,4720.8691,4938.3097,2836.5919,1818.1778,5235.7910,4711.9885,-4683.7623,-2302.9903,-4035.8953,-4802.0332,-733.1570,5464.5011,5170.0836,5211.7849,-1341.8345,4120.1120,-2622.5827,-1650.2695,-4981.9980,5235.2137,6510.2455,-5531.6526,-2551.5506,-1321.3561,-6518.8991,403.9323,-3876.8539,-616.9194,-5099.9680,2520.1628,-4607.5005,3642.7516,-1798.1168,-4693.2643,1979.6151,-2905.6708,-5287.6154,-3055.5707,-4445.2941,-3073.9629,4558.5151,1911.4128,-3539.4982,-2935.7915,1751.1063,3780.1457,5162.8800,3325.1103,3213.5904,5290.8686,3513.1168,2923.4224,-163549.0561,-167389.2611,-164923.2135,-166948.3297,-160817.3817,-167126.6034,-176209.0983,-168166.2689,139186090.1984,139165379.1143,139214610.5416,139191061.2970,-167048.8516,139197108.8238,
7200.000,-1023.7216,1709.0520,60.0405,-1988.7649,-6175.7750,3564.5129,-721.5642,1429.6341,6275.8008,1490.4174,-3327.0519,807.5298,-5885.8045,-3545.2672,2644.4974,-2115.3304,4075.8870,-3977.8242,1820.0911,4025.8386,-6876.2747,-4548.9775,4956.1439,2515.8512,-1944.7478,-3012.5014,4046.0271,-5313.7061,-4180.9757,346.9245,5074.1551,-6276.3203,-4472.2451,-6512.9640,-1778.8518,2962.7404,2601.5443,5539.9737,391.0963,-76.0398,2927.6609,-1867.0218,5071.0765,5619.0245,-4589.0019,4809.1846,-1816.8460,-1992.9108,5754.1692,-6909.1413,2033.3321,-3753.3718,5181.0639,-6163.2883,-4749.7986,2463.1163,-4832.4163,3079.4462,5200.0452,-2531.2654,-3580.7697,-4896.8870,-542.8929,-4723.1948,-5486.2857,-6598.1252,3925.5699,1043.5098,-2540.2149,4098.3774,3478.4033,3133.3592,3653.9764,-4438.8448,-2906.7845,5308.5124,-6614.2799,1487.2474,2364.2393,-2854.4561,5971.1139,-1659.8857,-4427.2740,5324.1144,5189.1266,1744.0904,4339.0766,-9.7673,4229.2802,587.5441,2392.8377,6477.0527,2433.1998,6791.2185,-5919.7607,4091.1321,6876.2239,15.4280,3494.4526,3373.9091,301549.4436,324854.0606,306385.8683,311206.1981,316891.3011,311101.9787,314413.5266,313333.5725,-315393767.2417,-315377869.5438,-315377279.2864,-315405286.1049,312044.4651,-315394082.2952,5132.2991,1427.0660,6916.6814,5870.3531,3074.0236,-4284.9571,-4751.2505,2833.5357,2395.8665,-4969.6599,-4621.0301,-5820.8154,-1054.2572,4752.8890,-6306.5442,5380.4980,3272.0023,-5569.7635,6462.4448,-2043.7825,583.6269,2568.4314,1140.5053,-6071.1841,4174.0397,3141.5789,-4856.9958,-629.0655,-3835.1838,-6705.8303,524.0770,-2912.3302,1458.3659,-572.3166,-3819.6002,3718.8466,5214.5539,-2404.8831,5094.1065,-6863.3867,6001.8613,-6122.3103,-1698.8790,-3803.3704,754.6553,4493.1796,-5511.9992,5203.0787,2075.3819,-507.8915,-4662.6712,-2746.1669,-3958.4895,296.0995,3646.4030,6132.7439,2068.2597,6052.2344,-578.8208,-5325.2612,-5512.7158,834.9613,-4379.4943,4926.3663,-3797.9435,232.1206,2386.3378,4892.1379,4775.0124,4107.4377,-2145.5385,5110.2609,-4056.9215,-4299.0120,-4244.9310,262.1348,-576.1741,-4931.8840,6519.5548,-6269.5689,295.7831,-6512.3219,1407.1564,4022.5494,2824.6930,-6686.9253,-5048.4960,6781.5043,-3717.0587,6660.1992,6338.4505,1458.2074,5918.3336,343.7453,2877.3987,-939.9968,769.4890,2580.8119,-2257.0266,-5029.7110,139332.8739,169547.4298,154579.6279,156276.3388,148865.2770,154417.9857,156393.1493,154582.5614,8101724.2534,8135471.9835,8122681.7039,8114016.6427,154549.7135,8119920.7203,4216.4043,-6584.7338,344.1889,3039.5503,209.2802,4112.9523,4917.3469,-6171.4618,1143.5031,-4563.9396,-3966.8746,3614.0377,3497.9723,-3406.0692,888.2199,-3811.3257,4526.1610,709.8847,1649.2626,-5240.1511,58.1026,-4547.8097,-4698.5487,1954.2288,-5152.2807,5207.5857,2523.2272,-4382.2376,3980.1663,-1528.2335,-4448.6307,-442.1963,5044.0716,-2266.9839,5496.9215,4958.6997,3516.7918,3242.9012,4664.9305,-731.6541,1485.2200,-2556.1890,-4240.5252,1051.1226,4994.8464,2217.1706,-3780.0189,4103.3792,-3265.1975,-487.6497,-4689.6596,-5084.7544,-2334.1319,-3141.6024,3393.0615,-1715.7046,4363.6047,1232.6212,4499.7449,-3470.6113,-2049.1037,-4765.0826,5067.5490,-1226.8099,-1395.0730,-2081.3963,5148.2853,-4715.1926,-4362.5740,3735.6881,5357.3772,-3283.5483,4298.3639,3111.2728,4638.8881,4412.4277,1875.3155,-4631.0203,-78.1971,531.2800,-3515.1400,425.4805,-5125.7251,-1628.9147,3027.5655,-493.0689,1926.7837,-1296.8811,-4037.0617,1786.8328,-1464.2236,-2053.9507,2310.0674,1383.2450,-2267.3538,-5494.0003,258.2968,-6460.2250,-5508.2337,2581.8607,-163986.9935,-167947.3080,-164963.5520,-168918.9039,-160968.6902,-165065.6531,-176709.6434,-166094.7044,139174563.3550,139151609.6863,139199644.7235,139181462.4330,-167352.7915,139183846.1297,
