sl_100_5400_20280419 Coordinates.csv
2028/04/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/04/19 07:47:00.00, Stop: 2028/04/19 09:17:00.00,
TIME_UNITS,STARLINK-31146 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-5886 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-1168 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-6316 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-4351 - X-Coordinate,STARLINK-1523 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-6208 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-31320 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-2545 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-6042 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-30268 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-1139 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-30534 - X-Coordinate,STARLINK-5415 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-31531 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-3668 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-5731 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-5893 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-11083 [DTC] - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-2169 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-6335 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-5073 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31431 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-1191 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-5886 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-1168 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-6316 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-4351 - Y-Coordinate,STARLINK-1523 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-6208 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-31320 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-2545 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-6042 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-30268 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-1139 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-30534 - Y-Coordinate,STARLINK-5415 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-31531 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-3668 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-5731 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-5893 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-11083 [DTC] - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-2169 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-6335 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-5073 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31431 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-5886 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-1168 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-6316 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-4351 - Z-Coordinate,STARLINK-1523 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-6208 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-31320 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-2545 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-6042 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-30268 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-1139 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-30534 - Z-Coordinate,STARLINK-5415 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-31531 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-3668 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-5731 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-5893 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-11083 [DTC] - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-2169 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-6335 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-5073 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31431 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5673.2588,-4059.1791,3094.1587,-2425.0808,-5145.0995,-2850.3160,-4146.6533,-3219.2086,-1475.4462,-5844.1905,4959.6769,4220.2881,-1227.1544,5600.7727,-5220.8172,-3953.3958,-2559.3634,-1134.6119,-5632.8161,0.0000,-6068.5152,2443.5119,-163.1236,5132.9808,4226.7084,-2830.7821,-5875.9888,-5636.8780,1605.2865,6748.7480,-2621.7362,-5318.1043,6546.4766,-3272.1547,1903.0904,-6648.2090,-5078.2214,-4307.1867,582.4489,-4059.3641,2450.0044,-3050.2451,536.8914,2415.2192,5135.7201,-399.0900,-5569.4705,54.8933,-4895.0116,-4064.2460,5987.3914,0.0000,-4495.8292,1736.8154,1908.3446,5090.2107,-4559.5590,-1264.0774,6705.4992,4739.1636,-4602.9172,1952.8071,-575.1423,-5779.3188,3210.5635,-2695.1573,-3810.8490,1305.3860,-1182.5581,4608.0387,3108.4939,3976.5362,5571.6985,-4554.4035,3659.5228,1184.7347,-4166.8208,-3215.4445,4977.1035,-5080.0991,6176.0656,-2690.8043,-4899.5659,-2531.3734,4755.8674,-2764.6831,-2194.0570,4203.2804,-1355.2083,-2310.2195,4257.0958,4526.4857,6587.8895,-5777.3159,-1699.2517,-318.3996,-163.3873,-4190.8360,6265.0477,-6041.3936,-395585.4861,-390806.8407,-400601.1610,-400943.5216,-404240.8629,-402791.6262,-394901.0988,-398346.4776,-192487574.3589,-192490896.6588,-192493426.9376,-192497572.6038,-397851.6800,-192499866.3215,1979.6567,2615.0255,-2773.8056,-5985.1270,-3586.6243,3311.2337,-188.6941,-3736.5841,6355.6387,-552.8930,-3231.1263,4102.4976,-4005.7582,-4040.7295,3304.5660,2021.6876,6200.0569,5818.6269,1413.3263,0.0000,-3021.5612,5637.6769,-4303.3787,1165.8234,-523.3398,3979.7530,2857.7373,-1944.6024,-6667.5764,417.4498,5996.7567,-1152.4655,63.8134,-5867.6790,-3627.2262,-1413.4642,-2349.1605,-2722.2841,-6626.8171,-5627.6734,6271.1943,-4966.5847,3710.0055,6425.7490,832.4218,-5379.2779,-4113.8088,4381.4040,-378.6455,-992.6734,-1079.5832,0.0000,-1217.9667,4904.1433,-3862.7834,-4192.4639,4452.3672,-6752.4953,805.0623,3152.7831,4714.7572,-5353.4226,-6302.5514,-2752.5238,4870.5947,4243.8667,-4990.8015,5875.8705,-6081.8221,4874.8148,3085.3690,4165.1781,-3201.8207,-2901.7738,3538.5100,-2098.4722,162.2548,-5486.2331,3748.7439,-1602.5786,-2513.1948,-233.2997,-3682.4547,4690.9265,4827.9186,4453.0825,-6471.4067,-5386.7399,5920.6199,-3856.2744,692.8106,4603.5534,1908.5131,3125.0728,5192.1880,-6863.2624,6024.4111,855.0729,606.4004,-26.5304,48235.1835,26699.4023,40236.8894,39774.2884,31825.0024,33219.9444,32600.4946,34437.1222,299456780.0187,299425738.5320,299470324.5269,299465295.2776,34842.8823,299471044.3085,3420.5121,4918.2886,5374.8114,2042.1520,-2981.4273,-5362.4289,5494.1386,-4767.6593,-1711.4624,-3690.2347,-3334.7035,3478.3215,5417.5666,205.0468,3154.4545,5280.0965,-1349.7033,3613.4075,3738.7923,0.0000,-898.4535,2993.7891,5363.8303,-4518.7972,5448.0576,4761.9919,-972.9821,3321.7434,444.8088,353.5508,-2190.3026,-4081.4844,-2276.3025,-1552.1982,5423.2542,-1326.2593,-4014.4310,4520.9295,-1847.2713,-130.0206,753.5114,3728.4411,5760.3224,415.7687,-4528.2716,4111.6977,92.2383,5318.2915,-4810.3753,5435.6993,3304.3887,0.0000,-5153.7938,-4586.1838,5381.1398,1821.9556,2414.2822,162.9797,-1485.2082,-3731.0446,-2133.1149,-3836.5041,-2764.5254,-2667.5884,3598.7340,-4711.0314,-2630.5918,-3305.9710,3054.4226,954.3936,5282.9858,3786.4321,-2590.7153,4282.1424,4685.7247,6515.2281,5484.9162,2622.3107,3018.4319,-4297.6849,53.6291,6350.9344,-3183.2775,4416.6236,106.7646,4335.0900,-935.6388,1065.7843,3229.2998,-5242.6803,-5399.0374,2524.9766,-675.7573,2208.2693,-4121.2737,836.5966,3326.2306,-5368.1730,2802.5131,-3363.6407,-64098.6010,-66023.4264,-66518.6453,-64771.4675,-61967.1197,-71374.6696,-75766.0058,-65848.6218,53905175.8413,53882181.5499,53879539.9304,53893350.9400,-67555.0430,53897250.0439,
300.000,-5695.5453,-2183.0319,1270.9556,-3681.1809,-3838.0361,-829.0069,-3868.8405,-4955.5643,-273.4582,-6337.6516,3236.1480,5593.6161,-3290.5686,4663.3373,-6045.1554,-3420.2705,-1146.0093,-547.9253,-5834.3454,0.0000,-6263.2944,3301.3682,-2226.3673,5731.7699,4198.0384,-1748.6984,-4753.1189,-5066.9815,318.4429,6369.3712,-1090.0835,-4521.2801,6711.6981,-4003.2500,-157.4346,-6919.6488,-4685.8204,-4964.8007,-750.7075,-4375.3599,3799.3177,-4157.6738,1649.2736,3386.9139,6040.2099,-1917.5532,-6202.1074,2066.4218,-3957.3787,-4078.2373,5983.7651,0.0000,-5498.8131,3507.9816,-250.0276,3529.8501,-3556.1161,-2392.6620,6893.9386,5041.9056,-2936.6045,-102.5358,-1918.9032,-6025.6389,3825.6760,-1591.1356,-5247.0169,2770.3899,-2590.5199,5624.6784,3975.8128,5441.7373,4944.7265,-5945.4084,4856.0537,-903.5220,-3703.8401,-3882.0778,6204.3511,-6172.6258,5354.2532,-4384.1569,-6090.2113,-865.5263,5388.9559,-660.5531,-3303.6108,3212.3726,253.5285,-4222.5827,3921.3128,5307.1798,6757.6804,-5045.1057,-416.6515,-1512.6427,1219.5525,-4060.4587,5400.7143,-4966.8346,-396624.3106,-391278.7800,-401158.1803,-401528.1416,-404929.4800,-403436.4684,-395638.4169,-398698.8131,-198979136.7030,-198981598.2024,-198985015.4456,-198988686.9834,-398522.4566,-198991511.5806,3471.5616,3587.3221,-4002.9042,-5682.3794,-3209.6572,4102.3063,1971.5092,-3063.1028,6736.7660,1202.9130,-4235.9207,3448.1543,-3523.7333,-4845.3995,3253.5645,3980.1331,6033.5531,6718.7703,2963.9010,0.0000,-1418.1276,4124.9747,-4524.5104,-784.4043,-2613.7709,5512.2289,3705.9371,-226.3589,-6497.8170,-829.1801,5712.1665,656.2277,-1518.3410,-4621.6176,-4363.0026,81.0101,-455.3274,-649.1477,-5943.9336,-5007.4755,5552.4483,-3264.5588,1892.9667,5571.0689,-691.9353,-4092.6728,-2727.7156,4744.7399,1497.8513,1194.4083,-2828.6637,0.0000,465.8096,3685.8669,-4163.6008,-4950.8336,5734.5368,-6231.9480,-403.8648,1114.5316,5285.2502,-5186.1929,-6547.1724,-3393.9530,3114.9414,5703.4506,-4162.5004,6051.0424,-6252.5393,3731.8455,1087.6048,3565.9103,-4706.8100,-1906.0110,1743.9314,-2790.8711,2289.8950,-3972.7450,2575.4184,-271.3975,-3502.1280,-1243.8760,-2861.3765,5824.1190,3742.8509,4933.2936,-5987.2842,-6079.9742,6595.5955,-3253.7269,-1455.7135,4441.9852,706.5994,2235.0886,6269.9851,-6684.6836,6555.7984,2930.0932,-842.4634,1408.2845,39957.3785,18208.1679,31828.7150,31274.2565,23353.3629,24740.4643,24174.6430,26343.3031,295182201.4811,295151469.2847,295196372.7242,295191330.5430,26396.5779,295196504.7074,1829.5076,5464.4701,5340.1941,254.2276,-4816.6681,-5506.9133,5344.9782,-3620.0340,105.5110,-2540.1448,-4213.0709,1896.0797,4865.4892,-1593.8973,1020.3476,4480.8255,-3018.5380,1675.3890,2216.4548,0.0000,-2353.9969,4332.3616,4680.5979,-3827.6738,4835.7798,3621.2678,-2708.1618,4564.2724,2207.9474,2134.4639,-3718.4756,-5040.0537,-817.7309,-3190.0014,5209.1688,209.3165,-5026.1273,4618.0406,-3433.6266,1975.6461,-809.5616,4462.0864,6397.0006,2180.7767,-3255.5532,5054.8455,-1438.3214,4552.2629,-5417.3696,5383.9427,2038.0852,0.0000,-4217.9728,-4712.7146,5488.4038,3132.1226,965.8835,-1638.7526,321.8717,-4434.2753,-3379.7914,-4503.8012,-1061.6270,-484.2749,4755.2252,-3520.8576,-1215.5683,-1689.3063,1395.3340,-607.3862,5486.3795,2280.9841,-1176.3245,2924.3637,4609.5799,6297.5629,5340.1846,4053.5264,1684.0034,-2942.2913,1870.4036,5186.5278,-1549.3495,3642.5681,-1706.0577,4635.2635,884.0010,-750.2269,1943.7039,-4389.5092,-5500.2247,455.0838,1142.8171,4186.6472,-2708.0842,-979.3301,1718.3870,-4694.4091,4191.0223,-4601.1453,-63965.5305,-65914.0573,-66308.2544,-64823.6703,-61774.6077,-71009.7273,-75750.6849,-65630.6753,53911246.3106,53888269.9388,53885953.7587,53899130.5187,-67436.9371,53903522.2772,
600.000,-5165.3323,-107.4483,-649.5404,-4544.4191,-2151.3799,1253.7095,-3263.1242,-6183.9773,959.2997,-6231.3577,1183.2625,6383.4796,-5020.0727,3250.2619,-6218.3792,-2596.2216,414.4076,72.2743,-5470.2437,0.0000,-5838.5693,3868.9279,-4047.2549,5806.2579,3806.6899,-526.6512,-3076.5815,-4010.0523,-1024.8819,5316.0379,583.2543,-3295.9312,6227.8679,-4367.2858,-2176.8380,-6517.2058,-3871.2206,-5159.3061,-2045.8308,-4265.6597,4760.2080,-4902.3627,2665.5858,4039.3240,6357.4028,-3283.9645,-6240.0217,3848.3833,-2669.3021,-3739.1414,5412.1043,0.0000,-5993.3697,4967.8270,-2376.0612,1601.9801,-2197.9835,-3296.9294,6394.8858,4871.4533,-971.9099,-2164.4367,-3059.5630,-5610.8327,4104.5713,-366.4278,-6139.0641,3937.6817,-3726.2914,6059.7753,4498.3032,6352.2753,3846.3012,-6741.1569,5616.0776,-2870.9474,-2929.4937,-4201.7362,6826.2163,-6641.5485,3927.5273,-5564.4001,-6667.1482,854.9544,5465.8701,1506.7985,-4090.4259,1894.6151,1819.3343,-5713.9410,3257.1171,5540.9363,6249.7122,-3732.8662,878.7123,-2567.7117,2461.2254,-3570.4917,4014.5049,-3422.1925,-397490.2923,-391568.4836,-401533.7057,-401927.1403,-405436.9190,-403894.2504,-396197.5483,-398874.8318,-205375817.0919,-205377427.6294,-205381750.4217,-205384974.0421,-399013.8879,-205388276.8428,4602.8389,4259.2580,-4863.4459,-4778.7865,-2428.5755,4545.5848,3937.9301,-2118.7037,6392.5740,2822.3494,-4846.0472,2459.3010,-2737.4264,-5181.4093,2835.8166,5540.1222,5265.7119,6934.9507,4199.7141,0.0000,347.3398,2186.3650,-4339.7488,-2636.7183,-4434.2891,6481.3726,4161.5007,1552.6697,-5675.8461,-2012.4887,4883.1870,2435.6076,-2945.7073,-2900.7454,-4697.6722,1569.6769,1514.1932,1477.9037,-4679.7022,-3860.3450,4251.9741,-1254.4542,-83.0470,4144.6438,-2114.8467,-2405.7681,-1065.3565,4678.9496,3260.2987,3257.9368,-4288.6192,0.0000,2067.6052,2147.8230,-4109.5674,-5237.9931,6426.7607,-5075.9740,-1576.2451,-1045.7637,5372.3660,-4543.2937,-6141.2530,-3670.6209,1036.7770,6596.6681,-2917.5439,5621.4826,-5807.4362,2195.8755,-998.5259,2633.1951,-5747.7100,-752.1907,-193.9198,-3278.5637,4197.5126,-2048.7684,1167.8121,1055.5475,-4121.5719,-2183.8492,-1771.0249,6410.5313,2247.7767,4953.0976,-4897.3423,-6172.6147,6622.8130,-2376.3631,-3470.3638,3830.6669,-579.2652,1151.9913,6711.2334,-5841.3404,6433.2800,4698.4581,-2249.4297,2749.9475,31654.8866,9711.6595,23405.0146,22759.0338,14868.5165,16251.6161,15733.2956,18254.3706,290766930.9560,290736525.8388,290781727.5584,290776740.2598,17937.4671,290781269.8252,41.2237,5417.3053,4700.5044,-1562.8775,-6140.2892,-5059.8704,4614.0455,-2072.8405,1910.1699,-1118.2171,-4613.4581,102.4206,3774.9925,-3220.6060,-1222.7099,3196.2101,-4351.7375,-441.0287,454.4163,0.0000,-3547.2418,5187.5741,3486.0366,-2728.0402,3703.5515,2074.5942,-4109.5300,5295.6795,3728.2421,3670.0560,-4843.8773,-5429.5971,728.5209,-4481.2170,4405.6295,1722.3571,-5490.5376,4195.3611,-4648.4264,3870.1553,-2279.8517,4715.9342,6334.2930,3706.4206,-1629.1511,5421.7319,-2814.4513,3291.4720,-5431.5659,4739.1984,552.8720,0.0000,-2833.9388,-4336.4920,5000.2196,4093.5228,-591.3339,-3260.5148,2094.1577,-4637.1350,-4264.0566,-4676.4177,756.3258,1750.8612,5385.9320,-1947.0218,336.9171,113.4975,-414.6591,-2099.5956,5086.4803,527.2785,364.3235,1248.4729,4038.1290,5413.0996,4615.2186,5040.8617,168.6725,-1259.7512,3462.0686,3461.7513,252.4517,2477.4939,-3323.6549,4411.4700,2607.3891,-2485.3709,445.2809,-3061.8315,-5008.8745,-1663.5386,2836.6966,5716.4353,-993.5966,-2689.9657,-77.2099,-3504.1444,5122.9287,-5343.5218,-63832.9661,-65805.1506,-66099.9750,-64880.4521,-61585.4004,-70638.4359,-75730.4194,-65545.0000,53917313.1527,53894358.7061,53892377.7541,53904952.4755,-67318.7938,53909794.3758,
