sl_100_86400_20280525 Coordinates.csv
2028/05/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:15 2024,
Start: 2028/05/25 07:47:00.00, Stop: 2028/05/26 07:47:00.00,
TIME_UNITS,STARLINK-31628 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-2734 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-31630 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-30414 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-2117 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-5620 - X-Coordinate,STARLINK-2144 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-32230 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-4035 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-5189 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-4792 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-2713 - X-Coordinate,STARLINK-2660 - X-Coordinate,STARLINK-31093 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-5923 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-2237 - X-Coordinate,STARLINK-30391 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-31112 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-30221 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-4450 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-1407 - X-Coordinate,STARLINK-4362 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-30977 - X-Coordinate,STARLINK-5714 - X-Coordinate,STARLINK-5191 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31628 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-2734 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-31630 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-30414 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-2117 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-5620 - Y-Coordinate,STARLINK-2144 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-32230 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-4035 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-5189 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-4792 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-2713 - Y-Coordinate,STARLINK-2660 - Y-Coordinate,STARLINK-31093 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-5923 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-2237 - Y-Coordinate,STARLINK-30391 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-31112 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-30221 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-4450 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-1407 - Y-Coordinate,STARLINK-4362 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-30977 - Y-Coordinate,STARLINK-5714 - Y-Coordinate,STARLINK-5191 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31628 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-2734 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-31630 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-30414 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-2117 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-5620 - Z-Coordinate,STARLINK-2144 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-32230 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-4035 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-5189 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-4792 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-2713 - Z-Coordinate,STARLINK-2660 - Z-Coordinate,STARLINK-31093 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-5923 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-2237 - Z-Coordinate,STARLINK-30391 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-31112 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-30221 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-4450 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-1407 - Z-Coordinate,STARLINK-4362 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-30977 - Z-Coordinate,STARLINK-5714 - Z-Coordinate,STARLINK-5191 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5031.6140,341.7588,3530.2917,-852.4990,830.3294,-3302.4651,-3880.5494,3989.9815,0.0000,-37.6898,-1863.2409,-2813.9924,-3113.0319,-5762.8915,4150.1244,-2223.4328,3623.4152,-2808.2397,-4034.0245,2413.7100,2259.4350,3427.8195,6343.3042,-4032.4761,-6375.4040,-3608.1837,1956.1666,-4685.1564,1614.9501,4860.4978,1992.3372,4105.5311,-4970.6163,392.2067,-541.0935,2136.7694,-573.2530,-1677.1948,-748.1114,5289.8719,2928.8617,-3304.7988,5837.5050,-3487.8643,-1294.0263,-3949.5286,5770.6421,5153.7689,-1481.9661,2836.4652,2064.1681,913.1375,-3275.6181,2001.9798,-3837.9943,-4341.7108,4639.5612,-4358.9744,631.8167,-557.3146,3275.7659,-565.9537,4102.7494,2240.7445,850.5861,4478.3466,4004.8275,0.0000,-1651.3527,898.6277,-4655.3376,-4070.1902,6873.3971,-1351.7274,787.7107,-3597.3376,1809.4132,3627.3429,1388.2169,6151.9623,5860.8007,2853.9342,3019.7622,-720.0390,4619.9040,-5713.2590,-4142.3401,4049.3601,-6612.2127,-5338.2015,-4510.9374,3124.7495,5591.3664,-1606.3653,-1721.5582,4824.1358,3359.2151,-5886.9661,-4590.5009,4214.4582,-100490.9013,-75924.0551,-92702.5792,-92820.5356,-90950.4101,-90504.7325,-83770.4476,-87499.5626,-231042412.6451,-231057742.5454,-231057959.5715,-231056252.1477,-87459.4644,-231057708.8798,-1496.8891,4007.6800,4204.1471,3970.3512,4329.2644,-861.0954,-3354.3405,-1364.6210,0.0000,6677.5976,2058.9779,4467.3969,-4822.6257,2091.8382,-400.5766,5534.9278,-2080.6930,-3194.8038,-5134.3573,-5156.3128,5141.1910,5150.4260,2512.2882,-1083.5476,-130.7152,4576.1655,-4372.1287,2555.1398,-4964.3644,-3769.7166,4192.0414,-5107.8407,171.2843,-6558.4557,-4214.2441,1846.5458,-5012.5354,4930.3350,-5824.8765,-4319.5500,5112.0918,3402.1970,-1635.1606,5875.6710,-3914.3958,2504.0077,3721.3329,-2473.6349,-4243.5918,-5953.7304,-5881.0661,-6365.1580,5134.4467,5825.8281,-2855.8287,-3186.8061,-1840.7922,2730.1345,-5715.2477,2501.9917,-4049.2505,5896.6864,2632.9097,-4553.1448,-6002.5435,5243.7670,5250.3703,0.0000,6186.6869,-5578.8585,4699.5446,-5512.7246,429.3370,6699.1287,-5331.7591,3492.7305,6276.6538,5433.9096,-6299.6495,-417.9049,-2341.3963,3536.1837,-3695.3113,-6715.0756,4212.1464,3056.4686,-246.4875,-2626.2538,-1322.1377,-2302.3587,-3281.6154,-4680.2686,-1673.0476,4599.8806,-3991.7708,4582.5447,2513.4209,-1452.9720,4299.3534,-2849.0916,343157.4803,314279.3039,333403.0962,332636.2711,324244.3104,326189.2772,330267.1045,328781.0464,254229612.2673,254246946.7733,254254383.2976,254250239.1658,330407.7218,254243046.1136,-4438.4253,-5359.6872,-3810.3288,-5377.4207,5286.2703,-6036.3566,4610.9346,-5460.1329,0.0000,-1719.4586,6344.8046,4528.7358,3849.5685,3183.4394,5405.8951,3510.2575,-5485.7799,5456.3498,-1853.6149,3890.3510,-4035.7568,3117.9042,-380.7514,5517.0576,-2634.9548,-3557.2476,-5084.0625,4401.9396,4512.8267,2931.4603,5092.5097,2286.4134,4567.9738,2186.2987,5488.3358,-6351.8767,4586.6322,-4565.2955,-3636.7815,-1113.4330,3605.2738,-5020.3718,3337.2180,696.4754,5347.1324,5079.1449,689.6704,-3696.7685,5144.2640,-1368.7644,-3039.5731,-1817.8140,3022.6832,-3183.0885,5018.5542,-4363.7851,-4651.4485,4633.5739,-3818.3805,6452.9495,4559.3772,-3622.9044,4776.1984,4706.6008,3339.1726,461.4617,-2030.8756,0.0000,-2501.9627,3887.7544,-1949.3039,889.9094,518.3651,1012.1314,4349.3859,4763.8795,2339.8654,1986.1017,1456.5209,3152.3996,2856.9578,-4917.2196,-5043.5062,-1518.7549,-2963.0957,2409.3034,5515.7797,-4874.1926,708.0710,3666.0187,4114.9539,4042.7557,-3424.7159,4884.7625,5345.4975,-1500.6882,5191.2148,3334.5285,2898.8145,-4668.0323,169311.1963,164399.3616,166920.0566,168459.4676,171406.3611,162087.9089,157546.1817,164973.1043,109258136.8313,109276442.4604,109245143.6836,109249867.1038,165794.6427,109256422.9037,
3600.000,-2371.5966,-5215.9069,-4054.6184,-4076.3732,-4421.3885,5020.8228,5745.1307,-1712.1564,0.0000,-1591.5105,6108.5234,-770.7275,5807.5051,5625.9362,-4264.4986,-1699.4092,-949.7691,6048.7643,4195.5579,1797.5043,-3941.5831,-4826.8796,-5183.1861,4634.9242,2931.5843,2274.3336,2122.3484,3488.2219,2515.6291,-3769.2423,-5315.5557,-1467.7345,227.2789,1855.2193,1858.0917,-3191.2851,4630.4822,-2401.9087,2738.2531,-2292.9598,-3973.9658,2057.2594,-5497.9519,738.3699,5554.1552,3411.5667,-5664.3616,-1188.0236,5094.5351,738.1869,1584.5728,1466.3458,-985.9738,-3511.2977,2095.2272,5339.3827,-2472.7657,1449.5993,2676.0124,-3940.9758,738.7089,1291.9053,-6712.6893,1241.0798,1634.1253,-4649.1596,-4186.3790,0.0000,-1460.0245,3239.8991,3219.2543,5314.2484,-5717.9710,-1478.5993,2341.5264,2750.1034,-3896.8823,-5458.0867,2254.7281,-3738.5033,-5133.2864,-6348.3115,1233.4669,-1563.6230,-6417.5139,4538.1632,4621.9601,209.4124,5475.2049,3785.2528,-1.5165,921.3198,-1303.6039,-567.9416,5045.4142,-5162.3847,-4857.2815,4538.8561,3088.9306,-41.2869,-183375.2022,-152276.7503,-171007.7365,-170364.1149,-170261.0097,-169120.5327,-163878.3435,-167242.3067,-288990003.0530,-289002096.1710,-289012771.7850,-289012137.3239,-166869.3034,-289006074.7242,5010.2548,-2976.5390,1151.6541,-4190.9572,-4707.9859,4401.3994,-392.6024,5111.6815,0.0000,-6128.3184,-1995.5914,-2267.6481,3695.3859,-3862.9058,4530.8649,-4788.6163,5481.8518,1321.9882,1236.8902,4841.9632,-1295.9532,-1579.6349,83.1358,-3028.0308,-1097.4946,-6355.2584,4023.4301,-5696.8715,3502.9536,5396.6918,-3962.0056,3278.1794,-2563.5437,6502.1287,6541.1234,2672.4047,4461.4467,-3554.6370,6309.0878,5083.0946,-1195.7171,-6365.9260,4206.2731,-5068.9743,2958.1921,-5704.9194,-1735.5563,4976.0059,4168.7150,4359.2799,4824.2828,5596.4864,-3989.8676,-2389.0463,-1290.4804,-825.0693,5651.2697,-5564.8896,3143.9794,-2218.1674,2255.7029,-1264.1343,-798.3459,6110.1441,6728.5377,-2708.3597,-1917.4863,0.0000,-4078.6544,4038.9517,-5552.1254,3442.2302,1247.9670,-5395.8706,6295.5959,-6226.7395,-3480.1760,-3580.3150,3459.0688,3430.7534,4601.0675,-1961.9333,2135.6254,5574.1219,-2498.4043,-5055.5162,-3736.0966,4608.5727,-924.8467,-1673.5633,1302.3231,5131.0200,3850.9312,-6729.2894,1049.8226,-816.9267,2625.8950,-2256.9251,-6165.7815,4366.2373,306420.2384,285107.1901,302145.8495,300467.6073,291588.7573,294499.5715,297485.3063,299704.1363,185702425.9609,185716705.3550,185727129.0048,185724605.6680,298082.0088,185714959.0247,4041.7093,2952.9044,5171.4198,3331.4432,-2411.7905,1851.9998,-3813.3749,4287.2221,0.0000,-2731.0987,-2609.5931,-6544.0503,-677.0271,1094.5032,-2831.4432,-4710.5622,4056.9929,-3115.1838,5178.2395,-4581.4553,5516.6526,-4723.1197,4442.6987,-4171.7502,6131.0222,-1007.7657,5280.4409,-1827.9803,-5400.4428,1761.8278,-1914.9019,-5951.2727,-6258.5526,1492.3989,-1424.4028,5551.7667,-2294.1753,5420.1762,-604.4091,4085.4200,-5533.8120,1686.3051,94.4306,-4582.3185,-2476.7480,-1904.8357,3533.8696,4475.7946,-1861.5062,5069.7172,4709.2842,-3345.4526,-5426.5070,5466.1033,-6496.4548,4328.9415,2893.7682,-3869.7554,5516.0081,-5286.7127,-6516.5183,6689.2892,-995.7329,-3025.8058,85.5120,-4342.3027,5136.9650,0.0000,5324.4715,-4512.0450,-2524.9973,2760.7569,3658.6881,-4060.9529,-1716.0522,-1276.2195,-4576.2694,2005.0962,-5172.9482,-4723.6179,705.2700,781.3196,6474.0900,-3795.0986,-647.3906,1283.7007,-3535.1486,5061.0036,3883.3527,-5498.0176,-6815.7799,-4577.1427,5393.5488,-1458.4920,-4591.2594,4370.6693,-3769.8505,-4721.9722,660.2992,5331.9105,169208.3014,164219.2829,167845.5457,166142.2424,172083.5267,165500.7456,156683.2456,166407.8842,109305466.3623,109329157.4359,109301091.1431,109303524.0329,165823.7524,109306882.0836,
7200.000,-338.1711,6258.8313,3503.9926,5919.6669,5566.4265,-2758.9199,-6016.7447,-77.3877,0.0000,3295.9236,-6367.4868,4907.2337,-6138.8490,-2793.5824,2933.2941,5255.0190,-994.2294,-6826.7065,-3614.6744,-5326.7948,5415.8005,5555.9534,2181.8268,-4377.5837,1211.3715,568.6953,-5332.3650,-1373.5157,-5960.7037,178.9810,5946.7929,-2910.2423,3358.6714,-3795.2305,-1794.1111,4432.5535,-6191.0085,5856.6865,-3622.9057,-1866.5396,4872.4525,-407.9831,2995.7197,3284.2457,-6211.2515,-1868.4015,3726.0762,-2674.0006,-5759.2376,-4986.1706,-5124.9415,-3939.2523,5304.6629,5088.5129,-1441.9789,-5340.9571,-93.7319,1183.6967,-5827.1292,6355.1693,-5056.8712,1213.9172,5726.8190,-3691.0247,-3532.1701,3944.1368,4047.1373,0.0000,5014.7243,-6304.5063,233.9161,-5077.8063,2268.5560,4562.1325,-4244.4682,-1044.5082,5612.3650,5103.8965,-5574.9905,740.1621,2327.5566,5256.3294,-5349.9956,1352.7212,5741.4868,-1350.8852,-3986.7035,-3502.4769,-1571.3272,-1975.8399,2735.5493,-4435.8850,-3002.2587,2077.2414,-6744.4213,4125.3793,4003.1528,-2530.5466,-238.1892,-3458.0150,-254068.6369,-218994.4804,-238410.8450,-234828.5885,-238838.6031,-236319.8881,-233094.2498,-234876.7741,-327210249.3883,-327217997.3031,-327238419.0105,-327238311.9150,-235700.3566,-327226611.0870,-6807.5529,908.9435,-5456.4036,2771.1287,3496.1399,-5357.5317,3339.3570,-6886.2538,0.0000,2782.3172,-372.1784,980.3980,-1243.2516,4221.9919,-5894.0731,3363.8390,-6820.2835,223.1623,3712.5242,-3733.6642,-2435.9458,-2293.6856,-3770.5685,5363.1366,3725.1961,4813.0610,-3680.8923,6518.0214,-2030.6419,-4474.7922,2414.8727,-1579.4168,5195.6685,-3921.3193,-5725.3743,-5122.3674,-2296.8701,2228.1250,-3853.3707,-4897.5163,-2886.1144,6333.3512,-5182.2151,2861.9788,-973.0999,6169.5132,-1854.2098,-5995.2284,-2409.0845,-1268.6945,-3058.2955,-1015.1519,2253.8872,-1531.3276,5400.8658,4090.9504,-6737.4137,6788.2126,-466.5550,2627.7506,-1452.2291,-3572.4242,-1165.0940,-5839.0531,-4841.3565,-1531.2138,-2535.6571,0.0000,1216.5639,-1839.2651,4366.1502,373.6048,-3466.6415,2542.7292,-5111.8755,6140.8959,-179.1870,-363.1140,1032.5339,-5990.3723,-5272.0912,-715.1090,-1692.9276,-725.1759,-332.4325,5338.9875,5601.8288,-5641.9024,3852.3770,5509.0192,3329.7422,-4790.8068,-5330.4828,5904.0379,1170.8335,-3724.3356,-5200.6658,5600.6431,5770.2847,-5388.5342,250042.7162,237802.5451,252014.6970,248677.1162,240333.6539,247468.0370,245697.0594,245427.7417,104509729.7019,104523072.3972,104529875.7843,104527055.3942,247041.2321,104521124.4408,-888.2137,2191.9048,-1608.1488,1613.2116,-2076.5684,3418.8587,546.4486,-341.0683,0.0000,5367.0706,-2735.1870,4833.8640,-2939.4878,-4713.4225,-1840.5230,2998.2716,10.6295,-1162.1008,-4387.2525,2295.6031,-3543.9872,3444.4922,-5270.1542,250.1768,-5677.6902,4794.4591,-2603.5667,-1895.0980,2826.1664,-5144.4956,-2532.2519,6095.7124,2729.2715,-4270.8546,-3512.9288,-1534.8131,-1731.6216,-2946.9643,4426.7999,-4520.6101,3952.4781,2703.6164,-3485.1883,5299.8771,-2491.2149,-2501.5091,-5511.9537,-1798.5519,-2800.3308,-4351.5260,-3530.1568,5288.4725,3604.4384,-4456.0657,4109.7013,-1659.6902,1034.8678,723.1114,-3670.7720,1035.6859,4503.6013,-5828.6000,-3543.6811,-528.2619,-3476.3539,5453.9371,-4995.5460,0.0000,-4545.2930,1989.7199,5319.1705,-4678.1375,-5532.3854,4515.0320,-1981.2525,-3029.5208,4073.6184,-4530.6089,3398.2821,3395.6869,-3855.7329,4069.3842,-4084.5337,6739.8335,3832.5004,-4188.0937,-707.0714,-1712.9583,-5358.5621,3602.3083,5426.1502,2330.0568,-2882.3579,-2927.9026,836.3092,-3957.0918,-1263.8755,3182.1911,-3833.3006,-2580.6638,169057.2680,164037.0723,168213.4779,164223.2884,172298.1974,168176.9345,156457.0100,165590.5247,109352851.2228,109380776.2930,109357904.2070,109358365.7484,165837.1408,109357304.9077,
