sl_100_5400_20280428 Coordinates.csv
2028/04/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:07 2024,
Start: 2028/04/28 07:47:00.00, Stop: 2028/04/28 09:17:00.00,
TIME_UNITS,STARLINK-31006 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-5669 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-30582 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-5509 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-30430 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-3761 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-2471 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-31906 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-2185 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-31486 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-5299 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-30378 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-4413 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-30521 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-4046 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-31456 - X-Coordinate,STARLINK-3080 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-31142 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-1738 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-30537 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-1860 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-5352 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-5669 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-30582 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-5509 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-30430 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-3761 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-2471 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-31906 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-2185 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-31486 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-5299 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-30378 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-4413 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-30521 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-4046 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-31456 - Y-Coordinate,STARLINK-3080 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-31142 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-1738 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-30537 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-1860 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-5669 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-30582 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-5509 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-30430 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-3761 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-2471 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-31906 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-2185 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-31486 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-5299 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-30378 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-4413 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-30521 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-4046 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-31456 - Z-Coordinate,STARLINK-3080 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-31142 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-1738 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-30537 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-1860 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5334.5250,-4510.8258,303.6914,4362.7419,4867.0886,-800.0076,-1321.4682,-6426.6666,-2154.2574,4806.6566,4519.5785,6305.7988,4691.4299,582.9563,-1539.9232,3626.6926,-5646.8430,-104.7151,1572.1556,-5640.8838,-5952.0543,1600.8619,-3529.2391,-4753.4051,-4702.8741,778.7665,4282.7592,3761.9630,3702.0343,0.0000,-2525.6199,719.7583,-2778.9121,1607.9150,-367.6075,1106.0727,1632.3441,2119.3813,3824.3081,-6335.9858,1466.3342,1903.1239,3627.5227,1450.5110,-716.4097,1853.5532,-4608.6701,5154.3085,5239.5987,3073.4063,-4170.8488,1283.1515,-6629.1414,4569.0492,-1072.0725,-3054.5680,-4028.8190,5361.6079,4066.7405,-5391.3512,3323.5752,-3556.3144,-5065.6424,1022.2701,-6208.9599,-4390.3688,-5031.3873,6226.6732,-4067.1009,-3681.5327,6034.1747,6603.0529,128.8673,3227.1293,-6277.1580,4445.5881,1719.9320,-1531.5176,-5267.7545,1966.3090,-4543.2077,1724.9005,2287.9756,590.8634,3313.9433,898.3894,4079.4476,-717.5540,3261.6737,-3347.2453,0.0000,4870.7276,2599.1151,-5571.0552,-5552.6038,3828.1448,-956.2870,-4282.4628,6190.7089,3605.9320,93090.3584,99611.6936,91053.4498,90742.4789,88709.2029,89934.9334,97813.9471,93802.8486,-203875123.9434,-203891373.7353,-203883466.1505,-203881183.5628,94558.4940,-203885494.5873,3870.5996,4442.7338,-5229.3747,4321.7546,-2479.6257,-6764.6139,-6708.6643,-1721.6430,-3609.8723,2531.8950,5128.8016,-1487.9985,3434.7162,6845.3467,-4117.4589,4128.8098,1501.5616,4145.5941,4511.5669,3056.8451,-1033.4024,-4800.1221,5605.4998,4186.0212,4514.2675,6843.4464,-480.6817,1713.2877,-5006.7285,0.0000,3853.1609,-3220.1161,-3099.1074,5224.4544,4839.3337,5546.1824,-5023.0363,1800.5957,-1981.3313,1906.6504,2058.0617,-4985.1348,-5151.4263,4541.6963,-5365.4318,5480.2346,-2846.4992,1260.6465,929.5572,-2993.8167,-546.7455,-1716.5323,-889.7028,-5092.3581,-6553.4430,3219.9607,2728.4926,-4202.4895,-5214.6077,1819.4186,-2480.2322,-2527.2299,-199.2467,3989.7059,-3008.0049,1913.2603,3496.3356,3041.3761,3635.0805,2536.9370,759.2679,-1375.7640,-4524.3402,-5721.1691,2275.4463,1230.1231,-6362.0896,3862.3502,3183.0291,6612.5126,2013.0831,6475.0394,-6192.5303,5531.2272,5885.9368,-5085.6225,-5037.0961,-2698.5314,-5277.5011,-4126.3203,0.0000,-1489.8683,4431.1473,504.2009,3512.2140,-3965.1211,5058.3270,-5089.1429,-1550.2552,3865.0422,345270.2021,310656.1426,334968.3174,334427.2181,326067.9953,327652.5702,328273.3236,328998.9863,289116705.7882,289107985.2905,289079461.9457,289099792.0356,330036.3115,289102518.9332,1723.4976,-2540.5283,-4506.3511,2994.3236,-4235.4425,1041.6489,-1153.2311,-1993.4672,5393.3861,-4281.9304,1136.5505,2438.0682,-3738.6938,-752.1439,5199.4971,-4042.4166,3732.0414,5526.5592,-5003.1207,2324.1720,-3345.8672,4716.2671,-1947.0062,2797.1286,-2281.6329,-369.3377,-5394.7042,5411.5361,-3013.9569,0.0000,-5170.7409,6115.9003,5501.7863,4049.9246,4892.1975,3965.8330,-4441.4227,-6401.1583,5363.8648,1729.1051,-6474.5396,-4296.1025,-2865.3583,-5028.8867,4325.3716,-3886.4443,-4291.3278,-4291.1402,-4444.2637,5413.7222,-5348.4690,-6606.7128,-1729.5290,272.5771,-2010.6072,-5278.0743,4820.5116,1332.7307,-1019.6422,3822.5686,5508.5833,5348.7895,-4707.9310,-5465.0442,217.8609,-4770.0698,-3049.1829,-579.2065,-4285.4296,5307.3115,-2763.9955,1419.1185,5145.4553,1815.1900,1872.5567,-5147.9504,-2084.2445,-5524.6722,-3181.3176,497.0942,-4778.4492,1666.9687,828.4581,-4129.4096,-1431.3316,-4628.3026,2459.8879,6350.5628,-2445.7886,4446.9082,0.0000,-4522.5769,-4608.0259,-4084.7971,-2197.6096,-3675.2478,4612.3667,1939.8497,2503.9697,-4473.8485,171343.8757,166902.9523,168763.9021,170459.2578,173302.5655,163916.2330,159485.5417,169007.6796,69669751.0076,69636935.0046,69648984.8619,69653674.1302,167706.0452,69659331.6285,
300.000,5684.6414,-2887.2598,-1786.4238,5745.2379,3116.2576,-1998.3395,-2786.5220,-6129.0332,-3690.3305,5946.1896,5277.4564,6115.6772,4661.7237,2062.7046,-3552.8536,5260.7041,-5500.2781,2051.5884,2989.9002,-5258.2401,-6551.6153,-491.8598,-1805.5075,-3015.9933,-3161.2555,1923.1884,4333.9411,4233.4674,1985.2434,0.0000,-401.6279,-486.7541,-4390.8383,3230.8223,1530.6245,2702.2173,-511.1726,2458.5238,2269.6455,-5927.7584,2686.8914,129.7327,1766.6792,3373.3696,-2592.9741,2179.1919,-4478.8029,5849.9104,4932.8494,1836.9205,-3850.1885,3187.5188,-6032.0766,3383.8009,-2510.5723,-1035.0145,-2120.1046,3933.6878,3035.5695,-5473.5793,1769.3400,-4133.8855,-5013.7697,3095.8297,-6474.8917,-4235.9590,-4611.1172,6336.2387,-2190.7711,-4097.5195,5178.6142,5659.9395,-1791.6455,1894.1074,-5070.6645,5451.5527,558.5455,570.8666,-3629.9146,3334.5733,-4408.5921,2738.3650,2663.9573,2518.9429,4053.1605,-1249.9814,2310.3764,-2722.4473,2288.9088,-5031.8485,0.0000,4327.1104,4152.5087,-5701.2436,-4052.1784,3137.4128,1082.9856,-5529.2663,6173.2232,4655.3289,85720.7139,93028.7114,84214.7271,83890.6495,81749.3421,83020.5723,90799.0942,87068.3288,-210137450.5864,-210153877.5773,-210145151.5554,-210143249.1049,87612.4357,-210147789.6646,2179.7758,4719.4091,-4731.6738,3311.5796,-3391.2393,-6551.6214,-6335.9999,-11.2673,-2047.3056,918.9356,3689.2624,-3089.4014,1566.3463,6546.1590,-3835.0988,3084.8207,3330.5352,3917.8023,2938.3312,4315.9252,620.6407,-5263.7140,5828.6129,4878.9551,4831.6145,6270.7128,-2554.0046,-429.7305,-4995.8892,0.0000,4140.2214,-4742.7438,-1703.2771,3866.4230,3920.5352,5843.9139,-5022.3601,-372.4705,-3512.3062,3406.8050,220.2217,-5912.3139,-5422.1630,4531.0555,-4373.1467,3875.9452,-867.2891,-623.5321,-1183.8007,-4663.8870,1624.3461,-2511.5409,456.0881,-5585.0314,-5574.3475,4002.9396,3627.0966,-5026.0734,-5903.6562,3414.9334,-4000.7817,-430.9547,1928.4873,3424.2555,-1801.6122,3802.6845,4861.9091,2407.2608,4606.4507,4112.5958,-744.8400,-2444.7394,-5072.4289,-6541.1098,3505.0994,-465.4264,-6880.7046,4384.3606,4208.2607,5970.3554,3862.0125,5417.5059,-5920.7421,5622.0689,4665.3937,-4950.7971,-5433.7511,-3169.2726,-6224.1946,-3008.2727,0.0000,-3508.8183,2932.1383,2418.8860,4452.5638,-5426.0483,5495.4929,-4154.2343,-2886.5642,1998.7313,347210.5096,312649.5967,336923.4531,336287.8843,327941.0170,329525.4566,330183.4869,331226.6709,284595827.5486,284587370.7790,284558899.8829,284579802.7564,331937.1581,284581718.8452,3053.2748,-3992.7944,-4708.3226,1652.0749,-5154.7364,-773.9210,387.2107,-3269.7747,5380.6466,-3411.9466,2555.8401,1000.9146,-4858.5682,796.0750,4364.8079,-3055.9098,2597.4062,5309.5562,-5503.0036,564.0169,-2090.2788,4461.2380,-3232.4850,3875.2131,-3791.7976,-2139.6191,-4728.9129,5316.6511,-4354.9760,0.0000,-5536.9456,5059.1438,5042.9859,4569.8705,5455.5400,2508.4758,-4705.1059,-6520.7901,5461.9209,208.2111,-6405.5826,-3457.6427,-3923.8510,-4012.5409,4706.3959,-5367.7229,-5191.2878,-3457.4830,-4726.2402,4755.1262,-5370.2492,-5635.8066,-3339.2472,2051.6322,-3283.3635,-5519.0406,5407.8547,2723.6652,821.4089,2322.6555,5330.4238,5510.7703,-4359.7257,-5051.3166,-1582.6209,-3643.3639,-1385.3273,1540.7398,-4701.9605,3807.7586,-4155.2501,3076.2657,4248.0740,298.6808,3171.8812,-4223.0380,-310.6985,-5313.3214,-4138.4955,-1047.6883,-3628.3142,3286.4581,-1456.9411,-3167.9281,-3082.2507,-4692.7870,3629.7474,5540.5527,-685.8149,3694.7529,0.0000,-3918.9154,-4667.3416,-3100.6004,-3430.1746,-2141.2443,4051.3566,445.1912,766.3179,-4721.5841,171345.7595,166878.6654,168850.8782,170283.8800,173371.5728,164158.8940,159378.6398,169290.2500,69675761.1299,69643122.8423,69654595.5561,69659243.4911,167701.3063,69665205.1591,
600.000,5477.2532,-944.5216,-3716.1537,6541.2401,1065.9724,-3004.2365,-3984.8676,-5259.6062,-4891.1312,6521.7086,5544.3040,5336.0133,4219.1408,3347.9649,-5188.3332,6359.9236,-4842.3151,4005.5272,4163.3188,-4334.8797,-6516.8447,-2522.0825,114.5645,-977.6803,-1284.4638,2899.0364,4004.6716,4324.3192,46.0601,0.0000,1760.0599,-1585.2501,-5594.4582,4558.5972,3311.4179,4007.5943,-2609.5435,2636.7083,529.1426,-4921.0892,3705.1168,-1629.8709,-281.5407,4946.8323,-4245.8758,2356.4133,-3958.7060,5974.6651,4193.3009,467.0538,-3189.8615,4783.2566,-4846.5326,1834.2062,-3737.6749,1069.1142,-10.9161,2114.8147,1661.5985,-5016.2937,83.2745,-4360.1417,-4515.4825,4859.3628,-6100.9240,-3669.7877,-3729.4766,5810.7486,-116.2580,-4139.5657,3774.4852,4146.5114,-3501.9579,370.3447,-3372.4395,5946.0486,-655.1547,2597.6196,-1642.9865,4386.8681,-3869.8729,3515.3529,2692.6407,4186.1482,4420.6439,-3281.2741,302.2978,-4424.6885,1069.2421,-6235.9709,0.0000,3379.7738,5330.6099,-5302.2077,-2153.0355,2115.8092,2998.1529,-6236.8874,5529.1969,5294.9284,78310.8272,86405.7002,77340.4196,77007.3523,74753.2437,76075.2140,83745.4390,80319.1328,-216299568.3810,-216316185.3501,-216306642.0647,-216305181.0943,80628.2727,-216309879.6065,247.8878,4548.7231,-3815.1634,1981.4924,-4023.4409,-5677.8950,-5347.4928,1725.8814,-318.6769,-754.7309,1879.1772,-4382.2320,-479.9100,5604.0997,-3203.5558,1756.6627,4823.4320,3360.7198,1108.4901,5122.6818,2195.5033,-5255.3997,5504.8774,5134.1954,4705.1902,5067.9153,-4359.1418,-2512.4062,-4531.6778,0.0000,4081.0591,-5817.0949,-185.9488,2138.9551,2659.2162,5577.8044,-4574.5027,-2495.5679,-4734.5584,4560.6209,-1591.7272,-6265.9987,-5200.2119,4115.1665,-2993.3390,1878.4271,1218.9680,-2420.2842,-3194.5350,-5891.3332,3634.9829,-2965.2896,1791.9991,-5520.7077,-4063.0971,4445.3220,4215.0023,-5388.0355,-5947.4101,4643.4976,-5161.4669,1693.9866,3862.3360,2565.4341,-398.8829,5272.1704,5718.1953,1510.0516,5176.6659,5243.4723,-2210.2027,-3302.9208,-5143.2205,-6691.5816,4425.8805,-2078.2458,-6712.1687,4527.9961,4865.4812,4742.0967,5308.4383,3816.1899,-4929.6273,5192.9123,2967.6094,-4382.8423,-5335.5921,-3386.3395,-6476.0725,-1633.5850,0.0000,-5167.7082,1177.6441,4081.6600,4993.6366,-6265.1331,5430.8511,-2819.6622,-3920.1475,-43.2851,348991.7234,314504.6032,338730.1146,338001.0289,329667.7995,331256.9108,331944.7002,333369.0108,279939324.9447,279931124.5424,279902735.3458,279924213.5862,333691.8872,279925295.3204,4038.6992,-4997.5361,-4402.5073,125.1858,-5519.0340,-2505.2050,1886.1497,-4198.4066,4769.9978,-2174.5535,3700.9897,-543.8458,-5455.2532,2258.1485,3038.5254,-1726.3075,1185.0221,4520.4385,-5412.0309,-1259.4362,-608.2365,3726.4647,-4168.0781,4537.1465,-4892.1944,-3677.5398,-3551.8793,4623.5252,-5227.8370,0.0000,-5310.5943,3466.6950,4038.2638,4573.3463,5426.1541,779.9651,-4459.3780,-5959.4105,4963.6642,-1335.9130,-5659.1944,-2235.9852,-4560.9945,-2566.6197,4583.7553,-6285.3669,-5531.9685,-2236.2159,-4503.5724,3583.5660,-4786.5421,-4066.9168,-4588.2732,3602.5369,-4205.9300,-5161.8698,5396.7759,3823.9246,2564.6881,565.8276,4574.3508,5077.1742,-3542.8135,-4077.1349,-3211.6046,-2096.4816,432.7599,3496.9600,-4617.2815,1902.8646,-5050.9696,4398.2212,2881.2276,-1251.4961,4131.8245,-2842.7368,1496.4200,-4529.9792,-4652.6814,-2479.5779,-2083.5655,4549.8585,-3566.3903,-1866.7746,-4399.6485,-4256.5372,4411.1681,4141.1756,1156.4976,2547.0100,0.0000,-2873.7260,-4221.3331,-1783.7314,-4295.2962,-345.4244,3053.5994,-1097.2272,-1056.1454,-4463.4369,171347.1277,166854.3145,168935.5566,170103.7953,173437.1317,164407.7527,159276.5302,169457.8068,69681766.3071,69649316.9896,69660208.6023,69664862.2416,167696.4583,69671078.5177,
