sl_20_86400_20280503 Coordinates.csv
2028/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:31 2024,
Start: 2028/05/03 07:47:00.00, Stop: 2028/05/04 07:47:00.00,
TIME_UNITS,STARLINK-31182 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-3869 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-30148 - X-Coordinate,STARLINK-31184 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-4017 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31182 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-3869 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-30148 - Y-Coordinate,STARLINK-31184 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-4017 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31182 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-3869 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-30148 - Z-Coordinate,STARLINK-31184 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-4017 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3314.2640,4050.5561,6433.1829,-4195.2313,6867.3392,4741.1841,-5338.9510,4285.8812,344.4134,2876.7700,1929.0486,2336.5118,6294.0353,5188.1139,-5138.5153,4258.6612,-4408.1513,4751.2980,0.0000,5937.9997,349146.6792,365276.8227,356680.3199,356393.1914,355080.3060,356175.1795,363965.9991,361229.2823,-209710028.7675,-209684648.7625,-209706244.5920,-209709706.6777,360571.7972,-209706272.7082,4031.9707,5190.4014,645.1620,-1159.9064,-548.1914,-2070.9778,-2373.3367,-4548.6785,-6564.0412,6124.7606,6485.2655,-4500.0996,2032.0062,-1997.2968,-630.3243,3793.3556,-119.1514,4549.1153,0.0000,-2625.0770,60791.5615,30497.1654,54331.9463,53745.7259,45243.0139,46924.5414,48228.2602,51101.8764,282996808.4749,282937742.9628,282950787.2588,282989490.8255,49701.9598,282976900.2913,4415.0282,-2189.2936,2536.7522,-5364.8110,-597.8595,-4680.6540,3725.7475,2921.6747,-1798.8741,-1458.8677,1433.1935,4723.3905,1604.7964,4025.6204,4171.5592,3779.1982,-5192.4073,2098.8198,0.0000,-2360.8956,59400.8699,56452.8521,58932.8809,60598.9623,63457.1157,54084.2840,49635.4339,58728.4268,77935415.0881,77938580.3227,77933514.4932,77935039.1347,57861.1031,77932781.3049,
3600.000,-987.7466,-5695.3527,-6483.3830,6046.0923,-5043.2943,-6969.5810,4737.4946,-492.3970,2306.7285,-3687.2044,-3865.7687,1184.4312,-6315.2293,-1224.1774,1969.3239,-6615.8573,2562.2334,-5645.2916,0.0000,-5192.3323,323392.7093,345503.7865,334324.7914,334394.8051,331301.8526,333367.5482,339389.2155,336483.1677,-275837047.1710,-275800904.0661,-275824411.0174,-275841028.3599,336819.6088,-275832450.0217,-5486.2271,-3669.5919,-551.8062,-2020.1701,2798.0147,174.7945,4835.1457,4237.0699,5998.7646,-3261.0175,-5268.0503,6029.8083,690.5993,3991.7369,-3998.2565,-1723.2495,-4412.5780,-3243.8135,0.0000,4059.0768,144831.9534,121033.8109,143674.5223,141947.8026,133627.5467,135904.9301,136797.2569,136709.6610,219015479.7977,218963104.3469,218971693.2256,219004768.2601,138426.0282,218996372.2095,-3973.4637,-1485.2130,2421.5233,2644.0813,3805.4802,-151.2493,1487.1896,-5434.1696,-2267.1859,4853.6106,2265.0008,-3224.6719,2438.1637,-5461.6088,-4946.4010,-328.2219,4499.2528,2294.3184,0.0000,-2073.0585,57456.4297,54663.5194,58267.4000,56671.8149,62540.3192,55871.5199,47143.6546,55769.1390,78005706.5303,78003501.9468,77997193.9576,78006404.4265,56277.8591,78000125.5930,
7200.000,4289.9107,5454.4695,3437.2452,-5626.3682,1493.6178,4666.3730,-1213.0645,-3844.3293,-4410.7234,4372.2225,4873.6344,-3693.2954,3331.3724,-2563.9696,1159.4304,5859.7289,-753.6673,4491.1103,0.0000,1832.1595,278058.4998,303583.1901,290746.9768,292909.4145,286231.2794,291089.6918,293514.3272,291485.3564,-323133758.8861,-323089164.8514,-323114018.1109,-323138114.6032,291590.9673,-323128799.9103,5290.9668,524.6912,-662.0187,3596.2519,-4913.5332,1782.9917,-3533.0507,-3615.3607,-2423.4546,-1055.1020,1819.3082,-5865.6407,-3738.8646,-5542.3640,6506.2955,-1084.6409,6757.6122,-52.5769,0.0000,-4202.1617,219903.7052,203718.9588,224021.7962,219713.7768,213334.7476,218940.4370,216244.5069,220160.2110,140093131.6065,140050371.5200,140054837.5530,140076360.0780,218419.9796,140075073.5105,640.5848,4242.5918,-6008.6865,1742.9450,-4635.6393,4855.7165,-5846.4378,4441.1349,4582.6914,-5265.8991,-4565.8378,-235.2520,-4617.0891,3137.6621,778.2597,-3373.7937,-373.8758,-5253.2524,0.0000,5154.5436,55483.6048,52882.0890,57062.7730,53068.5219,61169.4401,57037.0459,45299.6066,54964.0616,78075609.2733,78068376.8784,78060937.6649,78076340.1436,54688.6610,78067442.6155,
10800.000,-5423.3644,-4130.3873,385.9443,2428.0795,2027.7759,272.5554,-1320.1071,6311.2384,5549.0098,-4665.7393,-5137.6074,4843.8678,640.3380,4399.2865,-3115.6524,-2769.5864,-1378.1414,-2687.7173,0.0000,2617.0545,216007.0789,242165.1692,228605.8980,231133.8074,222661.7926,229748.2567,229387.2594,228302.8117,-348373758.6744,-348323817.4504,-348349873.9220,-348373653.2151,227745.9379,-348368977.0502,-2739.4026,3351.7950,3370.9256,-4052.3322,6101.4927,-909.9168,-1338.3902,2726.8642,-2001.9887,4512.9669,2322.9059,3479.8550,5958.4961,5109.5955,-4161.8489,4200.6173,-5291.8044,4113.5547,0.0000,4019.8421,281660.2349,273205.3741,290276.6489,282006.6216,279314.8780,288280.4627,281602.5575,282838.8432,51617328.0207,51586207.5411,51586712.6079,51595329.0321,284577.1007,51600298.7242,3137.6115,-4456.3167,6051.5803,-5041.2545,2535.0788,-6912.6101,6663.6590,-627.1511,-3414.3599,2389.6816,3999.2325,3533.3181,3220.8531,1307.1154,4144.2892,4633.4533,-4061.6664,4843.8152,0.0000,-4974.5027,53485.3317,51111.5059,55216.0980,53470.1209,59356.9808,52384.7517,44081.0839,53184.9759,78144955.8413,78133219.3354,78124862.7712,78143952.6614,53093.6710,78134732.3535,
14400.000,4769.1625,2349.3111,-2564.7848,2041.6461,-4245.0507,-3868.4445,588.8479,-5835.9189,-4692.9152,3557.7571,4399.3469,-5067.0744,-3583.2564,-4438.1300,4235.5320,-745.4569,3984.4597,1129.0406,0.0000,-5725.3587,141011.4369,165171.2050,151749.5097,153154.9132,144590.5366,151434.8337,151126.0983,148414.0222,-349836299.8394,-349784540.5837,-349811879.0388,-349828899.5924,149334.7139,-349832153.3966,-1545.2352,-6218.8298,-5912.1381,4183.9720,-5335.8344,-2709.8385,5948.0605,-745.7007,4924.9516,-5606.9290,-5255.6135,461.8855,-5751.7118,-1921.4484,-1329.4316,-6301.1036,1293.9562,-6674.8364,0.0000,-3513.0593,326655.7228,324970.2156,338163.0665,328305.1351,327408.1854,337083.5484,328869.6555,334126.4217,-40372801.7529,-40391346.8478,-40395037.6290,-40395277.7296,332667.3590,-40389086.8530,-4662.0550,1965.4641,-2600.5663,5088.3151,1143.1338,5120.3299,-3517.6035,-3619.6173,-379.5756,1939.2839,-950.3718,-4719.4929,643.2827,-4885.6990,-4962.2130,-2570.8738,5358.2726,-1375.0119,0.0000,1597.9438,51468.1397,49355.3635,52794.9889,54221.0444,57091.2958,47351.5994,43500.8781,51142.5568,78213613.0109,78198042.3345,78189094.6117,78208154.9749,51493.0522,78201994.7882,
18000.000,-3099.4695,-209.9829,2705.4845,-5319.2075,5060.1677,3704.5649,1840.8874,3313.2035,1412.4010,-446.3864,-2118.9172,4581.0101,4881.2260,3749.8272,-3872.2311,3333.2298,-5828.1228,548.3112,0.0000,6033.4117,57462.8011,77549.0799,65022.2694,65479.7396,56955.6632,63033.4113,63624.1194,62574.1197,-327423595.4048,-327373580.8207,-327402203.8331,-327412916.9849,61340.5891,-327420340.6830,5415.4530,6720.9907,5929.9209,-3971.4178,2295.7048,5884.2879,-6445.6462,-2473.4405,-5423.2231,4668.6601,6003.7266,-4215.8096,2516.3353,-2656.6013,5349.0342,5825.0623,2419.0598,6200.8649,0.0000,1888.7841,352569.8577,355611.6199,364523.2405,354447.4751,354637.6950,363739.4210,355239.8406,358440.9156,-129598817.6552,-129604979.5003,-129613605.5438,-129615239.5405,359608.2895,-129614832.2301,2799.0784,1693.7131,-2417.8075,-1902.6112,-4120.8496,-534.0402,-1781.9069,5517.6269,3865.0861,-5095.3204,-2712.3373,3047.7753,-4028.9258,5095.8905,821.0550,-1357.6321,-2564.6664,-3000.3675,0.0000,2769.1716,49449.6336,47618.2221,50019.4989,54329.4449,54333.8715,43286.1898,43609.1122,50568.1595,78281490.4371,78262858.0097,78253772.6722,78268575.9410,49886.9683,78269229.9009,
21600.000,762.2654,-2449.5001,-2254.1807,5939.5820,-4900.6433,-973.3001,-2353.4760,-593.9850,3098.0085,-3612.2774,-1459.8020,-3144.5211,-4792.5884,-2845.8898,848.7002,-4696.3714,4929.8902,-2838.0335,0.0000,-4115.6545,-30078.0373,-15040.2711,-26022.7505,-26154.5878,-34662.7402,-29177.6971,-27840.3886,-31940.1905,-282667324.7352,-282622291.4767,-282651781.4901,-282664368.1861,-30636.9535,-282664949.7967,-6713.3735,-4819.2890,-2705.0626,2454.2841,1884.7417,-5332.9534,2602.2025,5666.3170,4168.9978,-3008.4474,-4890.4279,6167.1192,2209.1118,5976.6666,-5150.8893,-2508.3630,-4141.0167,-3160.4936,0.0000,1301.5830,358444.0436,363074.2924,367572.9599,358190.4143,359467.1559,367063.2764,359278.4521,364391.0068,-209971508.1773,-209966507.9850,-209981262.3612,-209983010.3777,363662.9496,-209987790.5742,1072.5964,-4349.4415,5976.7607,-2531.8930,4489.8072,-4391.6789,5969.5262,-3904.4414,-4414.3608,5067.7699,4661.0420,443.8428,4291.2427,-1844.6440,4117.1966,4293.7570,-2220.8645,5435.4230,0.0000,-5397.0979,47493.9888,45906.1246,47203.1906,53871.7741,51012.6157,40049.6532,44499.5554,47342.9816,78348546.5038,78327677.8781,78319057.0157,78330118.0764,48275.5840,78336437.6728,
25200.000,2242.8906,5105.1251,2747.4292,-4325.5292,3986.8131,-897.2416,-684.8664,-1330.6909,-6313.0535,6469.5179,5047.0143,401.7757,3489.3495,1080.2248,3870.6649,5056.2643,-960.7544,5282.5996,0.0000,1617.3476,-118575.6893,-106584.2410,-115500.5171,-115916.8157,-124249.9980,-119120.8610,-118203.1604,-119402.7806,-218623920.5382,-218586497.5948,-218615694.9895,-218630223.7201,-120738.8685,-218622148.1429,4930.6174,1704.3488,-1943.6358,765.9426,-5267.2129,879.1393,1995.0144,-6770.8983,-2012.7281,1537.2694,2939.2955,-5863.9014,-5709.5164,-6227.5662,2138.5166,-2020.2297,4181.5053,-434.1653,0.0000,-4917.7752,344941.6311,346788.4038,347067.9477,339054.8297,342112.8811,347128.6929,341111.4636,344193.7843,-276006457.5045,-275992339.6638,-276014635.1486,-276022176.8810,344552.2022,-276023469.4057,-4186.0050,4364.1821,-6084.0933,5315.5660,-2050.4979,6848.5935,-6608.7641,-240.0590,1576.5035,-1924.9624,-3714.1274,-3687.6063,-1260.5061,-2699.7782,-4977.4370,-4151.5974,5278.0052,-4434.1491,0.0000,4561.3015,46054.9839,44227.4905,44669.1461,52921.4938,47052.1625,37524.7851,46253.6700,47854.2877,78414791.0168,78392513.0711,78385134.4814,78397672.8771,46659.0647,78403618.0850,
28800.000,-5158.5230,-6601.0401,-3888.3193,2091.5145,-1978.4958,-235.3469,5000.0427,2689.9721,6316.6487,-6477.3874,-6862.6196,3124.4199,-718.4149,1941.3901,-6532.2576,-4148.5290,-3851.3695,-6257.8057,0.0000,301.9684,-206866.1307,-191105.4323,-197621.7618,-198111.9664,-204518.5557,-201052.5959,-203739.6392,-204295.3322,-139665805.0461,-139637836.2741,-139664621.9806,-139674405.8749,-203220.1536,-139664165.3572,-1422.2835,1208.4437,5132.7340,-4589.1996,6405.6965,4213.4157,-3528.8328,4763.3253,-691.7925,54.8800,-755.2441,4030.9964,6183.8097,3809.2469,929.4133,5350.8933,-3609.5507,2864.3040,0.0000,6848.5215,305270.5582,307710.9866,304340.3573,298135.9584,304788.0029,305406.7942,302971.4715,303503.3582,-323198276.9331,-323177640.2641,-323208687.1077,-323222286.1493,303474.0455,-323216282.1066,4254.8726,-1761.1602,2602.2759,-4720.6043,-1698.5332,-5556.3604,3252.0547,4200.2717,2448.6976,-2443.4745,429.4623,4691.4424,-2761.1580,5366.4254,863.0789,1008.1014,-4306.4543,582.3291,0.0000,-842.6609,46046.5581,42594.8024,42663.4262,51518.1318,43417.4854,35648.6192,47385.8913,43639.2738,78480284.5684,78457374.5402,78452221.9497,78468555.8550,45037.5766,78470771.1191,
