sl_100_5400_20280812 Coordinates.csv
2028/08/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:40 2024,
Start: 2028/08/12 07:47:00.00, Stop: 2028/08/12 09:17:00.00,
TIME_UNITS,STARLINK-4569 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-5482 - X-Coordinate,STARLINK-3172 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-4378 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-31670 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-30806 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-5213 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-32193 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-31886 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-4070 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-5140 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-6343 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-31100 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-4708 - X-Coordinate,STARLINK-5874 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-31727 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-4762 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-3633 - X-Coordinate,STARLINK-4684 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-3199 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-5811 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-31602 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-30367 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-5482 - Y-Coordinate,STARLINK-3172 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-4378 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-30806 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-5213 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-32193 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-31886 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-4070 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-5140 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-6343 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-31100 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-4708 - Y-Coordinate,STARLINK-5874 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-31727 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-4762 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-3633 - Y-Coordinate,STARLINK-4684 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-3199 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-5811 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-31602 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-5482 - Z-Coordinate,STARLINK-3172 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-4378 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-30806 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-5213 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-32193 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-31886 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-4070 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-5140 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-6343 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-31100 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-4708 - Z-Coordinate,STARLINK-5874 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-31727 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-4762 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-3633 - Z-Coordinate,STARLINK-4684 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-3199 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-5811 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-31602 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5223.3703,-5040.7280,5903.4041,0.0000,-393.5775,5491.2382,-2167.4826,3567.3811,5519.5477,5891.8267,-4128.1010,3180.9867,1277.7028,-2900.2755,-4849.6308,930.6868,5410.3702,-714.2200,-5390.0113,3525.4578,-2185.1727,122.3573,4699.3852,2285.2159,1453.1175,5343.7896,-5328.1614,-3348.8947,639.3771,2442.4040,4964.3885,2497.5656,-2405.5795,6461.7842,-1131.2003,-4884.2713,-1215.9680,-2684.0409,-5731.5358,-3085.7202,-6002.9845,-2157.4515,4570.4626,-633.4009,-6452.6612,-1928.8115,-4535.8639,4554.1039,2481.5845,6540.0741,5773.2097,1483.3288,2318.5607,397.0903,-4308.4810,607.5453,4214.4605,-5190.9841,-4220.8758,1497.3464,-6488.0251,-3944.3286,3720.3367,-2535.0198,5332.4509,4130.5624,2053.4922,948.8982,1201.8384,1207.2902,-4308.9478,-336.3293,0.0000,-2453.2809,-1282.4071,2843.1002,4836.9566,-6204.9579,-1287.8315,3367.9514,-3933.6809,-4216.1614,3807.0398,2786.0765,-4358.6768,-4500.1898,3789.0332,4661.1045,-3282.4625,-1719.2273,-2644.5166,-3467.5332,-4168.9438,-6112.2962,-2096.6608,-1486.3191,-6626.4827,-1104.2314,4741.8079,-6412.7831,-275808.6786,-257924.4020,-270230.6167,-269167.0248,-260584.9187,-262303.6635,-264862.5195,-264046.2064,-274081393.5114,-274061350.8701,-274107374.4742,-274104098.2780,-265838.1773,-274097828.5937,3219.7620,1482.2288,1951.1299,0.0000,-6867.1006,3817.0582,5594.7951,4305.4843,-3513.0462,3540.6396,-1591.3880,3038.9930,4702.3716,-3551.8287,-3852.7323,2762.0535,385.5723,-5995.0488,-72.6100,-5590.7455,5957.3537,-4142.4977,-4962.9439,-6433.6946,-2105.8479,1799.2202,-3083.1892,3856.8024,4593.3866,3489.1024,-2730.5948,-3780.8438,247.2372,40.2518,1611.6781,2081.5493,-3968.8014,-5188.7998,-654.9698,2889.2298,-984.1765,5139.2101,4329.2013,6818.9280,338.6647,-4755.3470,-4820.0491,1344.5165,-4506.8014,-23.0321,2813.3910,5935.2880,-3489.0183,6654.2156,-5433.8730,-4579.5524,1812.6023,-3950.1089,-3415.1725,-143.2797,-1603.3351,-5359.4900,-3750.3188,5360.4093,-2872.2414,190.4138,3595.5332,5816.6311,-6108.8513,4717.2249,5398.7919,-4868.8549,0.0000,6484.3399,6540.0680,2545.5184,-2849.9402,1015.0767,5289.3146,5738.7821,-5551.3985,-5485.8906,3648.6737,-3282.7098,5122.6072,1242.9595,-1848.6362,4143.4909,-5578.8622,-1697.2728,-4334.1009,2619.5198,-65.8653,-2873.7222,-5210.4102,4559.9512,1057.3679,6805.0942,-2331.8180,-457.1745,-268947.1412,-257829.0480,-272640.3088,-273259.7814,-273376.3391,-272367.2076,-265021.0195,-268809.3696,147652710.1260,147665417.3590,147643685.5121,147644340.8425,-268553.9660,147640682.5564,3185.3195,-4343.7354,2979.9477,0.0000,694.4837,-1770.6620,3459.0852,3939.4847,-1936.4428,897.8158,5328.6416,-5306.7789,4888.9247,5153.2799,-3092.6766,6278.1529,-4319.5275,3135.8933,-4361.1218,-2057.2261,-2632.8910,-5533.5434,646.8628,-1068.2597,6420.0885,-3964.8059,-3134.0908,4593.5841,5174.7391,-5430.2868,3728.2725,-5162.3389,6499.6776,-2181.9787,6643.9299,-4485.4852,-5513.7822,-3774.9729,-3855.1735,-5469.4481,-3068.9171,4107.6962,2744.6607,-1133.9669,-1982.0381,-4667.9004,-2052.3584,-5015.2549,4636.3344,2229.0824,-2411.1829,-2948.6518,-5485.9710,-1807.5363,-70.1918,5161.8922,-5175.1650,2276.1079,4278.2266,-6779.0359,1483.7978,-1819.1542,-4305.5481,3387.2286,3367.7296,5492.9077,-5481.2225,-3453.7933,2895.8825,4876.1693,-88.6257,4894.2060,0.0000,267.3455,1765.9594,5806.2996,4085.4958,-2875.0304,-4126.9079,-1833.3824,265.2626,0.2305,4358.5640,5403.0219,-51.0316,5075.5094,5474.8467,2920.3650,1644.3539,-6525.5847,4387.8769,-5371.8810,5450.1500,-952.1100,-3958.9032,4963.1486,1646.8979,552.6536,4300.9402,2584.5666,129817.6876,128247.4823,128328.8573,129416.0581,132659.5297,123549.8822,118684.4925,126787.1208,133962014.0673,133941029.5802,133947379.3947,133953094.2011,127010.7692,133960399.6907,
300.000,-4296.2212,-3464.3827,6723.5234,0.0000,-1586.8664,5568.7863,-192.9801,5216.5535,4744.8227,5097.8559,-5223.5316,4008.9103,3157.3137,-3827.0015,-6036.5077,722.4327,5797.3679,-2455.6858,-4699.2158,2258.3629,-1066.9312,-2025.8115,3703.5180,1119.1978,3207.4328,6397.0539,-5115.3161,-1428.8631,1480.4186,4278.4777,3220.6176,363.6115,-2505.6973,6602.7671,-3069.3804,-3489.0515,-3168.1859,-2763.5666,-4416.2598,-1781.9547,-6553.4926,-517.9227,5747.0891,931.5352,-5529.1610,-3870.2699,-5748.0370,5631.6547,436.6782,6772.7786,5518.4727,2935.2167,616.3776,1918.0545,-5275.3986,-243.8456,5441.3315,-5265.9637,-5709.5473,3233.0946,-6827.4848,-5021.2329,2451.8349,-1078.1335,4786.3929,4031.0486,3911.0870,2213.1084,-32.8485,3084.6476,-3144.7860,-2152.9111,0.0000,-962.8690,-89.2228,2523.1554,3160.9975,-6377.1225,539.7643,4506.7004,-4996.4549,-4955.3932,5349.0915,1415.0180,-3199.7629,-4541.4300,2972.0253,4810.5285,-4290.4134,-2924.9058,-4408.2588,-2496.6674,-3737.4020,-6537.9671,-3720.7893,50.9264,-6410.1839,162.1245,3198.2614,-5709.9283,-270185.5248,-252243.8773,-264533.8016,-263383.6105,-254788.3468,-256530.4720,-259085.2985,-258295.8464,-277238244.5233,-277218777.4121,-277264586.2821,-277261524.0441,-260073.4078,-277254636.8201,2130.8433,2754.7410,808.1913,0.0000,-6637.4346,2341.4319,5414.7486,3344.1542,-4882.9066,3572.1785,120.4211,1032.7486,4832.0415,-1609.6334,-3062.8020,4680.9470,-1556.5569,-6078.0205,1936.2761,-6516.8151,6723.1580,-4099.4954,-5662.4365,-6776.4509,-3061.8204,567.7878,-1351.8521,4859.9181,2811.1971,2495.9118,-3507.8499,-4105.4263,2401.2714,-1552.2275,2406.4460,3698.7974,-3018.1880,-3577.5072,324.1629,4537.4586,653.5195,6152.7825,3617.3974,6388.8863,1586.6029,-3965.1419,-3825.6307,-248.1016,-4353.5893,-1296.8038,1219.8758,4666.4342,-4748.0498,5856.9367,-4255.6897,-5911.0214,264.0765,-2375.5487,-2595.4787,1137.4172,-416.8108,-4728.1196,-5317.2319,6394.4661,-4545.1032,-1973.5260,2531.3374,4485.8783,-6761.4581,4875.4260,5859.3595,-5363.0798,0.0000,6754.5964,6896.0462,456.9371,-4086.4732,2387.5571,4539.5657,5225.2737,-4445.8504,-4486.3039,2336.5562,-4836.8035,5645.2653,3192.2020,-3799.1612,2437.8108,-4151.9156,138.4826,-4013.9810,4437.8581,2076.7246,-1728.8913,-5209.6108,5691.6675,2580.7388,6516.1948,-3829.2706,1236.9175,-274827.1299,-263135.6319,-278064.8053,-278675.0337,-278911.4790,-277850.3529,-270615.6802,-274358.1702,141633083.1864,141646404.1841,141623552.3325,141624220.6711,-274081.8915,141620965.5223,4975.4923,-5185.3205,1308.1261,0.0000,-1117.5348,-3373.2445,4311.4165,2900.4315,-431.3884,3045.7477,4548.6518,-5511.4192,3789.0693,5508.1678,-1444.2754,5050.4972,-3469.5952,1826.0283,-4716.7386,-573.2015,-913.9907,-5184.7190,-1174.3628,744.9435,5304.3987,-2500.8397,-4441.8999,4639.9877,6178.0106,-4804.5962,4827.1316,-5495.5709,6004.7139,-702.9191,5729.8617,-4738.8604,-5336.6892,-5286.5932,-5342.1482,-4900.3374,-1742.3196,3136.2861,1040.9667,-2553.1931,-3550.9613,-4173.4565,-568.5623,-3989.2037,5367.2184,472.2982,-3889.9823,-3967.3485,-4971.4335,-3120.1567,1458.1051,3607.5340,-4259.4739,3785.3825,2911.6519,-6038.3764,-330.2709,-25.9498,-3486.3461,2145.1259,2118.3314,5209.1570,-5048.3927,-4652.9570,1209.0926,3772.1745,-1876.6207,3794.9645,0.0000,-1268.8360,-30.0045,6456.2282,4637.2074,-1187.9082,-5077.0261,-41.5126,-1284.4691,-1791.6459,3570.7860,4728.0216,1761.8589,4094.8768,4949.6775,4278.7910,2994.4364,-6312.5842,3085.0163,-4669.8068,5367.0389,875.7938,-2493.5483,3906.9557,127.3963,2306.1998,4638.9298,3722.2693,129935.6238,128314.0730,128497.9038,129326.1507,132809.1821,123887.6098,118672.4065,127353.4868,133959831.6206,133938936.8621,133945808.4876,133951277.1925,127094.2078,133958476.8545,
600.000,-2857.6601,-1552.7424,6868.9056,0.0000,-2634.6656,5121.5271,1820.6722,6337.9347,3489.4882,3769.5623,-5837.3932,4494.4115,4701.6567,-4430.1837,-6619.0862,364.5078,5650.0174,-3930.8823,-3594.5451,776.4012,149.4377,-3966.9116,2320.5572,-166.8790,4652.1796,6812.7744,-4433.3647,612.6980,2249.4552,5702.2512,1139.1797,-1803.4557,-2429.5856,6071.8705,-4709.7819,-1790.3424,-4827.0338,-2631.8618,-2677.7292,-350.4106,-6439.5786,1145.2099,6334.5789,2430.0768,-4024.3468,-5443.7343,-6399.0282,6172.7381,-1669.5211,6331.2852,4732.5934,4121.7048,-1106.4047,3280.3513,-5742.0852,-1023.9978,6153.8321,-4850.1856,-6627.5791,4573.2064,-6466.4173,-5593.6431,966.1547,467.4466,3794.6793,3584.0119,5393.5672,3300.1201,-1250.3967,4631.7864,-1650.4993,-3728.3271,0.0000,632.0489,1113.2011,2030.7697,1197.5156,-5919.5550,2349.7027,5193.1760,-5557.2737,-5218.6439,6362.3550,-49.5283,-1678.1706,-4171.3257,1914.3568,4519.1869,-4859.5043,-3903.4911,-5679.2263,-1328.5009,-2986.9007,-6287.2300,-4949.6834,1545.0954,-5566.7232,1437.8156,1355.1547,-4471.5599,-264432.9975,-246455.8247,-258720.3596,-257485.5351,-248877.1505,-250649.7578,-253190.4033,-252559.0568,-280262915.1946,-280244034.6648,-280289591.5958,-280286727.8418,-254193.7844,-280279261.2318,865.5757,3796.7255,-400.9214,0.0000,-5745.4740,607.4811,4745.2891,2073.7979,-5752.1394,3177.3058,1782.0131,-1056.0417,4517.3516,472.2073,-1984.2758,6089.3280,-3328.1086,-5548.1379,3779.1930,-6806.1832,6804.6829,-3707.7786,-5794.3784,-6444.4317,-3620.6535,-692.8862,544.0583,5420.0142,768.5528,1305.7165,-3971.4793,-4077.1310,4300.8656,-2979.7239,2867.9125,4994.4424,-1822.4124,-1589.6206,1335.8883,5760.0874,2208.4012,6582.8719,2548.8379,5349.7297,2706.0621,-2831.7634,-2464.2080,-1778.6065,-3828.2966,-2435.9615,-530.0411,2928.7067,-5571.9142,4493.7486,-2656.3200,-6649.5112,-1270.1995,-538.4509,-1550.5004,2365.5139,816.2108,-3622.0211,-6349.9520,6783.4516,-5768.2556,-3935.0799,1264.4753,2709.4975,-6728.3786,4581.9763,5748.8125,-5357.4222,0.0000,6376.1055,6559.2844,-1697.4663,-4970.9463,3510.0438,3366.7273,4188.0030,-2877.0762,-3029.0133,822.3658,-5934.9674,5569.4279,4804.7072,-5384.1612,464.8545,-2264.6163,1911.9280,-3290.7881,5827.4256,4018.2730,-394.6858,-4702.3660,6277.8896,3850.2219,5584.6281,-4972.9711,2841.8526,-280589.3337,-268319.0415,-283362.8183,-283958.9372,-284321.0315,-283203.9687,-276086.3254,-279766.6192,135545995.1280,135559915.4397,135535941.4402,135536605.4817,-279486.0771,135533788.9978,6229.3762,-5445.3509,-505.9778,0.0000,-2808.9970,-4612.9166,4701.3724,1538.5690,1122.1266,4867.4638,3281.6673,-5117.9821,2279.1922,5266.5286,359.5151,3281.6854,-2248.6827,309.4928,-4568.8375,972.5165,905.5265,-4277.8373,-2866.2373,2477.4938,3618.0338,-764.4965,-5270.1544,4177.1675,6526.9559,-3658.7308,5375.4978,-5226.3042,4870.4393,855.2141,4204.4079,-4489.9588,-4582.3739,-6239.6240,-6260.5770,-3803.3515,-219.2015,1828.2894,-777.2972,-3700.3574,-4710.5945,-3233.7524,976.2361,-2531.8091,5523.4303,-1335.5595,-4939.9205,-4535.3139,-3919.1088,-4095.4009,2830.2507,1666.8423,-2885.2081,4885.4043,1231.1015,-4656.9877,-2107.6769,1770.0508,-2274.7446,662.9523,642.0764,4355.7480,-4061.7705,-5333.0595,-610.8329,2257.9359,-3461.7088,2286.6608,0.0000,-2669.5609,-1822.7305,6422.5973,4695.6106,627.5360,-5461.1082,1754.8400,-2689.1548,-3390.6938,2386.0244,3543.1807,3368.2796,2670.0151,3891.1705,5170.3730,3985.3706,-5434.4161,1418.9016,-3463.8849,4693.5107,2605.1379,-754.0702,2427.8761,-1405.8992,3810.8921,4455.0392,4461.0562,130052.4123,128380.3719,128664.2041,129231.8019,132955.4804,124231.5392,118665.0812,127900.7758,133957648.3368,133936844.5957,133944248.5974,133949484.0451,127177.5728,133956553.7937,
