sl_100_86400_20280601 Coordinates.csv
2028/06/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:15 2024,
Start: 2028/06/01 07:47:00.00, Stop: 2028/06/02 07:47:00.00,
TIME_UNITS,STARLINK-3233 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-3900 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-2355 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-30305 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-30570 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-5466 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-4511 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-3859 - X-Coordinate,STARLINK-2242 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-2347 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-4633 - X-Coordinate,STARLINK-2742 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-3666 - X-Coordinate,STARLINK-5570 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-6151 - X-Coordinate,STARLINK-5658 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-1730 - X-Coordinate,STARLINK-2457 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-3706 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-3906 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-5021 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-1958 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-11122 [DTC] - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-6244 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-4254 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3233 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-3900 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-2355 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-30305 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-30570 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-5466 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-4511 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-3859 - Y-Coordinate,STARLINK-2242 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-2347 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-4633 - Y-Coordinate,STARLINK-2742 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-3666 - Y-Coordinate,STARLINK-5570 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-6151 - Y-Coordinate,STARLINK-5658 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-1730 - Y-Coordinate,STARLINK-2457 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-3706 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-3906 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-5021 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-1958 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-11122 [DTC] - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-6244 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3233 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-3900 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-2355 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-30305 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-30570 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-5466 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-4511 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-3859 - Z-Coordinate,STARLINK-2242 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-2347 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-4633 - Z-Coordinate,STARLINK-2742 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-3666 - Z-Coordinate,STARLINK-5570 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-6151 - Z-Coordinate,STARLINK-5658 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-1730 - Z-Coordinate,STARLINK-2457 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-3706 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-3906 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-5021 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-1958 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-11122 [DTC] - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-6244 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1566.6870,-3926.6719,-1351.2700,-2588.9410,4306.6586,5056.2800,-4362.4445,4056.4433,-5171.4263,5442.0452,-4138.2642,3085.7526,5456.6077,0.0000,-3994.2409,5516.8665,6262.5806,5281.9761,2233.9469,5021.5526,3096.7591,1734.4000,-5034.2129,6309.5187,-4870.9389,6129.2994,5810.6730,-6219.5073,-5499.0419,3493.9413,3863.8561,2329.9811,5971.0462,-3669.4555,-3625.8028,3330.4410,-6145.2228,4998.4693,-6219.6042,342.1645,-327.2648,5040.9563,-4846.3594,-142.6659,2559.0516,-3596.2422,4154.6792,1000.4526,-2767.9181,0.0000,3091.0487,4675.3341,-1460.7373,4980.9434,6205.5647,4102.2424,-200.3927,-2844.4398,412.9008,-1113.0079,-2837.5995,2676.6053,-1175.0186,4896.6369,-4118.7799,463.0007,2674.7727,0.0000,4032.3894,-2490.5649,-5104.7225,4423.9149,680.9287,6409.2457,-3037.8647,-2624.9072,3084.2014,-5940.1922,85.1551,-3582.5388,-490.2432,-1189.0932,-4836.4231,1573.4145,1385.2844,-3476.4205,4133.9329,3348.5782,2194.8505,-4046.4655,5348.5350,5129.4593,-5461.0831,-5934.6120,6765.5414,3437.0244,-97.2145,-4106.3364,5456.1881,-6632.8771,343179.7489,374514.5979,353681.0988,353639.3448,356495.4744,356718.5461,362902.5188,359141.2494,-236490487.2663,-236466628.1012,-236494097.4490,-236505517.6054,359225.9725,-236505450.7223,-6721.5193,-1360.7482,4011.1200,4936.0459,-393.7375,284.7196,2934.6752,-916.7538,840.9294,-4026.7483,-136.6674,5960.6744,-3422.0175,0.0000,5625.2533,-3811.2722,-80.7722,-794.9046,-935.5341,947.9701,-3195.3276,-1801.3246,3687.4030,-2476.6219,-2520.9464,-1399.8454,3104.4624,2703.8088,-1119.2574,-3764.9565,-4685.2182,6311.6079,3250.2694,-5848.6994,-5810.2246,2879.1376,-710.1937,3994.5236,-1072.7078,5196.9901,-5753.6228,-1046.8610,-4099.7163,-4952.0491,4514.5118,2335.0934,5334.2531,6331.6283,5776.1558,0.0000,6129.9537,1961.0640,-6224.9756,-3692.9594,2551.4963,-356.3327,4359.6811,5500.9115,6441.2892,5093.2831,-3057.7160,3331.5984,-5176.0328,1194.5632,-822.8439,5928.5745,-4306.0139,0.0000,1597.0462,5360.9945,-807.5288,-1874.9288,4166.6580,284.7109,3659.8473,-4434.6722,-2764.0668,-1256.1392,-4971.2218,3858.8275,-4285.4804,-6104.2430,-3135.8027,-4036.0356,5121.9095,-2978.2485,4.2813,-3943.0844,5837.6874,4849.9066,-1163.3473,3378.2905,-2963.8895,1052.2484,895.2292,5284.4075,-6678.4039,4454.4074,3294.1783,614.5612,93382.4479,79494.2565,90239.8841,89424.1506,81313.8355,83301.8624,88163.9959,89573.0300,244838337.8242,244803377.5292,244823941.6919,244823876.0303,87858.0676,244830786.6056,-385.4532,-5436.4304,-5476.8613,-4089.1939,5370.8224,4662.5017,-4459.9501,5456.0997,4494.1177,1195.7969,-5535.6262,773.9584,2497.7454,0.0000,-684.2935,1547.1104,-2858.6553,-4294.9180,-6517.2314,-4519.2922,5269.3484,6466.7416,-2559.3156,-1515.6280,4228.1131,-2918.8438,-2128.9256,1220.2647,-4034.4053,-4650.6979,3174.6478,-855.6615,1375.3361,-405.9739,-782.7427,5357.5456,3006.3094,2526.2990,2758.8523,-4581.6955,-3884.8484,-4511.6549,-2735.1889,-4812.9477,-4414.3176,5381.8704,985.0605,-2561.7103,2629.1480,0.0000,-626.7625,-4639.6301,2505.4239,2808.1307,-1655.3667,5478.0500,5344.2700,2843.7964,2513.2542,-4544.0634,5416.0937,5423.4018,-4432.4234,-4757.1117,5449.1408,-3550.3427,4700.0009,0.0000,-5307.5866,-3605.9644,4357.6198,-4921.2971,-5466.4889,2555.5968,5000.2409,-4612.6148,5491.3705,-2833.6248,4787.9679,-4492.4511,5385.0449,-3027.8862,3603.1246,5369.1639,-4433.1138,5166.4971,5525.8610,-4586.2897,2718.0007,2440.3557,4051.5187,2605.9155,3001.4198,-3302.1051,-1023.9630,2868.5579,-1486.0376,-3351.7374,2694.0796,-1851.3937,-11081.0703,-12494.3720,-11875.7559,-10377.2552,-7409.6302,-16708.7760,-21276.0098,-13407.3485,117226149.5189,117204521.3450,117196606.6481,117220133.0597,-13020.4846,117214468.1383,
3600.000,503.2462,4578.5032,-2907.2878,-1505.1278,-2591.9927,-6451.9279,2645.7483,-3594.0641,1968.7272,-3713.4641,4174.8073,-4174.7202,-4633.7162,0.0000,1640.9219,-2282.4413,-3336.7347,-5965.5220,-1905.1150,-4451.0014,1023.7298,-364.0055,3499.9338,-3566.8044,5069.6078,-5764.1676,-6339.0447,3352.7400,3335.0327,-863.8169,280.2762,-3579.6458,-3706.9592,4348.0310,4411.9482,1212.8449,6654.0777,-4345.3500,3846.2463,-3885.8984,3674.0031,-1454.9793,6030.7693,3780.1988,-6025.0867,-642.1514,-4385.7121,-2936.6910,-845.4713,0.0000,-4021.9718,-6817.6112,3861.7402,-762.9171,-6279.3459,-3891.9273,-3278.8384,355.3512,-3161.9671,-2817.7374,5502.8209,-5283.3860,3701.5693,-6844.3536,4068.7711,-3180.5094,1015.7393,0.0000,-6245.2154,204.4764,2544.1674,-688.0143,-4567.3014,-3803.2571,-1344.3746,5879.2097,-374.4267,3001.6198,2524.5386,1273.8838,4510.2541,3687.1701,3841.1252,1402.1962,-3922.6340,6434.2888,-4040.2868,-2253.4397,-4511.3880,-242.4062,-4970.4450,-3769.1599,6824.0011,5698.8839,-5245.9751,-4781.9820,2289.1705,3189.0430,-5101.3797,6059.4214,309558.6666,343202.4045,321156.4668,321982.7912,323130.7716,323927.1429,328762.1532,326220.7434,-291812857.7310,-291784740.5812,-291819267.6844,-291822565.3245,325721.7208,-291828795.5407,5404.0530,-3174.3472,-4489.3865,-3874.0905,4455.2693,2220.4543,-6076.5587,4959.1923,-3804.3832,4810.4637,-3999.7879,-3610.8978,4774.0133,0.0000,-6088.3204,4174.8691,2618.7298,3366.0668,5124.1137,3629.1925,4858.0609,5648.8110,-5213.0680,2123.6331,-1585.5130,3792.7826,-1629.9956,-4330.8736,-2495.2642,6352.9599,4133.1723,-3183.3175,-4448.5450,3866.5797,3948.7113,-59.4850,-1010.0184,-305.9562,-1898.1001,-5239.8532,3603.3292,4108.8082,2932.3848,2398.6415,-2753.5512,1359.1370,-2136.3274,-3261.1140,-5066.1216,0.0000,-4253.8290,43.9040,5524.4314,4926.8120,-886.3730,4560.5840,-5467.4379,-6718.8194,-4082.3578,-3257.2504,-653.0016,125.4973,5804.1672,-1089.0073,-3577.6570,-6147.0199,5885.5154,0.0000,1527.7814,-6913.6153,-3587.7943,4567.7656,-4150.2894,2222.4213,-4422.9603,2694.6991,5907.5026,-2664.2353,6307.1640,-6487.5047,2532.5848,5822.7392,-1416.1616,6194.1798,-1620.8745,1384.9101,4121.6572,6471.2306,-2119.8453,-4144.3716,4605.4147,1368.6838,846.9756,-3825.1318,1862.9359,-1774.5417,4064.0315,-6076.0554,418.2675,-2131.8390,175278.2529,169897.9201,178608.6539,176988.8982,168177.5906,171223.3585,174806.3224,173414.0339,175221653.7331,175197556.9181,175214112.7584,175210518.4050,175039.0788,175214129.0332,4271.1710,3959.7063,4375.3051,5508.3066,-4599.8331,-967.3793,1878.9021,-3117.1041,-5427.2617,3210.5429,3769.0212,3889.5644,1868.1401,0.0000,-2889.4696,-4976.9493,5409.4756,153.5562,4282.0031,3664.7273,-4805.7568,-4023.0042,-2460.9139,5553.1187,-4457.5130,-658.0751,-2254.1133,-4189.3591,5501.3979,2611.4059,-5467.4076,4790.5561,3808.9675,-3741.2873,-3534.6048,-6836.0513,1427.7393,-5332.6496,-5399.4448,2341.4473,4655.2942,5265.4404,-1667.1373,5244.8696,1567.9753,-6723.2364,-4789.9662,5316.6266,-4654.1250,0.0000,-3642.9998,816.6625,1323.0815,-4645.4582,-2746.8823,-3344.4352,-2667.3774,1096.2001,-4627.6054,5397.1218,-4022.9885,-4461.4705,594.4638,95.6053,-4260.8687,188.2590,-3499.3106,0.0000,2359.8912,268.4951,-5146.6473,5081.1223,3081.1212,-5326.6204,-5140.4445,2433.1019,-3525.4729,5352.1794,-1274.6086,2029.5725,-4585.1501,-569.5996,-5438.1523,-2724.6702,5443.4072,-2118.6971,-3806.5029,871.0993,-4640.4389,-5354.6890,-742.1805,-5341.4737,611.0295,-344.8486,4066.7490,-4696.4769,4994.5610,-890.9707,-4667.3029,-2555.7909,-13074.6042,-14403.5378,-12646.7895,-14385.5860,-8429.2146,-14982.1170,-23826.3470,-14009.8232,117268993.5327,117246394.4941,117240067.7024,117257242.1714,-14682.8808,117258661.7523,
7200.000,-3495.1212,-4013.3584,5425.5452,5328.3768,1059.4533,4922.7301,-337.0755,2290.9324,938.5369,-322.6200,-3448.5893,3951.6966,1390.9486,0.0000,1847.9108,-2284.5492,-223.0857,3617.2546,2109.2843,2703.5652,-3912.7187,157.7961,800.2178,-1051.4312,-4458.3805,3124.6889,4402.4072,859.1052,-1131.3705,-1433.2724,-4648.0600,4336.0389,-138.9935,-4149.7120,-4128.1058,-3110.2343,-3963.8492,3175.8926,-827.0257,5628.2304,-6298.7096,-1685.7889,-4777.5908,-6496.6006,6343.0335,5584.8463,3755.3401,5044.4821,4598.5485,0.0000,4139.7333,5615.6318,-4908.4252,-3665.0297,3886.2499,2728.9058,4755.2263,2634.3131,5654.2771,6105.2844,-6122.0034,6404.7063,-4390.1867,5162.6158,-3369.8169,4593.9191,-3726.5981,0.0000,5630.1849,2065.9489,21.8096,-2288.3068,6013.8961,418.4648,4669.7112,-6772.4142,-1521.9399,627.1599,-3680.8052,988.3027,-6782.4936,-4829.9198,-2397.8948,-3050.3698,6013.0172,-6516.3778,3230.2536,425.1448,5721.4244,4949.6047,2238.4642,1402.0070,-5446.1423,-2906.2362,2146.7672,5472.3726,-4768.3909,-665.7612,3910.3131,-2738.9965,256989.2393,290263.6814,268196.3481,272152.8029,269133.5146,270786.7223,274196.2200,270686.3845,-327215465.5373,-327186175.7445,-327227705.7086,-327229895.4042,271445.0308,-327232310.2550,-2336.5271,5525.7525,4255.0169,2723.2435,-6766.6599,-3431.6666,6606.3110,-6326.3816,6196.6446,-4159.4189,5974.4360,-1388.3315,-4476.8899,0.0000,4748.6895,-4058.1505,-5317.3658,-4145.3712,-6604.8004,-6260.1728,-5548.9521,-6894.3161,4033.0487,-2629.0180,4930.1673,-4862.0028,-1131.7095,5237.4221,5852.3774,-6696.8411,-3179.0587,-1824.5891,1582.1763,198.1409,157.0912,-4515.9482,2716.5263,-4057.3881,5167.5717,3830.2469,-1159.9608,-6242.6631,-53.0657,-169.9237,50.9633,-1759.4083,-2625.5888,-643.7736,3501.4745,0.0000,97.5928,-1744.1404,-2233.7979,-4947.2315,-1904.5193,-6191.9255,4702.6074,4663.0503,861.1526,1513.1301,3046.1561,-2509.2119,-3941.1796,461.0604,6002.7162,4008.3055,-5829.4905,0.0000,-3190.3992,5765.0443,6557.8065,-6225.5936,3142.2858,-5041.6006,4679.9211,-539.2538,-6667.7292,6007.2028,-4977.3386,6634.4762,-988.6181,-3171.0882,5591.7211,-5965.7077,-1556.1497,210.8933,-6098.1742,-6012.2887,-2183.0027,2611.7107,-5617.2740,-5850.4872,1797.0034,4970.8961,-4782.9659,-2177.1871,20.6857,5160.8950,-4311.7754,3445.2049,246427.1254,249753.1906,255669.1080,252750.0811,243987.0380,251420.9479,250010.3464,252299.3255,93657091.3314,93644195.0008,93654049.1462,93653337.4342,251032.0582,93649058.3435,-5493.0580,368.0047,-569.1062,-3461.2089,855.9031,-3393.8418,1922.7189,-1388.1725,2897.6210,-5471.6423,366.5769,-5307.9342,-5085.2577,0.0000,4691.3254,5056.2084,-4370.3219,4074.7466,415.3482,-53.7494,1244.5834,-832.4565,5332.9244,-6342.8964,1958.0411,3813.5889,5207.6751,4387.4226,-3499.9878,1017.8271,3903.4772,-4890.0765,-6756.6381,5518.0747,5506.0749,4244.2066,-4931.2515,4551.8311,4473.1276,1299.7023,-2693.3750,-2242.9560,4979.7434,-2338.2733,2467.5396,3616.8086,5058.7678,-4671.5222,3809.9135,0.0000,5499.9479,3540.4735,-4262.4850,2901.9334,5374.0920,-1142.7207,-1732.3697,-4225.0096,3904.8744,-2877.4704,-285.2676,666.0547,3589.6312,4585.6934,232.6479,3270.2449,99.1891,0.0000,2241.8472,3215.9149,1656.1474,-1816.6706,1257.7306,4694.1864,1994.3341,1265.7794,-804.9239,-2901.9635,-3076.6316,1683.4348,844.8639,3788.7678,3032.3599,-1683.8342,-3038.7608,-2298.6289,-351.6276,3370.6804,2962.8266,3811.7746,-3150.6719,2882.8156,-3850.1569,3740.5392,-4491.0038,3643.1064,-4908.6855,4553.1469,3739.7693,5317.8782,-15090.4731,-16314.2326,-13962.0177,-17953.8071,-9893.2987,-14007.1296,-25723.1166,-17307.9550,117311130.3396,117288288.7238,117284623.6269,117296174.6409,-16343.8042,117302817.2677,
