sl_100_5400_20280503 Coordinates.csv
2028/05/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:03 2024,
Start: 2028/05/03 07:47:00.00, Stop: 2028/05/03 09:17:00.00,
TIME_UNITS,STARLINK-3575 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-3235 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-4475 - X-Coordinate,STARLINK-3523 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-2606 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-3068 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-31610 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-30329 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-31399 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-5613 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-32006 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-5153 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-31035 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-30454 - X-Coordinate,STARLINK-1557 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-31844 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-3458 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-1729 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-1571 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-2570 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-3524 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-4697 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-3235 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-4475 - Y-Coordinate,STARLINK-3523 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-2606 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-3068 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-31610 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-30329 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-31399 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-5613 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-32006 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-5153 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-31035 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-30454 - Y-Coordinate,STARLINK-1557 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-31844 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-3458 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-1729 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-1571 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-2570 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-3524 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-3235 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-4475 - Z-Coordinate,STARLINK-3523 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-2606 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-3068 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-31610 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-30329 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-31399 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-5613 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-32006 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-5153 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-31035 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-30454 - Z-Coordinate,STARLINK-1557 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-31844 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-3458 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-1729 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-1571 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-2570 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-3524 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4126.5663,6025.4954,2334.0671,673.2983,4767.7366,-3516.7380,-4772.0444,1823.0311,6802.6052,-4512.9300,-4335.3600,6593.0669,1763.0892,-1867.9465,3071.8749,3493.7403,3933.2060,4307.1664,-3297.3772,6066.7545,5489.7109,5740.2017,5785.9171,3916.0052,4997.3782,-4135.7921,-4447.1608,5345.5780,0.0000,-2820.9160,6653.4123,-1054.5286,-3650.2083,1836.2374,4964.0224,-4739.4187,3916.1287,4418.6743,-2155.3491,-4357.4805,5746.8739,-2254.2999,-3036.7934,3712.4989,3811.0734,-2054.5650,-4073.5399,-4555.1904,0.0000,-4114.9096,2062.4678,1200.7677,-4768.7479,-6839.0804,-2882.4483,4754.9478,1023.8997,2552.1953,-4250.9949,-3843.9998,181.5584,-3410.4500,5639.2537,-1014.3999,-5482.7451,5416.8090,0.0000,3062.6657,-6156.5657,169.8351,-5431.8451,-3969.4343,2690.2573,-5196.4673,-6316.5657,-4564.9058,-449.3013,242.3416,-3938.5261,458.9544,-2463.9910,4175.0587,-574.9159,4003.9900,-2078.7525,4125.9117,-4271.1883,94.1103,858.7176,-2165.2265,-2197.9142,-2463.7875,-3006.1100,-6588.2379,-4144.2855,778.2128,3816.2517,-1732.3717,6259.4965,1870.6120,349146.6792,365276.8227,356680.3199,356393.1914,355080.3060,356175.1795,363965.9991,361229.2823,-209710028.7675,-209684648.7625,-209706244.5920,-209709706.6777,360571.7972,-209706272.7082,538.8455,-2840.5343,328.4113,5495.8784,-1141.2954,-5798.4357,-3862.0230,-3962.0126,-561.2609,486.8827,165.1873,-1943.2161,5770.8582,1646.3531,5601.1435,-5659.1238,1311.1938,-3587.3844,2641.5427,1374.0289,2264.2599,-2997.7613,2498.1039,1437.7352,-4495.8598,-2947.2347,3509.5490,-3682.8678,0.0000,-4456.7153,1776.1251,-4462.6665,1944.9205,4124.7053,2859.9354,5048.4856,3587.1575,5028.5216,5211.7899,-2615.3221,-2342.1560,3658.7810,4128.3460,-2553.3856,5560.7000,-2066.8180,4934.3531,-629.1158,0.0000,-5161.3910,-4395.8329,2158.5712,2445.4084,83.1683,5982.7886,-3706.1472,2752.3680,5273.0003,2832.2691,-1766.7564,5136.5815,-2293.8607,-2654.5536,-6762.1680,415.2949,-4277.9947,0.0000,850.6265,-341.4099,2430.6586,-3888.8593,-4123.2083,4350.3098,2622.1958,2728.8644,-2575.6734,1371.9918,-5413.0219,2608.2545,-6894.4571,-4641.7910,790.6689,6524.1421,-5452.7899,5620.8205,-284.6036,4886.8212,-5050.9323,-4341.9325,-5042.7020,-5472.9893,-3581.1906,6052.3269,216.9090,4529.9153,5257.7503,3560.7717,-6001.8252,-682.0952,5012.8615,60791.5615,30497.1654,54331.9463,53745.7259,45243.0139,46924.5414,48228.2602,51101.8764,282996808.4749,282937742.9628,282950787.2588,282989490.8255,49701.9598,282976900.2913,-5522.9619,1950.6192,6511.6493,-4039.4978,-4882.0635,-146.3001,-3002.0157,5336.8194,911.1775,5244.7740,5376.5514,-83.5393,3369.2005,-6492.7755,2666.0844,-1382.4419,5490.1716,-3918.0286,-5458.5294,-2842.6691,-3422.7341,2490.2727,2796.5487,5467.1661,1455.8083,4729.4313,3866.0421,2478.3811,0.0000,-4378.2539,-404.4309,-5162.0424,5521.1579,5182.8550,3867.9862,-303.8146,-4296.4978,-1747.6531,3970.4001,4532.5622,-2873.1229,5367.8910,-4509.5842,5067.7653,-1544.6572,-6314.0022,2580.6655,-5100.3817,0.0000,-2058.6832,-4878.2145,6486.4201,-4308.4740,1018.0060,-1903.1126,-3407.1445,6261.2624,3744.0423,-4608.9538,-5471.0856,4632.2975,-5242.6075,3011.2011,-162.0439,4108.4989,46.9063,0.0000,6176.6988,-3101.6662,-6522.5689,1717.6683,3674.5180,4649.9730,3750.6526,-619.5808,4525.3255,-6774.0238,4129.4632,-4967.5750,412.0594,-4511.3490,5423.9016,1957.6799,-109.3760,3428.5590,-5228.8305,-2268.1787,-4680.0690,5187.5005,4111.8088,-3572.0513,-5384.0937,-1422.7472,-874.4249,2888.7752,-4351.3524,4492.4281,2931.9355,-2882.1868,4355.4828,59400.8699,56452.8521,58932.8809,60598.9623,63457.1157,54084.2840,49635.4339,58728.4268,77935415.0881,77938580.3227,77933514.4932,77935039.1347,57861.1031,77932781.3049,
300.000,-3844.9097,5318.2581,3970.5048,2268.6370,3312.1601,-4609.6904,-5170.4848,144.2512,6598.5748,-2746.1483,-3547.6342,5899.1230,3241.5977,-898.7404,4119.3486,2056.5760,4334.1342,2431.0214,-2130.8280,6675.7519,5022.1037,4270.8410,5404.9482,4741.9629,3630.8051,-5220.1907,-2595.3085,3761.6742,0.0000,-4533.2081,6530.3406,-2727.3923,-2418.5430,3280.5575,6164.6473,-3467.3910,5431.6179,4852.4013,-998.1371,-4984.1041,4283.1805,-672.6030,-1419.3760,3043.3020,4425.1755,-2416.1763,-3273.7194,-5341.1960,0.0000,-4592.9404,-35.6562,2724.4858,-4611.4786,-6219.7260,-1385.8836,3018.1350,879.7961,2673.3332,-2359.3498,-4269.3202,2264.5597,-4760.1035,5173.2719,-2153.2499,-5627.2945,4414.9397,0.0000,4626.5278,-6532.0422,2306.5261,-6238.8683,-5420.5727,4476.6018,-4043.1468,-5671.0168,-5692.6755,-2357.5041,-1413.6735,-3413.2919,-773.6450,-3986.2871,4768.5464,1074.5059,2792.9810,-935.4702,4217.7460,-3470.8239,-1669.1800,-1272.1891,-3838.8945,-3140.5006,-3751.6528,-1924.0353,-5942.5860,-3074.8146,2672.5825,4136.7193,-3129.2340,6331.5353,3594.6891,347798.8745,364514.5474,355669.9126,355377.9009,353955.7694,355096.3094,362783.4632,360188.4812,-215837138.2506,-215810797.7883,-215832586.5003,-215837266.1462,359458.6098,-215833297.6423,2654.5566,-2027.0506,1533.9441,5920.8051,-2649.5057,-4687.1616,-1977.4135,-5140.7738,-1755.5253,1407.9663,2192.9673,-2996.0237,5845.5343,3543.4675,4077.4115,-5712.0291,-825.3509,-4037.9681,4389.1376,-196.6064,504.5814,-4065.6938,859.4070,-519.2567,-4944.8765,-1108.6314,4004.6067,-4563.3485,0.0000,-4136.9403,498.7978,-3116.0519,3728.3469,2514.1131,1424.4772,5871.0899,2270.1493,3618.9268,6349.4132,-531.2822,-3226.9954,4998.6806,5435.7001,-4432.7022,4259.0710,100.3874,6015.0018,1176.9417,0.0000,-3703.9692,-4207.3506,560.5399,4155.6863,1293.9742,5806.2676,-4167.2798,4672.4141,3668.0084,3642.9108,366.3224,4573.5765,-648.1933,-4286.1727,-6194.3961,2355.6169,-5011.8115,0.0000,-349.1211,1332.0851,2638.9312,-2946.2658,-3512.8624,3244.2213,1537.8780,3756.1350,-865.2786,2399.3959,-4319.5919,4461.0325,-6523.9128,-3130.5105,-1221.8247,5920.4531,-5861.6585,6590.6210,-2400.8941,5911.3558,-3969.7441,-3888.9687,-5003.3274,-3894.0912,-1833.2385,6618.9528,1444.0907,5856.1670,4260.0532,1549.7239,-6024.2697,-2354.5213,5060.2832,68018.9348,38201.3745,61986.0103,61305.0335,52805.3324,54491.0894,55822.8019,58851.6929,278350284.2241,278291647.7566,278304308.9881,278342851.3593,57293.3070,278330427.5858,-5097.6622,3968.7261,5465.2690,-2600.3432,-5466.1975,-1676.9536,-4008.0230,4590.8145,-909.3562,6210.1429,5507.6994,-1871.9854,1766.3537,-5914.5546,3781.2700,-3049.7764,5279.2660,-4956.2878,-4882.0187,-1467.9594,-4638.1545,3652.7986,4189.6925,4954.9912,3104.5003,4436.3796,4923.6623,3644.2760,0.0000,-3051.6359,-2171.9192,-5525.0350,5277.2558,5491.3689,2787.9029,1234.4102,-3464.1065,-3352.6102,2509.0464,4609.3849,-4244.8621,4675.9195,-3877.2269,4134.4181,-3182.5069,-6519.6874,859.3170,-4152.6696,0.0000,-3607.6072,-5447.2301,6359.8606,-2956.5027,2724.6781,-3479.8900,-4635.5053,5025.5121,5263.1073,-5338.3774,-5428.5917,4671.8320,-4614.6899,1674.9116,-1949.5724,3149.4486,-1749.3257,0.0000,5173.2082,-1784.5773,-6015.8517,-80.6530,2136.7466,4150.9764,5403.8409,1195.9024,3848.1681,-6053.9501,5072.5540,-3928.2852,2172.5399,-4720.5454,4822.7395,3240.7895,-1908.3609,1842.0630,-4570.2958,-507.9235,-5374.1130,5454.2371,2699.4230,-4746.0842,-5517.6309,387.5983,-2614.7727,1522.2587,-4677.7446,5281.0767,1253.2204,-1519.1401,3017.1998,59239.9610,56303.5026,58892.7492,60296.5436,63398.8201,54200.3344,49401.8236,58128.1601,77941283.0050,77943992.6149,77938821.4529,77941020.3013,57729.3975,77938394.3698,
600.000,-3239.3546,4008.5541,5134.7513,3608.5869,1564.8986,-5239.2481,-5083.3324,-1509.0305,5727.6470,-727.8600,-2464.6679,4602.1932,4381.7397,88.9408,4802.5074,376.9639,4356.5824,298.3744,-802.7220,6612.9419,4082.4374,2387.5550,4514.6242,5137.0039,1878.1882,-5834.6176,-473.0711,1810.3481,0.0000,-5769.6464,5760.6196,-4172.5623,-997.4040,4443.4941,6770.1533,-1849.7278,6405.9958,4837.7511,230.7415,-5145.1969,2378.7084,933.8482,310.2345,2101.3933,4632.5829,-2618.8617,-2154.9980,-5619.7324,0.0000,-4651.8688,-2146.1339,4030.9317,-4017.2929,-4984.4226,279.2420,972.4300,568.9430,2591.9044,-240.6070,-4331.2757,4139.3579,-5614.8260,4217.0930,-3092.8118,-5235.7359,2959.2398,0.0000,5753.8344,-6273.4397,4197.0670,-6420.4625,-6296.3674,5838.3619,-2409.7272,-4452.4061,-6290.2346,-4053.0127,-2968.6040,-2584.2667,-1953.8454,-5156.7648,4932.0987,2644.0637,1267.4945,280.3448,3894.2003,-2323.3428,-3307.1525,-3288.7899,-5103.8374,-3822.2008,-4719.4827,-645.0470,-4634.4400,-1701.6434,4327.5499,4101.2546,-4201.0413,5795.5303,4940.0343,346302.9744,363589.4565,354502.3579,354209.5267,352673.2541,353864.2781,361440.6347,358925.8829,-221861327.8062,-221834036.2634,-221856010.7772,-221861895.1995,358185.5712,-221857404.8715,4506.0732,-1043.0516,2637.8447,5758.5558,-3945.4077,-3081.8987,119.4578,-5837.9041,-2782.9828,2263.0161,4026.9442,-3765.9411,5350.7482,5111.4418,2156.3205,-5188.4920,-2863.1535,-4130.5627,5719.6924,-1733.4675,-1341.2960,-4775.9158,-899.9278,-2393.1554,-4923.6433,810.0548,4147.8829,-5039.4594,0.0000,-3426.9287,-851.8905,-1503.5446,5168.9680,687.2864,-124.0579,6131.5375,755.6199,1831.8771,6854.6785,1594.9611,-3829.0009,5865.4475,6211.8571,-5845.1128,2519.8852,2244.7047,6489.2144,2831.1531,0.0000,-1862.0263,-3655.5339,-1034.6384,5429.7690,2406.6448,5076.0664,-4267.7868,6084.0330,1677.9940,4146.2989,2449.6234,3609.1986,1026.5109,-5491.3468,-4986.9350,4043.6845,-5259.8818,0.0000,-1453.2283,2859.3948,2659.4911,-1707.3835,-2558.3876,1859.8398,350.8129,4420.1113,899.4999,3093.1796,-2813.7219,5853.5119,-5508.6081,-1345.2119,-3085.8455,4730.8503,-5660.9271,6903.3577,-4236.5599,6333.3609,-2533.8983,-3093.8676,-4479.4881,-1931.0766,60.6619,6524.2419,2540.6997,6572.3485,2875.3480,-622.7324,-5451.7545,-3785.6955,4629.9332,75215.4297,45887.9930,69613.1124,68838.6825,60342.8591,62038.1307,63389.6317,66455.3760,273571119.8476,273512936.7831,273525216.7462,273563537.4031,64859.8259,273551317.8817,-4124.0352,5563.6891,3834.4733,-873.1762,-5463.6359,-3016.1356,-4567.0344,3346.1655,-2630.6437,6514.3258,5045.1913,-3455.0787,-27.2091,-4711.2341,4490.0330,-4370.6203,4492.1269,-5443.7100,-3777.3309,70.5146,-5341.2689,4425.3217,5127.2437,3901.2329,4412.7772,3670.7745,5438.1385,4422.7717,0.0000,-1387.2882,-3703.6403,-5291.4722,4462.0342,5198.8386,1407.0790,2640.2195,-2244.4962,-4596.9875,775.2978,4166.9399,-5144.3763,3472.6039,-2810.8035,2729.5397,-4477.6776,-6037.1678,-955.3307,-2748.4481,0.0000,-4767.9769,-5422.5205,5558.3241,-1280.3571,4137.2208,-4680.8183,-5367.2207,3249.9247,6224.6376,-5484.9539,-4802.7108,4209.4274,-3432.9647,158.5685,-3520.0356,1843.5404,-3355.9739,0.0000,3621.4140,-273.8167,-4875.9286,-1870.2426,357.0417,3204.6647,6477.8211,2881.8244,2758.3409,-4686.6670,5444.9332,-2454.6859,3699.1032,-4424.1844,3697.3632,4162.1646,-3487.9649,56.1061,-3364.4226,1308.1131,-5483.2650,5109.6762,988.9255,-5405.1588,-5059.1871,2155.8754,-4039.2461,-17.9162,-4490.3693,5494.5057,-561.4527,7.1930,1351.7434,59078.8444,56154.1919,58850.3603,59989.4922,63337.1474,54322.6526,49173.0690,57496.2299,77947149.4266,77949404.4839,77944128.1312,77946996.9840,57597.6494,77944007.2455,
