sl_100_5400_20280414 Coordinates.csv
2028/04/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:35 2024,
Start: 2028/04/14 07:47:00.00, Stop: 2028/04/14 09:17:00.00,
TIME_UNITS,STARLINK-3959 - X-Coordinate,STARLINK-31527 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-4524 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-3389 - X-Coordinate,STARLINK-5774 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-5304 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-2604 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-5464 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-3087 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-31908 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-4081 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-3993 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-4670 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-2482 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-6349 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-30230 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-30557 - X-Coordinate,STARLINK-5859 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-1238 - X-Coordinate,STARLINK-31662 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-2649 - X-Coordinate,STARLINK-1990 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-4067 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-2448 - X-Coordinate,STARLINK-6082 - X-Coordinate,STARLINK-4214 - X-Coordinate,STARLINK-4498 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-4507 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-31527 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-4524 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-3389 - Y-Coordinate,STARLINK-5774 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5304 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-2604 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-5464 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-3087 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-31908 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-4081 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-3993 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-4670 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-2482 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-6349 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-30230 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-30557 - Y-Coordinate,STARLINK-5859 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-1238 - Y-Coordinate,STARLINK-31662 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-2649 - Y-Coordinate,STARLINK-1990 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-4067 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-2448 - Y-Coordinate,STARLINK-6082 - Y-Coordinate,STARLINK-4214 - Y-Coordinate,STARLINK-4498 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-31527 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-4524 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-3389 - Z-Coordinate,STARLINK-5774 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5304 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-2604 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-5464 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-3087 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-31908 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-4081 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-3993 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-4670 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-2482 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-6349 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-30230 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-30557 - Z-Coordinate,STARLINK-5859 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-1238 - Z-Coordinate,STARLINK-31662 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-2649 - Z-Coordinate,STARLINK-1990 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-4067 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-2448 - Z-Coordinate,STARLINK-6082 - Z-Coordinate,STARLINK-4214 - Z-Coordinate,STARLINK-4498 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1722.4081,-5473.5528,981.6850,4115.1067,1865.2880,-3671.7545,0.0000,6718.3178,0.0000,2151.6205,1197.4294,4602.1882,3472.0880,-4027.1825,1528.5715,-4572.6032,5376.0470,-2266.1394,-1150.9248,-6675.9501,5016.7286,-4170.3461,3886.7267,1971.7068,903.2115,-5175.3996,-6045.9794,-2760.7020,-855.7316,5622.2409,-750.2068,-1034.9793,755.1714,-4166.4621,-3804.9541,0.0000,-2759.5435,5523.9865,5132.5609,6678.7705,-5545.0337,6522.4399,3233.6702,-988.1107,6380.0217,-6241.6904,4084.0979,-3595.4111,-4219.0887,-4784.1385,5519.6687,745.1061,-5014.3167,-5492.8869,6365.0870,-290.5034,1256.7389,-4425.4332,-5954.2196,0.0000,-137.9040,-3843.7033,-2867.8911,-6069.6249,117.1734,3774.1151,4082.1607,-2330.5897,5040.2852,-2201.7936,60.2826,-4462.1385,-1911.0649,2890.2006,-1478.3503,-395.1320,3461.1802,2887.9837,3333.5985,-4217.5529,5595.2633,-2283.4280,2214.3088,-3092.2708,-2721.3069,5210.4705,5239.2155,-6577.9018,-3051.8054,138.3885,5608.8471,-6050.5543,-2329.5234,2333.0198,2948.1416,-5185.9919,1316.3812,4388.2599,3039.5791,-5668.4285,-221802.9675,-210624.4642,-217009.3644,-217361.6376,-221315.8478,-219756.6516,-211941.4365,-215781.5310,-185690480.2349,-185685895.2634,-185683516.8405,-185695544.1697,-214696.5069,-185689610.5350,5241.3959,-2692.1057,4143.6242,519.1833,-6218.3574,5108.3381,0.0000,1189.4957,0.0000,-3543.1461,-5333.7732,2395.0771,-5560.5629,1124.4628,-6664.1323,2089.1524,-369.6289,-2267.7805,6264.3975,1674.0927,759.5177,-1249.3934,3680.8366,4789.2152,-4319.8034,4489.3520,-1748.5845,4254.8223,4023.3161,-3524.9515,-3984.7736,6801.7227,-6579.3934,4966.0563,-3962.7377,0.0000,233.7200,-2839.2613,-1498.3729,1468.7133,-1676.9588,742.6105,4874.8395,-4334.6605,2568.5895,2646.2345,-3845.6353,-2205.2115,-2398.0287,-2493.1490,-381.7836,-6610.4294,-2234.6658,1053.0609,-2625.5849,2632.8615,-5929.6514,3216.8400,-3494.5822,0.0000,5680.7896,-5612.9050,-4782.0484,266.5554,4149.5419,3477.8321,1274.7414,4534.5420,-553.9729,4484.1719,6671.2829,-4843.8199,-5650.0998,-2981.5999,6735.6101,2914.4873,5113.0329,3451.7464,-4724.3616,-3156.7523,4071.6004,-6178.8852,4280.6806,-3154.5770,3100.4677,794.1324,-3698.8964,-1371.8938,5762.4952,-5870.7731,-3966.0004,-1144.7019,6345.0252,5323.1651,5565.0449,-958.8790,5955.8088,-4739.6732,4238.2103,-2582.2777,-261534.4279,-276288.5408,-270286.3086,-270707.3210,-278353.1283,-277074.3110,-278365.5434,-276940.6967,304768782.7174,304786693.9670,304801919.8707,304795186.8885,-275883.6446,304789161.0360,4106.7937,-3094.0437,-5499.8653,5515.9121,-2373.0499,2843.3064,0.0000,481.3221,0.0000,5346.1741,-4080.3335,4572.2778,-2017.8366,5442.1587,970.6606,-4574.9068,4342.2286,6152.7423,2617.9721,669.4138,4590.3400,5434.1223,4392.8975,-4623.3916,-5162.0930,1064.1688,-2625.3153,4724.9262,-5442.8102,-2023.8076,-5223.3292,-874.1910,2095.8845,-2379.7001,-4226.8223,0.0000,6383.0710,3092.0772,4423.0537,1140.3880,3683.0118,2056.9583,3659.8272,-5073.7914,820.5590,-566.3563,-3934.8240,-5476.6880,-4863.1497,4325.8888,4067.0811,795.3886,-4201.1759,-4123.2688,308.6375,-6424.8256,-3366.3689,4089.3434,249.8501,0.0000,3878.1452,-815.2974,3994.0864,3299.7166,5518.0079,-4678.2376,5299.9592,-4667.2980,4673.4400,-4773.7499,-1456.0905,-1921.1482,-3536.5326,-5426.0324,-644.4177,-6109.0638,3106.8484,-5238.2563,-3634.2615,-4431.6249,-327.2010,2048.5519,-4892.6155,-5361.9223,5512.1947,4365.0133,2540.0898,1259.0043,-2100.6723,3376.6628,745.6296,-3157.0929,1497.2124,3706.6558,2865.8809,4467.6582,-3202.9169,-2448.4176,-4554.7936,2990.1749,-168481.4587,-168856.1482,-169047.5285,-167271.5306,-164489.1568,-173908.3375,-178277.6490,-171057.2067,44731939.4286,44755453.0554,44728162.4785,44742557.2217,-170072.0272,44733100.6021,
300.000,-454.8428,-5142.1266,2367.3543,4351.0416,87.8183,-2822.1394,0.0000,6709.4994,0.0000,47.5592,-620.7750,5065.5407,2500.0939,-3557.6483,333.0967,-3269.7779,5477.7496,-2373.3355,71.5605,-5839.7615,4157.9550,-5687.6936,5416.8327,3913.8503,-1232.0913,-4114.1044,-6733.6471,-838.9682,1330.0903,6105.8565,-2882.2762,469.4911,143.6618,-2579.2332,-4682.3385,0.0000,-1455.8891,3966.4447,3398.2334,6923.1284,-6380.2025,5821.2222,4744.5639,-2997.8214,6798.5004,-5303.2032,3483.3466,-4261.2600,-5631.3050,-5057.4338,5683.9828,-549.5965,-5098.6345,-6244.6586,5662.2377,1534.7580,-642.6793,-2549.0745,-6206.0743,0.0000,1416.5324,-4801.7705,-3615.8575,-4932.7591,2254.5962,5187.1692,4019.3033,-256.5524,4428.9600,-132.7699,1304.0686,-5129.2996,-3324.1974,1435.6020,90.1527,1127.9239,4836.0879,4680.1151,2040.2507,-5708.9075,6145.9572,-3194.6803,4091.3814,-4018.0943,-1010.9637,4317.9607,3699.7690,-6813.6119,-1708.6972,-1271.7423,4471.6989,-6649.5962,-1197.4790,3895.2721,4528.7470,-6122.2673,2458.1835,3641.5768,4777.1080,-5299.9932,-216318.6080,-204563.4140,-211063.9627,-211451.5205,-215506.5392,-213905.0651,-206176.8289,-210101.4648,-192299896.2275,-192295258.3466,-192293450.7179,-192305312.7079,-208867.3407,-192299125.5562,6317.6166,-968.0149,5112.6840,-1610.3229,-5922.8002,6196.9602,0.0000,-37.8856,0.0000,-4196.9896,-6036.5517,290.3148,-6381.0988,3196.6227,-6847.3755,3834.5029,-2359.9921,-88.1635,6829.7240,3015.2300,-1122.0475,-558.1303,2382.6548,4058.0653,-3879.2027,5562.7886,-572.5767,5206.0433,4095.0393,-3282.3936,-3737.7333,6884.9485,-6948.0978,5105.7124,-2048.5620,0.0000,2013.1832,-3592.0763,-1938.3772,-23.1052,-35.4667,-633.2131,4543.9962,-4380.0909,1120.3089,3571.7540,-5358.0174,-133.2398,-1142.5155,-384.1757,-2308.7481,-6170.7346,-129.3349,2017.4215,-3637.2217,3650.0383,-5435.7027,3818.9478,-2252.1028,0.0000,4570.5689,-4325.7912,-2988.3336,1639.5221,3764.4948,1928.0196,-917.5281,5127.6893,-2626.1236,4280.9842,5939.1007,-3232.6910,-4246.8110,-4534.6082,6594.0548,4249.5991,4721.4996,2546.1882,-6030.0345,-2235.5227,2624.2576,-4939.5093,3985.5835,-1199.7493,4417.3992,-1021.5261,-4231.8266,-166.2659,6604.2659,-6416.5127,-4643.2065,468.9503,6813.7685,5255.5559,5014.3189,522.6305,4611.8285,-5825.2431,3136.8152,-905.4699,-266269.2291,-280999.1330,-274728.0658,-275238.5779,-282847.6562,-281580.6537,-282809.9936,-281568.3950,300641790.8738,300659335.4419,300675239.1059,300667580.4323,-280354.4330,300662156.6947,2686.3492,-4406.3631,-4076.9199,5110.6151,-3564.1490,1151.9953,0.0000,-1338.3315,0.0000,5305.6332,-3115.1069,4698.4937,-233.1230,4923.5266,-847.2559,-4561.8205,3512.7099,6518.0419,895.4683,2144.2872,5314.9694,3982.7915,3599.1489,-4050.6041,-5436.6638,-478.4040,-900.9980,4499.9897,-5291.7333,200.4980,-4630.6789,671.0974,-1.8607,-3869.6466,-4682.8091,0.0000,6499.1272,4413.3265,5728.0448,-400.2155,2534.4599,3606.2389,2118.6296,-4162.6158,-725.6198,-2328.7622,-2468.5775,-5440.9375,-3764.9145,4699.3512,3084.5159,2544.3556,-4666.6127,-2277.9665,-1496.3494,-5710.3894,-4256.7383,5054.2763,2027.7058,0.0000,4940.8752,-2279.8348,5001.6952,4555.4754,5332.3593,-4194.6283,5419.9610,-4627.8468,4587.1820,-5422.1478,-3110.6743,-3211.9793,-4359.3110,-4905.1198,-2121.2250,-5159.9437,1457.7677,-4393.0615,-2471.7882,-3128.7830,-1831.4065,3599.1154,-3811.8830,-5538.5173,5184.4579,5207.5722,3994.9321,-560.1980,-614.9181,1770.3120,2481.9513,-1853.2527,-306.3680,2181.5016,1500.0681,3170.1388,-4489.9547,-707.8997,-3909.0237,4336.4770,-168502.7566,-168797.5837,-168947.1703,-167433.8963,-164406.6299,-173654.0603,-178373.0305,-170611.0700,44738129.6599,44762037.5494,44735132.7296,44749066.6416,-170064.2744,44739550.9180,
600.000,828.8809,-4321.2750,3472.1908,4209.0682,-1724.1962,-1702.8542,0.0000,6012.2969,0.0000,-2041.7613,-2351.9865,5080.1321,1274.9389,-2783.2272,-905.1516,-1667.4818,5076.7411,-2325.5712,1276.5988,-4430.1493,2921.3573,-6640.1728,6431.2277,5481.8838,-3255.4870,-2650.8526,-6720.9743,1140.3749,3372.8311,5922.1871,-4682.2822,1934.9739,-482.3665,-710.7362,-5150.7635,0.0000,-74.4483,2014.9938,1321.1942,6496.9108,-6588.1568,4546.4150,5768.4131,-4669.5292,6558.2791,-3801.5606,2553.0338,-4562.1518,-6485.6347,-4883.2415,5305.4395,-1813.4734,-4730.1315,-6373.6027,4383.6595,3160.7684,-2506.3929,-409.0304,-5850.2631,0.0000,2875.2217,-5297.5091,-4052.8953,-3325.4328,4174.0449,6123.4795,3601.2572,1828.9817,3425.6131,1967.3992,2448.3793,-5312.2938,-4454.9535,-119.5021,1669.1523,2473.9136,5719.4642,6013.8726,563.8571,-6625.0571,6111.3118,-3826.4665,5542.3367,-4608.4006,759.8644,3027.4720,1776.3188,-6347.6013,-199.4187,-2527.8993,2874.0851,-6606.5716,56.6662,5050.8370,5659.8452,-6465.8817,3403.0946,2537.7411,6059.5935,-4439.1537,-210732.1499,-198417.4240,-205023.5372,-205442.2854,-209602.3342,-207952.4235,-200320.5211,-204233.4316,-198817628.3898,-198812920.9690,-198811717.5281,-198823361.0065,-202945.0753,-198816956.0970,6762.7893,888.2289,5598.5838,-3564.8251,-5071.4227,6661.8907,0.0000,-1276.5599,0.0000,-4464.4371,-6143.8420,-1835.0122,-6548.3289,4946.8910,-6347.5327,5212.0712,-4105.0983,2099.4627,6707.6580,4082.2260,-2925.7527,137.4944,886.4204,2974.7202,-3092.7406,6100.3529,652.6508,5690.2102,3804.0947,-2684.4455,-3121.6337,6300.9727,-6610.0535,4772.6789,53.5498,0.0000,3640.7459,-4041.1510,-2256.8407,-1516.4732,1587.0746,-1983.4028,3779.1988,-4001.6861,-443.5071,4149.2797,-6313.8260,1931.7946,188.0205,1763.7008,-3987.8255,-5059.9356,1996.0614,2749.2759,-4298.9072,4358.7923,-4447.5322,4085.4368,-765.1613,0.0000,3030.1409,-2594.4215,-893.2405,2897.0526,3064.6443,226.0078,-3017.7879,5263.0803,-4450.5956,3710.9158,4599.4276,-1285.9043,-2448.9003,-5651.3389,5818.6638,5166.1356,3872.9913,1435.7122,-6725.7544,-1124.3681,908.6801,-3201.0272,3327.9720,848.2216,5332.7443,-2772.3434,-4384.1773,1062.8518,6780.0204,-6289.9426,-4881.3364,2020.2333,6607.4111,4679.7065,3986.9800,1920.1571,2815.0896,-6324.4665,1767.2526,895.3794,-270890.5998,-285573.9504,-279049.6211,-279649.6257,-287219.6382,-285961.1755,-287133.9289,-285989.0710,296371495.9040,296388676.5513,296405223.8302,296396648.8584,-284702.1266,296391845.4455,971.8189,-5228.8475,-2222.3262,4152.6563,-4370.8777,-664.1429,0.0000,-3008.9417,0.0000,4656.5729,-1800.1492,4319.1109,1577.3581,3863.4906,-2573.4645,-4032.0645,2305.7905,6190.5060,-924.8146,3387.6567,5449.5297,2111.7482,2419.4445,-3046.5951,-5094.8273,-1969.8113,924.7027,3794.2212,-4548.4215,2403.3040,-3470.5959,2144.5028,-2099.4561,-4941.1725,-4638.4205,0.0000,5930.3681,5263.7902,6423.1919,-1898.0066,1106.4935,4760.5288,347.6550,-2768.8692,-2193.9473,-3827.7121,-728.6670,-4819.5608,-2253.0895,4566.9564,1762.2455,3991.5135,-4629.3846,-190.3239,-3138.4422,-4391.1460,-4692.4530,5454.8601,3585.9902,0.0000,5463.5763,-3491.8035,5457.7266,5320.2246,4571.0709,-3264.8820,4930.1893,-4089.6647,4003.1527,-5486.2765,-4417.4038,-4148.4591,-4716.6701,-3837.3531,-3370.4377,-3622.5098,-348.7518,-3072.9909,-1032.5953,-1484.0442,-3139.2345,4758.7325,-2311.9375,-5127.8180,4292.1200,5472.0891,5015.9847,-2316.9398,939.0988,-39.0007,3949.7347,-349.8195,-2077.0471,419.0615,-27.2015,1530.7590,-5288.4417,1109.2855,-2843.7912,5214.4085,-168524.1169,-168744.9289,-168848.8336,-167600.7836,-164327.3413,-173393.3632,-178463.3963,-170124.6913,44744320.4213,44768614.7976,44742107.9840,44755557.5378,-170056.4162,44746001.1214,
