sl_100_5400_20281015 Coordinates.csv
2028/10/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:12 2024,
Start: 2028/10/15 07:47:00.00, Stop: 2028/10/15 09:17:00.00,
TIME_UNITS,STARLINK-5916 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-5271 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-5636 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-31689 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-5857 - X-Coordinate,STARLINK-1671 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-1187 - X-Coordinate,STARLINK-3594 - X-Coordinate,STARLINK-5751 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-32263 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-2740 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-3273 - X-Coordinate,STARLINK-5284 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-30899 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-5459 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5953 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-31789 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-4324 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-3712 - X-Coordinate,STARLINK-30887 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-5271 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-5636 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-31689 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-5857 - Y-Coordinate,STARLINK-1671 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-1187 - Y-Coordinate,STARLINK-3594 - Y-Coordinate,STARLINK-5751 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-32263 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-2740 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-3273 - Y-Coordinate,STARLINK-5284 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-30899 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-5459 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5953 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-31789 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-3712 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-5271 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-5636 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-31689 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-5857 - Z-Coordinate,STARLINK-1671 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-1187 - Z-Coordinate,STARLINK-3594 - Z-Coordinate,STARLINK-5751 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-32263 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-2740 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-3273 - Z-Coordinate,STARLINK-5284 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-30899 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-5459 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5953 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-31789 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-3712 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1608.9773,-6618.1849,-4495.7234,-1524.1393,5460.2048,1859.2857,75.8914,1099.2948,-3778.3053,3825.7418,0.0000,-3843.1442,-5435.4741,-4593.6295,4193.3065,455.8339,530.3824,-3600.0950,2821.3000,3045.5173,925.1548,6311.2505,-2540.1537,6151.4104,2564.2156,-4281.6240,1674.8690,961.9464,-5930.5555,-2323.5439,0.0000,-5633.9476,5268.4177,4046.6009,-6411.6797,-4579.7054,-3654.9185,-5545.1151,4584.7279,683.3950,5365.6039,1505.9703,4516.1507,4472.4298,-4914.2331,1529.2403,1899.1215,-5048.4128,515.3945,4741.4212,-5744.7672,3252.4144,-4014.5251,4757.6640,6178.0787,3744.5726,2157.7849,2568.2209,27.7198,4303.7860,-743.9189,895.2605,-3481.0851,109.2309,-4326.8626,4099.7035,4853.7994,-1582.2219,1754.9047,-1161.1214,280.1511,2759.3178,-786.0833,2511.7907,3124.6234,5374.7660,-2851.1276,-720.0415,-3984.9024,-5854.8003,-1722.4962,-1435.4489,3120.3601,-477.7775,-1247.0864,-5597.2250,2726.6472,-2460.5506,4253.4957,-6508.0118,3234.4270,-642.1049,6333.4541,5849.9328,-283.0576,3349.7791,-3000.4444,2905.1092,6210.9091,-822.8355,-333196.6873,-334784.1834,-334361.7146,-332953.9099,-328856.7412,-330628.6963,-338263.9176,-334892.9324,-276258186.4765,-276271257.9584,-276261824.7043,-276276948.2373,-335598.4153,-276271481.6349,-5222.2618,-1761.6736,3608.1212,-4037.1663,-1516.7943,6666.8755,4034.0676,-3852.9206,5701.4769,-4666.5158,0.0000,1564.6579,-2693.0439,-4053.4218,-5115.5423,5071.6743,6795.5630,-2637.5737,4911.8064,3967.4204,-187.9294,2183.7129,3596.7919,-2920.4270,5132.7224,5205.6222,-4800.6676,5321.6798,-1573.6527,555.1074,0.0000,3858.9661,4304.4011,1255.8361,-1734.1067,2271.6832,5850.5089,-1137.1260,-4146.9981,-4045.0573,-2022.1531,3804.7875,-3008.4611,-3995.5667,985.5434,4834.0849,-165.5357,4667.4274,6758.8316,4297.2540,-3853.7787,-2730.8311,1420.4804,-2242.5956,932.0779,-2585.6522,4611.8376,-3300.2514,4987.1617,180.9097,5169.7174,-6249.8115,-5613.5987,4841.4165,-2308.0009,2522.2343,-4843.2557,4595.3434,6401.1196,-6038.6115,-2763.0227,4391.2042,2481.6370,5770.1067,-5218.9327,3495.5196,-6291.1567,4727.6391,-3882.5826,2959.2302,1677.0053,-4598.8436,-502.6830,4530.1982,5670.8633,2165.3560,-6154.3552,5355.6966,4596.7109,1612.0458,-4085.1078,-4637.4090,2460.0558,-3769.6761,-6607.9625,3059.0514,-3779.4482,-3364.1769,2517.4732,6727.6561,115321.7411,153152.5083,127314.2639,128075.0860,135605.3505,134641.1364,135640.0762,133865.3286,31829595.0987,31865250.1522,31853455.2927,31842884.3359,133148.7771,31841870.2539,4275.1473,-1200.2285,3778.1772,5449.6502,-3743.0276,359.3939,5342.5251,5322.1791,955.1632,3357.4348,0.0000,-5528.3435,-3318.2241,3006.7466,1985.9709,-4642.2693,19.5279,-5321.0486,-3853.1935,-4807.3297,6865.1959,-1827.8602,-5266.9062,400.7825,3649.3185,1482.3394,4705.5630,-4320.8209,3083.7924,6528.6418,0.0000,1248.1330,1178.3440,-5450.0423,-1597.9596,4638.6896,60.0816,-3987.6184,2899.1877,-5471.6592,-3954.8493,-5455.0609,4124.7050,3158.1919,4676.2444,4716.6808,-6667.2743,583.2923,1431.8117,-2636.9771,-391.4973,5401.5490,-5415.8548,4300.5541,2762.1454,-5166.7914,4674.7384,-5399.9679,4563.7790,-5398.5813,4568.9169,-2835.0771,2052.0084,4785.1341,4884.7960,4794.3806,1414.4175,4876.3968,1925.0546,3093.5448,-6399.5278,4572.2379,6420.8357,2685.1950,3282.1508,-2080.0603,443.2501,5027.9036,4061.2606,-2263.0378,-6523.3058,-4955.9395,-6192.4858,5049.4650,3753.7688,3379.5478,1027.2678,3432.6847,2952.5122,1743.6571,4264.4586,-5128.2810,-1190.2792,-77.0111,1555.9588,-5265.5432,4774.8359,-5062.9390,-1638.6980,-969.5932,21771.3551,16883.9171,19720.4814,20446.3915,23920.1289,14991.3170,9866.4715,19706.4678,72077420.7303,72054708.3847,72103858.2016,72079346.7284,18251.4324,72086904.3953,
300.000,-3550.8379,-6444.7152,-2667.1756,-3238.0278,3946.3743,2943.0434,2251.0072,-1050.5680,-2434.2267,3067.3014,0.0000,-2766.2736,-6475.0854,-5918.9679,3337.5694,2076.9701,1711.2392,-2929.3107,3574.0783,4805.2733,823.9385,6155.7771,-426.3413,5213.0778,3821.5337,-3365.0081,-445.6526,2632.0025,-6639.0277,-1929.1581,0.0000,-4731.3493,5548.3449,4129.9016,-6162.6635,-4403.2001,-2465.3625,-6228.2255,3981.4685,-1481.5712,5013.7627,3466.7686,2760.3382,2715.5673,-3479.5809,3473.3319,0.1289,-4093.7333,68.8118,5235.2663,-6228.9821,2107.3986,-3530.3788,3239.9462,5384.8103,3055.7790,3906.9680,560.3696,2160.9084,3719.0545,1387.5351,-702.3849,-4648.9847,1903.0659,-4247.2170,5563.8134,3335.1538,-88.3589,2761.3826,-2579.8000,-1703.7401,4223.8027,855.0158,3862.8090,1805.0499,6239.5020,-4113.2787,70.2051,-4257.3093,-4484.4234,55.3442,-2881.9513,1440.7994,1555.9232,459.5741,-5560.5876,1347.0121,-1381.5546,4909.9364,-6183.0597,1780.3092,-260.3308,6176.2114,5236.3962,-1831.4362,1598.4912,-3758.8822,1753.3391,5984.0050,394.6452,-335460.5786,-337885.7083,-337214.5837,-335778.9528,-331562.1387,-333398.7328,-340925.8763,-337825.9550,-276884858.4373,-276898445.5545,-276888784.4177,-276903904.3144,-338325.3512,-276898221.9501,-4901.0336,-142.3484,4068.2247,-2704.9843,-2678.9742,6107.7619,3924.0561,-4295.0224,5885.0212,-5936.2405,0.0000,3444.3321,-1282.6357,-2963.7029,-6045.2428,3800.9355,6354.6083,-749.6066,3155.1553,3416.0401,2073.5643,474.2362,4103.4200,-3821.3064,3513.2346,6018.9373,-5175.0625,5672.1418,-5.7915,2689.6890,0.0000,5074.3586,2943.5457,-920.6633,-49.0000,4072.8586,6206.3876,630.8617,-5416.4337,-4203.5935,-3864.7980,2883.7644,-4203.9800,-4333.2357,2494.4130,3917.3878,1083.9755,5418.5352,6881.7496,2522.1610,-2377.9622,-4481.0533,3456.2801,-3773.6828,-561.2921,-4452.4970,3347.0168,-4176.4661,4933.9162,-1914.3829,4892.4975,-6726.8453,-5116.8426,5421.9569,-209.8018,1324.1619,-5483.0997,5754.0762,5276.4956,-6220.0022,-1812.2278,2809.5981,3798.9415,5566.4252,-4503.5820,2529.1838,-5458.9162,6037.0318,-1953.6230,3718.6229,2963.7890,-3060.6994,-1893.6672,3788.0638,4890.8486,3656.7223,-6083.6919,6422.1881,2817.2749,3120.2011,-5505.9449,-6058.4480,1082.8970,-4109.1934,-6545.0067,2154.4376,-1798.1980,-5011.3146,1076.6203,6779.6462,108256.6280,146062.4161,120212.2691,121049.7956,128533.5847,127566.6525,128526.2666,126366.5054,25787997.8937,25823442.8941,25812480.7959,25800601.4788,126051.0642,25800327.8339,3395.3418,-2610.0355,4879.7688,5523.6603,-4835.4006,-1446.8893,4936.2693,4983.6204,2665.7349,1751.6315,0.0000,-5316.6843,-2054.9089,1667.1102,205.0645,-5359.7029,-1781.5899,-6253.2029,-4920.7391,-3655.1730,6561.1600,-3136.5348,-5486.9296,2172.5777,4390.4534,-326.1423,4584.2615,-2967.4401,1762.5757,6113.7970,0.0000,-288.3310,2862.5465,-5454.8046,-2950.2798,3420.3352,-1737.4505,-2957.1487,1211.2967,-5186.3385,-2904.2924,-5114.8074,4600.0514,4445.2606,5351.6326,4532.8524,-6849.4857,-1232.4705,-811.3874,-3760.7778,-1890.7003,4764.8407,-4801.6215,4627.5638,4162.1697,-4270.5876,4616.4773,-5374.6754,4086.4056,-5496.1980,4721.0033,-1462.7332,277.3044,3654.9980,5459.9254,3670.1717,2790.4721,3782.1190,3501.2053,1438.9958,-6518.3111,4697.1591,5731.5882,968.3816,4917.8965,-287.5907,-1099.9855,3425.1585,5048.0522,-3772.5345,-6289.1581,-5486.8062,-6533.3433,5428.3989,4862.7453,1782.0870,2740.0549,1843.3156,3983.7378,232.7892,3445.0987,-3381.0325,-2878.1084,2023.0125,18.7333,-6412.3116,5357.9145,-4147.2454,-3263.4626,855.0470,21623.4003,16724.7028,19662.3303,20132.3297,23842.3245,15110.2163,9635.3708,19773.2989,72073505.1463,72050588.0052,72099633.4047,72075120.2372,18111.9286,72082820.1702,
600.000,-5140.3485,-5664.2795,-562.9960,-4674.5110,2033.7093,3751.5625,4174.6739,-3065.1375,-823.7943,2021.5968,0.0000,-1469.0497,-6884.4847,-6638.9699,2150.4465,3537.1742,2734.6542,-2035.3802,4018.2747,6086.2006,541.5223,5420.4618,1719.5541,3723.7838,4727.6173,-2108.2705,-2512.4415,4017.4255,-6690.0922,-1419.9786,0.0000,-3370.3048,5297.3838,3863.2840,-5304.1705,-3822.9457,-1012.1094,-6322.3825,2978.6643,-3484.1483,4208.7515,5087.0935,740.3489,656.2179,-1724.9736,5095.2686,-1949.1966,-2718.9955,-374.0214,5253.9686,-6120.1023,800.0732,-2746.3479,1416.4912,4058.8371,2107.8899,5299.7421,-1479.3805,4059.7078,2823.8214,3393.6928,-2218.2499,-5352.1933,3470.0430,-3807.7835,6455.5353,1488.9774,1376.5730,3532.2496,-3724.0990,-3554.6748,5311.1716,2355.0723,4808.1485,251.5759,6429.8925,-4984.2579,808.9607,-4158.2891,-2665.5743,1776.1706,-4093.6309,-331.6455,3454.9333,2161.0344,-4978.4400,-200.4544,-180.5765,5126.8032,-5258.7560,169.7596,196.7247,5416.3969,4078.1048,-3190.6384,-274.3657,-4183.8159,459.5343,5178.6071,1581.4676,-337574.8856,-340837.0791,-339918.7818,-338461.1897,-334119.1475,-336027.4540,-343436.8337,-340630.1794,-277379427.5696,-277393521.3047,-277383667.2206,-277398705.4234,-340902.1589,-277392862.1273,-4138.0134,1512.8847,4175.0610,-1157.3724,-3614.2695,4940.3659,3442.8244,-4316.5494,5499.9470,-6607.3106,0.0000,5007.7408,233.5492,-1588.6320,-6369.7440,2187.5548,5251.6570,1251.5205,1078.1716,2569.1016,4107.1171,-1305.3284,4255.6082,-4348.5253,1546.0186,6231.3406,-5090.9725,5483.8057,1546.0884,4561.7302,0.0000,5802.0385,1266.3996,-3002.3820,1665.8238,5452.7329,5950.8285,2314.4930,-6118.7891,-3989.2399,-5327.6285,1719.9961,-5012.9975,-4262.4120,3799.5649,2661.7823,2134.8010,5636.6006,6252.2131,489.1859,-657.1953,-5797.1039,5146.3658,-4952.7097,-2038.7379,-5872.7521,1792.7827,-4678.5347,4404.6466,-3836.9641,4188.3040,-6552.5614,-4113.4166,5468.8480,1922.1037,28.4300,-5629.7710,6354.2621,3624.4415,-5782.3984,-757.2455,983.3826,4782.0411,4797.7169,-3368.5509,1293.0825,-4090.2410,6741.0484,182.8203,4154.2891,4016.1904,-1253.5625,-3161.6537,2706.9353,3662.1784,4765.4809,-5394.2211,6822.3755,756.5009,4323.3205,-6356.3278,-6820.3801,-431.1180,-4055.0850,-5806.8870,944.3553,360.0331,-6132.6960,-502.8414,6135.0045,101148.7138,138908.6148,113057.2530,113972.2633,121406.7039,120431.8600,121359.3012,118777.3804,19734217.2636,19769439.8060,19759311.9008,19746123.1364,118897.5483,19746599.2643,2153.4258,-3743.1214,5450.7461,5012.9069,-5379.2203,-3098.2406,3946.4004,4047.4547,4087.4672,-43.7827,0.0000,-4532.7194,-569.7726,140.5095,-1598.0667,-5494.9158,-3382.2786,-6522.7804,-5444.2170,-2112.8789,5557.6560,-4108.5621,-5104.2281,3700.0735,4634.5149,-2099.2745,3972.2494,-1295.0377,247.3699,5052.8058,0.0000,-1794.0787,4236.4166,-4870.2439,-3972.9936,1831.7385,-3346.3698,-1609.0156,-612.2130,-4324.4982,-1547.2136,-4201.0781,4558.5500,5224.2159,5436.1893,3863.2066,-6303.2336,-2914.5139,-2967.6047,-4480.6129,-3187.2753,3605.8431,-3665.0297,4429.6322,5097.0446,-2908.5547,4060.7596,-4749.8293,3138.5357,-5000.8998,4370.2227,67.1104,-1527.3087,2112.7544,5449.4870,2129.5951,3876.0345,2275.3356,4698.9702,-372.8226,-5955.7472,4316.2777,4430.2090,-856.2199,6023.0528,1538.3709,-2524.9393,1457.4508,5485.1664,-4880.0375,-5390.6016,-5427.1242,-6184.4052,5194.0941,5447.8848,-9.7752,4143.1901,46.9738,4587.1680,-1303.0696,2224.1616,-1273.8007,-4253.5588,3908.6598,-1520.6433,-6881.2889,5332.4186,-2748.9837,-4534.3071,2584.5248,21475.1808,16565.5498,19601.2129,19814.0547,23761.2639,15235.3396,9409.0507,19707.3900,72069593.7764,72046469.6189,72095403.1369,72070927.5459,17972.4103,72078735.9474,
