sl_100_86400_20280413 Coordinates.csv
2028/04/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:00 2024,
Start: 2028/04/13 07:47:00.00, Stop: 2028/04/14 07:47:00.00,
TIME_UNITS,STARLINK-32138 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-5127 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-1982 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-30269 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-11084 [DTC] - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-1695 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-3279 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-1400 - X-Coordinate,STARLINK-3057 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-31647 - X-Coordinate,STARLINK-3901 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-4485 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-4162 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-5146 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-31528 - X-Coordinate,STARLINK-4669 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-4754 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-1130 (DARKSAT) - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-3302 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-4521 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-4344 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-11272 [DTC] - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-30771 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-1230 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-31220 - X-Coordinate,STARLINK-3052 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-5127 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-1982 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-30269 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-11084 [DTC] - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-1695 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-3279 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-1400 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-31647 - Y-Coordinate,STARLINK-3901 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-4485 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-4162 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-5146 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-31528 - Y-Coordinate,STARLINK-4669 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-4754 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-1130 (DARKSAT) - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-3302 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-4344 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-11272 [DTC] - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-30771 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-1230 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-31220 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-5127 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-1982 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-30269 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-11084 [DTC] - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-1695 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-3279 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-1400 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-31647 - Z-Coordinate,STARLINK-3901 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-4485 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-4162 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-5146 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-31528 - Z-Coordinate,STARLINK-4669 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-4754 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-1130 (DARKSAT) - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-3302 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-4344 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-11272 [DTC] - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-30771 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-1230 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-31220 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4811.9493,6776.2404,4129.3353,3389.2969,1862.1080,3837.5402,-5925.3655,2435.3758,-1073.8316,802.0992,1282.7087,6278.6127,0.0000,4646.9155,3250.4978,3145.3440,3722.8689,-5545.9418,3840.6409,3916.6304,5070.2948,-4417.1862,-4180.0935,-1905.4952,-1485.6197,4081.2721,-5375.6270,-1832.5120,-5177.0776,-5773.3270,-5492.7888,4173.8860,4379.4975,3624.5018,-1466.8443,-960.9525,-6861.9557,-6037.4455,-4375.0607,-5456.0737,6819.7364,-5373.3157,-2411.1047,4111.1039,2629.4570,5586.5548,665.2515,6196.4590,6687.5776,6897.0214,1567.4322,4026.5822,-3456.3893,-2391.0310,6800.4445,-5152.1949,5415.4484,-5294.4931,-4687.7284,-6049.8337,3800.3636,-4827.6485,413.6638,-4898.6546,-4861.9496,-2331.1488,-368.1474,5459.0696,-2432.9336,-815.5617,4464.7354,6527.5086,-4713.9187,-3767.7097,6385.6110,-4981.4839,-4958.6552,-4225.4833,-4860.3984,6136.1122,-2138.1133,-4586.6107,960.0049,-2142.0304,4036.7669,-88.8726,-554.0384,-6327.9252,948.5166,-5299.5156,-5255.6847,893.0090,4191.9115,-1069.1480,277.4243,6851.6226,-810.7785,-3802.4715,-2758.0071,3043.1466,-149659.0397,-136713.8744,-144315.9664,-144669.6126,-148751.5253,-147171.7799,-139378.5706,-142250.8603,-184292388.4581,-184286161.6287,-184283450.6303,-184288275.3697,-142092.0444,-184288608.4995,-2249.5035,-555.6704,-3513.7000,-3828.3166,3768.4542,-3458.2153,434.0006,-6422.8063,5632.5738,-4005.8475,-4818.5697,-1671.4669,0.0000,-937.7827,2725.5181,6022.2334,-4429.3542,-871.0454,-1696.3197,-5718.6075,4296.1845,3489.1708,456.6060,-73.5144,-3931.3240,5380.0153,2787.3994,6558.2411,3764.6809,1967.3757,-413.3513,-5119.1104,-928.6571,-3588.4127,6408.2667,-6715.3139,-690.0567,2608.3386,-2860.7608,-1797.1701,1181.6540,2575.3795,-5377.8547,4525.6042,-4095.1225,2546.7962,6507.0337,-2397.9039,-22.0336,7.3834,5798.7403,-2694.1989,-3899.1075,4369.3635,1248.9139,4043.9874,-302.7578,-2215.9265,2044.8719,14.8923,1641.1048,4727.9131,-5544.0066,-4613.3924,-2982.8949,-4500.2871,-6044.2265,-3166.3069,3399.8870,6228.8426,-1896.3318,-1484.1736,2512.3592,1726.7809,421.4234,-1232.6541,4219.9454,1283.9562,1507.6760,-828.6291,1255.7839,-1981.2674,-1562.0223,6338.1351,916.4359,-5502.3799,-4204.6442,1649.1557,4280.1680,-4395.4831,-2599.4415,-4580.8403,-425.5221,-2131.6980,4140.0620,387.2866,4175.3288,-4185.0101,-4780.3039,1070.0013,-303495.9820,-327658.8837,-307873.9733,-308286.8090,-315865.4746,-314611.1535,-316035.6170,-313525.8927,305790215.9959,305768662.1230,305823822.5186,305803120.5875,-313507.6888,305810054.7698,4288.1388,491.7754,-4293.7789,-4670.1235,5479.9239,4594.9433,3562.6523,702.7359,3878.5354,-5410.6808,4629.9018,2286.1004,0.0000,-5036.7961,5449.8453,-1184.7706,3797.3649,4001.2896,-5469.0385,-210.4641,-1880.5658,-3709.9343,-5492.1526,6656.1952,-5484.8201,-1639.3224,3317.4237,1227.2783,2294.5664,-3226.1498,-4126.6932,2050.0135,5248.7595,-4709.4907,-1866.0160,-657.9736,375.2532,-2138.8261,-4377.3057,3792.7183,-728.8988,3489.5676,3451.7770,-3191.6499,4873.2224,3174.4789,2174.4916,-1727.0231,1819.6230,227.9519,-3500.6689,4912.5148,4557.7365,-4641.0850,119.2891,-2174.3282,-4140.6975,3647.8617,4676.8204,-3210.9157,-5522.7963,-1267.5607,-4143.2512,-1651.6464,3656.6606,-4693.3522,-3297.8352,-2824.6782,-5515.9858,-2930.3077,4750.6250,1631.4511,4410.2973,-5520.0322,2609.0991,4649.5892,-2331.9956,5302.8968,-4699.7895,-2893.6928,-6503.4016,-4818.6353,-6699.0944,1772.8383,5522.1778,-4218.3123,-5245.3036,-2266.8299,-5321.1228,88.9992,-3738.2431,-5034.1211,5362.2196,-6499.0600,-5516.4660,-66.1093,-5348.0680,-4032.7163,-4083.9719,-6162.1727,-167333.1219,-166778.8095,-166832.4185,-165050.6282,-162272.2866,-171693.8750,-176058.9820,-166044.3610,42867700.9365,42848051.1765,42869868.1151,42868419.7854,-167854.4252,42870785.6629,
3600.000,-4713.7592,-5059.4876,-2366.0576,161.7938,-5275.7655,-368.5166,3569.6011,44.6595,-2789.6674,3673.1639,2965.3196,-3068.4386,0.0000,-1753.9671,-6188.2473,-3849.1700,282.3891,6819.2120,-2748.2629,-1396.4360,-6240.4769,-597.4196,4287.0131,4540.7063,5166.6932,-3804.9193,1582.0740,-470.8155,1091.6824,2155.7159,2815.7707,-2820.0864,-4793.0024,-940.5716,-1466.3715,2714.4665,5267.6245,5198.0182,5281.1262,6874.5489,-5614.2928,1569.4004,3917.6876,-4142.9615,1872.4229,-4102.3289,-2660.2747,-4998.2331,-6295.9829,-5443.5599,-1934.1530,17.0341,5607.4593,-1717.7209,-5811.3411,1696.8643,-3094.8158,6728.7843,2405.3826,2931.8636,-5327.1874,3012.4729,2599.3257,5227.7466,6571.1949,5194.1674,2225.9902,-1827.4336,-525.4973,-1561.4412,-4337.2380,-3672.7930,1618.4355,1660.0316,-6583.0588,5054.5647,3329.3379,1519.8504,3022.8633,-5996.6004,-764.8582,4823.8799,-5632.6004,576.5479,-5045.8571,3791.5911,4761.1586,3505.5683,-4632.6060,5733.0509,4940.9238,1987.6084,-2482.2600,-693.7156,-4478.9503,-5271.4895,-3887.4597,4848.1988,5164.8020,-6350.5727,-68728.3278,-50799.0022,-60228.8110,-60647.9208,-66312.5166,-63657.2612,-57634.4266,-59605.3619,-257207025.8670,-257192128.3087,-257205272.0656,-257199461.6723,-59517.0119,-257204287.3070,4947.0191,2320.4730,6316.4618,5832.4662,-1198.9534,5684.7589,-3629.7189,6250.9350,-4336.6248,4839.8055,5542.4460,3245.3929,0.0000,4289.1141,-319.9987,-3141.1517,5124.9242,-1040.2842,5500.5838,5969.6119,-2266.6426,-4081.7765,-4348.8027,3905.8479,1677.5421,-4768.1505,-3873.0806,-6453.7523,-4898.8753,-3594.3441,-3096.5131,5876.0791,4395.0206,6204.2347,-4232.3280,4178.8984,-1235.0820,-3967.4564,-1732.1820,139.8621,-758.0515,-3851.8534,1214.5446,-559.6506,4151.7262,1001.8386,-3645.7725,3760.2709,1493.2535,1656.1150,-1997.8224,4543.7448,415.2669,-5971.5747,1302.7937,-4189.2305,4350.4083,406.0653,-5315.3411,-2888.2583,2258.4605,-5293.7554,6303.8848,1358.4444,1329.6491,4430.4367,6436.8203,3900.5262,-6000.4269,-6721.0088,5168.1663,3000.3729,-5204.3756,-5415.2994,1165.8896,-2803.0650,-5897.3869,-4770.1337,-5093.3622,2759.0597,-4656.4505,4988.7624,1896.9248,-6405.2335,3017.1644,3698.3393,4369.1731,-3837.9642,-4441.8027,1655.3121,-1308.3420,6366.1275,4809.0529,6245.3206,-3415.9212,1543.9865,-3664.5414,4898.2670,1030.6002,30.8201,-333495.4578,-352948.1410,-333386.5166,-335000.4808,-341830.8160,-340372.9805,-341547.4388,-339456.5740,247617114.4983,247598666.3632,247650281.4644,247637588.2100,-339164.6943,247636453.5727,-108.6366,3925.6109,1504.6415,3712.6275,-4308.9142,-3934.9152,-4712.6247,2925.5836,-4633.2423,2989.7784,-2629.8951,-5253.8984,0.0000,5121.2421,-3069.9714,4771.3350,-4657.1656,62.9434,3103.9804,-3247.9077,-1903.0631,5317.0161,3234.6422,-3506.8330,4255.9490,-3333.5550,-5503.3190,2443.4391,-4595.9383,5465.7030,5448.3659,2306.4835,-2326.6829,2950.4858,5149.3500,4639.8224,-4301.4884,-2255.8461,3933.1665,399.0157,-4049.5728,-5522.7633,-5470.7461,5471.7868,-5181.6193,-5482.1323,-5219.3918,-2834.5157,2475.4998,3893.3969,6354.8639,-5206.2187,-4056.5448,2763.2596,-3521.5508,5201.7675,4235.1158,923.6934,-3759.7508,5460.6264,3743.8519,-3195.6766,1229.5987,4326.4596,1006.0219,1030.3150,-1073.9526,5394.8240,3394.6430,-647.1401,-822.7588,-5007.1729,-4292.3570,3930.6950,1749.1056,-3833.0768,-1401.0380,-4765.4270,3575.2407,-1772.5848,5096.1939,-132.5074,3565.5392,2550.7889,-3633.4230,4458.4927,1912.9955,4555.5850,2499.5803,3426.9729,4697.3443,1600.7818,-4170.0226,2873.1020,3975.3457,-4121.3274,4242.6935,-837.0221,4389.0417,2812.6725,-168020.0882,-167268.8299,-166167.3821,-167663.2112,-161860.5098,-168607.3017,-177253.6060,-169877.9096,42942573.6904,42924039.6127,42954057.8452,42941926.1406,-168125.7185,42948563.7707,
7200.000,2100.1670,718.8037,75.3571,-2943.7021,6864.4307,-2529.0083,-788.8826,-3196.1465,5939.0919,-5401.8763,-5296.0065,-1144.8654,0.0000,-599.5196,6660.5803,4250.3675,-3975.3999,-4938.2625,1346.7578,-2193.1521,5167.6413,5006.2976,-3414.2512,-3118.3343,-6897.0613,2608.2976,2580.6348,3212.1394,3510.7043,1878.3333,-178.0725,-332.3986,3613.4297,-1367.1821,4910.3879,-4482.2668,-1803.4631,-1789.2480,-4576.5616,-5052.5755,2165.7828,2493.4720,-5020.8777,3950.6488,-5321.2847,2265.4861,4886.2835,1042.8064,3246.3415,1772.9380,3488.4101,-3249.2903,-6363.7292,4367.6137,2928.8522,2782.1760,351.2175,-4408.3241,-105.8496,600.7659,5311.0057,871.2933,-4327.4468,-4637.4490,-4479.3341,-5485.6465,-3341.9062,-2486.0165,2330.2394,3477.9373,1915.3103,-558.8713,1268.5405,14.2044,3843.3336,-4137.4488,-125.9068,598.5520,-947.5764,2527.5311,1782.6619,-1755.2890,6733.4432,1976.9593,4710.9512,-6447.2511,-5545.4198,233.1965,5767.6085,-4483.2849,-4037.9332,-3393.0971,758.5831,3012.8480,6482.1381,1459.3277,6325.8944,-3596.1857,-6200.9584,6610.6969,18251.2509,38955.8071,27846.6107,28510.8018,20145.2306,26487.4632,27966.8905,26954.6650,-312564991.7263,-312542798.2042,-312568816.5885,-312562088.0150,26886.1278,-312562912.7475,-4988.1698,-4104.9389,-6544.1963,-6246.5444,-722.2914,-6389.7642,6201.7990,-3931.6753,2501.5726,-3646.1572,-4047.3516,-4850.9186,0.0000,-6589.6064,-1364.4250,-1331.3211,-5016.0525,2517.3023,-6634.6892,-4569.3708,-1058.8783,3872.5108,5919.7681,-5933.8938,71.8406,1225.9367,4849.3282,4043.1853,4793.5798,5161.2010,6126.7362,-4501.1972,-5497.7753,-6777.6054,888.0428,377.7002,3797.6037,4170.5058,5025.1206,1734.8816,-1300.3338,5011.9492,3072.4143,-3785.2803,-3851.7527,-4873.9004,-265.0013,-4083.0032,-3089.5917,-3743.0465,-2341.5305,-5695.8072,2527.2820,5065.6746,-4138.2993,4005.9189,-6715.0760,1958.5822,6913.4998,5651.1376,-4378.1443,4061.5877,-4839.5712,2738.3793,1461.5615,-2615.9457,-3742.6522,-4544.5886,6459.5186,4620.2477,-5320.4325,-4611.8551,6634.6516,6895.6898,-2787.7862,5520.9884,5459.6792,6779.9842,6853.1385,-3751.8922,6675.3285,-4510.6455,339.9142,3967.8469,-5021.9743,-1580.6408,-2303.2563,5632.0158,3225.3698,2340.9752,4847.7742,-5192.5051,-6783.8099,-5703.2816,2356.4440,-3926.7284,2574.3705,-2914.0684,2434.6699,-132.3314,-342298.6078,-355832.5040,-337860.8686,-342565.6233,-346430.5240,-342849.7311,-346114.7760,-342967.4631,172544714.8601,172531271.0324,172572722.0610,172572380.1641,-343445.7074,172563172.4006,-4175.3465,-5400.3069,2215.0493,-465.7793,408.9427,809.1981,2987.6133,-4697.3619,2534.6444,1841.6936,-1405.3697,4749.0416,0.0000,-2005.6530,-1265.6706,-5267.4734,2639.4330,-4114.5577,1277.3770,4722.4626,4445.8737,-2315.1208,1033.2943,-1789.0692,-334.0925,6308.5146,4182.7684,-4613.3833,3302.2865,-4176.2003,-3127.1029,-5247.0939,-2107.5866,560.6423,-4673.5471,-5125.6426,5472.1197,5206.1789,-509.1925,-4355.6322,6472.0186,4043.4667,3462.0072,-4198.3033,2087.0355,4344.6273,4850.5810,5408.2088,-5293.3476,-5523.5222,-5540.4348,2162.7994,1059.4647,1243.7398,4693.3097,-4883.1176,-1155.7281,-4805.4713,562.9046,-3822.1433,439.9001,5468.4114,2413.1366,-4362.0879,-4881.6761,3265.9798,4716.4534,-4579.1083,819.8378,3806.9495,-3776.4673,5082.6598,1556.8794,178.9500,-5029.9453,667.2450,4230.4736,1181.2287,-256.7827,5109.9813,-791.7975,4959.7542,1638.1347,-5321.6239,-584.4988,-1995.3970,3052.9876,-4017.1997,1940.6466,-4678.0395,-2920.6911,2923.0031,-138.4029,2495.7177,114.8249,5426.0295,-23.1660,5159.5366,-1650.8560,2129.0438,-168694.9005,-167755.8920,-166011.5237,-170003.6291,-161882.4906,-166029.3936,-177777.7512,-166640.4282,43017818.7733,43000146.5834,43037350.5507,43021328.4457,-168381.3605,43026326.2768,
