sl_100_86400_20280216 Coordinates.csv
2028/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:04 2024,
Start: 2028/02/16 07:47:00.00, Stop: 2028/02/17 07:47:00.00,
TIME_UNITS,STARLINK-32163 - X-Coordinate,STARLINK-32272 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-30408 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-32266 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-3953 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-2135 - X-Coordinate,STARLINK-3735 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-1704 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-5320 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-30244 - X-Coordinate,STARLINK-3910 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-4798 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-3086 - X-Coordinate,STARLINK-31358 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-2098 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-30188 - X-Coordinate,STARLINK-32304 - X-Coordinate,STARLINK-4179 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-3688 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-2738 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-32179 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-32028 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-32272 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-30408 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-32266 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-3953 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-2135 - Y-Coordinate,STARLINK-3735 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-1704 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-5320 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-30244 - Y-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-4798 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-3086 - Y-Coordinate,STARLINK-31358 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-2098 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-30188 - Y-Coordinate,STARLINK-32304 - Y-Coordinate,STARLINK-4179 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-3688 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-2738 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-32179 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-32272 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-30408 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-32266 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-3953 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-2135 - Z-Coordinate,STARLINK-3735 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-1704 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-5320 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-30244 - Z-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-4798 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-3086 - Z-Coordinate,STARLINK-31358 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-2098 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-30188 - Z-Coordinate,STARLINK-32304 - Z-Coordinate,STARLINK-4179 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-3688 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-2738 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-32179 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4070.7389,1232.9868,-1576.6514,741.6231,-4253.3598,-3662.7852,-5965.1603,-4460.0547,1272.2560,4008.1967,-188.1894,4908.9922,-6856.7980,-5671.9357,5932.1605,5324.3776,4573.0557,2186.6374,-2550.0160,-2262.6255,-6821.8866,5790.3217,-3116.2860,3518.3112,0.0000,443.9024,827.7527,5489.0564,-3963.7744,-5841.1675,4882.2600,4137.3504,-4923.4194,3093.8241,4861.2471,-1422.7830,-5435.4063,-2365.8077,-6269.4379,6355.6980,-5592.6102,6445.0815,1593.5654,-4807.8853,-6597.0780,4611.4356,-1136.7861,-3290.8080,1759.5451,3840.2323,4668.1375,4740.2377,-1991.2048,5252.4962,-6065.9574,-5108.0787,4261.3523,-6310.1870,-253.4739,1095.0227,-3871.0910,-3814.4081,-924.8316,4926.8963,-2467.2747,-2040.6425,-2743.3278,4715.8864,-4625.6607,3652.3023,-2782.2855,6431.1474,-4181.8627,-4224.2063,-254.0825,-875.6992,1102.7033,-5060.3571,-5007.0516,4547.8872,3717.1645,3093.7523,-5395.5280,4467.0449,-3058.1360,1062.1431,-4777.5058,-4716.7796,666.7260,5391.3371,-5906.7121,-5469.7944,2595.4593,1933.9114,-6062.5933,4295.0094,596.5162,4099.4492,4448.2508,794.1775,-258426.8218,-280592.9469,-260101.7708,-260349.7600,-268915.9281,-266930.4562,-263778.7485,-262527.8882,-94702914.5591,-94728974.1893,-94743776.5983,-94722346.6106,-263229.5449,-94718582.2095,3991.5994,-3962.5971,-6582.6363,-5651.4677,-5334.6001,2086.3104,2065.3551,5078.2123,5810.2719,1317.3616,6223.2357,-2752.8655,-944.7006,969.7205,-1681.7613,672.0482,2220.8732,3654.3583,-5896.5194,4628.9300,1076.4942,-3331.7663,-5435.2531,3784.2400,0.0000,4095.9343,4141.5262,-3035.9355,-3169.0314,-3549.7327,-2645.4869,3102.2903,-3583.8074,-2872.2161,-2636.2691,-4177.1000,4233.8766,-4682.8185,2471.5920,2262.6381,2200.6953,-2440.3632,3878.1358,-3563.7439,1402.9632,-4750.5998,2265.1699,2851.5604,-5020.9560,-2659.1078,-3396.0548,2205.3755,-6520.6131,-2265.3156,-35.5073,1765.7606,3638.3695,2518.7892,4392.9853,-6485.1221,1468.7152,-1685.0089,-941.5432,-4864.8583,-5286.2125,-5572.9252,6020.2790,-4372.0176,4246.0015,-4089.6521,-4638.1210,-1966.3178,-3076.3709,-5244.2788,-5262.4548,-5581.5182,-6675.3372,348.4233,-4396.3039,5074.6953,5828.1511,-4981.3419,-69.3521,829.5038,-2828.7131,-5005.8954,-1270.3336,-2422.3437,4941.3307,-467.6166,2997.2131,457.4316,-4458.0916,-4155.6849,832.4533,5057.7538,-4617.3477,2996.0530,4022.0537,-4779.0809,-224512.7869,-245515.8288,-231380.4854,-231511.8610,-232452.7671,-232951.8313,-240286.9946,-236870.0044,332852305.7097,332836195.2209,332834256.2535,332845178.2979,-236593.9261,332839264.5022,-3591.4976,5377.0187,1186.0428,-3960.7858,-1199.1124,5476.4059,2873.9683,-892.3981,3390.3642,5468.6339,2853.1051,3944.0725,450.8093,-3843.6398,-3178.1326,4359.0818,-4718.5810,5388.3647,2279.0014,-4625.7636,-415.3954,-1612.8350,-2815.3396,-4651.2016,0.0000,-5505.3025,-5376.0175,2783.1297,-4719.1645,-43.3618,4107.0754,-4461.6600,3282.6298,-5498.4083,4161.0275,5317.4370,-444.9751,4521.9882,-1663.2159,-1278.9760,-3425.9048,-508.5225,5489.1966,3096.7761,-1077.5168,-2118.8962,-6473.3212,-5345.4131,-4521.6513,-5105.5436,-3617.7967,-4297.6235,-1208.2982,-3711.2285,-3354.9090,4300.3813,3936.7840,1222.2872,5325.8209,-2324.0676,-5559.9969,-5521.7592,-6808.3700,597.0561,-3577.4125,3297.1617,1569.3293,2555.1689,2191.3672,-4231.0062,4294.5278,1636.0062,-4416.9238,-1735.2570,-4479.6687,3850.7097,-1383.7757,-4725.7332,-1307.3754,1092.0077,218.4204,-3482.7754,4349.9158,-5209.3714,-5533.1944,-4697.1441,4581.3738,4439.4750,-4645.0051,-4275.6738,1921.0713,-4212.1753,-4336.3666,4905.8862,3044.5837,-2016.0753,4934.7489,4668.8471,3436.3550,4880.4580,-136194.0897,-138302.0762,-136000.5521,-133886.8622,-131330.0571,-140887.4546,-145018.3031,-138466.2809,-66152868.6084,-66182895.4960,-66147986.6316,-66142142.4318,-136875.8482,-66151515.0173,
3600.000,-3965.0162,2648.2503,3044.4628,2049.5603,5512.7312,865.6626,6209.5386,1704.1166,-3528.4603,-5785.0608,-2623.3385,-4673.3554,5372.1087,6201.7726,-5541.4060,-6206.1593,-6088.5115,-5838.8939,3736.9532,-1769.6441,5319.2675,-2525.7649,3925.6457,-2346.7797,0.0000,-4663.4475,-5010.4479,-1630.7650,6190.3035,5301.7638,-3875.2390,-6615.9711,5054.8962,238.4015,-1514.6804,4984.3200,2926.7503,5267.8875,3515.4315,-6354.1228,4962.8688,-4674.3285,-5200.6541,3882.8112,3913.3031,-4311.5230,-1194.8196,1611.0449,2129.7317,-3140.6488,-3010.5632,-3419.0966,3831.6406,-980.8166,3899.4563,1428.0053,-6355.9877,3515.1021,-3123.4744,1292.9375,-860.7379,5029.0537,-863.1634,-3818.1283,4624.5400,4928.8513,668.2701,-1176.5200,2416.7452,326.3709,5265.0368,-5317.9247,5420.8698,3965.7977,2677.6078,3624.5365,581.1887,4478.6585,4517.0918,-5104.6194,-4947.2836,-1552.8546,3896.0904,-3377.3012,5801.1753,2903.9979,2842.7612,3879.5096,-4899.5893,-6278.7307,4848.0599,2429.0288,-573.1177,869.6336,3075.6603,-5001.0771,2539.5218,-6327.3344,-5070.7474,1817.4038,-195532.5384,-210346.7511,-191552.4527,-192876.5007,-201713.1167,-199081.7215,-196573.8371,-196183.6310,-177683538.3499,-177705288.0536,-177721199.2024,-177706129.6165,-195706.1950,-177698395.2695,1025.1968,5668.3493,3844.4042,6564.4130,3388.8699,-5310.3471,-2278.2869,-5864.1606,-2136.6407,2086.2194,-3286.8969,5042.0245,-958.4437,-3046.6479,4157.8972,2541.0625,1279.4318,-2320.5682,2120.6943,-5455.2508,-3126.7316,3954.1235,1568.5512,365.4067,0.0000,-3568.3821,-2019.0232,3919.2566,12.5175,974.5419,5610.4939,-1644.1315,-355.8515,5425.3401,5054.0267,4040.9955,-4504.7235,1805.6349,-4128.4840,302.4217,-4815.2886,3516.9387,-1612.2043,-1140.1924,-3701.8323,4620.0687,-5578.6045,-6174.0412,5065.1690,5847.2293,6105.9421,2692.6343,4016.5309,3997.1953,-3231.7866,-3981.1645,-2534.5750,-3515.1744,-5591.3449,4478.2315,1197.1198,-2350.3180,5541.2228,4080.3983,4958.0787,4637.5992,-5983.4710,4277.4574,-5362.8933,5300.3170,4459.7981,3920.6165,-1438.4786,4706.9076,6332.3375,1988.8850,6192.0808,-4192.2631,840.5015,-3345.7908,-3554.4494,6542.1374,-3730.2981,3471.5623,-153.0611,5083.9266,-3594.1267,-1783.3869,-3824.8589,2828.2061,-4224.9138,-3399.7496,6707.9043,6601.9915,-3951.1618,-1739.2935,6185.8480,137.2851,-47.8268,6496.1147,-283368.8105,-306964.3032,-290603.4922,-291331.7820,-290650.5940,-291881.9498,-297629.3133,-294664.3169,296984051.1629,296967733.8761,296957379.1002,296969526.1988,-294728.8355,296970140.7812,5335.7547,-2672.0359,-4820.7293,906.1972,-2476.9098,-4355.8675,2104.5422,-3034.3310,-5473.1956,-3170.2407,-5414.4892,240.0009,-4285.1453,-274.4679,-309.8018,-1714.1056,3047.7131,-2798.9669,-5302.5863,3863.1726,-3135.9813,5009.1706,5401.2440,6520.2096,0.0000,3559.8616,4176.1231,-5400.1791,3097.3971,-4209.2063,-1140.9193,327.5535,-4722.3757,4293.1034,-4494.5025,-2590.2387,4328.7292,-4136.7820,4318.2019,-2585.6264,-24.2376,-3681.0033,-4270.3442,-5396.3720,4189.4831,-2888.0767,3950.5341,2592.7085,4286.7762,1930.3013,-82.9294,5169.1230,4126.1797,5423.2268,4718.0238,-5471.0446,349.7538,-4795.7511,-2616.8193,5179.6756,6762.3216,4112.6717,4072.6925,4128.5502,-921.9081,585.5234,3153.2283,-5317.2825,3100.6250,4430.4953,-430.5099,2058.7089,3858.3420,-3231.1561,701.2582,-5457.3817,-3002.5410,3211.2636,4985.7743,3218.4025,3264.4941,-1137.8107,-4369.1522,4916.1220,3764.7163,3719.0173,-4956.7157,-5450.3504,2773.9772,274.8160,2494.0899,5500.7597,-204.6006,-919.8985,-4663.9403,4464.3838,-1194.6582,-2766.1020,-4709.3488,-1368.9340,-137675.4130,-139563.4841,-136082.9553,-137285.4684,-131666.6450,-138634.7937,-147049.0261,-136176.9854,-66077273.0914,-66109294.4355,-66079183.0296,-66073374.0309,-137942.2684,-66079048.9833,
7200.000,3140.3789,-4394.0483,-4505.0334,-3834.0490,-5156.7598,1159.7217,-3077.5129,2454.3014,5502.7924,5621.5725,5458.7326,2097.9032,-2166.1250,-3948.8292,3022.7834,4919.2089,5841.7665,6622.2197,-4583.7382,4658.5990,-1765.8599,-2099.0271,-4505.9002,2233.2126,0.0000,6384.8466,6829.8654,-2861.6080,-6464.7848,-2922.2854,1569.9098,5476.7388,-4427.1210,-2447.9778,-1674.1732,-6057.5153,1388.5695,-6764.1749,373.5023,3779.7762,-2376.7861,636.1814,6903.1915,-2241.9812,407.3563,1240.7981,1682.8555,0.9531,-5091.1684,1632.5209,-177.4557,1738.5669,-5258.6143,-3186.1282,-1214.9124,1988.3709,5247.8247,845.2026,4584.2940,-4350.8729,5689.7002,-5094.1219,3491.9601,29.9227,-4570.0485,-5361.2684,2720.3156,-3153.3450,2420.0610,-3719.1644,-5319.7309,1971.3355,-4906.5324,-2672.8926,-3694.4182,-5877.5039,-2864.2250,-3009.9685,-2912.4721,4165.1784,5045.6812,-1173.8190,-2001.9739,2281.8002,-6598.7921,-5497.7214,-720.6091,-2961.7999,6516.9179,4270.6413,-1216.2930,485.3060,-1869.9696,-2800.4071,558.2576,4971.4304,-3872.0782,6328.3578,4897.9120,-3188.2533,-119370.6588,-127112.1291,-110836.5030,-114038.7322,-122062.4663,-115873.9763,-117379.4088,-115687.5482,-248547903.3986,-248566163.0425,-248579212.9703,-248565582.4738,-115836.7863,-248561663.4714,-5441.0658,-4731.5221,523.5718,-5122.0946,207.1749,6800.6347,2052.7865,4339.7234,-1806.3929,-3862.1233,-290.4678,-4955.5686,3586.8742,3819.5596,-5098.9121,-4432.1090,-3702.0935,715.7239,2601.9922,5067.8903,4740.4286,-4224.8023,2921.3251,-4683.5711,0.0000,2415.6993,159.0638,-4542.0775,2449.2243,3048.8379,-6225.9040,-576.6591,4228.3654,-6464.4243,-6398.0831,-2828.9721,3989.5215,895.2295,5355.0021,-3353.3136,5502.5490,-4103.1480,-155.8797,5596.5090,5363.3066,-2933.1333,6687.1541,6638.5612,-4460.4456,-6263.7352,-5707.0631,-6293.9581,-122.8431,-5199.3308,6020.9803,5804.1515,8.9475,4362.7822,4872.9539,-1706.6242,-644.0060,4676.0489,-5886.4234,-2474.1649,-1855.9209,-1129.8454,3049.8240,-3883.7919,3222.3260,-5522.2622,-2365.4960,-4884.4238,4712.7418,-1276.2956,-4674.8704,1595.3593,-3128.6313,6235.0512,3924.8152,-483.4635,-415.7843,-4610.5637,6406.9591,-6342.5711,2071.3504,-4203.9803,6622.0539,5446.4913,1563.4017,-3762.9939,4223.7855,6023.0230,-4597.3888,-4698.1276,6176.7370,-2363.3968,-4335.9518,-2601.4930,-3834.3349,-5267.8755,-325451.9395,-348805.1457,-331450.3940,-334693.5476,-330282.1001,-333329.7981,-336500.4037,-334136.7831,240845119.7721,240830510.7366,240811843.1388,240824378.9496,-334138.7092,240830798.6905,-2433.5540,-2143.2003,5154.6066,2671.3557,4609.0254,501.1719,-5878.3593,4638.5454,3648.3800,-1141.0943,4121.1242,-4288.9822,5516.2558,4192.0865,3586.3918,-2019.2437,456.1638,-1710.5561,4319.1178,-714.4799,4709.6985,-4998.3022,-4282.3038,-4631.4876,0.0000,788.7679,68.8162,4269.7102,411.1119,5365.8394,-2567.3056,4024.1851,3222.4784,-490.4022,2051.5635,-1777.7563,-5466.9631,1225.7597,-4402.8581,4637.1038,3438.1670,5513.1397,352.1415,3007.2847,-4215.7416,6164.3505,849.8726,1842.4610,-1696.9959,2427.8758,3700.7313,-1773.8858,-4506.3228,-3051.7645,-3212.1315,3173.9610,-4411.7030,5272.9630,-1754.6172,-5182.8134,-3910.8259,-151.1015,1080.5920,-6501.8504,4730.9261,-4022.1509,-5440.5463,4774.5597,-5298.6745,-1900.6754,-3730.5339,-4498.7554,-367.2459,6277.0473,3498.1128,3113.1781,5437.0712,249.7463,-4717.1343,-5488.8964,-4717.7543,4873.0326,1745.1943,-1525.7566,307.1619,-544.4586,1054.2617,3065.8208,1209.0612,3879.3848,-5323.5057,-3371.8046,4544.4083,-3911.2790,2875.0160,-4220.2386,-3519.0023,-932.0129,3015.3972,-3081.2126,-139153.8160,-140796.8978,-136650.3751,-140605.6278,-132443.3442,-136654.9195,-148408.4290,-140749.6751,-66001768.7789,-66035110.7249,-66010351.6474,-66007710.0275,-138995.4138,-66006559.1430,
