sl_20_86400_20281220 Coordinates.csv
2028/12/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:25 2024,
Start: 2028/12/20 07:47:00.00, Stop: 2028/12/21 07:47:00.00,
TIME_UNITS,STARLINK-1486 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-5244 - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-1614 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-31052 - X-Coordinate,STARLINK-1503 - X-Coordinate,STARLINK-3711 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-1184 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1486 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-5244 - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-1614 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-31052 - Y-Coordinate,STARLINK-1503 - Y-Coordinate,STARLINK-3711 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1486 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-5244 - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-1614 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-31052 - Z-Coordinate,STARLINK-1503 - Z-Coordinate,STARLINK-3711 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,0.0000,-1845.7651,-4825.1909,-4775.3984,-1240.0504,-2474.1667,5870.5260,4829.0280,2048.8417,-5294.1630,2658.3119,5251.8701,4978.1021,-6004.4839,2606.2968,-5257.2791,-1627.7039,3784.8983,2683.4484,-5207.3682,181025.0182,145032.6037,168529.8099,168542.9114,163595.3719,163568.7882,159481.4491,163284.3178,-181733565.6407,-181726705.8104,-181755419.6911,-181726172.5714,162877.1881,-181734937.3215,0.0000,-4788.2893,-973.0188,-220.8232,-4926.8554,5740.1948,-2821.8173,-2479.0881,4814.8742,-771.4312,-3525.6440,741.1456,-1554.3043,3302.9711,-5713.2766,-3444.0758,-6676.9568,4657.7096,5705.2229,-911.4982,348398.0071,361187.2905,350356.5781,352332.6388,359322.3452,357259.8296,350834.5267,351163.5060,-87400651.3967,-87382312.1062,-87370409.5819,-87393229.5371,352134.2198,-87383777.8989,0.0000,4605.6250,4595.2327,-4999.0819,4667.4272,2747.9482,-2413.6610,-3948.6665,-4510.4234,4382.9345,5288.5105,4286.8231,4457.8616,-1117.8182,-2757.6513,2902.6975,647.4557,3431.3792,-2888.0416,-4460.4578,-79426.2079,-84034.3789,-81064.4206,-80704.5599,-76999.4595,-85731.7589,-91123.5167,-84178.8992,7988296.1100,7954616.4677,7969374.4004,7972983.3269,-82682.1150,7976860.0209,
3600.000,0.0000,5375.4988,2601.7803,6181.4061,4086.5468,-1269.3090,-2634.3596,138.4245,-4170.2229,6230.9021,-555.2486,-3999.9363,-5335.9929,3319.8651,-186.4379,6721.5237,2912.2169,-5561.4368,-4478.7285,3143.6031,87771.2566,49838.9147,73991.8873,72858.4387,69691.4892,69631.2948,66149.4546,68856.7970,-152824500.2752,-152813842.9779,-152846898.1474,-152812332.0840,69232.2162,-152825080.4774,0.0000,3583.4934,-3801.2673,-2600.1734,1553.5721,-3987.7133,2308.7460,4242.0386,-973.3367,-2443.6247,6432.7140,3720.8949,4290.1930,-4553.3622,6763.7519,1539.4948,5138.4758,-4035.7778,-2430.2206,-2894.0153,384107.8623,387046.2471,379068.5366,381268.3686,389686.2939,385912.5390,381627.0860,382869.8358,-131485068.4363,-131465675.7957,-131463092.3138,-131472907.9269,382200.3128,-131468697.2228,0.0000,-2434.8474,-4926.9045,1676.8834,-5350.6996,-5402.6746,5982.2735,5184.9044,5405.7882,-1776.1764,-2428.2751,-4098.6858,-532.4918,4048.3469,-1106.8749,659.3989,3563.1289,775.0105,4691.2039,5422.0685,-78313.1891,-82985.6932,-79096.1597,-81735.9475,-75229.5418,-80947.1419,-90577.0969,-79807.0194,7963580.7825,7933402.5984,7940623.2225,7951710.9796,-81391.0642,7951373.1085,
7200.000,0.0000,-6601.3811,-293.8262,-5110.7628,-6242.5968,5257.5028,-2050.0029,-4340.9042,5805.7032,-5009.4288,-1093.6089,1907.9897,3143.6338,663.6158,-2589.4460,-5656.2875,-3984.6542,5040.3589,5730.3345,-1189.7686,-12005.1665,-48918.7937,-25495.6544,-30370.1152,-28992.6087,-28137.6377,-32255.1592,-28783.1034,-113487332.2406,-113473827.7538,-113506816.2806,-113475570.0464,-29082.3543,-113486993.8750,0.0000,-1521.3596,6662.6831,3804.1298,1389.2446,1576.1713,-2709.6726,-4820.6360,-2405.8530,4363.2068,-6500.5672,-6500.6378,-4793.6771,5171.4810,-4777.6363,1145.3942,-1198.3854,1424.0538,-1360.8659,6118.9719,395148.1250,388175.5947,383373.6372,385958.2952,395372.4384,386468.9630,387983.6724,387268.2850,-166558403.9972,-166536070.2450,-166543801.3293,-166539583.0024,387767.8160,-166542011.8480,0.0000,-1326.7309,961.7382,2673.3976,2599.7091,4056.6338,-6060.6217,-1717.1787,-2863.0923,-1951.1925,-2037.1527,837.4174,-3787.1070,-4590.8991,4170.0863,-3836.5008,-5514.2963,-4524.5162,-3662.9611,-2993.0341,-77222.5308,-81917.7357,-77736.2342,-81442.9902,-73883.1832,-78050.0888,-89382.6071,-81826.1645,7938099.0707,7913219.6920,7912281.5456,7930367.2902,-80093.3201,7925910.4071,
10800.000,0.0000,5262.0612,-1847.5468,1487.6790,5963.4595,-6814.3665,5247.2664,5225.7011,-5372.0124,1656.4451,2840.2766,861.9220,1135.5031,-4162.8113,5217.9299,2966.4939,4876.6158,-3411.2949,-5566.9776,-426.1338,-111825.6727,-144914.7599,-123468.4510,-130395.4130,-126046.5115,-124235.1115,-129403.9777,-125803.2501,-66416613.9487,-66402251.1912,-66430439.1794,-66410742.0472,-125754.5110,-66415505.9903,0.0000,-1457.5857,-5235.3347,-4102.8866,-2983.4385,400.9162,3772.7437,2563.0358,4058.0435,-5029.6093,3584.7974,6051.0308,3973.0691,-5010.5556,1128.0884,-4189.4113,-2921.5003,2580.3391,4111.3116,-6766.9603,380482.7022,364475.5154,363004.1189,367986.8149,375947.7207,364154.0840,369270.1654,368792.3397,-190228760.8630,-190202484.4036,-190219216.6770,-190205502.3173,368417.7671,-190211830.3574,0.0000,4212.0798,3813.7596,-5367.3685,1785.4928,260.6445,2528.5911,-3342.8170,-1541.1102,4449.2859,5151.9325,3028.8689,5474.3512,2392.6787,-4307.0355,4641.3704,3906.8916,5426.1524,393.9883,-1354.4743,-76152.6709,-80828.5210,-77001.4245,-77679.9203,-72949.0081,-80359.4056,-87555.1704,-77065.6483,7911852.2079,7894027.5667,7884505.1810,7907717.3327,-78788.9987,7900471.9188,
14400.000,0.0000,-2498.5400,4110.8239,2892.4179,-2819.7474,4702.0089,-5332.4070,-3438.9572,2273.4312,2498.2200,-4792.8203,-4002.7667,-5205.8835,5836.2740,-6320.1587,-57.4988,-4619.6880,1855.9910,3370.4764,2233.5185,-205099.4972,-232007.6225,-213610.3682,-220523.4486,-215137.3758,-212715.7707,-218920.8184,-214644.0678,-14833918.3011,-14821167.3792,-14840620.0765,-14836217.2599,-214561.3327,-14832426.7437,0.0000,4702.9009,682.1474,4190.6159,3772.6383,-2269.5634,-3700.8969,2162.6834,-4252.8847,4901.5288,466.4570,-2994.7646,-2900.2060,3560.7130,2257.8765,6417.8033,5125.8212,-5969.6586,-5203.1553,4414.5999,340769.7033,317438.1632,319310.6262,325763.7534,332568.7013,320840.2386,326496.2086,324930.4538,-200884924.4627,-200855176.1322,-200877115.9806,-200863448.5105,325333.8005,-200867079.8411,0.0000,-4395.7706,-5303.6080,4667.6268,-5056.3016,-4408.3678,2452.0066,5328.1483,4930.3240,-4207.6079,-4941.8181,-4654.4489,-3418.2655,1209.7783,1388.0965,-2614.2611,180.3038,-2964.4580,3094.8257,4815.6053,-75102.3385,-79715.7741,-76739.2192,-74230.0514,-72438.6561,-82240.9949,-85075.3518,-79253.5576,7884892.5482,7875496.6081,7857476.9311,7881745.0161,-77478.2160,7875057.6457,
18000.000,0.0000,-346.2467,-5338.8936,-5666.2242,-1601.6377,-404.8500,3279.3427,1043.2198,2180.8035,-5535.3938,5775.7242,6183.3391,6636.5937,-5571.4705,4745.8580,-2284.4690,2188.4390,-353.6493,453.2118,-4441.7389,-285565.0791,-304634.2054,-290163.7954,-296476.8861,-290391.5185,-287991.8292,-294782.3258,-289433.7564,37732615.5119,37741793.6509,37732848.5232,37728132.1757,-289770.0138,37733968.8194,0.0000,-6671.0194,3487.5489,-3817.5837,-4384.9191,4297.2487,1088.6022,-6148.6572,4009.3172,-3930.1968,-3456.5229,-718.2029,1447.2497,-543.5035,-4268.9768,-6457.3332,-5043.4555,6772.0631,5060.3198,-601.7917,278352.3065,250048.0840,255121.6703,261964.1048,267895.1196,257260.6081,262299.8438,261785.3568,-197806056.2378,-197774829.3453,-197796296.1437,-197791490.6507,261230.3793,-197787162.1368,0.0000,1727.3518,2171.1252,-1057.7403,5079.8606,5284.7312,-6028.6409,-2478.9744,-5185.1743,1343.1196,1498.9136,2794.5266,-1017.2399,-4112.3424,2492.4344,-1036.7697,-4181.8727,-1376.0347,-4721.9949,-5267.9986,-74070.4675,-78576.7903,-76668.7184,-71424.9672,-72388.5776,-83163.2534,-81885.5838,-74512.1524,7857320.1764,7856920.8826,7831412.4632,7850402.2727,-76161.0886,7849667.5900,
21600.000,0.0000,2594.5635,3687.5213,5771.3238,4865.6050,-3276.3508,-1313.8243,1227.0192,-5558.9690,6268.8853,-4384.6871,-5796.8140,-4871.5060,4124.3610,-785.4689,3985.7805,1902.0169,-1692.2326,-4298.0493,5960.3259,-347719.1652,-358165.1360,-348263.3751,-353699.7478,-346731.0894,-345194.4668,-351636.9952,-346844.0440,87689579.9715,87694667.1541,87694818.7148,87691681.7777,-346508.4795,87690274.0945,0.0000,6059.4004,-4881.5407,2001.7289,4525.1162,-5543.8443,3188.6721,6039.5345,-3512.8471,1770.7322,4462.1462,3418.4193,1003.3982,-3217.6752,4998.3522,3972.4008,3735.4922,-4643.0838,-4182.0420,-2563.2968,197135.2698,166587.1563,174522.5799,180869.7327,185846.7714,176791.9723,180851.4410,179434.0907,-181210485.4363,-181180489.7392,-181195531.9034,-181196653.0717,180182.1564,-181190682.6234,0.0000,2037.7601,2822.0570,-3245.4482,-1885.6344,-2285.5939,6014.2546,-2657.5410,2097.9208,2334.8282,2892.7640,1130.6948,4724.6394,4556.1698,-4631.2306,4030.8446,5474.0924,4829.1390,3468.7815,2375.2602,-73056.1068,-77408.2394,-76455.9457,-69154.9865,-72861.0171,-83279.3400,-77886.5374,-76455.4859,7829276.4261,7837474.2863,7806559.2319,7818162.6952,-74837.7329,7824301.7538,
25200.000,0.0000,-4339.6658,897.8616,-3949.8479,-5636.2965,4694.5039,695.1653,-3560.3235,6173.6237,-4946.5248,563.1536,2456.2829,1538.8691,-2279.6892,-3571.8914,-5212.2767,-5601.4165,4315.4084,6416.1138,-5278.6869,-387204.0759,-389199.7062,-384194.3047,-388569.6570,-380164.8650,-380495.3850,-384794.8109,-380708.4084,131623943.0904,131626032.9051,131630813.6424,131630424.5856,-381081.5947,131623594.5402,0.0000,-2924.1275,3953.9495,1424.6911,-3084.9455,4332.4669,-6445.3529,-1912.7892,2043.8532,1576.1518,-4223.9053,-4766.1477,-4214.4793,6141.5781,-4692.1867,-46.8597,-2357.1509,1131.9473,2624.0846,3990.6726,102353.0830,72356.9161,82593.1035,87792.5191,90994.5892,84284.6688,87748.2373,88439.4256,-152240287.9388,-152213776.5295,-152218229.8985,-152219286.8349,87365.1621,-152219956.6799,0.0000,-4505.5733,-5389.7849,5482.1346,-2539.8949,-2422.4219,-2491.4255,5343.8766,2307.3650,-4584.2369,-5427.9166,-4231.8273,-5203.9963,-2309.6176,3486.2797,-4568.0513,-3281.0499,-5290.7344,-126.2842,1985.3478,-72058.3028,-76205.8771,-75803.3845,-67346.8582,-73853.9169,-82694.3188,-73063.4193,-72135.6689,7800934.7268,7816662.8104,7783173.4695,7790482.6633,-73508.2657,7798960.1390,
28800.000,0.0000,5456.7891,-5451.9639,1798.1348,4384.4657,-4253.3700,-562.9553,5210.2412,-4372.6641,2647.8276,3813.4158,2186.5361,1324.1128,158.7843,6069.1022,5525.4423,6767.5998,-6214.3121,-6092.3461,1970.3687,-401125.8584,-395781.4686,-395592.2888,-398817.5581,-389397.5180,-391414.7945,-389916.2993,-391361.4342,166536245.9875,166537466.0641,166540714.8029,166540598.5935,-391212.4009,166534709.2342,0.0000,-1171.9922,-2236.7171,-5113.1535,-287.8080,-406.1058,6437.4664,-2789.3706,970.8693,-5000.1780,3665.6491,4942.1602,6406.3239,-6813.7894,3187.2607,-3489.6250,884.9298,1817.0230,-75.1668,-4208.3171,243.5567,-26663.6058,-14877.9868,-11216.4871,-12555.0895,-14447.8233,-10323.1954,-12538.9899,-112882729.7646,-112860770.5661,-112853781.8417,-112853847.5846,-11273.7531,-112862390.4263,0.0000,4050.7820,3260.7180,-4296.4153,5317.6471,5320.3625,-2548.6182,-3181.1367,-5259.5715,3978.5406,4417.0592,4161.3321,2080.3330,-1327.6752,102.6407,2286.8917,-1046.1155,2428.4041,-3312.5625,-5123.9637,-71075.9128,-74964.0922,-74529.7425,-65962.9698,-73521.9687,-81461.9398,-70130.1512,-73448.0818,7772489.3726,7794441.3458,7761443.6709,7766476.1073,-72172.8038,7773642.7478,
