sl_100_86400_20281116 Coordinates.csv
2028/11/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:20 2024,
Start: 2028/11/16 07:47:00.00, Stop: 2028/11/17 07:47:00.00,
TIME_UNITS,STARLINK-5044 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-2324 - X-Coordinate,STARLINK-1459 - X-Coordinate,STARLINK-5465 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-32095 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-5113 - X-Coordinate,STARLINK-4406 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-6211 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-11075 [DTC] - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-32204 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-3527 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-4359 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-31848 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-2648 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-31976 - X-Coordinate,STARLINK-3147 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-30119 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-5232 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-2194 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-1494 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-31239 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-32148 - X-Coordinate,STARLINK-5921 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-1292 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-1815 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-30111 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-4631 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-30514 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-5017 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-5924 - X-Coordinate,STARLINK-30120 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-2324 - Y-Coordinate,STARLINK-1459 - Y-Coordinate,STARLINK-5465 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-32095 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-5113 - Y-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-6211 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-11075 [DTC] - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-32204 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-3527 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-4359 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-31848 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-2648 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-31976 - Y-Coordinate,STARLINK-3147 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-30119 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-5232 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-2194 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-1494 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-31239 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-32148 - Y-Coordinate,STARLINK-5921 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-1292 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-1815 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-30111 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-4631 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-30514 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-5017 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-5924 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-2324 - Z-Coordinate,STARLINK-1459 - Z-Coordinate,STARLINK-5465 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-32095 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-5113 - Z-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-6211 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-11075 [DTC] - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-32204 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-3527 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-4359 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-31848 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-2648 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-31976 - Z-Coordinate,STARLINK-3147 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-30119 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-5232 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-2194 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-1494 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-31239 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-32148 - Z-Coordinate,STARLINK-5921 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-1292 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-1815 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-30111 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-4631 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-30514 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-5017 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-5924 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3416.6366,-5327.6088,-5022.6702,4641.5282,0.0000,-3778.2890,-5256.2728,-5518.2941,-5934.0010,4934.9572,2884.3784,513.8046,-5098.5899,-5150.2280,3988.4048,3637.0096,-870.8736,2132.2527,3898.8170,6704.3310,-4990.6166,5308.2824,-1067.9760,4683.4134,-4730.3041,-4492.4402,-4269.0687,2986.3479,-6139.4355,-5086.5341,-961.5122,-4156.9186,-3652.8487,2827.2698,2151.9562,4259.8452,-4505.4894,3843.5356,4796.3053,-4005.1711,4504.4508,-3234.9275,-4415.6077,4793.6711,5276.1873,-2885.7336,4344.4979,-4911.9714,2791.4282,782.7720,1914.4380,3399.1038,4761.7859,2404.0157,-5670.0891,2102.8315,5095.7326,6095.4747,-3524.9940,-415.3013,-5358.7123,5776.4665,3449.4818,-2777.3383,-2355.2270,-934.4836,-3855.7394,-1391.1262,2984.5723,-3269.4307,4908.2262,4274.1583,-6626.4886,-2727.8695,-4916.1371,258.4889,-4557.6413,-1407.6896,5523.2545,-3244.8370,-651.9514,-2593.4433,-1789.5542,-6162.9114,4272.7787,3777.2138,5064.4993,2663.8376,5881.2676,5255.7619,2209.8736,-3192.0931,-932.0459,3894.2255,1658.4015,-3556.8204,-3987.2581,2072.2546,1186.0669,-5574.6214,-196703.8601,-199584.3827,-190327.9691,-189383.5243,-189749.6562,-190829.3703,-197821.2135,-193925.9419,-244195233.4014,-244233142.7606,-244207998.6957,-244194910.4685,-194258.4768,-244202151.5957,2470.2246,-4367.1427,1607.3301,-1375.6737,0.0000,-5673.6499,-755.7928,-1255.3658,515.7088,-4487.4901,-3521.4826,6254.1345,-351.9284,-1621.5448,1083.8163,4997.7713,5012.8551,6542.3752,-1684.6775,-1428.3359,-4757.3086,1757.1875,5001.0970,-5018.4580,-656.3198,1155.8546,2689.6054,3408.0728,3110.3645,259.5913,4045.0024,1111.7047,3609.0487,5628.5677,-5273.8595,-843.1843,-852.3590,-3378.8409,-2777.8710,-5575.8101,2142.0323,-3896.3049,-842.8369,-2372.6369,-436.6177,-5474.3874,-1156.1326,-3644.1877,6127.5338,-6182.5104,-3753.6800,-4696.0908,-2012.8559,6300.9308,3317.7567,3466.9545,4084.8219,-3033.5612,-4984.8685,-6154.6733,1068.9530,2447.2896,-3619.1482,-6365.0905,-3972.7597,-6773.7001,1558.8690,4616.3049,4681.3639,2727.7721,676.1790,4710.1453,1881.5961,4300.7950,3957.3899,4948.1214,666.4209,4891.5471,3206.8405,2575.5670,4206.6212,4803.7864,6489.0770,1248.1553,-722.7257,-3346.4423,-1405.4622,-6302.2770,1113.3958,-1692.7649,4103.9739,-3863.1525,4817.7471,-3742.8366,6194.7719,-2652.1738,4240.5806,-4749.8701,-6418.6186,-2616.3014,275295.4482,296160.1966,274354.5836,275867.3812,284428.3200,282699.3436,279570.1891,278822.3592,-33014816.7768,-32963979.5387,-32970946.9209,-33005945.1559,278815.5211,-32995977.0042,5463.0246,689.9915,-4429.5189,-4829.9388,0.0000,-1111.1094,-4284.2679,3809.8947,-3547.8559,-1201.9337,5181.9074,-2601.7854,4475.3037,4153.0138,5487.7978,3079.7571,-4681.9131,-565.7017,-5478.2194,198.9414,1.4791,-4064.1451,4666.8371,-956.0524,4980.3057,5101.2405,-4704.4195,-4937.6883,624.2140,-4674.0339,5490.1658,-5244.0186,4626.7946,-2553.1212,-3724.1837,-5343.5606,-5137.8768,4671.8696,4127.4510,395.9443,4622.7080,4719.6749,-5311.0536,4170.2212,-4311.5096,-2828.8826,-5255.8322,-3244.2142,1563.1206,-2641.4196,-5536.0272,-3670.9131,-4471.7842,-1583.0208,-1921.3364,5383.7867,-1975.1984,-517.0610,-3051.8795,3051.4759,4241.4947,2775.4622,-4660.4146,176.3761,-5143.7222,1000.7386,-5186.2506,4931.6892,-4060.5258,5368.1748,4858.5693,-2760.1533,-320.9968,4708.2895,2651.5070,-4467.6704,-5058.8553,4692.2312,-2647.1732,5522.2223,-5440.8910,4093.5603,1074.1306,-2907.6599,-5392.2675,4580.9034,4508.8298,-881.2186,-3568.3978,-4158.8455,-4948.5238,-4629.9290,-4600.9052,4048.1279,-2264.0000,-5294.6784,3596.6889,4589.3171,2179.0868,-3214.9357,-136671.2009,-140272.3973,-136280.8564,-135733.6752,-132148.6450,-140983.0604,-146236.5057,-136094.8883,36196007.7181,36197970.4353,36196286.3743,36196209.1477,-137823.6536,36192189.0628,
3600.000,-6154.5413,5563.5240,4260.8105,-4931.7869,0.0000,4169.6181,3976.5238,6582.8695,3513.2255,-2680.4735,-1164.3367,-2479.5827,3886.7174,4436.2497,-5073.8001,-4080.8243,-3073.1759,-3245.5036,725.8460,-4487.4722,5012.1298,-3587.0969,-2533.5098,-2504.7665,6395.9116,4922.8976,134.7510,-4728.9839,4361.7185,4855.7490,-3334.5404,3945.4553,146.6337,-3866.3716,2486.6899,-1980.7805,6267.8224,-646.2685,-1064.8966,4563.6666,-6019.0691,5980.7480,6093.9376,-4489.6507,-1921.8741,5345.7162,-1620.6164,4221.7110,-4584.9160,2152.7006,2184.4709,910.0619,-584.1323,-4276.7959,2095.8417,-5988.8785,-5103.3084,-3182.7050,4921.3024,2895.9456,2051.6888,-6578.0176,26.7608,4279.6240,4778.7936,2507.8810,2639.8778,-946.4616,-4150.1483,-536.6957,-1367.1519,-6092.1851,4428.3996,-880.2991,3775.3623,-5112.4979,1711.6295,-2215.3698,-4363.4633,847.1810,-3690.0579,-239.4126,-1008.8475,3371.2673,-2287.7962,-1001.3735,-4508.2889,-121.7566,-3744.3959,-1594.7596,-4808.0957,4388.5124,-3890.5946,-2695.8111,-3418.7605,6440.5400,-391.6278,-380.1303,-894.0616,6921.6299,-256367.4535,-265861.0141,-254882.8523,-254728.7189,-252901.4474,-254927.1065,-260243.9532,-257775.9047,-227255337.2773,-227301797.7634,-227276329.4809,-227254169.7051,-257358.3412,-227262784.2750,252.3385,1466.0026,-5103.0027,4606.9003,0.0000,2828.7490,-3736.5025,-1789.9252,-3668.4435,5118.7004,6463.8353,-5910.7176,-4201.2989,-3015.2250,2982.5374,-1182.7933,-3095.6070,-4199.2013,-1200.5091,2892.1358,2411.2550,2094.2933,-5839.9762,5885.7280,-2018.7438,-4441.7684,-4393.9128,1759.5838,-3996.5225,-4076.8290,-4441.5540,-5139.6246,-5756.5338,-1541.7596,4484.4917,4746.7218,-2091.8331,5786.7990,-575.7463,3413.9378,1886.6812,1118.1406,-2098.8568,5084.5328,3811.4515,4033.0140,4625.4931,-137.1079,-4699.3607,6228.1987,1693.6483,4007.7196,4309.3372,-5019.4323,-3969.7386,-847.8496,-111.6150,4590.9375,823.5742,3063.8426,-3676.4516,-854.8928,6174.1829,4413.5693,251.3598,4448.2233,-5904.9131,-6664.0739,-426.3499,-5284.0583,1982.2201,-3199.0747,-3105.0817,-5855.4256,-5370.3455,-3030.7056,-4524.0597,-5892.2212,217.6815,-5835.7588,-3854.6123,-6770.2348,-4674.0776,-3805.8762,4603.4212,6362.7086,4812.3636,5133.2272,1930.0459,3852.4465,175.1479,-847.0049,-2510.0414,6168.7553,-5289.1018,560.4076,-5070.1282,6847.4199,6110.8727,533.5935,214626.9165,236720.5514,216452.9031,218814.4462,227595.4997,224553.5584,222778.3445,221765.1138,-95154643.6652,-95113045.0793,-95114454.0416,-95139517.5933,221600.3697,-95136817.9828,-3130.7628,-3858.6891,1777.3007,1077.7547,0.0000,4713.2918,4080.4406,-326.3712,4705.3938,-3547.4290,-2133.7574,-2250.0151,-3676.8690,-4214.0777,-3563.4538,-5453.9445,5352.1883,4406.9884,6772.8110,-4311.1570,4066.1877,5513.4030,-2740.7192,-2673.5433,-1653.4451,-1919.9506,5303.9465,4395.7558,3562.1798,2737.8044,-4089.5064,1983.4290,-3839.4605,5360.4061,4460.1197,4564.0521,1921.5118,-3771.7117,-6816.6060,3839.7079,-2566.6422,-3319.6161,2608.9898,240.6119,5316.1389,-1199.4858,4866.8182,5472.2903,2158.0829,-1539.5915,6365.3922,5477.6504,5257.1373,-2125.0542,5154.2828,-2996.3329,4516.4816,3915.1919,4644.1304,-5449.3644,-5500.2203,1752.1480,2911.4364,3224.3774,4975.2593,-4661.7021,1510.4082,-1538.8490,5454.9061,-4348.7479,-6523.5701,-847.1713,4267.2480,-3627.3714,1941.0982,3014.4109,4822.1923,-2900.2107,5347.0503,-3607.7023,4373.0944,-868.5093,-4864.6788,4692.3675,4616.4849,-2258.8756,-2140.0757,4595.5891,5540.7748,5501.5232,4786.3306,5139.0416,4863.9373,560.8403,-2564.9904,2419.2469,-4589.6790,-980.6992,3034.8343,-218.1057,-136543.6184,-141227.3049,-136380.8395,-138881.9623,-132458.8760,-138319.9994,-147821.6631,-140411.8216,36156336.9561,36153043.3169,36150149.7178,36156809.7387,-138640.1803,36149691.0671,
7200.000,6498.5320,-4502.6214,-2132.5983,2884.7101,0.0000,-4100.0392,-1879.0908,-4449.8056,-695.7154,-1851.8891,-453.4613,3724.7434,-1682.1100,-2674.2643,4633.8337,4344.3894,6239.6347,4250.1774,-5604.7168,110.0784,-3787.4324,1813.0562,4739.2813,-1061.2699,-5381.1708,-3555.0539,3301.7427,4532.3049,-324.2913,-3354.5781,5655.5560,-2005.1919,2719.0179,4465.0334,-6019.6628,121.7151,-5345.3779,-2047.5883,-4337.4663,-4034.1227,4942.0051,-6798.3706,-5765.7758,1475.5284,-1171.2352,-5275.6648,-506.8780,-3299.1365,5090.6739,-4306.6994,-5918.7649,-5081.6577,-2966.6897,4994.4047,2642.5160,6315.8924,3815.5872,-1412.3903,-5186.4003,-5411.0629,1100.9162,4275.1886,-2775.3314,-5037.6491,-6197.6292,-4325.8880,69.6931,2420.0296,4960.2732,3084.1883,-1305.7322,5701.6611,-200.2346,3580.8110,-251.3957,6525.3084,635.3403,4530.7662,2721.9097,904.9801,6149.2699,2741.3381,4500.3173,41.2482,656.0183,-1674.0881,2721.3389,-3516.6492,1421.0850,-1891.0837,5865.5442,-4780.1556,6673.4845,-388.0800,4014.6420,-6530.2035,4361.9891,-1204.5460,-986.9459,-5720.3317,-298740.0971,-315043.8559,-303401.6904,-306143.6608,-300001.0205,-304072.6799,-306725.3319,-303605.4521,-194796796.7325,-194848821.2522,-194823815.6339,-194800664.7911,-304218.9023,-194804237.4124,-2005.5331,2480.0405,6214.2034,-5148.6312,0.0000,1598.5176,6506.5352,3894.4525,6207.0757,-3648.7087,-6493.6520,2023.9800,6588.0399,6177.4035,-5022.7759,-3131.5551,1328.6630,-51.2630,864.5209,-4241.6044,1725.3622,-5683.0320,4980.1172,-5015.4151,3345.8756,5353.4862,5529.4363,-4925.8689,4154.2118,5968.1155,3942.7795,5805.8881,6329.2078,-3242.5422,-2653.5368,-6840.5884,3498.6099,-6600.9595,1153.1648,887.5294,-4439.9545,1335.2780,3550.0634,-4883.4290,-6289.9335,-293.3370,-6744.6113,4279.5475,1164.9666,-2755.3273,-873.1514,-3031.4785,-5750.7251,1620.7051,4225.5209,-1331.5481,-4300.1737,-5015.1584,3466.9013,557.3626,5953.9710,-1718.7443,-6165.8119,-699.7617,2556.4513,-462.8117,5524.3871,5797.8028,-3552.3623,6120.0450,-5254.3527,310.3670,4222.0110,5935.9215,4487.7869,-0.3764,6719.5609,5199.3672,-4286.1358,6824.2205,3094.8240,5480.8812,1247.0575,5918.0690,-6816.4998,-6370.5473,-6184.3931,-2580.0281,-5209.9169,-5724.3697,-3317.8840,4520.8514,150.5480,-4822.2467,1129.0019,1036.6055,4757.3511,-6000.3639,-2643.6008,1779.1019,142997.1566,162841.3523,144928.2139,149613.3381,156824.0283,149101.6006,152420.4792,150185.7232,-150770360.8022,-150740179.9774,-150736743.8893,-150749380.9961,150535.5760,-150753620.2509,-1215.2601,4630.2473,2045.6082,3439.2441,0.0000,-5325.9742,-813.3341,-3416.9660,-3006.4580,5392.4178,-2305.3077,5296.1851,-17.8726,1064.4650,-788.0179,4358.6438,-2664.2472,-5444.2396,-3975.9556,5376.7372,-5500.7200,-3492.7294,-878.8133,4654.0246,-2751.6955,-2521.0942,-2470.8350,224.4745,-5517.5606,922.3284,-3.8291,2859.8408,637.1681,-3969.0540,-1738.2746,-754.7973,2555.2585,578.8763,5256.0795,-5502.2098,-1490.0516,-128.6315,1578.2830,-4482.5484,-2382.1422,4273.6564,-1436.6600,-4327.4841,-4536.1699,4421.9390,-3549.9181,-3473.7180,-2195.5166,4507.3849,-4693.0561,-1974.4595,-3679.5105,-4418.5211,-2774.7706,4213.3358,3349.7788,-5093.4128,972.5765,-4735.3162,-1674.1385,5361.8091,3681.2104,-2865.6773,-3173.7254,269.2173,4341.0257,3920.3484,-5451.7248,369.2111,-5171.6107,1364.3016,-1098.8135,-683.4305,-4693.9962,-610.3153,-528.8712,-3019.5348,4956.3249,-3601.0611,-965.5320,-1778.9697,-1551.8008,-5347.2813,-4405.8541,-3381.8483,-874.3604,-1800.3285,-805.1707,-4721.2293,5358.0543,1982.8094,2269.6526,-3252.5514,-6288.0421,3504.6833,-136763.1994,-142137.0157,-137071.7479,-140856.8401,-133187.5546,-137325.7831,-148749.1147,-137824.6217,36116251.7371,36108112.6446,36104014.7645,36114740.2835,-139442.1346,36107209.0165,
