sl_100_86400_20280327 Coordinates.csv
2028/03/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:42:49 2024,
Start: 2028/03/27 07:47:00.00, Stop: 2028/03/28 07:47:00.00,
TIME_UNITS,STARLINK-30340 - X-Coordinate,STARLINK-1725 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-5336 - X-Coordinate,STARLINK-1371 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-30839 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-3192 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-3339 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-5574 - X-Coordinate,STARLINK-5334 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-1167 - X-Coordinate,STARLINK-4057 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-2680 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-1641 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-2050 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-31270 - X-Coordinate,STARLINK-3505 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-3747 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-4427 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-1403 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-1059 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-1725 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-5336 - Y-Coordinate,STARLINK-1371 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-30839 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-3192 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-3339 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-5334 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-1167 - Y-Coordinate,STARLINK-4057 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-2680 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-1641 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-2050 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-31270 - Y-Coordinate,STARLINK-3505 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-3747 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-4427 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-1403 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-1059 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-1725 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-5336 - Z-Coordinate,STARLINK-1371 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-30839 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-3192 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-3339 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-5334 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-1167 - Z-Coordinate,STARLINK-4057 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-2680 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-1641 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-2050 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-31270 - Z-Coordinate,STARLINK-3505 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-3747 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-4427 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-1403 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-1059 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4924.2041,4147.9245,3213.4209,-97.8281,-2058.9437,3890.0746,5177.4896,6541.3201,-2937.7610,-978.8603,-4380.7031,2816.8495,-4572.1509,3186.8336,-5617.5579,-5157.7862,-151.9264,0.0000,-5996.2444,3300.3318,-3725.1901,3595.0602,-5131.3629,3493.7284,906.2106,6657.6635,663.2065,-1461.3921,-1395.0656,3629.8382,-6618.2693,6404.6261,6892.6551,866.7339,-65.5685,-4815.4452,-6448.0901,-2585.3078,1127.6661,64.2414,-4325.0920,2476.1728,1116.4009,-469.5136,323.6207,-2260.1008,6887.2503,-1407.6632,-4287.2119,-4879.7051,889.4698,-4552.8773,-3645.4809,-3923.3262,-5777.2382,3042.2236,-1472.9930,4574.2972,-709.8207,-871.7861,2640.0815,-3346.1479,-4110.3117,-2452.5529,1502.2619,2400.8850,-3132.8380,-979.7479,6403.8211,-134.8841,5929.7847,-548.8503,5992.2968,4077.8693,-4145.2788,-3465.3689,-1879.8769,-5965.5700,3445.7934,-5472.7020,6272.9840,-2243.1856,-185.2849,-2045.6281,-1441.5904,-4357.5665,-3683.4858,3419.8339,-5927.7433,6127.4165,-5112.9360,-4450.6057,5818.0336,4655.2511,6630.4319,2628.0656,-3995.0557,-1916.1363,-2561.0047,0.0000,-104599.9792,-106170.1329,-105309.4863,-105661.6477,-111734.5548,-109874.2590,-102815.0305,-106315.9468,-158821753.9010,-158829526.0064,-158840747.0823,-158826090.9748,-104692.1703,-158824342.3599,-4769.0916,1251.5434,5589.1704,-6849.0322,5020.7794,2827.8876,945.9495,-1292.8148,5422.9025,-5576.4994,469.2342,3560.5421,-2624.6540,5928.4801,-948.4449,3344.3660,5203.1750,0.0000,1307.2718,4036.6398,5591.6623,2626.1555,-4369.6758,-5926.2157,-5710.1908,1410.1433,6878.2220,-6713.8631,-4437.7501,-5763.5550,-15.7003,-1771.5412,836.7738,5263.3354,-5954.3032,-1746.2794,1531.0406,-4420.3630,2178.4255,-4719.1383,-331.9197,-6231.5040,6810.9804,4153.2705,-6641.6787,6023.4579,-647.2183,-5642.1833,5084.9571,-1359.8985,-5546.6284,-3412.9918,4980.4775,2110.3848,100.8664,-1711.9337,5806.3889,-4493.1933,-6668.2371,5024.8475,-5123.9914,-5897.4799,5073.3291,6294.2172,2662.5306,-5111.3045,5438.1422,-5771.8476,-1092.8510,6765.3694,2999.8336,4112.7404,-2669.2868,-1335.4523,5404.2048,5619.6109,-6566.3154,-1800.6836,3136.2266,305.2927,2029.4481,-4334.0152,-951.8011,4447.1933,5132.8688,1947.4206,5752.2195,-5308.3753,441.2609,-2471.8787,4504.3938,-1643.2051,69.9697,-2707.0795,1357.0084,-3602.3754,-1138.8000,-6451.8280,5412.7220,0.0000,393922.3800,358013.8123,381984.5355,381700.0331,375598.1657,376377.7478,372745.3658,375282.2183,320641981.8138,320579564.3612,320602789.1081,320631902.3899,375951.7907,320621844.1627,975.5184,-5391.4396,-2306.4334,183.9777,-4289.6105,4883.2189,-4185.6797,-1899.5655,-3179.8486,3616.9859,-5318.8397,-5268.7037,4469.4272,1234.2039,-3941.2733,3204.2608,4528.9869,0.0000,3170.5739,4390.9262,-1728.5331,5154.7568,-966.4091,652.6709,-3799.1794,-1296.4271,-185.6216,-850.5458,5119.4859,-1343.0430,-2063.3620,-1951.2404,112.7389,4382.2061,-3545.9160,-4524.3153,-1927.1658,4647.6171,-6518.8750,5012.2485,5370.8991,1269.5401,520.9823,-5491.6718,1852.0961,2384.6212,-309.5011,3657.8685,-1743.6593,4681.2569,3897.5691,-4050.2720,-2976.8117,5128.2674,-3630.2660,-6011.7252,2726.7097,-2396.5827,1702.9849,-4510.1964,3755.1161,-742.6394,2310.9257,1464.8489,6224.9670,3818.9408,-2954.6098,-3628.2563,2370.1249,1469.0600,-1948.0669,-5291.2208,1862.0347,-5395.2867,699.5703,-2026.0966,362.6054,-2975.7116,5099.4112,-4207.4553,-1631.6323,4868.5968,-6876.6314,4856.4610,4199.8192,5009.8186,1126.0352,2661.1506,3485.2688,-2119.0142,-1107.0500,4987.0998,-3722.9175,4316.8259,488.9061,-5281.6384,5477.2383,1651.1936,3299.1483,0.0000,88069.8722,86020.7356,86542.3417,88423.2748,91142.6194,81678.0879,77379.1445,86059.6066,10129818.2068,10141452.0493,10137632.1446,10140706.7257,85565.6184,10132088.7702,
3600.000,-1949.9969,-4142.0385,-4630.9923,2651.9062,439.5571,-4248.0463,-6492.5842,-4016.7297,-861.9580,3882.6369,2418.4190,-4882.4963,6622.7092,-4264.3246,4260.5860,6495.5340,-2233.2882,0.0000,2659.5292,-6382.5473,472.8731,-4560.3250,5903.9947,-1537.9708,874.0525,-6446.0299,-2164.9869,3451.7757,4509.0535,-2032.1176,6364.6946,-5484.5295,-5834.1782,-4489.7864,2739.9160,4990.2025,5690.3549,5830.7927,-4762.2680,3913.6483,5527.8962,225.6939,-3196.7486,-3478.5785,1255.7269,-1057.0434,-5483.6863,3615.4624,698.2986,5808.6807,1155.7615,6696.4959,1479.6581,-36.5318,6354.5875,1440.0323,-2978.1199,-3148.6206,3135.9179,-3760.7196,1633.0556,4041.0346,564.2278,161.4148,-3545.6155,369.2414,1150.8847,3053.0743,-3437.8619,-2471.3503,-5285.3054,-4541.2916,-4688.3726,-1537.6823,1447.1277,274.5107,3212.6989,6754.5979,-6398.7472,2475.8775,-6270.3940,4496.2031,-4838.4013,-2377.3999,-756.1085,-57.2922,602.2571,381.0199,2798.2549,-3181.8247,3364.4146,3712.5276,-2949.4852,-1265.0027,-4817.6991,1667.7581,4545.1378,3860.6455,-1772.4858,0.0000,-200882.3097,-193128.4055,-194770.4878,-195548.3791,-202900.4365,-199986.6622,-194516.6890,-194353.0257,-236449755.1036,-236445390.8643,-236461183.9110,-236457535.4880,-195641.9253,-236451177.1901,5298.1571,3110.7971,-4462.6151,5128.5607,-6890.2910,1832.4377,1662.6178,3501.5727,-4998.9433,1395.6256,-4449.5301,-4843.8529,-169.7668,-4218.2133,-2924.6771,-1328.1493,-6485.7495,0.0000,-3271.5894,-1839.4101,-5373.3537,2132.1617,1590.3563,5721.0300,6852.9382,876.5605,-5275.9568,4519.1956,1369.4486,5971.1333,-2214.4369,3842.3766,1527.1169,-3091.3490,6360.3967,-2816.2839,-2990.4143,2640.6631,345.0374,2558.4060,-3124.5246,6267.2554,-4857.3083,-4931.7916,6290.2046,-4229.2425,2771.5098,1976.2799,-5216.0644,-2408.5268,6729.3135,1572.2520,-6634.2610,-5059.5072,-2293.2756,3082.2415,-2650.1701,5637.6087,4362.9668,-4355.0746,4857.0811,2871.4862,-5179.2695,-6532.0103,1533.5794,6804.4976,-6814.2428,6135.7407,2886.5100,-4874.6267,355.9336,-3264.0404,4070.4778,4999.8669,-5937.6342,-4590.8319,4550.0645,247.6126,-1748.6043,-3368.3987,791.0975,461.4930,1795.9960,-3828.0494,-6746.9479,984.0194,-5553.5381,4236.7046,-3077.6825,4203.7444,-5087.9562,-2826.9201,2894.6992,5246.1374,1239.9250,4664.2396,-3199.2382,5387.1834,-4704.4555,0.0000,353850.5856,318681.9593,342964.9943,341544.7092,336590.9003,337241.8372,334377.8594,338172.7186,268564767.8615,268500675.7742,268520419.2922,268548524.8288,337197.7907,268544405.4258,-4016.7093,4568.8275,-2351.0584,-3700.4003,383.7854,-5070.9103,-523.8597,4423.6439,4721.7735,-5313.8914,4681.5572,980.9123,-1995.2897,3286.3102,4599.8919,2048.5690,-795.3342,0.0000,-5480.6372,-1571.5570,4351.0748,-4605.6847,-2999.9126,3549.5756,-332.7515,-2386.4122,-3912.3072,3938.2119,-5076.2672,-2904.2046,-1630.0065,-1768.5078,-3449.4282,-4250.8442,199.2683,3706.2312,-2516.3689,-2639.6728,5050.6902,-5070.9690,-2731.7105,2680.1552,-3761.5796,3332.3162,2546.0105,-5310.3451,-3199.0338,-5507.0127,4413.0433,-2855.6609,436.6821,1211.7046,-853.1061,-4549.0084,-938.0814,6042.7121,-5246.4060,-2271.7214,-4367.6792,3622.3405,-4602.8718,4673.8346,-4573.4653,2250.6363,-5780.6118,-329.6361,-593.3956,-674.7066,-5268.0253,-4260.1015,4448.0867,3717.9667,2819.5649,4476.3241,3080.5674,5140.6434,3959.4080,-1412.0325,-1951.8490,5489.1935,-2489.4053,-5217.0622,4628.4396,-5231.7534,190.7876,-6863.9782,-4097.0191,-5383.2794,-5504.5790,4499.2986,-3237.2026,-5074.3420,5522.4270,-4317.5751,-4621.1053,4808.5648,-4062.1389,2020.2002,-4644.9706,0.0000,89135.8449,87132.3356,88842.9562,87434.7548,93190.5342,86375.0645,77796.0790,86213.5116,10214889.3149,10221036.3674,10215967.4239,10223746.4334,86917.0703,10214035.2337,
7200.000,-2124.8015,3668.0363,4274.9121,-4926.0626,1237.5338,4041.3482,3412.2461,393.9092,4604.0018,-5729.4683,-758.3822,4235.3248,-6237.4394,4125.5347,-2409.2863,-3149.4654,3402.5959,0.0000,1149.9555,6315.4833,3436.0301,4406.9893,-4268.2454,-1938.8295,-2343.9171,3912.5582,3863.4885,-5120.8115,-6571.4100,-1077.1199,-3657.2453,2300.4859,2968.9930,6728.8520,-4292.5189,-3753.0134,-2171.1661,-6828.8094,6827.5843,-6624.6149,-4853.4138,-3518.3718,4973.9049,5278.3303,-3060.7763,4870.6620,2060.0215,-5562.3479,3576.5771,-4946.4634,-2766.5811,-6581.1647,1569.6133,2888.6172,-3375.3105,-4308.9501,6156.1419,-427.5693,-5349.3328,6333.0191,-5277.5216,-4051.5133,3467.9683,2756.3664,5448.7545,-2893.0207,1392.1563,-3842.7817,-468.1398,5065.9433,3605.4743,6434.4799,472.6612,-422.9485,2526.3359,3838.4223,-4156.5071,-4529.6799,6467.0836,395.3927,3154.5341,-5968.9494,6930.9536,5775.5633,2600.1645,5181.2977,3263.3001,-4667.7304,614.1590,-685.8669,460.1638,-2788.0619,-59.4997,-1857.1855,939.5919,-4605.3010,-4080.1397,-4853.7483,5558.2437,0.0000,-283563.3277,-267154.1533,-271412.6225,-272045.9342,-281131.9613,-274143.9154,-273563.8817,-274770.2007,-297940260.0118,-297923485.1000,-297942671.9844,-297946263.6852,-273836.0623,-297940545.4599,-4742.2451,-5790.9769,644.3046,-1324.2025,5677.1738,-5273.1052,-3311.4650,-5449.3672,3893.3543,2687.5035,6778.9389,3950.1768,2432.5617,-77.8945,6019.6046,-882.1208,4908.6172,0.0000,5268.0646,-853.4242,4158.7677,-5172.4057,2563.6418,-3672.5603,-4934.0141,-3399.6287,1487.8738,-755.5462,1079.1142,-4209.9419,3998.0073,-4837.6480,-4120.4917,691.0276,-4352.3650,5703.7545,3816.5427,-493.2933,-1132.5318,-646.6375,4634.3997,-3559.4367,1192.0535,4331.0528,-3144.9235,1641.6137,-4623.5750,1811.2069,4212.4016,4746.5584,-4370.8107,475.3057,5285.1898,6143.1950,3499.1816,-4807.5132,-1282.4839,-4327.5053,-828.7593,2487.2108,-3730.4826,1993.1417,4438.0428,4406.6733,-3855.4304,-5145.7033,5648.9568,-3503.0510,-4885.1045,1647.7546,-4151.4829,1534.2853,-4129.5253,-6848.5511,4330.2126,2852.4608,-67.2843,1825.0673,153.3429,6059.6722,-3848.9928,2684.6932,233.1101,3050.7528,4425.5624,-806.4936,4092.0193,-2575.9807,5633.3468,-5492.9993,4160.0054,6036.1000,-5760.9044,-6468.6823,-4434.5495,-4983.2028,5541.5026,-2114.5210,3008.0359,0.0000,290564.3468,258860.2038,282015.4175,277361.6461,275964.4503,277549.7971,274033.0959,275710.9451,198157350.6867,198095280.5142,198111299.1222,198133549.2621,276887.8905,198137303.0954,4569.0499,-891.9691,5298.0801,4561.5005,3740.3201,1707.0181,4741.0895,-4269.3990,-3432.9086,2263.5574,-1060.1058,3829.7530,-1746.5138,-5464.5451,-2435.3560,-6121.9536,-3472.6204,0.0000,4315.5711,-2448.3297,-4363.4189,563.5900,4632.5716,-5527.5421,4232.8561,4586.3948,5527.4519,-4600.9398,1888.6324,5404.9790,4313.5334,4378.7885,4728.5172,1401.4923,3251.3470,-161.4119,5314.7510,-1024.8246,-741.9588,1780.7752,-1658.4730,-4648.0219,4655.6408,965.5642,-5334.0872,4538.6349,4715.7597,3602.5787,-4094.3001,-823.9449,-4487.5446,2274.5623,4056.0198,405.8479,4773.0599,-2572.7058,1946.9974,5272.1814,4303.2828,60.5920,2363.5178,-5117.7089,4028.1921,-4563.7625,1911.3153,-3428.1538,3765.5638,4503.0188,4868.0460,4418.0075,-4211.3615,1174.0518,-5415.7666,-632.2629,-4669.3573,-4983.8317,-5437.5780,4870.8102,-2446.4870,-3294.9390,4610.2400,2177.1762,324.6966,2223.8574,-4453.8409,4516.4480,4524.9165,4300.8791,3921.1737,-4183.8625,5480.2611,1802.8203,-3809.9305,1548.5614,5040.6655,-1306.4901,-92.7714,-4478.7484,2610.0672,0.0000,90168.7963,88234.6396,90620.2897,86638.6139,94780.3558,90612.8540,78861.5826,89304.2401,10299900.6478,10300572.4034,10294237.2510,10303886.8469,88261.3738,10295977.2342,
