sl_100_5400_20281110 Coordinates.csv
2028/11/10 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/11/10 07:47:00.00, Stop: 2028/11/10 09:17:00.00,
TIME_UNITS,STARLINK-31279 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-1145 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-5795 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-31480 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-6289 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-1528 - X-Coordinate,STARLINK-5721 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-11158 [DTC] - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-3684 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5357 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-30710 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-31707 - X-Coordinate,STARLINK-1696 - X-Coordinate,STARLINK-32100 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-5538 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-2587 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-31070 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-1663 - X-Coordinate,STARLINK-2026 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-11145 [DTC] - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-2605 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-5706 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-3778 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-5514 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31279 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-1145 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-5795 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-31480 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-6289 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-1528 - Y-Coordinate,STARLINK-5721 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-11158 [DTC] - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-3684 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5357 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-30710 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-31707 - Y-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-32100 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-31070 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-1663 - Y-Coordinate,STARLINK-2026 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-11145 [DTC] - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-2605 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-5706 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-3778 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31279 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-1145 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-5795 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-31480 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-6289 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-1528 - Z-Coordinate,STARLINK-5721 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-11158 [DTC] - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-3684 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5357 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-30710 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-31707 - Z-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-32100 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-31070 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-1663 - Z-Coordinate,STARLINK-2026 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-11145 [DTC] - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-2605 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-5706 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-3778 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5337.2510,3944.1361,-4999.4774,-5551.5966,-3118.8207,0.0000,-2213.9315,3800.5197,5970.2942,-4326.4033,5809.6244,-1075.2061,3995.1761,16.1125,1625.6903,5545.6716,6129.2369,-2545.5891,-4546.3643,-931.2220,203.1040,-4966.7972,-2763.4336,5535.9456,-127.3441,4638.9105,-2456.2741,831.3045,-3895.9552,4051.4293,-5676.8967,-1901.3250,4497.4404,-4104.7327,1083.0045,-2948.8497,-6838.8979,2634.5302,2521.0968,5903.1414,-4680.1713,5598.8227,4015.0858,-1267.9093,-277.9222,-4744.8260,-4450.0919,-1417.7261,-1926.1871,-4928.4273,6029.2260,-6536.3039,-2237.8017,-6288.4542,5100.2426,5252.5805,2794.3797,1556.6562,1718.3780,3329.0567,622.1812,-3728.3794,0.0000,394.5711,-5015.6467,0.0000,502.0470,1396.6090,4012.6937,-5456.1926,6649.1207,0.0000,-5052.0555,-1424.2187,-3879.0505,5168.5973,105.2762,-5692.5142,1233.2946,4625.3761,0.0000,-925.8793,4275.4963,1390.5543,3232.9492,6807.8937,5674.1245,-1043.9074,-3762.6270,-4511.1775,-626.0730,3091.4385,-6578.4607,-5212.0607,-4431.9748,5957.3176,2230.1074,507.0937,-2037.3033,-1382.2888,-326477.5347,-340997.2175,-336703.4858,-335638.0645,-335139.0296,-336375.6456,-343658.3578,-339901.7371,-252356330.3282,-252373819.8379,-252353286.7915,-252339817.0749,-340190.6002,-252345614.7869,1462.5240,3149.5494,-778.4844,-3873.1491,5874.8362,0.0000,4628.1554,-1775.0431,1264.9770,-1439.7777,-2951.3930,-5101.8805,3676.4536,-4147.7466,4041.6278,425.8321,874.3189,6295.6885,5151.8038,6456.9483,3996.4828,1494.3197,6176.9467,3938.5285,4567.9214,-2656.1320,-4472.0017,-4021.1579,-1441.4718,4557.7328,-814.4154,-6472.6533,3096.2130,2275.7927,-5903.7151,6049.9810,739.6991,-3675.1177,6230.4229,-2587.2763,582.3798,-2737.8393,-3123.2681,5020.6299,6165.2816,3755.3987,-2520.5589,5056.0303,-4104.4617,2520.3462,2595.6972,-1933.0367,4207.5744,-2078.4140,-3669.6784,-3964.1337,-3049.7023,6497.1033,-4132.1536,2484.2581,5651.4535,3571.5729,0.0000,-3935.7464,3275.1664,0.0000,-777.9289,6654.1678,97.0501,503.4597,1903.5785,0.0000,4006.3967,6535.7929,-4276.9851,-670.7045,5902.9997,-2663.0617,-2040.3599,-61.9224,0.0000,6418.6837,4252.2052,-4800.6020,6087.2252,781.8223,-122.4423,-4109.5611,-2660.5843,-2486.8722,4189.8338,4451.1910,-1707.8164,-3172.8669,3609.8175,-3055.1110,6336.9151,-4817.8619,-281.4189,-6758.2052,-144556.1839,-118334.0498,-138716.0557,-137329.1706,-128776.1307,-130385.4391,-132779.3039,-134439.3628,-21388308.0550,-21337253.4033,-21353256.8473,-21386864.7013,-133895.5866,-21375477.4249,4050.9523,-4635.4084,4714.1630,-1361.6385,1169.0311,0.0000,-4316.9272,5506.2478,-3243.8818,-5175.7136,2177.9961,4511.3702,4318.3226,-5516.1545,5345.1031,4237.2829,2953.0494,1203.5683,625.7288,2064.3614,-5331.2760,-4116.3317,-131.8918,-644.5559,-5242.5015,4400.4665,-4606.1637,-5192.2788,-5477.0659,2508.1030,3918.8109,-1666.9611,4218.4275,-4851.3488,3399.2580,1067.8019,635.2722,5090.4595,-1587.1896,2492.5683,-4984.8913,-3008.7253,4703.9539,-4375.9851,3065.2443,3277.9461,-4695.8030,-4445.0504,5200.4577,-4245.2221,-1852.5217,534.8802,-5009.0389,1729.0635,-2107.5123,-2226.1135,5447.0939,905.0496,-5180.1047,5477.4316,3713.0214,-4462.4292,0.0000,-5718.4335,3492.1180,0.0000,-6884.6305,-1366.1432,-5329.1997,4041.7639,249.2801,0.0000,2309.9816,-1882.3736,-3801.2597,4428.9333,3231.4800,2913.4559,6525.5919,-5159.1424,0.0000,-2379.3246,3370.0645,4602.5177,-313.9178,524.1151,-3661.7200,5383.8960,-5066.0160,-4661.8503,5307.1572,-4179.0507,402.4072,3189.6701,3926.5380,-41.3723,-1228.9504,4912.0238,6623.0050,-670.2158,69882.8781,65166.9315,69423.1891,70004.6577,73573.4769,64720.1382,59488.3589,69547.8999,42480836.2284,42465707.3331,42459724.5194,42472343.1197,67896.0383,42469091.7542,
300.000,6130.5463,5508.1453,-5135.5506,-6260.0884,-2010.8738,0.0000,-183.4032,2537.1118,5472.7315,-4075.7454,4391.1660,-2820.4111,5509.9696,-2124.3600,3246.0943,4921.0721,5302.3098,-1404.6653,-3527.3707,471.8233,2376.0263,-5104.8242,-1251.0667,6016.8493,872.5922,3832.2048,-4071.3385,-1188.8081,-4635.5093,5265.0113,-5103.8864,-3197.6029,4975.9008,-2279.7497,-201.3124,-1534.3903,-6533.8456,500.1933,3947.7842,4503.2704,-5026.0534,4077.9190,5305.9525,894.7619,1054.6469,-4266.6060,-5446.5295,503.3125,-3321.5520,-4299.7831,6652.3451,-6678.8389,-889.8904,-5938.5595,3586.7735,4044.5502,1219.1293,2618.0106,97.4108,4330.7220,2380.3958,-1727.8721,0.0000,-1053.3835,-3305.7801,0.0000,2359.6289,2875.6706,3929.9055,-5932.4313,6789.8417,0.0000,-4454.2988,-581.3769,-5353.5729,4257.8429,1525.3827,-6631.0841,-751.2307,3673.5257,0.0000,307.2939,5614.5474,-681.1456,4165.6851,6737.3921,4491.2866,-3121.6046,-5294.5459,-5535.5110,1385.3614,4847.4173,-6709.5242,-6323.7725,-3512.5515,5079.1610,3376.0113,-1420.7674,-3645.9315,-2809.5003,-323359.0085,-338360.8617,-333929.5160,-332872.7015,-332242.3852,-333538.0525,-340705.2025,-337049.4610,-251825409.3738,-251843708.6016,-251822898.7873,-251808468.6330,-337302.3100,-251814682.2025,-299.1496,2218.3338,1357.0502,-2874.9050,6414.7302,0.0000,4307.8708,-3542.6652,-617.9336,697.4344,-4031.0000,-5399.4637,2400.8359,-4123.9686,2589.9046,-1571.1253,-640.3329,6726.4602,5810.8063,5789.3393,3631.9945,3225.0690,6497.0914,2420.8743,5813.3157,-4496.1885,-3031.5790,-4679.0101,566.5304,3902.1786,1158.5810,-5389.7445,1035.9688,3402.0212,-6657.5810,6623.6294,1913.0420,-4055.8344,5664.3590,-3755.7781,2481.5297,-3884.9249,-3438.8373,4878.7792,6664.9516,5142.2421,-664.1558,4410.3662,-2459.7961,4363.0559,1497.2276,-715.7199,5578.4045,-630.4947,-4213.8173,-3908.8803,-4505.5319,5622.2981,-5317.8577,549.8582,4570.5297,4008.4748,0.0000,-2428.9418,4285.2065,0.0000,489.8346,6306.9560,-2089.1459,2099.5723,392.3941,0.0000,5176.1654,5796.8267,-3722.6270,-2629.0374,6360.1988,-1269.9805,-2970.4171,-1980.3353,0.0000,6870.2741,3619.5384,-5323.5726,5290.8882,-435.9583,-1610.9257,-3817.9821,-1430.7372,-666.1708,4770.2954,3559.1154,-184.3025,-2244.3194,5248.4909,-3981.0984,5904.1948,-3960.8534,-1601.2926,-6273.1924,-151310.7029,-125593.7925,-145917.0877,-144451.2743,-135888.8100,-137532.0553,-139910.4895,-142032.6090,-26894774.7379,-26844386.2473,-26860174.8586,-26893001.3985,-141041.4033,-26882022.8887,3063.0981,-3419.0336,4428.8761,446.6905,-665.3604,0.0000,-5135.1474,5378.7741,-4176.2757,-5521.1368,3413.1998,3233.1347,3466.7886,-5110.0262,5504.4162,4712.3925,4301.4276,-609.1717,-1190.9326,3612.8470,-5059.3184,-2715.4867,1416.3940,-2129.4735,-3714.2377,3613.0538,-4636.5016,-4528.8702,-5044.0147,749.8631,4565.6086,-3004.1224,4665.3598,-5365.7616,1801.3876,-487.9029,-1180.3864,5445.3155,-63.0291,3653.2145,-3957.3499,-4022.4441,2840.6632,-4621.9112,1406.3248,1655.7429,-4254.1536,-5256.4075,5523.5575,-3337.2451,-53.5688,-1286.3152,-3985.6012,3339.5546,-3648.7746,-4080.3663,5000.5139,2637.6534,-4308.6442,5310.8172,4420.2907,-5245.9840,0.0000,-6430.1580,4332.7189,0.0000,-6514.0168,166.6510,-4969.9180,2605.8271,-1288.1522,0.0000,554.1152,-3791.3851,-2293.6408,4661.8836,1597.6042,1557.3004,6235.7722,-5531.5828,0.0000,-635.9608,1766.8258,4167.4694,1494.3430,-1293.7996,-4780.7869,4760.2076,-4100.2422,-4144.9251,4631.8277,-3265.3551,-1151.7949,1551.6512,2868.0254,1774.2685,594.8309,5465.8908,5680.6463,875.6342,69733.2195,65037.8839,69378.5537,69705.5959,73509.2848,64856.1188,59274.3490,69214.1720,42477193.9476,42461786.6721,42455737.3790,42468957.8236,67771.9922,42465374.5268,
600.000,6327.4728,6511.1305,-4813.1854,-6344.1300,-680.4203,0.0000,1891.6562,1074.0816,4470.7686,-3479.0851,2532.4680,-4259.4723,6501.1626,-4045.3615,4585.2216,3872.1765,3959.9803,-116.1881,-2144.2889,1864.6114,4289.3366,-4687.9461,405.0811,5899.9142,1738.6478,2688.1670,-5312.4198,-3046.3670,-4957.0426,5869.2626,-4076.7723,-4215.3300,5011.2775,-235.8258,-1445.4271,41.4728,-5574.3177,-1681.2687,4986.2847,2664.1092,-4898.7527,2164.7234,6037.5649,2972.2881,2265.7990,-3374.1038,-5949.5150,2406.6999,-4436.4268,-3294.2005,6583.4587,-6136.7555,504.9937,-4998.1596,1653.2875,2400.0562,-436.2309,3428.2760,-1493.6372,4947.0458,3926.8671,453.1553,0.0000,-2461.0791,-1281.1681,0.0000,3912.9731,4077.4838,3471.3081,-5808.5031,6272.2828,0.0000,-3405.1793,367.5982,-6285.7224,2957.2529,2763.4676,-6926.5898,-2621.0494,2412.3427,0.0000,1502.6304,6385.8043,-2664.3889,4695.2992,5984.6000,2856.1678,-4876.9318,-6299.4651,-6056.4568,3225.1378,6114.2218,-6155.1766,-6794.8204,-2280.9701,3633.1687,4178.3064,-3240.8775,-4813.7892,-3971.9870,-320102.1010,-335569.6724,-331007.8608,-329965.5868,-329197.4934,-330556.3595,-337602.3428,-334049.0800,-251174347.5165,-251193439.4940,-251172351.4337,-251157001.7860,-334263.9006,-251163605.0050,-2006.3416,1099.3326,3351.6303,-1584.2413,6270.6469,0.0000,3573.7318,-4992.8748,-2467.5163,2778.1910,-4742.2222,-5184.1038,925.6931,-3746.0200,924.1030,-3442.2330,-2132.2792,6484.1711,5895.8270,4543.0967,2924.2813,4568.7929,6143.6203,641.5656,6487.7077,-5899.8585,-1323.8801,-4853.6573,2489.6736,2806.3552,3044.3533,-3788.9007,-1124.5127,4222.6336,-6748.7206,6521.5577,2908.5662,-4077.4982,4542.2938,-4592.2072,4104.1588,-4692.7268,-3344.5606,4276.6952,6499.1089,6000.5659,1229.5825,3370.2288,-605.6440,5786.4738,243.5757,589.6553,6412.1078,915.3112,-4323.1604,-3504.0067,-5534.9722,4138.3858,-5987.6830,-1408.8709,3045.8692,4091.7456,0.0000,-729.9702,4922.2684,0.0000,1780.6648,5347.6833,-4039.2751,3452.7267,-1168.9938,0.0000,5811.5812,4486.3413,-2821.6908,-4345.4017,6137.9750,231.3904,-3672.5238,-3737.0691,0.0000,6635.8129,2644.3254,-5335.4974,3955.2953,-1624.2277,-2976.4955,-3191.4367,-98.8998,1190.9494,4897.2680,2340.1575,1369.1865,-1106.9854,6377.3007,-4488.2603,4856.5646,-2759.9110,-2812.6459,-5176.4980,-157997.1995,-132796.5532,-153053.9609,-151511.0292,-142939.3335,-144624.5662,-146976.6767,-149487.1936,-32388248.1047,-32338543.8250,-32354116.9071,-32386112.7313,-148124.9565,-32375574.1098,1737.0334,-1824.0535,3666.9981,2206.5356,-2422.7928,0.0000,-5348.9951,4674.8116,-4658.3366,-5268.6931,4273.1902,1603.6229,2245.3836,-4151.1046,5066.9789,4696.7278,5175.0944,-2355.7180,-2878.3289,4759.3331,-4180.6696,-981.5444,2801.6077,-3375.6809,-1792.4153,2437.9935,-4159.0031,-3312.1124,-4058.7336,-1101.2463,4727.2930,-4022.1940,4606.7793,-5260.4249,7.8795,-1988.6689,-2868.3940,5187.1500,1467.9459,4419.1882,-2493.6129,-4604.0630,673.2664,-4340.3626,-405.8253,-147.5419,-3359.8541,-5493.9517,5248.7737,-2078.7991,1751.3814,-2964.0922,-2532.6071,4578.6027,-4745.4023,-5501.5697,3998.4720,4063.2305,-2959.0434,4563.2010,4625.0712,-5443.0068,0.0000,-6463.0663,4710.3667,0.0000,-5453.4129,1681.5815,-4017.0637,875.9220,-2687.0101,0.0000,-1263.2535,-5298.2549,-538.3532,4376.4211,-222.7959,34.0862,5285.7926,-5313.0302,0.0000,1176.2712,-27.4831,3259.6927,3140.1346,-2969.6491,-5348.2681,3610.7247,-2679.8928,-3187.7630,3430.8198,-1988.5897,-2575.9269,-255.8281,1503.0617,3379.1933,2351.8860,5427.8783,4133.6529,2327.5335,69583.3493,64909.0984,69330.8113,69402.3654,73441.8176,64998.2651,59065.0700,68766.0938,42473546.4141,42457866.2304,42451752.6364,42465566.4994,67647.8977,42461657.3911,
