sl_100_86400_20281015 Coordinates.csv
2028/10/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:46 2024,
Start: 2028/10/15 07:47:00.00, Stop: 2028/10/16 07:47:00.00,
TIME_UNITS,STARLINK-5374 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-31298 - X-Coordinate,STARLINK-5068 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-31712 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-5927 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-11147 [DTC] - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-4054 - X-Coordinate,STARLINK-3309 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-1793 - X-Coordinate,STARLINK-1903 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-30209 - X-Coordinate,STARLINK-2432 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-3830 - X-Coordinate,STARLINK-3746 - X-Coordinate,STARLINK-31786 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-30841 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-5379 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-2016 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-3675 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-1483 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-1209 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-5231 - X-Coordinate,STARLINK-1365 - X-Coordinate,STARLINK-30539 - X-Coordinate,STARLINK-1262 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-30604 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-5656 - X-Coordinate,STARLINK-31127 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-31298 - Y-Coordinate,STARLINK-5068 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-31712 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-5927 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-11147 [DTC] - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-4054 - Y-Coordinate,STARLINK-3309 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-1793 - Y-Coordinate,STARLINK-1903 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-30209 - Y-Coordinate,STARLINK-2432 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-3830 - Y-Coordinate,STARLINK-3746 - Y-Coordinate,STARLINK-31786 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-30841 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-5379 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-2016 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-3675 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-1483 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-1209 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-5231 - Y-Coordinate,STARLINK-1365 - Y-Coordinate,STARLINK-30539 - Y-Coordinate,STARLINK-1262 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-30604 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-5656 - Y-Coordinate,STARLINK-31127 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-31298 - Z-Coordinate,STARLINK-5068 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-31712 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-5927 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-11147 [DTC] - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-4054 - Z-Coordinate,STARLINK-3309 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-1793 - Z-Coordinate,STARLINK-1903 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-30209 - Z-Coordinate,STARLINK-2432 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-3830 - Z-Coordinate,STARLINK-3746 - Z-Coordinate,STARLINK-31786 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-30841 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-5379 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-2016 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-3675 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-1483 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-1209 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-5231 - Z-Coordinate,STARLINK-1365 - Z-Coordinate,STARLINK-30539 - Z-Coordinate,STARLINK-1262 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-30604 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-5656 - Z-Coordinate,STARLINK-31127 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2239.3266,1213.4016,-4987.7453,-392.0106,6563.8612,3135.6894,4946.8098,5718.6826,-2278.3295,122.9388,6003.1519,688.4582,-2436.2778,4523.8431,-794.0744,-2733.8308,89.6556,3489.6781,-6204.7503,2503.4976,-1613.4372,-4462.6120,3105.6792,5869.3962,-3663.1959,6640.8799,-265.9233,4812.1135,-4887.1588,-4173.9910,5199.4105,-5808.0783,-5678.6742,2431.7671,-2550.6276,-4789.6202,-5274.6302,-4359.8393,6349.6144,-1198.0820,-1391.6551,-5064.5003,4826.9349,-800.0242,-1179.2736,-2908.8363,-2710.9200,5355.7080,5542.0886,-4573.8286,6213.3685,-6502.4159,-3764.0623,-3727.5100,-2344.4979,4552.0214,5783.8470,-3750.2001,6667.6244,-2839.0590,-2006.1894,3725.2312,2173.9328,-6678.0002,6070.2668,6481.3737,1832.1476,-5602.1936,-3003.4244,-3961.2904,5870.3253,1717.9147,-5287.1522,-3647.7301,-4382.2947,1502.3446,5649.5670,-4601.5583,6332.0970,0.0000,-4295.6999,2496.6249,-5952.0292,1309.3936,616.1896,4832.9427,-1269.2456,-4421.0611,951.1961,5127.5178,-519.9109,-781.1631,4742.7623,3775.8538,-5974.0551,-4343.7688,6570.4700,6494.2951,-3336.0653,-1751.1260,-333196.6873,-334784.1834,-334361.7146,-332953.9099,-328856.7412,-330628.6963,-338263.9176,-334892.9324,-276258186.4765,-276271257.9584,-276261824.7043,-276276948.2373,-335598.4153,-276271481.6349,-5173.0789,-4574.2808,4568.2965,-5341.3355,1783.8478,5430.1401,-3587.9646,-1222.1791,-6293.5924,5091.6207,-2608.1866,5519.7550,5118.1297,-4709.7073,6758.5695,5249.4326,6052.9565,5244.8116,1752.8538,-3466.7194,6725.3425,4682.8777,-6053.2991,612.1771,5209.4452,-1218.0534,4432.7588,1701.4978,3834.9517,4635.3294,-3860.9822,-1262.1036,1253.2947,-5464.5807,-6066.5941,-2169.3184,-3683.4869,-116.1393,1360.1511,5786.3933,6464.2018,212.3539,-254.1746,4932.1819,-4761.1490,4780.9817,5199.0382,2353.3038,-2192.5058,-5201.6051,-678.5717,1890.8786,-5775.9226,-3330.0947,-5779.3053,-2365.7560,1955.4500,4287.7691,927.6346,-3885.3690,-6064.9506,1826.3458,-6514.2151,1677.0599,2579.4160,161.2258,6292.7433,3283.2319,5155.6113,5479.2781,-651.3532,6618.6465,-3583.0406,2307.7124,647.8081,-5773.8073,-3886.7738,1356.0570,-2095.9578,0.0000,2581.9735,-5909.0199,3347.8839,-4624.5716,6626.6870,2801.6311,497.4653,-2841.8464,5187.9932,-4621.6252,4327.3362,5776.9224,522.2120,5658.0509,-3378.9846,5217.8845,2099.4088,-1516.2204,-5466.8193,4951.2249,115321.7411,153152.5083,127314.2639,128075.0860,135605.3505,134641.1364,135640.0762,133865.3286,31829595.0987,31865250.1522,31853455.2927,31842884.3359,133148.7771,31841870.2539,3997.5123,4958.9472,-1414.8074,4224.5704,498.9900,2728.9762,3248.8819,-3728.0150,1723.1745,-4707.8999,2266.4051,3930.7557,-3808.1908,2321.5471,429.8707,3600.6851,-3363.5980,-2890.7438,-2153.7349,5419.7688,560.3371,2334.8910,-1040.8785,3590.9491,2466.7309,-543.3637,-4949.9715,4672.8883,-3030.6439,-2451.1922,-2333.8316,2969.2526,-3736.3983,-3091.4286,2110.4813,-4498.1570,2372.4160,5221.5721,-2318.2772,3610.7641,1857.7708,-4466.2317,-4876.3244,4560.3411,-4786.8990,4005.0557,3661.4022,3739.7226,3517.8469,239.2548,-2920.3847,-1198.7785,-475.5234,-4776.7513,2998.5025,-4572.5722,-3023.2811,3871.0727,-1633.2457,-4879.8699,2574.1113,-5469.1655,-455.3817,466.2613,2039.7467,2433.9704,2044.2960,2218.3884,3485.8420,811.6487,3522.5927,-767.1077,2373.1485,-5399.5331,-5205.8326,3377.0773,797.3473,4969.3434,-1474.6862,0.0000,-4658.4384,2521.3163,-1292.7639,4945.9769,-1534.0637,4048.9363,-6642.3792,-4301.9752,4445.1288,183.4879,5333.7790,-3734.3647,4983.6220,-1114.4512,953.5452,768.8739,-515.0480,-1839.8549,-2524.0664,4450.7820,21771.3551,16883.9171,19720.4814,20446.3915,23920.1289,14991.3170,9866.4715,19706.4678,72077420.7303,72054708.3847,72103858.2016,72079346.7284,18251.4324,72086904.3953,
3600.000,1910.8397,1434.6957,1982.4364,3976.2744,-5556.8338,-5396.8100,-5317.6371,-2977.2239,3545.5845,-3898.3878,-2915.5994,-3098.2607,737.0147,-1013.2563,-1509.8286,-281.8071,-3341.5841,-5585.7522,4948.8511,53.7770,1042.9658,3142.7658,-1149.4631,-3299.8181,2064.6146,-4589.6701,-4827.6308,-5149.7521,4097.9547,2152.6640,-1589.5962,2703.7545,2237.7941,1983.9969,3879.8928,3778.3463,6132.2057,5419.8066,-6537.5183,-1325.1464,-1383.0319,5957.3284,-2124.2077,-3923.8101,4364.3779,-1348.7395,-1361.2731,-2584.5735,-2298.5052,4855.7952,-3107.3384,3715.1345,4236.3276,6431.2931,4401.3159,-4410.6124,-4422.6278,-512.5401,-6470.0400,4603.6746,3455.2412,-5757.0729,-101.2546,4981.1088,-1929.8779,-4376.5348,-4064.1229,2011.6096,1773.0184,1625.5115,-6604.3740,718.1385,6108.5332,2446.3668,4849.8046,2120.0686,-2929.7135,1368.4186,-4726.8579,0.0000,3869.6430,808.4565,3212.8156,3008.7899,-2646.5384,-6739.7690,-2758.4824,6674.2646,-3844.1438,-2709.2896,-2911.2629,-1938.7332,-6319.6369,-4185.1447,6307.2583,956.6193,-5769.2608,-5574.0174,5397.3764,-116.7206,-350356.0207,-361833.9467,-358550.7412,-357325.9142,-351302.5156,-354502.5217,-360056.3981,-358643.7460,-275039448.9986,-275058038.8587,-275048123.9071,-275058413.9972,-358195.7852,-275053713.4341,4839.0750,6545.3329,-4483.1103,5429.4379,439.5313,-4041.8035,4075.2527,4149.2929,5319.4291,-4906.7596,4331.1459,-6051.8362,-6751.7933,5115.0983,-4875.2598,-2639.3089,-3800.6697,-4038.8175,-4222.7762,6242.6079,-5423.7849,-5728.2887,5894.0135,2518.6353,-6129.9611,2919.5997,-1939.6008,-4622.4996,-5405.2975,-5737.4583,4121.0326,-2953.9288,-3477.3830,3512.7440,5257.8044,-2021.4503,2157.4023,-3593.5194,287.9877,-6794.4804,-4373.7494,-3179.0239,4057.3975,-4464.6203,1281.5115,-3928.3349,-4916.7540,488.0007,4533.6014,3167.8620,2902.2003,-3198.1273,3313.1656,2212.9669,2536.6109,5218.9535,2292.1965,-4105.8364,1336.2206,-498.3225,2634.6009,1831.2158,5731.5991,-3611.2623,-2406.6424,2767.7914,-5202.0887,-4712.0620,-6646.4455,-5458.6761,1031.9182,-3982.4194,1886.8754,-5824.3887,-4370.9039,3548.7388,4273.0359,-4374.1166,4242.9685,0.0000,-5590.7955,4311.7892,-4566.5927,3456.2126,-3769.0488,-1507.2956,3937.9652,-264.3604,-1892.9639,4778.1495,-5685.3271,-6625.0615,2227.8441,-2745.0793,1092.1654,-5426.2795,639.2220,3624.8552,4070.4409,-6865.0601,28414.7793,64578.9884,39286.4231,41190.2064,47804.5631,46278.0907,47484.6167,44448.9072,-40837213.9821,-40804832.0957,-40806808.9467,-40831999.7626,45002.3092,-40824483.4919,-4562.6128,-1486.7200,4860.3776,-1145.4915,3919.3129,1156.7034,1761.5760,4677.0847,2627.1410,2951.9300,-4561.5724,489.5291,-677.5057,-4575.7748,-4525.8026,-6408.2043,4712.6136,-701.0248,-1971.5248,-2970.7401,4196.0832,2149.8766,-3364.5334,-5531.5259,2193.6113,-4040.4511,4126.8113,324.6061,-1317.0916,-2714.0425,5268.7579,-5311.4871,5525.3222,5379.0019,2255.2120,5419.9868,2186.4562,-2029.6974,-2167.6086,-333.8098,-5119.2419,66.0490,5100.4298,-3249.7009,5112.6880,-5499.0639,-4677.6378,-6434.9121,-4710.0942,3792.3390,5420.9757,4810.1758,4331.9531,1205.3275,-4710.4628,678.2389,4634.6275,-5516.9495,-2082.3336,5038.8121,-5351.9206,3243.3434,-3811.2643,3118.4215,-6183.5585,-4609.0051,1848.2096,-4573.0785,706.4864,3723.9750,1648.6385,5554.8113,2353.5690,2785.1324,2001.3296,-5478.2235,-4566.4985,-5182.4720,-2515.5590,0.0000,733.1097,-5323.4233,4128.3204,-5168.6654,5029.4060,-17.6543,4756.3037,1203.3946,-5416.2689,-4188.3206,-2603.6018,464.6492,-1680.5521,4730.1382,2649.1051,-4049.3416,3751.7237,-1909.2736,-1293.0563,-601.0006,19978.8521,14977.6653,18797.2062,16432.6353,22777.0580,16780.5987,7400.7534,14896.0608,72030693.7664,72005400.2386,72052824.6026,72030534.5642,16576.4563,72037893.8408,
7200.000,-5343.8332,-2946.2422,2398.8666,-5412.1780,2098.2299,5363.0346,2525.6430,-11.2760,-4022.7690,5904.0003,-1009.1332,3961.9678,1556.5809,-3045.4303,4312.9788,4405.9766,6075.6912,5639.4885,-901.7650,-1760.9555,1390.2609,202.7974,-2193.0180,506.8488,1251.9580,-199.9942,6562.8950,1935.4884,-1195.6286,2086.0065,-2955.8407,1013.3776,1321.9712,-5985.2019,-4138.6289,-2731.6469,-4301.5458,-3919.9875,3793.5891,3284.8296,4707.4431,-3108.3191,-204.8659,6276.5567,-6403.5154,5288.0396,5004.6639,268.8734,-1176.9317,-4083.7440,-611.7102,703.1089,-4103.6083,-6150.7420,-5849.3456,2277.8840,2031.7564,4620.0048,3846.7745,-5433.5964,-4872.0936,5593.3493,-3023.8105,-1195.1242,-2258.6936,1357.4360,4965.0007,2341.4146,473.4723,2492.4305,3477.1403,-478.9414,-3983.1551,-1014.1629,-3275.2656,-5666.0415,-1463.0421,1280.3798,632.8366,0.0000,-1626.6774,-4662.0277,748.6544,-6184.6808,4809.4112,5572.5974,5735.6852,-5452.2668,6163.3335,-1485.6996,4430.5930,3758.3741,5273.0191,4090.5301,-4648.7181,3416.7833,3294.9528,2329.4436,-5379.5973,1771.5350,-345408.7832,-365827.3911,-360049.5014,-360089.0982,-351188.4231,-358509.0553,-359184.0076,-357739.8334,-255036170.0761,-255058502.2848,-255052527.3892,-255050453.0321,-358030.2989,-255051565.6467,-3764.7330,-5400.2198,3806.3079,-3078.8165,-3584.3400,510.1882,-2948.4368,-6344.2340,-1735.5974,3584.3434,-5521.8418,3161.2298,4754.7218,-4731.1446,929.7361,500.7617,1033.7671,1170.1585,4981.5645,-6539.5376,1995.6554,4487.8544,-3507.5182,-5631.6918,4176.8809,-4203.9573,-576.8799,4191.8216,4810.4724,3446.8764,-4065.7634,6154.4125,5596.3051,-915.6331,-1831.5360,5617.1502,1052.8239,4852.9283,-2434.6454,5218.9994,1156.4457,4096.4924,-6619.6798,2428.4055,1613.9709,2881.6771,3895.6069,-4425.9526,-6131.6145,774.2903,-5260.3592,4468.6241,996.7195,-484.1704,1192.5856,-5343.7627,-5914.0153,3695.5827,-3589.4677,3839.5444,1618.2846,-3780.4439,-2801.0880,4909.0185,-1405.1144,-5523.7634,1596.9812,5251.5703,5250.1519,3275.9097,-1441.0730,-1709.3034,1523.9769,6648.9066,5373.1315,-956.2122,-4052.2599,6451.5044,-4978.4301,0.0000,5511.2303,-2055.5832,5194.3098,-2266.0716,-558.9892,-496.0719,-3482.0846,2870.5503,-1112.3977,-3902.2825,4951.0915,4924.4970,-3538.3209,-1753.2651,2187.1476,4011.0093,-3920.7627,-4755.4335,-712.1280,5558.3126,-59594.3655,-27921.1141,-51275.4673,-45934.4292,-42816.1824,-47180.5976,-43108.0897,-45588.6124,-110697904.5738,-110670042.5709,-110663819.2390,-110697383.7501,-45983.9301,-110685233.6318,2249.3580,-3044.5717,-5249.2808,-2804.8113,-5415.1837,-4224.3748,-5742.3705,-2800.5556,-5354.1751,580.7835,4052.0809,-4562.4047,4633.8594,4041.1712,5188.7570,5314.5075,-3159.3142,3840.3899,4524.1070,-1379.5640,-6506.2987,-5215.9912,5488.5700,3964.6213,-5264.7883,5296.3211,867.6558,-5169.4051,4804.7804,5342.8264,-4707.0856,2291.4882,-3838.2759,-2948.4937,-5232.8392,-2977.5915,-5244.0248,-2740.5663,5204.0545,-3168.1951,4858.9298,4366.7344,-1807.4331,-754.8178,-1829.0580,3329.6833,2752.5770,5335.3341,2986.4830,-5553.2438,-4424.8028,-5181.2265,-5476.1670,3102.5561,3497.9504,3655.4139,-2702.6085,3524.4449,4492.6402,-1639.3179,4584.6721,1218.7568,5500.1775,-4707.0262,6359.7646,3944.8925,-4471.8764,3741.4303,-4479.1536,-5430.3086,-5769.3845,-6646.8362,-5323.1556,1573.0869,2653.1530,3737.6593,5384.0093,2118.2867,4622.2269,0.0000,3697.4845,4636.1785,-4563.0209,2054.9761,-4819.1840,-4052.7898,944.3701,2839.8857,2893.0285,5488.9176,-1847.2652,3073.5571,-2718.7980,-5267.7384,-4658.5738,4347.0976,-4654.3860,4438.6330,4222.2517,-3673.9660,18151.1024,13082.2648,17276.8637,13430.6780,21196.3364,17076.1535,5577.8906,16592.1657,71984433.4293,71956416.1621,72001174.5423,71984472.9573,14899.5684,71988883.6208,
