sl_100_5400_20280525 Coordinates.csv
2028/05/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/05/25 07:47:00.00, Stop: 2028/05/25 09:17:00.00,
TIME_UNITS,STARLINK-31183 - X-Coordinate,STARLINK-6134 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-2712 - X-Coordinate,STARLINK-5576 - X-Coordinate,STARLINK-5671 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-4145 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-1992 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31907 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-31080 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-5345 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-3295 - X-Coordinate,STARLINK-5069 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-30435 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-3841 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-5190 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-4031 - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-4414 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-31740 - X-Coordinate,STARLINK-6283 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-3272 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-1189 - X-Coordinate,STARLINK-2620 - X-Coordinate,STARLINK-4444 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-30102 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-31418 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-1721 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-5835 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-1892 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-30136 - X-Coordinate,STARLINK-32037 - X-Coordinate,STARLINK-32360 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-6134 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-2712 - Y-Coordinate,STARLINK-5576 - Y-Coordinate,STARLINK-5671 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-4145 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-1992 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31907 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-31080 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-5345 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-3295 - Y-Coordinate,STARLINK-5069 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-30435 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-3841 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-5190 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-4031 - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-4414 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-31740 - Y-Coordinate,STARLINK-6283 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-3272 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-1189 - Y-Coordinate,STARLINK-2620 - Y-Coordinate,STARLINK-4444 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-30102 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-31418 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-1721 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-5835 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-1892 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-30136 - Y-Coordinate,STARLINK-32037 - Y-Coordinate,STARLINK-32360 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-6134 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-2712 - Z-Coordinate,STARLINK-5576 - Z-Coordinate,STARLINK-5671 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-4145 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-1992 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31907 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-31080 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-5345 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-3295 - Z-Coordinate,STARLINK-5069 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-30435 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-3841 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-5190 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-4031 - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-4414 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-31740 - Z-Coordinate,STARLINK-6283 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-3272 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-1189 - Z-Coordinate,STARLINK-2620 - Z-Coordinate,STARLINK-4444 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-30102 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-31418 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-1721 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-5835 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-1892 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-30136 - Z-Coordinate,STARLINK-32037 - Z-Coordinate,STARLINK-32360 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3253.2207,-3050.5966,2846.8990,-3680.6136,-4535.3128,-4261.7771,2813.5530,6498.9449,-3305.3733,-6705.8366,4450.7328,3027.1870,4527.6409,-3789.3754,-366.6073,5650.5019,3404.3915,-2637.5154,3912.2598,3203.5784,5556.0651,-796.0351,-6514.8030,3975.9251,-762.1964,4748.9230,5036.1319,-3891.9945,-4956.1260,3727.4797,-2009.3048,4847.5942,-408.1152,-763.9434,-1218.1656,4588.1300,4327.3770,0.0000,5950.5994,2268.0972,-1624.6740,3476.5765,3785.9557,-5533.9981,6372.4192,-2552.6758,6140.9492,0.0000,2661.8559,-3386.5461,-4645.5040,4865.7609,-1769.6284,-1308.6480,1604.6577,2248.0843,3422.8954,-6792.8564,-4005.2831,-3640.9605,5212.8616,1021.4044,-6216.4911,2489.3623,4712.2191,-4117.9414,-946.6351,-3178.8198,6526.2685,4923.8031,860.7625,-964.6768,4062.6080,2603.2540,-967.5060,-166.5300,3465.9516,4308.8321,1600.9113,4217.1826,-6564.8479,3924.1618,-4728.9973,4642.6010,-5578.4969,0.0000,5414.2061,-4282.1544,5089.9808,-1621.2054,4390.8114,4045.9356,1258.6460,-2209.4632,-3503.9580,-2223.4328,1759.3815,5377.6518,-4192.3141,0.0000,-100490.9013,-75924.0551,-92702.5792,-92820.5356,-90950.4101,-90504.7325,-83770.4476,-87499.5626,-231042412.6451,-231057742.5454,-231057959.5715,-231056252.1477,-87459.4644,-231057708.8798,-6094.5940,-5506.3161,3251.2333,3259.8444,2988.9812,5348.4540,4407.6878,-1808.3387,-6054.1353,-586.8166,999.3955,-5070.4154,-2703.6465,-1497.8803,5640.3918,266.7341,-5230.0508,5123.8222,4443.9417,5699.0826,3714.3091,5421.3446,-2355.1174,-5586.6861,5576.9618,3038.1554,-819.1950,-4785.4199,-2943.2664,-3578.1590,-6309.5691,-3726.3310,-5999.9520,2833.1546,-5091.9463,-642.8120,-1627.2533,0.0000,-2853.9081,-4928.5021,4203.1485,-4063.0147,-3790.0562,542.5923,392.2078,-4556.8796,2292.0987,0.0000,-4763.4024,5857.7540,-3524.0445,-4770.8326,6501.5566,-270.9759,-6409.7768,5496.8679,5858.7759,1186.2242,4034.0835,-5188.2285,-2285.9540,-4573.5911,244.0898,-5490.9472,-719.5265,-4708.1839,-3702.6052,-6111.4199,560.8540,-3373.0487,6257.9723,4997.0262,-110.2690,-4504.1709,-4179.3372,5338.8103,-1469.1454,3492.1222,5844.4261,-3573.4970,-1401.2487,-1299.0756,2305.4983,2564.9530,-1808.5902,0.0000,-3364.7986,-4816.6555,-3292.1576,-6675.1234,2663.5925,2813.0289,-4225.1496,-3753.4602,-5696.7111,5534.9278,-1627.8598,-4384.9992,3647.2465,0.0000,343157.4803,314279.3039,333403.0962,332636.2711,324244.3104,326189.2772,330267.1045,328781.0464,254229612.2673,254246946.7733,254254383.2976,254250239.1658,330407.7218,254243046.1136,401.5759,2821.7656,5425.9346,-4716.5252,4163.2147,-1101.9556,-4528.3326,-1064.4941,137.2954,-1003.0693,-5119.3204,-3396.5847,-4479.2428,-5311.6303,-4021.1911,-3808.4878,-2799.7196,-3804.4927,3285.9968,-2320.3733,1456.2095,4223.7026,-16.8857,1139.2002,-3882.9656,3804.2672,4683.6294,3259.7995,-3792.4255,4596.5517,2038.5481,3258.4999,3362.1959,6288.7811,4095.8301,4995.9206,5175.7280,0.0000,-1842.0301,-4325.5109,5215.9970,-4313.4051,4385.5118,-4112.6354,2736.8892,-4225.8692,-1538.3949,0.0000,4241.1388,-773.3882,3160.0606,-726.7075,1165.3551,-6807.4193,545.8255,-3602.1961,859.6581,-488.1420,3731.8581,-2803.1800,-3846.9216,5070.7737,3003.4642,-3218.6964,-5007.8530,-2902.0932,-5781.9727,-751.5774,1894.6953,3510.0127,-2789.0926,-4706.8709,5369.3510,-4605.1186,-5416.5127,-4300.6701,5831.9354,4103.1238,3288.6231,-4127.8957,-1158.6906,5518.9775,-4317.0665,4416.8375,-3691.1168,0.0000,-2628.5944,2485.7939,3367.9658,-1047.6426,-4689.0807,4891.5568,5310.1191,-5116.2991,93.2547,3510.2575,-6520.3927,-63.1835,-3989.5540,0.0000,169311.1963,164399.3616,166920.0566,168459.4676,171406.3611,162087.9089,157546.1817,164973.1043,109258136.8313,109276442.4604,109245143.6836,109249867.1038,165794.6427,109256422.9037,
300.000,-4453.9153,-4615.5431,2629.5929,-2992.4861,-2682.0772,-2719.2600,4610.9586,5534.0161,-4208.3411,-6716.0424,5367.2497,1671.6417,4250.4031,-4658.4300,-716.7963,4572.9215,1712.7245,-1598.9387,4265.2340,4221.7587,5649.4279,1259.2128,-6707.0824,3466.6822,1228.9153,6050.1910,4651.5617,-3677.8443,-4754.3859,1895.5487,-3531.6894,3092.4553,-1834.2440,617.7686,-2928.3359,4884.2289,5100.6574,0.0000,5532.6843,586.2591,28.5033,2679.7284,1864.3838,-4236.9881,6910.4804,-4276.4901,6627.3361,0.0000,1091.9229,-1810.1640,-5940.7275,3631.7923,-406.7006,651.9982,274.2138,2468.1760,4653.6717,-6125.1909,-2117.6373,-4521.2705,3673.4183,-1042.7558,-6422.9050,527.6798,3435.7931,-4481.9096,-703.1877,-4284.2626,6786.2616,3187.7514,2061.5329,1185.8116,3616.8364,1004.8813,-3037.7541,1862.5591,4144.2498,5761.2705,2688.7964,3699.4859,-6797.6914,3015.4865,-4037.1315,5991.1151,-5312.2476,0.0000,4735.7152,-4642.7506,5978.8725,-2217.9401,5780.7377,5521.5823,-904.3899,-3511.6870,-4368.6593,-236.5256,36.5254,4166.7288,-2294.1558,0.0000,-107736.2575,-82540.6933,-99530.1480,-99618.5772,-97853.6164,-97365.8161,-90738.5595,-94409.2858,-236536375.2798,-236551500.2127,-236552517.7030,-236550865.6305,-94362.6483,-236551750.9576,-5174.0628,-4921.2253,1228.7689,4987.1053,3694.8760,5849.8558,3420.0587,-3128.7251,-5210.1631,939.4782,-759.9695,-6240.7803,-4433.2265,468.5193,4028.7802,-1311.7727,-5128.7116,6311.3080,2660.1873,4229.4636,2274.1040,4940.7351,-839.3489,-5946.5237,4986.3113,2091.5532,-2894.4408,-3325.5307,-1067.8801,-4716.2677,-5937.0543,-4570.0612,-6407.4180,4316.1745,-5328.8124,-2575.5551,-3007.0132,0.0000,-4038.5403,-5974.7249,5341.4859,-5588.2401,-4714.4151,1991.9638,-256.1418,-4321.4431,1140.0553,0.0000,-5948.4220,6170.8544,-2295.9141,-5262.6798,6196.1115,-1434.4801,-6201.3202,3941.6601,4966.9139,2290.3182,4287.4473,-3540.7845,-3657.8292,-4025.7278,1929.7198,-5406.2769,-2414.1005,-3044.6142,-5405.8819,-4976.3342,-680.0533,-4349.3400,5091.1207,5053.9867,-2268.7761,-3616.1748,-3958.9229,4669.5467,-3166.8001,2686.6492,4428.5406,-5151.4900,109.9908,-3267.0217,4206.0112,1456.8291,193.1550,0.0000,-4859.7598,-3241.0881,-3284.2765,-6493.4571,2457.6037,2689.6759,-4043.5612,-1985.8587,-4764.3783,5384.0003,-2986.5214,-5319.6915,4067.0232,0.0000,340917.6669,312592.8099,331577.2449,330721.8540,322292.4112,324260.9406,328323.1501,326697.3776,249123953.4059,249140969.6992,249148898.3590,249145005.9369,328487.2446,249137327.0107,-1140.7266,1446.4714,6298.9479,-3547.7688,5095.6917,-2526.2275,-3858.3268,-2499.6114,-1663.9241,554.9752,-4198.3973,-2157.1736,-3184.4898,-4784.8345,-5601.6545,-4886.7831,-4190.1072,-2297.4785,4533.9775,-3524.7886,3109.5879,4675.4977,1509.5131,-986.1944,-4515.8317,2303.6988,4238.7691,4904.5840,-4886.1680,4689.2373,553.6292,4187.7062,1756.7413,5401.8774,2691.9338,3994.4997,3625.8443,0.0000,-44.6505,-3477.8700,4358.7394,-2963.6271,4714.1960,-5091.4181,687.8498,-2857.4845,288.4157,0.0000,3347.6332,-2245.3940,1856.9123,-2470.2913,2858.8311,-6755.7028,2322.6751,-5159.6665,-695.9748,-2247.5396,4832.6552,-3880.6986,-4508.8040,5510.6263,1665.2775,-4148.7417,-5493.2538,-4266.8323,-4278.0901,-2217.1636,98.5966,4341.3403,-4186.7241,-4593.9422,5207.5727,-5846.9011,-4779.1257,-4664.2210,4584.4695,2686.1303,4545.4853,-2712.0922,395.0578,5271.0949,-3510.1388,3106.9391,-4445.2874,0.0000,-1218.4749,3952.3909,1258.4638,1079.1697,-2980.5165,3245.3077,5518.9463,-5373.6295,-1726.0239,4340.7364,-6271.3226,-1583.9259,-4999.3488,0.0000,169304.5180,164384.4937,167013.3668,168291.0942,171481.2109,162340.1003,157448.7446,165431.9767,109262083.8026,109280883.3620,109249755.1097,109254238.1270,165797.6684,109260629.2236,
600.000,-5230.0502,-5718.6378,2226.0455,-2033.7650,-557.0509,-896.9903,5965.1718,4005.6182,-4706.1827,-6035.4790,5769.6164,166.0741,3584.5430,-5064.2015,-911.1012,3053.3684,-183.2470,-426.4708,4217.0461,4865.9154,5186.1250,3210.7082,-6252.3571,2594.6415,3120.2984,6716.8588,3856.7636,-3152.4317,-4126.4763,-98.3030,-4706.8123,1036.4275,-3057.9724,1878.0766,-4288.9712,4712.9712,5387.5994,0.0000,4547.4793,-1124.1081,1639.8189,1644.5655,-224.3877,-2547.9181,6746.2637,-5521.0620,6396.7999,0.0000,-555.5479,-31.0722,-6575.5828,2008.7233,1028.3567,2589.5463,-1113.7350,2505.1943,5419.5868,-4845.1419,5.5587,-5000.9039,1786.6217,-3026.5493,-6008.9386,-1507.3601,1862.3504,-4442.6341,-323.3635,-4994.2337,6341.0943,1146.3894,3103.0036,3217.6904,2842.4487,-744.8323,-4799.6499,3726.2362,4451.5925,6633.4718,3557.9274,2840.2161,-6333.7191,1861.5338,-2965.7941,6746.1673,-4569.2225,0.0000,3599.8666,-4581.0332,6224.4107,-2602.6193,6575.2745,6424.6141,-2985.7243,-4486.9282,-4769.9783,1792.8822,-1635.9241,2544.0219,-153.3657,0.0000,-114930.8249,-89120.6171,-106312.3821,-106367.7643,-104713.0060,-104180.5931,-97663.8825,-101269.2493,-241917548.3592,-241932455.0090,-241934293.2395,-241932710.3722,-101223.7464,-241933001.1825,-3743.7798,-3863.7429,-937.1560,6192.4108,4080.5070,5801.8107,2135.8434,-4156.1194,-3835.0995,2374.7307,-2407.0751,-6774.2971,-5709.4355,2351.9373,1979.2321,-2801.1109,-4539.4801,6867.8752,580.1506,2347.9967,574.0548,4020.3999,771.6905,-5709.6863,3929.6134,952.8500,-4687.5469,-1503.0543,940.5172,-5434.1702,-4991.2710,-5011.0114,-6179.5384,5401.4852,-4992.8089,-4217.8502,-4045.6601,0.0000,-4808.5383,-6462.0198,5975.0204,-6543.2999,-5224.3816,3294.0938,-869.2677,-3646.6131,-138.8451,0.0000,-6566.4669,5865.8885,-832.0157,-5238.4621,5265.2521,-2361.3035,-5300.2515,1976.6341,3569.0631,3191.6874,4146.7271,-1546.8666,-4706.0958,-3134.6022,3412.6760,-4810.4679,-3913.2597,-1059.9279,-6521.0298,-3351.4128,-1849.0830,-4944.8203,3426.7991,4666.1842,-4191.8047,-2420.9806,-3398.3005,3573.9316,-4508.5951,1642.5930,2577.4221,-6203.7558,1613.9227,-4928.3093,5672.9253,238.0517,2196.4870,0.0000,-5868.8118,-1323.8807,-2902.8502,-5646.5624,2040.5305,2334.3386,-3520.6454,-37.1968,-3297.0890,4746.5091,-4105.2587,-5752.5087,4126.5327,0.0000,338524.0277,310767.8862,329606.2291,328665.0361,320197.0694,322196.0879,326232.2479,324597.2243,243899601.9809,243916309.8071,243924689.4352,243921025.9253,326422.6284,243912912.2709,-2560.2901,-85.9179,6501.6630,-1979.4209,5462.5768,-3679.5752,-2773.0404,-3655.1621,-3284.5570,2050.1399,-2813.8605,-674.3801,-1546.9556,-3691.9770,-6585.7483,-5417.3652,-5114.6215,-541.5226,5262.1458,-4353.0960,4416.3846,4624.7273,2873.7713,-3006.9461,-4646.2534,542.3589,3339.8014,6034.9388,-5450.9624,4277.3972,-990.6749,4668.3022,-40.1326,3940.8990,962.5817,2543.8344,1689.9534,0.0000,1757.6547,-2259.1250,3028.0172,-1288.0379,4537.2510,-5522.9857,-1434.3774,-1153.4120,2081.4542,0.0000,2092.9361,-3464.0971,327.4570,-3940.4677,4233.3293,-5986.0924,3815.9841,-6169.6151,-2174.0944,-3764.5166,5386.6236,-4543.0378,-4675.9722,5355.2430,147.0200,-4616.2826,-5387.9651,-5168.5123,-2316.5232,-3445.2035,-1708.6158,4706.8225,-5131.8525,-3990.1372,4439.9745,-6469.2717,-3626.2587,-4513.3070,2849.6996,977.7348,5308.2769,-1001.6881,1904.1496,4451.6981,-2306.5122,1460.5595,-4723.8624,0.0000,324.3066,4991.4603,-985.5992,3091.0375,-955.8399,1253.9560,5131.0207,-5001.9384,-3340.1727,4704.8535,-5357.8748,-2935.6239,-5453.8519,0.0000,169297.4899,164369.5964,167104.2534,168118.0668,171552.6268,162598.4848,157356.0825,165917.0477,109266029.8639,109285315.0550,109254376.7121,109258633.3033,165800.5851,109264835.2911,
