sl_100_5400_20281202 Coordinates.csv
2028/12/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:44 2024,
Start: 2028/12/02 07:47:00.00, Stop: 2028/12/02 09:17:00.00,
TIME_UNITS,STARLINK-31044 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-4501 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-30757 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-5493 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-6308 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-6107 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-31955 - X-Coordinate,STARLINK-2045 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-4428 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-3281 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-31651 - X-Coordinate,STARLINK-31690 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-31820 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-1555 - X-Coordinate,STARLINK-5169 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-6041 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-2512 - X-Coordinate,STARLINK-30848 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-6161 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-5922 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-5766 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-30200 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-5149 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-31462 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31044 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-4501 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-30757 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-5493 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-6107 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-31955 - Y-Coordinate,STARLINK-2045 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-4428 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-3281 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-31651 - Y-Coordinate,STARLINK-31690 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-31820 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-1555 - Y-Coordinate,STARLINK-5169 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-6041 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-2512 - Y-Coordinate,STARLINK-30848 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-6161 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-5922 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-5766 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-30200 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-5149 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-31462 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31044 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-4501 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-30757 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-5493 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-6107 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-31955 - Z-Coordinate,STARLINK-2045 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-4428 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-3281 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-31651 - Z-Coordinate,STARLINK-31690 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-31820 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-1555 - Z-Coordinate,STARLINK-5169 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-6041 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-2512 - Z-Coordinate,STARLINK-30848 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-6161 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-5922 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-5766 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-30200 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-5149 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-31462 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4214.4543,-2829.3683,0.0000,5036.7547,-6834.8893,-1621.0855,-3244.6735,6353.2360,-2000.2754,613.0607,6419.4981,0.0000,5446.8240,-6339.3665,-2908.5684,2492.4228,2338.9990,5027.7529,-4822.6833,1711.5106,5821.9028,5269.5240,-5419.4927,0.0000,3579.1893,-3397.4472,-6178.4979,-152.3820,2778.3201,-4513.9599,-1259.3301,3639.8270,5550.0522,3503.7656,-3931.0093,-5142.2740,-4999.1370,1429.0289,5836.0430,-4373.4583,-1025.4434,-5293.3380,-2366.8529,3820.1017,3240.1711,880.7732,2710.0041,-1297.6936,3605.8424,-4991.6120,-3920.4082,259.8122,36.3529,2817.2630,5059.0231,-5950.5923,1631.9377,4542.3748,4192.2354,4893.5392,5717.8163,-1223.8536,601.8942,-6137.3203,-5734.0567,892.0478,-4664.1647,4008.8785,-2752.2252,2234.6806,-550.0196,-5985.6547,-6053.7830,3971.9961,-5098.9411,6594.5442,2035.0454,1527.1820,826.2348,3192.4266,2469.1956,-2728.6880,503.4207,-4714.5662,-2556.8463,-4035.9025,5817.2803,0.0000,4479.2571,6741.3267,2755.1532,-3956.1371,-5113.3344,3188.5801,-3571.8998,5742.2280,4595.5358,968.7737,6077.9249,-143.0755,170579.1805,150039.7420,161673.3987,162225.7111,159593.3221,158983.3915,153116.9937,156254.2610,-217969483.3468,-217983588.9442,-217958753.6689,-217965029.7614,156749.6815,-217968057.0685,-3869.5262,2479.6905,0.0000,-2439.6043,-568.6433,4213.5210,4983.0044,84.7684,-4285.3977,6475.1422,-1090.7686,0.0000,1213.6586,-1714.5030,-4335.0046,-2127.0407,-5372.6970,-3935.2769,2177.8884,-3694.7942,-1697.0661,-1682.0375,-3717.9666,0.0000,4612.2536,3758.4692,-2389.2024,-4055.1352,-4679.2299,-1297.7577,6426.8896,-3305.9581,-3635.1198,-5095.6774,-5689.2199,2472.6933,4282.0055,-6456.6512,-2929.9166,-4968.2482,4347.0417,3782.2037,-3844.5324,-5265.9124,918.9305,-6385.7011,-4518.9291,5483.8628,-2040.4792,2668.0348,-4206.5312,-6664.5387,4670.3695,-4363.5641,710.6734,1423.7857,6658.9027,5197.2284,-5227.6546,-4792.0009,3753.9938,-6033.7996,6897.9332,-1071.6844,3177.1248,-6388.6764,1464.4161,-1556.4859,-3131.1887,4341.9685,2410.7493,288.1753,3229.1287,3277.3555,126.3810,-1917.2542,5913.9568,5568.4540,-4279.8198,2460.4318,-514.1115,6170.1129,2828.5287,-3783.5655,-4081.0137,1235.1570,-1343.4029,0.0000,-1252.3322,1535.1722,-6225.4737,5216.7287,-2097.0291,-466.7456,-3466.0793,-3805.8198,2432.1375,-4659.0778,2765.8727,-5279.9617,-325334.9114,-300436.0794,-318108.7668,-316318.1496,-308170.3416,-310117.5397,-315005.3946,-314480.7358,-61439710.4077,-61452330.2272,-61467080.9534,-61468656.8207,-314791.0414,-61457612.9638,3875.0142,5822.0509,0.0000,4048.0501,-1030.5631,5253.9530,3564.9761,-2527.2807,4980.3211,2387.0504,1936.4712,0.0000,3757.3847,2200.4224,4423.1044,-6176.1735,3721.0579,2760.9449,4472.1313,-5403.5533,3283.9134,-4160.7283,2182.1901,0.0000,3674.9760,-4719.5677,1554.5571,5367.9222,-4284.6207,5045.9096,-2316.9715,-4902.1250,-1980.0219,-3156.8486,337.7379,3884.6529,2094.5835,-1228.3910,-1893.8793,-1602.7686,5236.0945,2279.1401,-5227.5845,1997.4717,6053.5193,-2532.3476,-4430.8898,-3839.0203,-5413.6584,-3797.1667,3883.7148,1810.3098,5050.9116,-4533.0919,4652.9878,3168.1554,801.7999,-379.9787,1765.0830,-401.5023,916.4131,-3220.7273,-80.4233,-2970.5236,-2085.6533,2327.0462,-4762.4590,-5427.9228,-5494.6491,-4866.9889,-6487.1328,3448.3484,233.3809,4634.7659,-4564.0530,-700.0254,2968.8966,3816.1768,-5354.9033,5641.9150,-6462.6490,1409.1837,-6323.1416,3385.5511,-4924.8806,5389.5281,3491.0432,0.0000,-5122.7018,468.9880,105.3868,2291.7004,4139.2291,-6164.8348,-4671.8384,-688.8202,-4587.5455,-4935.2874,1295.7019,4301.0401,168036.2139,161701.6846,166027.9170,166488.5368,170139.1102,161350.3979,156027.1297,162726.7739,21170718.6227,21204031.5015,21187932.9768,21174486.8369,164453.5013,21180457.4516,
300.000,-4850.0073,-4476.7458,0.0000,4931.3454,-6409.2569,30.0069,-1939.4307,5547.8190,-3913.1482,2147.9999,5372.0789,0.0000,4643.5245,-6013.7722,-4629.4049,340.8071,1963.9532,5005.2469,-3452.9743,-367.7569,5901.9683,4960.4234,-6322.0803,0.0000,5068.5591,-1647.5091,-5929.5198,-2315.0359,694.2505,-5566.8539,-386.9590,2899.9681,4955.3853,2273.1493,-4926.3477,-5036.2786,-3515.4605,59.6743,4462.1753,-5095.4986,790.0850,-3807.3986,-4270.1435,2273.9723,4663.8067,35.1130,693.9561,737.8272,2163.7997,-3257.9151,-4703.5844,-1030.1678,1926.7915,1781.2094,5342.4013,-6081.7205,2682.6084,5156.0731,2539.2215,3533.2847,6292.9589,-2049.8281,128.0183,-6775.6210,-5295.1673,-532.3436,-4732.2624,2656.7856,-4388.0572,4097.1684,1647.9415,-6433.6291,-5120.8784,4927.8703,-4526.6728,6101.8719,3699.6568,3376.5274,-1320.1386,2651.1155,2655.6561,-1311.8659,2065.4787,-6045.5827,-4405.2725,-3639.2689,4556.4182,0.0000,4497.5028,6847.8593,1514.8912,-2787.6711,-5110.2355,1231.2921,-5231.3671,4942.1038,5076.8282,-1060.5416,6582.7315,-2153.1312,177459.3378,156411.4906,168154.8910,168670.3147,166159.3159,165506.5500,159741.4110,162682.3164,-216570435.0374,-216584993.5295,-216559498.0424,-216565385.6724,163320.0993,-216569019.2311,-1912.6343,3037.7095,0.0000,-4076.0723,986.4458,5348.8694,6220.7869,-1574.7841,-4035.5728,5530.1640,-2217.8041,0.0000,-544.3292,29.0516,-3962.6673,-2373.6343,-6413.3487,-4782.1601,1045.6171,-4372.2831,-3160.2556,-3597.5595,-2800.3013,0.0000,4164.4870,4997.7779,-944.7086,-3970.6059,-5043.6186,337.4094,5555.7022,-5030.3953,-2726.7650,-6291.9633,-4499.5861,4068.8762,4698.4396,-6059.4714,-4018.8956,-3419.8142,5231.5299,4317.0188,-3233.8475,-5331.2539,2074.4683,-5405.8287,-4390.9268,5079.0295,-3688.8658,3469.9620,-2310.8633,-5921.9099,3667.9677,-5804.9177,-1373.8777,2861.0597,5832.8706,4075.4855,-5659.1844,-5565.5006,2689.7207,-6522.6084,6534.9963,176.8613,4377.9031,-5663.2022,3333.1580,-3257.8999,-1772.0724,4070.6297,2234.3404,1720.9612,4101.3828,1344.6737,2218.4299,-3024.5225,5624.4761,5399.8840,-3944.2198,448.1139,-2627.8325,6028.4635,1278.6928,-2626.6066,-3626.4665,3298.5345,-2884.0204,0.0000,-3207.6617,28.9185,-6418.3087,6298.9446,4.6151,493.1472,-2670.0199,-4713.3758,336.4960,-4025.9823,1640.0890,-5446.9995,-321623.7899,-297258.3955,-314822.6984,-312963.8361,-304758.2569,-306762.2638,-311589.4892,-310685.8333,-66185664.4181,-66198343.6878,-66212444.5612,-66214587.5661,-311413.2256,-66203481.2331,4533.7443,4338.1970,0.0000,2608.7314,-2463.5335,4404.0010,2373.8568,-3675.5849,3948.5585,3574.7791,3512.5042,0.0000,4834.7339,3431.6950,3116.1666,-6567.5296,1800.7011,715.2541,5912.1965,-5150.1627,1663.8469,-3217.2464,423.1076,0.0000,2142.4266,-4499.8586,3196.3452,4916.3921,-4696.2297,4055.2352,-4155.3338,-3806.4077,-3995.1933,-1853.0516,1841.5757,2399.4520,3640.4923,-2921.9127,-3190.4899,-2954.9391,4403.9968,3789.2624,-4360.3009,3561.7747,4687.1371,-4331.8888,-5257.1625,-4489.6628,-5308.5417,-4878.8703,4546.4676,3406.3354,5490.9337,-3262.9705,4163.2629,1526.7896,2529.2208,-2147.8680,3084.9697,-1905.6703,-902.2943,-1224.6573,-2291.5362,-1296.8436,-310.1168,3825.7039,-3615.2795,-5502.8811,-5016.9968,-3764.0967,-6362.9208,1866.2852,2013.2785,4680.4557,-4629.8167,1117.4505,1623.8815,2714.4543,-5511.1423,6389.4270,-5844.8016,3067.6581,-6506.5075,2141.1980,-3857.2546,4769.8182,4328.4874,0.0000,-4165.4127,-1073.8390,-1700.9549,836.1422,4642.3629,-6828.0822,-3478.0043,1125.8477,-4710.8976,-5447.4152,-526.9839,3479.6920,168038.4011,161703.2306,166112.7660,166320.3286,170204.5810,161618.9541,155945.7600,162923.3969,21167613.5157,21201051.4792,21185461.4472,21171811.8769,164460.6876,21177509.8367,
600.000,-5055.5264,-5665.4917,0.0000,4358.8400,-5369.9885,1639.0880,-469.2616,4198.6502,-5418.0147,3507.0687,3762.9716,0.0000,3377.8659,-5123.8674,-5863.6746,-1838.4503,1412.2874,4482.6883,-1666.1602,-2384.3938,5401.8031,4197.6102,-6596.6975,0.0000,6039.8522,233.5251,-5080.0144,-4221.4056,-1457.4270,-6089.3281,576.3074,1918.2184,3787.5846,840.8370,-5457.1344,-4449.0547,-1662.8418,-1348.1218,2625.4155,-5322.4397,2492.0044,-1924.7377,-5747.9038,463.7011,5545.3328,-868.9475,-1411.2267,2719.3190,545.3360,-1189.3095,-5076.6453,-2254.8135,3659.1446,603.1347,5141.4241,-5610.9446,3493.1561,5275.5201,623.2241,1807.6655,6242.6832,-2652.0045,-327.9456,-6737.2020,-4322.0269,-1942.2917,-4347.5133,1090.5620,-5613.6763,5537.1293,3683.0744,-6251.1860,-3656.2667,5447.0312,-3542.5154,4993.4106,4993.9370,4883.8930,-3346.8797,1918.9882,2647.7429,265.9748,3479.5693,-6788.9925,-5803.6397,-2924.9460,2870.4089,0.0000,4113.7639,6291.8175,98.6991,-1357.3981,-4650.5653,-893.8050,-6348.8364,3643.4607,5112.1832,-3009.1850,6400.3578,-3926.4901,184257.6347,162716.7737,174560.7510,175034.1762,172650.8624,171954.4567,166291.6661,169067.0474,-215068065.7084,-215083079.1450,-215056953.1656,-215062427.0417,169817.7828,-215066664.0669,230.8310,3211.6088,0.0000,-5289.7355,2468.9574,5987.0357,6858.6549,-3107.3532,-3420.2595,4059.6188,-3152.4651,0.0000,-2284.4355,1796.1138,-3217.5789,-2470.1918,-6795.8543,-5138.0760,-128.6253,-4641.3204,-4291.5533,-5152.3521,-1609.7903,0.0000,3321.6892,5784.2974,630.0272,-3515.3186,-4964.2796,1901.7037,4138.9763,-6260.6705,-1566.4865,-6880.0417,-2862.5504,5242.4675,4683.0780,-5018.8598,-4725.8871,-1509.0080,5626.1195,4458.9534,-2350.1811,-4871.0495,3060.1434,-3889.2502,-3878.0296,4196.0257,-4993.2574,3968.1341,-195.8798,-4598.8178,2347.1075,-6667.4293,-3309.4361,3996.1341,4418.8772,2532.9914,-5566.1992,-5796.4621,1347.0791,-6352.8281,5455.0253,1393.1786,5132.4697,-4377.9317,4837.8144,-4676.8395,-284.8019,3432.0505,1915.1373,2963.6481,4576.6257,-698.6364,4100.0554,-3840.7273,4799.6556,4728.4658,-3276.9821,-1639.4935,-4459.8159,5299.9513,-340.5370,-1235.5155,-2850.3686,5023.1286,-4180.7341,0.0000,-4828.4215,-1490.2810,-5949.6065,6769.7081,2115.8954,1312.1072,-1637.7314,-5163.0763,-1783.5028,-3039.0520,336.8801,-5087.4076,-317766.3477,-293946.9662,-311398.6689,-309475.5048,-301209.8885,-303279.9713,-308034.1824,-306812.4057,-70899825.3238,-70912582.7379,-70926001.8090,-70928685.5928,-307898.3549,-70917557.4068,4703.2275,2391.2070,0.0000,887.3769,-3633.3025,3082.7024,928.8714,-4414.5996,2483.0477,4379.1893,4689.0896,0.0000,5347.2089,4294.5674,1462.8987,-6276.7622,-311.4916,-1406.2167,6720.1751,-4306.1530,-137.0500,-1927.8641,-1381.4286,0.0000,377.3469,-3797.6013,4476.3674,3891.6908,-4604.8775,2624.1449,-5552.6545,-2305.5117,-5581.9066,-351.6380,3147.2577,654.3113,4792.5580,-4273.6438,-4125.6300,-3973.8521,3091.4049,4887.0025,-3021.9344,4723.1687,2819.5753,-5667.5578,-5510.7024,-4636.4914,-4608.0149,-5412.7881,4724.6078,4634.2969,5331.4347,-1637.8636,3224.4321,-280.9636,3982.1445,-3684.0173,4074.0675,-3199.5383,-2623.1357,901.7726,-4256.7230,517.6123,1499.4151,4901.4149,-2063.0210,-4988.7821,-3995.4191,-2252.0011,-5563.5723,82.9688,3571.0169,4225.2504,-4181.8509,2813.6007,104.3972,1321.0147,-5072.2778,6456.1244,-4604.8434,4391.8655,-6000.5414,667.3868,-2369.1698,3621.4736,4699.8559,0.0000,-2760.2716,-2501.6170,-3315.3224,-708.7667,4643.5149,-6771.6098,-1894.6462,2819.3353,-4331.3609,-5358.8856,-2290.0367,2266.3689,168040.2074,161704.9733,166194.3684,166147.9703,170266.7357,161893.5970,155869.0552,163232.3521,21164513.0280,21198067.8456,21182981.5151,21169147.0489,164467.7729,21174562.3663,
