sl_100_86400_20280128 Coordinates.csv
2028/01/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:45 2024,
Start: 2028/01/28 07:47:00.00, Stop: 2028/01/29 07:47:00.00,
TIME_UNITS,STARLINK-4356 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-1967 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-5385 - X-Coordinate,STARLINK-3051 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-31833 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-5174 - X-Coordinate,STARLINK-32160 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-4329 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-1569 - X-Coordinate,STARLINK-3085 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-6240 - X-Coordinate,STARLINK-31595 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-1709 - X-Coordinate,STARLINK-5693 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-31532 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-6367 - X-Coordinate,STARLINK-5134 - X-Coordinate,STARLINK-4617 - X-Coordinate,STARLINK-30449 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-2334 - X-Coordinate,STARLINK-6029 - X-Coordinate,STARLINK-3244 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-1363 - X-Coordinate,STARLINK-5318 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-3236 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-4776 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-5667 - X-Coordinate,STARLINK-3177 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-30927 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-32107 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-1967 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-5385 - Y-Coordinate,STARLINK-3051 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-31833 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-5174 - Y-Coordinate,STARLINK-32160 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-4329 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-1569 - Y-Coordinate,STARLINK-3085 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-6240 - Y-Coordinate,STARLINK-31595 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,STARLINK-5693 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-31532 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-6367 - Y-Coordinate,STARLINK-5134 - Y-Coordinate,STARLINK-4617 - Y-Coordinate,STARLINK-30449 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-2334 - Y-Coordinate,STARLINK-6029 - Y-Coordinate,STARLINK-3244 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-1363 - Y-Coordinate,STARLINK-5318 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-3236 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-4776 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-5667 - Y-Coordinate,STARLINK-3177 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-30927 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-32107 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-1967 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-5385 - Z-Coordinate,STARLINK-3051 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-31833 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-5174 - Z-Coordinate,STARLINK-32160 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-4329 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-1569 - Z-Coordinate,STARLINK-3085 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-6240 - Z-Coordinate,STARLINK-31595 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,STARLINK-5693 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-31532 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-6367 - Z-Coordinate,STARLINK-5134 - Z-Coordinate,STARLINK-4617 - Z-Coordinate,STARLINK-30449 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-2334 - Z-Coordinate,STARLINK-6029 - Z-Coordinate,STARLINK-3244 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-1363 - Z-Coordinate,STARLINK-5318 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-3236 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-4776 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-5667 - Z-Coordinate,STARLINK-3177 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-30927 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-32107 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3484.2118,-4318.3480,-1408.8834,-1240.1005,-4929.1939,-1419.2063,-4491.4949,5796.9343,5105.1865,-2642.1360,4104.6286,-4463.1316,0.0000,-2442.9005,3837.7059,2565.7099,3676.7231,4798.5363,-6577.0521,-4088.5470,-2357.3844,4717.7623,-2468.0658,-1600.4019,2824.6651,-5179.5412,6506.0561,-4227.3705,6084.8022,1062.0394,-543.4821,6530.4253,-5073.1102,4671.0370,4196.5529,971.3612,1991.8011,4910.9022,1076.8101,671.8098,-1517.9845,-6541.0971,-5327.1237,-5515.0771,5135.0699,4978.9671,1920.2057,257.9895,-5798.1676,-3165.1921,-5687.6200,-2090.6051,5168.7397,4262.3419,4885.8851,704.7111,-3894.1477,-4076.9303,1675.7716,-3845.4908,4911.3140,6048.5281,3943.3603,471.5471,3853.4668,-4182.2017,2480.7270,-894.5311,2561.1448,-2335.5706,-1923.0599,-838.0400,936.7753,-3001.3292,-2859.9362,2831.4231,1324.3772,-2425.3172,-4598.3384,-4174.4536,-821.5032,-6416.7439,-6567.0705,-5398.4681,-2239.0372,-1824.9907,-5812.6633,5535.6879,4747.4266,-4742.0134,5023.3863,-5426.8431,-4139.3755,2651.2432,1088.0441,-5051.6273,-650.9444,-5743.3746,6580.4990,3082.4949,-34362.5635,-44926.4863,-38479.5891,-38680.6648,-47103.0177,-45354.5864,-44745.0902,-43767.7637,-67833189.2290,-67856726.1967,-67803728.7486,-67821289.5517,-43040.9691,-67815105.6153,1260.2449,4474.5177,4575.4396,6491.7147,4830.9565,6063.8809,-3081.2850,-937.2430,4155.1582,6232.6912,-3029.6285,-1690.2180,0.0000,-4419.0514,4545.6822,907.7446,-3744.2731,-530.1899,-1987.5337,636.4306,-5381.3403,4986.3088,5851.2084,-6483.1000,4687.2226,4259.3027,-2359.0151,-1826.8203,-3072.1877,-6792.8845,6259.9843,1871.5633,1348.1529,-5018.2579,-1184.8034,4074.1267,-5520.2539,2065.0227,6309.6904,6856.7285,-6665.0195,2064.2163,4382.3993,-1291.6047,-3298.9461,-4000.4969,-5891.8705,4302.2360,-669.8406,3971.3997,1250.3262,-6538.4588,-3934.1768,4487.1815,-1911.8813,-6767.7466,4319.6529,1040.7552,90.2019,-3458.7845,-4467.9620,-3354.5450,-1300.8731,-2421.2176,1539.0128,-4547.9210,3258.4200,5263.3049,-2920.1391,-6466.3957,5982.4320,6032.9013,-5298.3018,4112.6931,6284.3853,-4825.1693,-3406.2330,-4600.2324,-2949.0031,4834.6397,-6690.9200,-1391.1872,-2048.3735,-982.1913,-6126.0457,4710.3730,-2274.9784,-4064.2324,4523.8595,5009.4916,-3322.6282,3476.6206,137.3612,3166.8138,-6163.1705,-3473.8794,3704.8402,-1343.7953,-454.3399,3802.4210,406730.9874,390596.0072,400887.2759,400752.2012,402585.8699,401504.1403,393525.0721,397475.8345,328545480.2718,328540194.3772,328550014.4719,328551939.8279,396857.0801,328554557.5692,-5857.5662,-2978.7600,4834.6221,2190.0763,782.7687,2958.9016,4256.8260,3574.7896,2216.1612,-1456.6135,4671.0665,-5031.2991,0.0000,4532.8371,3488.7863,6382.1368,-4474.8480,4672.4520,-1029.7082,-5528.8267,-3629.5508,-344.0896,-2725.4032,1372.1978,4101.2635,1239.7886,-349.4625,-5197.9843,1201.4707,796.4977,-2680.5389,1258.4215,-4457.0516,891.7026,-5291.7439,5543.3603,-3626.1056,4383.5735,-2601.1027,-285.8986,-1304.0523,799.6323,540.6016,3831.0853,-3306.7717,2662.6390,-3093.1555,5380.8486,3711.8302,4532.0424,-3813.7181,957.3518,2306.5733,2867.3402,4536.6408,-1217.8800,-3765.8908,-5487.7193,-6734.4480,4581.2298,-1905.8797,564.9711,5513.8628,6474.0126,5540.5809,2907.4826,5436.0131,-4180.1219,5747.8217,-655.3543,-2642.9663,3062.5754,-4349.4527,-4527.8915,-597.1079,-3919.7355,5890.0092,4383.1734,4188.7360,2634.2041,-816.1829,-2217.4694,840.5930,4234.1393,2373.0462,4691.1425,2805.6637,711.5640,-2163.7606,586.0512,3382.0102,-2440.3487,-5435.5616,-5434.4324,2686.7074,3238.3437,-5821.6898,-3239.3003,-1999.2180,4499.3674,-75239.2666,-74458.9472,-75148.3715,-72923.6283,-70437.8758,-80039.7364,-84094.4026,-74416.4943,-96329250.2140,-96351366.6002,-96341992.0183,-96335137.5267,-75973.2422,-96332072.6520,
3600.000,-1373.8205,454.7607,-1213.6555,-133.8576,2819.5916,-1758.3203,4057.5965,-2357.2425,-5215.6965,2106.4839,-1904.1673,5007.8398,0.0000,6048.1879,-6175.4223,-5835.7541,734.1288,-5498.7019,4460.1102,3284.2379,4403.1523,-4778.8383,-834.4629,3136.8759,-5235.9866,1774.0310,-4654.4180,4758.9747,-4445.5605,1253.7498,-2170.8541,-4933.7927,1471.2702,-1936.3020,-1456.9311,-2783.8787,-412.9853,-6623.5171,-2959.5944,-2246.7336,1522.8565,5030.5419,2573.2974,3211.1843,-6525.8063,-4104.9276,372.6672,-3916.0222,6603.3300,17.6691,6670.8062,3889.4206,-1569.2151,-4992.1605,-2343.4564,2018.2572,-83.6649,3646.8625,3528.1280,5675.3131,-3542.7555,-5277.5613,-2472.9897,2936.4611,-5412.3966,5683.4528,-5771.1717,-3345.1171,2075.9280,3369.7094,-759.2842,-2497.2242,2777.4499,-271.2793,75.9608,1676.0542,2957.1254,5492.8452,3955.0247,2389.0643,2715.3627,6717.2799,5663.4941,6487.2107,2308.9068,-2490.8130,6762.2294,-3673.3719,-5114.3918,2419.2386,-1121.4375,1826.7032,3164.4879,-5637.6031,1637.7685,741.6459,505.2531,2979.9403,-6087.4477,-6194.2547,-137616.3726,-144238.9332,-136474.3311,-137899.0259,-146068.3395,-143975.2064,-143427.1467,-141056.2156,-150614202.9084,-150632020.9421,-150582190.5625,-150593092.6467,-141685.9865,-150596503.5367,1360.2632,-4203.1120,-6621.2154,-3735.6356,-5716.6610,-3878.9469,-1146.8934,3385.2218,-751.7278,-5529.5313,6056.4219,4791.2476,0.0000,2356.9846,-3079.4438,1170.5858,4211.9135,3853.7948,791.5117,-4738.1806,5279.0337,-2358.8679,-4252.9553,5093.6179,-833.4070,-4368.5374,4052.9261,5033.5733,4694.7535,6197.8006,-6349.3481,615.9956,-4015.0381,4790.9130,4952.0891,147.6876,6851.6038,900.2595,-3221.1144,-4935.5245,4113.1839,-3238.8054,-5199.8449,-2599.4395,1297.2860,5329.0411,6899.6094,-4972.9987,-2022.4553,-6506.2027,-1683.2187,5086.0588,4910.1407,-219.1089,5057.6966,5138.9912,-5115.1384,-4912.2000,-1711.6674,-266.3294,5364.6815,639.7743,5175.6632,4795.7363,2140.1125,3365.3086,-50.1411,-2662.0016,2238.0717,4052.3340,-6632.0495,-3271.6486,3168.4796,-6513.3526,-5802.4678,3787.5826,1399.1991,1027.6747,-1385.7793,-6401.9630,3987.3874,-856.1588,-743.5109,-1971.1724,6008.6645,-3621.1451,-208.6465,4666.1670,-931.4238,-5761.0876,4022.8764,-3993.8627,-4639.4043,370.9911,6482.9520,2018.2392,1803.5618,-2729.1568,2059.1842,-2426.8308,384284.8177,364792.6155,376181.9895,375836.5066,379260.5882,377304.1106,371014.3664,373190.4620,299797073.0685,299783703.3721,299808359.1233,299803496.3135,373490.2677,299807272.4974,6644.1506,5432.8298,-1046.5602,-5878.4341,2752.5503,-5432.0021,-5490.5014,-5511.6021,-4533.3649,-3590.8983,-2765.8631,145.8117,0.0000,-2004.9984,-45.5827,-3592.4058,5395.6972,-399.1537,5261.1552,3782.9291,-621.0085,4331.3197,5368.6383,3262.3584,-4333.9614,-4932.4814,-3156.4607,446.9072,2464.0871,2807.0910,-1287.1352,-4804.8242,5382.7198,-4599.7351,4497.2868,-6375.3410,-654.2209,-1736.7188,5334.1610,4249.2984,5395.0306,3441.4490,-3777.5218,-5458.4221,-1980.2109,1636.4514,-452.8808,-2761.9738,-464.1579,-2028.9138,-1023.4190,2647.1898,-4585.8982,-4656.1345,-4141.1697,4147.9618,4659.6047,3202.1563,5713.0758,-3947.9204,-2526.2503,4455.8712,-3861.6189,-4070.8685,-3771.4157,1734.0111,-3626.3011,5249.0478,-6241.6435,4452.3629,-1379.1480,-5443.7669,5471.6084,1960.6576,3778.1696,5418.8425,-6124.1138,-3893.8289,-5474.7989,1035.7815,4767.6967,-1475.1644,-3931.7455,-1464.5810,2604.6175,-5326.3003,1049.2900,3514.8805,4532.8570,2972.4718,-5513.5854,5296.7053,3879.8827,3812.4856,1300.7836,-6598.2172,6661.5100,5366.6347,-2491.7406,195.3521,-74228.0342,-72949.6163,-72725.6101,-73827.5332,-68267.8251,-75309.6269,-83646.9600,-76165.8417,-96273254.7984,-96294246.3078,-96277054.8675,-96279297.1429,-74548.3442,-96272964.1686,
7200.000,5982.6657,3916.2265,2850.4466,3110.9231,749.1637,5202.6889,-3481.6402,-1280.0886,4526.6033,593.0158,-353.0116,-2010.4898,0.0000,-6437.8123,5973.3058,6644.3533,-4525.4955,2602.8674,-1131.9754,-2154.7265,-4557.3829,3746.2928,4676.2408,-4025.7343,6125.7783,3046.9585,916.9457,-1900.1548,821.8475,-3797.6360,4158.4796,2037.5736,1747.2399,-2266.9072,-700.6266,5086.2369,-1531.2910,5821.4312,5025.8983,4090.8565,-2630.5815,-1089.7435,1504.6930,-726.5825,3248.1132,1086.3108,-2614.8352,5332.5280,-4866.2655,2626.4855,-4279.2042,-4895.6608,-2671.2506,4560.0150,-152.0706,-4867.9376,3786.6041,-2550.9706,-6809.8902,-6047.0694,85.9154,493.5356,1046.5399,-3855.3805,5507.1618,-4527.5518,6395.3032,6451.8979,-5681.8571,-4262.8989,3420.7151,5710.4295,-6035.5916,2864.7743,3439.5435,-5666.5068,-6351.2837,-6425.0330,-3122.8575,607.4624,-4596.3493,-4481.3688,-3248.6712,-5313.0550,-2099.4736,5931.9373,-4594.8872,-346.3445,4588.2420,1316.7540,-3088.0521,2667.7196,-1769.7757,6251.0978,-3930.9720,2361.3842,2381.8727,256.8223,2702.5404,4616.4852,-231676.5644,-233255.8993,-225750.4064,-229726.9979,-235986.7050,-231185.7675,-233531.2213,-231719.0070,-223131755.1747,-223142304.8496,-223102146.2295,-223105664.1755,-231330.9979,-223114896.4646,-688.2317,3644.4384,5057.6209,246.7059,5084.7877,1167.0772,4987.5532,-5634.0423,-3210.9429,2573.9795,-6860.4319,-4579.7995,0.0000,401.1507,339.2405,-1530.3026,-4380.2041,-4517.7247,2316.5264,6545.2596,-2655.7728,-2035.6131,2123.8635,-752.3178,-2693.1754,3623.2167,-4984.0471,-4893.0325,-5095.8562,-3403.1243,3307.6298,-3945.1751,6071.5310,-3669.0609,-6796.3802,-3176.6725,-5005.7719,-3104.7409,-678.7891,973.1642,280.0183,4016.3142,4892.7931,6034.8096,898.0946,-4717.1430,-5228.7677,4058.5400,3835.7851,5948.6137,1606.5147,-1561.0322,-5046.9832,-4126.6494,-6823.2915,-2042.1172,5134.2558,6329.1863,127.5590,3252.2416,-4397.1418,936.8262,-6825.7614,-5710.8803,-4196.4879,58.2553,-2144.4750,31.6853,-2574.7723,225.6140,3987.1116,-20.8675,-1125.2788,5807.8340,3802.2791,-2447.9136,-701.9925,2217.1597,5275.7613,5558.4424,674.7646,3131.8900,4012.8040,3877.7372,-2615.9835,2470.4764,2904.1041,-4137.6448,-3260.5354,4907.0715,-4577.7604,4295.4969,6576.0806,-2652.5080,-3523.5530,2525.8190,-5492.5407,6136.2679,-3441.1286,-887.0630,335581.2291,314999.8522,327067.2592,324972.0650,331626.2603,326853.1586,324255.6233,326069.4853,250588589.4346,250569118.5730,250606593.2033,250602542.9785,325996.1179,250599621.5278,-3427.8332,-4352.5560,-3566.6987,6214.5883,-4676.9944,4366.8607,3284.9930,3724.0355,4173.5415,6387.6436,-868.5965,4790.1834,0.0000,-2133.3403,-3441.4966,-1329.5910,-2808.2153,-4254.5795,-6456.9835,374.2622,4441.1342,-5396.3487,-4626.5383,-5455.5370,1429.8939,4900.9285,4717.0450,4535.0995,-4616.5399,-4685.5693,4279.2787,5283.0888,-2739.6998,5392.8939,-547.2384,3509.8492,4476.9018,-2043.4948,-4695.2189,-5470.8973,-6441.3713,-5518.6689,4647.8405,3134.1325,6057.4728,-4956.2167,3700.8006,-1660.4980,-3090.5111,-2044.4891,5236.5323,-4656.7029,3856.7206,2952.7896,1263.5030,-4465.4359,-2700.4953,1081.9502,-1318.5486,818.6942,5312.6705,-6860.2781,-257.2528,-792.7166,-316.0105,-5119.9961,-966.2876,-2082.5170,3037.6711,-5434.6370,4330.5105,3721.9300,-3188.6569,2096.0486,-4666.0026,-2922.8078,2691.1959,382.8569,3133.7604,-4069.6656,-4957.0642,4247.4978,4616.3458,-2206.1006,-6084.4873,2505.1903,-4168.6939,-5523.8212,-4002.1228,-4707.5163,4146.5196,-4685.1417,518.2612,643.2598,-4315.0380,6005.7607,-3490.3368,-2750.5047,5311.5644,-4716.4603,-73223.3405,-71574.1500,-70785.6824,-74718.3756,-66546.9830,-70788.0364,-82534.7620,-71331.3407,-96217205.9013,-96236982.0329,-96211433.8565,-96217416.0829,-73117.7915,-96213821.0256,
