sl_100_5400_20281019 Coordinates.csv
2028/10/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:17 2024,
Start: 2028/10/19 07:47:00.00, Stop: 2028/10/19 09:17:00.00,
TIME_UNITS,STARLINK-4562 - X-Coordinate,STARLINK-2503 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-1445 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-2409 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-4533 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-30497 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-30613 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-3522 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-2284 - X-Coordinate,STARLINK-3897 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-4205 - X-Coordinate,STARLINK-30149 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-3760 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-30245 - X-Coordinate,STARLINK-4795 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-31337 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-32271 - X-Coordinate,STARLINK-3928 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5039 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-3773 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-2338 - X-Coordinate,STARLINK-30471 - X-Coordinate,STARLINK-31409 - X-Coordinate,STARLINK-30395 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-5877 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-6227 - X-Coordinate,STARLINK-5488 - X-Coordinate,STARLINK-1972 - X-Coordinate,STARLINK-31386 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-30234 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-31317 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-4404 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-6216 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-5804 - X-Coordinate,STARLINK-2331 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-6206 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-2503 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-1445 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-2409 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-4533 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-30497 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-30613 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-3522 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-2284 - Y-Coordinate,STARLINK-3897 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-4205 - Y-Coordinate,STARLINK-30149 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-30245 - Y-Coordinate,STARLINK-4795 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-31337 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-32271 - Y-Coordinate,STARLINK-3928 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5039 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-3773 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-2338 - Y-Coordinate,STARLINK-30471 - Y-Coordinate,STARLINK-31409 - Y-Coordinate,STARLINK-30395 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-5877 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-6227 - Y-Coordinate,STARLINK-5488 - Y-Coordinate,STARLINK-1972 - Y-Coordinate,STARLINK-31386 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-30234 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-31317 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-4404 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-6216 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-5804 - Y-Coordinate,STARLINK-2331 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-2503 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-1445 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-2409 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-4533 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-30497 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-30613 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-3522 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-2284 - Z-Coordinate,STARLINK-3897 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-4205 - Z-Coordinate,STARLINK-30149 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-30245 - Z-Coordinate,STARLINK-4795 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-31337 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-32271 - Z-Coordinate,STARLINK-3928 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5039 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-3773 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-2338 - Z-Coordinate,STARLINK-30471 - Z-Coordinate,STARLINK-31409 - Z-Coordinate,STARLINK-30395 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-5877 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-6227 - Z-Coordinate,STARLINK-5488 - Z-Coordinate,STARLINK-1972 - Z-Coordinate,STARLINK-31386 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-30234 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-31317 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-4404 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-6216 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-5804 - Z-Coordinate,STARLINK-2331 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5561.8372,46.3797,17.6499,239.9277,108.8168,749.2000,-118.7584,4510.8033,-3030.0779,6535.9166,-5262.6217,0.0000,5465.2427,427.8859,-6432.8303,6233.6945,2946.3651,5047.6817,-6115.9206,-1446.1456,6867.2537,5259.6163,-1692.9604,-3517.0312,-4852.1636,-6737.8255,-443.1224,-4651.9247,4237.7418,6078.3697,-4808.0124,2385.4770,993.1940,6528.9137,-598.7905,4653.0894,4199.6668,6633.5468,2390.4678,5242.8173,-421.7550,-5119.3306,-1586.6937,3203.3431,-3421.7487,5996.1414,4022.6238,5520.2364,-3419.3653,5780.7637,196.1876,1065.9454,1687.9846,2489.4741,-576.8336,2106.8414,0.0000,-5461.3521,-3519.4004,6777.8527,18.7682,4125.5726,-3997.3293,0.0000,2749.9017,4696.9656,1208.4133,-3719.7966,3050.7017,495.2800,-5293.4400,-4420.1386,-3856.2711,-5309.8394,-2382.7580,567.1063,1777.3790,-6103.6088,788.2773,6334.7556,5095.6359,4629.1171,1359.4580,1914.9440,-2454.3489,-5079.1071,-1454.3081,-3186.2400,3494.0040,-2242.5759,-4173.9083,-5854.6004,2955.1301,6104.1437,0.0000,-3656.7467,6644.6063,5670.8251,292.9730,-964.2307,-89354.8029,-87640.8046,-91082.5594,-89706.7338,-86124.4264,-87835.1917,-95517.0334,-92728.5883,-273759650.7382,-273779586.6340,-273769207.3821,-273770297.1393,-92688.4578,-273775950.9198,-3950.0996,5008.4135,-5698.9055,-1221.1685,6934.6731,-6253.2943,6283.0532,-921.2416,-3562.1898,-2310.3159,2986.4665,0.0000,2040.8808,-5329.1321,1584.5101,1436.4882,-6191.4891,-1389.1714,-346.5229,-6547.1790,-252.5688,-4029.2733,-5225.4420,3663.9781,4808.4017,801.0897,-6850.6525,-4487.7972,631.5195,-2843.1482,1605.5008,5510.6065,4770.9184,-863.6626,-4359.0866,467.0511,-4999.8744,334.8555,3636.8665,1091.2899,-4792.4153,-3848.1466,4978.7611,3177.1441,3849.4887,-2953.9141,5141.3637,1248.6965,4916.4657,1398.2589,6389.4635,4471.0639,-3948.8785,6424.2341,-6384.5597,1773.8457,0.0000,-2445.5587,-2237.1006,1712.6364,-5264.0378,5337.6393,-4564.2869,0.0000,5481.6873,4660.6875,5225.2627,-1767.5850,5907.3891,4345.2252,-4246.7695,-4701.7863,5339.1750,-2713.7320,-3380.8036,-6297.3703,-6480.9328,-2726.5466,5278.8405,-1586.7193,-362.9522,517.2938,294.2099,5257.1216,-3352.9702,-37.5749,5224.4886,6056.8159,2638.9063,-3597.0093,48.6423,-2737.8534,5597.6082,-1316.4403,0.0000,-1952.1448,1133.9234,-3753.7859,4897.1648,5686.4005,329910.6957,343182.6006,322989.3381,323851.1206,331640.2082,330561.2303,331033.5606,329333.1861,23557371.7980,23586931.5557,23556307.4494,23555438.6168,328730.5142,23556435.3240,1181.2925,4680.8357,3783.2334,-6821.9290,-13.2457,2048.0309,2849.2739,-5110.9665,5072.0352,-61.2361,-3237.7629,0.0000,-3659.4052,4348.1329,1930.5986,2522.4115,-708.5726,4535.7594,-3052.2816,160.1419,987.6559,1990.6148,-4176.4324,-4721.6799,-580.7831,-1222.8839,365.8276,2347.4109,-5421.6262,1626.0807,4702.3060,3412.9470,4643.5222,-2075.8612,5309.1081,-5049.3348,-2240.8761,2105.0804,5359.0938,-4348.6044,-4939.5812,-2631.5126,-4476.8400,5155.2848,4299.0218,-130.2956,-2240.0162,-3966.3001,3292.9691,3329.0885,-2283.6198,-5172.1541,-5380.8577,-516.2530,-2638.5685,-6386.5354,0.0000,-3395.3968,-5469.7017,106.2897,-4393.6479,-1604.6482,2708.7920,0.0000,3238.7400,-2062.5793,4356.2053,-5383.9037,-1487.2991,-5358.6048,-1305.9737,-2308.5434,2111.8149,-3115.5727,-5453.2706,-2736.3922,-1480.0342,1720.1778,4362.1185,1086.2754,4689.4751,-5041.7802,6790.2826,-3963.6602,-5515.9029,4694.7798,-4321.6115,-1041.5975,5301.9429,-5441.7547,5491.6371,-2422.2578,2796.7966,3002.4279,0.0000,-5521.0948,-1725.6777,438.6374,-4823.0111,-3842.1466,-125929.5969,-127761.0639,-123573.4642,-122870.5103,-119385.6479,-128302.1303,-133441.5163,-126779.7251,67374686.3052,67356684.1071,67404934.5938,67394747.7447,-125053.0129,67386966.6824,
300.000,5829.3616,1777.0028,-1508.5701,2185.8009,1592.9911,-516.3364,1200.3205,3204.1939,-3839.8461,5733.3468,-4989.4151,0.0000,4929.3043,-1297.5239,-5346.1493,5604.0552,1786.4199,3919.6541,-5145.5684,-2568.5511,6230.3012,5759.8380,-3361.6549,-1880.6510,-3859.3304,-5943.6709,-1624.8907,-5735.2034,3940.8641,5446.6270,-4017.8923,3273.7746,2843.8017,5519.6161,-2506.7597,5390.0761,2640.2047,5966.1714,4276.3762,4450.1987,-2270.9304,-5448.8518,-222.0473,3942.3208,-1416.9090,5090.8570,4496.4834,4742.9091,-2552.7518,5328.9759,1483.4800,3038.0797,-480.8621,3529.5064,-2141.1012,2457.9574,0.0000,-6496.9300,-4702.5195,6796.8412,-2022.3949,4943.0456,-4355.5592,0.0000,3525.9063,5876.2817,3003.3627,-4244.7219,4129.6896,2446.3688,-5540.3366,-4751.2841,-2653.1317,-4990.8433,-4151.1615,-861.0658,600.2216,-6106.4025,2241.6941,5378.6514,4542.9832,3859.3634,-655.6226,3547.9512,-4045.2588,-5003.1902,372.4750,-1584.4195,4102.4627,-4115.1822,-3718.3700,-6654.8752,4523.2487,4902.5717,0.0000,-4615.8391,6924.0970,4804.4333,2031.5316,786.3475,-96645.6138,-94775.9900,-98072.9218,-96674.8392,-92969.5103,-94744.9377,-102315.9274,-99390.8080,-274205857.8772,-274226399.5825,-274215319.8021,-274216561.6580,-99553.2783,-274222175.0109,-3585.9579,5628.2256,-4559.1990,-2232.2416,6576.4583,-6600.3107,6697.5921,-2627.4799,-1584.1331,-3606.8998,4426.4353,0.0000,260.0023,-4310.5040,2941.2690,-68.0072,-6563.3524,-3218.6388,1104.9022,-5969.9059,-1443.4790,-3830.2795,-5347.6660,5025.2584,5527.3154,1944.1314,-6523.1408,-3751.7645,-1524.3571,-4245.3423,3582.0165,3936.1400,5026.9014,-2020.9692,-3319.3972,-1336.6735,-5154.7305,-1282.9274,2819.9474,-743.7857,-5234.7923,-2036.8764,6094.2560,1142.5811,4698.7076,-3875.9829,3647.3704,-503.0190,6117.7325,-539.8020,5432.6687,4534.1366,-4166.1384,5793.6732,-5415.5618,-401.9893,0.0000,-1367.5096,-464.7332,187.6734,-4590.3930,3866.0880,-2870.4974,0.0000,3900.9968,3626.4750,4074.4421,365.2210,4604.1896,3394.2012,-2866.8786,-3143.4088,6357.8965,-950.2424,-2178.6014,-5435.7295,-6845.6636,-1019.0912,3896.3936,-2644.0665,-2445.6487,-1480.2384,1368.1671,5304.3840,-1886.5885,2083.1169,5990.1271,6269.7389,548.9594,-2643.5047,2179.0146,-1694.8975,5044.2428,-2793.2600,0.0000,-35.0881,536.3828,-4634.4762,3720.0298,6312.0247,328174.8795,341134.7252,320945.3617,321885.1923,329635.9406,328549.4633,328990.3189,327686.5863,17572150.8989,17601484.0276,17571747.8202,17571057.6948,326698.7840,17571290.2109,-1064.9209,3490.9278,4868.6444,-6190.9317,1512.1151,244.5336,1158.1969,-5490.9017,5507.0519,1466.7691,-1611.2705,0.0000,-4803.0825,5215.4932,3218.8866,3980.4878,1106.1993,4717.0958,-4376.2163,-1663.8265,2695.3653,-237.2738,-2775.9111,-4393.0869,1236.6486,-2906.6409,-1447.3269,593.9312,-5468.0525,104.6305,4340.3676,4633.4061,3461.2084,-3626.0684,5498.9503,-4064.6603,-3759.2933,3357.3519,4629.8467,-5219.1418,-3870.3189,-3756.8943,-3185.8937,5484.0210,4573.4561,-1943.5234,-3758.7061,-5002.5721,1672.9325,4213.2887,-3791.9628,-4252.9415,-5459.9477,1296.8637,-3762.6656,-6494.4526,0.0000,-1800.0778,-4997.7964,1619.2766,-4673.9186,-2953.2071,4111.9031,0.0000,4518.6461,-579.9995,4701.9891,-5272.1951,-2859.4081,-5508.0044,-2977.7502,-3811.6559,633.4928,-4411.5751,-4985.8868,-4146.1730,327.3108,3048.7064,5223.4972,2806.1081,4633.1186,-5480.4913,6762.9261,-2505.9418,-5269.7652,4298.3583,-3472.9699,-2474.0490,5491.1655,-4863.7576,5385.7380,-678.6326,1417.7586,4018.2488,0.0000,-5134.0998,387.7703,-1380.2972,-5419.1222,-2749.1757,-126001.7065,-127853.1538,-123580.0912,-123132.8552,-119411.9842,-128131.2147,-133620.6778,-126668.3519,67370631.0490,67352524.5642,67400949.8473,67390528.6988,-125140.7813,67382894.4472,
600.000,5450.8626,3297.4601,-2927.6838,3937.8014,2937.4153,-1720.3350,2386.4939,1619.9936,-4326.3658,4369.8083,-4221.9588,0.0000,3939.5634,-2935.9936,-3736.8997,4430.8512,434.9751,2448.5883,-3670.0348,-3429.3192,4982.9589,5626.4003,-4673.7349,-94.4629,-2461.0520,-4554.2898,-2658.4474,-6234.4369,3313.6576,4281.0648,-2877.1684,3888.0949,4365.0648,3964.5721,-4196.4098,5617.5569,793.2223,4742.5366,5743.9380,3258.5232,-3866.3412,-5281.7782,1131.0574,4339.7071,726.3541,3611.3754,4560.4437,3534.6172,-1441.8032,4366.1579,2657.3064,4691.9702,-2595.9881,4230.3234,-3531.6843,2645.6690,0.0000,-6875.1360,-5452.9202,6177.7663,-3880.4383,5308.7278,-4270.3134,0.0000,4005.5495,6482.4396,4534.7906,-4380.9359,4814.0757,4184.2844,-5260.4823,-4636.2687,-1196.9438,-4173.1564,-5518.5378,-2245.4342,-641.4408,-5528.8220,3521.6652,3806.6004,3594.9810,2753.3108,-2643.2385,4800.3647,-5269.7432,-4481.0261,2138.3654,190.2083,4357.9440,-5591.1118,-2951.5802,-6786.5493,5642.7906,3238.8109,0.0000,-5162.8253,6501.6738,3428.9346,3608.6512,2438.8863,-103936.1618,-101864.1468,-105020.4539,-103606.0579,-99771.9150,-101618.7258,-109069.6738,-106035.6913,-274521234.1810,-274542373.7343,-274530631.2140,-274532055.1707,-106373.6353,-274537571.9951,-2841.7469,5701.5997,-2980.4389,-2926.3407,5580.9471,-6199.2939,6445.0908,-4112.1000,535.9083,-4566.8967,5403.7274,0.0000,-1582.4254,-2900.0537,4039.9675,-1604.5592,-6279.4884,-4762.6691,2488.1002,-4735.6926,-2522.6935,-3213.7363,-4958.6087,5928.6411,5690.2223,2925.1036,-5533.2442,-2641.8577,-3537.3815,-5230.0965,5217.7319,1972.0241,4774.6193,-3017.3644,-2001.0191,-2974.2226,-4830.1332,-2807.6844,1773.6771,-2542.3341,-5187.6339,-12.1010,6606.9437,-992.5583,5089.6663,-4389.1356,1772.7956,-2244.4149,6684.0417,-2448.5437,3915.7767,4192.5801,-4026.5209,4578.0901,-3936.2942,-2523.9223,0.0000,-171.5917,1315.7354,-1369.8888,-3498.7811,2010.0642,-836.6459,0.0000,1933.9920,2245.0245,2559.7840,2442.1703,2824.3541,2161.8576,-1178.9079,-1244.4769,6754.2459,948.3815,-805.0238,-4048.0882,-6518.1645,810.7230,2153.3956,-3434.0683,-4301.9400,-3357.3268,2209.7993,4831.9346,-279.5878,3994.3518,6198.5197,5887.5544,-1581.6806,-1478.7276,4101.7471,-489.5476,4010.7085,-4035.5526,0.0000,1852.7448,-120.7738,-5045.8945,2212.2073,6340.3454,326259.6986,338936.9625,318760.7653,319779.0381,327488.9500,326389.2726,326806.4858,325834.2951,11578677.1860,11607770.3192,11578938.8217,11578421.0318,324523.7607,11577891.4378,-3196.8270,1915.3404,5412.7061,-4900.7299,2875.5801,-1588.9059,-658.5886,-5271.3708,5345.7447,2837.5288,193.0949,0.0000,-5423.7581,5515.8069,4157.7870,5002.2299,2800.3507,4393.2601,-5214.4812,-3291.3541,4115.5218,-2439.6708,-1074.0963,-3595.4861,2917.0304,-4274.4715,-3101.7167,-1224.6829,-4925.4804,-1428.1754,3511.0631,5353.0525,1875.4642,-4784.1530,5092.5837,-2635.9709,-4870.9211,4255.4312,3400.1054,-5524.5465,-2380.5331,-4479.2296,-1546.3903,5206.5192,4309.9753,-3524.1021,-4870.3580,-5499.9735,-133.8547,4623.6800,-4868.9195,-2876.6268,-4944.3808,2969.5185,-4484.5562,-5917.3606,0.0000,-7.5332,-3979.6544,2962.9888,-4438.1975,-3986.1704,5016.0620,0.0000,5315.9134,964.7729,4540.3907,-4559.2491,-3909.4019,-5065.7843,-4328.1600,-4893.2943,-913.1267,-5192.5135,-3965.4153,-5104.7478,2098.7604,4046.5550,5517.4371,4181.2485,4082.2300,-5317.1201,6015.1075,-771.0164,-4454.7690,3439.5591,-2253.1168,-3640.7070,5080.1889,-3758.5621,4696.5291,1138.6629,-113.8289,4603.5048,0.0000,-4192.3077,2460.0484,-3043.8431,-5423.7644,-1361.6068,-126063.7779,-127944.8247,-123589.5954,-123399.2947,-119441.4641,-127953.9661,-133794.9526,-126446.9549,67366581.3564,67348366.5088,67396955.4677,67386275.1476,-125228.4556,67378822.2306,
