sl_100_86400_20280420 Coordinates.csv
2028/04/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:01 2024,
Start: 2028/04/20 07:47:00.00, Stop: 2028/04/21 07:47:00.00,
TIME_UNITS,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-4764 - X-Coordinate,STARLINK-1588 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-31897 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-4796 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4527 - X-Coordinate,STARLINK-3247 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-32243 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-4158 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-5635 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-5339 - X-Coordinate,STARLINK-6306 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-2418 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-1186 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-1690 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-2111 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-3274 - X-Coordinate,STARLINK-30775 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-1321 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-31917 - X-Coordinate,STARLINK-5794 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-31863 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-6197 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-31843 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-4082 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-30916 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-4630 - X-Coordinate,STARLINK-2336 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-6268 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-4764 - Y-Coordinate,STARLINK-1588 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-31897 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-4796 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4527 - Y-Coordinate,STARLINK-3247 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-32243 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-4158 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-5635 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-5339 - Y-Coordinate,STARLINK-6306 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-2418 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-1186 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-1690 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-2111 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-3274 - Y-Coordinate,STARLINK-30775 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-1321 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-31917 - Y-Coordinate,STARLINK-5794 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-31863 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-6197 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31843 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-4082 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-30916 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-4630 - Y-Coordinate,STARLINK-2336 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-6268 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-4764 - Z-Coordinate,STARLINK-1588 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-31897 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-4796 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4527 - Z-Coordinate,STARLINK-3247 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-32243 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-4158 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-5635 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-5339 - Z-Coordinate,STARLINK-6306 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-2418 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-1186 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-1690 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-2111 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-3274 - Z-Coordinate,STARLINK-30775 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-1321 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-31917 - Z-Coordinate,STARLINK-5794 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-31863 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-6197 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31843 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-4082 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-30916 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-4630 - Z-Coordinate,STARLINK-2336 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-6268 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4815.4859,5040.5796,5081.9727,4240.3982,-5512.6498,4538.4232,4372.6834,4728.7029,2518.8365,4190.6395,3111.6717,5789.1258,-699.7793,-4313.7702,3905.1340,5189.8872,2610.6057,336.1440,-6914.5327,-1558.6880,-2822.0547,-3694.0606,-2496.9129,-412.1047,264.0907,-2087.3220,4238.5450,1821.2684,3614.1749,-5117.6011,5727.9489,154.6389,4066.7059,-4023.6683,370.3924,0.0000,1607.8716,-6787.0913,6079.3231,6578.2322,-6453.7634,6194.0099,3589.0099,5530.9663,-4967.8734,-4166.7550,-1137.4072,-5761.7690,-2086.3695,-2308.8151,2513.8859,-5393.7404,467.3069,2093.7340,-3603.8842,-5735.3772,0.0000,-5209.6162,-5071.8821,6080.4416,3907.8101,1592.6792,-1023.3358,-518.5151,5407.9484,-1070.7894,6489.7815,-1801.9787,-2593.8633,6391.3589,-3753.5937,-3241.7654,-961.2632,1833.1524,-1586.5578,4918.7500,-2903.7179,4762.2405,-4265.1784,2004.7522,-2940.5338,-3434.9233,5741.2303,2397.9782,-4138.6293,-3818.3789,468.8192,-1591.7541,4565.9722,-5485.5846,645.9459,-289.9630,-6668.3270,1602.2105,-1190.4702,3051.7203,-6852.9407,-4864.1298,5227.5649,5750.6602,-386014.3187,-395526.0215,-392982.3525,-393322.0798,-396484.0770,-395058.2881,-387159.6610,-390861.4485,-193807453.6114,-193824289.2597,-193815502.5430,-193828179.6597,-390146.9535,-193821504.5386,-2836.6256,199.4659,-3296.7092,-3333.2050,1245.6991,3074.0086,-4872.4665,-2068.4787,5034.7852,-2426.8923,6009.3743,701.1185,-6036.6860,5288.1335,-2327.4507,4287.5823,4282.7085,-6522.4360,308.7942,-4957.0897,-945.7915,-4404.8828,-4453.6590,4158.4286,-5252.5930,3935.8847,3419.7117,-6033.8881,1955.1146,3471.6113,1088.0295,-5301.4741,3080.5495,5616.5442,-6888.0447,0.0000,151.3123,1138.1806,-942.6474,2149.6155,54.5897,-2924.3795,-2169.0430,-4018.3111,2033.3018,5430.0493,-5955.4015,3853.5637,5144.3096,-3624.9394,5526.1094,4130.9571,799.2431,4261.5475,-2543.0655,2510.3185,0.0000,1837.6782,275.4907,-3266.3082,-3527.5644,6069.6268,5611.2037,-6901.7547,3814.7688,-5464.4100,1861.2316,6197.8359,-3096.1194,-174.2212,-2633.2309,-2573.6508,-1635.5806,-6475.9162,5929.4657,2869.3231,-6230.3749,-2007.2750,-2787.9232,-5074.2475,5910.2962,4529.2567,-1336.3812,-6421.5475,930.6419,2153.8798,-4074.6375,-4387.1442,1135.4971,-1504.1808,5658.8306,-905.5815,492.9746,4818.2909,5027.5549,3467.3030,739.0673,-4745.3077,-576.4664,135.6408,110883.8355,98588.9075,108501.5843,108030.5292,100026.9490,101443.8840,100960.1831,102224.7067,298355345.9786,298381333.3969,298362935.9914,298371065.8968,103152.6821,298366886.7972,-3801.2079,-4637.5968,2945.1432,4283.9816,-3890.3265,3870.7591,2117.9821,4400.5422,3981.3458,-4934.3721,751.9483,-3692.9046,-3335.0453,1063.2103,5104.4784,-1245.5470,-4654.0795,-2238.3701,342.1892,4580.2240,-6289.3473,-3832.6056,-4688.6493,5411.6457,4437.3680,5318.5295,4260.4541,-2628.6522,-5449.6400,3075.8815,-3699.0277,-4389.5152,-4478.8409,364.4398,58.1722,0.0000,6735.2770,-951.9758,-3146.8065,-189.7318,-2525.2210,-831.7064,-5460.9803,-860.6956,-4405.7165,-232.7822,3341.8837,-166.9483,-3928.9544,5322.5530,3066.7303,1256.0517,6871.4872,-5003.7277,-5328.3797,2975.9445,0.0000,4166.0353,4669.3400,203.4104,4438.3334,2929.7450,3888.2544,-400.9528,-1517.2802,-4063.8541,-879.5448,2431.5341,-5358.8245,-2653.5543,5142.0453,-5272.0518,6665.3469,-1570.4606,-2939.4445,-3957.4482,596.2927,4615.2436,-4546.2478,4226.3903,-2129.3675,-3780.6234,3503.4527,-997.4237,5437.8806,-5124.5762,-5469.4285,-5230.2432,-4938.8419,-3968.5907,-3884.4045,6852.5288,-1531.0146,-4719.8571,4576.7400,5127.1739,-837.1116,-1337.5599,-4525.4953,-3857.0964,-29731.4172,-34191.1612,-31211.6372,-29470.1948,-26661.1104,-36066.4103,-40462.3403,-33616.5124,55707340.6094,55705056.1475,55679567.9617,55707550.0266,-32250.3070,55698026.0230,
3600.000,3622.9436,-6330.9926,-401.3303,-3715.1410,5844.3217,-3671.0211,-2385.6039,-1355.9119,-4028.2981,-286.2349,-4656.5805,-6566.2530,-1711.3135,1495.9734,-3174.9707,-5549.9490,-6009.6706,2660.9466,5668.3053,5002.8157,6140.3526,4124.5382,5569.3938,-3569.2201,3356.2278,-2120.8123,-6465.0863,17.4971,-5254.0133,4495.7997,-6848.1448,3392.7135,-6555.3535,1212.6746,1447.3959,0.0000,3604.3054,4389.7840,-2855.8045,-5930.5572,4243.1409,-4493.1972,-1900.1960,-3657.6206,820.9978,1493.6410,3940.1653,3488.3959,-2374.4992,5952.7762,-5159.4312,2452.7614,4620.9739,-5328.3526,4720.5520,4993.4736,0.0000,4695.3983,4819.5117,-3849.9233,463.6965,-3237.7135,-2469.5358,2640.2942,-5713.8613,3391.6018,-5698.4317,-1700.9683,5868.6936,-4081.4106,6551.8380,5112.0683,-3053.8498,745.5429,-2558.2730,-6845.0208,3757.7258,-506.0570,5553.9396,801.1128,802.1302,1073.1081,-2065.1443,494.4603,2208.7423,2715.0551,3972.6532,-930.2508,-6486.6418,6771.9257,-2790.9947,-4713.1821,5766.8615,-5179.3563,-2820.6796,-6177.6855,4521.3675,5264.2327,-5199.9537,-3797.0852,-402873.0318,-407415.4917,-404981.9031,-405239.2921,-410073.2406,-407590.1821,-401489.4004,-403129.6491,-264466085.8209,-264485054.3948,-264475117.4124,-264486613.3202,-403636.2642,-264481151.9620,-2005.9907,2503.7820,4026.3795,5796.9305,-3564.7906,2072.3578,6226.1193,5473.2166,-1028.4215,4536.1400,-2838.6155,2089.6413,6400.3214,-4842.2255,5801.7770,-2276.5625,-1812.8097,4440.6499,-2448.6245,4174.6162,-623.4934,264.3678,1847.9290,-5091.9828,2648.7660,-4447.6304,-2433.9950,6498.7267,2318.3908,-5096.6330,693.5093,2561.2571,167.5727,-5740.7364,5346.0105,0.0000,-1670.7760,-1264.6290,3093.7031,467.8952,-2923.2546,3931.6411,5823.3723,4696.3602,748.4524,-5087.4449,3193.9620,-5016.8066,-3400.8084,2343.3070,-4352.9770,-4341.9756,-1666.0022,-4050.5100,-1708.9458,-4784.2514,0.0000,-4924.5453,-4103.7851,4680.0829,4266.0788,-5980.2868,-3328.5940,5606.3955,-1670.8795,5998.2625,351.7452,-4844.9082,-707.7412,3084.7682,710.4516,-2330.9660,-2055.4730,4764.7709,-4266.0477,-623.3764,3714.0227,-823.0948,-1590.5795,6723.5291,-3575.9903,-6734.0672,3563.7769,5617.0314,-4831.3671,-5983.6881,4311.9174,119.2929,1693.6019,-1164.6680,-6294.3992,2091.4674,-2165.4653,-3407.2096,-3271.9681,-2353.0058,-995.6112,1618.3929,4041.8982,3463.7742,12234.7359,-354.3143,7174.1841,5504.9519,-1935.2696,-176.3775,-638.7096,2695.8033,237964802.0614,237987291.6866,237979751.8643,237973005.7973,1513.2616,237976701.3030,5325.1910,741.3951,-5393.6598,-329.5908,-424.7259,-5233.1452,1702.6915,-3785.7393,-5511.4713,5195.0874,-4080.6485,332.5265,-2020.1154,-4701.8309,-1770.2823,-3303.8578,2705.0143,4554.4981,3137.5076,-2378.8018,3190.6193,5522.3607,3672.2171,-2870.7589,-5404.9684,-4899.9069,-413.2090,-2091.8499,3672.1901,1235.3928,-518.2937,5400.2552,1735.0763,-3673.4894,-4120.2484,0.0000,-5697.3764,5219.0608,5464.8711,3531.0201,4620.6126,-3465.4314,3125.4390,-3477.6383,6840.3627,4322.2925,-4725.0761,-3282.4445,5375.7335,-2449.1376,858.4580,-4791.3458,-4912.8263,1643.7257,4743.8007,532.3844,0.0000,-1298.2193,-2767.4159,3301.5292,-5399.9270,1317.5612,-5532.5234,-3113.4300,-3269.3766,-48.5754,-3711.6550,-4615.1428,3158.2789,4649.6296,-2039.8597,3638.4930,-5886.3671,4936.6013,4632.2864,879.8230,-4447.1984,-6873.9776,3626.1030,-1375.8578,5871.8837,235.3957,-5490.7835,4011.3253,-4415.7422,1493.7035,3498.1132,6932.2439,1233.5253,903.6650,-313.4489,-4634.6034,-3021.2739,3082.5447,-5396.6178,-2007.8743,5159.5779,4187.5179,2157.7400,4626.3736,-27767.6364,-32025.2930,-28767.2653,-30297.6258,-24468.8561,-31189.2892,-39864.8422,-29496.8934,55779796.2486,55785816.1806,55755812.6704,55781005.6524,-30735.0790,55772810.5478,
7200.000,-1952.0350,4466.5511,-4419.5331,1516.2181,-3165.6683,2122.8495,-1008.6885,-1835.9938,5248.2564,-2820.1204,4967.0415,4674.2443,2193.2924,2686.3215,1306.5088,3784.7490,6688.0136,-5508.4287,-2392.7288,-6388.6521,-6687.6866,-4386.7457,-6891.3172,5180.4282,-6296.4678,5052.7606,5820.8208,-2486.1356,4987.6693,-1581.3019,4815.7316,-6281.1579,5683.5579,2615.7975,-3783.4520,0.0000,-6825.9906,-27.7151,-840.1658,3512.2984,-1175.3932,448.1236,298.0104,-407.7481,4480.3835,2776.8938,-6141.3269,381.1249,6109.8372,-6460.7204,5354.3318,1941.2953,-6936.9143,5827.2388,-5052.2256,-2265.9079,0.0000,-2627.5027,-3270.2902,-174.6503,-4263.6974,3885.8741,5787.1208,-4527.2333,3369.2179,-4101.1775,2219.5215,5187.6925,-5656.7420,964.2870,-6393.5635,-4448.4237,3423.9577,-4142.8159,6029.0041,6168.6823,-4227.2402,-4749.5197,-4999.4062,-2969.6114,3135.4611,1729.2742,-1814.2248,-3952.0885,-568.8257,-375.6764,-5879.8193,568.8351,4983.9562,-5559.2483,3687.9153,6914.5463,-1971.3618,6748.2249,6124.8484,6430.3534,-231.0882,-4673.4771,3698.0989,1449.4298,-394770.1596,-391689.5477,-390729.3350,-389536.9635,-397414.8538,-391502.1038,-389679.7057,-391324.0845,-317070143.0503,-317089004.0009,-317083882.2148,-317085253.1219,-391068.6757,-317086333.5983,6018.5325,-3675.4874,-3998.1820,-5505.8975,4175.0436,-6091.8955,-5199.0774,-6533.9020,-2849.3032,-5917.6577,-1874.6112,-3911.3601,-2423.3152,3456.2457,-6077.3081,-1627.7445,-760.5487,-1321.1272,4477.2881,-2372.7767,798.7018,3837.0115,577.2031,4117.8400,-191.6607,4497.9259,469.9736,-3599.8699,-4577.3562,4727.9032,-2287.6709,2.7639,-2828.6799,4371.4421,-1735.6725,0.0000,16.2720,2557.7185,-5323.7636,-3674.8693,5606.5188,-4134.9780,-6752.7950,-4113.7336,-600.4802,3258.1623,8.3495,5052.7757,1395.7372,-611.8604,765.9369,4006.1119,-348.2257,2424.2992,4564.8304,5386.9239,0.0000,5947.1648,6012.9420,-5053.6153,-4628.8174,3164.7679,938.0644,-2287.2863,-2268.3415,-3709.5452,-3453.0604,2492.5713,3038.1284,-5727.2498,943.9480,4816.9866,5823.9599,-1908.8417,1572.0053,-1604.8949,646.3204,653.1791,4648.1714,-5770.0154,927.1753,5610.8161,-5521.7080,-3387.0010,6860.1123,5795.0928,-3326.5033,4781.6424,-3187.1861,3140.7747,3936.5872,-181.6588,3680.9229,1508.9522,1577.8537,758.8079,2520.6376,2484.2318,-5669.3323,-6274.5615,-88416.4545,-98083.8494,-94609.5380,-99235.1200,-104026.2601,-99694.9319,-102801.2190,-101815.1239,161335877.8223,161353934.1461,161356615.0395,161339984.9060,-100266.3018,161347606.8331,-2370.8102,3656.3375,3136.9223,-3866.8479,4414.5578,1858.6927,-4402.6203,131.2587,3443.6661,-2188.0479,4254.8327,3223.6986,6097.2924,5335.6636,-2865.2608,5455.8685,1198.0232,-3949.1464,-4724.5964,-1285.4804,1709.7216,-3708.7224,-423.9047,-1755.5654,2778.3840,1572.4536,-3721.2091,5230.0569,837.8986,-4790.9920,4371.8987,-2813.8417,2386.3717,4671.3725,5491.4489,0.0000,1229.9548,-6463.5856,-4323.5308,-4705.7417,-3903.0303,5493.9034,1279.1827,5502.5268,-5274.1256,-5350.0225,3195.6344,4722.1109,-2638.7011,-2196.5146,-4135.9017,5275.9521,29.3548,2762.5882,-1198.0448,-3743.6179,0.0000,-2392.3974,-924.9697,-4708.1378,2802.8667,-4791.7677,3647.5064,4714.3829,5429.0904,4099.3927,5420.1718,3797.1735,1925.2337,-3768.5682,-2417.1306,1363.2167,1589.3174,-5193.9161,-2738.7335,2711.8685,5405.1677,5004.7531,-14.1322,-2374.5417,-6119.9048,3469.2092,3636.3943,-4575.2366,545.2571,3410.4964,1021.3812,-5093.8934,3378.1891,2688.7824,4278.7446,-431.6008,5429.5293,422.9990,2773.7420,-2416.0087,-6469.8424,-4470.4484,1495.3450,-2546.0759,-25940.2879,-28886.7872,-26847.7435,-30839.6778,-22723.1831,-26866.3403,-38610.4245,-30120.3125,55851779.4277,55865183.9950,55833567.5600,55850660.1631,-29217.3319,55847575.0214,
