sl_100_5400_20280126 Coordinates.csv
2028/01/26 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:03 2024,
Start: 2028/01/26 07:47:00.00, Stop: 2028/01/26 09:17:00.00,
TIME_UNITS,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-30129 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-30317 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-4131 - X-Coordinate,STARLINK-31864 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-5550 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-5652 - X-Coordinate,STARLINK-1630 - X-Coordinate,STARLINK-11118 [DTC] - X-Coordinate,STARLINK-1940 - X-Coordinate,STARLINK-2307 - X-Coordinate,STARLINK-31634 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-4321 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-31951 - X-Coordinate,STARLINK-30969 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-2737 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-30803 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-4639 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-4147 - X-Coordinate,STARLINK-4122 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-30217 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-1544 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-31706 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-3509 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-4196 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-2507 - X-Coordinate,STARLINK-5716 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-1977 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-31621 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-1963 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-31607 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-30129 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-30317 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-31864 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-5550 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-5652 - Y-Coordinate,STARLINK-1630 - Y-Coordinate,STARLINK-11118 [DTC] - Y-Coordinate,STARLINK-1940 - Y-Coordinate,STARLINK-2307 - Y-Coordinate,STARLINK-31634 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-4321 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-31951 - Y-Coordinate,STARLINK-30969 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-2737 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-30803 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-4639 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-4147 - Y-Coordinate,STARLINK-4122 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-30217 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-1544 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-31706 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-3509 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-4196 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-2507 - Y-Coordinate,STARLINK-5716 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-1977 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-31621 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-1963 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-30129 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-30317 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-31864 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-5550 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-5652 - Z-Coordinate,STARLINK-1630 - Z-Coordinate,STARLINK-11118 [DTC] - Z-Coordinate,STARLINK-1940 - Z-Coordinate,STARLINK-2307 - Z-Coordinate,STARLINK-31634 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-4321 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-31951 - Z-Coordinate,STARLINK-30969 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-2737 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-30803 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-4639 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-4147 - Z-Coordinate,STARLINK-4122 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-30217 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-1544 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-31706 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-3509 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-4196 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-2507 - Z-Coordinate,STARLINK-5716 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-1977 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-31621 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-1963 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-31.2936,4816.5206,662.9294,-6798.7666,-1782.6635,-5607.0907,-4309.1522,-5701.0540,-3129.5722,-3726.1097,1156.5968,-4917.8126,4964.5693,2348.0215,2239.8755,4918.4429,4166.7913,1499.5770,6602.4350,-6638.2812,-4518.0812,-1231.8603,6280.4996,166.1302,4233.1717,-1152.4827,4234.0854,0.0000,-2440.9560,0.0000,-5939.5104,4250.5163,-6095.1610,-5798.5725,4023.2566,5904.8815,-1298.5363,6263.0357,6698.7003,6883.2719,301.2763,-4012.9269,-655.2463,1807.3465,5958.3131,-4801.5442,-5014.4720,3946.5946,4866.5716,-6610.7977,-5482.7509,3593.6125,-1388.3784,-5385.4074,3730.5501,-931.7722,3875.5775,-411.7967,-5635.7369,4008.9256,-4401.3152,102.6400,-6869.3470,-3103.5705,-6799.0687,1733.2068,1800.7906,2859.8780,2376.9026,5443.3271,-5113.0824,-3812.3058,-6382.4048,1485.8000,-4401.8659,-1755.3271,5018.8768,4137.9967,0.0000,6153.8371,-4513.4412,-3081.5296,-4406.4031,-3877.0850,-4268.7433,962.2149,-6796.9066,-5371.7088,3227.3451,-6739.3735,-1073.3826,-5404.0694,4794.4907,0.0000,-5513.5906,-4798.7694,4165.9225,3953.7635,4381.5239,5446.8320,-172234.5496,-192518.6952,-169077.3407,-169275.5290,-177631.5405,-175916.3677,-175581.6770,-174504.3423,-65264678.3402,-65285109.8669,-65230219.1346,-65241823.6510,-173766.1159,-65244590.0970,4664.6832,1675.2191,-6391.5578,-788.7531,-2786.6873,577.7397,4829.0641,583.9269,4262.2224,4666.3521,5429.2968,4820.6263,2632.7850,6093.3004,5102.1291,-1500.4883,1703.2109,-4263.8552,1693.4128,-1677.9021,-2531.6061,6601.5674,2385.8929,-6892.1149,2552.9505,-5423.1938,3035.0732,0.0000,-5966.3620,0.0000,-2724.2761,4797.4744,-37.4817,-2147.3420,1442.1628,-916.4050,-5137.2559,-2985.0605,78.7312,-547.0939,5851.6532,5179.2845,-5491.7298,-6566.0765,-1638.7244,1474.8221,-4703.3105,-4157.7010,-4154.8147,1129.0389,-2080.2799,-3665.3973,-6530.0804,-3897.0416,-5733.5766,-6843.5585,1676.3299,-6511.0464,3808.7745,1468.0665,-3031.4769,-6819.1281,191.1139,5151.3674,138.9406,6544.6727,3794.4032,-3625.3557,-6033.7217,-3192.4415,-2861.7721,-5610.6751,-2436.8160,4961.7966,5342.9123,4992.5043,-1486.4896,-792.2684,0.0000,836.5106,1948.5173,3461.9224,-1767.6549,5678.1663,-3127.7244,-4985.8078,-1125.3855,3250.6388,3112.2255,928.5610,-6551.2922,-1980.6025,1592.5634,0.0000,3622.8942,4911.7871,5441.3582,-1239.0984,-5347.6562,4011.3234,335631.5009,333148.5589,343157.1521,343019.5768,345137.8872,343998.7988,336001.0688,339945.5466,327846423.7294,327838054.7350,327847389.0358,327857513.0673,339274.8647,327849989.8204,-4753.4714,-4696.2057,2549.6136,856.3097,-6112.1501,3867.4816,2469.1601,-3716.2899,4462.3581,3234.1506,4153.9507,356.6763,4001.7328,2236.7283,-4019.9019,-4612.5980,-5282.7386,5172.4027,-615.4412,989.2367,-4702.6072,-293.2444,-429.7811,527.6232,4774.2737,3923.3655,-4529.0543,0.0000,-2482.0643,0.0000,1895.3231,-2571.8475,-2770.0120,2997.0166,5427.5042,3192.5120,4280.9349,-422.8440,-1264.9650,572.1896,-3441.0949,2191.0495,-4186.2766,677.4390,-3139.9356,4466.2412,729.9435,3778.7895,-2463.7376,1216.3171,-3695.0044,4598.9439,-1967.1003,-1920.2485,-428.5397,-292.5055,5457.7775,-1417.7729,-584.3171,5418.2476,4393.7324,974.9202,546.6769,3431.3286,474.8270,878.4521,-5466.4050,-5063.3154,-2393.9896,-2695.6493,-3684.0500,1215.6617,990.7083,-4609.5255,48.2999,4461.1637,4521.4409,-5457.0174,0.0000,3091.1534,-4895.1491,5092.9769,-4949.5734,-136.3929,4430.3910,4580.7850,764.5447,-2771.8061,5169.8425,-1251.3731,-1939.6898,-3866.9307,4706.2217,0.0000,354.3457,-327.5816,377.6895,-5534.2646,443.1747,-797.4669,-134692.4601,-135874.7278,-134810.1385,-132573.7222,-130097.1481,-139703.2202,-143748.9444,-137088.7164,-99129152.9502,-99149853.5742,-99130540.6983,-99117956.3616,-135630.0831,-99128091.7945,
300.000,1796.1880,5448.8270,-591.6737,-6819.4278,-3708.3934,-4302.0550,-2558.3111,-4639.9664,-1606.9932,-2553.6100,2796.1883,-3568.3343,6213.5045,3236.2837,3206.4183,4354.9382,5251.5319,-171.7093,6410.3111,-6894.7587,-5544.5703,21.9716,6479.4250,-1053.3655,4227.7189,-2852.4853,5532.3556,0.0000,-3750.3745,0.0000,-6663.9497,5432.8450,-5071.5270,-4411.7765,4940.7530,4747.4256,-3075.6436,5792.4109,6653.2401,6557.4535,2056.3799,-2847.6155,-2493.6866,303.5797,5786.3946,-4915.4106,-5728.4490,2839.1467,3292.6524,-6283.7153,-6424.8606,2137.3809,-1850.9740,-5470.2895,2590.2189,-2063.4758,4216.5275,-1964.2999,-4792.6251,4138.8608,-5711.9867,-1130.6416,-6346.4887,-1131.7771,-6293.2028,3067.4064,3764.9212,1708.3304,822.2062,5080.5999,-4857.0585,-4803.8432,-6259.1835,3491.8439,-3044.3984,90.2260,3848.9005,3874.9172,0.0000,6851.6144,-3038.5379,-1008.9750,-4154.2796,-2669.9622,-4323.2948,-1099.6482,-6462.2845,-3815.7634,4925.6649,-5921.4898,-2623.7241,-6339.5090,5226.1655,0.0000,-4437.5809,-3632.6384,4973.1242,3198.1250,2948.2972,5720.7428,-178922.7800,-199576.4292,-176166.6810,-176465.6328,-184810.6671,-183103.9409,-182718.2391,-181952.8303,-72405572.4144,-72425650.6979,-72371011.8624,-72383393.4659,-180918.4649,-72385516.6199,5275.8333,-340.2641,-6841.1706,421.5006,-3006.0518,1988.9589,5309.9030,2339.2586,5604.5642,5985.2126,5719.4492,5597.1149,1577.9680,4799.5225,3418.9000,-3508.5728,2781.6757,-5363.7683,389.8243,-189.5275,-716.0292,6542.8722,1157.9104,-6439.5577,457.8070,-4192.2651,1440.1691,0.0000,-5750.5286,0.0000,-1327.3488,4176.5991,1355.1651,-2101.3693,-435.8596,-2519.6340,-3930.3275,-3444.9083,-1452.3481,-2019.9666,4865.1132,6255.0738,-4479.9679,-6782.3066,-3345.9308,3286.4198,-3720.1269,-5655.5837,-4550.8792,2623.9693,-516.3808,-5162.7157,-5487.4586,-2395.5144,-6189.7701,-6267.7978,-477.5738,-6377.6186,4698.8529,-708.5887,-1509.3412,-6240.3186,1388.1416,5310.7214,1343.8558,5631.3233,3021.0749,-5217.4331,-5665.2946,-4504.8020,-1025.0759,-4907.5372,-1080.2200,4435.4139,6040.2581,5834.7025,-3290.4040,-2887.6401,0.0000,220.4399,780.4823,4013.6056,345.8682,6040.1366,-1111.3915,-5408.4118,161.2811,3897.5419,2041.7123,2054.7605,-6382.4726,-368.3881,-512.7707,0.0000,4391.4492,5448.0012,4510.6554,-3251.8375,-5959.8388,2693.0803,331856.1183,329074.2111,339339.0747,339215.6899,341432.7410,340257.7628,332351.2606,336456.4838,326346165.1754,326337078.4993,326347727.2706,326357390.9866,335556.1357,326349825.6971,-3645.2224,-4272.1363,821.6738,-962.7839,-5051.5725,4923.8597,3636.6054,-4433.2945,3727.7298,1949.4524,2751.0173,1861.3013,2554.4688,3755.0505,-5024.4051,-4054.4335,-3585.2261,4289.8998,-2369.1774,-556.3262,-4205.0531,1531.6198,1402.0636,2279.4860,5397.2053,4517.4870,-3868.5495,0.0000,-749.5994,0.0000,384.9619,-845.0309,-4156.9894,4828.0455,4809.9324,4122.3286,4635.5806,1692.5462,284.8271,-972.5028,-4275.7502,720.9881,-4671.7980,-877.4234,-1832.1006,3200.6248,-1082.4247,2668.0034,-3933.8626,-334.8870,-2546.8205,4036.1331,-3862.6101,-3497.7787,1388.0482,-2066.9355,5441.4876,139.9138,1239.4859,5472.5398,3602.6084,2684.7195,2298.9740,4294.3541,2243.6973,2336.9225,-4921.0013,-4100.6134,-3877.0345,-979.8053,-4824.5239,-601.3555,2697.4874,-4025.5348,-1480.1801,3724.5991,4711.4799,-4916.9143,0.0000,1078.4413,-6188.3569,5502.7287,-5446.8068,-1925.2594,5261.5922,4040.5996,2495.3563,-4167.4479,4291.4803,-2929.8847,-443.5342,-2783.3351,4483.4854,0.0000,2154.5567,-2099.8312,-1433.5039,-5195.4163,1938.1667,-2536.2725,-134497.8149,-135808.8546,-134628.6489,-132655.9079,-129931.2947,-139376.4714,-143771.5694,-136670.0428,-99124629.6834,-99145228.6082,-99125217.8580,-99113165.8568,-135544.6185,-99123308.2229,
600.000,3394.0483,5589.8248,-1778.0839,-6156.6107,-5239.5497,-2579.4392,-545.4258,-3136.6536,39.9598,-1136.7229,4138.1023,-1855.2124,6841.8746,3843.2544,3904.9282,3404.5218,5738.9004,-1787.3493,5568.8716,-6479.2982,-6078.4400,1291.2812,5982.1060,-2193.6539,3855.2423,-4293.4379,6307.7962,0.0000,-4678.1296,0.0000,-6703.2341,6066.3114,-3510.3490,-2552.7235,5409.4654,3115.2404,-4569.8093,4722.9216,5926.9044,5593.6546,3633.4870,-1410.0731,-4121.0536,-1239.2194,5065.9669,-4528.6430,-5879.9332,1474.5726,1365.6868,-5313.5025,-6752.4138,505.1721,-2177.3061,-5042.6470,1170.8569,-3013.0150,4197.4905,-3304.0388,-3443.9582,3917.3237,-6481.8265,-2280.3453,-5186.6827,964.1001,-5133.4455,4112.4833,5362.2425,427.3877,-848.3906,4207.4850,-4166.8478,-5317.3280,-5523.8397,5158.8580,-1379.7701,1901.1536,2340.4036,3279.4025,0.0000,6849.8620,-1191.4434,1155.9984,-3539.8724,-1174.9553,-4004.1656,-3032.6747,-5493.9723,-1863.3224,6131.3505,-4516.1060,-3913.7750,-6672.1996,5187.4624,0.0000,-2841.0386,-2082.5157,5286.7791,2182.0223,1215.0535,5418.3397,-185539.6982,-206546.9706,-183178.8618,-183577.5595,-191910.3331,-190208.3034,-189778.0879,-189249.4227,-79512062.0323,-79531773.1259,-79477436.2082,-79490566.2514,-187991.2860,-79492042.2587,5330.4348,-2302.6769,-6611.0887,1600.3611,-2984.7685,3246.3911,5307.5136,3891.2933,6417.9406,6684.4357,5467.6865,5835.3893,394.1941,3021.6029,1399.8695,-5173.2718,3600.0865,-5950.9250,-979.4638,1322.6256,1139.3723,5776.3015,-211.1694,-5347.8568,-1695.4201,-2557.1576,-264.2128,0.0000,-4964.8837,0.0000,202.1124,3145.7610,2645.0772,-1755.3621,-2236.8403,-3897.3436,-2355.6291,-3574.6190,-2837.7346,-3305.9657,3403.5476,6716.0042,-3069.6070,-6316.0464,-4716.5107,4721.7797,-2357.2165,-6589.3669,-4524.4964,3853.8577,1074.6389,-6170.1416,-3886.5358,-630.6916,-6020.1833,-5065.9747,-2573.1213,-5548.3747,5113.2341,-2811.0372,128.4396,-5037.1471,2471.7545,4993.1392,2434.8610,4142.7533,1999.8873,-6289.3738,-4761.0786,-5349.7631,941.5729,-3706.3508,411.5617,3518.7107,6158.9496,6134.6990,-4801.5155,-4690.4493,0.0000,-403.7853,-397.3077,4224.0450,2440.5399,5803.8430,1030.1908,-5320.8348,1459.2002,4195.1794,809.6801,3009.9915,-5591.5985,1255.1785,-2554.4432,0.0000,4680.4175,5450.1694,3110.5230,-4955.7635,-6005.7316,1072.5906,327968.4340,324850.6349,335367.5043,335255.0406,337574.8844,336358.9629,328551.6762,332735.0520,324690389.2136,324680595.0732,324692553.3406,324701711.6835,331686.6016,324694142.7645,-2097.7966,-3391.4528,-994.9515,-2677.3248,-3455.7930,5431.7411,4413.9985,-4655.2544,2592.3782,442.9710,1054.0110,3163.2622,830.0340,4866.1954,-5478.1555,-3058.2045,-1505.6494,2936.5600,-3859.5690,-2041.9829,-3269.9239,3176.6492,3069.8371,3785.1208,5428.8513,4598.5399,-2789.1072,0.0000,1064.0483,0.0000,-1168.9931,973.3656,-5052.0629,6129.3034,3673.5149,4580.1059,4468.4934,3627.9191,1802.5004,-2412.9307,-4625.5748,-827.0615,-4659.1079,-2334.7324,-327.9365,1560.2874,-2778.0376,1263.5800,-4969.6488,-1848.4081,-1125.8021,3034.4836,-5350.2387,-4699.3354,3050.6858,-3618.4081,4836.5669,1680.8133,2924.2015,4934.2066,2424.0923,4101.4577,3800.7369,4696.5557,3759.8121,3533.2954,-3841.2136,-2684.2410,-4942.2765,844.2721,-5447.4949,-2352.8983,4111.5855,-3011.3592,-2849.5787,2588.0793,4394.8279,-3843.0640,0.0000,-1049.4614,-6823.6297,5313.3756,-5344.2022,-3503.1863,5523.3537,3050.8819,3957.8026,-5104.4269,2936.7806,-4293.0572,1100.4779,-1401.9853,3776.0209,0.0000,3689.0633,-3641.7994,-3086.6904,-4297.4280,3225.0245,-3989.1645,-134308.7799,-135742.8930,-134448.8299,-132742.7762,-129768.7538,-139043.3408,-143789.1589,-136162.9338,-99120105.5711,-99140602.6044,-99119892.4910,-99108393.6003,-135459.0805,-99118524.4034,
