sl_100_5400_20280216 Coordinates.csv
2028/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:40 2024,
Start: 2028/02/16 07:47:00.00, Stop: 2028/02/16 09:17:00.00,
TIME_UNITS,STARLINK-31277 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-30715 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-5674 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5002 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-30406 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-31151 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-2520 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-3612 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-31852 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-31137 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-30429 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-5109 - X-Coordinate,STARLINK-6182 - X-Coordinate,STARLINK-5292 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-32277 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-30325 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-2001 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-30290 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-31171 - X-Coordinate,STARLINK-32159 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-1758 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-5913 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-5018 - X-Coordinate,STARLINK-5243 - X-Coordinate,STARLINK-30419 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-2654 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-2125 - X-Coordinate,STARLINK-30323 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-11085 [DTC] - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-1153 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31277 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-30715 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5002 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-30406 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-31151 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-2520 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-3612 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-31852 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-31137 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-5109 - Y-Coordinate,STARLINK-6182 - Y-Coordinate,STARLINK-5292 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-32277 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-30325 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-2001 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-30290 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-31171 - Y-Coordinate,STARLINK-32159 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-1758 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-5913 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-5018 - Y-Coordinate,STARLINK-5243 - Y-Coordinate,STARLINK-30419 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-2654 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-2125 - Y-Coordinate,STARLINK-30323 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-11085 [DTC] - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-1153 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31277 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-30715 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5002 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-30406 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-31151 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-2520 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-3612 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-31852 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-31137 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-5109 - Z-Coordinate,STARLINK-6182 - Z-Coordinate,STARLINK-5292 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-32277 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-30325 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-2001 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-30290 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-31171 - Z-Coordinate,STARLINK-32159 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-1758 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-5913 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-5018 - Z-Coordinate,STARLINK-5243 - Z-Coordinate,STARLINK-30419 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-2654 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-2125 - Z-Coordinate,STARLINK-30323 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-11085 [DTC] - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-1153 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6357.7745,-1239.9967,-2416.2246,-774.7016,5401.4261,6482.2555,-5318.4396,-3451.6929,4484.9019,5713.1701,-3924.8845,3085.6214,1830.0304,4121.0421,-2814.8154,0.0000,-3617.1459,1581.5830,-4734.8444,-4845.2183,0.0000,4678.3352,4763.1725,4014.7534,2218.8791,-6838.8939,-2767.1840,1000.0352,6679.1312,-820.1724,-148.0853,1038.8856,-4848.2995,1185.5532,-4433.0764,-4947.6007,-2085.2670,-2545.2948,2286.9572,906.7935,3745.2208,-3540.3309,-4003.3716,5558.2280,-6109.5549,-5706.1671,153.6932,1929.8789,5149.9655,6701.0304,-1772.5680,-5381.4295,1797.7141,-1389.8751,-4511.4909,5764.4605,6284.2521,-4854.8138,1844.5561,-6106.2635,5866.6914,4769.1030,153.4326,-5996.4291,6503.1322,-3492.0672,-4867.2505,6214.5887,5000.4769,1201.8536,5489.4178,1043.8119,-3955.6554,-2181.4983,-3832.5832,3510.4016,-570.1984,1947.4817,5174.7446,2869.3815,-5755.9582,1358.4666,-2684.3834,4904.7027,996.9134,-715.3496,2977.0206,-950.9269,-626.7832,1698.5807,-5798.8657,-4361.5317,3542.8718,-5133.7490,919.7059,3130.0449,-5084.1431,6751.4752,-2766.4377,273.1281,-258426.8218,-280592.9469,-260101.7708,-260349.7600,-268915.9281,-266930.4562,-263778.7485,-262527.8882,-94702914.5591,-94728974.1893,-94743776.5983,-94722346.6106,-263229.5449,-94718582.2095,-1891.8666,4660.9676,6273.5476,-6679.8984,187.1741,2200.5726,-4096.2001,5096.0710,-2466.9425,3159.2782,-1384.5304,5117.1390,3613.1687,-3268.1433,-6326.5075,0.0000,-3984.5376,3924.2797,3821.3702,-2185.1405,0.0000,-4146.5332,4729.2088,4937.9620,-3850.4717,-1121.5002,-453.0152,1610.5103,559.6240,-3023.1143,-6793.5339,4899.9717,2481.6029,1355.1500,-5132.9220,2527.0011,4952.5382,5557.1602,3570.5356,-6075.1346,-2393.7362,-4509.7270,-4098.9266,-1555.7230,2250.3817,1323.3750,6784.7761,-1396.5285,4233.8507,1232.1538,5149.6948,-2674.7308,-5210.5261,6577.8213,3129.8646,3428.7778,-1056.6821,-3294.9446,-3729.5148,2312.4093,1072.1585,561.9906,-6338.3418,2088.7726,-2090.4206,-3672.0442,1654.7118,-1759.8665,-4748.4840,6666.4867,-3257.5937,5399.3729,3406.1405,-6358.0282,-4276.9904,2785.7513,6859.1596,-4199.9766,-3121.5593,-4327.3906,76.4998,-4096.0297,-3164.6191,879.1968,-4021.0962,-4386.0741,-2912.9763,-6626.6211,5385.0871,4290.1549,-3358.9629,-4289.0402,4545.8929,3779.0866,-4193.0558,-2829.1420,-4234.9294,469.3941,3242.5595,4358.8428,-224512.7869,-245515.8288,-231380.4854,-231511.8610,-232452.7671,-232951.8313,-240286.9946,-236870.0044,332852305.7097,332836195.2209,332834256.2535,332845178.2979,-236593.9261,332839264.5022,1217.3502,-4835.4819,-1369.0148,1118.6201,-4141.2003,412.4819,1711.2039,2892.1854,-4686.4491,-2282.0483,-5482.3462,3460.2057,-5399.3278,4500.3188,-196.9758,0.0000,4211.1897,5448.8282,-3279.5852,-4437.2068,0.0000,2919.4737,-1119.1253,2662.2478,5316.3994,437.7155,6322.3017,6648.0436,-1223.2277,-6214.0649,-1264.5371,-4618.7680,-4266.1891,6636.5794,-1463.7225,4127.7839,-4253.2810,-3261.7484,5423.8464,3192.7464,-5294.2007,3882.1569,3711.0941,-3867.2712,2365.4646,3655.6365,1423.7848,6535.7111,1584.3808,62.2341,4116.0615,3382.1316,3752.7153,1550.4161,4157.5900,1514.2034,2562.9282,3584.9875,-5471.9280,2234.9762,-3503.4289,-4879.9543,-2624.2419,2752.4925,1030.3607,-4646.1249,-4503.2320,-2391.0241,-917.6722,-845.2838,-2391.5324,-4007.4167,-4513.7706,1436.6220,3669.0713,-5291.8819,703.4047,-5119.6913,-3412.8702,4561.0447,3787.2014,-5386.9380,-5532.7582,-4760.1937,5500.5651,5286.2232,5533.2313,1643.4365,4287.8725,-5023.8346,1622.7680,3254.6158,3846.1070,-2712.3731,-5429.1281,-5353.4440,1317.3159,1454.4336,-5342.1992,5331.5444,-136194.0897,-138302.0762,-136000.5521,-133886.8622,-131330.0571,-140887.4546,-145018.3031,-138466.2809,-66152868.6084,-66182895.4960,-66147986.6316,-66142142.4318,-136875.8482,-66151515.0173,
300.000,-6201.7606,803.2452,-1275.8228,-2231.3679,5740.4950,6643.3517,-6290.1182,-2560.5055,3102.4004,6613.1640,-4691.0315,3752.2042,3706.8373,2980.2004,-4056.8138,0.0000,-5247.5396,3326.7311,-3011.8372,-5849.0578,0.0000,3006.6912,5426.5857,4436.8496,1912.1217,-6723.3888,-4372.7169,933.0802,6734.1546,-2047.4017,-1362.0795,3107.7653,-4191.0623,1413.0522,-4412.2199,-3709.3561,-364.7251,-1113.2398,4163.1938,-733.9827,3042.1219,-4483.2519,-5537.6634,3971.5532,-5718.1093,-4277.2097,1674.8784,532.9914,5369.6633,6588.1846,-503.2473,-6457.1042,552.3428,109.6558,-3422.7453,5777.1473,5192.9509,-6113.8230,-258.3586,-5881.0483,6638.1352,5580.6779,-1208.6667,-4623.4195,6062.0546,-3987.2703,-3643.4116,6130.1855,4113.0947,2373.5109,4812.5325,2787.7867,-3375.0018,-3351.9020,-4189.3540,1688.9905,970.1613,451.9045,4546.0156,1206.9923,-6318.0789,-496.7423,-4146.2172,5830.3253,-1171.4180,-2736.5536,1329.5046,-2082.0626,1293.9558,3118.0433,-5777.7934,-4954.4965,5067.5076,-3481.1695,-1249.2842,1916.2426,-5343.7689,6217.9075,-752.2125,2270.1456,-253781.3714,-275352.5023,-254965.0005,-255310.9651,-263901.6537,-261909.2987,-258744.8982,-257934.8090,-101946560.2816,-101972250.1582,-101987294.8677,-101966473.7291,-258185.1867,-101962176.6388,-227.3258,4105.3054,6724.4907,-5914.3324,-1753.2071,979.9653,-2901.0965,6187.3934,-4116.5414,1843.6856,600.9833,3428.4622,2509.0670,-4961.0267,-5450.9772,0.0000,-2855.0797,2616.1606,4252.8189,-433.6279,0.0000,-4497.2996,3222.1937,3339.3796,-5457.7051,-476.0026,-1562.4143,3715.8253,-970.1464,-1218.6621,-6106.0681,4378.2279,4338.9474,3466.7163,-4113.8685,1381.2910,5947.6623,6542.9030,2637.7009,-6618.8437,-4289.7784,-2683.9787,-3051.8782,-1966.7677,3804.6079,2508.2533,6730.2062,-3077.7513,2785.3857,-15.6185,6251.1514,-1642.8245,-6258.8403,6900.4796,1816.5027,1980.4264,-2544.5065,-2409.0500,-4304.2322,3584.3695,-221.2326,-1156.9529,-5400.7646,3032.1665,-3222.6806,-1664.5275,3442.7179,-3069.6105,-4777.9806,6322.5853,-4733.4497,4216.8842,5075.2367,-5991.6002,-2424.2725,1999.6026,6493.8948,-5475.3906,-4770.4456,-5554.9773,1551.9844,-5018.4073,-1568.4803,-721.7518,-4205.5444,-4493.7731,-4307.4195,-5698.7901,5865.3370,2673.2910,-1896.2562,-2434.6981,4099.7571,4617.9183,-4041.5999,-4539.5016,-2819.8723,-1110.5235,4098.4368,3494.3869,-229972.3416,-251298.2683,-236931.4041,-237084.1784,-237926.6900,-238463.7055,-245694.5758,-242180.9366,330707094.9553,330690887.5284,330688285.8563,330699483.6014,-242071.2027,330693968.0924,2634.8391,-5398.9202,447.3761,2546.6866,-3213.3367,-1400.3634,197.9228,1200.9185,-4646.5406,-822.9956,-5001.0935,4670.5747,-5051.4390,3800.0558,1337.8055,0.0000,3320.5233,5447.5678,-4541.9508,-3678.7269,0.0000,4278.8806,-2548.1280,4088.9001,3821.0664,-1679.6649,5128.0744,5755.6978,328.4208,-6538.9650,-2941.7343,-4194.5144,-3385.9868,5771.6262,-3431.7157,5674.3970,-3383.8486,-1983.6199,4808.2840,1898.2330,-4486.4084,4541.4833,2577.6775,-5352.3058,918.6879,4802.0557,-106.1044,6215.6572,3215.1288,-1745.2137,2702.9947,1785.4595,2239.9323,23.6100,5690.7622,3154.2964,3703.1222,2030.7356,-5353.0021,473.4120,-1927.1159,-3792.3869,-4057.8252,4158.4696,-783.1289,-5348.0151,-4646.0504,-642.5516,-2945.4808,981.9001,-939.5398,-4555.5121,-3235.1475,-376.8755,4795.1035,-6422.0881,2174.5863,-4177.9553,-2175.1178,3932.4698,2276.3734,-4712.7831,-5308.8739,-3601.4925,5325.5261,4475.0608,5257.7849,3266.9345,3423.7547,-5446.1146,3245.4755,4185.1959,2355.7186,-3815.8134,-5478.1924,-4709.2049,2996.4298,2827.6596,-5417.0933,5488.8936,-136317.3748,-138408.1944,-135994.6815,-134144.5468,-131340.5273,-140734.1369,-145214.4678,-138704.0167,-66146570.4461,-66176782.2331,-66142251.2431,-66136279.7807,-136965.2218,-66145477.0910,
600.000,-5403.3942,2789.8691,-0.0352,-3485.1009,5516.4697,6131.1337,-6650.1768,-1414.6680,1455.9460,6865.4600,-5034.0298,4097.1207,5211.0554,1585.4030,-4915.9845,0.0000,-6351.4046,4776.0343,-977.2426,-6306.2205,0.0000,1017.5892,5554.0884,4458.1578,1460.2508,-5926.8488,-5465.5924,683.2294,6098.8669,-3141.2091,-2473.4485,4860.9747,-3157.7547,1403.1503,-3978.5944,-2023.8661,1364.9886,408.1477,5634.3128,-2286.5760,2087.2212,-5034.0337,-6508.1292,1982.0509,-4777.2903,-2436.2611,3034.8240,-851.8607,5068.4113,5793.2020,787.7905,-6884.0571,-728.0471,1598.1144,-1903.3821,5228.5815,3594.6272,-6750.8142,-2316.2520,-5069.9540,6754.1815,5848.8991,-2491.2546,-2792.3862,5012.4156,-4140.8905,-2087.5996,5430.7017,2784.8220,3309.9886,3650.8067,4279.7424,-2492.5728,-4186.2191,-4165.1341,-270.1277,2436.4182,-1047.8605,3497.2456,-542.3182,-6257.4659,-2268.2259,-5237.8225,6193.2351,-3212.9538,-4468.2392,-406.6944,-3041.0904,3067.0777,4266.8645,-5201.0851,-5106.9304,6080.8620,-1485.9733,-3299.2819,553.6903,-5056.0317,5087.3816,1315.6613,4066.6071,-249021.2673,-269992.0933,-249715.6074,-250157.4026,-258772.8743,-256768.1338,-253600.1098,-253254.8434,-109141689.0089,-109167009.3677,-109182269.8924,-109162053.7065,-253026.9098,-109157250.7800,1484.3527,3183.0963,6489.7186,-4546.4524,-3494.4456,-355.9289,-1426.0749,6627.0103,-5397.0764,355.6621,2497.0968,1393.5440,1190.9226,-6180.5421,-4039.8165,0.0000,-1469.0407,1096.6444,4311.4564,1332.1067,0.0000,-4443.6272,1370.5793,1390.4101,-6501.7342,239.8004,-2564.1721,5417.5271,-2403.8036,662.4291,-4815.1512,3450.7875,5769.3992,5207.3917,-2649.2944,152.3450,6364.2231,6895.8334,1492.6521,-6526.1749,-5762.9914,-604.9927,-1720.2247,-2249.1144,4982.6917,3495.2247,6023.7529,-4497.4229,1028.5157,-1281.5420,6713.7200,-466.4541,-6617.1034,6544.4155,363.7809,304.5079,-3813.2059,-1302.3666,-4502.1220,4492.8640,-1471.4704,-2724.6604,-3930.0925,3721.8612,-4041.3736,509.6164,4910.5401,-4063.2466,-4353.8755,5319.8813,-5719.6308,2632.3723,6229.5602,-5015.7238,-308.0850,919.3945,5499.2269,-6227.5029,-5950.2490,-6262.2846,2848.6239,-5480.8485,139.1598,-2216.4169,-4027.4509,-4201.5699,-5318.0170,-4200.2840,5798.3011,815.3938,-215.5283,-337.6847,3272.9858,5045.3842,-3552.1782,-5799.7408,-1078.9093,-2608.2138,4590.5587,2336.1120,-235338.5173,-256968.3452,-242378.1142,-242555.1719,-243294.8982,-243873.2638,-250994.7216,-247395.9267,328404259.0388,328387969.3574,328384694.6348,328396131.8536,-247440.9586,328391048.4906,3745.9839,-5360.2584,2214.2710,3687.9094,-1922.7419,-3058.4721,-1336.6097,-626.4289,-4111.8107,724.8813,-3974.4402,5375.6383,-4119.7146,2691.8836,2728.8407,0.0000,2059.3313,4856.4818,-5314.9760,-2525.3050,0.0000,5174.0833,-3689.0474,5071.6005,1916.9945,-3618.2910,3383.0416,4244.6980,1842.9691,-6175.3558,-4301.5593,-3298.2413,-2141.3148,4276.9484,-5033.9378,6612.1448,-2139.7645,-492.6112,3668.7369,399.7544,-3195.1851,4713.6466,1155.6190,-6270.2054,-626.6543,5429.0011,-1624.6675,5239.9369,4489.5350,-3356.1113,987.3881,-5.2918,458.6467,-1505.7806,6604.3806,4448.2539,4435.9579,253.8676,-4648.1807,-1339.5302,-142.9867,-2283.8796,-5044.3837,5117.2619,-2511.9384,-5464.9973,-4271.1441,1176.1228,-4661.6745,2698.8397,618.3187,-4589.3188,-1605.6311,-2149.0302,5381.9918,-6868.8700,3411.3487,-2783.8336,-705.1839,2879.8038,517.6173,-3528.6867,-4514.4474,-2050.6985,4570.7549,3180.5530,4419.5406,4534.6224,2190.4406,-5258.7036,4515.0127,4667.5032,612.9603,-4510.5527,-4939.9470,-3535.9948,4327.5597,3896.6855,-4889.0338,5050.2179,-136440.7015,-138514.1356,-135990.5670,-134406.8647,-131354.2799,-140574.4142,-145405.5925,-138802.0438,-66140271.6239,-66170665.4559,-66136516.4001,-66130439.9353,-137054.5036,-66139438.9993,
