sl_100_86400_20280205 Coordinates.csv
2028/02/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:46 2024,
Start: 2028/02/05 07:47:00.00, Stop: 2028/02/06 07:47:00.00,
TIME_UNITS,STARLINK-2275 - X-Coordinate,STARLINK-4317 - X-Coordinate,STARLINK-30964 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-31910 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-1481 - X-Coordinate,STARLINK-30535 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-1974 - X-Coordinate,STARLINK-30145 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-31886 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-2386 - X-Coordinate,STARLINK-4123 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-1260 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-3548 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-32103 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-3606 - X-Coordinate,STARLINK-5091 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3139 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-3603 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-4790 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-5395 - X-Coordinate,STARLINK-4270 - X-Coordinate,STARLINK-1986 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-4412 - X-Coordinate,STARLINK-3724 - X-Coordinate,STARLINK-32269 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-4020 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-3692 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-31314 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-31711 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-5991 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-5684 - X-Coordinate,STARLINK-6267 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-4317 - Y-Coordinate,STARLINK-30964 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-31910 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-1481 - Y-Coordinate,STARLINK-30535 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-1974 - Y-Coordinate,STARLINK-30145 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-31886 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-2386 - Y-Coordinate,STARLINK-4123 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-1260 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-3548 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-32103 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-3606 - Y-Coordinate,STARLINK-5091 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3139 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-3603 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-4790 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-5395 - Y-Coordinate,STARLINK-4270 - Y-Coordinate,STARLINK-1986 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-4412 - Y-Coordinate,STARLINK-3724 - Y-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-4020 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-3692 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-31314 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-31711 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-5991 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-5684 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-4317 - Z-Coordinate,STARLINK-30964 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-31910 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-1481 - Z-Coordinate,STARLINK-30535 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-1974 - Z-Coordinate,STARLINK-30145 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-31886 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-2386 - Z-Coordinate,STARLINK-4123 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-1260 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-3548 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-32103 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-3606 - Z-Coordinate,STARLINK-5091 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3139 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-3603 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-4790 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-5395 - Z-Coordinate,STARLINK-4270 - Z-Coordinate,STARLINK-1986 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-4412 - Z-Coordinate,STARLINK-3724 - Z-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-4020 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-3692 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-31314 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-31711 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-5991 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-5684 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3385.6857,3567.3549,6332.1812,3532.6822,-2560.5311,5778.3282,-3290.8263,-3295.0738,-3435.7286,5996.9779,4647.8946,1805.9922,6530.5835,4878.7846,-45.2589,-3636.5367,4478.3739,-2858.9991,1716.4468,-5045.8425,-5085.1884,3737.7856,6336.6283,2934.8383,5169.4866,-3549.6547,615.0180,-3269.3425,-4104.2619,700.1309,117.1386,6711.4893,-5058.0662,2520.3398,-4788.8089,-6118.1451,6360.6957,-775.5312,-5128.8816,4242.9637,-2589.7595,-4996.8556,-1649.3967,853.0933,-3839.2357,-691.3635,4168.1808,2988.1279,-4938.9813,-5171.0811,-4018.9179,2132.5658,5179.0850,-538.9276,-720.2695,-5672.9762,-4508.0923,-2789.9297,-3024.3861,3335.7475,-6020.9191,-1661.4655,5892.0347,1742.2473,5031.2796,6831.6689,-4956.5201,-2387.8739,-4425.8605,4194.3566,5780.5698,-1994.5910,3386.2515,2005.5644,-318.2911,764.0129,-6473.6791,5348.8920,-4545.8914,-5764.5958,5044.3905,4562.5466,6110.5336,4536.0532,-1354.5942,1624.0704,-4394.6131,5336.8275,462.3138,3816.9052,1769.4807,-3595.7490,1529.0440,-5280.1311,5020.5338,-6640.1856,-3157.2093,3794.8771,1387.5067,-834.2356,335937.9026,319222.4427,341917.8172,341701.3577,333109.3480,334975.3174,336687.4454,339296.1853,-78612539.4617,-78659543.3128,-78630315.0049,-78606165.7143,337920.0504,-78617867.0823,3196.1120,1415.9834,1949.5563,-3510.4211,5361.4782,-2544.2616,4602.3620,-2585.0564,3868.5122,2347.9342,-2027.0911,6329.5272,-217.4673,1491.2699,-6067.0628,-4416.3842,2019.9116,5943.7705,4195.2662,-4614.8787,-3383.9545,-5411.1997,2720.4564,4526.8976,4556.7072,-3230.4253,-5607.7274,5981.4546,-4849.3550,4878.2509,-6887.4077,661.7157,-454.8561,4460.5241,2915.4757,1163.3601,2122.7287,-6675.5929,590.1770,-5296.6476,-6329.7565,-3288.6532,5448.7759,6010.2847,3353.0562,4113.8171,-4014.0937,28.5705,-1205.2199,-2293.4288,-1065.6060,4938.7686,-2118.4740,6275.1911,-4078.0258,1446.3762,2318.4686,3542.9703,-3376.0128,4553.7679,-3191.7207,6707.0437,-795.7291,-4373.3587,4707.0048,240.0079,3832.6068,-6023.6760,1167.0811,2865.8927,-566.0617,4182.8638,-6010.4834,-3780.9390,5992.2866,4589.7456,-2161.8156,-3310.7030,1667.1776,-3366.3253,787.9838,-4137.9441,846.2953,-2533.1979,-2301.9994,-3755.9988,1279.6647,-2359.6408,-5541.5184,4140.6668,6217.0790,5746.7236,-5265.4154,273.0813,3960.7826,-750.3639,2620.4478,-1745.3792,5396.9383,-6871.8806,63281.2662,55202.8995,65252.1552,65123.1473,65785.1020,64944.1466,57136.5038,59828.5046,330930486.6572,330922627.0229,330938850.7280,330950111.2834,60665.9901,330945927.3434,-5018.1047,5779.5938,-2049.5928,-4767.4743,-3541.6532,2583.6020,3792.1933,-5468.0225,4603.8649,2470.0488,4709.9015,-2145.7499,2262.9442,4681.3818,-3351.7474,3808.7994,4800.5070,-1995.8972,-5132.6255,-955.6990,-3110.1904,-1808.0401,-82.6662,-4159.7571,-689.8529,-4752.8145,4012.0943,-1243.5101,-2586.5921,4816.0388,-509.7525,-1538.0762,4432.9412,4636.7974,4071.2775,2982.6011,1720.4727,-1341.7433,-4638.2441,642.5590,-878.1118,-3497.7518,3705.5598,3344.9510,4508.5774,-5511.4255,-3789.8791,6272.6330,-4651.0228,-3682.3802,-5521.5443,4303.5211,4035.0775,2629.7799,-5443.8936,3520.4793,4662.9786,-5240.0602,-5216.3278,4011.6091,996.3395,-2.0798,3495.5971,-4857.8041,930.6027,-1032.6248,2899.2750,-2068.7710,4861.4852,4716.6510,-3731.2798,-5097.9468,247.4873,-5438.3845,-3478.0243,-5002.8034,120.6973,2821.8729,4901.0072,-1805.6892,4562.3939,3003.5287,-3092.9083,4444.9968,6387.7084,-5457.6940,5046.4140,-3383.8370,-3935.0116,3999.1701,-2440.1068,-1367.5778,4252.1715,4473.9398,2716.1323,-1776.7501,5440.4257,-5519.9045,-4127.7830,-409.4381,162404.3856,161805.7832,164066.0404,166244.1047,168764.4778,159180.0753,155090.7690,164033.3836,-84362106.1345,-84382519.6489,-84392077.8920,-84371890.8051,163221.0389,-84374377.3300,
3600.000,-4575.1822,-4659.2040,-5136.0843,896.8935,1189.6666,-4528.9510,863.1648,6094.7228,-198.9227,-6573.1967,-2955.5342,-3930.7034,-4254.3092,-5982.7880,1824.9921,6239.3877,-3763.2102,-676.5037,-4885.7715,5372.5774,6406.4942,170.2348,-5507.0051,-5537.0161,-5880.3217,4292.8417,3198.3577,1010.6248,4161.4796,-4075.8296,1540.0339,-6242.1945,6323.9017,-5803.8889,1322.0096,6138.9146,-5278.4412,2627.8843,3703.5390,-1395.5809,3690.6191,5025.0299,-2921.3992,-3409.5129,2873.6182,-3567.0186,-192.2713,-5670.3897,5036.1219,6640.1789,5283.1259,-4659.4543,-1331.6134,-3020.1194,4921.7755,1832.3438,517.5295,-1500.2322,4809.5993,-5127.3063,5021.5076,-331.8653,-2620.9562,3336.5559,-3684.4986,-4815.1954,4153.2096,3663.1126,463.2037,-6200.3805,-6373.5591,-2554.6387,-749.7658,2176.3815,1265.0004,-4526.2031,5271.1621,-4637.7045,1000.9494,6155.1876,-2840.1011,-441.4471,-6721.2362,-190.3896,5291.3416,2588.9232,1004.1441,-4672.9993,2889.9978,-4154.9078,-3315.3914,1886.1737,-1619.8580,3722.6531,-1012.1091,6339.4079,-185.1705,-1678.4226,-4489.6545,2922.8337,312753.6739,295084.6474,316544.8386,315149.7122,306593.1710,308937.2947,310335.2255,310048.5897,-161648557.3833,-161687470.1336,-161658877.5119,-161645906.6857,311727.7578,-161653235.5669,1421.7322,-4936.8624,1243.4716,4353.1399,-6774.9288,4913.9769,-6757.8511,-314.4461,-5685.3007,-826.6343,5463.0799,-5476.9809,2994.5285,2065.6680,6621.7153,2854.0690,2523.5715,-5174.2791,-662.2328,2737.0598,1953.6156,5137.4130,-497.8282,-3959.5055,-2232.3106,-1930.7101,4103.8261,-6412.1978,966.1165,-1921.3272,5626.4865,939.2342,-2353.3961,-2734.8535,-5056.1285,-2870.5947,1025.2560,3972.3616,-4369.9072,5852.9101,4690.5937,-691.0458,-4220.5046,-6037.3455,-6162.7632,-4234.3043,5118.5646,2429.5270,-3021.6097,282.0066,-2757.0039,-5071.4107,3939.2671,-4001.7834,3654.3881,-3671.2512,-4355.4061,-4649.3063,-698.1488,-881.6016,432.2069,-5608.2568,3216.8512,3426.3869,-2727.3462,1686.8521,-5329.1244,2289.9912,-4987.4735,335.3734,2596.0743,-4042.3737,6025.6122,4809.8878,-1425.5551,-1545.5836,-321.9727,4860.2402,-4443.3990,1791.7214,3334.2743,4999.1282,860.6802,4327.5496,2680.1474,5311.3843,-4775.4864,4608.5924,6146.3991,42.5645,-5723.4809,-5946.2520,6739.4093,-4066.0793,-2543.6699,-853.0845,-5736.8845,5346.0836,-2711.5812,5109.7162,140071.2394,133550.6439,146102.5732,145593.4941,147879.9433,146209.6954,140072.9457,143256.8092,299300279.9102,299283528.5669,299307436.3245,299325504.7364,142762.6864,299316387.0041,4874.2863,-1477.4081,4477.4081,5254.8026,-690.9930,1380.1636,-267.0804,3174.7513,-3966.0645,1929.9244,-3071.6383,-1576.7955,-4565.3846,-2827.5609,-894.7440,-487.3158,-5175.7116,4488.0878,4736.6250,-3365.2881,-1450.4800,4471.0933,4112.9210,-222.0493,-2905.2015,4828.7028,-4579.8919,-2429.7986,5353.6079,-5227.1405,-3701.4545,-2829.2545,-43.1127,-2587.7467,-4563.0298,1343.1977,-4370.2139,4915.9398,3904.0209,3194.8591,-3455.2384,4706.6428,-4462.4233,45.2266,-413.9878,4119.9785,4634.4945,-3227.3685,3592.3234,-1159.7997,3481.8008,-370.9248,-5517.0544,-4645.5199,3019.7519,-5471.7335,-5325.2627,4874.6600,4896.1074,-4584.4940,-4699.0297,4015.8397,-5520.3142,4768.3931,-5228.8620,4654.4601,1436.4257,5241.1683,-4431.7493,-3101.3605,-493.2949,4944.4487,3275.0080,4459.3767,6652.1733,4862.9218,-4332.5198,1562.3027,-5184.1566,-2592.1147,-5277.0884,-4677.1791,-1291.0906,-5301.5615,-3600.3103,3394.5340,-4769.2783,-1553.7467,460.7104,-5529.8933,-1991.4396,-2985.3420,470.2855,-4208.0373,-6393.1794,-2623.2944,-3691.3189,4046.9614,4521.9569,3653.1629,163964.7125,161964.9752,165409.2911,164265.6414,169855.3092,162843.0052,154472.0599,163185.8731,-84297374.9290,-84319536.2432,-84327737.7226,-84302329.7136,163573.5443,-84309039.2633,
7200.000,4837.8578,2173.1751,2911.8040,-4443.7512,890.6064,820.8998,1951.1855,-6424.4959,3127.2708,4333.9768,895.1739,4880.0987,980.9168,5329.9613,-3046.2347,-6098.3029,2827.5968,4536.9912,6473.7218,-4035.6465,-4639.2003,-4493.4000,2929.3888,5056.8414,4882.9533,-3939.0464,-6165.7446,2144.2210,-3824.4521,6495.2774,-3580.0863,3155.9513,-3561.3190,6804.6950,1985.3933,-3256.4028,3007.4284,-4653.1958,-1902.1484,-2768.3031,-4090.4636,-4350.5281,6265.2286,4710.9739,-406.1768,5850.2008,-3516.7134,6148.5846,-3923.6879,-3926.3572,-5027.6330,4949.7689,-2392.6158,5985.4747,-6253.4282,2162.6888,2858.8469,4500.6661,-5690.5189,5989.0916,-2749.2530,3271.8921,-915.5248,-6418.1208,2061.7998,1216.3097,-1148.9809,-4586.2005,2575.3785,6342.5780,3982.4873,5711.8094,-2847.1787,-4787.4733,1041.5122,6665.5450,-2008.1438,1477.7892,1899.3922,-4219.3926,714.6718,-3779.4077,4228.4183,-3515.3110,-6157.3421,-4663.0147,1677.9147,708.3228,-4630.2763,4301.6388,3912.9842,1355.9483,705.7931,-1789.4610,-1909.3191,-3335.9349,2406.9442,25.7035,6580.7203,-4842.2539,271780.4149,252178.6852,271372.8145,267678.1518,260589.2892,266041.3636,264025.6093,267755.2111,-233665123.6297,-233694173.3206,-233668466.4767,-233669287.6395,265977.1738,-233669606.5654,-4680.3943,5445.1467,-4685.7413,-4736.2173,5199.6764,-5214.0178,5530.6692,2151.1146,6120.3503,-1659.6801,-6854.0268,2347.7684,-5552.0788,-4364.3009,-4224.4675,-152.5245,-5927.4871,3270.6215,-2008.6787,1017.9290,871.7276,-3481.8502,-2970.4103,1125.8241,-1417.8599,5423.9354,-2128.5508,4710.3661,3628.9880,-623.9963,-2064.6615,-2942.1545,3670.4465,579.4095,6238.1387,3701.5165,-4498.2082,297.2363,6618.0588,-4174.0983,-636.1502,4454.9754,2010.6821,3767.8972,5486.4344,3672.0524,-5369.1371,-2776.5813,5657.3241,2279.1045,4676.8423,2899.3722,-5477.4089,714.3549,-2257.5034,5510.1018,5753.9147,5042.7588,3627.4870,-2571.5201,3464.2105,2589.2010,-5562.9459,-2003.0556,-1474.0672,-4184.7497,4751.7618,2524.5840,6164.2580,-2788.4249,-3545.0602,3531.9547,-4176.4788,-4942.6049,-3562.2943,-950.1901,3783.6506,-4567.2612,6293.2473,1218.5838,-6432.6492,-4839.4181,-2543.1939,-5389.4208,-2867.5506,-4822.1761,6550.7563,-4312.4138,-3692.6271,-4068.9119,2458.1959,4043.0150,-4819.6834,6554.8667,-2074.7119,2835.5203,6328.2567,-6918.7018,-51.2823,-1610.4560,215306.5439,203430.8732,217421.2102,214811.8069,220583.3595,216482.5606,213611.6620,215598.5831,247241244.4581,247218321.9285,247251015.9103,247267819.3663,215641.8361,247258307.6144,-1234.8118,-3729.4235,-4202.9264,-2310.6246,4458.0008,-4335.0846,-3483.1761,1211.7621,901.6500,-5112.9103,-470.8700,4300.7393,3999.9797,-769.7511,4560.6453,-3183.0538,2023.6754,-4027.8410,-958.1043,5496.2480,4956.4202,-3772.7789,-5498.0534,4410.1221,4692.1754,-817.1512,2328.1814,4596.7285,-4390.6804,2224.3237,5522.0960,5393.2596,-4405.7302,-1103.6269,2281.2236,-4847.1466,4313.4309,-5024.0847,-835.7170,-4632.7880,5501.8831,-3038.0882,1698.7474,-3427.3243,-4021.6013,-133.4129,-2575.4331,-1701.0664,-163.1663,4979.9179,748.1905,-3832.2411,3444.5934,3199.7567,1585.9045,3412.0351,2489.3803,-1443.5080,-1478.6465,2349.2945,5269.8102,-5513.8128,3969.9119,-718.7267,6462.1898,-5372.1330,-4885.8398,-4343.3173,-226.3674,-393.3730,4369.6506,-1531.9775,-4707.0294,-718.0387,-5859.6541,-1146.6792,5306.7967,-4958.8262,2075.0646,5328.1115,2244.0248,3042.4580,4810.8089,2322.4034,-1386.9569,1210.4749,886.1443,5124.5155,3348.5289,3556.5574,5122.0565,5430.8982,-4954.7712,1370.5746,6344.8370,5337.8673,-847.8678,-76.5744,-2179.4046,-4698.7135,165560.1805,162123.2725,166244.9302,162304.5140,170476.0259,166244.9908,154496.3281,164130.9772,-84233368.9991,-84256471.9444,-84262319.0376,-84234241.9399,163910.4136,-84243671.0647,
