sl_100_86400_20280424 Coordinates.csv
2028/04/24 07:47:00.0000 UTC

Generated: Tue Oct  8 21:43:59 2024,
Start: 2028/04/24 07:47:00.00, Stop: 2028/04/25 07:47:00.00,
TIME_UNITS,STARLINK-30495 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-6271 - X-Coordinate,STARLINK-5525 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-3743 - X-Coordinate,STARLINK-4389 - X-Coordinate,STARLINK-30551 - X-Coordinate,STARLINK-5852 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-30108 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-31161 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-31803 - X-Coordinate,STARLINK-5869 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-5106 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-30437 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-30203 - X-Coordinate,STARLINK-5295 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-5093 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-1302 - X-Coordinate,STARLINK-11095 [DTC] - X-Coordinate,STARLINK-6116 - X-Coordinate,STARLINK-5226 - X-Coordinate,STARLINK-1015 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-4453 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-2369 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-4672 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-30562 - X-Coordinate,STARLINK-31779 - X-Coordinate,STARLINK-3193 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30820 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-1227 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-2667 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-6300 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-5608 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-2705 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-1748 - X-Coordinate,STARLINK-5929 - X-Coordinate,STARLINK-30170 - X-Coordinate,STARLINK-11197 [DTC] - X-Coordinate,STARLINK-1492 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-3597 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30495 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-6271 - Y-Coordinate,STARLINK-5525 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-3743 - Y-Coordinate,STARLINK-4389 - Y-Coordinate,STARLINK-30551 - Y-Coordinate,STARLINK-5852 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-30108 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-31161 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-31803 - Y-Coordinate,STARLINK-5869 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-5106 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-30437 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-30203 - Y-Coordinate,STARLINK-5295 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-5093 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-1302 - Y-Coordinate,STARLINK-11095 [DTC] - Y-Coordinate,STARLINK-6116 - Y-Coordinate,STARLINK-5226 - Y-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-4453 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-2369 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-4672 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-30562 - Y-Coordinate,STARLINK-31779 - Y-Coordinate,STARLINK-3193 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30820 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-1227 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-2667 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-6300 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-5608 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-2705 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-1748 - Y-Coordinate,STARLINK-5929 - Y-Coordinate,STARLINK-30170 - Y-Coordinate,STARLINK-11197 [DTC] - Y-Coordinate,STARLINK-1492 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30495 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-6271 - Z-Coordinate,STARLINK-5525 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-3743 - Z-Coordinate,STARLINK-4389 - Z-Coordinate,STARLINK-30551 - Z-Coordinate,STARLINK-5852 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-30108 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-31161 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-31803 - Z-Coordinate,STARLINK-5869 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-5106 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-30437 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-30203 - Z-Coordinate,STARLINK-5295 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-5093 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-1302 - Z-Coordinate,STARLINK-11095 [DTC] - Z-Coordinate,STARLINK-6116 - Z-Coordinate,STARLINK-5226 - Z-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-4453 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-2369 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-4672 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-30562 - Z-Coordinate,STARLINK-31779 - Z-Coordinate,STARLINK-3193 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30820 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-1227 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-2667 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-6300 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-5608 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-2705 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-1748 - Z-Coordinate,STARLINK-5929 - Z-Coordinate,STARLINK-30170 - Z-Coordinate,STARLINK-11197 [DTC] - Z-Coordinate,STARLINK-1492 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3993.7985,-4209.7376,-4312.1984,159.0404,957.0267,5869.3940,920.3274,-5907.6626,-576.0862,-6179.0399,-3056.8114,-5880.0401,-3670.8255,334.7732,5774.0459,-4099.1048,-4979.5862,-4204.5299,404.6782,-4680.4577,-4435.5732,3194.4549,-526.1625,3421.7955,-4690.2880,-597.0241,4343.3554,-6067.5550,5594.9730,2907.9187,-3643.6131,3872.6258,344.9633,-3738.8708,-6913.1640,-1296.7266,3752.6372,-1298.9937,1590.5846,1257.4843,-1694.9782,-2324.9604,-5544.7308,4065.2801,1309.6622,4602.1193,4900.5959,2747.8566,989.7570,5023.7563,6090.8962,3012.2737,-1512.4064,-5251.8116,3611.4902,1450.0271,-3909.4118,4558.7378,-5892.0271,-3851.7596,-841.0006,4875.4485,2634.9749,-1612.4961,-23.0760,-3705.8087,861.1905,-4420.2414,-3960.4796,-2410.3461,883.4955,1783.6323,6508.6641,2091.5510,2038.8626,2526.9894,1507.7034,-4008.5553,-6879.8970,4449.9846,748.9535,-2913.3915,2112.8545,619.8449,-5110.3554,5516.5930,-3717.5806,-990.8347,-2112.9441,-2275.7680,0.0000,0.0000,-4730.4809,6230.9609,-1797.1582,0.0000,0.0000,-3775.5373,5077.1811,-4064.0904,-225593.5256,-208572.4176,-219667.3668,-219994.3274,-222600.6106,-221272.7559,-213365.0852,-215439.3124,-198951727.1903,-198974298.9474,-198964038.3260,-198968425.8686,-216492.2253,-198967967.5123,-5025.3100,1028.5390,3601.9425,-6380.7676,5257.7243,573.1150,-4754.6450,38.2953,-6232.8291,-3145.1672,-3275.2487,-3676.0936,-3051.4256,-6703.0108,1847.2088,-3734.0139,2890.5288,1964.4889,834.7782,-1772.1247,-3020.4000,-2799.0997,-6235.0668,4814.9064,3747.6609,5794.9597,-4262.8043,3168.4953,-46.8413,2777.1890,5721.7843,-1592.1317,-6510.5848,3993.7039,345.8068,-3939.4206,-3529.1565,-2162.8978,5741.1977,-275.4619,-6210.0867,-4826.8979,-2110.0648,164.0259,-6820.9457,4086.3297,-763.4788,-4557.1513,1288.0065,-3922.0797,-1712.7999,3582.8369,-6483.9378,-1207.6505,-3455.3633,-4025.6827,4524.6120,-667.6682,3424.8511,1644.0888,6879.1019,-3307.5634,-3256.3825,2236.7183,2900.7801,-3667.1950,-6370.6202,196.0530,-4897.4543,-6481.1059,-4984.2059,-6450.4655,333.1142,3844.6051,3761.0166,4566.3835,-5232.3664,802.6695,-545.1404,-3359.7227,5471.5241,4771.2638,-3880.7510,4108.3151,2899.7830,1852.7347,5194.4145,4123.9245,-2401.1841,3742.7605,0.0000,0.0000,-2704.0329,1420.0237,5737.2322,0.0000,0.0000,-3118.5508,3961.0322,-4029.9223,327804.5887,300595.3843,318473.8937,317968.3942,309768.9188,311270.9950,311336.5492,314732.9998,293827767.2606,293839951.7835,293810539.7086,293838840.2093,313321.2552,293825969.5038,2573.4251,5343.6871,-4095.5142,-2739.4360,4242.8435,3653.2294,-4995.1075,-3635.6300,-2989.6419,-29.1139,-5043.3241,-261.5670,4967.7312,1758.0965,-3368.6936,4174.4152,-3649.5984,-5094.5125,6858.5724,4733.6316,4228.5680,5433.8493,2661.3003,3423.9936,3405.3478,3726.4393,-2901.7747,-989.2650,4046.3336,-5340.4122,1411.3905,-5403.0295,-2087.0060,-4039.5196,191.6652,5520.4319,4610.1800,6458.2497,3302.3822,-6829.7179,2668.5292,4352.4065,3568.5911,5337.9635,-599.5809,3134.6690,-4834.1331,4362.2292,6718.8276,2509.6208,2775.8603,4997.5516,-1835.1904,-4341.7148,4653.1783,-5447.1810,3276.6135,-5128.7620,1294.5570,5497.0782,-55.7268,3270.3945,5489.6593,6360.9960,-6323.9116,-4244.3428,-1687.3907,-5223.0927,2600.5264,-409.6325,4713.4025,-1810.0833,1825.7030,-5314.9362,-5349.8485,-4308.5550,-4253.4187,5446.5635,767.0961,4058.3910,4182.6651,-4105.1673,5258.4430,-5489.0847,-3675.8186,3687.4366,-1782.1568,5106.5676,6145.0113,5329.8842,0.0000,0.0000,-4317.7029,2664.3793,-2843.1019,0.0000,0.0000,-4884.8558,2127.4217,-3845.2806,109298.3205,108366.2806,108319.2926,110037.7990,112865.6215,103469.3951,99055.1981,107392.3858,62794474.5995,62772273.4820,62765380.6825,62783116.6010,107271.4992,62782210.8080,
3600.000,-2165.4331,1856.7184,5115.2211,2155.8641,-4754.9151,-2369.9873,1985.5508,3786.9641,3008.8925,6012.5161,6455.3142,4436.0517,6506.9432,-1713.1498,-6914.1161,5312.1694,874.3240,596.6351,4624.9456,3623.2539,6727.3111,-1219.2093,3755.6949,-5006.3173,712.3376,-3101.8479,-2025.2005,3331.0025,-6095.8040,-5910.7883,1506.1813,-1184.9456,2208.1378,-1090.0062,5209.1405,5170.4004,-1398.9665,4506.1695,-4482.8365,-4094.9124,1797.1903,4131.2453,3914.4492,-3207.1738,890.9410,-4217.5268,-1982.2069,1646.4154,645.9648,-1137.0343,-5845.1134,-6192.3652,3696.8145,6864.1773,-372.1968,2822.4681,-552.8266,-5285.7211,5697.2789,2679.9631,-1544.2210,-3805.3814,144.6963,638.9413,-3998.6651,4063.1814,2502.7383,5283.4502,5941.6755,4104.0127,3063.3223,1283.3082,-4020.2959,-5694.8034,-5271.2024,-5519.0746,318.8584,2757.6210,4672.3921,-258.3542,-3857.3152,-1162.9416,450.3172,-4810.3258,1590.7526,-3686.3792,1031.5246,-3012.0938,2981.5281,-163.2526,0.0000,0.0000,2299.8025,-6810.6796,-2616.9958,0.0000,0.0000,6511.7770,-4266.4655,4121.8363,-300394.2347,-276731.3783,-289544.1010,-289703.6298,-294023.7374,-291657.0885,-285549.7134,-288525.5530,-268257417.3055,-268283789.0317,-268266397.1361,-268280796.6535,-287837.1155,-268274181.0896,6480.6003,-4835.3010,-4652.1665,6546.0913,-2605.4518,1226.8139,1400.7133,-3401.5341,6221.7004,565.3851,1473.6520,2309.6594,1635.7021,3091.4485,488.4982,4438.2237,-5021.1608,-4738.0925,-2043.3550,-2580.7595,320.7132,6081.7033,3275.4634,-625.9139,-4121.3875,-4068.2057,6304.1786,-4522.5931,3095.2496,1225.6523,-6378.7852,5385.9013,3833.1754,-4038.0056,-1945.3833,2881.4064,6312.7674,-1032.4100,-5108.7973,-3733.9556,2927.4469,902.0030,-1481.9857,4803.9466,6296.2945,-250.9139,4002.1782,3913.4723,-5805.7337,4139.2567,3342.5384,-2509.7623,3791.1651,-717.6814,6219.6265,4436.5750,-4987.5325,3981.8854,-854.6470,-5385.2428,-5820.0535,5315.0247,6034.2466,-5955.3189,-611.1437,-1631.1690,3276.0331,-3822.4732,3033.7068,4628.2829,5217.0995,5202.3812,3066.8508,-2999.3650,-404.3326,-645.1232,6893.8438,-5152.3178,-134.1886,4152.8056,-5602.2313,-5101.0296,6470.4484,-2829.0623,-4841.1903,1903.6132,-5525.3187,-5791.0265,-2227.6942,-6404.3023,0.0000,0.0000,-724.2653,834.7412,-3012.4136,0.0000,0.0000,1823.1598,40.2066,-215.7469,259086.4006,236868.9905,254199.9613,252505.8720,244757.5516,246681.5965,246633.5836,246965.2720,232258200.3679,232270573.2492,232247758.7896,232267779.3562,248638.9740,232257173.0509,1082.9605,-4546.8924,-716.2798,-837.9184,-4154.7868,-6417.4866,6500.7652,4696.9479,-557.3842,3397.6500,1261.2281,4796.7996,-1599.2294,-5978.0348,-50.8716,559.9782,4514.4509,4951.8003,-4749.0631,-5274.4073,-1189.5393,-3041.4192,-4635.9227,-4612.1713,-5503.7017,-4666.8301,-1306.1377,4024.1035,-1015.7089,2854.2134,2245.7546,4021.3854,5214.7388,5348.0073,-4134.8185,-3576.0789,-2474.1265,-5189.3959,503.9811,4174.7012,-6075.3360,-5469.1256,-5527.3618,-3440.1108,-2861.4537,-5475.5691,5276.4751,-5428.6043,-3717.5693,-5347.8255,1554.3708,-1536.1120,4421.3492,470.8859,-2810.6067,4493.3780,-4625.1917,1913.5811,3860.7589,-3425.2429,3422.9083,1647.4255,-3378.2845,-3519.3138,5641.5910,5086.1708,5200.9287,2056.9711,1395.7823,-3121.9263,-3374.3226,4386.6122,-4507.4131,2427.1025,4339.1706,3847.9234,291.0953,-3519.1669,-5146.1898,-5512.7605,-1354.8105,4536.9729,-2293.4153,4014.9041,4682.3088,-5512.7448,-3521.6873,-1255.6263,-5862.7480,-2584.4469,0.0000,0.0000,6502.5305,947.4650,5306.3537,0.0000,0.0000,1433.2531,-5279.3343,5508.4640,110173.4830,109349.3233,110444.6226,108894.8566,114739.7354,108034.0197,99341.4901,108725.4660,62866584.7579,62851627.5238,62836720.9532,62860158.6123,108472.1372,62854952.8735,
7200.000,-786.4519,68.5083,-3186.6356,-3854.0468,6752.0312,-1108.2311,-5396.5514,-1252.2471,-4408.9717,-4171.7384,-5641.7386,-1957.8985,-6288.5255,-184.8313,5424.9906,-3972.2738,3065.2974,2167.2986,-6925.3653,-2479.2882,-5859.5498,-418.7478,-6079.6152,5378.3077,3535.2467,6103.6701,-1845.4453,793.1293,4293.9578,5208.8266,1705.6088,-893.7549,-5054.7410,5231.2597,-1532.1362,-6695.1477,-898.7676,-6504.7204,5258.2130,3000.5456,-3059.5363,-5557.8791,-2065.6820,1364.5617,-3417.8021,3570.9555,-498.9936,-5437.8415,-3172.7485,-3493.9118,2811.2425,6118.6731,-5494.7515,-5448.7909,-2352.4866,-5430.0746,4698.1943,3988.3328,-1232.3149,-1341.7906,4177.9844,-125.8118,-1962.3364,-530.8786,6732.0989,-3468.4844,-5520.9313,-3895.9869,-5212.7010,-4989.3341,-5494.5408,-4642.2019,60.5552,6392.7210,6549.5411,6163.8889,-1884.2805,-1121.1691,-755.3803,-3731.5095,5286.4292,4618.5337,-2132.2306,6719.7526,1966.8952,1636.3239,3463.2480,4322.7585,-4245.6676,1803.1597,0.0000,0.0000,-703.3742,4775.0523,6177.3281,0.0000,0.0000,-6271.6252,2560.8917,-3974.5683,-354917.9610,-326469.6296,-340614.9944,-339119.2268,-346665.8479,-341044.4803,-339029.7487,-340360.4796,-319249086.2194,-319278315.3912,-319258483.5086,-319276148.0091,-340590.4483,-319266748.9687,-5533.9688,6849.6003,3518.7476,-4255.5873,-292.2387,-4246.0865,967.6015,6161.2948,-3813.6286,2894.6761,818.9677,1386.0740,72.7233,2046.2935,-2622.7097,-2723.4167,5766.1738,6351.0436,155.2916,5983.0820,2230.0593,-6766.1612,578.0240,-3467.6214,4300.6392,1830.6421,-4786.3516,5154.0049,-4708.5752,-3465.8314,4943.3134,-6765.4484,-57.3564,3558.8567,3890.0185,-1602.5174,-6752.6531,2287.0748,1813.8005,6198.2620,1455.3560,2682.9401,5186.4790,-6391.0997,-3849.4667,-4011.2040,-6445.4117,-3083.8868,5942.2994,-3929.5939,-3948.7059,611.2454,53.8722,2154.7323,-6318.9747,-4220.5825,4271.9793,-5009.7844,-938.8086,6741.4808,2885.6503,-4334.5847,-6571.9454,6774.8994,-155.6898,5589.5606,1261.2881,4997.0544,663.9437,-877.7617,-4211.7422,-2820.3942,-5816.4856,1479.4004,-1980.8598,-2779.6342,-5422.9043,6637.4802,2383.4692,-4697.3164,3847.0968,4667.5922,-6139.0594,1467.1440,6010.4246,-5562.4107,2283.8405,3219.3428,5086.2011,6411.8108,0.0000,0.0000,4857.5630,-3040.7108,-466.2968,0.0000,0.0000,-171.2919,-4686.5248,4350.1838,173821.9869,158428.4067,173896.2797,169343.8958,164042.3267,168786.0481,165787.2697,169901.0105,154841337.1118,154851464.4759,154838297.2215,154844932.9859,168228.9684,154840694.0060,-4084.1054,721.4808,5062.5525,3893.5443,968.1611,5370.2579,-4279.9172,-2930.9381,3744.0307,-4728.0247,3587.3973,-6516.8978,-2838.2096,6616.9671,3417.2591,-5013.8292,-1953.5443,-1554.3986,-260.2553,2360.0829,-2735.7532,-1324.1607,2988.6705,2384.6119,4079.4158,2690.0100,4380.3503,-4547.7186,-2679.6486,2335.0488,-4554.7010,297.1239,-4620.9749,-2489.9544,5509.3393,-646.2626,-1223.3243,832.2128,-3944.5058,886.9262,6083.7360,3098.9080,4094.1654,-1573.5435,4687.0130,4342.0740,-2479.2157,2883.3671,-1608.7814,4385.3039,-4935.2547,-3036.7777,-4186.2066,3665.4815,-1111.2911,-789.5535,2488.5332,2534.3305,-6769.4585,-804.9601,-4723.3219,-5171.0212,-884.5508,-1441.6014,-1729.4711,-1374.1498,-3481.3244,2573.4701,-4346.2208,4712.5860,-69.9596,-4312.4552,3455.2846,2061.0587,-243.1565,-193.8671,3829.0534,-1088.5290,6468.1027,3406.4658,-2315.1766,-2230.4042,-2248.1679,130.4884,-2835.7571,3721.6683,5161.4422,-3893.8100,2055.5971,-1836.9379,0.0000,0.0000,-4922.1147,-3999.1883,-2418.1835,0.0000,0.0000,2893.3460,4173.9205,-3578.2863,111015.1765,110309.9772,112032.2437,108041.3272,116155.7791,112013.8209,100272.8398,109162.5807,62937919.1036,62931315.5332,62908998.4423,62936023.5440,109663.6876,62927672.4324,
