sl_5_5400_20281027 Coordinates.csv
2028/10/27 07:47:00.0000 UTC

Generated: Tue Oct  8 21:10:48 2024,
Start: 2028/10/27 07:47:00.00, Stop: 2028/10/27 09:17:00.00,
TIME_UNITS,STARLINK-3262 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-3218 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-31434 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-3218 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-3218 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4633.9956,-5618.8356,-5037.9737,1044.8537,5003.1682,395854.1651,390617.0777,399695.1324,400986.1697,403501.9611,401937.7222,394272.9116,397991.1279,-267508465.9027,-267522096.8908,-267511655.0112,-267514710.2029,397380.9887,-267508934.4606,1856.9256,-3136.1452,-4033.5153,6406.6755,-4155.1660,17621.2771,45220.5819,22739.3367,23797.4098,31991.7857,30703.6931,30134.2975,29755.5730,7000931.0308,7020359.7383,6967214.7744,6977520.9778,28228.5113,6980954.9823,-4782.7176,1999.7775,-2476.1212,2411.7930,-1862.7111,-61011.6089,-63971.7333,-62486.0574,-61827.6674,-58313.6720,-67206.9849,-72379.1830,-63298.6012,58075473.5456,58056912.0039,58074558.3308,58071689.1584,-63983.6483,58079730.1300,
300.000,-4579.1534,-5495.7344,-6073.5113,2515.2974,3545.0224,395521.2540,389626.1878,398909.7179,400211.9573,402855.7722,401227.6387,393677.5517,397292.9792,-267593926.8841,-267608255.4813,-267596547.4637,-267599962.6758,396718.8741,-267594312.9279,3700.6851,-1575.9977,-3213.9539,5356.3375,-4614.0202,25850.5627,53571.6702,31134.5129,32272.2820,40444.9120,39139.7586,38555.2834,37916.8383,1156441.7636,1175507.1970,1122554.3093,1132360.7341,36651.6449,1136517.5857,-3623.4101,3562.0425,-739.2816,3593.2661,-3453.5772,-60867.7675,-63879.5970,-62290.9193,-61887.7987,-58138.2208,-66833.2124,-72355.4899,-62767.5545,58071233.0533,58052761.6186,58071078.3100,58067708.4890,-63869.0622,58075734.0170,
600.000,-4106.2041,-4809.8064,-6499.6016,3774.6737,1692.1736,395017.7631,388457.1465,397943.7703,399251.1794,402029.1584,400331.2125,392903.9059,396385.0779,-267551715.0451,-267566731.2352,-267553758.8214,-267557498.1584,395878.1794,-267552020.9214,5159.6358,184.0790,-2081.2934,3794.5271,-4618.4874,34077.2274,61899.9114,39516.7575,40733.8401,48883.0108,47554.1508,46963.6753,45961.6964,-4688449.5919,-4669761.0192,-4722474.0837,-4713180.8081,45059.4195,-4708318.8657,-2073.4021,4709.6781,1077.4572,4388.8834,-4647.4709,-60724.8147,-63787.4239,-62098.7498,-61952.0593,-57965.9669,-66453.1722,-72326.9732,-62323.0979,58066994.6430,58048612.1141,58067603.7721,58063753.3967,-63754.4401,58071737.9509,
900.000,-3245.2211,-3645.4936,-6281.6470,4707.7840,-363.0596,394343.5316,387110.4958,396797.7159,398103.6489,401022.5226,399248.3383,391952.1684,395276.4251,-267381853.5570,-267397547.0704,-267383314.0875,-267387342.0981,394859.2578,-267382081.7404,6094.3227,1963.3652,-729.5538,1876.1484,-4182.0365,42297.6602,70201.5200,47882.2362,49178.6681,57302.2532,55942.2499,55355.7154,53912.7328,-10530954.3614,-10512655.9855,-10565081.1439,-10556311.9244,53448.0481,-10550765.8015,-299.4968,5309.4290,2777.6015,4713.3332,-5308.0564,-60582.7226,-63695.2128,-61909.6968,-62020.4131,-57796.8823,-66066.9132,-72293.6742,-61992.3964,58062758.4243,58044463.4984,58064134.1463,58059822.5334,-63639.7822,58067741.9315,
1200.000,-2063.3189,-2134.2663,-5450.0455,5226.6750,-2404.5372,393498.4811,385586.8580,395472.0663,396769.2095,399836.3452,397978.9393,390822.6168,393976.8260,-267084426.4955,-267100786.8148,-267085299.2094,-267089580.9601,393662.5427,-267084579.5845,6419.2404,3574.4014,723.5536,-210.4550,-3359.0735,50508.2423,78472.7236,56227.1222,57603.4322,65698.8176,64299.3626,63727.6457,61799.6653,-16368285.0732,-16350389.9765,-16402478.9279,-16394242.3894,61813.7517,-16388035.8595,1506.7655,5291.7924,4177.1964,4531.8305,-5360.1833,-60441.4652,-63602.9620,-61723.9018,-62092.7932,-57630.9405,-65674.5297,-72255.6319,-61793.5921,58058524.5057,58040315.7797,58060668.8425,58055914.5951,-63525.0885,58063745.9590,
1500.000,-660.0880,-439.5010,-4095.9542,5278.8398,-4214.7913,392482.6166,383886.9353,393967.4178,395247.7315,398471.1847,396522.9570,389515.6112,392495.8753,-266659578.7991,-266676595.1645,-266659861.0300,-266664362.1640,392288.5475,-266659659.5112,6110.9908,4842.6900,2146.7777,-2262.1124,-2237.9843,58705.3495,86709.7641,64547.5993,66004.8982,74068.8925,72620.7127,72075.7095,69656.4427,-22197656.7883,-22180177.7953,-22231882.1436,-22224184.7899,70152.7612,-22217344.2155,3149.9955,4658.8026,5124.9817,3863.7666,-4797.9264,-60301.0176,-63510.6702,-61541.5005,-62169.0914,-57468.1164,-65276.1766,-72212.8831,-61733.8587,58054292.9950,58036168.9662,58057207.2539,58052028.3249,-63410.3591,58059750.0332,
1800.000,840.5355,1261.1773,-2360.8138,4852.6257,-5597.8124,391296.0250,382011.5092,392284.4512,393539.1090,396927.6773,394880.3399,388031.5944,390842.0360,-266107516.1992,-266125177.6133,-266107207.2091,-266111893.9933,390737.8658,-266107527.3656,5209.7194,5625.6049,3407.1180,-4080.6527,-931.7658,66885.3539,94908.8996,72839.8627,74379.9515,82408.6771,80901.4320,80396.1536,77517.7365,-28016288.4293,-27999238.1030,-28050509.4826,-28043355.8369,78461.3188,-28035909.9117,4452.4451,3483.8090,5518.6983,2780.7050,-3685.2142,-60161.3561,-63418.3358,-61362.6216,-62249.1451,-57308.3867,-64872.0884,-72165.4623,-61808.5965,58050063.9985,58032023.0661,58053748.7588,58048162.5138,-63295.5940,58055754.1543,
2100.000,2301.1706,2794.4432,-421.1667,3979.2926,-6400.2410,389938.8763,379961.4403,390423.9314,391643.2571,395206.5370,393051.0296,386371.0917,389021.9437,-265428505.1200,-265446800.3535,-265427606.1151,-265432445.4795,389011.1707,-265428449.6807,3813.7558,5828.7322,4382.1299,-5492.1947,432.9475,75044.6259,103066.4062,81100.1218,82725.6222,90714.3839,89136.5483,88685.2302,85415.3098,-33821404.1071,-33804794.7452,-33855584.9489,-33848977.6778,86735.6801,-33840957.1837,5273.4191,1903.2578,5315.8869,1398.8629,-2149.0163,-60022.4585,-63325.9575,-61187.3873,-62332.7200,-57151.7292,-64462.6056,-72113.4020,-62001.9217,58045837.6218,58027878.0878,58050292.7229,58044316.0015,-63180.7932,58051758.3222,
2400.000,3583.5218,4009.0232,1529.4512,2731.2806,-6528.8898,388411.4220,377737.6680,388386.7065,389560.1124,393308.5554,391034.9452,384534.7108,387040.0331,-264622872.5505,-264641790.1472,-264621386.6887,-264626346.2597,387109.2146,-264622753.5484,2068.4093,5417.7434,4971.7334,-6364.0735,1727.7294,83179.5359,111178.5796,89324.6016,91039.1145,98982.2400,97320.9743,96939.1988,93374.7768,-39610234.4455,-39594078.0770,-39644339.1862,-39638279.2062,94972.1152,-39629716.7843,5524.3650,101.0664,4538.3180,-133.3012,-365.4336,-59884.3034,-63233.5338,-61015.9127,-62419.4863,-56998.1233,-64048.2092,-72056.7325,-62288.3630,58041613.9692,58023734.0395,58046838.5024,58040487.6753,-63065.9570,58047762.5370,
