sl_20_5400_20280902 Coordinates.csv
2028/09/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:17 2024,
Start: 2028/09/02 07:47:00.00, Stop: 2028/09/02 09:17:00.00,
TIME_UNITS,STARLINK-4513 - X-Coordinate,STARLINK-31013 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-32019 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-2580 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-31013 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-32019 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-31013 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-32019 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-5849.9086,3857.0647,-2032.2988,-892.2908,766.3196,-2125.3914,1485.7421,-3903.8833,6037.6774,0.0000,-2184.9152,3416.7978,-2992.9553,-5359.8239,3273.4328,1029.7967,-2231.9673,-244.1005,217.4501,1866.2013,332433.0389,336010.6661,324693.6171,326574.5696,335230.5607,332491.1579,328426.3482,328805.3908,-297944011.7309,-297927890.1975,-297917040.2795,-297946301.5792,328342.6464,-297936522.9547,2483.4141,-3368.2518,-6383.3005,-2273.2016,-2988.8387,3974.7919,-6142.3992,-3784.0603,-3102.0119,0.0000,-6410.9918,-4446.1580,-6220.8848,4027.1202,-2370.7278,4258.5012,-6129.0009,4554.2037,-5096.1301,-6226.9672,-226591.1805,-204197.7303,-226190.9132,-225889.9313,-224271.4537,-223483.0659,-218494.3971,-221736.0986,57224012.0803,57252752.2552,57256956.7119,57234985.3948,-221680.7604,57242945.6646,-2721.8392,4684.7079,1682.9870,-6449.4650,6215.1448,5186.3483,2845.7992,4162.1072,-851.5090,0.0000,277.1471,-4000.4675,196.9416,-571.0558,-5341.3908,-5237.9348,1673.8148,4720.5047,4552.7649,2217.0773,-81718.1456,-81243.1232,-78981.3262,-80374.8637,-74880.0532,-81879.4470,-90023.7150,-79290.2129,118566667.4026,118536329.7754,118576877.6468,118565274.4243,-80999.2917,118568346.1492,
3000.000,-4425.8653,2451.8179,-3307.3908,-3011.9366,-523.2460,-631.6752,1615.4792,-5446.3470,4871.5965,0.0000,-3482.7220,2589.7703,-3900.2130,-4457.4984,2006.7493,2806.5581,-3447.4790,1579.5842,-1871.1410,709.5083,337174.9037,340352.6450,329250.9139,331177.3403,339904.4620,337006.4220,333130.9469,333008.2184,-299121312.8976,-299105601.8294,-299094694.2749,-299123447.0065,332991.6890,-299113907.8839,3334.1063,-4934.3181,-5256.9666,-1929.8633,-4507.1009,5312.3603,-4818.8120,-3103.2437,-4211.7205,0.0000,-5528.2174,-5851.3463,-5341.9414,4875.5009,-4127.2358,2995.0361,-5785.5955,5244.6903,-5242.6836,-6818.8772,-219195.3702,-197027.3996,-219096.1382,-218686.6109,-217260.3762,-216423.1199,-211541.5221,-214956.0354,50704932.9191,50733614.1203,50738539.5575,50715429.0313,-214686.9349,50723920.5969,-4135.7281,4220.8979,3018.1068,-5896.8198,5251.3342,4314.6475,4708.3040,2760.8869,-2312.4853,0.0000,1798.6502,-2546.7005,1978.5913,1265.2294,-4878.8462,-5457.5551,-142.7371,3620.5564,3971.2123,454.6759,-81631.8113,-81152.8723,-78814.9605,-80471.4028,-74731.8037,-81461.6062,-89963.9877,-79142.8525,118563835.1253,118533290.4245,118573507.2043,118562523.8601,-80887.3036,118565254.4330,
3300.000,-2559.3022,845.8380,-4287.4796,-4825.3873,-1700.3063,883.4914,1504.4076,-6424.8551,3206.6496,0.0000,-4435.4991,1530.5322,-4437.9198,-3062.0520,571.9254,4333.2729,-4292.3750,3189.0533,-3757.1474,-513.9945,341744.2190,344541.1255,333660.1063,335630.0995,344428.4822,341351.0535,337688.3124,337070.1336,-300155990.1075,-300140683.2402,-300129748.0903,-300157935.8756,337491.7616,-300148670.9577,3900.1477,-6044.4130,-3614.7834,-1465.0967,-5603.1523,6137.3221,-2982.7037,-2135.7052,-4917.7896,0.0000,-4065.5580,-6663.4222,-3919.4929,5206.5528,-5458.0018,1471.9573,-4817.0805,5357.2686,-4896.3845,-6717.7522,-211692.2685,-189765.7322,-211901.5402,-211369.1543,-210150.6493,-209263.8585,-204488.7052,-208076.4656,44161735.2074,44190343.8347,44195991.9987,44171772.7679,-207595.5769,44180773.7685,-5104.1314,3307.5668,4026.4895,-4705.7647,3728.8748,2969.9059,6066.9944,1053.4105,-3516.0872,0.0000,3114.0636,-814.9799,3545.7359,2953.2069,-3839.3490,-5068.2138,-1942.6791,2066.9062,2947.4389,-1357.7784,-81544.0479,-81062.5605,-78652.4961,-80570.0142,-74586.5734,-81040.8002,-89899.6994,-79134.3465,118561003.3308,118530253.9366,118570134.6880,118559777.8587,-80775.2714,118562162.5578,
3600.000,-436.8568,-813.4776,-4886.3737,-6141.4471,-2661.5069,2279.5477,1146.5831,-6742.5174,1208.4214,0.0000,-4956.9988,325.9305,-4569.0839,-1312.8345,-884.5689,5448.4122,-4694.7281,4409.6556,-5252.8513,-1700.7448,346137.4320,348574.2074,337919.1792,339931.6817,348800.5624,345520.7107,342096.2903,341023.4933,-301047551.5050,-301032642.1194,-301021709.3839,-301049277.8066,341840.8174,-301040320.1804,4136.8312,-6586.3975,-1618.6304,-911.0507,-6153.3991,6357.4428,-840.2005,-961.2604,-5161.1100,0.0000,-2172.5377,-6801.5218,-2089.7668,5000.2518,-6209.7992,-156.5043,-3318.5905,4864.4821,-4082.3577,-5936.1162,-204085.7223,-182416.0182,-204610.4011,-203938.9403,-202945.5000,-202008.4949,-197339.0289,-201082.4446,37597538.8867,37626061.5650,37632433.1145,37607138.3111,-200409.8594,37616625.0333,-5523.4653,2041.8228,4599.1060,-3004.4796,1809.3188,1299.4191,6777.1623,-770.9189,-4328.8662,0.0000,4072.7267,1005.8017,4728.5656,4295.0447,-2345.1107,-4113.0077,-3516.4379,254.1368,1595.3278,-3021.0551,-81454.6298,-80972.1867,-78494.0292,-80669.7649,-74444.3467,-80618.4238,-89830.8737,-79257.3265,118558171.9014,118527220.3493,118566760.1724,118557035.7510,-80663.1950,118559070.5236,
3900.000,1729.4868,-2376.6850,-5051.0332,-6820.3222,-3330.4723,3431.6172,571.8716,-6371.8545,-922.9261,0.0000,-5002.6368,-923.0334,-4293.7502,609.1778,-2218.5146,6028.5768,-4628.7932,5115.1141,-6211.6673,-2749.5017,350350.9018,352450.0615,342026.1883,344081.2998,353018.7101,349510.8935,346352.7905,344896.7081,-301795573.4762,-301781054.4045,-301770154.0252,-301797050.7329,346036.8769,-301788431.7944,4025.6922,-6501.7975,534.7397,-302.3835,-6088.2070,5940.8411,1371.0376,320.1671,-4925.6533,0.0000,-44.7965,-6254.1741,-32.0430,4292.3985,-6290.5879,-1730.4399,-1444.2290,3808.1313,-2870.3261,-4556.5306,-196379.7288,-174981.5869,-197226.0472,-196397.2178,-195648.1972,-194660.2376,-190095.6255,-193959.2739,31015473.8760,31043897.4712,31050991.9816,31024657.2487,-193132.9985,31034604.2290,-5348.9665,558.4641,4674.1191,-976.8517,-303.0247,-513.5978,6763.3982,-2509.8602,-4660.9967,0.0000,4564.9805,2716.5076,5399.1484,5133.6964,-572.6135,-2697.9627,-4681.4850,-1590.5126,65.4764,-4352.9145,-81363.2865,-80881.7497,-78339.6482,-80769.3898,-74305.1094,-80196.3632,-89757.5325,-79493.2187,118555340.7194,118524189.7009,118563383.7317,118554296.8880,-80551.0746,118555978.3304,
4200.000,3723.3567,-3705.7718,-4766.0224,-6789.2875,-3663.6600,4241.6569,-156.4557,-5356.9470,-2972.7365,0.0000,-4572.8067,-2109.3420,-3647.2715,2500.4217,-3302.0485,6002.5443,-4115.2467,5240.6334,-6542.8300,-3569.5507,354380.8696,356166.9295,345979.2616,348078.6370,357081.0007,353316.9727,350455.7882,348711.4153,-302399700.8503,-302385564.4829,-302374726.2974,-302400901.0968,350078.0293,-302392650.4816,3575.6192,-5792.4495,2633.2843,324.7668,-5401.0098,4920.5633,3408.3113,1596.7713,-4238.7867,0.0000,2096.4500,-5080.3799,2049.3085,3168.7141,-5681.5518,-3099.7162,609.3196,2296.3462,-1369.0335,-2722.1787,-188578.4661,-167465.8052,-189751.8476,-188745.1410,-188262.0505,-187222.2748,-182761.6757,-186694.3909,24418678.5797,24446990.2144,24454806.1829,24427469.5575,-185768.2518,24437849.6846,-4599.1782,-984.4179,4243.4280,1157.0154,-2383.1308,-2270.3670,6027.1503,-3971.1465,-4475.8525,0.0000,4534.5902,4129.9321,5485.1193,5371.1908,1267.9027,-980.7945,-5303.3201,-3236.1269,-1471.6873,-5208.0641,-81269.6912,-80791.2483,-78189.4335,-80867.1824,-74168.8484,-79777.1562,-89679.6956,-79813.8869,118552509.6666,118521162.0303,118560005.4391,118551560.6386,-80438.9103,118552885.9781,
4500.000,5345.3155,-4686.3497,-4054.9276,-6051.2030,-3652.3287,4646.5085,-948.6665,-3807.6562,-4733.2422,0.0000,-3712.0764,-3128.8956,-2695.6877,4156.4049,-4035.8661,5360.5455,-3216.8517,4788.1097,-6220.0429,-4087.9872,358223.4222,359723.1253,349776.5999,351923.9552,360985.5781,356934.2697,354403.3248,352480.4580,-302859647.0677,-302845885.3611,-302835139.0663,-302860544.0145,353962.4331,-302852689.5323,2822.2939,-4521.0936,4470.6133,933.6265,-4150.4081,3392.0662,5050.4523,2754.3710,-3167.9835,0.0000,4027.5265,-3402.9202,3945.2964,1754.1316,-4440.9395,-4138.2852,2623.6154,492.3114,283.3858,-621.3941,-180686.3354,-159872.0764,-182191.2127,-180983.8539,-180790.4090,-179697.7577,-175340.4067,-179279.0927,17810298.3904,17838485.4597,17847020.3121,17818722.1061,-178318.9171,17829506.7241,-3354.1309,-2422.4991,3353.5228,3164.9017,-4209.8501,-3778.7374,4646.5858,-4993.8695,-3793.8486,0.0000,3985.0265,5091.5944,4977.2575,4979.7927,2957.5785,846.3419,-5310.4268,-4477.4493,-2845.1484,-5493.5952,-81173.4460,-80700.6814,-78043.4577,-80960.8567,-74035.5520,-79364.1958,-89597.3813,-80184.3276,118549678.6251,118518137.3772,118556625.3675,118548826.3874,-80326.7020,118549793.4669,
4800.000,6432.8455,-5237.3191,-2978.6411,-4684.3854,-3320.5458,4622.0695,-1699.4169,-1887.0264,-6024.4206,0.0000,-2504.5726,-3889.3804,-1528.9188,5393.8023,-4358.0714,4157.1790,-2030.6028,3823.1778,-5283.1063,-4255.6771,361874.4478,363117.0355,353416.4776,355618.2139,364730.6556,360358.2227,358193.5097,356206.9295,-303175194.3163,-303161798.8007,-303151173.9173,-303175763.4068,357688.3171,-303168330.9812,1825.9220,-2805.6865,5866.4129,1487.6169,-2454.8349,1503.8600,6122.0472,3686.2541,-1814.3780,0.0000,5545.7121,-1394.9251,5463.3498,198.7979,-2698.6802,-4755.8747,4381.4241,-1403.7567,1932.1437,1531.8397,-172708.0222,-152203.8381,-174547.5922,-173114.6553,-173236.6597,-172089.7892,-167835.0912,-171709.8494,11193484.1899,11221534.3762,11230784.4747,11201567.1546,-170788.3307,11212726.1671,-1747.2822,-3602.9484,2100.5812,4828.2858,-5589.8510,-4874.3855,2768.7565,-5465.8930,-2690.3029,0.0000,2979.0789,5496.6157,3930.4216,4005.1298,4295.4422,2578.4637,-4701.9958,-5160.3673,-3902.5215,-5178.5563,-81074.0616,-80610.0478,-77901.7851,-81047.3807,-73905.2095,-78961.9731,-89510.6059,-80566.0195,118546847.4764,118515115.7818,118553243.5892,118546093.5336,-80214.4499,118546700.7968,
5100.000,6877.1259,-5317.1068,-1630.5031,-2833.7812,-2719.8577,4183.4619,-2301.3965,206.2494,-6712.5243,0.0000,-1065.9727,-4318.3451,-252.4110,6070.9374,-4248.7039,2507.1267,-677.4169,2465.2638,-3832.5888,-4051.6799,365329.5843,366347.1202,356897.2438,359163.1728,368314.5169,363584.6910,361824.5207,359884.3304,-303346193.6340,-303333155.4224,-303322681.2590,-303346412.0988,361253.9811,-303339425.7107,667.1392,-808.0919,6684.4480,1951.3113,-480.6454,-557.3990,6512.8503,4302.5518,-303.6238,0.0000,6490.7371,738.4487,6447.0854,-1337.7687,-642.3446,-4905.6863,5689.7672,-3176.8813,3420.2584,3519.4263,-164648.5838,-144464.5614,-166824.4732,-165139.2887,-165604.2263,-164401.4265,-160249.0459,-163989.0533,4571390.8460,4599292.1348,4609252.7867,4579160.8519,-163179.8660,4590662.8259,48.3458,-4400.7127,620.1939,5966.4881,-6377.9290,-5438.4802,594.3779,-5335.6076,-1287.4513,0.0000,1631.8346,5300.9212,2457.7984,2561.0783,5122.6121,4021.1559,-3548.0086,-5200.4094,-4526.8909,-4297.0834,-80970.9314,-80519.3465,-77764.4719,-81122.7966,-73777.8114,-78576.3397,-89419.3840,-80920.4364,118544016.1025,118512097.2852,118549860.1759,118543361.4883,-80102.1539,118543607.9676,
5400.000,6634.6064,-4926.1061,-128.5035,-694.8608,-1921.7441,3381.6840,-2660.0747,2258.2698,-6724.4030,0.0000,467.3258,-4369.9544,1022.1677,6104.5145,-3729.7765,573.9971,709.7568,872.5825,-2018.5495,-3485.9081,368584.1620,369411.9139,360217.3227,362561.4316,371735.5168,366610.4598,365294.6049,363497.6865,-303372564.9791,-303359874.7763,-303349580.3945,-303372411.8855,364657.7964,-303365893.5211,-558.8957,1281.4877,6846.2386,2291.6649,1574.6543,-2585.5070,6189.8927,4538.5566,1225.3750,0.0000,6762.1325,2781.1449,6792.8820,-2702.9761,1503.5720,-4587.2647,6401.1214,-4621.2960,4603.2664,5140.9431,-156513.5784,-136657.7486,-159025.3784,-157060.4044,-157896.5675,-156635.7146,-152585.6294,-156125.1613,-2052824.2913,-2025083.5964,-2014418.1293,-2045338.2691,-155496.9320,-2033525.9983,1838.7136,-4731.5632,-927.3449,6456.1685,-6491.6285,-5410.0536,-1643.6867,-4617.2176,258.8032,0.0000,97.6156,4525.8572,718.8550,816.7391,5341.0590,5012.7095,-1981.6780,-4592.5822,-4649.4318,-2944.9528,-80863.2964,-80428.5763,-77631.5657,-81182.0714,-73653.3494,-78214.7233,-89323.7286,-81212.2719,118541184.3852,118509081.9289,118546475.1988,118540629.6736,-79989.8143,118540514.9795,
