sl_100_5400_20280902 Coordinates.csv
2028/09/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:58 2024,
Start: 2028/09/02 07:47:00.00, Stop: 2028/09/02 09:17:00.00,
TIME_UNITS,STARLINK-3708 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-32135 - X-Coordinate,STARLINK-1094 - X-Coordinate,STARLINK-30473 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-31272 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-5033 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-11225 [DTC] - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-30937 - X-Coordinate,STARLINK-30994 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-31645 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-32265 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-11109 [DTC] - X-Coordinate,STARLINK-11259 [DTC] - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-31407 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-31794 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-32122 - X-Coordinate,STARLINK-1393 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-3657 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-5101 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-4561 - X-Coordinate,STARLINK-31324 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-4546 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-2267 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-32050 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-6364 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3708 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-32135 - Y-Coordinate,STARLINK-1094 - Y-Coordinate,STARLINK-30473 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-31272 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-5033 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-11225 [DTC] - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-30937 - Y-Coordinate,STARLINK-30994 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-31645 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-32265 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-11109 [DTC] - Y-Coordinate,STARLINK-11259 [DTC] - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-31407 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-32122 - Y-Coordinate,STARLINK-1393 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-3657 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-5101 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-4561 - Y-Coordinate,STARLINK-31324 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-4546 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-2267 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-32050 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3708 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-32135 - Z-Coordinate,STARLINK-1094 - Z-Coordinate,STARLINK-30473 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-31272 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-5033 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-11225 [DTC] - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-30937 - Z-Coordinate,STARLINK-30994 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-31645 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-32265 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-11109 [DTC] - Z-Coordinate,STARLINK-11259 [DTC] - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-31407 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-32122 - Z-Coordinate,STARLINK-1393 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-3657 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-5101 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-4561 - Z-Coordinate,STARLINK-31324 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-4546 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-2267 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-32050 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3115.0566,-517.5961,-1009.1468,-5958.0105,-3040.2851,-5967.8761,5905.4752,6562.0122,624.9425,6002.0010,1567.5967,-2962.1331,-2256.7343,1326.5906,-4973.9862,2392.3148,-6163.0552,-5244.5797,2720.8416,-5066.6956,-5591.7024,1996.9583,5966.5310,4453.1617,-6013.4577,868.7533,3635.3054,-1025.8345,5295.3594,3352.6108,-5781.5219,-5997.4908,-2915.3448,5626.8207,-5223.8058,3273.0973,143.4296,-1076.9000,5765.2458,-3599.9430,5928.5953,652.8025,-6347.3930,1197.0632,-6781.4195,4725.2202,-2453.7109,-3955.3040,-1777.3541,-4658.5275,-4348.2877,-4417.7039,4618.4280,-6704.9087,2938.4490,-4747.2433,-4255.6695,3084.5707,-3217.3136,367.6796,-3635.0563,-3714.0079,-2428.2123,2825.3291,4750.8589,-5493.9659,-3683.7852,-3634.9401,-3721.0530,2838.5066,-4615.0087,926.4553,-5820.1560,-6038.4212,-5299.2995,3127.2033,4961.0501,-1329.4279,6583.7200,4878.5011,5881.1524,-411.8282,3583.9754,1494.8854,-4225.5254,-4992.4822,-5817.6133,5065.9735,4204.5674,-1754.9625,-2575.2847,2229.3797,-510.2026,4658.9487,-2645.8275,-4875.5732,2452.9856,1161.9063,-2255.8486,-1894.5742,282558.9583,290372.6559,277379.6269,278706.8171,286792.2329,284825.1067,279845.1800,280912.5435,-281044802.9102,-281024782.7536,-281015790.2166,-281046826.1151,280167.5641,-281036675.8306,5938.3702,-5634.4562,5117.8276,3009.5907,-3552.2480,-599.2133,3496.2864,-2171.2674,5329.8929,2284.0645,4006.3357,3597.5453,5827.1833,-5774.2424,2998.7007,3463.8925,689.4649,826.8371,6251.9567,258.4638,-643.8851,-4623.7244,-2699.4220,3360.8950,-2307.0162,6702.6816,-4685.9758,6125.9984,4421.0860,-5035.3931,2958.7182,838.8262,-4056.6493,-1126.5608,-4206.7801,-5670.2938,6489.6202,6594.9664,-2156.5976,3326.8588,3424.7615,6811.2503,2702.8782,-4453.2719,-882.8209,-1823.5267,5329.9374,5222.8553,3807.9886,4537.3740,-903.4490,919.1803,2969.2213,-1622.5644,-3827.8507,-2743.1703,-279.0243,5022.6456,-3714.4834,5633.0563,2455.3886,-1883.9409,-4516.2798,-4180.0779,4451.8376,-2251.5523,4239.2885,4724.5248,1941.0925,-5694.0024,-266.4575,-6603.2391,-204.4613,-6.1550,-4430.2541,-2909.9627,3681.5065,6782.0648,1835.9134,4792.5176,-656.4795,5729.1153,3929.9735,4134.2343,4966.4002,-1868.1309,2090.9606,-325.7247,2819.8122,3800.5331,5974.6495,4966.9136,-5503.6151,4970.7002,3762.2196,-4417.0800,-3856.9579,3963.4929,5994.8923,-4805.1751,-287745.7832,-264098.9773,-285034.6371,-285297.6444,-282421.9800,-282036.1423,-276090.6788,-279319.6700,114302442.4941,114331072.2193,114329046.5519,114318211.4607,-279735.7257,114320762.0239,1200.4604,3754.6995,4480.0236,-1902.7050,5080.2118,3239.9590,237.1838,-530.9193,4191.5849,-2496.7297,-5309.8316,4956.0832,-2801.6473,3502.6051,3772.1468,-5462.9903,2561.3519,-4380.0412,-1168.9651,-4595.4937,-4066.1892,4575.5224,-1903.5540,4029.7363,-2573.1005,236.8295,3189.9216,2931.2873,-428.3989,3222.1184,-1744.6288,3130.1551,-4630.0170,-3718.7720,1398.2671,-2213.2791,2147.9499,1124.0046,-3222.2177,-4902.1653,-1011.8217,-1028.0206,-623.7436,5130.4841,44.6292,-4688.7135,2970.2850,-1894.4402,5386.6429,-2172.7800,5293.8086,-5116.6713,-4175.7714,703.3500,4902.0521,-4256.9987,5382.8199,3420.8253,4560.5509,-3402.7804,5325.9439,5439.5785,4656.2043,4572.7185,2022.8628,3242.5294,-3737.7144,3479.7306,-5476.7927,-2504.7481,-5031.0164,1335.0903,3531.4879,3327.1435,-442.6918,-5305.7560,2981.2889,-590.2764,1036.7764,-373.2001,3608.4462,-3888.6213,4429.9502,-5327.5662,2030.1356,3868.6341,3040.4696,-4719.8240,4718.6506,-5440.1485,1597.4807,4090.7388,-4111.6899,-1149.7808,5130.5805,-1436.4436,5160.7080,-5426.4610,2628.4301,4595.1581,-82454.5625,-82052.8479,-80634.7765,-79667.5876,-76353.3874,-85403.4898,-90351.1268,-83623.3698,118592198.8380,118563806.8425,118607105.6465,118590358.1165,-82005.1860,118596164.4369,
300.000,3901.8403,-2055.1498,862.6935,-5289.5590,-4821.0494,-5025.6156,6274.5784,6182.2864,2610.3612,5596.6951,3590.1274,-1883.5874,-378.0658,62.8938,-4316.6751,4211.6257,-6340.3654,-5625.5253,3884.7702,-5623.1431,-4996.8525,50.8736,4640.9094,4470.8280,-5837.7357,2023.8427,1682.4686,229.1666,5881.7296,1572.6902,-4477.2171,-6044.9055,-4456.7512,5582.9209,-5452.3362,2291.8642,1421.1833,448.6232,6119.5831,-1594.8921,6583.0804,2142.1859,-5326.6488,-504.7940,-6573.8140,3061.1122,-691.9136,-2748.7570,35.7940,-3644.4217,-3974.6824,-3118.7416,4507.9832,-6582.7499,842.3964,-5952.0820,-3750.5878,4146.1411,-4946.6358,1864.8003,-2814.7063,-4770.4507,-4277.6393,797.9516,5755.1447,-4566.6671,-2935.3866,-1680.7248,-2819.6068,1470.6268,-5266.8226,-696.8112,-6410.4897,-6535.6721,-6072.2728,1961.8446,4953.9269,175.6223,6324.1094,5409.8671,6007.9785,1400.6185,5215.4039,3509.1052,-3382.8775,-6108.0262,-5769.2176,4635.7397,5206.1301,388.0982,-1449.5670,4112.7495,-2104.6256,5118.6288,-523.5155,-5178.5409,1102.2058,3101.6274,-812.3806,-3853.1126,288699.3079,295999.4383,283167.9632,284571.0485,292711.9179,290701.7286,285767.9358,287187.4767,-283472467.5073,-283452892.9626,-283443577.1372,-283474680.2783,286054.5572,-283464399.6958,4773.3894,-6074.4237,4319.5385,2185.6927,-2750.8454,927.8624,2313.7586,-2697.9471,5359.0615,712.3032,3576.2109,5220.1448,5636.3719,-6609.9993,4723.4190,2400.9078,2045.7922,2522.8195,5108.8022,1981.4414,1346.6754,-5459.0350,-3841.6586,1419.8014,-486.7347,6123.5681,-5057.2455,6752.1359,3351.6616,-4926.5699,3731.1846,2577.9114,-2528.1224,-2980.7245,-2794.9345,-6502.5365,5580.0069,6749.1616,-3050.0165,3935.6020,2063.6085,6557.3672,3899.7932,-5451.7287,360.6250,-3046.4593,4929.3478,6227.7863,4881.9498,5764.2639,1231.6908,2652.1108,1008.5917,-47.1468,-4107.0931,-1196.6947,1847.0754,3319.9585,-3060.9756,6061.4278,4332.0490,-38.4701,-3526.3925,-4975.3585,3651.5939,-1029.7984,5654.6056,5113.0961,3860.1360,-6589.8691,1583.3401,-6186.0374,1216.4303,1382.3329,-3130.4203,-4629.0585,1949.7861,6866.5914,497.8680,3614.7568,-2460.3735,6182.8511,3315.4204,3821.3839,5930.0022,-613.5729,3509.1823,-2429.3749,925.3460,4223.2480,6538.8843,4434.2603,-5978.1607,3671.8115,4101.5842,-2989.7858,-5312.7673,2947.5647,6768.3734,-4109.9371,-281470.8574,-257891.5406,-278977.7496,-279202.1269,-276436.3813,-276009.8028,-270167.0990,-273257.9009,108138449.8809,108167150.5150,108165781.0276,108153668.9394,-273754.7059,108156847.5354,2892.4491,2240.9130,5278.3555,-3928.3409,4109.1187,4508.4687,-1568.3813,1590.3898,3295.3167,-3957.2610,-4584.9728,3937.7869,-3872.5498,1925.7734,2652.9433,-4904.8478,816.1951,-3057.3825,-2584.8249,-3362.2746,-4630.2529,4063.6934,-3198.0877,5033.6679,-3714.7633,2027.3171,4113.7063,1249.8454,1382.2771,4494.7376,-3357.8468,1819.5128,-4487.1139,-2586.5314,3060.7195,-450.3391,3683.1038,-434.2749,-1226.9364,-5479.6575,533.2226,516.9277,-2102.4082,4199.2054,1841.9654,-5384.0656,4294.7101,-384.7686,4780.5749,-695.7589,5515.9367,-5457.5083,-5123.3571,2173.4876,5452.2984,-3364.6530,5447.7542,4267.6069,3336.7925,-1792.3907,4575.7262,4917.8652,4153.1952,4580.2595,238.6259,4880.0942,-2214.9379,4318.9299,-4975.3944,-1070.7984,-4052.9947,2732.0818,1960.2216,1715.1929,1100.4749,-4595.3913,4321.9175,953.9748,2741.4521,-2144.5767,2431.2152,-2813.8399,3123.0274,-4558.9939,244.8523,2393.3637,1377.7921,-4544.8931,4465.2745,-5397.2688,-230.6131,3133.9756,-2697.0440,-2841.5556,5511.2667,-3099.2035,4255.4751,-5310.1414,1220.3345,4008.5765,-82375.1614,-81963.0883,-80438.7903,-79729.6899,-76177.0431,-85036.2132,-90333.8450,-83241.7163,118589356.9898,118560743.3231,118603757.3439,118587531.9145,-81893.5983,118593074.1524,
600.000,4313.4802,-3354.9846,2684.2521,-4021.5341,-6124.2751,-3588.0654,6014.9793,5161.8236,4313.5603,4657.6535,5240.8435,-653.0027,1562.3647,-1185.5556,-3264.7153,5627.9004,-5829.2326,-5463.5827,4694.4030,-5629.4474,-3959.3242,-1875.8964,2839.7968,4092.2504,-5124.3429,2986.7390,-459.7451,1446.6968,5890.5805,-394.8256,-2678.2169,-5487.0217,-5571.4913,4994.6603,-5148.7489,1086.5370,2593.6949,1931.7382,5858.9304,559.6612,6597.3161,3427.3331,-3782.9713,-2119.8623,-5691.4537,1116.4179,1185.0093,-1264.9249,1808.0713,-2270.3387,-3266.8539,-1543.9718,4001.0414,-5830.1114,-1340.5261,-6596.5077,-2926.0055,4826.2241,-6130.8765,3127.0834,-1764.5398,-5383.0972,-5721.8797,-1294.1180,6159.8106,-3175.3172,-1896.8358,447.4027,-1690.8264,-35.7538,-5411.3824,-2273.5510,-6341.7531,-6384.4107,-6259.4714,642.2803,4484.4301,1672.8300,5446.2596,5405.3029,5569.4682,3057.2213,6324.0311,5167.7092,-2192.8692,-6526.2755,-5150.3361,3800.5267,5736.8688,2478.3385,-162.1809,5568.1776,-3462.9338,5094.4157,1648.0705,-4951.8227,-314.9131,4746.0686,698.3184,-5437.7209,294697.9583,301492.8437,288829.3564,290304.7000,298503.0797,296441.5772,291565.5344,293251.0579,-285764956.5374,-285745825.6249,-285736215.1608,-285767317.1527,291813.8807,-285756951.1523,3099.7063,-5890.3774,3132.7471,1173.0041,-1721.6028,2403.4473,880.6479,-2968.0367,4868.8440,-965.9055,2830.5268,6307.5633,4908.6464,-6783.2676,5982.2579,1150.1575,3169.7964,3939.9437,3462.5679,3473.4111,3230.8222,-5766.8304,-4623.9140,-683.1417,1404.6449,4889.2616,-4932.6646,6694.6598,1935.1796,-4358.5195,4137.8660,4040.1615,-774.9879,-4518.4031,-1073.5272,-6683.8176,4105.9433,6201.1293,-3618.9063,4218.3481,496.3164,5662.0897,4737.4200,-5935.9709,1587.9353,-4021.2871,3996.1228,6595.2385,5493.7961,6409.2103,3258.6976,4153.2113,-1074.0885,1552.4269,-4034.4382,435.9375,3800.9432,1284.3966,-2112.2465,5798.6499,5783.8163,1774.6866,-2233.3846,-5304.0743,2474.2461,360.2166,6456.5234,5040.8758,5408.4332,-6817.6832,3240.1040,-5141.8833,2489.6590,2613.9671,-1516.7582,-5884.9465,-6.1148,6287.0188,-918.4863,2050.2845,-4009.5200,6056.3233,2407.3047,3178.9505,6278.8682,683.1129,4562.1230,-4302.8555,-1034.2537,4277.6869,6386.1569,3478.1531,-5869.5111,1988.4682,4092.3197,-1217.8832,-6256.2656,1682.0452,6884.2766,-3052.4841,-275058.6711,-251565.1601,-272793.7877,-272975.4663,-270325.1933,-269856.7593,-264118.3024,-267092.3933,101922951.5918,101951708.2320,101951006.4622,101937619.2268,-267649.7568,101941425.1939,4258.0929,472.2985,5499.2346,-5535.7303,2693.8120,5270.2949,-3201.3560,3541.1979,2027.5171,-4987.2048,-3349.0005,2474.6710,-4514.2242,138.4614,1249.1035,-3814.7609,-1025.2334,-1400.4041,-3722.4202,-1755.5333,-4702.1318,3092.9818,-4133.5453,5488.0681,-4459.8744,3583.9740,4558.0739,-569.1068,3043.4016,5270.1831,-4578.1578,304.1963,-3838.9179,-1165.7670,4383.6641,1361.2963,4807.5165,-1942.8246,898.9215,-5472.4542,2020.8059,2006.1283,-3355.5806,2812.8188,3433.6789,-5497.3314,5082.2292,1168.1905,3641.5375,858.3098,5143.7375,-5187.7092,-5515.9494,3410.9014,5406.9960,-2113.7256,4914.8258,4634.2569,1719.0784,41.5972,3330.0842,3852.3987,3205.2151,4071.7898,-1572.4771,5956.9535,-434.9118,4690.2283,-3935.2187,482.7083,-2622.5461,3819.1535,167.8928,-83.2912,2525.1002,-3367.7503,5185.5103,2396.1185,4149.9569,-3678.1365,993.7212,-1438.3714,1480.7791,-3297.9443,-1567.8604,621.0718,-435.0878,-3884.2187,3732.4260,-4761.2895,-2031.4148,1823.8917,-988.1672,-4226.3964,5293.1235,-4400.6957,2888.2015,-4598.7973,-318.8918,2990.1058,-82295.3253,-81873.2793,-80245.5291,-79796.0654,-76003.9198,-84662.6209,-90311.6971,-82763.5116,118586516.6634,118557682.3539,118600406.2632,118584717.5924,-81781.9659,118589983.7088,
