sl_100_86400_20280807 Coordinates.csv
2028/08/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:48 2024,
Start: 2028/08/07 07:47:00.00, Stop: 2028/08/08 07:47:00.00,
TIME_UNITS,STARLINK-3278 - X-Coordinate,STARLINK-31856 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-4683 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-11114 [DTC] - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-5680 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-31073 - X-Coordinate,STARLINK-3655 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-6226 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-1810 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-1452 - X-Coordinate,STARLINK-3896 - X-Coordinate,STARLINK-4578 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-1583 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-2617 - X-Coordinate,STARLINK-2157 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-1860 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-2156 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-6076 - X-Coordinate,STARLINK-2589 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-1723 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-5260 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-31227 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-3806 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-2007 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-30532 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-31938 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-6142 - X-Coordinate,STARLINK-31271 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-5202 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-31856 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-4683 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-11114 [DTC] - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-5680 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-31073 - Y-Coordinate,STARLINK-3655 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-6226 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-1810 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-1452 - Y-Coordinate,STARLINK-3896 - Y-Coordinate,STARLINK-4578 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-1583 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-2617 - Y-Coordinate,STARLINK-2157 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-1860 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-2156 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-6076 - Y-Coordinate,STARLINK-2589 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-1723 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-5260 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-31227 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-3806 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-2007 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-30532 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-31938 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-6142 - Y-Coordinate,STARLINK-31271 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-5202 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-31856 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-4683 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-11114 [DTC] - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-5680 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-31073 - Z-Coordinate,STARLINK-3655 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-6226 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-1810 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-1452 - Z-Coordinate,STARLINK-3896 - Z-Coordinate,STARLINK-4578 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-1583 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-2617 - Z-Coordinate,STARLINK-2157 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-1860 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-2156 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-6076 - Z-Coordinate,STARLINK-2589 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-1723 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-5260 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-31227 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-3806 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-2007 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-30532 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-31938 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-6142 - Z-Coordinate,STARLINK-31271 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-5202 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2194.6158,-4091.5381,-2794.7147,5935.8120,5451.9023,0.0000,6835.1573,-2198.2556,-778.6975,-301.1303,4366.1621,1698.1568,-1527.3008,-3220.2165,6003.3846,-4450.3032,-6617.4088,-4324.1896,6133.6400,-2575.3287,-1188.7972,3813.1364,-1388.5950,412.4232,4361.0962,5480.6206,-4446.9610,5199.4923,1407.3959,3145.8408,-224.5583,5940.1604,-6127.5336,2911.5336,4563.4746,0.0000,-4942.1769,-6795.7873,-5268.6244,5434.5787,2608.6155,209.0439,-3945.8260,4967.2187,-5934.8494,-6536.2261,3385.6256,3003.1594,5601.8025,3292.5451,1296.3484,-4140.8817,3592.4706,-5499.3412,6244.4931,-2017.5300,3168.1979,4128.5993,-2463.1110,835.3687,-3235.2786,1257.5233,5388.8498,5153.5637,-3351.6227,-176.9301,-5426.8799,4432.7986,-3437.9180,-3952.5872,0.0000,-5159.3078,5556.8514,-1881.9646,-6615.8366,2785.0984,2447.6402,3998.8625,4610.8141,5084.1886,-5751.7003,5436.1904,-1404.2170,725.6751,-4370.1620,-3471.0261,3365.3058,-497.9842,-6160.6338,5624.3940,-4813.9072,4577.1144,4899.5637,4041.3949,3686.0210,-709.1598,5453.2090,5650.4454,-3479.8761,-3983.7539,26919.6332,42315.8624,34657.5772,35645.7920,44189.5786,42553.0762,40636.3833,38822.6658,-272032574.0324,-272042532.0271,-272064928.8966,-272048223.9281,39367.2516,-272051418.6992,-6533.1290,272.5333,-4588.3659,2172.3283,1352.2595,0.0000,-17.1405,5048.2539,-5409.1022,-4137.8132,-2955.6269,6704.5794,-4215.0431,-5855.2802,698.0627,-442.5740,515.5251,4424.8423,-3264.4368,-4797.8079,4061.4278,3411.5174,-5222.1409,6355.9845,-1287.5470,4180.7862,1846.1338,2083.2773,-4237.9487,-4921.3962,6488.2612,2905.7683,1675.1357,4368.0126,2154.4471,0.0000,2536.2774,14.3004,1610.3697,3978.0027,3211.2167,6733.6554,1178.2088,-3378.0327,-1900.9544,892.9471,3376.9854,-3561.2256,-1942.7659,5778.6255,4399.6705,2749.7138,5506.1777,888.4482,-462.8748,5202.5011,-5940.0706,299.6664,4798.4743,4756.6744,3864.4851,-6726.7272,-1244.6867,788.4653,-4062.4268,-950.5210,3980.2801,-2861.1997,-5083.0946,5621.5162,0.0000,-435.7031,3067.8618,6418.0579,1790.3483,3255.6111,-1499.3622,2360.8275,-1122.3946,-983.5230,-2575.1476,1692.2010,5936.5528,5593.3977,5279.3766,-5894.4252,-2402.2014,4268.6991,2979.5104,1953.2268,4765.9831,-4399.8887,-1811.1126,958.1371,-1885.0070,5143.0236,-2496.5521,1367.2135,4585.2878,1279.7489,-413998.3579,-393861.5105,-405209.2359,-405894.5642,-406742.7493,-405596.6854,-398049.3175,-401130.9713,154937163.3813,154949331.8001,154935954.8944,154934414.0069,-401489.4241,154939384.3866,-615.6506,-5434.3625,-4387.3716,-2821.6589,-3687.9062,0.0000,518.5269,-3883.1018,4232.3831,5399.2985,4453.6985,-136.0895,5175.3293,-1515.0975,-3351.4084,5239.6185,-1909.0383,3099.1849,-216.5102,4238.9340,5426.8022,4636.2301,4370.1884,-2672.7365,-5196.3564,229.2790,-4973.8889,-4067.1087,4869.3359,3704.3623,-2205.9843,1621.8039,2745.4664,4458.9330,-4654.7997,0.0000,4122.9597,371.1552,-4067.3202,-1563.0624,5459.8079,-1547.6601,-5317.4861,3486.9980,-3009.9886,-2135.3295,-4905.5051,5092.0007,3532.1485,1936.7178,-5147.2828,-4818.3697,-2157.3057,-4072.5517,-2914.6603,-3692.1391,1669.4644,-5529.6067,-4319.9613,4905.8081,4681.1848,686.6303,-4156.3615,-4303.0910,-4483.9360,6866.9540,-1623.4101,4310.4405,-3180.5750,-123.2214,0.0000,-4577.9271,-2788.9758,1682.2914,-1018.4016,-5405.0147,-6298.5116,-5040.8573,4907.0963,4601.4803,2883.1564,3907.6891,2951.2538,-4014.6966,765.7822,903.2953,-5524.0303,5258.0126,53.5012,3321.6057,1510.1550,2782.6884,-4392.0503,-5498.4385,-5507.9485,-4446.3568,3448.9926,3646.8348,3808.8673,5447.6660,-36613.9767,-37258.7478,-37518.0719,-36403.1952,-33183.4388,-42305.5256,-47147.6392,-40508.9879,136484662.8721,136516012.8113,136497612.3913,136499774.6005,-38826.1413,136492234.2815,
3600.000,3259.7212,3903.2481,5842.3561,-6715.5642,-6381.9079,0.0000,-4772.7697,103.3227,4293.8544,4803.7623,-211.8528,-3598.1627,4877.6459,4363.4046,-3461.4286,3107.3448,6094.8441,502.6560,-4563.6570,5032.0374,-3228.9988,-6407.3263,2114.0904,-2645.3500,-1420.0793,-5329.9338,922.7073,-6815.6697,4245.9162,-2003.0795,-1552.1973,-5094.9343,2893.4310,-4295.1184,-6808.1431,0.0000,1617.6126,5111.2573,1329.4485,-5868.2292,-5676.3223,-1757.6364,1243.8217,-5534.1298,4744.2194,4080.5355,-6403.0314,-1492.7109,-1938.5125,-5044.0993,-4646.1946,108.1499,-4034.0945,5481.0856,-3242.3901,-267.9646,-1191.8937,-4426.6582,970.9836,-3877.6436,17.7166,1597.5632,-5935.1749,-5887.1133,5928.6066,-4841.0089,5667.4443,-548.6422,4016.6707,1552.5146,0.0000,6579.5755,-6804.0323,-824.6472,4274.6402,-5223.8096,-3205.2976,-6658.7190,-5043.9394,-4656.5842,6883.5715,-3619.0815,-585.5080,-3766.6911,1641.1021,4321.3597,-932.4620,-4256.2236,3541.2207,-4417.6620,2410.4002,-3062.4995,-3800.1948,-5219.3653,-1959.0679,-3768.0463,-4736.6320,-6822.2932,2444.2423,3287.1786,131585.0841,142225.5192,134012.2030,136041.6188,144491.2650,141971.5611,140838.5930,139749.4410,-302866243.0859,-302874925.9403,-302892585.4840,-302877049.3017,139307.8520,-302884086.1317,4211.8926,-4675.7841,3277.2905,-720.0077,2077.0155,0.0000,1978.8142,-6672.3662,3150.9899,2820.3558,4260.5559,-4877.0169,933.5154,4302.6434,2336.1260,-3840.0254,-2059.8466,-5047.8367,2767.5000,4717.8893,-4251.8578,-2386.7021,6619.9903,-3446.0953,4662.7013,-1961.3417,-4468.7502,549.2405,2994.4199,6612.0724,-6231.3968,909.5510,-3282.2277,-160.5948,-218.8388,0.0000,-5002.3577,-1949.2791,-3947.7724,-2357.7174,-15.4412,-6062.9806,-5524.3279,3960.1521,-1774.2367,-3314.3828,-2058.1786,6467.0386,3670.4147,-4416.1223,-1342.9923,-4438.1677,-2180.5509,-4064.7695,2771.2232,-6541.4552,3819.6914,3814.0726,-6827.7134,-5505.2840,-6239.6329,5412.7667,3546.8039,3115.2694,3489.1729,1731.5310,-1467.3538,5468.9710,1248.4867,-5332.6462,0.0000,-1925.7255,-1043.2461,-4665.0810,-3670.9447,455.9847,5244.5108,-180.6095,4430.0030,4516.1028,493.6058,2057.0325,-6485.2184,-5724.9575,-4914.0264,4181.8163,5771.6801,-3139.6043,-4589.2908,2394.2121,-3359.0438,6172.1020,5451.1057,2966.6548,5631.6478,-4161.9128,5048.3468,419.1263,-6450.5035,-5214.1205,-393961.3817,-368777.9823,-381057.1709,-381222.8860,-384052.4765,-381871.7320,-376128.3123,-379001.8928,79183519.5384,79200751.5343,79177801.5072,79187385.9984,-378791.4644,79185390.9523,4405.0947,3020.9643,1778.9583,-1520.8551,-267.7328,0.0000,-4509.1522,-925.5902,-4421.7522,-3935.4194,-5437.7344,-3341.6055,-4731.9094,-3067.3233,5492.9161,-4815.7373,-2517.8292,-4718.7876,-4456.1765,-322.6152,-4358.6943,-1008.7699,278.2966,5357.4879,4875.5601,3902.8334,5192.5061,1048.4496,-4098.5354,393.5685,-2406.8767,-4430.8575,-5372.5526,-5395.5813,805.8457,0.0000,-4511.6134,4042.6296,5421.2775,-2802.1722,-3854.1790,-2822.3554,3610.7813,1403.2877,4701.1251,4506.4682,1275.7596,-1918.4540,-5524.3746,1741.6338,4898.2583,5298.6698,5167.5895,995.7251,5418.8537,-1373.2729,-5669.0018,3669.7525,403.0528,-1466.4339,-2930.2588,-3937.8619,181.9970,1126.8774,695.5842,-4668.2008,-3702.7268,-4038.9977,5471.6494,-4055.9570,0.0000,847.5163,-818.0221,-5020.4453,4019.9625,4466.4873,3171.6866,1579.5906,-1280.7369,-2457.7604,659.4672,-5522.4740,1880.9204,952.2488,-4559.3495,3373.4433,3650.6856,-4277.7402,-3635.7700,-4616.9448,-5577.7198,778.1859,1534.1100,3361.2391,3438.5535,3883.7601,-67.7835,683.8028,321.1053,-3052.5607,-35428.5795,-35831.3778,-35201.6867,-37258.4757,-31104.3883,-37385.9425,-46496.6730,-35623.2341,136463352.8096,136496648.9039,136484058.9917,136475154.7044,-37335.1708,136473125.4294,
7200.000,-4240.6583,-2470.3255,-6559.9993,4654.3424,3329.3012,0.0000,734.4639,2356.0771,-6635.8764,-6686.0724,-3469.3423,4929.0974,-6599.3359,-4143.8790,588.1037,-1780.3119,-2772.4298,3470.1363,346.9689,-5156.8579,5779.3339,6058.0035,-1888.0524,5116.0871,-876.1917,3657.6744,1908.1230,5821.0972,-6482.9006,-156.2590,3282.9156,2699.9849,1079.7153,5222.2529,5642.3906,0.0000,1584.4756,-835.8844,2370.2946,4228.3154,6495.4699,3354.9853,1053.9563,3042.1111,-2806.0916,-622.4308,6025.0317,-128.4793,-1962.2383,5263.5311,6653.4379,3198.5243,4275.8231,-3396.0030,-361.3350,2825.8135,-2706.8015,3770.2917,815.3488,4793.7827,2580.0142,-4639.2525,3876.9253,3474.6874,-5744.8081,6931.5541,-1426.9983,-2835.1850,-4471.2740,2419.3830,0.0000,-5121.2371,5503.9985,4284.9737,-459.9969,6199.8805,3306.2032,5960.8894,3085.3883,3032.1902,-5442.6395,1675.4829,2876.9797,5123.6627,2553.2601,-4174.5145,-840.7037,6604.6390,909.8966,2238.6969,2038.7069,201.8469,1241.2808,4785.7181,389.8995,6425.9365,2170.7760,4613.9594,-184.6538,-1917.3267,227848.5665,232052.2154,224717.3280,229338.4125,235829.9411,229390.5879,232492.6553,230268.0473,-313026485.3733,-313036439.8297,-313044971.4358,-313042737.7023,230345.9980,-313043353.0559,-37.6651,6102.5612,-1192.4149,-1473.3952,-4270.5496,0.0000,-4277.4197,3962.2048,-663.6321,-1218.3840,-5191.8118,1130.4736,1598.1304,-158.0139,-5483.9526,6545.5272,3418.1511,4920.6174,-2365.7648,-2550.0788,3729.5610,562.0829,-4673.5743,-205.7218,-6693.4678,-1941.6489,6276.0507,-2673.8785,-815.5274,-5445.9026,2835.0534,-4940.2154,4983.7162,-3526.9232,-1543.1272,0.0000,6402.9145,4111.7007,5729.0746,-940.4592,-2151.5003,2723.4287,6505.0038,-2966.1572,5290.1033,5518.9398,101.4499,-6441.1612,-5288.3765,1104.0637,-1054.3860,5601.6106,-2209.3870,5351.9131,-5250.9706,3241.4616,-1202.6866,-5758.4231,5740.4702,3969.4791,6341.2968,-2309.9067,-4201.8059,-4960.9253,-1565.3343,324.3766,-796.6746,-6160.0092,3029.7547,3397.3584,0.0000,3146.4883,-1554.7859,1794.3449,5187.1628,-2947.1357,-5774.7192,-1564.9072,-5123.5372,-6122.7943,1970.1259,-5631.4735,3246.6631,3792.2041,3474.7669,-162.5148,-6819.9510,1613.7796,5003.7219,-5966.0889,1985.7421,-5742.2137,-6236.8614,-4852.0046,-6816.9185,2272.5056,-5644.5358,-2241.6706,5429.1204,6449.1451,-347653.2679,-319421.5541,-332209.6372,-329973.6861,-336699.0817,-331838.8352,-329505.0354,-331405.7377,-1967713.8018,-1944661.1663,-1973654.5294,-1959908.1385,-331619.0769,-1965653.4472,-5469.6381,1710.6027,1889.4721,4895.6403,3964.0998,0.0000,5294.3696,4900.0234,1833.1188,-528.8082,2947.8354,4710.1202,931.8422,5442.0140,-4163.2905,1237.2103,5311.7498,3409.8585,6518.7525,-3828.0820,394.7010,-3286.3208,-4794.5200,-4636.5260,-1435.3660,-5519.3300,-2204.3331,2604.2104,-1033.9658,-4274.2679,5297.8240,3822.7154,4675.4519,2788.9789,3576.2099,0.0000,2097.2252,-5365.2203,-2904.9643,5377.4783,-473.6634,5383.7897,1311.1403,-5501.6864,-3469.2335,-4153.0685,3240.7653,-2500.4870,3977.3744,-4375.7173,-1448.0564,-2507.3201,-4972.2472,2710.2543,-4471.6766,5111.7061,6265.1083,519.5799,3745.5158,-2965.3628,-810.9576,4513.0387,3882.8764,2985.5545,3504.7127,-308.4952,6716.1570,695.8060,-4312.2421,5453.3926,0.0000,3393.9091,3903.8457,5091.6734,-4574.7058,-628.6777,1895.0290,2979.9842,-3311.9037,-1194.9188,-3824.6659,3631.2360,-5215.6042,2682.8510,5374.5535,-5497.2128,573.9200,-67.1429,4567.0550,2423.9797,6322.9054,-3891.4606,2463.4816,980.3401,886.7952,-474.8628,-3377.0328,-4572.7647,-4270.5145,-1430.4873,-34264.4831,-34487.0365,-33454.2734,-37400.7258,-29463.5564,-33562.6052,-45194.4625,-37642.5941,136442641.6815,136476742.0897,136468974.9642,136448803.9586,-35841.4037,136453982.6158,
