sl_100_86400_20280920 Coordinates.csv
2028/09/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:44:30 2024,
Start: 2028/09/20 07:47:00.00, Stop: 2028/09/21 07:47:00.00,
TIME_UNITS,STARLINK-30798 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-30039 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-31043 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-32123 - X-Coordinate,STARLINK-1505 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-3614 - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-5967 - X-Coordinate,STARLINK-2460 - X-Coordinate,STARLINK-31805 - X-Coordinate,STARLINK-5883 - X-Coordinate,STARLINK-31045 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-31692 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-4640 - X-Coordinate,STARLINK-5661 - X-Coordinate,STARLINK-1307 - X-Coordinate,STARLINK-5783 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-3141 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-3931 - X-Coordinate,STARLINK-31611 - X-Coordinate,STARLINK-30837 - X-Coordinate,STARLINK-31025 - X-Coordinate,STARLINK-3774 - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-2076 - X-Coordinate,STARLINK-4288 - X-Coordinate,STARLINK-5494 - X-Coordinate,STARLINK-11110 [DTC] - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-30762 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-2414 - X-Coordinate,STARLINK-31948 - X-Coordinate,STARLINK-11080 [DTC] - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-1329 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3200 - X-Coordinate,STARLINK-31723 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-31554 - X-Coordinate,STARLINK-3044 - X-Coordinate,STARLINK-6083 - X-Coordinate,STARLINK-1597 - X-Coordinate,STARLINK-31588 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-4575 - X-Coordinate,STARLINK-4149 - X-Coordinate,STARLINK-2395 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-31043 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-32123 - Y-Coordinate,STARLINK-1505 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-3614 - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-5967 - Y-Coordinate,STARLINK-2460 - Y-Coordinate,STARLINK-31805 - Y-Coordinate,STARLINK-5883 - Y-Coordinate,STARLINK-31045 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-31692 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-4640 - Y-Coordinate,STARLINK-5661 - Y-Coordinate,STARLINK-1307 - Y-Coordinate,STARLINK-5783 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-3141 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-3931 - Y-Coordinate,STARLINK-31611 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,STARLINK-31025 - Y-Coordinate,STARLINK-3774 - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-2076 - Y-Coordinate,STARLINK-4288 - Y-Coordinate,STARLINK-5494 - Y-Coordinate,STARLINK-11110 [DTC] - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-30762 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-2414 - Y-Coordinate,STARLINK-31948 - Y-Coordinate,STARLINK-11080 [DTC] - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-1329 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3200 - Y-Coordinate,STARLINK-31723 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-31554 - Y-Coordinate,STARLINK-3044 - Y-Coordinate,STARLINK-6083 - Y-Coordinate,STARLINK-1597 - Y-Coordinate,STARLINK-31588 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-4575 - Y-Coordinate,STARLINK-4149 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-31043 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-32123 - Z-Coordinate,STARLINK-1505 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-3614 - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-5967 - Z-Coordinate,STARLINK-2460 - Z-Coordinate,STARLINK-31805 - Z-Coordinate,STARLINK-5883 - Z-Coordinate,STARLINK-31045 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-31692 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-4640 - Z-Coordinate,STARLINK-5661 - Z-Coordinate,STARLINK-1307 - Z-Coordinate,STARLINK-5783 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-3141 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-3931 - Z-Coordinate,STARLINK-31611 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,STARLINK-31025 - Z-Coordinate,STARLINK-3774 - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-2076 - Z-Coordinate,STARLINK-4288 - Z-Coordinate,STARLINK-5494 - Z-Coordinate,STARLINK-11110 [DTC] - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-30762 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-2414 - Z-Coordinate,STARLINK-31948 - Z-Coordinate,STARLINK-11080 [DTC] - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-1329 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3200 - Z-Coordinate,STARLINK-31723 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-31554 - Z-Coordinate,STARLINK-3044 - Z-Coordinate,STARLINK-6083 - Z-Coordinate,STARLINK-1597 - Z-Coordinate,STARLINK-31588 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-4575 - Z-Coordinate,STARLINK-4149 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1177.8495,-265.8092,354.8900,470.6550,0.0000,4518.4715,4147.0302,-1175.4283,5994.5592,2955.1049,-6104.8122,1324.5126,-534.4878,0.0000,-4990.8813,4860.7830,5846.1639,0.0000,6390.0397,5279.5828,-3787.9306,-410.4522,2273.6383,828.4775,-5109.4856,-1495.4688,0.0000,5906.9007,-2556.1144,3786.5361,4648.7947,6404.3170,-3551.7539,1469.8034,3876.2840,-3979.1827,3716.7687,684.1277,-3882.2672,4375.3564,-4866.4012,6216.9776,-4285.5249,5852.4920,3933.6697,-5921.2288,6116.6040,-5074.2352,-5232.7219,895.2420,-5177.6459,-6574.0078,5840.1829,4356.6850,-4275.7527,4719.8689,2904.6155,-3229.6272,4261.9831,-1175.5635,-3256.4395,-781.1460,977.3424,-1575.9246,4280.5319,1719.6326,-5716.6101,-1842.9420,3013.4888,2217.9130,-4424.4597,-2236.7794,721.0933,5362.2952,2730.1487,-5843.6987,4263.8195,-6040.8370,-6650.1373,5121.9232,5979.1114,1921.7118,-297.0573,-5259.9166,1073.2379,6652.9401,-5945.0960,2994.9167,-5417.6334,4516.5484,3108.5985,-6253.2647,3957.0058,2955.1759,3211.5517,-2086.8094,2369.3848,4346.8761,-4299.6134,-4510.5879,-63427.4314,-63571.8456,-61364.4792,-59914.1449,-53079.8528,-55079.8489,-61627.6787,-60920.6309,-283223344.7953,-283217001.6763,-283239564.6707,-283239106.5333,-60218.9854,-283230060.0660,6753.9427,5814.4710,4969.7858,-5937.7596,0.0000,5227.7158,1189.4173,-5424.6234,948.1303,-3069.9292,515.5709,-6120.6005,6582.7103,0.0000,-566.0113,4241.7372,3312.8014,0.0000,-1396.9451,3786.2884,1708.0261,6370.6221,-1748.1523,4082.2695,-4124.6249,6536.2278,0.0000,2532.0504,-6030.3387,1738.1142,4589.5572,-1112.9382,3885.3453,-6167.1183,1497.8701,4202.2986,-2817.8988,4846.3435,3352.7223,3019.7575,-3654.9938,2125.4463,2429.0522,3363.8414,910.2676,-2610.7217,-137.5485,3245.4967,-1462.2652,4896.5969,-2367.4817,-2143.7278,-2188.3369,3355.0723,2035.4219,2110.6478,-4274.9585,-2606.8924,785.1593,3964.5918,5648.8733,1665.9908,-6041.4906,4377.2073,-2921.7116,5033.1261,89.9401,3993.5456,-3543.2227,5606.0479,-1221.0090,-4979.7528,-6293.0131,-369.4949,6245.7268,607.1001,-485.7264,-313.5601,1217.1310,2225.7215,702.2908,4761.9775,4246.7440,3706.7949,4465.9004,294.4497,2007.6037,-5796.8122,2827.9710,-2320.4945,6178.0155,-1421.4741,-4528.9179,4597.8601,4331.8012,-6585.9688,-5451.2369,-5090.6106,4561.6230,-1427.8334,347300.6046,352282.3271,340307.0516,340443.4288,345627.6700,345432.4207,349546.1853,346027.6035,81891120.6370,81913597.9953,81867715.2124,81863337.4355,346174.0931,81871834.9855,179.8154,3766.7888,-4801.9513,3542.0782,0.0000,516.1559,-5435.6318,-4128.1803,-3339.6303,5293.9105,-3231.9847,2939.5818,1836.3381,0.0000,-4660.1604,-2402.7364,1502.8332,0.0000,-1805.3085,2440.1222,-5449.7779,-2443.7607,-6346.3076,-5500.5572,-2196.5905,-1690.4073,0.0000,-2522.1520,-2359.0206,-5490.1188,-2283.7263,2348.4498,4509.7948,-2596.6373,-5518.8577,-3815.2859,4943.9116,-4868.9126,-4532.9488,4443.0959,-2948.3592,2064.7065,-4847.3667,1572.9705,5377.2989,-2480.1655,-3002.4396,3103.1735,4257.5083,-4664.9340,3689.1820,668.8953,2854.7505,-4222.6602,-5034.1489,4407.4413,-4656.9302,5305.6648,5352.6072,5494.6495,2333.3163,-6677.9388,3144.2944,-5002.2785,-4500.0252,-4370.6339,3497.1594,5229.1436,5081.6841,-3216.7271,-4935.6621,4206.4533,-2567.9463,4356.6526,321.1376,3582.7958,-5435.2863,-3287.9413,-917.7896,4099.8155,-2952.5529,-4648.1172,-5449.7462,1855.0990,-5148.9692,-1328.7945,-2450.8762,-2264.0165,-3071.9554,-4528.9228,605.1942,-2597.8701,3068.6580,4044.1031,-4020.5941,-191.4824,-3306.3140,1626.7221,-2898.6471,4958.6938,-77297.4921,-76485.6777,-76615.3282,-75749.6035,-72368.9796,-81368.6837,-86390.1764,-79699.1239,100710111.7297,100689627.6681,100697011.5137,100705804.6373,-78027.6831,100709520.6663,
3600.000,-3363.1180,-1516.6889,-3079.4089,3022.3075,0.0000,-5473.5186,-4160.6604,-1163.2867,-6748.8849,1446.2684,6200.9038,2183.5355,-1218.1539,0.0000,5145.2752,-4344.4980,-6031.9206,0.0000,-5200.2296,-1274.5440,1295.4330,-2246.5827,1915.8482,-4896.8594,5942.7829,-1017.3304,0.0000,-6550.5608,2606.3024,-4967.0314,-6150.0768,-3419.3596,1302.9002,1739.5314,-5554.6907,3190.6096,-2653.1887,-3614.2741,46.8824,-5397.0643,6558.1632,-4456.3256,341.9396,-2063.5324,-4811.4308,4429.9789,-6232.9692,3449.5688,6891.9041,-4274.7231,6770.8454,4630.7716,-2379.9760,-5258.2089,4116.4689,-6797.6871,-3513.7549,6345.0137,-5798.5292,-3046.4948,1243.1480,57.2830,2183.9013,-1100.0822,-2328.6604,-4063.9413,6017.7402,-2884.4473,1377.0202,-4623.6646,3063.1474,4061.6313,2247.9040,-5616.7203,-3802.9804,2578.8040,-4595.9163,6613.5130,4072.8168,-4818.9344,-2715.5881,-5256.1220,-3975.9402,861.3156,-4447.0663,-5711.8593,1766.1611,218.3608,1334.7553,-1235.1469,-3933.7715,6773.2865,706.9265,-5280.8839,-6343.4159,3867.0142,1804.9762,-2743.7711,537.4169,6604.7598,-149751.3529,-149417.5341,-147161.4843,-145368.4200,-137191.7714,-140657.2183,-145289.1012,-144112.5883,-294742377.4551,-294745820.7000,-294755907.5778,-294751999.2274,-144607.4346,-294747925.0119,-4890.8876,-6766.2676,-6057.6891,4092.7874,0.0000,-2987.4036,3065.3592,6720.0333,1550.1519,5118.7099,-3073.6026,4589.9416,-6163.6772,0.0000,-3589.3671,-618.7824,-1575.0401,0.0000,3127.2355,-2660.8673,-5468.3179,-6265.1619,3570.8227,-2670.3562,2804.3428,-4669.8803,0.0000,-1013.7994,5901.0854,2458.9390,-2828.5107,2919.5592,-6465.7838,3884.9111,2178.4537,-6143.8764,6136.6834,-5716.9075,-5720.0510,944.9588,1136.5695,869.8631,-4463.6450,-3016.3092,3733.1548,4475.4674,2144.9401,-5766.2167,-345.4189,-1395.3925,-498.3359,1004.5454,4430.8855,664.5787,-5256.6975,-101.7374,5996.0966,-431.1173,2606.2834,-4797.3002,-6681.9149,3808.6334,3569.1440,-6585.7545,6150.8618,-1219.3039,-2552.2187,-4216.8317,4554.6411,-1917.3038,-3875.4700,1040.3953,3597.6912,3670.2172,-3971.4085,-3226.1634,4215.0636,-1538.1914,-3586.8495,-4874.1279,2972.2085,-2396.4985,-3493.2229,-4079.9631,-4880.3999,2427.0099,-3691.1262,4492.8246,-3908.7337,5661.5530,-4532.9911,-895.8534,4003.6103,-459.1845,-2193.0519,4480.0304,3662.2378,5664.8684,-4235.9286,-1125.9439,316407.7460,328132.4945,314883.7936,316125.5201,319723.8740,319635.1730,323035.3978,320180.8990,5719987.5115,5742762.2020,5689890.4889,5687576.9724,320022.0671,5700488.5344,3427.0055,245.8835,1272.0351,-4716.8965,0.0000,3011.4713,4612.7850,-1156.7615,-112.9714,-4248.7805,-262.8863,-4703.5235,2731.6626,0.0000,2737.1035,5290.3191,2918.5796,0.0000,-3038.6422,-6288.8496,3904.3494,-1546.3904,5649.2024,4042.9051,-2182.3254,4983.9213,0.0000,-1926.8028,-2607.6864,4078.6102,-1437.6584,-5257.5313,-2152.7506,5356.9090,3462.5443,-269.5221,-1270.6416,1351.6499,3738.7219,-4255.1389,-1188.7425,-5187.7695,5248.2704,-5894.0934,-2879.2808,-2892.0191,-1730.7400,896.4459,-351.3023,5117.8448,1.3744,-5081.4776,-4674.7698,4455.9778,1757.4447,-183.0122,64.0487,-2253.6736,-2678.1752,-3889.5041,1329.2016,5772.3076,-5469.5125,1424.2237,1942.4140,5404.9629,1493.9879,-4555.0563,-4998.4735,4638.2683,4570.2650,-5483.8339,5346.6365,-1716.0741,4033.2662,-5516.3795,2990.8058,-1123.1106,4125.5187,1041.7133,5348.5133,3806.1867,4432.1463,-5247.3052,1977.5948,-2757.4644,5338.9778,5226.8161,5440.2984,3549.7643,3480.4407,-1089.0859,-5400.4348,-4272.6382,380.9137,3559.6052,5425.6912,2795.5084,5413.1759,-1486.9901,-77668.9753,-77991.7057,-77333.2982,-79589.2760,-73314.0279,-79413.7622,-88696.4669,-77835.7320,100661937.5809,100642606.2834,100657051.7469,100664953.4393,-79525.1131,100664466.4300,
7200.000,4975.0437,2761.0863,4086.9520,-5990.0841,0.0000,5020.3165,3780.1133,2239.4204,4886.7203,-4182.5709,-3874.3059,-5486.6524,3234.1509,0.0000,-3593.3929,3342.1692,3889.9631,0.0000,777.0105,-1909.1881,653.5485,4221.7931,-4154.2537,6773.7304,-4573.0000,4279.3961,0.0000,4386.6105,-2211.4979,4908.0264,5448.6414,-509.3144,913.0052,-5247.4317,5488.5538,-974.8430,467.3002,4533.8151,3053.3424,5369.8875,-4649.7853,1778.7444,2863.7486,-1681.7373,3363.8313,-531.6284,2800.0176,269.2463,-5440.2178,6403.4637,-4756.5705,-1354.9627,-1635.9205,5256.6103,-2594.7429,4983.6079,2397.4013,-5632.4737,5181.3687,5276.0031,1586.7385,2799.8145,-5460.5456,2718.0009,-124.9319,5867.2828,-2054.9662,5763.2393,-4583.0308,5947.6276,-1303.2142,-5514.3635,-5373.7646,4015.4290,4120.7213,896.5599,3742.3554,-3977.9465,251.9583,1420.0621,-1112.6878,6895.0369,6393.4056,4376.8263,5378.2514,1808.5109,3126.1838,-4209.4003,3151.5984,-1782.7069,4141.1070,-4630.0643,-5279.7464,5872.0280,5565.2212,-5050.9356,-5761.2198,-786.5648,3802.1720,-5529.2073,-223349.3107,-226775.0769,-223668.0087,-221613.7646,-212239.0694,-220549.4328,-219623.7465,-220039.0065,-286135244.1721,-286147872.3336,-286142671.4021,-286137140.9628,-219755.8659,-286139675.4866,866.2559,4837.7818,4680.7787,-1731.7568,0.0000,-798.7230,-5721.8329,-3233.8597,-3452.4939,-5365.3040,4480.8098,-2289.8697,2731.4078,0.0000,5718.0518,-3807.3454,-1679.2847,0.0000,-3993.5388,-1823.9917,6805.9205,3102.5622,-5301.2537,1287.6530,234.1121,1682.2561,0.0000,-1497.1506,-2622.1769,-4832.0134,-320.9796,-4899.3679,6709.4008,-858.6884,-4111.7608,5447.5057,-5871.6891,4233.5582,6118.6834,-4129.2286,2328.4678,-4526.2916,5839.8407,-1011.2579,-5413.7949,-2398.3001,-3500.1014,5330.9737,1918.9228,-1581.5776,3123.2114,2064.5416,-5827.3223,-4058.1741,5840.6898,-1931.1098,-4690.9745,2477.5471,-4193.0503,4409.7282,5284.8995,-6186.2454,-636.3461,5387.0342,-6571.5820,-2213.3296,3793.8845,3640.0149,-4880.4917,-2078.1503,6606.4257,2639.4735,-97.9622,-5276.7192,-708.6814,5684.8191,-5677.7158,2973.8394,5333.7854,3845.9747,-5971.0292,44.0851,2546.5953,3423.6732,3542.5512,-4620.4530,4780.4441,-2511.5064,4676.9330,-6559.8819,707.5223,3119.0309,-2775.3643,-3229.5174,-1153.0629,-566.9019,-1406.1291,-4204.7423,3628.6725,2692.4605,265752.0156,282747.9843,269576.9166,274427.2124,273718.4839,272806.7294,276730.9871,273726.9279,-70829139.2432,-70808466.4491,-70862678.5112,-70860468.8412,273668.5375,-70848313.6775,-4646.0475,-4144.7728,3024.7830,3028.8637,0.0000,-4713.2666,-1037.7245,5675.5651,3477.0746,-109.7678,3577.5102,3536.5793,-5396.7361,0.0000,1127.0706,-4663.4263,-5436.0826,0.0000,5417.9614,6412.9362,398.5856,4375.9769,-1770.6084,24.2759,5179.7594,-5168.4957,0.0000,5101.6352,6044.5193,6.1333,4242.3074,4840.3653,-1517.2982,-4321.3214,786.4221,4157.0451,-3411.8897,3010.6501,-251.6173,1478.9146,4309.6762,4869.3851,-2331.7678,6639.0115,-2175.1028,6467.8961,5121.5540,-4185.7560,-3809.1418,-1735.6482,-3708.7051,6481.7640,3225.7356,-1985.0155,2612.2239,-4211.1137,4529.7913,-2764.9715,-1769.8173,-328.7613,-4193.7314,-1364.2605,4136.1961,3186.4191,1956.2652,-2837.8773,-5139.7905,562.2548,1642.4878,-2650.7502,-236.5294,3185.3589,-4225.3715,-2002.8115,-5397.1627,3771.7180,1281.5087,4753.0202,-4253.3541,-5595.4483,-2840.7652,-624.5754,-638.5068,3730.8423,2454.5947,4623.5443,-3572.0441,-4868.5585,-3871.3475,188.3241,-5534.6447,4074.8189,3163.0700,1170.6022,3582.1446,-4687.8533,-3331.5084,-5408.7532,-4482.5768,-3047.8023,-78490.5456,-79608.2189,-78629.7130,-82519.3904,-74687.7039,-78794.9485,-90347.6895,-82816.4213,100613913.7850,100595683.8097,100618205.0547,100623985.5602,-81013.5870,100619398.7728,
