sl_100_5400_20280920 Coordinates.csv
2028/09/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:07 2024,
Start: 2028/09/20 07:47:00.00, Stop: 2028/09/20 09:17:00.00,
TIME_UNITS,STARLINK-3343 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-32041 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-3530 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-5133 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-1334 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-31521 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-31566 - X-Coordinate,STARLINK-5316 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-31046 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-2635 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-3256 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-4483 - X-Coordinate,STARLINK-3532 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-2384 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-30128 - X-Coordinate,STARLINK-3899 - X-Coordinate,STARLINK-31534 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-5918 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-5506 - X-Coordinate,STARLINK-5188 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-2695 - X-Coordinate,STARLINK-5298 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-30198 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-31006 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-2151 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-5584 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-1191 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-3713 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-4112 - X-Coordinate,STARLINK-6153 - X-Coordinate,STARLINK-1776 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-2419 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-32041 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-3530 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-5133 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-1334 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-31521 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-31566 - Y-Coordinate,STARLINK-5316 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-31046 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-2635 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-3256 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-4483 - Y-Coordinate,STARLINK-3532 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-2384 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-30128 - Y-Coordinate,STARLINK-3899 - Y-Coordinate,STARLINK-31534 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-5918 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-5506 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-2695 - Y-Coordinate,STARLINK-5298 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-30198 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-31006 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-2151 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-5584 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-1191 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-3713 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-4112 - Y-Coordinate,STARLINK-6153 - Y-Coordinate,STARLINK-1776 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-32041 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-3530 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-5133 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-1334 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-31521 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-31566 - Z-Coordinate,STARLINK-5316 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-31046 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-2635 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-3256 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-4483 - Z-Coordinate,STARLINK-3532 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-2384 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-30128 - Z-Coordinate,STARLINK-3899 - Z-Coordinate,STARLINK-31534 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-5918 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-5506 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-2695 - Z-Coordinate,STARLINK-5298 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-30198 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-31006 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-2151 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-5584 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-1191 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-3713 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-4112 - Z-Coordinate,STARLINK-6153 - Z-Coordinate,STARLINK-1776 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4306.6537,1347.2251,5861.3938,-2116.0084,6360.5318,-5856.0947,-5943.2478,4533.6922,-5381.5554,-4696.0230,-1616.8460,-4206.0479,-3706.3569,3700.8265,4439.3541,-2832.3440,-896.4095,354.8900,-4117.7645,-4777.8201,-1932.9804,-5006.2228,1645.3398,5262.4037,6456.5088,6711.5628,-6040.8370,5895.0128,2522.3031,2128.3145,5224.8379,-4322.5350,2588.8140,3286.9514,-5777.3795,4260.2256,-5888.7259,5684.1433,5445.4682,-555.2594,2282.9797,4042.6835,-107.4944,-2491.1110,-6789.9542,-2981.0602,-3250.3058,192.9227,-3874.9791,668.1212,1264.2322,-779.0328,-2343.9332,4361.0909,6757.0348,-558.1596,-432.8808,-1129.0435,-3256.4395,2008.5727,545.8649,-3676.3341,-3870.7230,-1907.9312,-4595.1755,-1912.9818,6577.4358,-1828.3302,3389.6777,-5448.4911,2141.0912,6793.1551,-3454.2870,-5692.1588,2415.4839,-1196.5919,3726.8971,6064.0518,-3339.6692,-845.5540,-896.3737,-5020.4895,-6242.1575,6379.0931,-4897.9884,-4741.0275,3611.2481,-4150.1754,-597.4584,3591.8279,-605.3996,-4239.7350,-5127.2415,-4407.8117,6351.3094,-2917.7407,211.7715,3747.2721,5437.8215,-6645.3615,-63427.4314,-63571.8456,-61364.4792,-59914.1449,-53079.8528,-55079.8489,-61627.6787,-60920.6309,-283223344.7953,-283217001.6763,-283239564.6707,-283239106.5333,-60218.9854,-283230060.0660,-5014.2113,5831.6673,-2886.9457,5598.8461,911.0832,3168.2309,57.9563,5173.7373,-307.5364,2081.9165,5036.4504,4346.3602,5644.7367,-2011.5526,1852.7572,3233.2101,4249.0838,4969.7858,356.9409,-1419.8238,-2307.0755,-699.9211,6376.7273,2464.5040,862.7289,1324.8395,-313.5601,3237.2983,-5126.1167,-5046.1747,4141.2576,2714.7192,4082.4509,5964.6105,-2664.1198,-2391.0722,2037.7473,2851.9453,-2796.4287,-4685.5277,3614.0769,-4247.7710,-5207.0842,5018.6520,-550.8490,4261.9658,2556.4864,2371.1561,-2018.4681,4279.3974,-6459.1433,-5058.5380,-6052.6470,706.9173,-394.8945,6703.9878,-4585.9300,4856.6991,5648.8733,6569.6456,5631.5587,3960.0839,4318.6070,3621.1972,-852.5966,3933.2304,1923.0649,5998.8565,-5120.2319,4252.6190,6514.0280,680.9750,5421.4964,-3646.1337,-4512.7949,-6407.2513,-2004.7901,-737.5032,-1407.2347,-5964.0060,-5079.4042,2110.8007,661.2729,-688.3681,-2127.8972,4054.6901,1995.1543,2911.1471,-6758.2635,5718.1956,-2584.3212,-26.4783,-113.7932,-1268.1915,2687.8204,-5360.9735,4392.4313,3268.9495,680.5343,-1242.7800,347300.6046,352282.3271,340307.0516,340443.4288,345627.6700,345432.4207,349546.1853,346027.6035,81891120.6370,81913597.9953,81867715.2124,81863337.4355,346174.0931,81871834.9855,2034.6106,3320.1185,-2254.8177,3464.0507,2459.0108,953.8746,-3332.3984,-57.5688,4163.8310,4605.5474,-4433.0829,3372.1771,-1306.3302,-5224.5707,-4836.2775,5396.6656,5349.4427,-4801.9513,5519.5684,4619.6070,-6251.6094,-4704.4707,-1842.6806,-3618.5018,2243.3350,-109.4597,-3287.9413,1010.8982,3850.3283,4235.1317,1639.7058,4343.0537,-4925.7431,-382.7842,-2669.4121,4846.3619,2972.1489,-2462.2399,3063.0989,-5117.0327,-5395.9363,-3533.1088,-4594.3682,-4044.8284,566.4665,4249.4227,5526.8521,6529.7530,-5332.3129,5360.0879,2226.4387,-4597.7671,-2447.4172,-5270.4723,-899.6353,1536.7165,-4804.3899,-4822.0367,2333.3163,-799.3540,3998.7172,-4348.8028,-3751.2767,-5398.2636,-5065.0794,-5331.2716,986.1148,-2668.0468,3191.9876,448.5394,274.6866,1247.0012,2573.8936,-1554.7394,-4619.8612,2341.8126,5389.9459,-3219.1724,5930.2737,3207.0061,4627.1508,-4199.4089,-2894.9193,2539.7409,-4422.8449,-3022.9144,5514.5178,4696.0763,1231.2489,893.8658,6401.5653,-5229.7067,-4457.9859,-5160.8066,-1009.9551,-2638.2788,-5319.3998,4682.8624,4061.8175,-1642.0548,-77297.4921,-76485.6777,-76615.3282,-75749.6035,-72368.9796,-81368.6837,-86390.1764,-79699.1239,100710111.7297,100689627.6681,100697011.5137,100705804.6373,-78027.6831,100709520.6663,
300.000,2790.4655,2822.4756,5516.6497,-139.5210,6836.2475,-4722.3668,-6426.9202,5198.3376,-4710.5703,-4611.3517,311.8617,-2328.9495,-2679.1919,2993.3062,4160.4100,-1482.7264,1264.9072,2131.9928,-3701.0679,-5060.3206,-2383.7735,-5133.3240,2674.0839,4870.4014,6812.1552,6574.3554,-6594.3843,6130.4761,463.9011,444.3606,6063.2613,-3356.9269,3574.1624,4222.2754,-5454.7237,3936.5105,-4467.7131,6575.9628,5216.3234,-2468.8677,4167.7245,2206.5222,-2170.3564,-1406.4842,-6440.5837,-940.9924,-1769.9025,2363.9023,-4165.2598,2729.8557,400.5165,-2535.9991,-3901.6407,3877.1635,6101.9930,742.6298,-2339.0233,-478.2937,-1959.9354,3011.2907,2439.6062,-2391.8390,-1920.3339,172.7896,-3975.7858,-270.3167,6475.1965,17.3088,2132.4421,-4344.3252,3157.7721,6886.0305,-1630.6910,-5361.2766,1239.3292,-2791.5109,2954.9693,6150.9327,-2418.8032,-2597.3666,-2956.5005,-4516.0865,-6493.5080,5293.8467,-3848.7765,-2982.3809,4503.3417,-3701.0076,-1806.2486,4800.1852,-2664.3628,-4587.6941,-4016.9615,-5432.9351,6833.0469,-3641.5657,2196.3784,5365.3834,5967.1377,-6953.4862,-71043.2232,-70915.9233,-68739.1458,-67229.6986,-60307.7055,-62363.8216,-68833.5680,-67795.9142,-284941849.5285,-284936330.2488,-284958009.5945,-284957255.1595,-67476.8330,-284948472.3689,-5206.6839,5999.8391,-4131.5085,5402.8139,-330.3852,3964.3400,1469.3175,4111.3291,1715.7449,3876.9893,4453.4680,4937.4061,6312.2530,-3978.7780,-247.9989,4808.7248,3977.7743,5477.3457,2482.9281,737.0915,-159.8985,1432.3494,5274.9731,641.7251,-691.9208,64.6494,1049.6700,1618.2921,-5180.9284,-6052.3224,3221.5354,4545.3250,2217.5608,5158.4913,-1044.1799,-4240.8886,2997.6670,1484.7272,-4209.2846,-5013.2339,2721.2797,-4454.4230,-5259.8328,6243.5454,994.0499,4254.2254,4131.4015,2185.5714,135.6376,4300.9862,-5606.6730,-5442.5125,-5644.0748,-1408.5979,-1584.2090,6077.9545,-4986.0139,6159.1751,6585.1679,5692.8424,5764.7809,5477.6390,4901.8538,4313.1566,1191.7068,5151.5078,315.1359,5674.8095,-6306.6587,5284.1494,5733.8709,-829.9441,5610.1647,-2657.7784,-5875.8117,-6277.4511,-3953.0636,-2471.0444,521.8866,-6015.1486,-4764.6872,4009.4340,2029.9764,-1907.2020,-681.1684,4785.4917,25.7522,4675.7806,-6631.2949,4789.4524,-2952.9480,2026.1729,1614.7143,419.7057,1263.3171,-3809.1396,3516.6005,2377.7135,-1192.0203,-49.1479,345598.1329,351132.5888,338994.0290,339189.6086,344284.3793,344114.2606,348145.5214,344934.6482,75686447.2639,75709046.3952,75662426.4134,75658100.0126,344816.3192,75667123.4486,3591.2811,1705.7320,-495.7155,4312.5052,721.7079,2682.1222,-1718.0853,-1850.9828,4609.2478,3366.3905,-5263.8127,4258.4006,506.7615,-4499.5672,-5400.1143,4721.7792,5481.1640,-3650.5160,5262.4583,4476.0669,-6515.0077,-4390.8400,-3436.2064,-4768.0745,777.9184,-1900.1477,-1671.8547,2454.4044,4515.7380,3335.0696,-162.6260,3606.0987,-5472.0046,1436.3847,-4095.3249,3728.2659,4322.6142,-1020.8630,1400.7944,-4149.1494,-4755.0683,-4708.5114,-3981.2772,-2603.3843,2057.9622,5109.3627,5239.5665,6159.1702,-5491.7495,4643.2119,4079.1374,-3357.3261,-1011.9160,-5502.9722,-2625.7871,3176.1637,-3736.5946,-3153.7555,882.2163,-2526.1377,2973.3094,-3518.0259,-4471.4789,-5221.2313,-5502.0684,-4575.5814,2425.0626,-3776.0416,1897.1937,-1094.1419,2051.8170,-289.6579,3714.2387,-3511.0341,-3386.8515,891.9260,4755.7998,-1930.4186,6492.7450,1915.3178,4072.6350,-3289.0636,-1215.3884,3990.0706,-5728.6181,-4033.2169,5211.4573,3495.8878,-584.9518,-664.8045,5675.8632,-4491.3522,-5238.0686,-4239.1677,530.0532,-4056.7147,-5517.7097,3499.0347,3086.6210,149.0779,-77298.4697,-76604.0905,-76657.2866,-76048.7865,-72430.6243,-81236.9728,-86608.4803,-79945.4696,100706096.3859,100685705.7610,100693624.4757,100702380.2177,-78152.8071,100705766.6598,
600.000,973.2600,3992.0025,4624.6069,1871.2156,6622.0912,-3064.9551,-6248.6337,5353.6776,-3597.8752,-4099.9027,2241.2423,-219.9808,-1375.2173,2012.7197,3510.6829,-32.6465,3308.9469,3670.3010,-2973.6548,-4865.7099,-2677.1257,-4799.3310,3467.3027,4024.0419,6496.4419,5766.3763,-6488.5192,5750.1864,-1652.5304,-1255.4162,6285.7567,-2066.9683,4261.7976,4733.0220,-4618.8762,3257.1983,-2602.7394,6795.5509,4463.7023,-4118.9033,5644.9051,127.6519,-4011.9210,-210.9096,-5442.2892,1217.9220,-160.2326,4297.6961,-4100.6833,4504.3737,-554.8795,-4011.8335,-5074.4952,3062.4477,4817.7245,2003.8482,-3959.0627,179.8430,-481.3584,3742.7766,4079.7072,-908.6773,220.0816,2212.3368,-3015.1549,1358.7105,5752.8323,1887.3358,685.9270,-2811.0971,3875.0442,6313.6248,369.7953,-4512.2213,-23.6891,-4107.7894,1935.4575,5645.9016,-1327.9951,-4070.7960,-4725.4985,-3594.4627,-6102.9018,3688.3159,-2458.3659,-929.8058,4994.3845,-2922.1731,-2840.1409,5522.1919,-4429.7443,-4489.1237,-2527.9124,-5946.4048,6664.1592,-4006.1964,3989.9658,6431.9279,5910.4029,-6581.3544,-78584.7849,-78236.2641,-76083.5440,-74519.8173,-67506.3719,-69626.9679,-76007.0050,-74629.5579,-286524447.5895,-286519751.8702,-286540517.0145,-286539462.1436,-74704.1840,-286530976.5823,-4914.5185,5563.5216,-4959.2591,4716.1607,-1530.2224,4360.0079,2709.3588,2619.8095,3586.1362,5267.6768,3476.6437,5089.6534,6342.5857,-5517.9040,-2341.5195,5928.3793,3369.1687,5472.3494,4366.6278,2809.0975,1987.8683,3415.3315,3629.8103,-1278.8566,-2170.7774,-1223.4042,2289.0399,-186.2033,-4766.8760,-6487.3711,1972.5328,5891.9812,151.1730,3807.6382,713.5476,-5652.6601,3707.1137,-24.1240,-5179.1490,-4893.0320,1607.3129,-4256.4883,-4842.4749,6847.9339,2458.1212,3842.5883,5330.4773,1860.2009,2270.1876,3942.4020,-4202.0625,-5305.6053,-4695.6211,-3399.7019,-2639.8878,4852.5043,-4866.5145,6836.8605,6879.9698,4244.9623,5362.0582,6474.6640,5048.8352,4605.8345,3142.1077,5886.0282,-1344.5000,4798.3167,-6878.6668,5810.0991,4362.5177,-2263.4297,5284.3171,-1361.9122,-6657.6221,-5542.1602,-5506.7945,-3947.6843,2440.1900,-5466.9670,-4027.4959,5502.9043,3183.7532,-2979.4214,891.0652,5091.7110,-1916.1572,5966.3197,-5837.1970,3366.2937,-3092.2243,3838.7447,3218.5588,2028.7856,-286.6551,-1824.4246,2345.9177,1281.5241,-2921.4118,1151.0436,343722.5203,349822.8013,337532.0429,337789.7442,342790.2728,342643.6909,346594.7261,343698.0761,69445765.9756,69468468.9339,69421134.5407,69416881.8720,343306.3980,69426407.5622,4760.6934,-98.2582,1316.9737,4696.4988,-1094.6273,4096.0320,89.9665,-3441.8010,4535.5521,1762.2733,-5525.3395,4687.7783,2264.1983,-3245.1907,-5359.4370,3535.6062,5017.2012,-2106.4509,4434.8559,3825.2061,-6086.4352,-3602.5066,-4647.2438,-5389.0588,-772.3410,-3479.4621,127.0578,3619.5066,4689.4753,2077.0343,-1947.0740,2443.2258,-5426.6667,3093.9542,-5077.4343,2202.9948,5204.9828,535.3919,-417.1601,-2742.9970,-3595.5972,-5362.1553,-2944.7496,-880.5192,3319.5000,5369.8838,4385.9767,5137.0030,-5055.4756,3421.8166,5498.1702,-1749.4536,531.8189,-5134.2924,-4058.0877,4470.7050,-2218.7088,-1148.6290,-663.6270,-3980.8575,1629.3882,-2311.4722,-4708.7238,-4447.7334,-5341.7261,-3323.2517,3603.1832,-4459.4735,398.3558,-2519.3973,3602.2580,-1795.4293,4455.7898,-5092.7347,-1785.5932,-653.7157,3596.2605,-432.4388,6368.2749,408.8555,3082.3664,-2018.3370,595.4950,5007.4935,-6424.0685,-4612.4034,4341.3404,1918.5523,-2337.5773,-2148.5067,4344.3030,-3229.5474,-5425.1924,-2858.8893,2014.1446,-4985.6557,-5119.5309,1924.4969,1765.1513,1924.3657,-77306.5327,-76724.1601,-76702.0312,-76352.1782,-72495.4632,-81098.9415,-86821.9129,-80062.3738,100702080.7995,100681784.4582,100690248.4756,100698961.5881,-78277.8700,100702012.5600,
