sl_5_5400_20280605 Coordinates.csv
2028/06/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:10:47 2024,
Start: 2028/06/05 07:47:00.00, Stop: 2028/06/05 09:17:00.00,
TIME_UNITS,STARLINK-5943 - X-Coordinate,STARLINK-4695 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-5375 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-4695 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-5375 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-4695 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-5375 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4393.2305,-5062.3818,-4095.4455,-6179.7515,-6631.1613,270551.4782,295798.9135,275715.6383,275720.9719,279113.9330,279210.3192,285044.7567,281398.4428,-239372185.8882,-239335190.9126,-239361012.3597,-239386994.7674,281398.7063,-239376377.1486,2575.6880,741.2501,2320.2437,-1826.6780,485.7901,-194370.1533,-219114.8316,-203423.7735,-204263.7532,-212164.4767,-210164.8316,-204894.3068,-206377.3515,239465811.5560,239425619.7477,239434575.3130,239454671.0545,-205447.8998,239449584.8845,4732.3670,-4641.4134,-5064.8014,2081.2058,1932.2867,-139993.9109,-145055.8606,-142492.9098,-141017.6491,-138036.8090,-147325.2049,-151907.7733,-142091.1320,121293868.7252,121278225.2848,121269733.5281,121288678.2095,-143648.2143,121282185.0170,
300.000,-3060.7927,-3704.5114,-3676.2774,-6735.5815,-5791.1997,274433.9919,300274.4536,280011.0454,280061.5032,283357.0999,283490.5384,289222.7754,285566.6331,-244541063.3932,-244503593.2043,-244529671.9597,-244555963.8049,285635.8832,-244545296.4189,4257.7538,2282.4475,4211.0726,-658.1911,2002.3613,-188645.0032,-212866.3644,-197352.4392,-198272.9302,-206230.7724,-204198.8054,-198965.0528,-199965.4265,234182074.1336,234142821.7836,234151492.5192,234170407.7030,-199483.1166,234165915.5442,4565.3425,-5366.1059,-4068.7995,292.5522,3220.1919,-140059.4979,-145144.9447,-142474.0600,-141260.2524,-138036.7644,-147146.3009,-152078.6816,-141981.6162,121297324.2348,121281399.1343,121272871.1499,121292321.0802,-143719.2474,121285561.4948,
600.000,-1471.6235,-2013.5277,-2937.1907,-6575.7150,-4395.9859,278196.6881,304617.2686,284183.4233,284282.0347,287475.4485,287647.0524,293275.6349,289593.2983,-249593341.5484,-249555419.0843,-249581757.5719,-249608298.4414,289746.6651,-249597619.3795,5555.9053,3645.9943,5676.5899,576.7276,3354.1655,-182843.9085,-206525.9612,-191194.2223,-192191.8000,-200208.7653,-198137.1071,-192951.1167,-193433.8958,228786787.5675,228748484.3010,228756865.8933,228774586.5074,-193431.0349,228770694.7395,3914.7532,-5512.2338,-2634.4147,-1529.7241,4162.0605,-140125.3818,-145233.8522,-142457.4843,-141507.2848,-138039.9386,-146960.9928,-152244.6163,-142001.6121,121300774.1558,121284572.8606,121276011.7229,121295952.8706,-143790.1840,121288937.7028,
900.000,226.7583,-159.8632,-1934.9510,-5719.7494,-2584.6816,281838.1144,308825.4581,288230.9059,288381.3129,291467.1107,291677.9359,297201.6999,293482.4346,-254526613.6673,-254488262.0513,-254514862.7019,-254541591.4634,293729.2554,-254530939.2410,6341.5182,4696.8533,6571.7025,1768.1999,4418.3322,-176969.3276,-200096.4550,-184951.8056,-186022.9759,-194101.1427,-191981.6008,-186855.1086,-186821.5129,223282524.3426,223245179.1686,223253266.9700,223269782.1064,-187294.3320,223266494.8264,2849.4510,-5064.2444,-915.7287,-3176.5877,4656.8438,-140191.5572,-145322.5817,-142443.3493,-141758.7666,-138046.3027,-146769.2741,-152405.6223,-142156.9997,121304218.4549,121287746.4702,121279155.3332,121299573.0525,-143861.0238,121292313.6411,
1200.000,1879.8947,1674.1399,-749.8023,-4262.1141,-535.8433,285356.8678,312897.1824,292151.6794,292358.2099,295330.2774,295581.3090,300999.3839,297240.6031,-259338529.8077,-259299772.3302,-259326637.5646,-259353492.5132,297581.9142,-259342905.9521,6533.2367,5325.3337,6809.1881,2809.2422,5095.7865,-171023.7464,-193580.7179,-178627.9118,-179769.1245,-187910.6271,-185734.1104,-180679.6697,-180167.6025,217671908.8534,217635530.1625,217643319.1855,217658621.0859,-181075.7224,217655940.0748,1482.2389,-4070.0802,901.9054,-4459.7969,4651.5453,-140258.0190,-145411.1321,-142431.8167,-142014.7000,-138055.8294,-146571.1665,-152561.7423,-142443.4115,121307657.1013,121290919.9700,121282302.0682,121303181.0890,-143931.7669,121295689.3095,
1500.000,3340.4169,3311.8574,520.3383,-2360.8430,1550.3959,288751.5947,316830.6631,295943.9833,296211.7338,299063.1994,299355.3391,304667.1506,300876.2546,-264026797.8900,-263987657.9907,-264014790.2032,-264041709.2114,301302.9592,-264031227.3197,6105.7310,5458.5874,6368.7646,3604.9386,5320.3358,-165009.6772,-186981.6606,-172225.3018,-173432.9702,-181639.9748,-179396.4066,-174427.4715,-173509.0672,211957616.1525,211922211.7145,211929696.6278,211943780.7239,-174777.9562,211941705.4177,-42.0189,-2636.3619,2621.9388,-5233.3931,4146.7699,-140324.7620,-145499.5019,-142423.0430,-142275.0640,-138068.4931,-146366.7293,-152713.0165,-142845.9407,121311090.0664,121294093.3666,121285452.0162,121306776.4333,-144002.4133,121299064.7082,
1800.000,4481.2014,4599.2908,1767.6044,-219.7720,3471.9437,292020.9915,320624.1841,299606.1113,299941.0415,302664.1876,302998.2423,308203.5144,304398.7023,-268589184.7898,-268549686.0396,-268577087.5803,-268604008.2522,304890.7660,-268593670.1001,5093.0753,5069.3625,5298.9660,4080.5033,5065.1518,-158929.6583,-180302.2304,-165746.7738,-167017.3025,-175291.9749,-172970.1930,-168101.2148,-166877.3007,206142370.6751,206107947.6381,206115122.7620,206127987.7120,-168403.8180,206126515.1756,-1561.8470,-917.4597,4058.2302,-5409.8157,3196.6451,-140391.7814,-145587.6899,-142417.1796,-142539.8053,-138084.2695,-146156.0717,-152859.4828,-143339.8020,121314517.3242,121297266.6669,121288605.2666,121310358.5278,-144072.9628,121302439.8370,
2100.000,5206.3493,5419.7443,2883.1115,1933.4443,5044.4193,295163.8056,324276.0924,303136.4123,303545.4528,306131.6138,306508.2851,311607.0415,307816.8386,-273023517.4006,-272983683.4840,-273011356.6411,-273038216.4704,308343.7693,-273028061.0632,3586.1528,4180.7794,3711.5414,4187.7757,4346.0755,-152786.2524,-173545.4102,-159195.1624,-160524.9845,-168869.4482,-166457.0900,-161703.6287,-160295.3816,200228944.9398,200195509.8290,200202369.1327,200214016.8529,-161956.1257,200213141.7578,-2916.4666,900.8131,5055.4814,-4969.2425,1903.1270,-140459.0723,-145675.6948,-142414.3717,-142808.8280,-138103.1359,-145939.3690,-153001.1770,-143892.0628,121317938.8512,121300439.8774,121291761.9101,121313926.8027,-144143.4155,121305814.6960,
2400.000,5458.9093,5704.6613,3766.2351,3871.2158,6119.0779,298178.8350,327784.7988,306533.2914,307024.4661,309463.9110,309883.7872,314876.3503,311137.7604,-277327683.6693,-277287538.3665,-277315485.3487,-277342221.8803,311660.4633,-277332288.0275,1724.2835,2866.0996,1769.2489,3909.8958,3221.2554,-146582.0460,-166714.2171,-152573.3376,-153958.9658,-162375.2461,-159858.6160,-155237.4696,-153775.9720,194220158.2269,194187716.9445,194194254.0432,194204689.7349,-155437.7293,194204404.3405,-3962.9303,2621.3694,5506.0375,-3961.6213,405.1522,-140526.6300,-145763.5151,-142414.7589,-143081.9792,-138125.0708,-145716.8842,-153138.1325,-144464.3820,121321354.6262,121303613.0048,121294922.0383,121317480.6750,-144213.7713,121309189.2853,
