sl_100_5400_20281123 Coordinates.csv
2028/11/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:40:39 2024,
Start: 2028/11/23 07:47:00.00, Stop: 2028/11/23 09:17:00.00,
TIME_UNITS,STARLINK-3230 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-2120 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-30494 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-6239 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-2380 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-31275 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-31581 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-31450 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-30447 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-4502 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-4074 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-5063 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-3344 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-3701 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-5308 - X-Coordinate,STARLINK-2249 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-2323 - X-Coordinate,STARLINK-2015 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-3098 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-2226 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-5777 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-31612 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-3338 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-30400 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-5155 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-2120 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-30494 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-6239 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-2380 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-31275 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-31581 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-31450 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-30447 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-4502 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-4074 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-5063 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-3344 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-3701 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-5308 - Y-Coordinate,STARLINK-2249 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-2323 - Y-Coordinate,STARLINK-2015 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-3098 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-2226 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-5777 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-31612 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-3338 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-30400 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-2120 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-30494 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-6239 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-2380 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-31275 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-31581 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-31450 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-30447 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-4502 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-4074 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-5063 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-3344 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-3701 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-5308 - Z-Coordinate,STARLINK-2249 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-2323 - Z-Coordinate,STARLINK-2015 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-3098 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-2226 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-5777 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-31612 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-3338 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-30400 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5038.9422,-3842.6770,-2094.8411,-291.3755,-5426.5527,-987.9635,-6225.1395,2730.2979,3138.0966,-3333.0581,-2041.3401,-4029.8640,-2826.1919,6265.0906,5954.2730,3284.0917,-3071.5803,-5246.0835,2014.3725,-5017.3178,4278.0786,5535.1789,-2669.4710,-4537.5603,3142.2932,6420.0410,3970.1871,-6548.7588,1813.0474,6766.0282,-5564.3606,-5660.0551,514.6304,-6576.0700,5259.5858,-5365.1814,2863.5167,-4817.5821,2941.1120,-2074.6435,4152.1591,4176.4933,-4298.5046,2692.3309,6059.3326,-5715.8158,-3361.9683,-113.2418,3648.5732,4533.7548,4601.3030,1290.4285,6784.4900,-3605.6290,-1695.3273,-860.5277,4063.3628,-4061.6183,-1968.5188,-498.5224,-550.2082,-1509.1350,0.0000,-4550.4840,-3693.2016,-1598.9798,3523.9397,1667.2316,4274.6197,2125.1686,-518.3389,6285.4546,1525.4147,-2265.8486,6554.3867,-2202.4545,637.3688,-3534.7029,-252.0835,5958.1506,5470.8353,-4605.9174,6076.1269,-1706.4877,-2880.7936,-1743.5591,6597.2825,4310.5609,-800.8880,-5288.0499,-6670.5851,5748.2741,-4921.0920,6237.7945,5244.1097,1945.3123,-5413.3356,2611.3664,6403.7675,-4938.4841,335281.5640,311845.6438,329351.5758,330138.8232,328781.3107,327896.9283,321331.8362,324462.3856,-233481598.6907,-233513625.5415,-233499711.0268,-233499760.2071,324956.8571,-233499807.6724,3071.9757,5278.1099,6582.1943,5290.3965,2214.8342,-6824.0934,-2756.2203,-5220.7967,2809.4049,-5154.7183,3506.7870,5394.4785,5935.9514,1008.2285,1635.8004,4361.7194,-2935.6376,-2379.4435,6202.4002,-3563.4257,3647.4312,1605.9717,4753.3198,5162.1266,-6133.5619,-324.7429,4192.2005,30.5133,4609.9827,-1103.5258,-453.9887,2287.2931,-6481.3516,845.8315,-499.1533,1113.3959,-4659.1384,4980.0493,5547.5438,-6323.1230,266.7526,518.8068,-4923.1184,6040.4138,-1959.4263,3692.3064,2979.0755,6068.3759,-342.7103,-3384.1906,5065.9509,-6652.8955,1228.8032,2081.5641,4184.5180,6857.5788,-1156.3119,5470.0273,-6582.0232,-4394.6803,6862.1424,6743.3706,0.0000,1418.1248,-1881.8264,3228.1465,-2209.4525,-4991.0863,5409.1396,4128.3421,6293.2550,-2067.7956,-5011.3326,-4053.5870,-1276.3850,5926.1052,6216.4450,5806.8505,-4081.8346,-333.6194,-2279.2463,-4156.5505,-884.2679,-6654.4790,4411.7777,-5443.7832,-1257.5155,-1406.5259,-5364.1500,-2479.4237,-412.4068,3669.6710,-3428.2588,2467.7483,4084.3756,6391.9248,-2555.0658,-5654.3158,2654.1409,-1426.3984,209339.0126,236476.4539,217993.8257,219638.3194,228097.6676,226256.2350,222327.4028,223058.2958,-45965592.1326,-45944751.6901,-45947245.0021,-45973121.3413,221992.2228,-45962689.0336,-3535.8601,-2033.7034,149.5698,4301.0491,3645.5256,410.6986,61.2846,3580.0616,5467.4447,-2905.4525,5403.7473,-1565.3948,2095.6898,-2301.1238,3033.9369,4264.3633,5290.6443,3686.5321,2223.9299,2947.8731,-4085.0195,-3639.3112,4226.9545,-614.8389,766.5687,2518.1244,3685.6129,2184.0131,-4784.3779,-1123.9092,-4139.6205,-3193.2485,-2273.4073,1855.5676,4449.2080,-4182.8771,4249.9499,82.3756,-2925.1682,1557.9947,-5526.3698,5536.0841,2172.4016,-467.8800,-2715.1094,1134.6346,-5237.4020,-3314.3947,-5903.8173,3778.5557,-124.4299,1524.6666,883.3235,-5516.5492,5211.6070,-386.0386,-5420.7977,128.3016,-864.3180,-5321.2225,-689.4693,397.0039,0.0000,-5031.5412,-5506.2153,-5947.6475,-5291.8623,-4353.9991,-141.3628,4804.0313,-2820.6038,-1107.4327,4298.1657,5102.9938,1662.4857,2557.4718,-2792.9185,-1180.7141,5177.2098,-3491.7672,3530.7901,-3139.1202,-3378.6002,-955.1672,4448.6046,3918.0096,-1093.6781,5258.9360,-4150.2329,-3705.8474,-1524.9596,-1215.9886,-3471.6535,-1567.0247,1603.0347,1545.9893,-3486.9794,2928.8662,172.0981,-4602.9029,-68832.2817,-73148.6603,-70910.7664,-70402.2860,-66792.2220,-75605.8730,-80887.9009,-73851.9556,29279602.5861,29256069.2614,29305253.6681,29281577.6383,-72469.0817,29288399.4929,
300.000,6236.9054,-2627.6221,-862.9208,1766.5264,-5393.1196,-480.3700,-6529.6085,909.4283,4196.3814,-4686.6067,-28.2891,-2594.9572,-1777.1375,5723.1017,5314.2087,5001.9593,-4720.4889,-6366.0575,2977.3012,-5292.9715,3716.2366,6348.5119,-705.4879,-3508.9811,1734.8733,6664.2364,5419.4746,-5770.5293,3666.5150,6436.2776,-4922.7086,-5572.5865,-850.8610,-5613.7371,5250.8577,-3911.6520,1346.4401,-3526.4617,4029.2940,-3032.6612,3955.0121,4513.7620,-5399.8850,3614.5521,5772.7411,-4398.6756,-1402.6228,1328.9400,4795.7001,4107.1500,5237.3083,-345.4702,6890.2724,-2220.9621,462.7591,651.8600,2938.0926,-2625.9380,-3085.6892,-2520.7913,957.4083,44.3220,0.0000,-4552.2307,-4370.1866,386.2776,2606.0435,328.2718,5021.1098,4037.3292,914.5463,5836.2226,-404.6950,-3465.3103,5564.7483,-609.3345,2311.4584,-2474.4412,-2380.7703,6402.9567,5419.1598,-5948.8752,4966.3403,-3036.6720,-859.1738,-3271.7976,6211.1321,4147.7281,-2633.2143,-6347.8623,-6016.7981,6504.1113,-5216.1059,6749.7801,6066.1544,3144.3104,-6449.7219,933.3440,6700.4519,-6025.0561,330908.0552,306808.0916,324499.7407,325261.1887,324031.3274,323096.3773,316640.7810,319684.1044,-232417519.5472,-232449807.3223,-232436255.2321,-232435191.6985,320206.0544,-232435817.7298,2134.4361,6288.6537,6654.7747,4675.9909,3762.0532,-6377.4240,-1243.7828,-4915.2051,904.5093,-4761.1973,4371.4446,5552.3061,6661.8163,-737.3305,24.5674,3400.8485,-1659.3755,-1277.1813,4958.3799,-1661.7623,2048.6235,-47.0686,4531.0436,5817.1960,-6670.0454,-1631.2909,3599.5333,1627.0600,4559.7798,-2576.3528,1532.3169,3736.1989,-5692.0961,2000.9226,-2529.2230,2438.3718,-5907.7931,5788.5618,4003.2921,-5221.1348,-1893.0445,-1571.1251,-4258.9607,5081.2928,-3583.3595,4656.6094,3888.1931,5020.9133,-1795.0377,-4928.5115,3971.9567,-6306.9475,29.4680,3754.1621,4104.5634,6791.9703,-3027.1466,6063.6559,-6123.1218,-4575.5829,6796.4019,6654.6997,0.0000,3341.8971,182.8319,2438.1111,-4112.4324,-6112.8283,4422.3457,3809.5072,5413.7200,-3222.8623,-4379.2626,-2278.9902,-2367.0922,5483.3450,6285.4289,6407.8143,-4181.3564,-1770.4969,-3796.0444,-3095.9312,-2481.9333,-5758.0209,4362.7992,-4063.8130,-2736.2460,-3401.6452,-4292.4578,-985.6705,881.3103,2357.1439,-1468.6198,1347.9435,3152.9604,6091.5834,-1104.7694,-5301.9103,1164.5521,1.0606,216419.1600,243106.8507,224771.1136,226489.3495,234987.0320,233097.6935,229211.1809,230238.4535,-51054544.6307,-51034186.8531,-51035909.4977,-51062342.2141,228847.1446,-51051648.4994,-1965.0755,-539.7946,-1650.9154,4645.2985,2106.2062,2603.0326,-1479.4273,4745.6142,5404.6718,-1213.1696,5153.7604,-3200.3947,322.4845,-3503.8168,4366.5412,3381.0241,4585.0363,2155.8784,3740.9226,3969.9158,-5504.7201,-2479.4833,5151.7574,1197.8002,-778.8747,785.5266,2151.2247,3418.5556,-3631.5311,416.1636,-4660.8354,-1560.0227,-3785.1513,3443.3720,3709.0419,-5126.2680,3358.1012,-1447.0976,-3965.8142,3197.7519,-5350.2903,5052.6592,403.9579,-2256.3458,-1320.9298,2555.8976,-5524.7210,-4566.6014,-4696.0073,2271.2048,-1916.4071,2886.0036,-929.0240,-5360.7311,5520.6886,1155.7280,-5425.6705,1657.0882,951.4774,-4536.8717,857.7319,1896.2534,0.0000,-4016.6848,-5325.9516,-6501.0009,-4646.9406,-3027.1655,1660.3872,3721.6499,-4206.4074,730.6799,5152.7964,5513.3090,3279.6118,4004.8178,-1409.2152,632.3835,4515.8621,-1912.6492,1960.3829,-1831.3069,-4276.1862,-2397.2623,5269.2288,4560.1772,462.7043,4412.0527,-4614.0021,-2562.3929,-3167.8639,323.5282,-4320.0400,240.0318,-207.1776,-264.0673,-2271.2063,4285.0047,-1360.8114,-3361.7041,-68720.9186,-73059.8484,-70721.3062,-70466.5033,-66622.3449,-75234.0708,-80866.2123,-73384.9441,29276486.2320,29252737.7002,29301806.5238,29278506.4677,-72358.1651,29285098.4041,
600.000,6801.2725,-1151.4220,472.9109,3664.3918,-4838.4440,43.8489,-6170.7294,-1032.7717,4888.7816,-5537.7896,1959.1730,-877.5014,-553.6510,4599.0126,4168.2597,6236.3098,-5894.5184,-6832.5167,3683.3407,-5066.3329,2839.0122,6523.5714,1352.9219,-2117.6849,152.5216,6244.6415,6305.6588,-4438.1814,5134.1338,5484.5796,-3846.9885,-4935.8472,-2171.0454,-4089.1949,4761.8438,-2090.2609,-271.5832,-1883.2547,4764.8065,-3714.3427,3426.4565,4464.7528,-5954.2732,4153.8011,4932.4647,-2639.3678,674.8516,2685.3972,5495.9706,3275.2848,5352.4019,-1973.0177,6322.1262,-664.5954,2582.1420,2111.8725,1569.2302,-908.6386,-3906.6190,-4274.9724,2379.8725,1610.9948,0.0000,-4146.8015,-4665.2969,2369.3269,1460.1296,-1011.6151,5277.7630,5493.6846,2299.5372,4745.3576,-2325.5675,-4374.3449,4013.5165,1082.9859,3740.6883,-1159.2836,-4222.8015,6219.7189,4840.9858,-6716.9093,3411.5743,-4096.1310,1265.4585,-4520.9555,5184.4868,3627.0205,-4229.2058,-6795.0522,-4757.7750,6628.3989,-5046.1210,6581.4696,6264.1976,4024.9368,-6863.9445,-872.3336,6353.2964,-6524.0726,326383.9083,301630.2259,319500.4972,320230.6055,319134.8786,318147.1010,311804.0451,314787.7813,-231242545.8879,-231275079.6771,-231261917.5317,-231259719.1400,315310.5967,-231260933.3656,1003.1709,6660.6198,6069.0240,3628.2504,4917.2919,-5222.1617,409.4333,-4161.5781,-1059.1848,-3877.1991,4823.9908,5184.4881,6719.3263,-2434.6756,-1628.4321,2142.8281,-257.3671,-68.3727,3214.1353,423.9279,202.8700,-1673.1743,3909.0744,5897.2209,-6563.3432,-2766.1254,2661.7187,3094.6548,4088.2709,-3804.5863,3394.8823,4795.8440,-4345.5680,2993.3030,-4298.7836,3572.2008,-6596.1274,6045.1503,2072.9620,-3575.7673,-3866.7717,-3489.7513,-3169.3292,3538.7860,-4848.9706,5185.5472,4467.8665,3498.1582,-3017.7298,-5946.7868,2455.9746,-5365.5668,-1183.1140,5089.5728,3676.2495,6065.1050,-4623.3889,6046.8239,-5052.3840,-4350.8568,6066.8565,5922.7137,0.0000,4919.2823,2206.4717,1479.3457,-5584.1180,-6613.9210,2979.2513,3113.3387,4017.2505,-4033.5301,-3334.2998,-305.5862,-3256.0963,4500.5875,5727.4938,6368.7989,-3855.5489,-3011.7501,-4917.3829,-1754.9956,-3882.7456,-4302.8599,3934.5650,-2312.8659,-3937.8707,-5052.7747,-2819.7302,580.5873,2120.1662,812.3574,644.3272,89.4252,1894.6021,5168.0139,431.5079,-4450.3319,-449.8794,1393.6656,223409.2487,249629.1349,231448.0849,233236.9731,241774.2410,239828.0880,235995.8752,237213.4409,-56118944.2918,-56099072.9414,-56100046.1136,-56126972.9660,235600.4200,-56116058.9573,-178.9727,1014.3663,-3272.9514,4469.5225,338.6527,4513.4269,-2853.0441,5395.5508,4757.6037,617.2737,4310.7616,-4490.3031,-1485.7434,-4301.3497,5221.5196,2135.5319,3357.7424,385.1470,4850.1756,4546.7469,-6341.6223,-1040.4811,5518.1932,2880.2229,-2241.0202,-1032.2107,378.3863,4282.5605,-2082.5725,1911.8751,-4687.8920,243.4654,-4884.4542,4654.9338,2568.1215,-5513.2701,2106.2703,-2821.4933,-4581.5617,4480.3162,-4599.5392,4034.9413,-1408.5993,-3769.8340,215.3693,3699.3376,-5214.2881,-5327.4712,-2989.9379,507.0062,-3495.4691,3940.0699,-2642.7336,-4627.5664,5231.2006,2573.0370,-4836.4995,2998.9170,2664.8861,-3265.0320,2312.4152,3191.3215,0.0000,-2572.0021,-4567.2934,-6368.1460,-3460.0742,-1361.7048,3281.3277,2195.7071,-5139.5671,2482.4809,5418.4842,5326.9467,4537.7812,5002.2119,131.3112,2376.7010,3297.7824,-127.0359,177.1645,-329.0196,-4731.0480,-3583.2423,5518.2873,4714.4848,1966.6293,3096.3613,-4562.5476,-1142.7446,-4460.6004,1828.2619,-4706.2985,2020.8437,-1994.3174,-2044.9719,-811.6805,5172.9005,-2748.1872,-1755.7839,-68609.8531,-72970.9542,-70534.9213,-70534.7621,-66455.6437,-74856.0204,-80839.7112,-72841.5889,29273373.8996,29249408.3152,29298354.1857,29275448.1850,-72247.2075,29281797.4428,
