sl_100_5400_20281011 Coordinates.csv
2028/10/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:41:08 2024,
Start: 2028/10/11 07:47:00.00, Stop: 2028/10/11 09:17:00.00,
TIME_UNITS,STARLINK-4560 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-2088 - X-Coordinate,STARLINK-1655 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-4757 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-3120 - X-Coordinate,STARLINK-6370 - X-Coordinate,STARLINK-6348 - X-Coordinate,STARLINK-30413 - X-Coordinate,STARLINK-3677 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-6052 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-5501 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-1621 - X-Coordinate,STARLINK-2752 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-30512 - X-Coordinate,STARLINK-6346 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-30086 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-4448 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-6371 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-4587 - X-Coordinate,STARLINK-3947 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-2375 - X-Coordinate,STARLINK-31799 - X-Coordinate,STARLINK-31509 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-2349 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-31753 - X-Coordinate,STARLINK-5427 - X-Coordinate,STARLINK-1732 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-1575 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-2228 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-1802 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-5682 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-5688 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-30130 - X-Coordinate,STARLINK-31791 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31264 - X-Coordinate,STARLINK-4300 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-4627 - X-Coordinate,STARLINK-31145 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-2088 - Y-Coordinate,STARLINK-1655 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-4757 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-3120 - Y-Coordinate,STARLINK-6370 - Y-Coordinate,STARLINK-6348 - Y-Coordinate,STARLINK-30413 - Y-Coordinate,STARLINK-3677 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-6052 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-5501 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-1621 - Y-Coordinate,STARLINK-2752 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-30512 - Y-Coordinate,STARLINK-6346 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-30086 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-4448 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-6371 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-4587 - Y-Coordinate,STARLINK-3947 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-2375 - Y-Coordinate,STARLINK-31799 - Y-Coordinate,STARLINK-31509 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-2349 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-31753 - Y-Coordinate,STARLINK-5427 - Y-Coordinate,STARLINK-1732 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-1575 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-2228 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-1802 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-5682 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-5688 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-30130 - Y-Coordinate,STARLINK-31791 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31264 - Y-Coordinate,STARLINK-4300 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-4627 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-2088 - Z-Coordinate,STARLINK-1655 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-4757 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-3120 - Z-Coordinate,STARLINK-6370 - Z-Coordinate,STARLINK-6348 - Z-Coordinate,STARLINK-30413 - Z-Coordinate,STARLINK-3677 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-6052 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-5501 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-1621 - Z-Coordinate,STARLINK-2752 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-30512 - Z-Coordinate,STARLINK-6346 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-30086 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-4448 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-6371 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-4587 - Z-Coordinate,STARLINK-3947 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-2375 - Z-Coordinate,STARLINK-31799 - Z-Coordinate,STARLINK-31509 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-2349 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-31753 - Z-Coordinate,STARLINK-5427 - Z-Coordinate,STARLINK-1732 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-1575 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-2228 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-1802 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-5682 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-5688 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-30130 - Z-Coordinate,STARLINK-31791 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31264 - Z-Coordinate,STARLINK-4300 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-4627 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5677.0208,3714.0475,4121.3531,-6063.8776,-1548.9781,-4702.0369,1844.9413,0.0000,4502.5744,-4931.6540,-6367.3156,4309.2532,4010.8028,-4151.2978,4203.8086,4947.4526,-4028.4559,5877.7688,-4601.3011,-5473.0633,-3.4024,6481.1863,-350.4818,6714.9843,5527.4989,-1278.4848,5478.1841,190.6598,913.7316,52.7287,-955.2417,2399.3110,6645.9300,2030.8159,5306.0763,-1424.5606,6320.3727,-5368.9564,4487.5830,-2681.9011,2367.0626,631.0332,5088.4528,1630.7462,-3968.6019,-3944.2149,-2880.9984,961.5054,-4289.4679,5859.8269,-3543.7651,-6642.3872,48.0357,-4127.4609,-4805.2763,-4560.8892,-4484.4742,-2819.0380,-4841.8515,2741.5155,2702.5367,-3212.8932,-4314.6296,5827.7347,5022.8879,1908.4399,3625.8177,1630.3603,1093.6740,2945.0801,0.0000,-4195.1532,-6094.2789,571.7673,6159.8930,-22.7901,511.5113,3983.2662,-5244.7358,5765.1971,-5036.5921,-4363.3616,-2788.6945,561.9920,1460.1357,-3757.6575,4822.1417,-1132.6061,5996.8537,1036.2515,6699.7389,3102.5351,-3132.6210,-4675.4141,5949.4355,-2833.2947,3979.2939,2699.9132,-5021.9449,5180.0946,-297344.5855,-309028.5154,-304387.6326,-302954.5197,-298354.2432,-300180.2383,-307731.0995,-306289.7484,-278349831.5159,-278350573.4586,-278342434.3347,-278357286.4428,-305244.0456,-278353541.8416,-3420.8553,-4364.5456,-524.1269,2683.5844,-4769.4706,2575.0923,-3944.2057,0.0000,5248.4435,2114.4737,-1323.0699,-2975.3876,5430.4109,1511.1412,3011.5551,4521.2322,3601.8476,1132.0692,2278.7386,2472.3217,3291.8790,-1353.7670,-2380.6435,1616.4000,-3056.0696,5448.3875,3852.8442,-5900.9337,5396.5156,-5122.2335,5655.0008,-4267.6034,-426.4414,-5367.1808,-2006.3426,235.3456,2240.2628,2029.8907,5192.9001,5014.8991,-6289.7876,-2852.9864,-555.7277,5789.5762,-4326.5930,3533.9467,1202.3250,5246.7163,-2552.5791,3670.9644,-2627.4445,-439.1010,-6851.6394,151.8522,-3657.3892,-3801.7831,4924.7740,3316.8835,-1431.7726,-6232.9171,-3707.7360,3199.5930,5014.6027,-1774.5581,-644.0499,-5036.8663,4250.4161,-6553.2564,4000.3412,-5170.2784,0.0000,-2369.9740,3194.2638,6062.6570,2362.5088,6783.6906,-4888.0447,-3686.9341,1389.1616,-95.9809,-1724.6455,-2884.7294,-4650.3856,6052.9392,-5461.1421,-3562.5668,-267.3781,-6798.9747,1329.4047,6054.9416,-343.1196,-3576.3841,5970.9910,4457.1602,-844.4352,-5617.3127,543.4411,4873.8722,2221.3711,-4600.5195,-182689.8411,-156440.7682,-177929.1468,-177271.1206,-170038.1913,-170882.2451,-169353.4388,-173439.8036,40069644.7798,40104145.1765,40109286.1576,40076554.8882,-172024.1643,40089512.6832,-2014.7355,3744.1188,-5464.8048,-1672.8695,-4659.8957,4150.6476,5207.0736,0.0000,-538.3010,4419.8815,2364.9960,-4535.2645,1512.6274,5319.9626,-4571.8478,1446.0817,4302.7778,-3428.9502,-4622.3041,-3415.7756,6069.8155,223.0590,6507.5287,-625.5588,-2013.1435,-3840.6012,1459.5045,-3305.4536,-4001.4317,4722.2476,-3903.6321,4876.8054,-1522.6609,3849.3435,3917.4908,-6788.8241,1291.1759,3531.1307,959.7339,3928.6329,-1716.3182,6266.4388,4487.2343,-3349.7956,3756.1063,-4296.2343,-6210.1510,-4434.7333,-4676.9476,-112.0990,5313.1577,-1809.3857,-951.9180,5503.5050,3398.2621,3375.5639,1853.4473,4951.0602,4562.8358,297.6510,5079.9161,4830.8068,-1899.6056,3005.2547,4537.5693,4320.8641,-3769.7272,-402.3685,-5494.8509,-3495.1886,0.0000,4584.9539,-317.0578,-3326.1433,-2142.5393,-1201.1298,4518.5332,4273.6854,4239.5776,3813.1878,4272.5623,-4359.9900,-4262.3511,-3283.5120,-3985.4653,4584.0725,-4960.6210,-846.9216,3203.6721,-2958.0501,-1678.8458,-4914.0986,-1414.2264,-2469.7694,3447.1438,-2680.4617,5353.9617,3943.7858,-4202.5973,-517.9371,146571.1932,146696.8262,147452.1305,148201.0839,151664.1019,142722.8996,137612.3663,145646.2586,76786732.9069,76757399.0772,76800444.8534,76788834.3394,145993.7697,76789712.9183,
300.000,5040.7710,2961.7358,3873.9052,-4848.0273,-3489.6981,-2928.9061,202.9400,0.0000,4643.1954,-4897.6855,-5918.1714,2642.9547,5239.7099,-2731.0211,4283.9960,5804.9492,-3453.9334,6646.5956,-2833.6394,-5361.5978,1503.3471,5798.5104,-2511.3799,6819.5393,4112.1408,491.1939,6219.2498,-1294.7305,2282.6133,-2066.7565,808.9875,299.5478,6541.3214,211.5415,5340.4962,-3213.4246,6781.0824,-5360.2369,5276.7472,-1193.7853,1831.3080,884.8403,4279.5004,3089.1754,-5519.4820,-2777.1676,-933.0597,2968.3799,-5718.1111,6225.3362,-5057.5152,-6801.4182,-1171.0452,-3759.3179,-6108.1865,-5854.9786,-2842.8502,-689.1177,-5455.7064,1250.7776,1473.6026,-1127.6064,-2821.1620,5593.1687,4799.2041,-219.9631,4047.4118,390.1766,3094.5751,1140.1202,0.0000,-5610.1132,-5301.8809,1996.9381,6838.3442,1197.3670,-1138.9138,3377.0741,-5460.3101,6060.7372,-6160.0094,-4917.6835,-4465.6937,1870.0387,-587.2868,-5244.6992,3693.2500,-2585.5713,6655.3449,2576.1714,5940.0961,1015.9747,-1708.8192,-4001.1758,4827.9964,-4166.5965,4049.3155,3500.0844,-3325.8071,4030.4728,-293439.1124,-305641.0338,-300838.5389,-299372.0337,-294656.0793,-296546.3537,-303992.5004,-302564.5051,-279156254.3553,-279157373.0372,-279149418.1813,-279163274.8048,-301569.1323,-279160061.9555,-2530.5001,-5758.1937,-2646.9782,3529.1382,-3814.8596,2621.2175,-5166.8357,0.0000,4450.6281,3841.7153,420.8408,-4329.4020,4520.5355,3150.3455,968.5488,3633.9146,5209.9492,-148.5585,3317.3627,3956.7176,4520.8657,-2470.3041,-2322.9490,406.0461,-3778.7083,4677.1699,2864.9964,-4844.3950,3984.5002,-4769.9661,6279.2283,-4223.5002,-1964.9800,-4836.1189,-3616.1489,-984.7283,779.7785,3586.9337,3792.8432,6173.5367,-6675.7047,-649.5987,-2573.0644,4461.0012,-3352.8829,5172.5649,2190.1225,5083.4084,-1397.2667,2489.4367,-1267.1399,1104.0407,-6276.5891,2293.8385,-2465.2850,-3043.6735,5452.1301,3903.9508,588.5228,-6583.2455,-5255.1889,3838.8483,5225.5464,-3480.7057,-2735.5514,-5059.6290,2367.3222,-6598.7530,3160.0866,-4928.2971,0.0000,-1138.0088,4132.0458,6417.5919,940.3846,6754.7172,-5705.7720,-5279.0902,3071.9390,-1930.7682,-413.3887,-799.6683,-4388.9925,4853.4694,-5143.9863,-2117.8948,-2050.7195,-6405.2979,-269.7340,4903.2370,-1860.8965,-4014.4337,5927.3807,5590.9625,-2476.5387,-5335.0956,-1653.9121,3105.1529,3211.6473,-5185.8480,-188740.7827,-162797.6229,-184305.4230,-183572.4564,-176393.9797,-177235.9506,-175754.1689,-179671.6788,33980737.0509,34015008.2882,34020857.6950,33987483.6717,-178404.2383,34000623.0690,-4024.8123,2227.7126,-5011.0509,-3290.7446,-4486.5404,5519.9853,4399.1489,0.0000,-2602.4003,3099.7113,3557.8238,-4718.5099,-14.3525,5516.0903,-5325.3239,-365.4763,2944.7278,-1836.4685,-5357.6052,-1821.0064,5000.0402,2032.9324,6036.5582,1182.6484,-3573.8993,-4894.8637,-351.6900,-4544.0446,-4988.8065,4638.7655,-2834.7401,5459.3693,13.3225,4928.1345,2441.0402,-6072.6639,-256.0651,1961.5992,2401.4655,2874.2402,400.6824,6824.8847,4626.1153,-4238.2986,2627.4973,-3468.2321,-6531.1255,-3668.8301,-3482.3645,1685.7494,4530.2389,-300.2361,-2666.3178,5287.2935,2157.5099,1771.7671,3156.8272,5266.6567,4026.7227,-1252.4288,4133.6319,5279.8554,-3481.8977,1664.4000,3966.3066,4693.0299,-4841.9572,1424.5657,-5275.5166,-4695.2987,0.0000,3390.6666,1492.8898,-1720.2221,-668.9147,612.7630,3278.2248,2911.4016,2861.4791,2711.0585,2916.6946,-4642.0718,-2890.4732,-4549.2458,-4586.8804,3980.8700,-5485.6404,697.3972,1911.6695,-3976.6911,-3015.0168,-5423.8568,-3071.1850,-732.5424,4304.3572,-960.4727,5066.4765,4968.3256,-5143.0495,-2270.1891,146472.2650,146609.3864,147467.4320,147960.2888,151659.8164,142914.7682,137454.3213,145117.8701,76782910.0383,76753356.1828,76796107.4056,76785115.2972,145927.5196,76785635.6641,
600.000,3824.5966,1930.7064,3290.5206,-3125.9736,-5095.1883,-821.2198,-1419.6569,0.0000,4336.8060,-4415.0060,-4912.5757,746.6303,5957.6575,-1085.0007,3996.1235,6071.7179,-2567.5930,6752.9869,-802.1403,-4729.8549,2804.3594,4452.4596,-4413.0305,6253.0128,2222.4327,2249.0756,6326.2050,-2689.5467,3463.5114,-3994.6050,2472.9657,-1842.0703,5772.0355,-1663.2260,4860.3057,-4610.6230,6553.3388,-4791.6464,5573.4204,384.5274,1102.8053,946.2238,3074.1551,4280.4766,-6542.5640,-1360.5709,1072.6909,4677.6398,-6567.1655,5980.7349,-6090.0551,-6290.7321,-2303.7015,-3072.6450,-6818.2164,-6538.4249,-908.4667,1508.0895,-5544.4438,-379.1763,138.6326,1074.2775,-1020.0401,4793.5744,4121.2283,-2333.6120,4090.7700,-908.0335,4803.0652,-807.8278,0.0000,-6408.5417,-3966.2816,3208.2755,6854.1223,2303.7985,-2631.8055,2466.5304,-5150.6539,5782.8395,-6656.1779,-5014.7580,-5681.0280,3040.4809,-2595.9674,-6238.1149,2246.0474,-3795.4259,6674.2588,3889.7742,4607.9126,-1171.9666,-85.6297,-2935.2111,3259.7083,-5062.1426,3734.8628,3995.7670,-1312.1107,2470.2782,-289412.5523,-302122.6185,-297157.3931,-295663.2567,-290826.2785,-292788.2249,-300119.5184,-298640.6461,-279829501.2887,-279830985.5075,-279823244.2506,-279836077.4964,-297760.8962,-279833406.9746,-1411.6001,-6555.7665,-4498.9970,4048.7933,-2517.5486,2455.1795,-5877.3972,0.0000,3177.2306,5175.7459,2151.6150,-5301.1959,3169.7262,4520.2748,-1182.9979,2371.9331,6290.9013,-1393.9574,4084.0446,5032.0458,5326.5270,-3330.1886,-2108.8778,-857.5894,-4116.4808,3455.1967,1580.6643,-3298.8084,2177.1081,-4007.6918,6312.3195,-3820.1239,-3304.0406,-3867.6173,-4845.1930,-2170.6002,-762.3554,4742.2583,2012.5314,6737.8398,-6379.4590,1629.9418,-4346.2746,2707.1968,-2085.0728,6290.4828,3034.6489,4462.4408,-137.3083,1043.5964,173.3505,2535.5756,-5081.9893,4210.3429,-1054.9523,-1990.7909,5473.2660,4106.6128,2527.4404,-6265.5338,-6279.8358,4107.3269,4941.7785,-4816.4412,-4539.2390,-4632.0438,221.5788,-5943.7201,2059.0584,-4238.6870,0.0000,181.9389,4667.9033,6149.2126,-566.4608,6043.8522,-5915.6132,-6337.9720,4423.9184,-3558.3496,908.3865,1360.5993,-3717.1434,3188.2670,-4366.2126,-501.1236,-3672.3353,-5391.3670,-1825.3359,3267.0275,-3225.3696,-4100.1889,5309.2238,6163.2610,-3903.9520,-4510.1549,-3661.9759,1019.8140,3940.1819,-5283.0540,-194706.3973,-169082.8225,-190600.3671,-189791.2977,-182670.5117,-183515.0587,-182073.8684,-185727.3139,27875728.5669,27909760.5689,27916308.8370,27882345.5684,-184705.8599,27895628.9501,-5604.0727,463.9147,-4006.4666,-4542.3212,-3815.4644,6259.4957,3091.0482,0.0000,-4388.7064,1450.8819,4367.7768,-4396.7119,-1539.8078,5119.1525,-5503.2059,-2136.6357,1268.4693,-44.3548,-5515.4361,-29.1879,3390.4319,3593.4233,4923.7584,2864.1996,-4699.4759,-5392.9048,-2123.9787,-5261.3568,-5407.5223,4067.0236,-1463.0457,5453.4937,1547.7950,5475.1239,699.1510,-4711.4516,-1774.6562,163.9384,3585.6052,1509.7614,2474.7464,6650.6018,4243.2846,-4664.5669,1222.3493,-2250.5808,-6162.0371,-2511.2252,-1900.0440,3301.5517,3258.0219,1241.5521,-4093.7451,4494.2121,685.6233,-30.1669,4119.4424,4931.8181,3036.0034,-2661.4950,2728.8815,5085.8135,-4683.9451,134.3118,2946.1035,4557.8758,-5352.5237,3087.1446,-4481.3613,-5387.2286,0.0000,1787.3436,3139.6693,69.4762,876.2681,2359.6975,1646.5789,1234.5556,1171.1909,1316.5131,1234.3421,-4401.2877,-1204.4685,-5324.2769,-4695.0087,2949.1874,-5423.1395,2167.3056,414.7022,-4548.7314,-4026.3644,-5327.1123,-4393.6542,1083.7508,4700.3072,866.6931,4178.7952,5437.1432,-5530.5070,-3781.1653,146373.1341,146521.7776,147479.7041,147715.1880,151652.1878,143112.7768,137300.9762,144649.7941,76779088.3881,76749316.0693,76791767.4060,76781397.0490,145861.1720,76781558.3958,
