sl_100_5400_20290904 Coordinates.csv
2029/09/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:34 2024,
Start: 2029/09/04 07:47:00.00, Stop: 2029/09/04 09:17:00.00,
TIME_UNITS,STARLINK-30175 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-3232 - X-Coordinate,STARLINK-5958 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-30053 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-4390 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-5562 - X-Coordinate,STARLINK-3284 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-31284 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-5202 - X-Coordinate,STARLINK-30894 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-30946 - X-Coordinate,STARLINK-4001 - X-Coordinate,STARLINK-3882 - X-Coordinate,STARLINK-5886 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-4352 - X-Coordinate,STARLINK-30858 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-2406 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-2327 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-5475 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-3959 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-3582 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-4540 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-31196 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-2209 - X-Coordinate,STARLINK-31884 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-1327 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-4661 - X-Coordinate,STARLINK-3261 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-3227 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-3569 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30175 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-3232 - Y-Coordinate,STARLINK-5958 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-30053 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-4390 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-5562 - Y-Coordinate,STARLINK-3284 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-31284 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-5202 - Y-Coordinate,STARLINK-30894 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-30946 - Y-Coordinate,STARLINK-4001 - Y-Coordinate,STARLINK-3882 - Y-Coordinate,STARLINK-5886 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,STARLINK-30858 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-2406 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-2327 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-3959 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-3582 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-4540 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-31196 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-2209 - Y-Coordinate,STARLINK-31884 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-1327 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-4661 - Y-Coordinate,STARLINK-3261 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-3227 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30175 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-3232 - Z-Coordinate,STARLINK-5958 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-30053 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-4390 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-5562 - Z-Coordinate,STARLINK-3284 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-31284 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-5202 - Z-Coordinate,STARLINK-30894 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-30946 - Z-Coordinate,STARLINK-4001 - Z-Coordinate,STARLINK-3882 - Z-Coordinate,STARLINK-5886 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,STARLINK-30858 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-2406 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-2327 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-3959 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-3582 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-4540 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-31196 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-2209 - Z-Coordinate,STARLINK-31884 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-1327 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-4661 - Z-Coordinate,STARLINK-3261 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-3227 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5520.2859,-816.1953,5861.6941,-2729.0249,-3524.9282,3161.7169,2095.2018,-1774.2952,-4220.9394,1266.3826,2834.9896,2823.6930,-2568.9739,-496.1345,-593.3030,2667.2116,4761.1716,-2771.8758,-920.1724,-842.1607,5912.1959,-2967.0903,-852.5010,4135.7462,-6571.3993,1234.0880,-2149.8305,-1386.5274,2382.4226,0.0000,1160.7706,-4235.5791,4571.5207,-5949.0076,-5263.7383,-4003.2428,4114.9432,4433.1499,-6209.1517,-1863.6320,-4063.3980,3994.2379,-2647.5084,2679.9168,5514.7845,4591.9866,-6339.9930,-5279.6534,-918.1490,-5631.8103,-5471.1680,1938.8819,0.0000,4014.1726,534.3734,-3172.0625,5116.4869,3988.0163,-864.2170,-2515.2642,-5597.9901,-3087.2361,5598.6643,-786.4406,-1755.5651,-6803.1628,5317.8356,6485.1275,3068.7814,-3565.4054,4450.3701,-3997.7967,5368.7769,-3312.8253,-3915.7961,2846.8918,-4400.0545,4045.6839,3985.7642,5520.7087,6594.5329,5918.8413,-6695.8110,-779.0483,1.4518,0.0000,-2585.7681,5272.3284,2992.0723,5381.7500,-5778.3586,2910.5401,910.7524,5375.3764,-3092.3062,2540.2249,-1254.4825,5571.2670,1467.1896,-5895.6513,-363157.4212,-340166.9700,-359007.6802,-356009.4090,-347752.9483,-349838.2753,-354623.9957,-355385.2374,124781030.2710,124784680.5821,124751923.3744,124752373.4272,-354554.8028,124763499.9943,-3903.4324,-4367.8206,-2401.5857,-4057.9840,4660.0894,6124.0948,6413.6400,5363.6961,4169.1028,-5055.6657,5405.6401,3177.0124,5740.5183,-4897.1785,6891.8747,-6185.0746,-2502.4478,3305.7041,4127.3541,5429.1490,3484.7828,-4994.9186,-6382.8206,-5230.9135,-430.3821,-4049.9416,-6154.3138,5558.2512,4004.3514,0.0000,6064.4287,750.3732,2233.9934,-2979.9358,-2882.5570,3283.4112,5304.7381,3200.7197,-1235.2607,-1969.3662,-5039.0149,-1209.0468,5208.4872,5676.4761,3573.6247,-529.9321,2805.8016,849.6680,5825.4841,2437.2533,-1727.6262,-3673.0495,0.0000,1647.2421,-6928.0066,2991.1318,-3875.2205,5667.3233,4033.7125,5495.1445,1879.5532,5755.8613,2154.1446,5687.1037,4950.4370,1139.2209,-2046.7349,1114.7223,4435.8665,5884.9648,4067.7978,-889.8965,1263.2485,5303.9079,3201.2251,4667.0936,3117.9517,-3943.8597,1018.9207,869.6245,-1722.8940,3373.4575,-1618.4869,-618.8738,6163.2083,0.0000,-3512.1094,956.6604,-6030.7173,148.0926,-3779.7748,-4260.5556,4018.6243,141.5770,-2797.8129,-4764.2860,-4052.0156,-1805.9301,4285.8785,1899.4002,41900.6750,70886.1340,53383.0442,51877.0646,54071.1910,55267.1548,60695.7720,56993.2038,185008954.8209,185040533.8804,184999844.6962,185005295.7182,57056.5930,185008945.2526,1366.4721,5199.7618,-1947.4678,-4886.9426,-3705.1347,-1146.9983,-1354.5321,3951.4287,3578.8179,-4487.8282,3213.3602,-5241.0760,-2854.2245,4840.7989,-305.6408,-1229.2939,-4131.7043,-5405.3693,-5464.2978,-4178.6367,-1062.1571,3713.9041,2253.0532,1442.6132,1744.3380,5414.9479,-2262.4513,3457.3041,-5042.8842,0.0000,-3114.2554,-5401.6745,-4672.8273,1892.2624,3451.5016,-4562.6509,-1545.5909,4258.1438,2477.4641,6372.6876,-2429.2336,-5440.7365,-3710.5501,-2725.5773,2221.9815,5105.3274,-76.6961,-4243.7296,3588.1475,3260.2187,-3595.7934,5510.6066,0.0000,5339.6977,69.9387,5225.9906,2615.7135,234.0218,5476.8492,-3385.6053,3588.2875,2268.6029,-3289.9312,3551.9923,4443.3891,308.5064,-3929.3021,-1449.9652,-4309.0218,-420.0974,-3371.3449,5425.9549,3974.8747,-2747.8989,-4531.2976,4187.5367,-4171.8396,3997.0782,5433.4790,-3886.6062,-1248.7448,685.8165,647.1878,-6870.2580,-2842.2800,0.0000,5275.9660,-4330.8906,1552.9382,4293.6680,69.1646,4606.7368,5502.1133,4340.4424,-5523.6607,4149.9919,-5365.5147,3661.3424,5150.8253,-2950.5073,139809.0374,134420.0869,138454.6235,137481.3957,142046.6374,134173.1138,127734.8096,134804.9160,-72309113.0733,-72325043.9497,-72297759.4496,-72304521.3149,136355.5762,-72298621.6541,
300.000,-5894.3427,-2628.7577,4527.2577,-3637.6500,-1541.9524,3412.5012,3062.3107,-540.0547,-3206.4622,-684.2013,3583.6592,4580.8342,-1516.9549,-2310.3561,636.1063,1015.9064,3138.7661,-4174.7500,1255.6279,904.5887,5652.1076,-4507.1603,-2029.8472,2706.3796,-6717.5477,-950.7106,-3697.1070,-105.4432,3510.1893,0.0000,2682.8891,-4167.4056,4330.1224,-6007.9620,-6383.1060,-2051.1183,4650.9275,2819.8219,-6760.8277,139.2517,-4824.2282,3494.5849,-1188.4062,4030.0996,4380.4753,3430.1161,-5415.5903,-5208.3541,408.1645,-5231.0858,-6435.7327,-10.5765,0.0000,5111.4443,-107.5415,-2092.9310,4308.3858,5043.7731,1236.8729,-548.6391,-5339.7149,-1301.8276,5402.1080,582.0428,99.6192,-6346.4014,4949.0402,5973.1702,3748.3453,-2301.6010,5758.9873,-4473.3905,4993.9998,-2032.4450,-2618.1490,3615.2126,-3484.9532,2122.3110,4148.2000,4971.7007,6152.0583,6371.0171,-6809.5226,1224.7050,1702.1124,0.0000,-3758.7542,4436.9999,1916.8858,4270.9487,-6161.1853,1227.8216,2986.9169,4267.1645,-4533.9680,569.3145,-3066.8461,5659.3713,3457.1764,-4492.7131,-363911.6070,-341552.6695,-360204.5700,-357172.0355,-348839.8733,-351032.8320,-355705.2404,-356220.1779,120712540.0603,120715516.4341,120683861.7863,120684074.2955,-355681.3907,120695090.7089,-2285.1343,-3165.3228,-3605.6911,-2166.4535,5068.6822,5223.6807,5375.4837,6410.9405,5659.2045,-5692.1642,3806.0071,2064.8146,6634.8244,-5343.8193,6576.2475,-6235.9722,-3886.8818,4038.7199,4057.2491,4533.9917,3853.9293,-4742.4256,-5310.5659,-5439.7317,1122.6735,-4093.4015,-5769.7459,6427.1218,2185.2595,0.0000,4887.1357,2820.8787,188.1756,-1251.9067,-1501.5403,3878.7107,3963.1737,2604.0856,-9.2202,-979.9569,-3396.1375,-3270.4886,6315.4785,5435.8719,3356.2734,-2336.5458,4026.5302,2841.9221,6587.8387,4125.4608,-497.4682,-4584.3712,0.0000,-94.1133,-6646.7911,4730.1851,-5295.9642,4578.7571,4472.0313,5429.3516,3670.2090,5826.7111,189.3826,6428.8428,5793.8636,2276.0832,-3892.2190,-253.2530,2566.3967,6120.9604,3377.5033,1208.8445,-808.6157,6377.7103,4856.3610,2847.7977,4868.8564,-4721.3005,-1165.0014,-1143.3492,-3172.3058,2242.0543,-413.2217,-1678.3937,5292.0405,0.0000,-1672.5884,-860.8649,-6635.5355,-1508.2102,-2600.4561,-5485.1544,3431.8466,-1518.7936,-1229.7897,-4493.0643,-2825.2361,-3348.9717,4125.6761,2892.8129,34165.6197,63682.6698,46028.3240,44568.7261,46606.0352,47841.1912,53182.1609,49903.1813,187690551.7868,187722445.9238,187681067.7038,187686358.3110,49583.7685,187690564.8344,2754.3505,5462.9598,-3230.3441,-5465.6394,-4450.1876,-3147.4825,-3017.7743,2484.6988,2392.4436,-3798.7098,4497.4298,-4504.0129,-1163.6986,3714.5054,-2077.8428,-2640.3275,-4587.5125,-3752.9545,-5449.8304,-5126.3200,1180.6825,2185.5265,3767.2905,3098.9955,222.0460,5439.4888,-799.8307,1865.2789,-5481.3703,0.0000,-4092.4185,-4727.4826,-5379.8291,3188.1950,2226.1481,-5327.1086,-3184.8298,5766.1840,734.0573,6853.3125,-3606.5442,-4909.9779,-2568.6059,-1013.4847,4197.5324,5494.8619,-1597.2206,-3375.7104,2030.6284,1982.7158,-2041.3369,5158.3008,0.0000,4607.0128,-2031.2020,4425.4129,1206.1254,-1301.4020,5049.5322,-4267.4321,2405.7895,3484.1631,-4194.0467,1983.4528,3710.8354,-1498.7974,-2873.1749,-3110.6667,-5199.1158,-2186.8817,-1767.6104,4975.5623,4540.1025,-1354.8817,-3958.6715,5120.3616,-3260.0770,4592.6065,5280.8757,-4507.4620,289.3971,-1138.2493,-1167.1217,-6623.8634,-3894.8397,0.0000,5470.6613,-5200.9457,-247.8228,5185.0278,-1727.9113,4033.1564,5154.0925,5217.1152,-5081.8819,5083.4188,-5421.5750,2120.5065,4254.4150,-4304.7152,139732.8901,134328.9347,138437.6335,137236.1968,142016.2401,134381.0512,127593.7827,134641.2948,-72312742.3356,-72328671.8403,-72300715.1679,-72307669.8470,136286.1827,-72302116.8691,
600.000,-5708.0609,-4209.9821,2689.2228,-4244.8260,597.5909,3360.4779,3754.4658,720.6082,-1903.9432,-2544.2126,4024.5086,5863.6519,-326.2370,-3867.7989,1825.7216,-758.6536,1213.6639,-5152.4809,3307.5686,2602.4384,4786.5908,-5581.8015,-3039.7432,972.4959,-6176.6940,-3037.9728,-4874.4863,1165.4570,4339.1142,0.0000,3979.8073,-3736.0909,3715.4733,-5502.7359,-6884.7355,102.4390,4751.5522,940.9528,-6604.3907,2079.9075,-5148.1147,2695.0581,362.5127,4957.0245,2800.0234,1972.2902,-3960.9413,-4638.2838,1671.4802,-4343.4222,-6720.5120,-1927.9300,0.0000,5729.6779,-765.1631,-844.9805,3092.8491,5621.1641,3192.1065,1489.9683,-4578.8827,631.8333,4696.0412,1866.0224,1919.0733,-5252.1911,4123.8749,4830.7298,4113.0552,-786.2607,6485.3326,-4535.1491,4146.7348,-558.8114,-1086.6808,4078.0792,-2246.4539,-2.4855,3940.9462,3951.8788,5110.4599,6175.3878,-6249.2194,3140.0551,3260.0330,0.0000,-4601.7335,3201.2338,647.8532,2768.1898,-5939.1827,-543.6126,4770.4814,2772.3940,-5562.7523,-1486.2414,-4599.8293,5199.5369,5083.9072,-2636.2619,-364500.3725,-342786.5792,-361242.7565,-358180.9520,-349770.0594,-352083.4248,-356627.2719,-356871.1128,116586434.9133,116588732.4237,116558208.6436,116558196.7263,-356650.5114,116569064.9604,-424.1924,-1687.9230,-4442.5780,-76.6559,5026.5436,3785.7195,3790.1249,6820.6725,6597.8321,-5793.1094,1822.1855,781.7657,6863.9025,-5290.2237,5612.2737,-5674.1196,-4908.9090,4287.5946,3645.4338,3227.4348,3790.1858,-4035.3242,-3694.1139,-5110.9961,2558.6378,-3785.4853,-4822.0907,6592.7868,170.7096,0.0000,3249.0104,4599.4367,-1896.5462,619.8714,4.1798,4147.2523,2206.7316,1654.5845,1209.2268,199.6811,-1413.5005,-5001.9825,6813.5352,4643.7629,2723.4462,-3947.9336,4871.5072,4532.0393,6698.2103,5406.6023,762.0762,-5087.7242,0.0000,-1787.7156,-5692.8149,5990.2559,-6197.7046,3039.4216,4509.4204,4873.7218,5089.4570,5354.7296,-1816.0660,6489.0979,6088.6460,3202.1156,-5348.0458,-1628.2073,444.3635,5756.4201,2368.4865,3160.0454,-2816.2690,6802.3516,6024.9921,747.2498,6123.1115,-5083.7677,-3220.0184,-3062.6108,-4315.9772,868.9729,846.0219,-2475.3774,3893.8668,0.0000,306.8539,-2630.8238,-6579.1732,-3058.5256,-1145.0018,-6199.4373,2556.5961,-3073.5099,415.1891,-3807.3053,-1360.0464,-4540.4961,3593.0422,3641.0507,26418.7090,56451.5705,38653.4741,37248.9062,39120.6026,40394.0978,45648.2380,42778.8645,190282693.6591,190314887.2927,190272861.6930,190277980.2757,42088.7946,190282732.8309,3842.7543,5119.4095,-4119.5249,-5456.4209,-4716.9948,-4819.2386,-4351.2418,747.8660,949.7216,-2693.7066,5293.4203,-3245.5982,652.9332,2186.4447,-3626.9756,-3758.2049,-4520.4170,-1696.3513,-4848.0322,-5519.8405,3297.5534,419.6364,4858.6668,4407.3429,-1325.3046,4868.7962,749.6861,51.4832,-5318.0663,0.0000,-4630.0139,-3542.2821,-5506.7936,4140.5679,761.6684,-5515.4131,-4477.1739,6657.8123,-1092.6226,6601.9094,-4395.2122,-3837.5520,-1150.3344,811.4587,5724.6599,5286.3596,-2946.8783,-2129.6350,253.1516,494.5556,-252.4637,4247.9021,0.0000,3371.3703,-3916.6318,3125.7040,-332.6530,-2697.6180,4065.4839,-4692.2031,963.4259,4323.8754,-4631.9662,185.2164,2572.6077,-3143.8276,-1508.0429,-4409.4037,-5527.4562,-3715.7905,27.5170,3962.5202,4591.1416,189.8438,-2935.9937,5495.2353,-1981.7704,4694.8876,4535.5184,-4620.0023,1796.4552,-2835.9682,-2855.8404,-5674.9402,-4504.0925,0.0000,5059.2880,-5505.7337,-2021.8240,5511.4843,-3337.9480,3025.7750,4242.1120,5531.2856,-4094.7904,5444.2726,-4875.5115,350.3557,2889.1396,-5184.6973,139656.3861,134237.8020,138416.4599,136988.1284,141982.7183,134594.4841,127457.2750,134609.6769,-72316366.7558,-72332298.6584,-72303672.5233,-72310808.6841,136216.7016,-72305612.0465,
