sl_100_86400_20290823 Coordinates.csv
2029/08/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:22 2024,
Start: 2029/08/23 07:47:00.00, Stop: 2029/08/24 07:47:00.00,
TIME_UNITS,STARLINK-30150 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-1316 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-5697 - X-Coordinate,STARLINK-5931 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-1048 - X-Coordinate,STARLINK-5420 - X-Coordinate,STARLINK-5389 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-6291 - X-Coordinate,STARLINK-3969 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-1478 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-5440 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-31102 - X-Coordinate,STARLINK-31516 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-11117 [DTC] - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-5710 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-4622 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-4276 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-5632 - X-Coordinate,STARLINK-30510 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-5614 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-6138 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-30466 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-30813 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-30434 - X-Coordinate,STARLINK-4097 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-31997 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-2530 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-2014 - X-Coordinate,STARLINK-5541 - X-Coordinate,STARLINK-32104 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-31946 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-1316 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-5697 - Y-Coordinate,STARLINK-5931 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-1048 - Y-Coordinate,STARLINK-5420 - Y-Coordinate,STARLINK-5389 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-6291 - Y-Coordinate,STARLINK-3969 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-1478 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-5440 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-31102 - Y-Coordinate,STARLINK-31516 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-11117 [DTC] - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-5710 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-4622 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-4276 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-5632 - Y-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-5614 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-6138 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-30466 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-30813 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-30434 - Y-Coordinate,STARLINK-4097 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-31997 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-2530 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-2014 - Y-Coordinate,STARLINK-5541 - Y-Coordinate,STARLINK-32104 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-1316 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-5697 - Z-Coordinate,STARLINK-5931 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-1048 - Z-Coordinate,STARLINK-5420 - Z-Coordinate,STARLINK-5389 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-6291 - Z-Coordinate,STARLINK-3969 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-1478 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-5440 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-31102 - Z-Coordinate,STARLINK-31516 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-11117 [DTC] - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-5710 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-4622 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-4276 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-5632 - Z-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-5614 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-6138 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-30466 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-30813 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-30434 - Z-Coordinate,STARLINK-4097 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-31997 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-2530 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-2014 - Z-Coordinate,STARLINK-5541 - Z-Coordinate,STARLINK-32104 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1354.6858,6200.3309,5532.6419,-1943.1305,-5126.3260,-2512.0042,4576.7966,5143.9702,-2205.6381,-647.5193,-4780.8538,-5900.0918,2506.8272,-4292.6864,-1402.0938,-1437.6369,4951.3528,2406.1143,4189.8588,-735.2840,-5559.1604,-6103.9416,6850.1869,-5009.1941,-6828.0121,-2787.1718,637.3588,-234.9279,4899.1791,5432.9312,-4147.5555,-2943.4446,5242.8299,-1012.8830,5949.8140,3022.4114,-4904.4842,-3872.4941,2508.9331,2269.7143,-5967.6502,6426.3722,1281.5917,5672.9504,-3538.4247,-6450.1155,1899.1658,-4155.1436,4578.6169,5467.9356,2396.2298,-4086.4708,-5391.1277,-1349.1808,-3359.0884,350.8389,3559.4079,4756.1212,-2034.1813,-268.8576,491.6899,-5387.2257,3859.2661,-1305.7225,-2035.6520,-5679.8508,0.0000,-6681.6079,-4940.6465,-1317.3942,-2357.3075,3049.6784,-3048.4080,-5237.9657,-53.4650,-2513.0031,-2530.1594,-881.7791,0.0000,-1775.1488,1926.4103,-2563.7678,3367.2640,-5767.8524,2232.7301,-5023.6283,422.7639,5340.3949,3731.8154,-2660.0510,3713.3540,-1403.9803,-3296.4307,-3496.8550,-4465.4424,-2113.3833,1970.9055,0.0000,6321.4257,4946.1694,218089.4093,242638.6930,220366.0954,222958.3433,231491.7575,229691.5156,226101.8797,225442.4988,133830183.7520,133857468.7493,133860773.3597,133831860.4115,225443.6804,133843070.1476,-4908.1895,1147.3791,-2261.4790,5350.7876,3621.8692,-4688.8235,-3056.9839,1530.8532,866.4896,-5793.4667,2104.7072,1219.2129,-4642.9933,5304.6831,-6549.5393,4544.7635,1601.9881,5291.4628,-4970.5655,6271.1090,823.7123,-3056.2612,-567.2045,3152.0046,-764.4921,3243.3105,-5925.4420,-5712.8899,4872.2363,2011.9137,-3346.8020,-3690.7103,4227.5883,-6608.6789,-3562.4487,-4080.1495,1193.8753,1828.7713,3308.8361,6278.7939,1962.6684,996.7539,-5203.4304,3658.0927,5183.3979,-812.4676,4910.8396,-819.1445,-4137.5781,-1570.4848,-6324.2134,-544.7100,2210.4020,-2398.4569,-3817.4531,-5501.9789,-5245.9570,4180.7756,3069.1072,2525.1308,6837.1759,4092.0392,-2521.0141,3155.2767,-4103.1501,2819.9708,0.0000,773.8071,4274.4398,-6716.7456,-6497.5798,-4526.0082,-5610.9944,938.7359,6656.1656,-4220.2130,3334.1351,5635.0971,0.0000,-6198.0802,3210.4069,-4442.0868,-2716.5639,1339.6802,4951.2190,3521.9507,-5046.0422,4207.6386,3225.5585,6400.2668,2126.7501,-1947.7997,-3311.1799,-3623.5598,5246.1379,-4264.5391,2916.5427,0.0000,2125.9933,-1233.5333,-328525.2628,-305845.2512,-314752.6310,-316785.6934,-316299.4096,-314729.0999,-308419.1603,-311266.8676,170030554.6906,170055736.3033,170047739.1426,170046395.3882,-311996.0081,170046195.0553,-4721.6283,2834.1533,3265.5402,-3946.3390,-2930.3997,4031.1894,4219.5339,-4381.9108,6498.0662,3445.4680,-4535.8002,3355.9333,-4492.1741,1216.1643,830.8230,-4999.6048,4537.3051,3696.5354,-2346.0895,2692.7229,-3995.5908,1196.6579,564.8779,3575.5590,-448.0870,5394.1747,3085.1576,-3842.8238,293.5047,3786.7113,4402.7342,4907.3830,1031.7473,-1457.5920,179.6994,4693.1209,-4518.5875,-5399.7522,5486.0157,-406.7053,2877.4618,1865.1815,4139.7580,-1356.3256,2230.0858,2357.7844,4367.3517,5475.4729,-3076.7204,-3792.4441,-1520.0019,5338.6849,3745.4546,6360.0263,-4668.6341,4022.3065,-2547.6979,-2552.2913,5884.9657,6442.3079,98.4618,1355.6628,-5167.9506,-6056.0217,-5176.4454,2545.4364,0.0000,-1510.7704,2220.0907,1051.8315,-554.4611,4249.3787,2637.1037,4425.9281,-1394.4750,-4598.7125,5538.0237,3807.9137,0.0000,-2613.2514,5760.9544,-4616.1775,-5255.4703,-3600.7461,4373.3887,3191.9284,4590.1165,1261.3726,4816.9878,-249.5525,-5415.4864,-6486.2128,-5110.0367,4521.8910,390.5864,-4987.4754,5974.0879,0.0000,-1489.3352,4500.6207,-70458.6864,-75666.7056,-70516.6110,-71434.7367,-66915.6032,-74830.3635,-81216.0799,-74205.2686,-60081575.6937,-60111778.9601,-60062955.1840,-60086402.2410,-72601.8542,-60078987.1864,
3600.000,2307.5615,-4542.9631,-4552.8299,-630.8429,1535.1390,4309.2027,-6745.5477,-6525.7782,1319.4102,4283.1039,976.6147,2498.2502,1571.6929,2185.7422,3165.7750,-2928.6442,-6329.8613,-3894.3405,-744.1153,-2178.8949,2215.8937,3770.6869,-4789.5509,1355.6753,5159.9390,508.4272,3047.0626,2324.2817,-4907.3854,-5035.1088,4142.5283,6166.0527,-5451.1045,2814.7032,-4718.1806,97.3622,3802.7892,906.1915,-5561.4942,-3660.1658,5711.8538,-5961.2548,3482.0731,-6304.2762,-1076.6777,6623.5747,-4625.5330,5525.2928,-2079.6772,-5567.6200,671.0119,3499.3175,2171.0585,4028.2928,4337.9029,3859.0667,-1221.0888,-5011.5762,2267.9589,-4245.8263,-2912.9847,3834.5969,-3181.1281,-3110.4661,5405.0053,1947.4576,0.0000,4079.7103,2831.7591,3295.6365,4058.5736,1051.6511,5148.5079,5082.7140,-1859.2377,4581.7810,3207.7492,-2076.3013,0.0000,3901.7290,-631.6170,5381.5468,882.5415,2928.5957,-3971.7283,1335.1937,2180.0493,-4820.0139,-6468.9270,540.8714,-6244.4624,321.0418,4638.6509,5825.0451,1575.0205,5342.6046,-2929.1444,0.0000,-6064.1302,-4025.9945,294929.8819,311695.4683,291330.8308,294399.1015,303352.8077,299226.6255,298063.5114,296872.3289,85215369.7253,85237279.3663,85246132.2391,85217126.2610,296853.8968,85227423.8793,5782.9244,2293.5527,5040.7946,-6842.5457,-4844.3341,-457.8451,1420.0736,1511.5075,-5133.3596,2680.0813,-4190.6096,-3335.2145,5301.2270,-6115.5319,3460.2690,-3568.3355,1706.2789,-1382.1899,4411.8668,-3678.2857,-3519.6167,4240.5832,2229.6850,-4902.3927,-1266.6636,-6279.1204,2659.5138,6471.7537,-2441.5201,-4534.6025,-932.1529,2644.7265,-2014.8897,3742.4226,656.4592,6275.5016,-5277.1056,-5170.7023,-233.8743,-2963.6610,-3617.2704,1074.7390,4123.4944,-1269.8447,-3898.7005,-1481.8518,-5040.7779,-2687.7619,217.8843,3909.0605,5413.5836,-4390.9404,-4635.7857,-1379.1339,-526.0077,3585.1564,6564.1340,0.0975,-6183.6674,-1796.2759,-5034.6842,-4880.8535,5775.0305,-1566.8959,3759.6274,-4636.4827,0.0000,-2551.0363,-576.5530,5514.0144,4764.7484,5228.3839,4492.5781,-4310.1459,-5628.9053,-687.7988,-5973.6871,-6527.2881,0.0000,3402.1173,-6756.7496,4221.3722,5145.0276,-4157.5101,-1410.3633,-2536.1578,6450.4801,-1327.6245,-2024.0050,-5546.6497,709.1977,6295.2623,-870.8945,-544.1957,-5595.2104,4044.2969,1672.3331,0.0000,-136.1360,5155.9337,-263145.1807,-236366.2910,-246767.0100,-247454.5290,-249841.4770,-247374.8233,-242555.4252,-246555.2557,198922788.4505,198948912.9648,198948248.4857,198932914.1807,-245650.7107,198939274.7222,3060.9025,-4689.0055,560.1519,842.8539,4695.5926,-5088.9415,832.2438,1751.2731,-4465.8912,-4520.8195,5400.1778,-5506.6602,4163.0230,2419.0488,-4858.0039,5123.1930,-2191.9197,-5524.0814,5253.1533,-5380.8735,5484.5208,3977.5455,-4441.7749,-4694.6112,4367.7023,-2798.1244,-5365.2857,-391.9893,-4224.5893,1440.3945,-5468.2199,-1208.4748,3548.0813,4979.9419,-5045.5765,-2921.6260,1873.0894,4449.9795,-4062.8284,4740.1068,1436.6185,3008.3166,-4105.0253,-2461.6613,-5300.4847,1332.0342,-289.5581,-3209.9663,6559.2839,-656.7698,4265.7659,-3757.8819,-4675.6212,-5486.3808,5328.7585,-4351.2631,-1437.3175,4628.0297,-2222.6017,-5187.2728,-3634.3170,3004.4851,2100.3374,5999.6970,2085.0805,-4636.3656,0.0000,4923.8068,-6272.5720,2581.8364,-2988.1528,-4417.6788,1034.0878,-1895.5760,-3334.3808,4863.6443,-1527.0343,-438.5558,0.0000,4636.8496,-1160.1204,872.2904,4352.6773,4695.7070,-5571.5756,-6307.9487,-651.8249,-4785.9025,-1299.0013,4116.7572,2837.1994,2821.4309,5049.0081,-3421.3096,-3725.1045,1593.7734,-6076.2060,0.0000,-3147.9827,-1886.2127,-69447.0194,-74488.6728,-68851.8584,-72296.4897,-65327.8959,-70002.2506,-80483.1018,-69710.7046,-60121092.5637,-60154074.8819,-60108015.5874,-60124880.7898,-71296.9953,-60121622.4591,
7200.000,-4633.9938,2077.8492,1161.3094,2724.2298,2435.5619,-4669.6516,4216.4375,5615.5581,-1286.2220,-6437.0882,2370.3089,1258.8760,-4674.4959,1222.0799,-4554.7439,6100.7769,5497.2275,5170.9718,-3566.4335,5293.2281,1078.0132,205.5769,840.9111,2348.5850,-1602.7186,1192.2979,-6006.9414,-3398.2491,3854.5437,1430.2178,-3957.8203,-5872.3355,3503.4576,-4706.9356,-286.4084,-2547.7382,-1134.3460,1257.9736,6626.1451,4143.0455,-2718.3995,2052.1884,-6448.6168,4611.3754,5689.7869,-4184.1488,4898.3044,-5234.2282,-3254.2298,2604.1553,-4202.5230,-1965.8065,1166.2657,-6033.3561,-4901.8099,-6588.8966,-2055.2004,4111.7056,-2087.2636,6615.6993,4954.5013,-28.8892,1743.1174,6375.1696,-6076.7566,2398.9795,0.0000,-51.2580,2473.3620,-4687.5649,-4963.3825,-4436.8361,-5415.8628,-3368.7878,3786.3380,-5104.5402,-2732.1679,4013.6869,0.0000,-5702.6740,-1586.1114,-5534.0924,-3651.5661,198.1446,5599.5761,3419.0286,-3461.2227,3427.1882,6171.5878,2784.6173,6273.4875,2048.4286,-5335.6555,-5640.0671,2451.7367,-5811.7007,4379.3535,0.0000,2974.9879,1525.3264,352783.5855,361288.6456,343647.6344,349140.4799,356204.6713,346671.4203,351301.5721,349320.3898,30768859.1101,30786064.4017,30796157.9216,30775312.8191,349372.1801,30779796.7830,-5150.8050,-5527.9869,-5415.7964,5730.2803,5406.8965,4604.5137,894.4228,-3554.1624,6802.0164,936.2544,5816.0722,5405.9652,-4947.2141,5042.9501,1574.7168,2551.7024,-3887.4092,-2617.9883,-3400.0665,366.9858,5900.7208,-1392.5679,-4174.7512,5836.2046,3957.4908,6582.9128,1101.7476,-4117.4603,-1662.2153,3453.0623,4738.5190,-494.4855,-2121.3826,642.0318,927.8805,-6398.7391,6263.7950,6746.8367,-1885.3309,-2534.3317,4084.3960,-3510.5466,-1958.0959,-2176.1594,1432.7618,3563.2089,2601.3695,4425.9438,1746.1424,-4323.7973,-3290.5913,6379.9329,6252.7555,3164.6798,4124.4126,-1056.2934,-4849.2310,-4364.9908,6026.0423,1931.6463,1139.0622,4237.9629,-6308.3840,1236.6358,-2330.7851,5467.4816,0.0000,4604.7488,-1459.3055,-2116.0566,-1106.9925,-4983.9738,-1388.6323,5775.2694,1503.0583,4299.4736,5405.4696,4520.6869,0.0000,112.3443,5169.1098,-2287.8498,-5738.9393,6278.4397,-1933.5532,2390.2239,-4532.7352,-2820.5961,261.0800,3129.9123,-2403.5366,-6075.4345,3988.7079,3721.1300,4477.8285,-2381.7061,-4733.0548,0.0000,-2840.1551,-6256.9668,-180010.7914,-151861.0028,-162830.1774,-160499.4573,-167279.5488,-163328.9730,-160456.0403,-162292.5856,214235365.5276,214260346.7829,214268581.7251,214242583.4734,-163410.9282,214252238.1985,411.4023,3591.8095,-3974.6749,2763.9313,-3581.3956,1262.5191,-5449.9232,1941.1990,-325.5438,1890.2822,-2897.5120,4092.7533,-1291.4239,-4602.3028,4714.9831,-1985.7390,-1563.4426,3724.8460,-4846.7491,4350.4823,-3400.1351,-6791.0622,5416.7233,2871.4260,-5406.4460,-1662.8361,2783.1564,4339.4262,5485.3025,-5837.8925,3116.8431,-3430.3626,-5450.0598,-4928.7282,6856.3970,-684.6287,2299.4960,-580.8733,-68.3997,-4604.1265,-4877.6278,-5413.9719,709.9618,4614.7407,3149.0337,-4207.3446,-4018.9397,-1035.8412,-5829.4529,4596.5445,-4425.1452,-1027.7305,2745.4443,1325.3248,-2564.7994,1437.7583,4339.6217,-3268.4843,-2776.1308,789.2843,4589.8762,-5451.1603,2240.3909,-2469.1909,2304.4782,3320.8344,0.0000,-5133.8525,6260.5921,-4643.7094,4705.0642,1833.8954,-4069.0988,-1816.1938,5433.8039,-832.3997,-3418.3785,-3254.9756,0.0000,-3983.5914,-4259.5041,3409.8941,-98.9761,-2926.8373,3684.9264,5514.2487,-3781.7240,5293.1368,-3084.6650,-5533.0721,1554.4567,2575.3419,-1876.9097,-492.6108,4633.5294,2821.7127,2573.0847,0.0000,5445.7474,-2204.1921,-68450.4357,-73268.3754,-67836.2770,-70688.9554,-64142.9464,-68673.1386,-79114.9117,-71353.2345,-60160644.1762,-60195959.3091,-60153572.2833,-60162512.6962,-69986.0170,-60164258.1571,
