sl_100_86400_20290712 Coordinates.csv
2029/07/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:19 2024,
Start: 2029/07/12 07:47:00.00, Stop: 2029/07/13 07:47:00.00,
TIME_UNITS,STARLINK-3053 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-4499 - X-Coordinate,STARLINK-30593 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-1207 - X-Coordinate,STARLINK-4476 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-2379 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-30341 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-31801 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-30153 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-31869 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-31125 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-30816 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-30878 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-5623 - X-Coordinate,STARLINK-4332 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-1645 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-4552 - X-Coordinate,STARLINK-5405 - X-Coordinate,STARLINK-6213 - X-Coordinate,STARLINK-2221 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-4127 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-5421 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-30297 - X-Coordinate,STARLINK-30890 - X-Coordinate,STARLINK-3958 - X-Coordinate,STARLINK-2122 - X-Coordinate,STARLINK-2542 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-30479 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-31964 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-11188 [DTC] - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-30440 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-1718 - X-Coordinate,STARLINK-2614 - X-Coordinate,STARLINK-31495 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4793 - X-Coordinate,STARLINK-30318 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-30864 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-5615 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3053 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-4499 - Y-Coordinate,STARLINK-30593 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-1207 - Y-Coordinate,STARLINK-4476 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-2379 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-30341 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-31801 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-30153 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-31869 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-31125 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-30816 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-30878 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-5623 - Y-Coordinate,STARLINK-4332 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-1645 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-4552 - Y-Coordinate,STARLINK-5405 - Y-Coordinate,STARLINK-6213 - Y-Coordinate,STARLINK-2221 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-4127 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-5421 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-30297 - Y-Coordinate,STARLINK-30890 - Y-Coordinate,STARLINK-3958 - Y-Coordinate,STARLINK-2122 - Y-Coordinate,STARLINK-2542 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-30479 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-31964 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-11188 [DTC] - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-30440 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-1718 - Y-Coordinate,STARLINK-2614 - Y-Coordinate,STARLINK-31495 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4793 - Y-Coordinate,STARLINK-30318 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-30864 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3053 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-4499 - Z-Coordinate,STARLINK-30593 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-1207 - Z-Coordinate,STARLINK-4476 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-2379 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-30341 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-31801 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-30153 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-31869 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-31125 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-30816 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-30878 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-5623 - Z-Coordinate,STARLINK-4332 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-1645 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-4552 - Z-Coordinate,STARLINK-5405 - Z-Coordinate,STARLINK-6213 - Z-Coordinate,STARLINK-2221 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-4127 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-5421 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-30297 - Z-Coordinate,STARLINK-30890 - Z-Coordinate,STARLINK-3958 - Z-Coordinate,STARLINK-2122 - Z-Coordinate,STARLINK-2542 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-30479 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-31964 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-11188 [DTC] - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-30440 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-1718 - Z-Coordinate,STARLINK-2614 - Z-Coordinate,STARLINK-31495 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4793 - Z-Coordinate,STARLINK-30318 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-30864 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1248.8059,-1388.3205,-2034.4401,4180.2112,-3606.5915,36.6650,-4019.1423,-4204.7363,1582.0535,-3554.5571,-5891.1721,-445.8333,-3882.0210,5806.8637,-4611.8467,6597.0263,6532.0723,3952.9752,-6215.9976,1972.1103,-3454.3752,-5038.8922,2436.0358,4027.5406,-4434.7093,535.9520,5712.7304,-2335.8743,5657.7846,-3877.3431,-5095.8949,-3560.1388,4814.7571,-4716.3786,-4342.9605,1694.9077,6519.8571,-4681.0427,-4929.0097,5312.5799,4000.1550,-3390.8719,-4516.6165,5434.9370,-6060.2101,1571.4664,-2117.0959,6242.2682,3841.2203,-6239.4735,-3319.8571,-5920.5638,-5628.5742,-772.8257,2159.2569,-2454.1831,-4883.7764,-4996.3128,-5099.1621,-6802.4037,4522.5594,5138.9983,-3426.9237,4066.7904,-2100.4991,-2867.6191,-1048.8037,-169.1712,1217.5086,-3348.2578,2320.9354,-168.9958,-2608.6638,2124.3218,-2936.9619,-4331.8656,2816.0821,4555.5223,6335.8320,-737.3052,-1621.0139,1978.2323,-6204.7259,-937.9507,3783.4464,-3616.1432,5801.6096,6574.9657,5389.5768,4981.8891,6336.3095,-1297.1969,-855.2871,4025.3510,-3091.5880,-5573.5408,4429.1339,1300.8172,6075.1319,2580.4289,-107191.6831,-88009.0853,-111937.8383,-111291.9063,-104492.0753,-104862.1800,-103390.1905,-104925.3462,154144778.8117,154207004.5257,154184961.9508,154163298.7273,-106221.8904,154164840.0453,-3332.6994,-4865.3581,6278.0048,940.3140,5247.7894,5014.0449,1281.0187,-612.9995,3785.0039,3607.4482,-3194.6449,-4136.1291,-5476.4264,1599.4607,4432.1353,730.4454,2006.5650,4899.0070,2730.7339,6530.7557,-5680.0408,355.9305,5233.5175,3952.1449,-4190.1012,-6425.7175,-3712.2613,-4250.2347,2800.1744,-3553.6972,-620.3465,-4500.2510,2720.9581,1939.9881,-1431.7800,5512.4812,1308.2794,4773.5753,2985.5452,-251.4434,1047.2796,1690.5986,-64.1607,2072.2680,3089.4888,-5054.8729,-4497.5904,1902.9859,-438.9447,-2844.9342,-5877.2376,3536.6665,-3594.0211,5748.3470,-6340.7477,-6314.5793,-4834.2893,1433.6120,2801.8309,-743.5496,2195.4064,3172.1892,5563.5352,4603.1982,6538.9289,4159.0716,-6539.0466,-6523.0515,-6489.8112,3130.5111,5713.8177,-6622.4908,-5892.9905,6387.2796,-3038.1225,37.5225,6188.7630,2417.1027,-1734.6921,5059.3711,-3707.6415,4676.4051,115.6826,-5221.7698,-5498.0823,-2503.0494,-3532.6707,-2010.7449,3283.5566,-2038.3602,-2634.9754,-4046.1376,-6666.8869,-3280.2690,-2708.9830,2720.1253,-2439.3659,6819.4029,-3105.2458,-2110.1285,348925.6438,346090.7040,346326.6744,343313.5307,338144.3159,340423.1915,347593.5106,344715.7807,100417356.2579,100421936.7169,100403687.0447,100422155.1726,345319.4862,100414191.9147,-5956.9504,-4746.5513,-2099.2758,-5375.1424,-2250.5109,4618.5610,5425.7636,5401.5622,-5445.7491,4708.4950,-1744.6712,-5496.7117,1099.4216,3288.8648,-2362.9516,-1998.7319,1050.3285,-2764.5449,-1513.1012,-572.7584,1898.6298,-4699.5496,-3791.6444,-4002.3611,-3268.0259,2446.2278,63.6308,4794.6981,2788.7748,-4000.9722,-4662.8524,3754.0639,4146.0203,4661.5480,5220.6580,-3616.6524,-1903.1464,-1687.9822,3835.5607,-4319.1213,-5295.0091,-5826.2231,-5328.2857,-3763.8546,1092.9914,-4453.6853,4656.5875,1582.6017,-5776.7772,-910.6266,1602.7694,656.9338,-1770.2378,-3648.0940,-1727.0041,-1159.9797,-846.4066,4384.0931,-3397.8832,-659.1591,-4646.8322,3370.2330,2032.6400,-3062.9724,-548.4672,-4709.5572,-1976.1974,2165.2951,-2027.4408,-5157.7252,3136.1866,1995.2742,2503.4419,724.6672,5184.9137,5355.3702,382.6773,4631.0030,2091.1145,4511.5666,-5190.7190,-4713.5817,-2758.0898,-4440.5420,-1741.9966,5303.1783,1245.4776,-123.1591,2862.5471,4127.2885,350.2538,-5159.1000,-1116.8163,-4589.1237,-5488.2794,3060.1988,4710.0795,-157.0652,-927.2658,6061.5683,121014.6387,119608.3988,122058.8997,121350.6180,125747.3977,117681.3231,111459.5930,121149.8861,-20503443.3657,-20497496.5983,-20494428.9275,-20515714.2769,120048.2805,-20505660.2118,
3600.000,3076.1332,4165.8824,-1240.8538,-3826.4348,1589.8250,-4213.8683,1781.8701,3665.8738,-5570.3844,375.4472,6557.8865,4645.1873,4714.5305,-6767.7538,3084.7924,-4825.1052,-5073.6526,-5953.7336,5917.0897,-3961.8370,3978.5438,4460.9174,-3910.4624,-5194.5422,6434.9556,2050.0482,-2980.3863,4604.0828,-6572.7957,5101.0158,4685.5831,4123.6461,-6769.1788,3313.3230,1477.3721,-3994.7425,-4988.0214,2632.3593,1371.7836,-2170.0066,-3828.4320,-1127.4910,-529.5663,-6456.9160,3191.8977,1607.5499,5216.7229,-4003.1236,26.1016,5967.8794,4589.7062,3941.5249,6069.4150,-3268.4480,536.8858,3509.2450,5780.9477,2120.8106,4234.0719,5896.3653,-6798.8124,-5004.0644,1706.2633,-5670.2506,-242.6852,-1568.8268,2544.9706,2567.9782,1384.2397,-856.9726,-4437.1373,1675.3443,4059.9351,-4224.9323,5140.6658,2897.3965,-3880.3244,-6409.6216,-5639.0692,-3459.4537,6124.7906,-5446.7230,2892.7256,4382.6940,-315.4212,6436.4583,-4302.5844,-4519.3081,-1121.6177,-582.4396,-4303.4727,5550.5219,3287.7135,-649.0681,5906.7047,4704.6981,-2281.6802,-3223.0269,-4343.8396,2120.5814,-195179.0130,-171037.7906,-194288.1976,-192423.2855,-187126.3236,-188542.7938,-186346.4653,-190527.7397,122877048.0529,122936883.1720,122920955.6893,122888089.9314,-189255.5192,122896696.3839,1373.3705,5400.1626,-5103.6345,3594.4860,-5964.5271,-4757.2379,-5113.6722,-3838.0779,-1499.0855,-6002.2801,1023.3065,3062.4273,3404.4295,110.5240,-5585.6447,2177.2142,407.9819,-3274.4386,-231.4907,-3969.2198,2474.0789,-4309.8878,-1351.4787,48.4019,2531.0879,3906.6519,4336.6918,-36.9195,-1393.1004,-2008.3389,-3403.3227,151.3579,-1403.2114,-5431.7663,-2082.1724,-5413.5691,1774.7192,-6008.9515,-4956.4659,3660.1420,4121.1044,-2915.3936,871.7122,-2166.9235,-3840.1637,6445.2998,4332.1765,1588.7903,3054.7501,1003.9866,2938.2338,-4895.8100,1999.3556,-3902.6813,4740.6915,3437.0182,2607.1336,-5173.8184,-5000.9018,-1769.5762,-215.4486,804.6470,-6101.0870,-3578.3800,-5268.7308,-4121.8291,5944.1704,6154.7044,4390.2239,-4729.4804,-2452.3737,6289.0706,5282.9922,-3325.9064,-1814.7953,-4254.0212,-3881.1179,655.2700,3198.2371,-2699.2130,1906.1834,-3009.2073,-2939.4478,5005.9766,5297.6797,241.2569,4435.8099,3248.5094,-2228.3402,4212.0298,3684.3445,3394.6815,5236.9352,5623.0646,-542.5042,-5049.1905,5716.8231,-5221.5968,4099.0496,2922.0882,310825.2936,312837.2506,310522.5881,308108.3928,300585.5110,304967.9742,309507.7919,308267.6132,136971304.5904,136987904.9149,136965461.6125,136975257.7960,307971.0544,136969230.7929,6046.9197,1255.0561,4500.4071,4423.5622,-2741.8205,-2485.8690,-4248.8855,-4382.9607,3617.4264,-3431.9348,-1978.3149,4055.7277,3523.6868,1143.4747,-2401.7002,4461.3537,-4683.4675,-1039.4914,-3651.0318,3919.8530,-5090.6778,3004.6303,5517.9856,4554.0654,-235.4836,-5307.6647,-4332.6571,-5045.4764,1578.0208,3674.7733,3799.6420,-5489.7784,-216.4982,-2716.2375,-6469.9988,-1020.1683,4438.0784,-2125.2747,-4647.2006,5354.0111,3656.2485,6188.0715,6895.9389,-1250.6593,-4751.9034,1911.8344,-708.5745,-5158.9872,6224.6823,-3353.2683,-4304.0029,2903.2092,-2631.0587,4575.5518,4998.8966,4797.6532,-2784.5720,-3884.4687,-1564.1044,-3064.1957,720.6964,-4717.7433,2585.7150,-1466.4420,4421.6842,5301.7375,-2439.3196,1669.1508,5139.1700,4937.8110,-4720.2040,2348.1828,1850.9491,-4120.7008,-3895.9120,-4592.2739,4023.6717,-2577.2932,2344.7388,-5231.5062,1447.7184,3030.1224,5381.9136,1876.5458,4393.8628,-2470.7027,3078.9753,-4045.2081,-6472.5722,-5296.7690,3879.0022,1504.4074,-2865.6838,3982.6017,3424.8488,483.3711,-3160.9312,-3260.8220,-3431.5782,-5921.4627,121002.5129,118256.1606,121425.6215,118093.8045,125012.8112,120158.5108,109810.0614,117789.5247,-20533598.0822,-20533033.9550,-20530790.2507,-20547340.2016,118998.5034,-20538796.4493,
7200.000,-6411.5022,-4886.1332,4744.4259,2992.2742,2190.1546,6044.7513,60.5376,-2711.4443,6734.7176,2235.1543,-4905.1713,-6644.0324,-3926.7942,4408.6200,686.8827,1966.6759,2244.0818,5498.1947,-1491.4125,5184.7104,-4269.2783,-2819.8089,5213.8704,5439.4274,-5917.4002,-4995.0509,-1827.5283,-5726.1297,4678.0943,-3498.7387,-3476.6125,-4340.6282,5713.4095,-1282.7843,247.3339,4294.4932,2302.4845,901.9867,2130.2407,-761.1279,2318.2437,4233.8629,4954.8815,4197.8304,1298.8841,-3700.9596,-5319.0830,283.2546,-2433.7669,-3610.7668,-5234.5353,-164.6833,-4228.1436,6316.5842,-4084.7181,-4376.6740,-4987.4503,868.8872,-274.5884,-2628.6616,5517.4925,4116.4853,1617.4737,4721.9058,3592.0019,5155.9221,-3613.6853,-4326.2881,-4597.4611,3902.0898,5916.2177,-3178.3961,-4231.3300,5163.9791,-4800.1093,-1508.0373,4094.6507,6196.9912,2133.7449,6499.1485,-5184.7427,6834.5950,1100.5976,-5818.5663,-3765.7162,-6451.2772,452.4902,219.7803,-2312.8069,-3329.8079,-50.2696,-5582.8887,-4848.5456,-2196.9497,-6272.8350,-1886.7925,17.6278,4766.8556,226.1075,-5093.2120,-269278.0801,-243225.9074,-264473.6299,-258796.8042,-257781.2362,-262238.8027,-257013.6881,-259320.8613,83195281.5750,83249212.4363,83239448.8025,83201868.7960,-260359.6983,83214099.3176,-745.3385,-3917.4411,2894.9120,-6167.9374,3429.2865,2774.8317,6877.7289,6309.5754,-439.3804,6551.4127,1977.7133,-1826.1919,1150.6832,-2148.2946,4192.4657,-5141.1446,-3737.9844,11.4490,-1118.8893,-381.9968,1928.9534,6259.6673,-2568.9346,-3627.1799,156.5008,-554.1962,-3890.1505,3383.5189,-1120.7815,5568.6735,5961.8838,4083.8434,-494.5499,6729.6350,5726.5607,2081.8918,-4993.8470,5112.8114,6056.1408,-6296.1990,-6168.1457,4652.3137,1282.5287,724.0114,4240.4757,-5548.1899,-1948.8064,-5325.6146,-5744.4823,2111.8795,1083.2133,5091.3365,1132.4979,1404.3920,-2123.4498,1094.0399,1057.9230,6740.3121,4336.7089,4281.5893,-1617.3576,-4601.9179,3929.8842,426.7324,2339.4727,3843.6460,-2581.2574,-3053.3901,-1298.2719,5478.8423,-1229.9890,-3191.9498,-2067.9070,-1500.3172,4551.5652,6677.6337,-877.3078,-2942.4305,-3898.5761,407.3506,1002.2357,983.5493,5556.6084,-3241.7572,-3978.4568,1412.0617,-4205.6157,-4162.9485,-2118.9254,-5474.5263,-4150.0348,-808.6583,-1134.3423,-6500.6386,2557.4027,5508.0611,-6906.7595,1746.0633,-4142.5501,-4171.7880,250453.2371,259992.4545,255023.1573,253349.9677,243656.7278,252725.2659,251959.9297,250868.0794,164177879.1443,164205466.8885,164180783.5822,164176805.8025,251023.8181,164176553.6754,-2540.9071,2968.5867,-4132.9916,-469.0516,5377.1669,-1528.6528,198.5670,399.8387,938.8836,7.6915,4458.3736,34.0918,-5441.3585,-4810.6906,5320.1151,-4214.1800,5357.6396,4114.2589,6693.1471,-4455.3456,5078.4825,634.8134,-3731.1508,-2256.8241,3572.0369,4717.3153,5275.4999,1524.5875,-4957.5464,604.5074,-640.9810,3391.7426,-3872.3609,-953.8534,3916.8782,4839.0485,-4197.3571,4526.0155,2595.9070,-2591.2416,1278.9872,-2950.9365,-4753.4655,5445.2961,5264.1523,1815.1772,-3798.6938,4074.4323,-3061.4695,5499.6092,4417.3795,-4700.5877,5334.3785,-2247.2068,-5165.6908,-5189.1645,4674.0071,361.9269,5135.4905,4681.6882,3698.1413,3117.7731,-5370.7185,4950.3578,-5396.6052,-2512.5343,5284.3164,-4396.8265,-4991.1676,-1532.4500,3370.7843,-5258.2562,-5068.9659,4105.0483,-1056.9953,815.3730,-5377.0591,-1045.7229,-5277.4909,2033.9183,3912.2682,504.9123,-3746.0858,1849.0503,-4194.3123,-1992.0595,-5464.6090,5460.1542,6175.0260,2235.6766,-5480.4937,3568.0627,4640.4418,-944.0716,1036.5105,-3745.2967,-386.9586,4729.3044,5485.2014,2147.4085,120550.1611,116899.7617,120130.7388,117108.6230,123853.9543,119391.8280,108780.4091,119418.8358,-20564106.3534,-20568624.2493,-20567427.2291,-20577075.2341,117937.5834,-20571949.5840,
