sl_100_86400_20290723 Coordinates.csv
2029/07/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:19 2024,
Start: 2029/07/23 07:47:00.00, Stop: 2029/07/24 07:47:00.00,
TIME_UNITS,STARLINK-1696 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-30778 - X-Coordinate,STARLINK-6061 - X-Coordinate,STARLINK-31449 - X-Coordinate,STARLINK-30474 - X-Coordinate,STARLINK-31248 - X-Coordinate,STARLINK-1467 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-4302 - X-Coordinate,STARLINK-31858 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-4178 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-31693 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-6297 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-4334 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-6122 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-30418 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-30930 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-3288 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-31014 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-4773 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-1961 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-2264 - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-3452 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-30758 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-4419 - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-5742 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-11094 [DTC] - X-Coordinate,STARLINK-31518 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-4282 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-3638 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1696 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-30778 - Y-Coordinate,STARLINK-6061 - Y-Coordinate,STARLINK-31449 - Y-Coordinate,STARLINK-30474 - Y-Coordinate,STARLINK-31248 - Y-Coordinate,STARLINK-1467 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-4302 - Y-Coordinate,STARLINK-31858 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-4178 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-31693 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-6297 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-4334 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-6122 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-30418 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-30930 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-3288 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-31014 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-4773 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-1961 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-2264 - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-3452 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-30758 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-4419 - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-11094 [DTC] - Y-Coordinate,STARLINK-31518 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-4282 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1696 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-30778 - Z-Coordinate,STARLINK-6061 - Z-Coordinate,STARLINK-31449 - Z-Coordinate,STARLINK-30474 - Z-Coordinate,STARLINK-31248 - Z-Coordinate,STARLINK-1467 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-4302 - Z-Coordinate,STARLINK-31858 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-4178 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-31693 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-6297 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-4334 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-6122 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-30418 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-30930 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-3288 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-31014 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-4773 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-1961 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-2264 - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-3452 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-30758 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-4419 - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-11094 [DTC] - Z-Coordinate,STARLINK-31518 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-4282 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6785.9850,5591.7131,5130.8521,4196.4884,-3163.2468,5191.3132,4010.9272,229.4378,0.0000,217.6224,-4542.7919,5272.4366,-1678.7308,-2044.6835,-6571.6254,-6481.6091,3805.8308,-133.5434,-3500.6016,-665.1354,-2417.1845,2997.8248,4375.8853,606.7393,-2445.7850,496.8937,4584.8417,4804.1554,5046.6592,924.6182,5942.3513,5248.7840,-1842.2751,3827.7257,-5168.2342,5388.4758,-1169.6741,3230.5287,-1329.5185,-5520.5346,-3444.4584,4792.8776,0.0000,-4360.9239,-1333.4353,2323.2608,6670.2552,-6579.0536,6089.2166,-2894.4857,3979.9240,-43.5649,-3993.4125,-5327.7097,-4020.8372,2800.9064,5910.2438,-2698.8350,5892.0450,2518.6668,5759.6128,-5909.3757,-6517.6156,-6146.8387,-4811.6938,-1128.5544,-1093.7393,3903.8777,-6680.8789,4819.4499,3639.1822,-6697.5237,-1897.9360,-5375.2899,-6393.7686,-2213.0144,433.4926,4009.1687,3621.9603,3401.7239,-4091.8620,-3692.1295,136.3234,358.1495,982.6366,-5196.5413,-6655.8475,-4137.9092,1455.3410,-624.0148,4636.5325,-3842.7558,2712.3348,6248.5456,3860.4033,4720.6998,2489.6731,3137.2858,-5670.6607,-4030.6221,277936.4156,300715.1916,277270.6351,278473.3976,286114.6138,285327.3243,285421.3689,281984.4541,151503285.9542,151532693.7996,151491902.8075,151489240.0743,283066.4525,151500465.0548,275.1292,1024.1614,3622.5470,3035.6398,3643.7504,-4187.4961,3144.3200,-6741.5813,0.0000,-936.7303,4498.4379,3170.0160,2753.6746,-6217.0855,1360.3153,-1906.8647,-4005.1773,-6741.1414,4702.7668,-5031.1186,705.8614,-2998.1800,4585.2263,-5588.8998,-3452.8722,-6449.5898,1876.7405,-1412.7546,-393.9951,-3170.5780,1196.8440,-1487.7229,-3756.8629,5676.9720,1429.1265,-133.8394,-6777.1506,-6015.5637,-6398.1157,2342.9644,-3816.9168,4074.9216,0.0000,3692.9931,-4132.9517,-5834.2198,-1666.1572,1425.4050,2557.1467,-5068.5270,4899.7342,-6653.3547,-2686.2480,-219.2687,3409.0767,-3163.4276,-3438.0565,-5255.8855,3379.9669,4267.7783,-2996.1444,2464.4541,2334.9379,-3147.2881,-87.0754,-6338.2253,5632.5390,-3679.1750,-1713.6591,4870.3610,5097.6750,-1003.1632,5855.3088,-3910.5718,-655.9508,-6398.9134,4942.4178,3485.1549,5285.4166,-2341.7197,3170.5555,2392.1851,6749.6124,-5052.3605,-4480.3880,3415.4874,774.5791,289.8643,-5311.5920,5617.5313,3511.1806,1263.7457,5429.5236,-743.4878,-1936.4927,747.1037,-3890.2298,-4330.6745,-1693.9010,888.3714,-206345.5489,-192614.2750,-196842.1879,-199739.9035,-203567.1322,-201369.7984,-194063.5332,-197355.4111,120899313.6986,120922109.9455,120910971.3462,120914893.3549,-196829.1735,120915381.9829,50.8785,-3945.5082,2951.9901,-4611.8005,4972.2857,1485.3114,-4535.8821,1329.2655,0.0000,6861.2605,-2474.2727,-3237.8191,-6166.1639,-1862.9692,1668.2723,-826.4161,4178.7299,1601.4546,3457.8312,4615.0457,6439.7964,5412.8152,2736.9851,3865.7928,-5285.6091,2305.9054,-4778.2265,4567.9758,-4717.5349,6092.9596,-3367.7688,-4315.0285,5480.9607,-803.8326,-4211.4453,4351.1284,813.8871,-595.3568,-2061.0015,-2987.4168,-4583.2031,-2897.5007,0.0000,-3580.5415,-5385.2073,2620.9283,-531.5544,-1483.2702,-1828.8055,-3575.1631,2633.2992,-1719.2197,-4961.6438,4312.4426,-4419.9777,5444.5361,-362.0658,-3587.1953,-1318.7771,-4880.0958,-2280.5887,-2486.0213,-376.5948,610.9464,4790.5920,2350.5675,-3663.0257,4133.6959,449.9019,-923.5400,-2901.0363,-1254.2849,-3075.6198,363.4515,-2478.6962,-1478.0283,-4818.3329,4380.7859,2344.4821,5512.8690,-4115.0466,-5321.0598,1422.6927,4704.6890,-5199.2296,3073.9956,-1616.6293,-5530.7427,4009.1231,3875.7980,-3712.8780,5358.8036,-2978.7640,2899.3988,-5394.0505,-4660.9300,-5146.1633,4328.5723,-3546.2942,-5516.3063,-150753.8259,-150976.2626,-148503.8847,-149269.6003,-144846.7387,-152872.1253,-159133.6916,-149162.8084,-29812561.4653,-29829851.7446,-29786339.2778,-29798941.2378,-150537.9468,-29800263.7688,
3600.000,4768.2740,-4275.3368,-3023.5286,-6475.3409,-1111.3875,-1722.7321,-6513.6511,1935.9751,0.0000,-3865.1187,690.8808,-2929.4016,1289.8822,4353.5969,4036.1133,4800.1081,86.1724,-1515.0579,-1091.1738,3994.2953,-2539.6693,-816.7700,-5676.1039,1533.9934,5377.1070,1973.8837,-6786.2628,-790.9089,-4336.2026,3376.4667,-6816.8430,-935.1794,5567.8448,-4551.2873,4509.4315,-3740.2790,3257.7065,-511.5075,3806.5712,804.5564,4296.1740,-5074.3171,0.0000,-444.5572,4899.5544,1420.8853,-5001.7872,5537.5797,-5077.3611,5009.1754,-4951.6474,2454.4943,6643.2171,2566.6909,3300.6826,-392.6262,-3236.8444,5352.1269,-5494.8638,-2395.9083,-2239.1905,5136.4121,4353.5513,3471.3319,2140.8840,3783.1618,-1002.0254,1041.6169,5368.7398,-4691.8839,-5187.6035,4729.8324,258.9899,4624.5508,6507.5026,3981.9622,-3871.8139,-4144.0629,-5600.1269,-798.6312,-1635.5634,2653.0307,-1701.8879,3628.0614,3254.4779,6443.3491,3994.4739,3536.0862,1725.9855,-2436.0837,-6446.9923,2368.8609,-3936.8225,-3704.0295,-819.7455,-6189.2187,1917.2493,1298.7885,6857.2353,2974.0002,322772.2962,340319.4610,318026.4290,320313.3448,326908.0396,324665.9161,325996.4957,324583.0922,115011542.7460,115036845.2336,115007525.6275,115004499.3201,323423.6903,115009542.1465,-2235.0984,2908.4214,-724.8320,-252.0038,-2184.5189,4311.5122,5.6728,4436.4322,0.0000,-2835.5732,-4253.9297,-324.5955,-6212.3383,4728.6581,-3552.9062,-854.5364,5281.8596,3293.7137,-4932.2027,1829.9797,1885.6853,6205.4174,-3575.6974,6632.1620,-607.2298,6394.5520,199.1626,4438.7305,4297.6014,1262.9662,1254.3057,-812.6858,2481.3225,-3808.8548,-4999.4497,3893.2837,4690.0576,5112.1174,3442.1813,-3933.5038,-610.8856,-294.3902,0.0000,-5080.4609,1622.5479,3926.1796,2963.8533,-2853.3984,1068.7757,4569.9259,-866.3286,6040.8032,1035.0473,-3403.4355,-6012.9279,6185.9109,4113.3298,4364.0314,-227.3066,134.9553,3820.5862,-4046.5612,-3981.1048,4028.2364,-4127.3572,3398.0211,-6664.7771,4136.5895,-434.5640,-2135.3891,-4299.5170,-1332.2867,-6735.0139,224.6538,-1037.3730,3743.5868,-2190.8913,940.4481,-3528.0073,5667.2198,-4176.5731,-5859.1382,-6000.0465,4780.4982,3537.9950,-1364.4871,-2569.3721,-4432.6608,6561.5426,-6388.9304,-2401.9261,-5702.3750,-968.7883,3506.6464,5105.0486,2486.8893,4354.0101,4030.6569,68.7549,-4984.3798,-128907.7843,-112019.8390,-118608.3508,-120661.8870,-127108.3763,-123022.7686,-118181.1976,-119476.8178,156058826.2276,156088537.0638,156068498.0424,156070053.5344,-120239.8146,156075319.6957,4279.1958,4583.0344,-6217.2226,2449.1397,-6497.1975,-5020.6200,2009.5835,-4890.9968,0.0000,-5017.7766,5317.5980,6279.2309,2832.1337,-2236.8805,-4357.9785,4738.0756,-4497.4902,-5910.6371,-4574.9095,-5279.7157,-6158.8917,-2868.1269,1635.8655,542.2472,4053.2596,1545.5897,1108.6139,-5075.0056,3239.0525,-5939.5143,-54.5634,6836.1143,-3243.5923,-3511.5938,1051.7431,-4356.8501,-3927.0992,4525.3946,4527.5420,5348.8872,5335.4867,4690.2094,0.0000,4397.9128,4592.1771,-5381.0932,-3712.2183,-2953.8955,4459.0734,-924.0275,-4648.4988,-2168.8080,1586.9046,-5384.5632,441.6846,-3032.8072,4405.5233,196.9217,4186.5639,6509.6091,5255.3264,-2096.0196,3631.4918,4441.8266,-4962.7100,-4604.6225,-945.4449,-5272.4276,-4336.9718,4597.2873,-1500.9725,4813.1877,-1385.5033,-4789.1466,-2010.5906,4247.7245,5282.6170,-5428.8424,1651.9559,-3850.3062,4844.5363,2495.1333,2940.6036,-3452.1530,4981.9415,2175.2758,4984.5236,3941.7891,-663.6334,-542.9650,-513.0127,-2665.7746,5397.2497,-4701.7164,4571.1411,170.8146,5005.3096,-5432.8700,-743.5924,3697.6919,-150780.4753,-150937.6079,-147757.0047,-151121.7201,-144195.1513,-148999.5045,-159382.8242,-151284.9107,-29849285.0688,-29868105.6037,-29820427.0045,-29831899.2475,-150193.5953,-29837396.2640,
7200.000,-292.1118,2436.4900,1240.4322,6522.8868,5278.5042,-3046.7493,5970.6312,-4528.5938,0.0000,3551.6954,3886.0964,945.7080,-1253.8027,-4989.5975,-278.2747,-1358.9144,-3504.6115,-18.2510,5109.8696,-6394.7513,6523.5672,-899.7684,4749.4595,-3046.3141,-5922.6155,-4013.7134,5763.3021,-2559.1131,2760.9525,-6533.8723,5094.0807,-4311.5789,-6734.2675,4125.3863,-1853.2152,1732.6905,-5059.6372,-3465.1155,-5681.0799,4006.5422,-4724.6419,4616.4340,0.0000,4594.2898,-6843.0909,-5368.9187,963.5996,-1795.8121,2739.0322,-4702.2662,4858.6730,-4343.1429,-6299.4060,88.3233,-1120.2522,-1325.3703,-1436.9463,-5799.8764,3867.0506,3321.5316,-2276.2002,-1545.2428,-515.9128,519.9359,286.2477,-5806.6719,2817.9162,-5141.6575,-2354.9012,3764.3947,4680.2194,-1313.8154,1907.8225,-1754.5543,-3579.1441,-5325.5446,6466.3810,4002.6642,5188.1974,-1089.7029,5576.9566,-1175.7873,3408.6099,-5979.1406,-6184.5475,-3052.2170,35.5990,-2556.7187,-3894.7634,4278.8969,5320.4234,-215.0303,4542.6307,490.8183,-1388.7661,3150.5965,-5076.6904,-5164.3701,-4875.3618,-1675.4693,346184.3167,358534.5608,338709.2149,344605.6893,347387.4231,341264.7908,346578.2206,342362.7606,70646793.4775,70666467.7475,70650144.4560,70649595.6890,343461.6793,70645266.2262,4310.0881,-6028.4921,-3603.4154,-2015.2952,1804.5470,-3706.0649,-2598.2349,-641.2712,0.0000,5955.1648,3513.6606,-3873.2858,6506.6220,-585.2839,5400.2734,4401.3020,-5608.1878,1997.2566,3942.0724,1000.5608,-1013.0148,-6631.3035,553.7195,-4057.5097,3232.8200,-3489.2449,-1812.3907,-6101.0606,-6334.8171,-674.5675,-3212.0918,130.6934,-1048.8123,-272.6474,5881.8113,-6491.0754,-1020.4057,-2673.0458,608.5553,4618.9105,4307.7999,-3702.3507,0.0000,4728.6463,306.5760,-1259.3570,-4012.6242,3833.4615,-4904.6965,-1490.6797,-3512.1157,-2749.6338,576.1000,6302.5728,5607.6929,-6632.7682,-4062.4864,-1775.8131,-3620.3052,-4245.5016,-4464.5139,4194.9302,5074.2021,-905.3749,6678.3493,501.7903,3905.3333,-3870.5960,3492.8566,-2130.0025,1236.3813,4326.5395,4437.4723,4652.0138,2840.9677,160.2806,-173.6340,-4801.1523,-288.0268,-6800.6325,3521.9074,6522.2466,2566.4448,-3484.1993,-2589.2025,-857.7158,4639.1546,6418.5733,-4591.9870,4312.0095,56.2173,6264.5471,-3763.7128,-5877.2497,-6712.1159,-3819.5324,-4362.7995,-3495.7170,1796.3366,6655.6334,-41363.2245,-23905.8921,-32721.0507,-33348.0921,-42703.6261,-34590.3110,-34385.4828,-37033.9153,180564294.9699,180599212.3716,180576148.8606,180579304.6294,-35940.3744,180581625.4242,-5245.4110,-2363.4000,5793.5676,1185.4437,4113.1042,4856.5921,2016.5771,5124.6750,0.0000,155.3022,-4421.8243,-5697.2497,2094.5937,4577.4522,4303.9790,-5014.0238,2074.6554,6627.8703,2171.9253,2282.7145,2071.9661,-1615.5282,-4988.2400,-4575.4418,512.5795,-4354.7172,3282.8922,1496.9695,255.7701,2235.2992,3421.0513,-5459.9950,-1099.9847,5506.6516,2890.7775,1706.3302,4608.7653,-5278.2577,-3784.5071,-2738.7724,-2557.4967,-3599.5765,0.0000,-1409.3695,-938.4060,3981.4713,5515.1633,5429.3864,-3925.3297,4732.2111,3290.1797,4548.5786,2771.9710,2709.8044,3806.3719,-1365.7165,-5327.9721,3297.7958,-4455.5251,-4393.8320,-4716.8894,5199.6005,-4702.1080,-6857.1730,1226.8747,3602.3483,4796.9845,2119.4237,5471.7973,-5396.2761,4907.7514,-5197.4814,4887.4987,4417.6210,5143.1301,-4434.9365,-2442.6193,2893.8077,-4431.1756,-342.8059,-429.2299,1917.5991,-5427.5582,30.7954,-1753.4510,-6179.5314,-5100.0615,120.9910,-3204.2007,-3189.9503,4379.2562,-2437.5754,-3303.7345,3634.0681,-856.7791,4462.9926,-1727.1070,2910.5572,4527.3458,553.1645,-150726.1404,-150877.2377,-147648.4813,-150631.6374,-143940.6479,-148415.1055,-158986.7141,-148879.5715,-29885252.0432,-29906160.5338,-29856029.4371,-29869017.5918,-149834.6000,-29874542.0747,
