sl_5_5400_20290306 Coordinates.csv
2029/03/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:11:18 2024,
Start: 2029/03/06 07:47:00.00, Stop: 2029/03/06 09:17:00.00,
TIME_UNITS,STARLINK-6308 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-31397 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-11207 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6308 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-31397 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-11207 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6308 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-31397 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-11207 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-315.8753,-6440.8713,-4774.9693,1858.6118,-4776.5354,-252271.7395,-274964.1287,-256291.4491,-258561.2042,-266647.8086,-264644.7277,-259565.4828,-259520.4726,-1354934.6722,-1362167.8805,-1380971.1899,-1355163.3803,-259869.3194,-1366597.5920,-6741.1585,1528.1546,-3661.2017,3878.3709,-1115.4396,-204545.1945,-232817.7664,-216852.9404,-216075.5247,-218862.1522,-219601.8445,-225134.2981,-221841.5044,-105389619.4896,-105365196.3585,-105394048.6622,-105374057.2939,-221519.0559,-105378135.5143,-1576.2750,1790.9129,-3111.8640,-5455.9581,4543.5422,-148272.4306,-153922.7846,-149634.9324,-149685.2694,-145716.9691,-154211.5967,-159912.3950,-153150.4304,-2362702.1443,-2389395.8276,-2386850.9011,-2380815.5595,-151411.2455,-2374928.1487,
300.000,-1828.6787,-6135.5230,-5129.8027,3404.3640,-4068.8485,-248002.1612,-270017.3980,-251502.6266,-253828.7726,-261983.3048,-259906.1936,-254907.7779,-255228.3999,951915.6839,944600.9732,926514.9980,951678.6682,-255168.9655,940288.6216,-6009.3955,3054.4822,-1732.3025,4532.5486,872.1400,-209747.3605,-238462.8519,-222348.9574,-221611.6950,-224267.9039,-225047.7658,-230484.9582,-227495.6544,-105391869.5710,-105367106.5903,-105396465.4400,-105375655.1251,-226918.1848,-105380316.4323,-2929.6124,276.7462,-4071.9100,-4015.4126,5231.6695,-148331.1401,-153980.9898,-149608.5391,-149905.1801,-145708.9522,-153988.1029,-160038.9666,-153151.6873,-2362031.6817,-2388234.9547,-2386391.5713,-2379818.7478,-151454.9406,-2374226.6387,
600.000,-3191.6864,-5216.3919,-4990.0769,4571.3992,-2966.2550,-243625.8621,-264954.0655,-246602.6124,-248980.6133,-257205.8744,-255044.3551,-250140.0557,-250809.0428,3258210.3257,3250798.9188,3233448.9516,3257923.9736,-250356.4909,3246615.7480,-4701.5012,4272.1670,388.8679,4767.8301,2796.3490,-214861.7264,-244002.1601,-227747.9594,-227056.8944,-229575.7142,-230395.6890,-235737.6021,-233024.0030,-105343627.7899,-105318528.8610,-105348365.6287,-105326767.0883,-232217.6353,-105332003.6875,-3969.2655,-1268.0393,-4565.8996,-2148.2813,5297.8254,-148389.9487,-154038.9258,-149585.5551,-150128.6966,-145703.9824,-153758.4344,-160160.7216,-153023.9346,-2361366.6892,-2387067.0095,-2385928.9954,-2378813.1731,-151498.5297,-2373525.0847,
900.000,-4282.7106,-3768.9921,-4375.6990,5254.9708,-1591.5681,-239144.6113,-259776.4024,-241593.5298,-244018.8342,-252317.6169,-250060.2480,-245264.3482,-246235.8563,5562844.2761,5555321.1152,5538724.7714,5562468.0384,-245434.0084,5551278.7355,-2947.9171,5072.8584,2482.3783,4539.5593,4444.5550,-219886.1163,-249433.2652,-233047.5182,-232409.5706,-234783.1950,-235643.1096,-240890.0291,-238404.6806,-105244919.5131,-105219489.3866,-105249774.4680,-105227420.9196,-237415.0803,-105233222.7941,-4584.3972,-2672.7472,-4537.6684,-52.5053,4734.1855,-148448.8552,-154096.5903,-149566.1070,-150355.7083,-145702.0322,-153522.7170,-160277.6981,-152778.3739,-2360707.1504,-2385892.0423,-2385463.0813,-2377799.3451,-151542.0125,-2372823.4867,
1200.000,-5001.9522,-1932.9104,-3350.4587,5402.4032,-90.8960,-234560.2221,-254486.7302,-236477.5532,-238945.6354,-247320.6783,-244954.8384,-240282.7310,-241485.6978,7864713.4001,7857063.6042,7841237.3950,7864207.3245,-240403.6788,7853173.3809,-921.0729,5389.4163,4329.7387,3848.9673,5630.6144,-224818.3891,-254753.7898,-238245.2471,-237668.3184,-239888.0045,-240787.5605,-245940.0762,-243617.7721,-105095794.2842,-105070038.5643,-105100741.4083,-105077668.5031,-242508.2374,-105084023.4462,-4709.5952,-3782.5216,-3990.4236,2048.8383,3607.5266,-148507.8585,-154153.9813,-149550.3146,-150586.0548,-145703.0758,-153281.1464,-160389.9316,-152435.9368,-2360053.0461,-2384710.1155,-2384993.7356,-2376777.7712,-151585.3892,-2372121.8447,
1500.000,-5280.7899,111.9984,-2015.5051,5017.1013,1381.7415,-229874.5512,-249087.4204,-231256.9076,-233763.3233,-242217.2509,-239729.0049,-235197.3228,-236541.0301,10162714.9345,10154923.8394,10139883.1269,10162039.7806,-235267.7103,10151196.8590,1181.6600,5200.9388,5736.4249,2745.6528,6216.1575,-229656.4391,-259961.4067,-243338.8025,-242831.8952,-244887.8477,-245826.6146,-250885.6192,-248647.2059,-104896325.8000,-104870250.9462,-104901340.0863,-104877585.8424,-247494.8699,-104884479.4938,-4331.5522,-4475.3904,-2986.3987,3931.7477,2051.5834,-148566.9573,-154211.0966,-149538.2906,-150819.5112,-145707.0887,-153034.0100,-160497.4560,-152026.0305,-2359404.3550,-2383521.3051,-2384520.8636,-2375748.9578,-151628.6597,-2371420.1587,
1800.000,-5088.1978,2163.4143,-499.7621,4156.1712,2680.1298,-225089.4980,-243580.8931,-225933.8680,-228474.3295,-237009.5718,-234383.5180,-230010.2848,-231391.7389,12455748.0153,12447801.2160,12433560.1677,12454865.3691,-230028.3575,12444248.2511,3157.0161,4533.2672,6552.3730,1324.5343,6127.3157,-234398.1975,-265053.8394,-248325.8849,-247899.2376,-249780.4774,-250757.8900,-255724.5737,-253482.4791,-104646611.8734,-104620225.2004,-104651668.2887,-104627273.0209,-252372.7880,-104634688.9056,-3490.4156,-4675.4038,-1640.0928,5395.7548,251.4222,-148626.1505,-154267.9338,-149530.1404,-151055.7671,-145714.0479,-152781.7174,-160600.3025,-151584.2886,-2358761.0531,-2382325.7013,-2384044.3693,-2374713.4116,-151671.8239,-2370718.4287,
2100.000,-4434.3190,4016.4631,1052.0884,2922.1893,3680.3873,-220207.0040,-237969.6159,-220510.7579,-223081.2354,-231699.9225,-228919.0189,-224723.8195,-226036.2699,14742714.2056,14734597.5977,14721169.1431,14741586.5915,-224687.9203,14731229.0718,4815.3045,3455.3458,6688.4115,-282.4475,5364.5282,-239041.6326,-270028.8634,-253204.2403,-252869.4788,-254563.6950,-255579.0551,-260454.8961,-258119.9333,-104346774.3862,-104320084.0615,-104351847.9049,-104326854.1501,-257139.8494,-104334773.7213,-2275.7228,-4360.6467,-105.5676,6285.4766,-1578.6865,-148685.4369,-154324.4907,-149525.9614,-151294.3999,-145723.9320,-152524.8401,-160698.5006,-151149.4848,-2358123.1140,-2381123.4091,-2383564.1554,-2373671.6408,-151714.8820,-2370016.6547,
2400.000,-3370.7268,5483.9316,2493.1577,1450.5837,4292.6563,-215229.0519,-232256.1028,-214989.9487,-217586.8061,-226290.6276,-223335.9977,-219340.1705,-220481.8667,17022518.0216,17014217.8441,17001613.6305,17021109.0136,-219248.7430,17011043.7958,5998.6816,2072.0817,6126.6030,-1918.8215,4003.6873,-243584.7510,-274884.3071,-257971.6614,-257741.9648,-259235.3514,-260287.8369,-265074.5847,-262563.3360,-103996959.2295,-103969974.2684,-104002024.8679,-103976477.3066,-261793.9604,-103984879.9919,-817.1784,-3565.5330,1441.0637,6506.8214,-3221.2257,-148744.8154,-154380.7649,-149525.8437,-151534.8387,-145736.7208,-152264.1651,-160792.0778,-150759.9565,-2357490.5088,-2379914.5497,-2383080.1235,-2372624.1564,-151757.8337,-2369314.8368,
