sl_100_5400_20291008 Coordinates.csv
2029/10/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:58 2024,
Start: 2029/10/08 07:47:00.00, Stop: 2029/10/08 09:17:00.00,
TIME_UNITS,STARLINK-4119 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-5864 - X-Coordinate,STARLINK-1600 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-2348 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-2661 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-31596 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-2232 - X-Coordinate,STARLINK-31357 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-5103 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-4333 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-3908 - X-Coordinate,STARLINK-6125 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-2377 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31783 - X-Coordinate,STARLINK-2325 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-5125 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-31089 - X-Coordinate,STARLINK-1184 - X-Coordinate,STARLINK-5802 - X-Coordinate,STARLINK-30594 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-3992 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-1911 - X-Coordinate,STARLINK-6129 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-4328 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-5675 - X-Coordinate,STARLINK-31241 - X-Coordinate,STARLINK-3289 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-30823 - X-Coordinate,STARLINK-31749 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-5403 - X-Coordinate,STARLINK-5912 - X-Coordinate,STARLINK-6175 - X-Coordinate,STARLINK-6188 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-4034 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-5353 - X-Coordinate,STARLINK-4731 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-2535 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-5330 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-4175 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-31511 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-4777 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-5864 - Y-Coordinate,STARLINK-1600 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-2348 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-2661 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-31596 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-2232 - Y-Coordinate,STARLINK-31357 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-5103 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-4333 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-3908 - Y-Coordinate,STARLINK-6125 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-2377 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31783 - Y-Coordinate,STARLINK-2325 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-5125 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-31089 - Y-Coordinate,STARLINK-1184 - Y-Coordinate,STARLINK-5802 - Y-Coordinate,STARLINK-30594 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-3992 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-1911 - Y-Coordinate,STARLINK-6129 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-4328 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-5675 - Y-Coordinate,STARLINK-31241 - Y-Coordinate,STARLINK-3289 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-30823 - Y-Coordinate,STARLINK-31749 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-5403 - Y-Coordinate,STARLINK-5912 - Y-Coordinate,STARLINK-6175 - Y-Coordinate,STARLINK-6188 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-4034 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-5353 - Y-Coordinate,STARLINK-4731 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-2535 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-5330 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-4175 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-31511 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-5864 - Z-Coordinate,STARLINK-1600 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-2348 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-2661 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-31596 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-2232 - Z-Coordinate,STARLINK-31357 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-5103 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-4333 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-3908 - Z-Coordinate,STARLINK-6125 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-2377 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31783 - Z-Coordinate,STARLINK-2325 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-5125 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-31089 - Z-Coordinate,STARLINK-1184 - Z-Coordinate,STARLINK-5802 - Z-Coordinate,STARLINK-30594 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-3992 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-1911 - Z-Coordinate,STARLINK-6129 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-4328 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-5675 - Z-Coordinate,STARLINK-31241 - Z-Coordinate,STARLINK-3289 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-30823 - Z-Coordinate,STARLINK-31749 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-5403 - Z-Coordinate,STARLINK-5912 - Z-Coordinate,STARLINK-6175 - Z-Coordinate,STARLINK-6188 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-4034 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-5353 - Z-Coordinate,STARLINK-4731 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-2535 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-5330 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-4175 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-31511 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2133.0575,-3921.9441,-3776.8128,-3304.7051,-4263.1841,-4830.8404,-3510.2172,3097.9740,-5063.2799,-5233.4879,-615.4443,-3105.5765,-2438.7331,3331.7241,3734.3476,-5069.5234,144.9230,5666.1068,-4206.0547,367.0283,1133.9246,6503.5040,-3004.3907,-3740.8415,2144.9705,0.0000,-2860.5171,5716.7136,-1205.9666,2669.6830,-3501.8916,-1549.4110,-6879.6887,5529.3156,3722.0633,4211.8793,5569.4631,-1848.2206,5236.9061,6292.2611,-6430.9050,-2471.3633,2414.1955,5346.6637,-332.0384,-6190.7992,-6035.8766,4339.7109,-5142.8947,-166.5662,-5739.4091,-6013.5932,1731.8437,6000.3044,-5803.6588,-4583.1955,1232.5151,0.0000,3793.3151,-4470.2311,-414.0312,4284.4606,5904.6176,-2497.2051,-4298.5721,5279.1870,-4778.0068,5910.6996,3202.7364,-6249.8251,-2835.0287,-4406.8215,674.3540,4580.1675,-488.6784,-5562.6561,-6355.1866,5564.3471,-5133.2251,5258.5185,1649.0098,2204.0790,1175.5372,-4663.9281,5382.8468,614.7542,-2786.6648,1068.2092,5364.0206,441.3373,-6267.8503,0.0000,5973.2933,-196.9284,-1995.9128,5651.5810,-5483.9951,6056.0011,-1511.4253,2400.7909,-136767.6518,-145533.5410,-147281.0825,-143776.3301,-138029.8737,-140499.0849,-147433.9625,-144859.8842,99871456.5972,99850519.8431,99861184.3897,99848254.4428,-145386.1134,99856506.0450,4506.4485,5720.5303,-5429.2327,-5847.5221,4216.8442,-3048.0851,5942.0646,-2947.1996,1615.8013,4125.0126,6741.8656,2808.5984,-3451.2156,5309.6591,-2616.1568,295.2967,-6713.0917,2402.8758,-5066.4838,6826.4216,-4392.4175,-372.8517,-4156.5167,5334.3006,4156.3854,0.0000,3593.6725,-275.6166,-6500.6034,4908.9864,-5643.9155,-6376.8129,511.1334,2632.0838,-1268.4007,-991.2324,2936.4926,-5144.3014,833.3370,-2783.9146,756.9518,6348.1738,3367.8604,249.9041,6711.2317,1757.2990,3386.6538,3156.3576,-3800.2121,-4960.4382,-21.6195,-912.3447,4783.8262,2166.5428,-906.4813,2213.0392,5489.4612,0.0000,4355.1392,4302.1710,5304.6017,2711.5818,-1158.1839,-5215.8483,2936.2119,-3914.3313,-806.9326,-876.9168,-4843.2484,-2562.3642,3005.5446,4490.3146,5611.2545,3795.5697,-6604.2138,1435.3291,-1672.4735,3886.9047,-288.5557,-288.2739,-5780.1888,5179.5221,4288.3483,2241.1442,4253.4676,-5202.6335,6309.1230,-6760.2755,3416.1834,6775.1174,1144.5501,0.0000,1400.9689,6870.8108,4971.1321,-418.5085,1588.4767,-2182.0414,-4150.6036,4022.3125,304937.1302,334160.7547,311229.4661,311579.2903,317907.0952,317798.5004,319678.5343,318054.8353,216933472.3714,216968985.9442,216935306.2765,216940513.3906,316661.1900,216941118.8350,-4806.1800,-188.8890,-1644.1252,-1564.9052,-3282.9391,3689.8508,403.1311,5448.6152,4375.7757,1514.0216,1515.4685,-5481.5482,-5440.9753,2800.4679,5135.5309,4666.6003,1670.7515,-2893.0513,-2053.5232,250.5896,5050.6869,2243.4249,-4511.6253,-1842.5277,5069.0605,0.0000,4972.6185,3540.8366,-1473.5860,-3900.5116,-1625.2178,-2178.0707,355.7903,-3265.4561,5704.6044,-5208.2049,2915.4323,-4287.4625,4414.5578,778.3712,2056.2478,-1196.8533,-5404.3499,4359.3653,1278.0240,2169.4734,-489.9216,4381.6915,2575.5607,-4823.8389,3665.5557,3334.5111,4621.0035,-2656.6194,-3658.6943,-4594.5930,-3947.4661,0.0000,3763.1256,3021.6651,4466.5037,4551.6947,-3333.8048,3768.3491,4588.0040,1562.9178,-4922.6130,3500.4153,3739.3104,-969.7671,5517.0191,2877.1038,-3953.1872,-3298.4565,-1978.1296,-3886.6787,2174.8477,1297.4324,-4614.9745,4540.0334,3279.5554,-3902.8381,-5306.5442,4321.2194,850.4833,-4485.0957,28.7478,1084.6441,2223.5516,-766.9985,-2716.4972,0.0000,3016.4981,-648.6271,4337.4382,-3986.2446,-3825.6419,-2256.6788,-5298.2400,5045.9578,-80500.1906,-81461.0713,-78982.4486,-80119.0890,-75454.2069,-83202.4114,-89774.8498,-80076.2242,-102672630.2174,-102640894.6953,-102644323.1811,-102671513.1157,-81135.2481,-102660994.3609,
300.000,-65.0431,-2526.6237,-5061.8722,-4032.9914,-3255.6834,-6098.2063,-2002.9594,3242.4813,-3467.2496,-4275.7747,107.3216,-1767.2894,-3859.1548,4658.7043,3060.2019,-5609.4989,-1120.9253,6556.6524,-5297.5834,1851.8253,-594.7110,5538.9698,-4363.8030,-2782.7891,4059.2457,0.0000,-740.4907,6190.4390,-2619.7737,3478.1980,-4171.2068,-2828.7251,-6511.8232,5954.2234,2001.3545,2965.6247,5865.7032,-3449.6753,4362.4046,5219.6691,-5478.1045,-1091.8830,4197.2540,6067.6613,1237.2066,-6055.1195,-5787.5263,5691.0738,-5160.9329,-1930.9519,-6068.6916,-4846.4926,3712.4807,5547.2786,-5221.4473,-4428.8014,3129.7149,0.0000,5275.6862,-2661.3898,1662.4238,4981.9895,4564.7115,-4281.4157,-5566.0828,3911.1623,-5959.1324,6226.4695,1187.5280,-6705.9517,-1194.3274,-3403.1653,2566.8574,5023.5483,-1752.5539,-5415.4005,-6020.4255,6394.4127,-5294.1419,5292.6205,64.2851,3819.0900,3196.2188,-3948.5477,5909.0024,-933.9439,-1547.0118,-132.7085,6261.8083,1623.3104,-5020.8245,0.0000,6626.7585,1024.3919,-755.7286,4679.1500,-5630.4633,5650.5027,-3130.4031,4287.7954,-143110.1733,-152448.2663,-154005.2348,-150502.8949,-144602.1316,-147187.8874,-153975.5057,-151386.9701,95112879.7873,95091289.7103,95102911.0552,95089581.5100,-151987.5340,95097900.0983,4283.3704,6318.7340,-4559.3804,-4592.7990,5663.4670,-2107.3971,6335.2409,-4627.1507,2843.4692,5332.8958,6000.1573,4449.5578,-1797.2670,4924.7954,-4480.9203,2033.6389,-5980.8316,954.6588,-4406.1399,6458.5111,-5374.6287,-1615.9595,-2467.3377,6170.5048,3800.6287,0.0000,4017.1758,-1763.3506,-5560.2619,3152.9272,-4334.8752,-6293.8971,1981.9847,3372.8146,-83.1635,-2794.8373,3633.6460,-3769.6549,-981.4001,-3956.5920,2261.7206,6195.1212,2195.6967,-1316.8089,6166.7788,3054.5805,2745.0858,1679.0862,-2163.0159,-5531.7752,1800.1405,40.3944,4067.3575,579.8833,1023.9314,4013.0486,5384.0376,0.0000,3829.9936,4928.4358,4801.9345,650.4833,-2355.3326,-4723.5460,3152.6736,-4476.2237,-1573.6288,-2349.0878,-5131.8922,-1108.9735,4401.5411,5832.1757,5700.4509,1859.1983,-6680.9385,3297.4797,66.0053,2613.5827,1791.6019,-2331.0271,-6548.1207,5143.0499,4168.8179,4160.3265,2744.0248,-6038.9684,6467.4756,-6891.9962,2450.8291,6146.9779,1645.0242,0.0000,-184.5309,6395.8052,6165.1797,-2244.3993,3176.9651,-3736.6821,-2708.8286,3556.6970,302117.3865,331080.7999,308148.9925,308555.6233,314791.5811,314651.6213,316526.4693,314566.8424,219062800.7799,219098541.1947,219065197.6457,219069293.7379,313516.5532,219070522.1224,-5441.8568,1344.2479,-114.1289,-3196.8506,-2010.6976,2155.9551,1902.4940,4010.4114,5221.7350,-21.6753,3476.2562,-4965.6688,-5416.7307,1101.4081,4211.9046,3462.0614,3288.8139,-1527.4167,-280.3660,-1295.3409,4107.3137,3760.5109,-4640.6863,-39.5941,4082.8727,0.0000,5396.9199,1973.4037,-2849.3555,-4940.4471,-3253.3463,-412.6824,-1186.4394,-1143.3166,6631.3476,-5408.5875,756.1671,-4707.3243,5252.6716,2241.1845,3317.7252,-2878.5813,-4892.7602,3021.7933,2681.6832,394.1989,-2672.1515,3578.0127,4022.0671,-3683.4640,2516.0130,4959.6245,4113.8451,-4081.5495,-4425.5239,-3358.8124,-2906.4765,0.0000,2246.4069,4028.3012,4735.5071,4602.4578,-4576.5761,2649.9206,2696.7552,3204.5030,-3115.4987,1924.3697,4464.5707,586.6669,5168.5649,1513.2322,-2911.3256,-4192.7840,-201.0022,-2811.1789,3411.7348,-240.6485,-4060.7994,3861.2254,2007.1381,-2422.5392,-4509.3217,3544.8622,2306.1264,-3195.3404,1821.4886,-729.6104,447.3778,-2507.0008,-4479.3466,0.0000,1679.3194,-2394.9263,2992.9518,-4591.3738,-2329.6120,-786.8974,-5518.2192,4048.4557,-80640.6187,-81597.9393,-79043.5432,-80404.2827,-75527.4817,-83033.2400,-89954.4068,-79872.5117,-102675046.6401,-102643530.9251,-102646623.1187,-102673965.4999,-81245.1911,-102663498.0316,
600.000,2027.6417,-875.9845,-5828.0056,-4391.5582,-1937.7146,-6724.9976,-284.6264,3104.9616,-1544.4381,-2884.5740,864.3907,-301.4939,-4938.4071,5503.6674,2123.9381,-5615.8305,-2311.7566,6773.4928,-5855.0691,3162.2124,-2224.8982,4026.4046,-5318.3645,-1529.1763,5559.1870,0.0000,1453.1599,6006.7623,-3789.1941,3982.6147,-4446.4311,-3821.7861,-5504.6741,5722.5604,18.2242,1455.7234,5518.2189,-4755.0366,3096.7779,3633.0826,-3968.1781,424.2244,5566.1862,6201.3200,2706.7276,-5284.8166,-4892.2291,6504.5714,-4698.2731,-3475.5122,-5793.4002,-3208.8729,5328.2835,4571.4825,-4165.2517,-3857.5195,4701.3117,0.0000,6218.9836,-583.5993,3594.7150,5214.5721,2777.6294,-5636.0716,-6245.6766,2108.6924,-6469.1087,5937.6089,-952.6195,-6479.8668,522.8131,-2081.7597,4190.1269,4991.8947,-2839.3396,-4767.5685,-5119.2759,6599.5060,-4974.1403,4854.0658,-1508.2066,5025.7112,4889.5232,-2852.0498,5873.3887,-2358.0186,-133.0527,-1328.6688,6483.0849,2666.5809,-3259.2024,0.0000,6614.9335,2170.2929,527.1808,3285.3934,-5224.4753,4673.2607,-4480.8600,5737.7264,-149396.1330,-159297.8709,-160661.3827,-157170.7440,-151108.0602,-153820.8399,-160448.6967,-157872.1755,90308928.7170,90286672.8122,90299237.4240,90285567.2037,-158520.9691,90293916.2443,3696.1153,6312.6470,-3223.5587,-2866.4675,6532.6549,-971.0799,6119.1164,-5814.9254,3840.2384,6000.3701,4654.2532,5672.9342,-4.0174,4048.7245,-5892.1268,3540.8031,-4662.6427,-576.8744,-3305.6828,5437.3442,-5823.6829,-2738.2932,-555.3283,6350.3797,3110.2316,0.0000,4078.1407,-3040.2599,-4043.5341,1073.8039,-2566.9079,-5585.3184,3270.0052,3759.8206,1029.8631,-4341.2167,3944.5756,-2061.3148,-2737.4062,-4764.9814,3565.0018,5442.8797,847.0446,-2723.2306,5005.7559,4026.5152,1837.7464,70.5858,-282.3514,-5585.0593,3419.0483,1050.2431,2986.8086,-1100.2100,2881.0247,5388.1592,4767.2776,0.0000,2944.1599,5109.0227,3880.5863,-1462.8943,-3365.2995,-3791.6368,2992.8320,-4593.2814,-2208.1770,-3570.3274,-4960.4772,463.1334,5396.4407,6601.2223,5251.2753,-276.9946,-6091.3076,4826.9872,1824.4868,1082.3600,3683.0433,-4137.3448,-6663.3117,4601.3840,3686.4541,5639.2427,950.8818,-6288.4590,5984.8271,-6342.6885,1226.4044,4885.5690,2036.3674,0.0000,-1735.5617,5284.7635,6748.5561,-3883.6303,4424.3552,-4904.0573,-1040.7883,2779.0015,299167.3656,327856.4871,304933.2369,305401.5153,311539.6812,311360.1639,313239.3237,310869.2649,221087764.3459,221123713.8433,221090737.8383,221093707.3267,310234.3523,221095559.4162,-5495.1564,2733.6441,1428.7195,-4481.6567,-513.8994,377.8613,3196.2633,2142.8147,5498.3488,-1554.9721,5065.6890,-3911.6250,-4803.6979,-718.9838,2825.6782,1881.7605,4552.6747,11.4906,1523.2738,-2697.0360,2697.2032,4867.5760,-4251.8624,1767.8608,2653.8869,0.0000,5203.2278,175.5813,-3898.6319,-5425.4461,-4519.1432,1397.2641,-2600.3395,1100.9370,6850.3550,-4990.2721,-1483.8263,-4627.5938,5521.8399,3463.0209,4202.0265,-4250.3603,-3830.4449,1357.0666,3786.2595,-1425.9495,-4569.4401,2391.0761,5030.9541,-2147.2195,1082.6801,6055.6664,3155.7553,-5066.2477,-4717.0966,-1751.6630,-1546.3036,0.0000,485.3187,4598.1337,4501.6140,4135.8140,-5319.2148,1244.3605,518.0692,4475.4895,-971.3038,141.8052,4707.1592,2077.1623,4258.9843,-13.5970,-1553.0622,-4613.0392,1597.8425,-1435.2350,4281.7552,-1752.7417,-3068.0608,2773.3039,511.9447,-673.4038,-3228.3836,2356.8379,3512.6012,-1558.3142,3415.9726,-2465.7147,-1380.9252,-3967.0195,-5762.4513,0.0000,154.8751,-3881.9324,1322.9714,-4705.2833,-577.6150,771.3742,-5140.7694,2609.5772,-80781.0706,-81734.7143,-79108.7653,-80691.9752,-75603.7044,-82858.5489,-90129.3115,-79766.9909,-102677457.6770,-102646168.7810,-102648933.3475,-102676401.0649,-81355.0697,-102666001.5384,
