sl_100_86400_20291213 Coordinates.csv
2029/12/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:03 2024,
Start: 2029/12/13 07:47:00.00, Stop: 2029/12/14 07:47:00.00,
TIME_UNITS,STARLINK-30546 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-1143 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-31966 - X-Coordinate,STARLINK-3396 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-4583 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-4739 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-3278 - X-Coordinate,STARLINK-3304 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-30706 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-3121 - X-Coordinate,STARLINK-32009 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-31133 - X-Coordinate,STARLINK-1278 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-30959 - X-Coordinate,STARLINK-31814 - X-Coordinate,STARLINK-5022 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-4431 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-31946 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-30583 - X-Coordinate,STARLINK-31810 - X-Coordinate,STARLINK-1236 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-30089 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-5622 - X-Coordinate,STARLINK-1954 - X-Coordinate,STARLINK-4624 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-5988 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-3208 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-5310 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-30821 - X-Coordinate,STARLINK-31343 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-2707 - X-Coordinate,STARLINK-31363 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5630 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-31246 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-6203 - X-Coordinate,STARLINK-5522 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-3137 - X-Coordinate,STARLINK-31190 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-31996 - X-Coordinate,STARLINK-3685 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-5633 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-3314 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-6329 - X-Coordinate,STARLINK-30276 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-1143 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-31966 - Y-Coordinate,STARLINK-3396 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-4583 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-4739 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-3278 - Y-Coordinate,STARLINK-3304 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-30706 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-3121 - Y-Coordinate,STARLINK-32009 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-31133 - Y-Coordinate,STARLINK-1278 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-30959 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,STARLINK-5022 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-4431 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-31946 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-30583 - Y-Coordinate,STARLINK-31810 - Y-Coordinate,STARLINK-1236 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-30089 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-5622 - Y-Coordinate,STARLINK-1954 - Y-Coordinate,STARLINK-4624 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-5988 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-3208 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-5310 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-30821 - Y-Coordinate,STARLINK-31343 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-2707 - Y-Coordinate,STARLINK-31363 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5630 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-31246 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-6203 - Y-Coordinate,STARLINK-5522 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-3137 - Y-Coordinate,STARLINK-31190 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-31996 - Y-Coordinate,STARLINK-3685 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-5633 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-3314 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-6329 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-1143 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-31966 - Z-Coordinate,STARLINK-3396 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-4583 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-4739 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-3278 - Z-Coordinate,STARLINK-3304 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-30706 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-3121 - Z-Coordinate,STARLINK-32009 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-31133 - Z-Coordinate,STARLINK-1278 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-30959 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,STARLINK-5022 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-4431 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-31946 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-30583 - Z-Coordinate,STARLINK-31810 - Z-Coordinate,STARLINK-1236 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-30089 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-5622 - Z-Coordinate,STARLINK-1954 - Z-Coordinate,STARLINK-4624 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-5988 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-3208 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-5310 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-30821 - Z-Coordinate,STARLINK-31343 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-2707 - Z-Coordinate,STARLINK-31363 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5630 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-31246 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-6203 - Z-Coordinate,STARLINK-5522 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-3137 - Z-Coordinate,STARLINK-31190 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-31996 - Z-Coordinate,STARLINK-3685 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-5633 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-3314 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-6329 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4024.3949,-4083.6580,3625.8358,2776.6180,713.8660,-5710.5805,6347.0472,5098.9335,-4421.8411,-4379.5575,3162.3685,-388.0435,-929.4687,637.4572,5475.8374,-397.2407,2701.0757,525.9332,526.8511,-5429.0356,3536.2652,-6769.6885,4936.8456,-6086.1772,3590.9406,-4136.1139,-2270.4602,-5483.8957,-509.3779,-1531.7700,2299.2574,-5423.4333,4282.4573,1111.0508,6807.3493,3002.5567,2902.8618,-6604.9616,1007.3732,6274.6516,-4069.8051,4817.9769,5398.2508,-2910.0417,1169.3680,4886.6560,5310.0325,229.4324,-3532.5737,-3835.5594,4228.7985,-3312.4526,5072.1534,0.0000,5181.7618,3629.5276,-2316.2103,506.3215,5273.4083,2124.4374,-4386.7956,-2835.1942,-46.4829,6381.9147,5784.0965,3648.6916,1996.4471,322.3961,234.4716,2489.8586,-5895.5937,-624.9643,-4776.0723,-1468.0315,5186.3286,3790.8043,-2922.6648,-1819.3030,718.3866,4407.8521,1686.5510,-3108.6500,-3722.1158,2271.5270,5659.8571,4867.0219,-5534.4905,1952.0252,949.0691,-2782.0024,4220.6795,-2556.9957,2488.1819,5382.4477,-6782.2204,-1296.7013,-1283.2298,3755.5831,-4549.5216,4712.1682,378352.0936,351667.4631,370895.2040,372310.0351,369204.7803,368116.3644,363506.3949,368233.2220,65482142.5852,65432605.7336,65459339.1215,65482093.4474,367134.8286,65475939.3088,3912.1795,3629.1647,3768.4868,5896.5500,-5356.3841,1126.6664,-2492.6775,373.7197,1918.0287,1634.1038,5507.8298,-5527.9623,4929.8448,4157.7835,-4019.3087,-6715.1666,5290.1085,5786.7585,-5107.6054,-4111.1162,5892.5876,-11.5742,321.2612,570.2610,-3303.8556,-135.7706,-4527.6091,4178.2652,-774.5566,-5323.2915,-6351.3756,2958.2532,-5146.3886,1003.8908,-171.6716,-4099.6332,4073.7040,-1530.7925,4030.3426,-2796.6987,-5427.2700,-3013.4840,-4182.5830,-2908.5898,-408.0951,1362.4458,-3804.0556,5118.4945,-5639.5444,1674.9482,-4820.8076,4237.2216,791.2351,0.0000,-528.4796,2384.4251,645.4337,-4244.3141,2776.0844,-3601.3084,-2566.8950,4826.4787,-5544.9135,-2029.2563,-130.0588,3489.7996,5703.7076,6190.5776,5628.8815,-5231.8613,2543.4410,-5542.1612,4619.5877,3884.2399,1158.9834,-2612.8039,-3521.3729,5028.8291,-5625.4864,2528.8073,-6585.4049,-2734.2873,-1811.3733,-4605.4757,-3878.4193,2190.1589,-1975.3190,4816.0100,-5799.9347,6128.7178,2891.1902,5926.8712,5992.1221,3277.0398,-1324.1416,-5561.8398,-6573.2338,2672.7730,-2233.2754,4362.7074,159219.9871,161622.3392,150602.1757,154165.9956,162142.9397,159769.4741,154393.8982,153971.4080,272305619.1969,272337047.0541,272341936.2790,272313644.4476,154908.1695,272322824.7818,-4179.7108,-4188.2316,-4530.2573,2385.9224,-4234.3622,-3699.8855,1237.4084,4495.5506,4898.0090,5049.8308,2653.8184,-4072.9840,-4627.1790,5467.4959,1227.2653,-1614.8756,3497.6322,-3567.1117,4593.7745,-1162.8857,523.9842,-580.3942,-4608.6361,3235.8959,-4805.1097,5528.2947,-4622.5487,-176.9954,-6880.7785,4125.5965,-749.7804,-3096.8814,420.1577,6736.2159,949.9263,-4704.4739,4605.2320,-856.3888,5425.7754,-449.3312,1377.4812,-3793.1396,621.0674,5431.6460,6810.6312,4618.6246,-2287.2054,4620.8556,-1915.2120,5431.5192,2626.8918,-4333.2155,-4599.1048,0.0000,4525.8391,5314.1322,6477.5600,5226.6107,-3569.6041,5329.8521,4692.5303,-4038.2909,-4058.4423,1970.1184,-3803.1632,4200.0840,3171.8988,3071.6228,3960.9654,3542.9711,2580.0367,3952.0780,344.9253,-5511.5961,4311.0616,-5148.9645,-5205.5610,-4375.0161,-3697.4490,4544.2093,-417.5002,-5479.8140,-5440.5591,-4663.8132,1084.7478,-4443.0473,3629.7803,4365.2855,3636.7425,-1648.5709,-4638.7501,-1648.0596,-2315.4268,2895.1473,408.5137,-3891.8969,1695.7774,5102.8321,-4722.2717,-2572.8747,28478.7354,28327.9968,30801.4252,29359.3026,34213.4637,26715.0130,19882.1154,27544.7493,-109556163.5623,-109562571.8578,-109559065.3720,-109569063.2337,28554.8562,-109565266.7366,
3600.000,504.0921,-307.9438,-6390.8074,-2297.9719,3091.4441,2240.9812,-4921.2919,-5479.0978,654.9784,4455.8015,-3914.8782,3444.1375,-3247.2277,-4519.4366,-2527.3677,1899.2002,-4654.9409,-3647.6400,1829.9800,5452.0393,-4124.6497,4470.6643,-4418.4601,3043.2652,-2499.0545,4318.8756,5822.9713,3077.5818,-4555.7903,4636.7445,678.2969,4942.2843,-1277.2438,-71.7222,-4562.4558,580.9124,-5947.3394,6008.1153,-5129.1289,-4303.3784,4959.9880,-744.1746,-3255.1690,5628.4602,-4374.7600,-5045.1529,-1913.1477,-3964.6500,3419.2503,1281.1429,-2535.1448,-1032.6280,-4598.5667,0.0000,-3499.0969,-6401.4460,-2636.5299,3380.6990,-4390.0806,1203.3991,6242.1605,-1346.0957,3307.9958,-6073.3934,-3637.9065,-3890.5604,-3738.1317,-2802.4470,-3306.2669,260.1515,2691.6635,4334.2342,1068.9915,-2570.2886,-6315.1002,-2996.6872,4998.3549,25.1704,3707.7698,-6765.6112,613.0439,5971.6204,4952.3828,971.7685,-4721.3968,-4768.9706,3790.6141,-4329.4700,763.6850,-396.4505,-4068.8334,-67.6152,-3960.3190,-6772.3413,4784.6803,3582.4883,2849.6713,-6575.2277,5915.9933,-5080.9235,323803.9694,298977.2956,318640.8019,318401.9608,318156.3831,317169.6747,312941.2597,315206.3024,-7267077.5824,-7319205.2496,-7295168.2717,-7263894.1260,316375.3429,-7272826.9236,-5215.5422,-4172.0028,-1535.3753,-2636.2310,2879.6819,-3462.2228,4244.7586,3590.6584,-4535.8224,-4943.2582,-1812.9328,2329.8151,-5451.3936,-4159.2296,4282.6789,6060.7807,-5028.0735,-5755.1958,6592.7048,943.8339,-3310.6567,-2137.5960,4309.6183,-2919.7122,6283.7716,-3927.2037,2655.3873,-4539.8378,1921.0012,2494.4378,5962.3296,-4664.6834,5019.1954,-5785.5942,2098.0772,5921.3583,-671.5793,-1211.0843,-3385.8430,3804.6893,2354.7512,5089.1789,4746.6488,-813.1057,-3366.7450,2982.7000,4099.2123,-5072.7970,5110.9434,-5351.8576,6377.8520,-4087.0758,3448.0722,0.0000,4392.0683,164.3407,1939.6353,5526.5995,-5107.0266,6213.5024,-741.3458,-3924.3395,2515.7922,1965.1041,3610.0412,2507.5032,-1738.6211,-6312.3874,-5995.0846,6787.7228,-4376.8008,2908.2533,-5393.8909,-5124.2009,2250.3616,5886.1192,4726.0993,-6887.7503,3551.3384,-732.8536,5471.1394,-367.6606,-2625.2262,6316.0885,3444.1538,-5001.1762,-1686.2429,-467.5005,6854.7141,-5391.3572,1536.0302,-5635.3701,-5196.9966,-1368.6223,438.3391,2068.3765,3824.2741,-803.6646,-1455.6091,-674.1493,249276.4953,245825.3380,237192.8577,240548.5970,249993.0045,244707.2328,242512.3044,243043.0731,280008567.5032,280027788.3026,280038195.9830,280021842.9899,242351.0712,280024865.2681,4629.0088,5452.7389,2142.7822,-5998.3069,5395.6355,5513.0221,2403.0355,-1881.1412,-5134.3969,-1786.0619,-5373.5177,5463.7853,2496.8800,-3160.7463,-4795.5956,-2749.1064,771.6462,-139.2865,-858.2636,4125.8402,-4427.4529,4639.3335,2742.7879,-5492.7207,1043.8363,-3707.5627,2445.5389,4169.5608,4854.8047,-4484.2104,-3194.7627,-1253.8337,4256.0518,-3792.2987,-4702.5641,3528.4751,-3243.0523,-3021.4629,-3013.5738,-3800.6730,-4222.0017,4484.3254,3718.6552,-3771.8429,-4206.1656,-3572.6157,5224.3758,-2504.1679,-3177.9613,-4110.3284,975.3269,5456.1296,3788.0709,0.0000,-4025.9026,-2498.1860,-6107.5206,-1935.4573,-1690.1143,-2443.7644,-2908.5323,5501.7109,5457.6689,2826.6245,4642.2997,-4672.9776,-5450.5520,461.3304,-800.7704,212.6231,-4643.7764,-4427.4739,3737.5043,3823.2415,-1409.3664,2003.8657,796.5524,494.4306,4398.5540,-507.5435,-4020.9068,3353.9797,3898.0752,2682.4305,3754.9055,-631.5139,-5533.7260,-5217.5462,499.0187,4324.6924,5349.7846,-3555.0841,-2187.3739,632.7688,-4983.0886,5522.0074,-5008.1421,-1874.1950,3281.1496,4634.5708,29504.6654,29387.7908,32397.7254,28727.0718,35804.2252,31584.3904,20784.1108,31169.7196,-109528171.9667,-109538837.1580,-109536439.9644,-109537327.4363,29950.3580,-109539067.3099,
7200.000,2728.1460,4288.0674,6693.1242,2719.4668,-6238.6229,1343.0646,1427.3119,3496.6399,2380.5881,-2884.8002,4470.2267,-6053.8348,5413.2186,6024.8386,-1909.1302,-3374.0037,4652.4518,4953.8291,-3109.2561,-4254.0508,4108.3188,-88.7307,2169.3078,433.6553,451.4108,-3621.3305,-6692.7798,1231.2682,6938.8258,-6602.9407,-4083.0327,-2012.4806,-3538.9560,-2429.0081,599.6006,-3276.7441,6376.3392,-2804.3509,6377.4827,48.6596,-4990.5119,-3079.4366,-1075.6817,-6015.6934,3480.5168,3852.3791,-2473.3151,5803.1944,-2505.5323,715.2217,-358.4485,4888.4975,3200.8499,0.0000,1417.4073,6274.9388,6557.9018,-4706.2525,946.2430,-3112.4128,-6114.5561,5246.1347,-6098.4250,2755.2576,1116.8531,2475.5814,5132.2109,4323.0096,4840.2580,-2958.5635,1198.5626,-6629.9958,4014.6303,4748.1332,4700.0992,1452.0291,-4241.9541,1600.2431,-6571.7437,5421.4020,-3732.3262,-6365.9581,-4637.5966,-3268.8673,881.2948,1549.7016,-1833.7984,5653.5979,-2318.2890,4077.9707,3716.6240,3765.5335,4159.9759,5677.7559,-1047.2242,-5682.6144,-4602.9741,6301.2059,-5643.2934,4658.2783,248112.1609,226772.6139,245924.3707,242173.0956,246556.5742,246134.7008,241622.4127,246205.1488,-79539056.3790,-79590212.9080,-79569344.9424,-79540754.4949,245228.7570,-79543994.6475,5887.0116,4413.9746,-729.2966,-2049.8109,-446.2875,5634.0158,-4990.9908,-5426.3689,6167.1971,5653.2366,-2639.9011,781.5595,3870.4886,3162.3854,-4013.2976,-2738.3827,2267.2682,2825.6910,-5092.6721,3108.8334,-1112.4836,4533.8117,-6238.3902,5374.1646,-5893.2431,5871.6825,-254.7602,4016.8978,-30.2947,416.7272,-2871.6649,4551.5669,-2640.4255,6278.2445,-4381.4638,-6094.9432,-2286.4726,4132.7928,1897.5576,-4137.5771,1795.4829,-5805.4237,-3990.2660,3129.8755,5920.1710,-5679.6437,-4182.2550,3536.3017,-1427.7892,6828.1269,-5652.2000,3765.0482,-6081.1784,0.0000,-6693.1828,-1911.4763,-1045.6149,-3815.2617,3519.1825,-5514.9849,3175.0903,2892.3615,457.9133,-1931.1270,-6313.5258,-6088.4742,-2582.3878,3921.7662,3958.0375,-4785.2540,5642.5157,75.0327,3383.5690,4989.7037,-4300.0884,-6303.8547,-3659.6957,5618.1202,-690.7537,-1319.7096,-1892.6892,2326.9322,4991.9880,-6046.6149,-2478.4779,4208.0845,5374.6481,-3230.2102,-4854.9032,3512.0501,-5182.7143,1690.8177,1678.7662,-1229.5658,2232.0941,1431.0300,248.4304,-890.3041,4007.9006,-3421.5390,321548.8043,313846.8786,308441.3462,313197.5259,322063.2061,311236.6244,315053.6722,313727.7310,268609558.2836,268616390.8636,268631067.7435,268629042.9116,314209.8841,268625351.5734,-2629.4520,-3081.6169,1573.9050,6039.4417,-2827.2474,-3741.8318,-4598.3520,-2185.1498,1896.3251,-2686.4151,4516.9993,-3165.1150,1496.7166,-1189.0450,5274.9475,5372.2103,-4564.3176,3723.7177,-3463.0822,-4471.9662,5412.9179,-5064.9060,1421.3308,4331.9108,3443.8482,-469.7238,1446.7092,-5474.1222,19.8869,1993.8470,4601.2407,4781.8765,-5055.8152,-1573.6574,5256.7301,-178.8030,-649.0316,4652.6735,-1601.2530,5490.6049,4441.2846,-1869.7539,-5478.2430,-739.6748,-966.5654,35.9141,-4928.7970,-1234.6303,6284.4170,-74.8086,-4004.1058,-3098.5802,-486.1475,0.0000,934.9395,-2053.2860,1937.9469,-3003.1852,5896.7511,-2434.2422,-690.3444,-3424.6020,-3130.0219,-6123.1119,-2612.5177,-129.6308,3682.8998,-3725.7047,-2905.7946,-3818.4669,3818.5234,1676.0323,-4093.1777,326.7456,-2516.2677,2400.9042,4069.3773,3672.4623,-1464.9569,-3931.9577,5363.4800,1070.9835,486.0831,907.8553,-6434.6397,5287.4215,3933.1627,1924.3091,-4353.3897,-4368.1190,-2642.8894,5216.9670,5216.1830,-3798.1292,6458.0479,-3661.2307,5141.2054,-2631.0761,171.1322,-3803.2043,30558.7662,30451.4617,33335.6987,30997.9686,36994.1533,32249.1063,22307.3356,29950.5088,-109500844.7863,-109515062.6503,-109513854.8205,-109507032.4523,31343.4212,-109512826.6923,
