sl_100_5400_20290422 Coordinates.csv
2029/04/22 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:43 2024,
Start: 2029/04/22 07:47:00.00, Stop: 2029/04/22 09:17:00.00,
TIME_UNITS,STARLINK-3245 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-5487 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-5561 - X-Coordinate,STARLINK-3072 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-5061 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-30392 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-2591 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-3291 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-11072 [DTC] - X-Coordinate,STARLINK-5352 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-6149 - X-Coordinate,STARLINK-30369 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-4690 - X-Coordinate,STARLINK-1222 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-1471 - X-Coordinate,STARLINK-2611 - X-Coordinate,STARLINK-11089 [DTC] - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-3207 - X-Coordinate,STARLINK-5435 - X-Coordinate,STARLINK-6287 - X-Coordinate,STARLINK-4518 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-5499 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-32135 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-31505 - X-Coordinate,STARLINK-31300 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-4591 - X-Coordinate,STARLINK-3752 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-31445 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-4724 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-4371 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-31930 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-4397 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-3325 - X-Coordinate,STARLINK-30339 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-5634 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-30171 - X-Coordinate,STARLINK-2002 - X-Coordinate,STARLINK-6121 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-5487 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-5561 - Y-Coordinate,STARLINK-3072 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-5061 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-30392 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-2591 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-3291 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-11072 [DTC] - Y-Coordinate,STARLINK-5352 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-6149 - Y-Coordinate,STARLINK-30369 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,STARLINK-1222 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-1471 - Y-Coordinate,STARLINK-2611 - Y-Coordinate,STARLINK-11089 [DTC] - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-3207 - Y-Coordinate,STARLINK-5435 - Y-Coordinate,STARLINK-6287 - Y-Coordinate,STARLINK-4518 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-5499 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-32135 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-31505 - Y-Coordinate,STARLINK-31300 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-4591 - Y-Coordinate,STARLINK-3752 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-31445 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-4724 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-4371 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-31930 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-4397 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-3325 - Y-Coordinate,STARLINK-30339 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-5634 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-30171 - Y-Coordinate,STARLINK-2002 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-5487 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-5561 - Z-Coordinate,STARLINK-3072 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-5061 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-30392 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-2591 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-3291 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-11072 [DTC] - Z-Coordinate,STARLINK-5352 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-6149 - Z-Coordinate,STARLINK-30369 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,STARLINK-1222 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-1471 - Z-Coordinate,STARLINK-2611 - Z-Coordinate,STARLINK-11089 [DTC] - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-3207 - Z-Coordinate,STARLINK-5435 - Z-Coordinate,STARLINK-6287 - Z-Coordinate,STARLINK-4518 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-5499 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-32135 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-31505 - Z-Coordinate,STARLINK-31300 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-4591 - Z-Coordinate,STARLINK-3752 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-31445 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-4724 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-4371 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-31930 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-4397 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-3325 - Z-Coordinate,STARLINK-30339 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-5634 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-30171 - Z-Coordinate,STARLINK-2002 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6601.2060,-3115.7471,0.0000,-2132.2331,-75.5392,-2451.2488,-1168.2898,-3863.7576,-5473.0403,6557.7278,4588.0671,2000.3599,-6342.4569,4533.8704,-5360.9071,-3588.4550,2714.4740,5223.6281,4695.9766,-6480.7687,-4117.4940,6578.6135,-4068.7116,2027.3504,2297.2635,-772.6386,1163.2545,-6496.4358,4647.7996,4147.1930,-3707.4712,1539.9738,3503.1418,-3080.5126,5727.2520,4893.0085,-2601.8269,3868.3915,6119.5860,6198.0049,3042.7928,471.5025,-2682.5093,1294.1959,304.6837,-5863.2042,1169.2292,1399.9619,2083.6679,2696.2800,-6078.6570,5499.7994,-3801.5073,-3328.1792,0.0000,4593.9321,-4961.9189,-6249.5301,0.0000,1674.1010,3820.9035,-2832.6606,699.5687,-4263.6114,-5888.5138,3219.9174,0.0000,-1390.2074,-2045.4594,4759.6605,0.0000,5857.8495,855.7919,1477.8082,-2934.5395,3904.6258,-6449.7313,1999.2135,6663.7938,997.9969,908.3973,1516.0620,-3385.5283,-4073.8110,-4007.4974,5011.5000,0.0000,6021.0600,3604.2172,-5200.8901,5892.3921,3253.7939,-2705.7642,1246.0511,0.0000,4670.0548,5099.6337,5404.0472,6122.0863,2438.0440,339702.6756,354337.4500,347633.0708,345235.6870,341555.2044,343562.8401,351001.4914,348748.3429,90933014.0613,90925598.6604,90923159.6367,90925845.7995,348212.1067,90928409.4772,2055.4112,-2710.6472,0.0000,5041.5202,6637.4705,-189.5596,-1589.8520,-5122.8174,-2838.8981,-1193.3337,-4287.6626,4260.5766,-2811.6295,4561.5211,-483.5016,4523.8988,-6227.5239,-4279.7101,-1984.0383,2166.6795,-1139.8091,-782.4509,4357.9993,3582.6539,4499.4827,-5118.2350,-4887.8237,-421.6948,-2003.1338,1485.6698,-2425.5379,4213.7477,4247.5530,5861.7513,3949.9119,-2937.2985,3203.6724,3242.1356,-2011.2149,2850.7420,5824.0940,-5256.1270,1583.1173,-4172.7228,4221.0877,-3244.5603,-3975.9965,-3870.8521,6254.6144,3061.2325,2195.8217,-2456.5033,-4086.1619,-4847.9530,0.0000,-4699.4662,4194.7895,-2423.3237,0.0000,-6542.8810,5215.0882,3385.3437,-5043.9428,-5422.5521,2302.6037,6043.1702,0.0000,5134.1935,-6451.6997,-2338.2892,0.0000,-2033.9809,-4303.8982,261.4312,6056.9204,-2003.6958,-2132.5682,-3710.6690,50.7886,3956.0236,-1258.1207,-2059.9608,-3702.1219,-5234.3390,-5696.3725,3551.0772,0.0000,3147.6797,2062.1357,3286.7380,2100.4898,-3128.7115,5103.1265,-2155.6405,0.0000,3066.4560,-2878.7075,-2592.4551,2321.7052,-6257.6929,123292.1135,101597.1762,112561.4078,111421.0704,103708.8965,104576.7682,104419.2479,107065.8942,-52295373.9703,-52320406.3053,-52339316.4737,-52320547.1975,106737.5934,-52314414.7778,206.2281,5463.5563,0.0000,-4297.4384,-1034.4094,6490.2138,-6646.8647,2679.4428,3052.6850,559.3796,-2895.0345,-5127.5633,280.3525,2250.9484,4196.5425,3769.0111,-1257.2300,-1251.7955,4679.6836,-1054.6446,5324.3878,982.9013,-3512.4419,5498.7371,-4572.9208,4592.5245,-4638.6935,2207.4289,4678.8264,-5315.4405,5271.7673,-5269.5579,-4174.4870,-1179.3589,210.5044,-3804.8561,5515.2971,4671.4684,-2507.2723,1002.4222,2190.4083,-4421.0138,6197.0611,-5349.9618,5434.2873,1627.4954,5448.9494,5425.5444,-1078.3119,5408.1184,1685.7226,3231.4760,-3814.5152,3613.9796,0.0000,-2127.9294,-2401.8970,-1579.0954,0.0000,-1471.5843,-2198.7728,5276.2431,4655.5273,245.6255,-2581.4943,822.3985,0.0000,4397.8509,-689.7114,4420.0402,0.0000,3112.8422,-5292.9419,6770.2043,380.8764,-5225.5540,287.1478,-5452.2120,-1875.0643,-5290.9797,6751.8689,-6440.0716,-4748.8598,-1942.8677,702.9374,-3164.6146,0.0000,-1017.8893,-5501.5263,-3174.1573,2893.0634,5126.6978,-3611.9541,6466.6284,0.0000,-3904.8790,3726.0072,-3448.6191,-2211.2202,-1744.8477,103815.5030,102565.3542,102919.2865,102623.6404,106756.9146,98414.3530,92519.5088,99378.0705,6685457.9257,6649401.4380,6685048.1766,6682681.4963,101054.6200,6679659.1305,
300.000,-5970.4057,-4237.3642,0.0000,-731.8536,1156.8924,-1993.5427,868.4690,-3754.9818,-6498.5059,5824.4311,2815.1045,2263.8169,-6191.9186,5617.7619,-4768.3612,-2801.6601,1594.2367,4431.7752,3831.0544,-5516.0780,-4019.6625,6337.4940,-2999.9104,3841.8380,4181.0339,-2755.0739,-1000.5941,-6811.8140,2933.4594,4108.0846,-4136.4028,3536.6398,4001.8785,-1662.4340,5841.5984,3132.5556,-831.4850,5154.7440,4817.8890,6631.5571,4503.7772,-1092.3825,-2866.9355,-875.8939,2363.2018,-6532.9755,-1010.5756,-766.9656,3062.8211,4262.2123,-5570.0454,5369.8774,-4145.7307,-4821.8754,0.0000,3553.1789,-3422.3288,-6756.8283,0.0000,499.4292,5185.5008,-765.9505,-887.4397,-5035.6907,-4507.0387,4027.9666,0.0000,-5.9027,-3149.9946,2999.5665,0.0000,5574.6126,-1284.2799,-560.1429,-1726.6129,2252.2168,-6528.0589,-115.8856,6746.6840,2963.8336,890.9892,3297.0006,-3951.3911,-4572.3336,-5123.7805,6172.0370,0.0000,6049.3545,4350.9725,-3564.5856,6693.1581,1232.0973,-1257.4173,-263.7368,0.0000,5004.1134,3491.7700,4931.9415,5763.2759,737.9033,336970.6722,352192.8930,345447.5142,343044.4784,339216.6587,341310.2261,348619.7854,346382.0050,92058048.0294,92050748.6210,92048919.9443,92051510.3940,345894.0079,92053523.1938,3110.5813,-835.9772,0.0000,3997.3843,6566.2398,1969.3621,-583.2693,-3797.4609,-1467.6222,-2314.2999,-4934.1779,2325.6315,-2064.5985,3829.5632,1565.3866,5886.5497,-6697.1281,-5213.5597,-3910.3703,3129.6272,1049.2777,-1995.2088,5793.3024,2411.3468,3548.4136,-4271.9576,-5020.8318,831.3357,-3160.8462,-683.2971,-296.9986,3952.1302,2349.6984,5848.4733,3279.0492,-3648.2219,4441.1606,1543.6747,-2969.7560,1714.5718,5214.6367,-6040.7912,3559.7702,-4084.9093,3494.9039,-2207.4646,-4159.4924,-4206.3453,5239.4501,1559.6673,3686.8171,-3919.0105,-2184.0023,-4491.2499,0.0000,-5886.5287,4601.5815,-1300.1849,0.0000,-6883.9035,4381.8243,4055.4018,-5918.0737,-4460.0665,3541.4828,4979.4455,0.0000,6181.5087,-5919.4615,-3317.7073,0.0000,-3721.3493,-3924.6818,1290.8734,6355.2403,-3425.7199,-567.5718,-4238.8416,-1499.9491,2937.4922,1025.7712,-2959.1133,-1704.0853,-3809.2736,-4697.0632,2703.0665,0.0000,1782.5073,19.9978,3902.4089,619.8639,-3908.2904,6233.0632,-3663.1922,0.0000,1006.5114,-2898.5035,-4306.3284,800.2547,-6180.5889,130377.6035,108796.2736,119867.6991,118662.0114,110993.6370,111893.4886,111735.7119,113899.5784,-50293966.5340,-50318683.0158,-50338066.9390,-50319554.8217,114053.6370,-50312955.1792,-1595.7014,5315.8146,0.0000,-5650.2627,806.6063,6349.1206,-6854.3298,4448.9625,1724.4240,2329.9560,-3943.8698,-6157.9043,2361.8219,482.7349,4624.0718,2254.1155,557.1588,563.9627,4234.1360,-2757.3949,5416.7188,-861.0635,-2304.8195,5159.3170,-4044.6698,4694.8076,-4533.3072,440.6836,5375.6159,-5506.1348,5496.9916,-4445.2336,-5119.6969,-2879.5692,-1896.0132,-4891.7375,5200.7761,4284.0627,-3969.9612,-812.8585,721.5015,-3113.9639,5218.2695,-5500.3669,5444.8268,-175.4890,5343.1010,5301.2786,-2794.7581,5029.8883,145.4837,1599.6521,-4873.3786,2062.1732,0.0000,-650.1447,-3887.2978,227.8136,0.0000,336.2954,-722.2844,5503.4519,3438.6947,-1555.9031,-3714.9718,2552.0963,0.0000,3074.9432,1138.9633,5257.0953,0.0000,1799.4218,-5496.9712,6789.7296,-1448.0288,-5455.1760,1806.0597,-5432.1356,-373.8314,-5217.9716,6792.8866,-5327.6539,-5404.2338,-3516.5568,-836.1651,-1522.8671,0.0000,-2728.4253,-5345.4258,-4472.1192,1531.4948,5463.9083,-2442.4707,5876.6173,0.0000,-4518.2767,5248.5600,-2222.0141,-3731.1208,-3068.6529,103692.6486,102455.7639,102881.1544,102343.2768,106701.4449,98580.3798,92335.7622,99244.6554,6686014.1280,6649858.1318,6685079.8335,6682424.3673,100950.7650,6679986.0447,
600.000,-4740.5438,-4976.6483,0.0000,798.6424,2272.7963,-1416.0262,2766.1840,-3317.9154,-6880.3669,4446.4168,759.6193,2380.3773,-5423.4782,6113.5882,-3732.3333,-1759.1216,308.4443,3183.9922,2633.6284,-3996.7651,-3569.4577,5398.2431,-1660.7520,5293.3443,5646.2333,-4488.8733,-3058.1625,-6437.5679,947.6982,3721.8083,-4211.8094,5174.9036,4160.4820,-37.0812,5379.6593,1053.4441,983.2576,5958.0681,3036.8412,6402.5861,5522.3261,-2516.2354,-2826.2565,-2963.5266,4204.6531,-6547.5268,-3079.1679,-2841.7826,3736.0292,5412.6839,-4456.4939,4699.7078,-4105.0089,-5821.6416,0.0000,2169.4028,-1527.3527,-6582.2536,0.0000,-728.9829,6018.6654,1362.0925,-2353.1442,-5317.7768,-2672.4241,4458.4766,0.0000,1346.4384,-3936.7561,954.2687,0.0000,4766.1342,-3308.8001,-2579.0184,-317.4171,405.2940,-5940.1411,-2203.3388,6172.9429,4630.0215,681.7305,4758.8482,-4185.1852,-4652.0290,-5763.9961,6711.7340,0.0000,5481.7281,4717.4673,-1568.1319,6835.9446,-899.4279,296.1662,-1686.6622,0.0000,4872.4756,1510.6016,3996.8881,4856.0853,-1056.4733,334091.6126,349897.7634,343109.3628,340708.7416,336726.2191,338913.0777,346084.2292,343845.2658,93139035.3983,93131837.0301,93130638.7015,93133163.2787,343422.1970,93134587.8450,3873.6633,1089.8033,0.0000,2598.8409,5778.4065,3943.2179,571.0192,-2060.3740,32.4055,-3207.7535,-5136.7871,155.7698,-1078.7841,2703.5638,3475.8783,6653.9610,-6498.8987,-5621.1233,-5464.6844,3811.8782,3133.9597,-2998.7743,6661.7610,1048.8892,2274.1137,-3051.3485,-4691.4434,1995.0534,-4058.6207,-2788.2641,1852.6094,3348.4607,214.6609,5222.0398,2256.2691,-4043.9055,5277.5198,-276.7617,-3677.8545,397.6755,4103.5640,-6235.2050,5156.6525,-3652.6959,2476.5913,-946.9361,-3978.4459,-4164.7738,3639.0934,-59.4739,4775.5633,-4964.6938,-39.0043,-3705.7621,0.0000,-6493.2807,4594.0142,-43.1135,0.0000,-6538.0053,3108.6760,4377.5763,-6222.0135,-3040.4507,4457.6843,3404.7260,0.0000,6623.7767,-4761.9826,-4024.1615,0.0000,-5038.0980,-3210.3865,2095.1666,5976.6002,-4543.8946,1072.5908,-4401.7601,-2901.0598,1651.4845,3196.0090,-3473.1981,458.9533,-1988.7036,-3250.6888,1601.7176,0.0000,210.9605,-1999.9045,4181.9101,-907.1535,-4345.8686,6730.2957,-4846.5668,0.0000,-1161.3077,-2690.3902,-5589.4574,-834.6831,-5525.2373,137401.5710,115954.2296,127121.2398,125848.9985,118227.4357,119167.4025,118999.2539,120692.4676,-48268374.8166,-48292773.1832,-48312608.2632,-48294288.6830,121319.3946,-48287308.3648,-3225.7469,4580.0944,0.0000,-6407.4119,2552.6236,5533.7422,-6332.5177,5746.8604,207.4053,3823.1592,-4568.0001,-6539.8176,4191.3961,-1339.8948,4533.9902,494.2681,2311.1702,2317.5140,3333.7699,-4162.9094,4904.0812,-2602.9541,-849.0425,4254.1113,-3061.3368,4292.8440,-3923.5915,-1374.4528,5488.6009,-5102.0481,5123.8802,-3143.4204,-5513.0507,-4242.8927,-3802.1191,-5439.5808,4320.7605,3428.0105,-5004.7220,-2539.7832,-824.8605,-1466.6611,3683.5893,-5057.4738,4863.2166,-1959.4213,4645.5238,4580.7873,-4177.6385,4076.9402,-1412.1677,-210.6795,-5371.9058,286.8913,0.0000,898.0511,-4956.3102,2009.7795,0.0000,2107.7726,835.1656,5129.8626,1849.1749,-3188.8093,-4433.2976,4004.0973,0.0000,1418.9775,2838.4859,5525.7464,0.0000,293.9073,-5099.9077,6086.9062,-3108.5613,-5074.8443,3119.8453,-4822.0680,1167.6211,-4524.6179,6109.1873,-3645.8451,-5476.8756,-4710.9145,-2288.2525,283.6755,0.0000,-4139.1944,-4608.9618,-5290.4210,3.1578,5191.7776,-997.4857,4659.2991,0.0000,-4624.1999,6212.3458,-755.6541,-4848.5577,-4065.1497,103569.5438,102344.9601,102839.2787,102059.3393,106642.7807,98752.3071,92156.6304,99243.4278,6686567.5120,6650318.7108,6685110.2853,6682143.2038,100846.8416,6680312.8664,
