sl_100_86400_20290828 Coordinates.csv
2029/08/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:48:35 2024,
Start: 2029/08/28 07:47:00.00, Stop: 2029/08/29 07:47:00.00,
TIME_UNITS,STARLINK-2077 - X-Coordinate,STARLINK-4443 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-4297 - X-Coordinate,STARLINK-30597 - X-Coordinate,STARLINK-3209 - X-Coordinate,STARLINK-30830 - X-Coordinate,STARLINK-3343 - X-Coordinate,STARLINK-5778 - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-31971 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-4281 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-30335 - X-Coordinate,STARLINK-31750 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-4006 - X-Coordinate,STARLINK-2655 - X-Coordinate,STARLINK-3730 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-4257 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-5559 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-4687 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-1767 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-31009 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-30301 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-4305 - X-Coordinate,STARLINK-30703 - X-Coordinate,STARLINK-5437 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-30410 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-31322 - X-Coordinate,STARLINK-32182 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-5936 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-3608 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-2133 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-3820 - X-Coordinate,STARLINK-3962 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-4625 - X-Coordinate,STARLINK-4682 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-5776 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-5414 - X-Coordinate,STARLINK-5642 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-4301 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-5764 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-5474 - X-Coordinate,STARLINK-4577 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-3742 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-30560 - X-Coordinate,STARLINK-5030 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-4443 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-4297 - Y-Coordinate,STARLINK-30597 - Y-Coordinate,STARLINK-3209 - Y-Coordinate,STARLINK-30830 - Y-Coordinate,STARLINK-3343 - Y-Coordinate,STARLINK-5778 - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-31971 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-4281 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-30335 - Y-Coordinate,STARLINK-31750 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-4006 - Y-Coordinate,STARLINK-2655 - Y-Coordinate,STARLINK-3730 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-4257 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-5559 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-4687 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-1767 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-31009 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-30301 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-4305 - Y-Coordinate,STARLINK-30703 - Y-Coordinate,STARLINK-5437 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-30410 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-31322 - Y-Coordinate,STARLINK-32182 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-5936 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-3608 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-2133 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-3820 - Y-Coordinate,STARLINK-3962 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-4625 - Y-Coordinate,STARLINK-4682 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-5776 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-5414 - Y-Coordinate,STARLINK-5642 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-4301 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-5764 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-5474 - Y-Coordinate,STARLINK-4577 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-3742 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-30560 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-4443 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-4297 - Z-Coordinate,STARLINK-30597 - Z-Coordinate,STARLINK-3209 - Z-Coordinate,STARLINK-30830 - Z-Coordinate,STARLINK-3343 - Z-Coordinate,STARLINK-5778 - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-31971 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-4281 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-30335 - Z-Coordinate,STARLINK-31750 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-4006 - Z-Coordinate,STARLINK-2655 - Z-Coordinate,STARLINK-3730 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-4257 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-5559 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-4687 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-1767 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-31009 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-30301 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-4305 - Z-Coordinate,STARLINK-30703 - Z-Coordinate,STARLINK-5437 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-30410 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-31322 - Z-Coordinate,STARLINK-32182 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-5936 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-3608 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-2133 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-3820 - Z-Coordinate,STARLINK-3962 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-4625 - Z-Coordinate,STARLINK-4682 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-5776 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-5414 - Z-Coordinate,STARLINK-5642 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-4301 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-5764 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-5474 - Z-Coordinate,STARLINK-4577 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-3742 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-30560 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1494.0964,1053.5700,1798.7808,-6438.5935,5301.9856,-3663.7844,-6137.9246,3576.2284,-678.2831,221.3573,4470.0741,6004.0147,2538.0301,6203.8684,-3922.7648,3673.1433,-4831.8365,2766.4667,6363.5739,4391.5665,-4081.7229,-5844.4608,-3897.1479,-5234.3691,-5490.9095,-3173.9715,786.1159,-3063.4782,6660.7896,-2890.5553,-2001.9527,0.0000,-4976.8014,-4699.8957,0.0000,-2203.8473,-1228.4118,-5382.7737,-3709.5546,-5988.1091,-1646.1403,-5821.2408,2579.9374,3935.5233,1656.9888,5684.6177,-5145.9935,-4536.3119,3796.9836,-690.7046,0.0000,-5074.4336,-6110.2456,-5450.3953,398.3280,-4536.1832,630.3414,766.0997,6119.3461,-1002.2514,2869.2999,-6479.9856,-1685.1397,-285.9790,4421.8760,6355.8292,-2848.8357,-4920.2471,5806.9002,-378.9317,41.9848,4092.9956,-6027.9757,0.0000,-4250.4064,0.0000,5068.2927,-583.5799,5762.4039,-421.0601,-3971.0325,421.2976,2249.8001,0.0000,-2451.5957,6208.7770,-1510.0506,-2078.7135,857.0233,-4269.9697,112.5565,0.0000,-2532.8891,4519.7448,-3997.2579,-5681.3959,-1072.9113,-3427.3445,1077.5160,6795.3444,-116156.0367,-93065.3262,-113177.8171,-110406.5697,-101945.4669,-103870.4226,-107972.7121,-106949.8806,130126645.7284,130140156.5433,130129760.0210,130124221.9437,-108334.9651,130124407.9769,4218.1229,-428.5727,5317.7955,1926.0731,1182.8626,-3410.1729,-1400.8438,-2590.1524,-5361.1530,6682.8907,-2450.1083,3109.4476,5605.4234,2585.5088,1187.6805,-5174.5031,-3655.8325,-3104.0380,447.6893,-1572.5517,3502.2526,-868.6528,2023.5115,3334.2589,-2206.7224,-4891.9779,-6348.0584,-2879.4437,693.9765,3229.2657,-3690.1007,0.0000,-4439.3380,2731.2643,0.0000,-3766.1540,-5801.2526,1843.2645,-4205.1361,-3255.3093,5090.9858,1252.6777,6320.0751,4484.0540,6311.7760,1777.7622,446.3033,-2415.0139,2556.5952,5787.0887,0.0000,2222.9837,-2407.0514,4115.3173,-6495.8119,-53.4174,4182.1414,-3610.6114,-800.6949,6096.5622,-5930.3256,2370.4520,3792.7461,-6882.3978,5070.1405,-1936.5760,4524.7419,-1694.3163,-1158.1588,4381.6818,-6696.1549,-4632.5816,678.5639,0.0000,2548.6120,0.0000,3121.0252,-6857.6769,-1826.2189,-6246.1023,-1825.9688,-6519.5335,4566.6012,0.0000,3781.1244,3234.6635,-3883.9693,4037.0534,-4812.0495,4257.0429,-6875.0883,0.0000,-6311.2414,-4257.9827,4060.0039,3307.7656,4002.8779,5615.1953,3886.1893,-290.9354,-380858.5608,-373884.6639,-381648.2129,-383476.2840,-382282.0491,-380858.1919,-374880.7837,-377731.2199,176539156.3998,176584285.6877,176551573.5427,176551159.9432,-378500.8825,176556601.8529,5244.6432,6861.4013,4030.4024,-290.7515,4083.2064,-4498.6281,-2933.1053,-5226.3824,-4378.4813,1698.8945,-4676.1644,1453.9423,3185.8923,1400.5964,5465.6653,2535.7168,3399.8048,-5524.8282,2378.1122,5083.8071,4293.7872,-3501.0633,5365.1451,2990.1613,-3410.1938,-3740.1190,2244.6423,5508.5348,-1269.6555,5212.8002,-5480.4092,0.0000,1357.2767,-4124.2354,0.0000,-5380.6569,3545.7886,3912.2107,-4002.7008,1152.0648,-4252.6659,3424.3692,866.7700,3555.9035,1350.4724,3316.0122,4617.3352,4640.3219,-5202.0500,-3574.7294,0.0000,4172.2755,-1892.6166,-753.1242,-2185.7794,5079.3499,5464.9290,5863.9335,-3136.6404,2997.6500,1962.2117,-414.4288,-5478.9467,-364.6588,-1854.7237,1889.1822,4304.9148,-4548.8591,3568.8144,5262.3210,-1801.2219,-3118.7871,3246.2035,0.0000,4814.9639,0.0000,3300.8358,-773.9667,-3347.1726,-2857.7630,-5332.4376,-2188.0926,-4689.4263,0.0000,5124.4847,157.0548,-5422.3524,5186.1288,4562.6444,-3294.4791,847.3970,0.0000,-1424.5927,-2805.7351,3883.8320,-2164.8552,5470.8547,2013.5104,5370.1531,1290.5646,95963.0335,90199.6168,95609.4192,94668.5935,99207.9499,91310.1090,84901.9871,94406.3653,-65203282.6951,-65174490.6491,-65174340.0499,-65186821.5116,93518.9233,-65192888.9853,
3600.000,-5009.1894,1440.3704,-4820.2307,3468.2502,-6393.4385,6493.9539,6866.0564,-2291.7664,3896.7891,-2240.9499,-1827.9905,-4895.2419,-4522.6807,-4765.8033,2512.7333,-1354.5762,5498.2670,389.9925,-6208.5479,-1132.1205,-277.8581,3261.8820,5594.1241,4001.2806,4540.6619,5777.6687,1204.5371,6029.3707,-4320.7699,-1769.2799,5685.1092,0.0000,4526.8398,790.8906,0.0000,4271.3568,3963.9432,5613.5871,6365.7907,5010.2102,-2702.9894,5981.1227,-3683.6878,-6186.6667,-3468.4675,-6695.7026,2338.5960,6380.3209,1058.9297,-1338.6609,0.0000,2004.6388,6219.8484,2607.6919,2765.5984,2374.2289,-4461.0471,-441.8260,-6051.7403,-725.9698,328.2575,4681.3159,-2588.3010,1901.5915,-5043.1749,-5532.4959,1424.9978,3524.6339,-2467.7821,-4038.4317,2155.9948,-233.9375,2779.1608,0.0000,233.2477,0.0000,-6491.4227,2818.7253,-2201.8605,2197.5219,6575.8563,2039.4086,-5502.5033,0.0000,164.1046,-6084.5603,5369.3504,-2391.1734,2144.2564,3250.0244,2070.7267,0.0000,2152.8140,-3184.5503,-215.6856,4332.8208,-3307.3359,116.2770,-5596.6338,-5836.5811,-17305.0344,3338.8721,-15087.8282,-11960.8163,-2838.2903,-7177.5949,-8715.4689,-10761.4781,79952718.0936,79959584.7016,79960470.1061,79956169.5394,-9668.7178,79950297.3098,-4137.7019,-4152.0739,-4858.5442,-3435.6954,2192.8303,35.5712,-859.3586,6106.5460,5464.6167,-4173.7757,5578.7984,-316.1879,-2304.4091,322.8780,-5340.4262,6530.1743,3979.8385,5767.5480,2250.1930,4597.8715,-4212.0204,-2511.5125,-3934.5657,-5572.1401,-2174.1690,3785.6934,6138.7943,497.9222,1809.5998,-4931.9515,2284.4374,0.0000,931.9355,-5269.1624,0.0000,5345.5946,5661.8565,-4024.0711,2489.1050,554.9283,-3285.6962,-3247.6082,-4656.0748,-3148.2021,-4279.5771,47.4233,-3633.2162,-729.7025,-308.8246,-6633.3265,0.0000,-4877.1462,511.1956,-4396.2417,4313.6077,-4320.2136,-4209.3826,-1861.0203,3333.6709,-6667.8547,4539.0039,-3445.6799,-4956.4597,5419.2755,-2028.8976,3298.1967,-6715.8139,-2457.1446,3349.5531,-3051.1490,6314.3621,5056.6768,-3099.7055,0.0000,904.7545,0.0000,-1557.7067,4980.1263,3557.7411,6311.0936,1888.1402,3993.7983,-2134.7169,0.0000,-6591.8209,-904.4827,1348.2704,-4219.7106,6340.3037,-5936.3806,6010.6475,0.0000,3638.9589,5696.8060,-4135.9831,-5166.6822,-4499.7515,-4543.6311,-2009.2726,459.1527,-400187.7064,-386360.1114,-394883.6766,-395319.2514,-396967.1247,-394847.4302,-390145.0441,-394283.1299,204243431.3222,204295390.1141,204261985.5493,204264306.5801,-393336.3546,204261897.3267,-2338.4010,-5409.0598,-1000.1026,4618.4866,-764.4517,1743.8246,-591.7640,2046.1620,1811.1815,-5025.4046,3643.9336,-4885.7111,-4726.7757,-4940.5023,-3460.2683,1453.7135,1482.5145,3774.7220,1659.7581,-5035.9839,-5449.3725,5486.3449,-1177.9992,663.7056,4606.2338,496.4207,2607.9803,-3400.9009,4938.5928,-4319.6824,3163.4754,0.0000,-5003.9209,4252.2012,0.0000,1064.7101,-179.9874,160.6631,829.8891,-4739.5378,5333.4481,956.1183,3469.0909,-308.1333,3744.0342,1295.5563,-5430.0763,-2609.0570,6828.8295,-955.1119,0.0000,-4517.5870,-2787.6478,4583.6644,4556.1733,-4713.5227,-3209.6026,-6674.1236,-406.0554,1479.0128,-5161.7879,-3748.4570,3981.2410,-3828.6314,4363.5480,2489.0198,-294.5020,5397.7261,-5534.4007,-4645.5509,-1890.8761,4711.1010,-5489.0029,0.0000,-6858.7787,0.0000,1341.9808,3890.7383,5483.8670,-1643.2506,837.8104,5216.9341,3600.9481,0.0000,-1786.4081,-3344.9865,4001.3268,-4914.2873,-60.3503,-1179.3991,2746.7427,0.0000,5496.5274,-1958.8076,-5526.1725,-1561.3052,-4009.9877,-5174.8997,-3144.5574,3679.8752,97599.6094,91368.4281,97146.4311,93691.2519,100670.9961,96015.3710,85518.9285,93682.9275,-65243836.3010,-65218949.5564,-65216625.6382,-65231689.7881,94703.4585,-65235438.2623,
7200.000,5953.1793,-4683.0275,5794.6293,1796.2740,4257.1302,-5537.5917,-5051.6866,477.2838,-5414.6420,4628.3711,-648.5708,2778.9349,5887.0322,2096.6746,-878.3367,-1984.6537,-3746.6777,-2382.2054,2868.7351,-1464.4980,4182.2234,-403.1941,-4661.8306,-940.4375,-2636.0136,-6072.9436,-3373.5557,-6797.7745,387.4681,4639.0422,-6746.2610,0.0000,-3023.0271,2743.1909,0.0000,-3758.1747,-5104.3430,-3267.5040,-6252.5631,-2908.8477,6206.6466,-3084.0894,4100.7914,6161.7208,4046.7119,4094.2171,190.3169,-6138.9586,-3550.6027,2938.6234,0.0000,1000.6768,-3372.1544,1954.4615,-5649.2988,-365.4654,6002.5322,-2549.0032,3579.8924,2589.1863,-4312.2456,-641.5854,4931.2699,-3779.9866,5033.8551,2016.9714,635.8297,-2154.0298,-1111.4753,6616.5441,-4000.9660,-3726.0528,885.3194,0.0000,4961.3639,0.0000,4458.2109,-4942.5683,-1713.7136,-3396.3413,-5350.8749,-4905.7260,6908.7576,0.0000,1660.6251,4586.3627,-6796.0918,5479.5563,-3621.0501,-338.7872,-4182.2600,0.0000,-2598.9289,-392.5061,4320.8805,-1063.4109,5620.1878,4056.1179,6447.6385,1968.1158,84189.9041,99896.6512,83735.5591,89028.0390,96628.2332,86773.1515,91172.2603,90330.3060,24308758.8234,24306442.5204,24317540.2134,24307311.5010,89491.4431,24305641.3257,2796.8497,5079.1787,2667.9428,4291.8936,-4257.7751,2840.2804,2930.0918,-6303.6078,-3970.8714,379.6836,-6875.7875,-3524.7585,-1369.8449,-4129.0536,6696.8456,-4872.4078,-1896.1886,-6477.0023,-4298.3908,-6514.4878,4581.8068,5769.0805,3525.2113,5608.5559,5828.9272,-1345.7470,-2386.5751,1165.2048,-4744.4131,4953.8697,-826.0612,0.0000,3773.1430,6132.4939,0.0000,-4336.9697,-3281.7308,4451.6838,47.0616,3290.9458,1368.0501,3949.4858,512.7405,717.7930,-1154.9189,-2289.4798,6268.0999,3047.4829,-4079.8539,3915.2163,0.0000,6520.2345,2465.0156,3914.2399,-1000.1127,6764.2687,3272.9889,5426.3628,-4635.4777,3981.2291,-2244.5930,4091.8231,4775.8771,-1661.8334,-1859.0206,-3934.2026,5593.0431,5920.6911,-5499.6926,1648.6639,-3529.8006,-4747.5791,5481.3220,0.0000,-1364.9224,0.0000,-1311.6097,-1479.4710,-5252.5181,-3251.8390,-1192.7604,-481.7301,-234.6033,0.0000,5963.8909,-2291.7858,656.3295,3933.6185,-3360.8605,4876.6324,-2948.0557,0.0000,960.6922,-4368.1214,4001.4968,5311.8969,3949.6417,2683.4498,-133.7084,-1687.3437,-393667.7342,-374496.1695,-382760.8840,-379989.9335,-386168.7707,-383032.3736,-379771.2266,-381951.4774,218004947.4981,218061592.7252,218031241.3968,218032615.8559,-382887.8286,218024269.5023,-2100.8861,880.5401,-2676.9097,-4862.1729,-3168.8865,2542.8396,3747.4094,2596.7526,1797.3176,5095.6347,-332.3514,5255.4084,3388.4097,5061.4053,-1079.4293,-4355.9749,-5546.6431,339.2487,-4442.2566,1760.8971,2986.5835,-3704.5838,-3753.0557,-3900.4802,-2394.7910,3036.7179,-5382.1943,-771.6978,-4881.5207,-43.0001,1173.0029,0.0000,4783.0864,-1194.0994,0.0000,3860.3132,-3318.9026,-4160.3644,2876.3135,5330.2628,-2510.5803,-4708.6547,-5507.9874,-3137.2251,-5174.0797,-4956.5386,2954.5725,-1032.1490,-4332.7851,4759.0960,0.0000,2151.5307,5398.6163,-5302.1784,-3771.0430,765.3696,-1071.2856,3479.1003,3677.7151,-4971.1985,4854.2874,5523.8751,221.3818,5515.6120,-4459.8748,-5315.6336,-3946.4963,-2836.7164,4040.3677,802.9925,4418.4845,-3393.3664,4062.3611,0.0000,4609.4124,0.0000,-4984.8739,-4623.6038,-4150.9220,5011.0915,4161.3192,-4814.5492,-278.1840,0.0000,-2892.4515,4766.2233,323.7979,1452.7367,-4519.7737,4813.4853,-4676.5847,0.0000,-6373.0525,5201.6521,3589.4379,4296.3185,-212.5824,4860.9827,-1909.2967,-6424.7704,99072.6005,92591.3595,98021.1468,95193.4622,101717.8166,97174.4064,86757.0678,97202.2793,-65283844.1327,-65263568.0500,-65259978.2018,-65281096.8753,95880.4081,-65277985.6404,
