sl_100_5400_20290216 Coordinates.csv
2029/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:44 2024,
Start: 2029/02/16 07:47:00.00, Stop: 2029/02/16 09:17:00.00,
TIME_UNITS,STARLINK-30510 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-3571 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-31128 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-31370 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-5424 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-31768 - X-Coordinate,STARLINK-1665 - X-Coordinate,STARLINK-4544 - X-Coordinate,STARLINK-1983 - X-Coordinate,STARLINK-1038 - X-Coordinate,STARLINK-31875 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-32208 - X-Coordinate,STARLINK-2481 - X-Coordinate,STARLINK-11261 [DTC] - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-3905 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-31729 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-4068 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-32002 - X-Coordinate,STARLINK-31381 - X-Coordinate,STARLINK-4326 - X-Coordinate,STARLINK-3042 - X-Coordinate,STARLINK-30587 - X-Coordinate,STARLINK-31384 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-1606 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-4298 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-5156 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-4100 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-32091 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-1964 - X-Coordinate,STARLINK-2666 - X-Coordinate,STARLINK-30270 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-30612 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-2371 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-4061 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-6317 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-2434 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-32222 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-6058 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-30933 - X-Coordinate,STARLINK-5486 - X-Coordinate,STARLINK-1765 - X-Coordinate,STARLINK-30815 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30510 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-3571 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-31128 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-31370 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-5424 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-31768 - Y-Coordinate,STARLINK-1665 - Y-Coordinate,STARLINK-4544 - Y-Coordinate,STARLINK-1983 - Y-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-31875 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-32208 - Y-Coordinate,STARLINK-2481 - Y-Coordinate,STARLINK-11261 [DTC] - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-3905 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-31729 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-4068 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-32002 - Y-Coordinate,STARLINK-31381 - Y-Coordinate,STARLINK-4326 - Y-Coordinate,STARLINK-3042 - Y-Coordinate,STARLINK-30587 - Y-Coordinate,STARLINK-31384 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-1606 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-4298 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-5156 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-4100 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-32091 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-1964 - Y-Coordinate,STARLINK-2666 - Y-Coordinate,STARLINK-30270 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-30612 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-2371 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-4061 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-6317 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-2434 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-32222 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-6058 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-30933 - Y-Coordinate,STARLINK-5486 - Y-Coordinate,STARLINK-1765 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30510 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-3571 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-31128 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-31370 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-5424 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-31768 - Z-Coordinate,STARLINK-1665 - Z-Coordinate,STARLINK-4544 - Z-Coordinate,STARLINK-1983 - Z-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-31875 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-32208 - Z-Coordinate,STARLINK-2481 - Z-Coordinate,STARLINK-11261 [DTC] - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-3905 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-31729 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-4068 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-32002 - Z-Coordinate,STARLINK-31381 - Z-Coordinate,STARLINK-4326 - Z-Coordinate,STARLINK-3042 - Z-Coordinate,STARLINK-30587 - Z-Coordinate,STARLINK-31384 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-1606 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-4298 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-5156 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-4100 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-32091 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-1964 - Z-Coordinate,STARLINK-2666 - Z-Coordinate,STARLINK-30270 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-30612 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-2371 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-4061 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-6317 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-2434 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-32222 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-6058 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-30933 - Z-Coordinate,STARLINK-5486 - Z-Coordinate,STARLINK-1765 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5001.0501,-6055.2560,-2600.2621,-191.1460,3682.4908,-3090.3360,4559.0020,-3601.4609,6428.0425,-5974.1803,3705.6032,-3382.8308,-6401.1785,-5168.6075,704.1972,-4450.2775,481.4531,3827.8884,5885.4198,4819.3767,1334.8311,5425.7414,-4890.5235,5286.5982,3059.8947,-6608.4423,3840.9936,4135.3694,2636.5423,2780.5764,-6196.6117,-1867.9791,-6349.6177,-5734.4965,-5177.0797,794.6945,-1452.1192,-1595.1347,-5185.0542,-3844.0595,-1744.1815,-4812.2200,6414.2750,-180.9931,1822.2780,-6164.9817,3667.0866,1399.2516,3870.0588,915.8054,2935.2561,-4449.7031,-3579.6531,6047.0136,-3018.8934,-322.2998,-2928.3709,4447.1853,2851.2764,-6079.2000,5037.6803,5135.0356,3524.8814,5524.6923,-5782.3212,4977.3740,-4147.1208,-4057.5902,6158.8690,-1867.3921,5945.8604,4728.3616,1350.8271,-152.9278,4853.4182,3231.1067,5860.7161,753.1391,736.2484,137.6037,1251.2099,-6328.6366,2754.1397,6637.5961,5154.6875,-3342.1039,6099.4002,-1351.7720,6176.2930,-6431.9401,4200.7418,660.9287,5137.7917,4119.9944,1833.5474,4265.9947,4178.4737,-5395.3070,-3347.2607,-4838.7878,45267.1420,23920.1890,36569.3420,34708.6985,26157.3078,27841.3563,30985.0110,30619.9120,-43220906.0604,-43223165.2891,-43203670.8922,-43198347.3782,31792.5227,-43208735.5427,-805.2158,1434.3343,-6366.6580,4861.2008,4611.0100,-5769.8086,-4035.0958,-5868.1602,-2459.0908,-1979.8570,-2001.4509,2171.8683,1589.5016,1578.7948,6033.0487,4911.0891,-5223.6889,-2008.9581,-1826.4490,-4800.8882,-4027.0872,-318.4414,-2098.9710,4488.5032,2359.9545,-376.5241,-3116.9941,462.5026,5431.3983,-5700.8537,3032.4452,4298.5851,987.1116,-2999.7585,-3586.5812,-6767.0847,6024.9777,5551.0069,3377.6830,3189.6666,3741.6159,3730.7768,2165.1447,962.0081,-1744.1301,2958.6727,2413.3051,-4460.7849,-4379.8385,-4849.2428,6048.1539,601.2479,4483.2787,1871.0826,5429.5723,-4639.3253,1506.4638,5213.6404,4059.4889,3174.7938,-3243.3525,-4628.8917,-2636.0088,-688.4862,3395.5174,3566.2552,-323.3453,451.0408,-2009.6595,4642.8621,-3163.2837,198.4291,6725.0922,-4251.9229,-2238.6652,6072.4455,2969.6712,6455.9071,4208.5103,-4938.1577,-6322.1803,2211.4631,-3093.8394,-1052.9308,-429.7283,6036.1589,3206.5377,5115.2083,-2034.8786,-1437.7193,5406.2616,4574.1915,4385.1541,5124.3581,-4003.3961,4843.2424,2876.5894,3841.6990,-2551.8118,-808.4690,414017.1515,405360.5314,406106.5942,407458.7002,407243.9248,405967.6289,399120.2003,402078.7309,-114173802.0361,-114203498.4891,-114177530.6567,-114186585.2665,402658.5582,-114184867.1454,4626.8722,2940.2249,-559.3985,-4725.0809,-3530.5064,-2198.7565,2532.9891,-432.7505,-732.9408,2814.8638,-5272.1889,-5289.9832,-1923.1103,4102.9410,-3316.3545,1948.1243,-4365.5027,-5375.7976,-3048.5981,260.2069,5444.0915,4137.4157,-4453.9243,-581.5610,-5753.5736,-1720.7502,4808.2675,-5282.6669,-3416.6111,2843.8247,441.2886,-5092.5992,2546.3797,-2414.3136,-2588.1083,781.9661,-3087.5604,-3822.9667,-2543.7616,4644.8980,5414.9884,3089.1641,747.5428,-6873.9351,6460.1805,-1154.4378,5235.0383,-4870.3230,3705.0203,-4504.4719,534.6758,-5253.4695,3696.0252,2770.9967,3076.8338,5092.3936,-6122.2657,-839.4879,4677.3572,921.9705,-3466.4146,-529.9574,5310.1965,4109.1457,-1260.6163,-3149.8146,5489.9712,5420.4443,-2452.9198,4745.2429,-1734.2235,-4923.4287,-250.1600,-5153.3954,4250.0372,-593.8693,-1775.1538,-2379.2898,-5423.4031,-4838.2738,-2448.5028,1443.4292,-5500.7181,-1691.8410,4475.1743,-741.9809,-103.9683,-4109.3678,-1670.5272,-2089.8749,733.4547,-5200.1532,-1475.9736,2080.2801,-5321.4774,-2567.4209,4598.1899,2086.0268,5442.0914,4723.2461,35389.7014,29418.1006,33599.4588,33645.8889,37555.5841,29002.8016,23373.5668,30653.8199,-5207393.8994,-5173093.6196,-5180780.6400,-5202900.6598,31861.0334,-5195276.8690,
300.000,-5312.6166,-6146.7459,-3634.1516,1653.7221,4538.8627,-3814.1754,3600.0840,-4499.6085,5855.4449,-6753.0210,2961.8111,-2265.1265,-6101.8419,-3824.0221,2451.6704,-3637.0883,-1614.2139,3145.5260,4477.2649,3659.6058,-595.1091,5590.1595,-5708.0884,5550.7520,2568.7183,-6782.1163,3218.7483,3742.6997,4337.2443,2396.0670,-5255.0803,259.2757,-5209.0468,-6632.3261,-6279.4439,-482.9855,-242.5393,422.9287,-3612.8910,-1858.2666,179.0528,-3111.5797,6730.7317,-2105.5672,-177.9411,-5437.8859,5114.2240,-183.0037,1921.9809,-1029.1326,3936.8931,-4644.8713,-2354.2664,6760.9002,-1104.7737,-2232.2860,-3319.4868,5279.9945,4636.3522,-5001.6421,4713.8751,3798.3911,2650.5592,4482.6911,-4952.2283,4936.7185,-3971.9454,-3693.9864,4892.6682,-504.8293,5260.1271,5393.4742,2763.4849,-2189.9196,3113.8084,4199.5284,5722.2019,2267.0730,2683.4210,-1604.6822,-218.2874,-5953.6369,1145.3138,6429.4256,5115.9652,-2026.9340,6328.2235,529.5611,5866.6103,-5882.3631,5084.9309,1497.2545,5401.5028,4583.0118,-330.5147,4072.6422,5379.0846,-4217.3419,-4229.8964,-4047.2661,36451.2521,15546.3039,28074.4433,26145.8841,17570.0946,19309.3830,22408.4165,21776.8236,-40711342.2856,-40713504.3115,-40694761.8719,-40688529.7995,23241.0685,-40699243.0783,1286.5693,2833.0257,-5726.7729,3835.0291,2796.5323,-4389.2579,-5418.6211,-5041.2833,-3523.9263,-843.4458,-3961.8586,4022.8055,3125.8172,3230.2275,6136.4460,5873.0896,-4725.2597,-3961.9877,-2840.9208,-5361.0282,-4860.2367,-2275.3903,-3025.0669,3902.5898,311.9389,861.1328,-4874.0159,-1711.5439,4954.6574,-6477.8184,3909.3987,4159.9268,2147.3295,-1661.8500,-2356.7062,-6359.8051,6768.3012,5237.1791,3973.6888,3827.9403,4687.9641,4188.0213,674.7170,-231.0161,-2686.4596,4283.9593,977.4571,-5571.9956,-4936.7392,-4055.4099,5321.6998,2598.9431,5875.1803,371.3872,5500.8513,-5059.2137,3408.3343,4335.8190,3584.4969,3987.2285,-4704.7344,-5440.5692,-4476.6777,-2503.4733,4681.8380,1810.0345,1845.0860,2592.2295,-3304.7503,5880.1807,-4541.7017,-1604.9557,6146.5806,-3398.1887,-3234.1292,5339.5592,1472.4919,5480.8643,3234.3057,-5606.4919,-5665.7579,3386.8008,-4505.5811,-2576.8368,-2493.0991,6160.6077,1971.9978,4395.9287,-3257.7651,-1.7865,4083.0853,2788.9823,2981.2943,3654.5671,-4154.6212,3558.3770,1143.4029,3833.9131,-554.8807,1141.0881,414969.7619,405849.9409,406566.9642,407898.9832,407826.6981,406490.2729,399758.0064,402657.3569,-115088019.3950,-115118284.2410,-115091704.1053,-115100305.0057,403236.5888,-115099116.6116,4147.1373,1261.0061,1255.8678,-5343.5222,-4344.1988,-3725.4832,1089.6636,1379.4541,1082.4208,1118.4905,-4589.2519,-4777.9101,-421.3969,4579.6007,-2052.6355,164.7686,-4652.2521,-4689.8255,-4377.7152,2044.2972,4865.3801,3202.8143,-2530.0336,1537.6395,-6428.9769,83.8992,3673.4964,-5318.2415,-2180.2854,805.8601,2204.1547,-5525.9638,3999.6862,-972.3399,-1165.8850,2515.3119,-1434.1224,-4513.6918,-3991.5880,5329.3643,4936.2523,4400.7859,-811.3728,-6611.5840,6391.9872,385.8550,4426.0859,-3806.5642,4450.0577,-5209.8411,-1298.3732,-4408.0802,2556.9002,1386.8215,4068.9513,4123.1713,-5067.7373,978.8059,3488.8470,2635.0632,-1882.5761,-2016.9324,4530.0995,4637.3324,288.6243,-4446.9936,5316.4352,5068.7079,-3624.9466,3571.1144,-222.9906,-3867.8774,1293.1673,-5321.3980,5143.4437,1221.4647,-3380.0282,-3569.3570,-5478.1293,-3714.9625,-3924.0016,-367.9524,-5079.7337,-177.1240,3795.8196,-2472.2306,-1893.2058,-5027.9280,152.3329,-3635.7476,2204.0251,-6194.9176,-3124.1545,3628.7837,-5508.0490,-4359.4589,4079.8117,3962.9636,5397.4343,5355.4555,35504.5874,29573.2613,33792.6912,33591.3950,37730.1856,29390.5214,23411.2610,31170.2736,-5207092.9069,-5172846.7767,-5180148.2648,-5202343.2209,31982.6730,-5194933.8964,
600.000,-5131.1332,-5625.4165,-4316.3391,3364.2342,4987.3349,-4198.5442,2244.6422,-4959.1209,4695.5577,-6853.6335,1954.3662,-946.9564,-5195.5530,-2112.6071,3945.2255,-2462.3870,-3561.8360,2201.4873,2621.4620,2101.2946,-2434.2644,5214.5820,-5886.2752,5265.4618,1896.4207,-6255.9223,2316.0148,3007.1639,5608.4583,1778.4892,-3779.8724,2372.6728,-3557.0658,-6878.4320,-6735.4162,-1739.5016,975.0428,2420.0364,-1632.0165,313.7089,2050.4977,-1076.7227,6359.8245,-3754.9942,-2122.4414,-4181.4253,6059.0871,-1708.0656,-216.4499,-2895.9477,4528.6585,-4423.9005,-914.7104,6815.2895,934.4885,-3893.5781,-3436.5987,5591.7121,5932.4723,-3416.5836,3939.7502,2082.5789,1561.8270,3037.0849,-3615.0052,4443.1401,-3458.5638,-3001.0712,3156.2575,870.5486,4068.5007,5534.1074,3911.9559,-4012.7507,1066.2534,4759.2508,5011.3436,3593.3113,4391.2802,-3157.4787,-1704.9720,-4968.7858,-534.6741,5597.2871,4596.5712,-489.5327,5931.3986,2389.7934,4915.5703,-4767.0202,5483.9718,2260.5216,5155.4823,4623.8855,-2460.2325,3514.4806,6064.9902,-2585.5673,-4742.0656,-2886.7791,27614.2418,7167.8239,19567.6431,17573.6346,8972.9150,10777.1096,13819.0759,13037.3900,-38182460.8586,-38184505.6621,-38166537.4094,-38159429.5915,14679.4045,-38170431.1636,3234.6889,3933.4799,-4506.0803,2452.8227,706.6088,-2561.4355,-6185.1967,-3699.5217,-4249.6366,364.8502,-5505.3036,5443.8420,4346.6537,4583.1366,5654.5863,6247.6362,-3790.1104,-5524.0589,-3617.9562,-5378.2928,-5253.7989,-3984.5095,-3652.0978,2905.5640,-1794.5784,2010.9834,-6139.5012,-3711.6908,4017.0225,-6593.7995,4419.6355,3671.2415,3138.4388,-170.1877,-896.2829,-5309.2277,6841.7796,4454.1719,4178.7213,4131.2457,5193.2288,4261.5590,-892.5479,-1477.8812,-3431.2947,5197.0101,-514.2795,-6110.7255,-5056.1290,-2866.0910,4015.8985,4318.7964,6671.4298,-1151.3644,5074.2722,-5012.1394,4940.5366,3015.6531,2777.2196,4431.4407,-5687.2712,-5741.1508,-5878.3134,-4105.7320,5492.7248,-153.8338,3829.2529,4463.8212,-4313.9354,6543.5586,-5480.5864,-3212.3710,4950.1416,-2227.8730,-3953.6646,4064.6175,-208.5043,3983.2783,1993.2277,-5746.8706,-4462.7481,4219.9960,-5501.9096,-3848.8837,-4293.2313,5694.8509,520.4627,3243.1842,-4126.6456,1470.8173,2344.6322,746.6246,1258.6683,1801.1815,-3954.7876,1881.6628,-674.4132,3482.2250,1471.6672,3005.8125,415733.6593,406164.9648,406843.3905,408148.4094,408225.9474,406826.2457,400213.2748,403089.4113,-115947090.8914,-115977926.7611,-115950762.8152,-115958867.3578,403632.9860,-115958223.5894,3210.3881,-556.1096,2934.5750,-5353.3752,-4682.4372,-4849.2988,-488.8038,3041.5941,2781.1521,-699.5669,-3375.4629,-3688.2379,1126.6931,4534.6902,-567.9257,-1636.4380,-4418.3612,-3495.5078,-5227.5925,3597.1304,3760.4343,1910.4260,-336.0299,3493.9035,-6418.7920,1879.1474,2140.3835,-4732.6368,-710.9321,-1317.6743,3728.8002,-5366.9846,5021.1975,574.9550,388.1393,3970.4036,373.5253,-4720.9840,-4965.4386,5416.7415,3901.8926,5219.9629,-2278.7730,-5648.1490,5643.7933,1884.8067,3123.6434,-2302.3476,4716.7983,-5295.9708,-2980.6047,-3087.3003,1131.2181,-147.2404,4625.7986,2706.6222,-3476.5000,2690.8352,1908.6314,4064.3429,-96.1720,-3288.2017,3258.8993,4667.1851,1805.3888,-5259.5486,4564.6032,4140.7555,-4408.5935,2009.3820,1311.9733,-2379.7768,2693.7140,-4857.2723,5462.3013,2904.2215,-4603.2082,-4376.0340,-4941.2678,-2191.3149,-4973.2624,-2138.6802,-4105.4860,1356.5784,2694.2200,-3938.7977,-3476.3131,-5353.1951,1957.2002,-4789.9444,3433.6180,-6536.2673,-4435.6609,4782.7488,-5100.5222,-5688.4676,3109.0304,5417.9680,4763.6667,5384.9091,35619.1891,29730.1505,33982.4592,33533.1008,37901.6029,29784.3176,23453.6576,31750.6049,-5206786.3215,-5172602.3107,-5179527.1181,-5201772.9344,32104.2942,-5194590.8287,
