sl_20_86400_20290314 Coordinates.csv
2029/03/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:46:12 2024,
Start: 2029/03/14 07:47:00.00, Stop: 2029/03/15 07:47:00.00,
TIME_UNITS,STARLINK-4406 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-31041 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-1701 - X-Coordinate,STARLINK-5700 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-1816 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-4747 - X-Coordinate,STARLINK-1193 - X-Coordinate,STARLINK-11203 [DTC] - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-32039 - X-Coordinate,STARLINK-5551 - X-Coordinate,STARLINK-30090 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4406 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-31041 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-1701 - Y-Coordinate,STARLINK-5700 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-1816 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-1193 - Y-Coordinate,STARLINK-11203 [DTC] - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-32039 - Y-Coordinate,STARLINK-5551 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4406 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-31041 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-1701 - Z-Coordinate,STARLINK-5700 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-1816 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-1193 - Z-Coordinate,STARLINK-11203 [DTC] - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-32039 - Z-Coordinate,STARLINK-5551 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2844.2838,4586.8668,5751.3130,-6313.4938,-4468.7955,-59.9472,-5700.4575,-133.9623,-4422.5736,4475.4050,-2309.9641,4819.8587,6367.8329,-3354.3190,-3872.7086,0.0000,-4313.9493,-3795.1160,5426.1490,308.0779,-229204.1419,-233510.4498,-227941.7626,-230335.6876,-237981.3821,-235892.5390,-230123.9651,-232259.7677,16308765.4880,16287756.1342,16274360.7787,16293867.6606,-230903.4921,16294037.7323,-2860.5401,1405.4603,-79.4835,128.0271,2790.1457,-5174.1658,-1939.2913,5066.6440,1081.9324,-2991.5171,-4187.4198,-1175.6453,426.1248,-4879.1491,-5215.3458,0.0000,-3822.1379,3069.5564,2836.3606,-5517.9644,349366.4869,317942.3108,336708.5645,337195.9869,333364.5714,332882.7742,328091.6114,330529.3136,-99213790.3547,-99230860.4857,-99243081.8141,-99219859.8819,331634.4703,-99227084.1107,5622.5376,-4991.7887,3686.7425,-2586.0926,4426.8109,-4579.5099,3436.4775,4711.6064,-4994.7314,-4332.2225,-4962.9062,4731.3711,-2234.5016,-3568.6589,-2211.9655,0.0000,3615.6923,4767.4013,-3269.5785,-4178.9230,-11342.1553,-12527.0978,-11667.7679,-11760.3300,-7763.9952,-16233.0262,-21966.7331,-13269.8677,-659275.0154,-694706.4273,-658523.6032,-657455.5402,-13459.6399,-664148.3954,
3600.000,-6397.7250,-6636.7768,-6424.6117,3651.2113,4193.9477,2548.6600,6926.6975,-3708.1900,4604.7166,-330.0631,5502.9391,-1359.7981,-5972.4755,4045.3067,5097.5521,0.0000,5036.7028,2894.2078,-4356.6699,3515.5040,-310759.9218,-307023.1263,-302958.7358,-305595.5750,-314502.8278,-310465.3291,-306983.5374,-305983.1743,41512302.4680,41494225.7096,41484594.2111,41493567.3714,-307077.4619,41498697.5129,2404.8358,961.0567,2215.6214,-3418.2292,-5437.3326,6363.8582,-347.3886,-4965.2004,-4796.2555,4200.8358,3844.6812,4287.3898,2458.2485,911.8774,3933.6545,0.0000,-779.9146,-6113.0079,-5020.4097,3935.2784,279691.1576,247566.2740,266751.4195,266047.5848,264356.2568,263686.6146,259667.9214,264241.2984,-91558014.6190,-91572496.5037,-91593164.7906,-91572029.0080,262857.1758,-91571245.1224,-1098.3777,1705.4879,750.0742,4628.9163,-534.6525,853.8536,-93.1450,-3098.6818,1184.9932,5464.1201,1541.9774,-5186.6116,-2001.5153,5519.7315,-2376.3921,0.0000,-4518.7902,-964.2503,-2011.1128,4475.5831,-10172.5440,-11325.6807,-9621.0719,-12576.5719,-5880.6158,-11241.8067,-21179.7542,-12470.2202,-647298.5454,-683726.1013,-652834.0899,-649100.7986,-11987.5120,-654864.2276,
7200.000,5564.1239,5939.3849,3627.7195,-32.3841,-2043.7508,-3626.9141,-5552.0978,5851.9431,-2243.9036,-3428.4909,-5879.9099,-1583.1582,2162.3776,-4609.3215,-4354.8830,0.0000,-4441.0924,-707.7536,817.7007,-6326.6071,-371817.9858,-360121.2760,-358363.5354,-361973.1514,-371087.2986,-361643.1116,-364161.8942,-364192.1658,63858167.3461,63841110.2365,63838856.5407,63844583.0787,-363482.9553,63845465.7842,131.8387,-2393.0007,-3441.5678,6023.7786,5416.0555,-4794.6625,2505.4529,3681.6657,5248.8481,-5112.5903,-2139.2978,-6362.2316,-4510.5840,3244.0525,-241.4331,0.0000,4784.2572,5778.2904,3243.6720,-1956.7289,191302.7206,160993.5622,179571.9991,175146.5346,178209.2076,177883.2436,173857.4365,175665.4583,-77621903.6225,-77632850.1762,-77659758.6284,-77642071.0755,177082.1688,-77634577.8794,-4126.0253,2615.4253,-4669.9717,-3206.7451,-3735.1487,3391.9202,-3326.1387,-436.9870,3602.8672,-3138.9581,2873.4059,2019.2728,4537.3385,-4003.9571,5287.1403,0.0000,1925.3191,-3580.1894,6072.7131,-2031.3400,-9024.1613,-10135.3797,-8207.6476,-11673.6671,-4419.6249,-8686.0101,-19754.7672,-9743.0725,-635809.4565,-672100.4008,-647205.1241,-646433.7152,-10514.4556,-645577.4710,
10800.000,-666.2247,-2572.6438,1054.5931,-2881.2687,-1818.2304,4099.2838,2259.6169,-5788.6423,-2307.7044,5108.0665,4069.7862,3140.7776,2586.9887,4215.8771,3011.8007,0.0000,2094.7060,-2796.9663,1332.9650,6713.5305,-408157.5520,-389442.4611,-390635.5297,-396765.3587,-404047.0985,-391968.3265,-397796.5856,-396091.6984,81814229.3443,81796064.5049,81803512.4795,81807425.2740,-396467.4742,81801996.9479,-1055.7414,3584.5699,4340.0680,-6150.0579,-3698.6793,838.4943,-4537.9525,-905.5507,-3390.3849,4491.3008,-1275.7564,5547.9688,5320.7316,-5475.5128,-4177.6327,0.0000,-6112.8336,-2990.7138,1798.4435,-277.4159,90093.8225,63920.7111,80867.8801,75061.5317,80550.3015,80838.0424,76190.7188,81310.1632,-58364157.5682,-58371575.6082,-58401172.4406,-58379477.2956,79836.3762,-58375956.0638,6802.7060,-5336.1070,5166.4022,-645.3006,5508.5106,-5500.4964,4725.4349,3684.6356,-5371.9747,-1206.9067,-5414.4150,2529.2885,-3275.7659,-62.7855,-4537.0562,0.0000,2137.0332,5455.9753,-6571.9938,-1684.2076,-7895.8204,-8949.8634,-7411.6312,-7675.2989,-3369.8277,-10913.0802,-17704.3385,-10049.5595,-624950.3966,-659717.5531,-641522.3365,-643359.5733,-9040.5884,-636288.1456,
14400.000,-4225.7891,-1614.2919,-4706.8261,4516.2995,5558.4446,-4389.7502,1321.4203,4253.2365,6139.5793,-4732.6855,-1716.2083,-3929.7796,-5436.8901,-1926.0942,-1575.1369,0.0000,1804.1156,5964.5639,-241.4497,-4599.3276,-417216.6975,-393165.1943,-397779.6305,-405186.2975,-411192.4618,-399216.4675,-405564.6980,-403992.2094,94150116.5116,94128983.8597,94146671.7412,94143360.8314,-403889.0120,94137818.2348,-1230.7241,-4777.3389,-4572.6428,3180.2856,1794.9916,3408.6702,5961.1288,-2827.3326,1084.7852,-1603.1720,5037.5663,-1777.8026,-3946.2406,5239.3672,6649.9657,0.0000,4720.1751,-31.2517,-6170.3681,2804.7035,-17106.9182,-37303.4555,-22983.0018,-28506.7756,-22235.6310,-21352.2260,-26919.1845,-23848.7500,-35108212.9959,-35113110.9887,-35141115.8981,-35114406.9094,-22609.1379,-35119073.2685,-5345.7858,4731.5169,-1930.5388,3993.2353,-3653.5598,4095.3287,-3296.6747,-4683.9065,2591.3484,4760.5503,4366.1004,-5341.5193,-756.1769,4066.5299,608.2361,0.0000,-4567.2812,-3336.0929,3167.7908,4342.3282,-6785.8834,-7764.8525,-7051.4780,-4146.5630,-2742.4993,-12540.4944,-15006.5846,-6308.9801,-614823.0451,-646455.4328,-635666.9936,-636160.8179,-7566.0277,-626996.2715,
18000.000,5288.6809,4438.3748,5558.0371,-5053.5350,-6855.5523,3899.5806,-3861.1912,-2175.1361,-6248.4914,3540.4825,-145.4969,4432.0281,5337.0988,-1991.6866,-441.6821,0.0000,-5514.5913,-6383.0155,-2169.8310,1252.0527,-398292.5818,-371122.2218,-379397.8010,-386944.0499,-391952.0120,-381116.1386,-386877.7831,-385379.7985,100021506.0910,99996339.4425,100022746.8132,100008920.9702,-385255.3921,100008646.4921,4433.1740,5169.4638,2896.7522,1444.0007,-143.6988,-5699.3425,-5762.4259,5951.0987,1000.9854,-2661.0857,-6872.1817,-2791.8860,187.9857,-3654.6760,-5740.8390,0.0000,-1970.5765,2077.1000,6252.1583,-5252.4067,-122988.6136,-136088.6322,-125339.0943,-130230.4340,-123393.6018,-122433.0271,-128572.4031,-122518.6926,-9451333.4202,-9455536.4096,-9477735.0315,-9451185.0399,-123643.9775,-9461466.2676,595.6044,-1214.6548,-2740.2202,-4353.8213,-643.7165,-106.7261,-135.2116,2790.8191,2354.8123,-5304.5459,-458.5445,4424.3373,4134.9956,-5521.0036,3722.1493,0.0000,3463.6912,-1272.8521,2080.2363,-4341.4678,-5691.6422,-6577.2320,-6828.6467,-1266.6644,-2572.6465,-13225.7573,-11601.2375,-7512.8069,-605481.5294,-632208.3259,-629510.1660,-625751.8833,-6090.8910,-617701.8686,
21600.000,-2451.4090,-5084.2935,-4099.6670,4272.5518,4910.0693,-1654.7345,4954.8268,-3.8641,2539.5446,-2331.9518,1819.6334,-4064.5410,-3254.3517,5630.0745,3328.1756,0.0000,6749.3708,3307.4886,2365.1074,1817.7157,-352620.6106,-324805.5833,-336671.2063,-343456.9842,-347320.6473,-338217.4812,-342983.5872,-341634.7323,99027918.3182,98998908.0901,99030472.1588,99007463.0662,-341757.0095,99014171.6018,-4654.9930,-3549.2075,898.0786,-5121.0866,-1754.0840,5407.5215,3389.1906,-6878.5927,-3281.0862,6016.7833,5470.8986,5510.0984,4325.8260,1988.7581,2450.7084,0.0000,-842.8056,-3387.5008,-2259.5170,6473.6229,-220245.7590,-226027.2892,-219686.7005,-223830.7659,-216201.3733,-215950.9425,-221739.7506,-217535.6939,16845051.1881,16839367.3786,16826198.6904,16845927.6887,-216745.4108,16835217.1176,4492.2399,-3080.3512,5387.2695,1424.2810,4490.9903,-3973.3840,3465.7768,800.2446,-5335.0754,2455.6516,-3776.2295,-453.7813,-4054.0529,3471.3852,-5480.2460,0.0000,295.0261,4912.8168,-6125.9505,1650.5105,-4607.8532,-5384.5703,-6407.6401,1080.4080,-2916.8242,-13122.5731,-7387.8260,-3027.3040,-596928.9204,-616959.9133,-622906.2119,-613313.2088,-4615.2956,-608404.9571,
25200.000,-746.7631,4261.2939,2031.5193,-1753.4643,-1124.2318,-2129.1423,-5054.5802,2410.9227,2069.3870,836.6570,-3768.8135,1760.6974,445.8617,-6851.0825,-5873.2752,0.0000,-4530.2503,1394.3557,967.6454,-3794.6700,-283333.3963,-257264.4288,-272280.1980,-277658.2238,-279386.6384,-273001.7568,-277005.5679,-276366.4155,91240056.2315,91208842.7617,91240400.4342,91213805.9095,-276190.7920,91225351.8296,654.7057,-130.9886,-5053.0900,6071.4102,4150.8486,-3573.6718,528.2018,5182.6225,5183.2802,-6575.7905,-1713.1775,-5399.9080,-6721.9218,-503.5973,961.2049,0.0000,3331.5343,4495.0452,-2118.2866,-5418.8383,-302058.2847,-301305.1387,-300003.0616,-303331.8348,-294431.4920,-295792.5970,-299290.5672,-295239.7615,41976237.8100,41967290.9963,41964406.3343,41972428.9442,-295899.9423,41966168.5209,-6854.5817,5442.1090,-4141.6893,2559.4339,-5383.2341,5505.8214,-4726.5422,-3918.1199,3796.4005,1935.4544,5496.9688,-3856.3986,549.9099,751.5920,3406.6749,0.0000,-3842.8110,-4957.0071,6531.4103,2039.0723,-3522.6383,-4184.8358,-5505.9481,2967.3918,-3729.1350,-12331.6010,-2392.7534,-4812.5772,-589117.0358,-600926.6274,-615685.5101,-599780.6067,-3139.3588,-599105.5569,
28800.000,1031.4998,-3154.1337,-174.7808,-2186.3922,-2222.6361,5685.0188,4452.4081,-4808.5592,-4574.5815,1619.4010,5486.2516,2218.4853,2431.8991,5022.1491,6092.7964,0.0000,207.7351,-4789.9890,-5255.5536,4833.8539,-195332.8672,-172903.0843,-190269.9599,-193874.8033,-190849.8879,-189552.2553,-193589.3181,-192861.4204,77194818.7166,77164092.0558,77189985.7829,77168100.8605,-192780.2371,77179359.9807,4661.4853,4262.4592,6833.8783,-4508.1465,-5932.4137,1661.0584,-4296.9123,-1870.4890,-4881.9987,4353.5479,-2082.8906,3493.5242,5306.6883,-1458.0143,-2981.7557,0.0000,-5172.2767,-4684.2057,3302.4736,2116.8116,-362502.3790,-357071.5603,-361101.7034,-363601.4960,-354474.4596,-356657.4634,-354154.5644,-356455.6889,64218087.7397,64205316.8311,64211213.6453,64206761.2326,-355992.1819,64207284.0026,5010.7943,-4450.9840,-144.4363,-4634.3519,2692.7702,-3558.0366,3128.0879,4611.9880,924.4296,-5116.1601,-3612.9747,5464.3111,3399.9044,-4522.2802,1019.0393,0.0000,4413.2118,1321.4759,-3106.4527,-4490.0743,-2402.7106,-2976.2147,-3969.7918,4431.3018,-2821.7842,-10903.3381,164.5336,63.2980,-581949.5606,-584697.9086,-607647.2078,-586117.4347,-1663.1977,-589803.6880,
