sl_100_5400_20290213 Coordinates.csv
2029/02/13 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:32 2024,
Start: 2029/02/13 07:47:00.00, Stop: 2029/02/13 09:17:00.00,
TIME_UNITS,STARLINK-2020 - X-Coordinate,STARLINK-31024 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-4210 - X-Coordinate,STARLINK-2720 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-6358 - X-Coordinate,STARLINK-5222 - X-Coordinate,STARLINK-4618 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-4361 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-2536 - X-Coordinate,STARLINK-6194 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-1369 - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-5763 - X-Coordinate,STARLINK-32043 - X-Coordinate,STARLINK-30160 - X-Coordinate,STARLINK-30793 - X-Coordinate,STARLINK-6350 - X-Coordinate,STARLINK-2354 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-5520 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-2342 - X-Coordinate,STARLINK-31034 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-30405 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-3833 - X-Coordinate,STARLINK-31394 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-6326 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-1289 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-4775 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-31648 - X-Coordinate,STARLINK-4010 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-30342 - X-Coordinate,STARLINK-5981 - X-Coordinate,STARLINK-2180 - X-Coordinate,STARLINK-6136 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-2191 - X-Coordinate,STARLINK-3902 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-5449 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-31136 - X-Coordinate,STARLINK-30356 - X-Coordinate,STARLINK-5119 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-4271 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-6342 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2020 - Y-Coordinate,STARLINK-31024 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-4210 - Y-Coordinate,STARLINK-2720 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-6358 - Y-Coordinate,STARLINK-5222 - Y-Coordinate,STARLINK-4618 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-4361 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-2536 - Y-Coordinate,STARLINK-6194 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-1369 - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-5763 - Y-Coordinate,STARLINK-32043 - Y-Coordinate,STARLINK-30160 - Y-Coordinate,STARLINK-30793 - Y-Coordinate,STARLINK-6350 - Y-Coordinate,STARLINK-2354 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-5520 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,STARLINK-31034 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-30405 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-3833 - Y-Coordinate,STARLINK-31394 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-6326 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-1289 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-4775 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-31648 - Y-Coordinate,STARLINK-4010 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-30342 - Y-Coordinate,STARLINK-5981 - Y-Coordinate,STARLINK-2180 - Y-Coordinate,STARLINK-6136 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-2191 - Y-Coordinate,STARLINK-3902 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-5449 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-31136 - Y-Coordinate,STARLINK-30356 - Y-Coordinate,STARLINK-5119 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-4271 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-6342 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2020 - Z-Coordinate,STARLINK-31024 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-4210 - Z-Coordinate,STARLINK-2720 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-6358 - Z-Coordinate,STARLINK-5222 - Z-Coordinate,STARLINK-4618 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-4361 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-2536 - Z-Coordinate,STARLINK-6194 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-1369 - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-5763 - Z-Coordinate,STARLINK-32043 - Z-Coordinate,STARLINK-30160 - Z-Coordinate,STARLINK-30793 - Z-Coordinate,STARLINK-6350 - Z-Coordinate,STARLINK-2354 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-5520 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,STARLINK-31034 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-30405 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-3833 - Z-Coordinate,STARLINK-31394 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-6326 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-1289 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-4775 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-31648 - Z-Coordinate,STARLINK-4010 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-30342 - Z-Coordinate,STARLINK-5981 - Z-Coordinate,STARLINK-2180 - Z-Coordinate,STARLINK-6136 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-2191 - Z-Coordinate,STARLINK-3902 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-5449 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-31136 - Z-Coordinate,STARLINK-30356 - Z-Coordinate,STARLINK-5119 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-4271 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-6342 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1965.8016,4006.1839,3587.7049,1758.0624,3457.6498,1641.8103,-2759.6584,806.9866,6425.0056,-4955.9785,6648.6213,5504.1119,175.1193,6728.6262,4527.4043,-1760.6767,905.5628,2131.2485,-83.3501,-3847.0634,-1753.8198,5284.9407,-4011.8190,5359.7899,-920.2641,-5875.8371,-4494.7695,-461.4804,-6067.0013,3437.7685,4028.0467,-3891.7396,6198.5182,-6416.0459,-5231.3008,4724.6417,6805.4097,-2538.6975,4044.3495,6046.3947,2169.9634,-5424.6474,-1679.4786,5272.0356,-3289.7537,-5206.5981,3444.0690,-2402.5338,-5191.7488,-5067.4222,-2837.7540,-6604.3059,-2222.8122,-4819.2796,20.2490,-4638.9324,-6705.3157,1455.5807,1751.4533,5592.1492,6586.7333,0.0000,4624.2559,1175.0156,2490.8164,4593.8293,4427.2628,3834.4848,2964.4826,-3856.6654,-5792.7267,-5952.9519,-6045.9829,-5697.7632,-4425.3534,-1583.7605,-4673.6149,-5028.2770,-5664.0841,-3955.8914,-1788.7591,0.0000,0.0000,-1251.4367,-4821.8011,-317.4619,-3027.4560,2433.9433,4717.4039,4612.7946,-1601.2829,5580.2400,2637.9945,-1467.5728,-1121.0860,4952.5092,-2937.4185,3868.5962,1996.8126,6368.7745,-160580.4127,-187040.2287,-164446.2523,-166225.9967,-174779.2929,-173157.4618,-170363.2663,-170755.6416,-50412247.7782,-50433518.9536,-50413566.4334,-50399190.2709,-169382.3753,-50409060.8699,3864.6791,-5450.0254,2555.4891,6377.2013,3461.4165,-3885.8852,-5207.7938,-5202.2960,1555.0773,-4518.2763,-959.3813,-2569.3874,-4235.4416,-1244.0079,-2213.1491,-5301.1023,-4028.1041,5488.8896,6841.4183,-3846.3684,-5024.2655,3755.0422,3973.3771,-4207.7846,-6617.1126,3297.6258,3167.3766,-6688.9223,-1149.6667,-3736.9804,-1024.5067,2021.7518,2923.2838,-1463.1577,3780.4166,-1738.6619,-518.1131,-5390.5734,-5490.5015,-219.9310,6109.5770,-190.2435,5135.0712,-4476.9793,-3888.7371,-675.8795,2328.5632,-3436.3032,4535.4054,3140.3892,-5804.2665,268.3996,5940.8046,2016.0892,-6207.2996,-1985.8019,-228.4160,-4541.7900,4702.8435,718.6100,-733.8411,0.0000,1776.9340,6200.5202,-6446.7349,21.4511,3353.5591,-1847.2787,4314.6899,-3808.9092,-3344.4924,-3309.3903,-2088.7927,-3885.0490,-2560.6932,-2826.8831,2007.5211,-2294.3447,838.8646,5143.3846,-5157.7412,0.0000,0.0000,-4263.2787,-2505.0372,-5021.1991,2712.7538,-6458.8439,-3944.5363,-4757.5521,3881.5049,124.8742,-6374.5788,-6071.1396,-3976.5350,-290.7505,5494.2839,-1286.7366,4791.1911,-165.6450,368599.5094,344704.0125,357214.9515,358645.5886,358859.8235,357505.4593,350502.2457,353505.3962,-114917775.2529,-114949365.7713,-114928299.8680,-114936772.5442,353996.6552,-114934195.3645,5370.7711,-1510.5726,-5199.1184,-2002.5508,4555.9207,-5458.6958,-3635.4719,4402.1012,2063.7698,-1285.9484,-1715.2180,-3293.9709,5370.7642,-1140.0604,-4548.6120,3939.8633,5471.5900,-3655.6579,-810.1107,4201.2126,-4388.8610,2201.3832,-3834.4850,169.4690,-1818.7610,-1310.1670,-4160.5932,708.4486,-3077.6300,4719.7418,-5527.3140,-5340.1339,17.7084,1842.8449,-2475.4069,-4433.5279,745.8790,-3441.6002,1262.2705,2788.6255,2298.7517,-4288.2501,-4121.4202,367.3993,4638.9733,-4437.1573,5230.4489,-5404.3370,-778.1981,3311.6398,-2262.3004,1751.3360,-2547.7232,-4604.6375,-3016.4893,-4572.0127,-1040.3926,-4901.9229,4878.2393,-4009.7617,-1993.1890,0.0000,-4613.3394,2824.8284,445.7612,5135.4371,-3986.3695,5433.9330,4501.3121,4176.5689,1683.1949,-745.7127,2587.1653,-913.4980,-4640.8408,-6086.8327,-4699.2757,4181.4949,-3863.2485,-2390.4003,-4095.9492,0.0000,0.0000,-5288.8972,4315.7284,-4722.1014,5614.6255,231.0078,-3164.9730,2048.3784,-5486.0053,3952.2067,753.5982,-3021.3891,-5517.7078,-4792.5142,-2842.8017,5404.4678,-4616.2721,2190.5725,-71026.2370,-74113.7488,-71050.2524,-70988.5722,-67092.4974,-75654.0366,-81269.3408,-73798.5642,-5466727.3005,-5486086.2508,-5436605.6447,-5462845.4605,-72784.1314,-5454996.8222,
300.000,3929.0987,2582.6864,5089.3514,3011.1252,4846.0785,-243.0677,-4488.8515,-705.3720,6910.7060,-5775.4355,5704.4402,5359.2011,-1891.1571,6370.5903,3616.6713,-3647.3245,-1184.4606,3506.5109,1136.7645,-5403.5156,-3488.9988,5579.2724,-2928.7316,4188.0885,-494.4728,-4677.7567,-2723.5962,-1652.9431,-6748.7059,1774.2312,3471.2751,-2292.5186,6402.2090,-6830.6550,-3622.5955,4744.9323,6184.3113,-3774.4799,2792.4185,6380.5533,1857.8735,-4746.9032,-386.9074,4113.0779,-3883.7851,-4290.5144,4831.7473,-3823.8433,-4082.6253,-3375.9019,-3943.9264,-6587.6690,-384.9214,-3508.2461,-1360.3424,-5474.5592,-6641.9320,-96.7657,3013.4664,4653.0410,6621.9028,0.0000,5135.5817,810.3459,937.3767,5130.4155,5833.4500,3115.7748,4732.2649,-5409.7463,-5759.7579,-6404.6126,-5572.8378,-6111.8980,-4318.1458,-1768.2098,-3505.1551,-5748.0423,-4318.1081,-2187.4504,-3371.7772,0.0000,0.0000,-3268.7769,-5533.1341,-2068.8171,-957.0173,1168.5256,3013.4068,2959.0927,303.0801,4778.9897,1191.5793,-3156.6372,-3158.1367,5481.3023,-1586.1333,3164.5793,2262.0189,5423.0684,-168467.3512,-194344.1844,-171868.0898,-173716.8861,-182287.3859,-180613.9933,-177857.8215,-178461.3947,-47884586.8758,-47905395.2193,-47886508.2244,-47871191.5392,-176855.0260,-47881444.7265,3220.7922,-5608.2581,1185.1354,6215.3429,1784.0748,-4834.8391,-4658.9455,-6088.4347,382.4937,-3600.8273,-1490.2194,-4025.1552,-4575.1651,-2711.8201,-4117.9424,-5002.5171,-4504.9862,4019.1453,6303.6308,-3189.5872,-5097.5996,1987.0450,5516.6214,-5201.2602,-6890.8995,4043.1472,4306.5947,-6053.4048,104.3446,-5067.2510,-3088.9473,3489.1095,1684.1457,-272.2828,4627.7220,-3543.3303,-1988.3193,-3831.1421,-6344.1900,-1596.7518,6626.6948,1817.0729,6219.0014,-5449.9651,-1914.2490,1132.1181,734.5065,-1771.5259,5554.1915,3784.1320,-4384.7742,1824.9301,5741.5294,3713.4851,-5178.5636,-45.7318,1299.6616,-5661.1486,5435.1079,-959.7052,-1994.5488,0.0000,-334.3840,6837.6610,-6579.6540,-1877.6435,2506.6772,-3816.7190,3280.0511,-3140.0306,-1872.0274,-2176.8776,-520.5882,-2343.5686,-508.5516,-4675.5554,3815.6199,-3190.7895,2178.3154,5499.6793,-3754.7309,0.0000,0.0000,-4118.2123,-3463.2013,-5551.9950,2537.5755,-6500.3330,-4340.5147,-5324.6243,4798.0999,-1805.9322,-6792.6793,-5942.8079,-3279.3743,-2066.4567,6496.8438,-3329.9260,2978.2960,-1457.2907,365133.5492,340731.3572,353455.3945,354869.5498,355226.9060,353809.9436,346923.9559,349899.1499,-115989099.6499,-116021117.6473,-115999895.2702,-116007664.0440,350357.2262,-116005586.0526,4674.1383,-3151.4191,-4373.0999,-223.1601,4246.5323,-4915.1196,-2467.3202,3090.9166,290.8429,533.9870,-3649.0177,-1675.7670,4724.9902,400.5245,-4005.4725,2901.3870,5029.3957,-4426.4491,-2542.0386,2811.0439,-3068.3607,3430.9216,-2749.7131,-1375.4736,415.7901,-2984.5808,-4646.4746,2459.6457,-1425.4877,4386.1771,-5122.1173,-5506.6837,-1779.0192,45.2115,-3641.1580,-3149.7641,2216.5677,-4293.0380,-274.5160,1074.4502,81.6907,-4692.7105,-2709.0768,-1173.3041,5356.8409,-5250.6412,4557.6248,-5387.3407,767.0455,4556.9368,-3478.0525,232.0929,-3690.3354,-4733.1539,-4356.0802,-4048.2876,518.5584,-3835.6805,3224.5733,-5030.4545,-214.1490,0.0000,-4397.3553,653.1551,1940.5353,4200.9064,-2531.6418,4835.2814,3811.5779,2780.0762,3296.2789,1077.4822,4031.0967,-2359.5856,-5364.7207,-4748.5107,-4594.8763,2202.0506,-4932.3067,-3577.5130,-4594.9702,0.0000,0.0000,-4479.7381,2364.3930,-3535.5727,6378.4118,2010.2481,-4463.5570,3312.4833,-4961.1833,4546.0563,-791.4595,-1687.4018,-5175.7361,-3641.3278,-1468.9056,4973.8470,-5853.4220,3717.8982,-70940.8919,-74023.1243,-70866.2918,-71052.5879,-66927.2649,-75276.0600,-81241.4727,-73254.5356,-5466389.0346,-5485903.3734,-5436294.8067,-5462390.4923,-72672.0877,-5454739.7430,
600.000,5504.4285,880.0541,6084.1992,3961.2969,5738.9770,-2069.8309,-5772.5265,-2114.9361,6711.5839,-6000.0888,4175.6642,4693.0801,-3743.2597,5394.1455,2371.4240,-5153.5722,-3132.6298,4581.9993,2271.2427,-6406.5023,-4855.0681,5340.0578,-1574.6896,2580.2226,-20.3894,-2992.2855,-700.3960,-2695.4337,-6756.2157,-29.4336,2627.6520,-505.7520,5960.1672,-6540.2089,-1653.9185,4279.1984,4946.3682,-4677.1298,1267.8769,6008.5864,1337.3237,-3646.8980,915.9625,2546.8612,-4148.7981,-2985.6560,5718.9780,-4899.3176,-2572.7043,-1328.7056,-4687.1421,-5905.3696,1516.4753,-1897.2732,-2650.6599,-5781.4898,-5890.0457,-1601.6163,3943.7988,3290.0704,5999.2156,0.0000,5153.2304,347.4033,-724.1377,5191.1852,6634.8854,2140.4912,6043.1263,-6401.3201,-5174.1487,-6204.7551,-4569.7016,-5956.0538,-3839.2458,-1692.0922,-2035.1803,-5824.6747,-2564.3212,-189.4953,-4649.2178,0.0000,0.0000,-4949.7186,-5624.4946,-3585.5404,1226.2675,-234.9208,996.4324,1005.3968,2144.2743,3530.7993,-377.1490,-4528.6037,-4891.1126,5491.6571,-89.3537,2182.5553,2375.1088,3903.5925,-176280.1792,-201562.8846,-179213.5745,-181129.3080,-189717.1708,-187982.7678,-185276.8058,-185964.6987,-45334180.5077,-45354517.7634,-45336691.9944,-45320479.7937,-184249.5194,-45331080.0827,2308.4175,-5238.9031,-262.9281,5433.9360,-54.0990,-5344.8009,-3678.9605,-6372.2716,-824.6225,-2305.2074,-1917.0053,-5066.1259,-4496.3278,-3920.6392,-5604.4784,-4224.1218,-4576.3881,2176.2978,5135.2213,-2241.3859,-4688.8585,0.9710,6498.6271,-5674.0905,-6408.2388,4409.5275,5064.7243,-4767.2580,1331.9814,-5935.7337,-4854.1583,4657.3407,254.5310,946.1027,5057.8181,-4942.3957,-3281.4397,-1902.8626,-6584.9322,-2783.6758,6405.1505,3669.3349,6657.9597,-5901.6965,248.2319,2865.7137,-896.5893,33.9888,6040.2023,4087.7889,-2522.3040,3194.6335,4988.3010,5086.2253,-3651.5243,1874.4168,2698.3058,-6221.4628,5654.6904,-2586.1013,-3054.6438,0.0000,-2396.0101,6724.1666,-6080.5391,-3560.8203,1430.2023,-5413.3195,1960.3805,-2180.2296,-183.9210,-809.8485,1136.0308,-561.2501,1610.9702,-6022.4223,5275.3669,-3765.5180,3352.1754,5350.0909,-1996.9922,0.0000,0.0000,-3612.3820,-4072.3503,-5556.1771,2186.8306,-5900.3453,-4354.2752,-5405.3247,5282.5775,-3582.0544,-6556.9257,-5250.7521,-2311.1663,-3607.5034,6844.5976,-5031.2437,860.0887,-2634.1948,361497.3521,336604.3794,349535.8219,350926.5084,351434.3051,349951.1053,343187.1174,346163.6559,-117004845.0159,-117037277.1345,-117015938.2124,-117022960.1919,346560.0145,-117021400.0372,3472.0002,-4455.0703,-3055.3384,1580.3423,3432.1950,-3839.0477,-1034.1132,1439.1809,-1513.3382,2294.0243,-5192.8356,123.7084,3554.8204,1898.2321,-3006.5687,1539.3621,4032.0828,-4724.0119,-3997.0335,1112.5700,-1414.5823,4279.2453,-1356.5659,-2765.6227,2605.5315,-4330.3240,-4628.1206,3924.7073,381.5577,3583.9767,-4166.1706,-5080.0973,-3378.7860,-1757.5020,-4414.3432,-1494.4083,3442.8233,-4675.5382,-1781.9713,-768.9446,-2144.3716,-4592.7470,-989.0181,-2588.1052,5492.0247,-5489.5915,3342.6374,-4772.0438,2230.2146,5290.6968,-4307.7497,-1313.0540,-4421.5170,-4362.8862,-5224.1539,-3068.0575,2018.3389,-2342.4792,1235.9420,-5511.0247,1587.9370,0.0000,-3677.0741,-1588.9975,3226.7081,2809.4475,-794.3349,3713.7493,2709.4898,1074.6093,4551.0515,2781.0366,5037.6110,-3555.8386,-5509.4155,-2894.7379,-3998.0556,-13.0762,-5469.1048,-4379.2928,-4579.7784,0.0000,0.0000,-3186.7835,161.0287,-1965.5489,6462.2310,3571.5396,-5282.0547,4222.4507,-3901.1348,4634.1440,-2252.0864,-173.1072,-4271.8865,-2094.8360,68.2098,3973.6504,-6470.0349,4811.9396,-70855.6595,-73932.3847,-70685.7284,-71120.3583,-66765.1579,-74891.9391,-81208.8412,-72664.4564,-5466045.3974,-5485718.8006,-5435992.8096,-5461921.8856,-72560.0032,-5454482.5601,
