sl_100_5400_20290531 Coordinates.csv
2029/05/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:58 2024,
Start: 2029/05/31 07:47:00.00, Stop: 2029/05/31 09:17:00.00,
TIME_UNITS,STARLINK-30124 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-31134 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-5686 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-5535 - X-Coordinate,STARLINK-30503 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-32087 - X-Coordinate,STARLINK-4537 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-4080 - X-Coordinate,STARLINK-1563 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-1358 - X-Coordinate,STARLINK-2754 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-2105 - X-Coordinate,STARLINK-1277 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-1506 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-30468 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-5729 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-4287 - X-Coordinate,STARLINK-5470 - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-3756 - X-Coordinate,STARLINK-31121 - X-Coordinate,STARLINK-4036 - X-Coordinate,STARLINK-3976 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-5082 - X-Coordinate,STARLINK-30376 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-4399 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-4062 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-4177 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-6049 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-30401 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-3762 - X-Coordinate,STARLINK-31193 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-30542 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-6140 - X-Coordinate,STARLINK-4140 - X-Coordinate,STARLINK-6347 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-1036 - X-Coordinate,STARLINK-30236 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-3822 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-5986 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-31579 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-3737 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-31134 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-5686 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-5535 - Y-Coordinate,STARLINK-30503 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-32087 - Y-Coordinate,STARLINK-4537 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-4080 - Y-Coordinate,STARLINK-1563 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-1358 - Y-Coordinate,STARLINK-2754 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-1277 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-1506 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-30468 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-5729 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-4287 - Y-Coordinate,STARLINK-5470 - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-3756 - Y-Coordinate,STARLINK-31121 - Y-Coordinate,STARLINK-4036 - Y-Coordinate,STARLINK-3976 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-5082 - Y-Coordinate,STARLINK-30376 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-4399 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-4062 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-4177 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-6049 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-30401 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-3762 - Y-Coordinate,STARLINK-31193 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-30542 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-6140 - Y-Coordinate,STARLINK-4140 - Y-Coordinate,STARLINK-6347 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-1036 - Y-Coordinate,STARLINK-30236 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-3822 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-5986 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-31579 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-31134 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-5686 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-5535 - Z-Coordinate,STARLINK-30503 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-32087 - Z-Coordinate,STARLINK-4537 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-4080 - Z-Coordinate,STARLINK-1563 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-1358 - Z-Coordinate,STARLINK-2754 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-1277 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-1506 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-30468 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-5729 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-4287 - Z-Coordinate,STARLINK-5470 - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-3756 - Z-Coordinate,STARLINK-31121 - Z-Coordinate,STARLINK-4036 - Z-Coordinate,STARLINK-3976 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-5082 - Z-Coordinate,STARLINK-30376 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-4399 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-4062 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-4177 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-6049 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-30401 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-3762 - Z-Coordinate,STARLINK-31193 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-30542 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-6140 - Z-Coordinate,STARLINK-4140 - Z-Coordinate,STARLINK-6347 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-1036 - Z-Coordinate,STARLINK-30236 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-3822 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-5986 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-31579 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6404.3791,-4452.1516,2583.1814,-5180.4021,4108.6806,-796.0583,-2187.2748,-5122.6399,-3579.4228,-1465.7492,3991.8761,-6551.2029,3640.4143,2828.8085,-4136.8106,3270.5147,1765.3454,4826.2245,4011.1947,5383.6327,-4951.2107,3679.8389,-5038.0681,956.4054,-1540.4684,1927.6903,-4542.5493,-678.0637,-5.8668,2812.2044,-6018.8264,1255.3316,4768.4930,-1905.1752,4856.4477,-686.6408,-1331.0280,791.5213,4062.0214,4875.3136,5217.5593,143.9182,-726.6662,-2429.8143,-5281.2576,-4049.0977,-5866.1571,5570.1716,-4841.8237,1262.1516,6413.0967,-5435.0835,-4509.5954,-5802.9771,-3449.8426,-4430.5159,-5059.9349,-1069.0934,-2449.1370,3928.1243,-2309.2760,2533.4207,931.4741,-3739.2330,-4624.4099,4931.9956,4358.9278,-2416.9788,4481.0907,-5588.8361,-6448.7290,0.0000,5263.8272,1194.9113,0.0000,-5486.5019,4804.0483,4417.2215,-4048.6311,-1095.7395,-1281.6171,-3490.2761,4055.7370,3687.1627,4387.9379,-6276.1304,-2441.1813,-1785.3958,-4236.3440,-4237.1130,0.0000,2091.3210,-6908.6342,-2945.6915,-1891.5995,1378.5701,4141.2041,-4018.8214,-879.1593,4245.8966,-153052.7921,-140098.8526,-140967.4702,-142299.0498,-140501.0590,-139372.5813,-133484.0736,-138249.9340,139651083.4326,139658675.5314,139669506.3124,139664959.9680,-137109.8894,139657884.2693,1042.8804,-4841.0569,6310.7143,-4300.2001,-4142.3726,4180.6266,-6225.4110,-2237.8244,4232.8852,197.4375,-4608.2914,129.6475,-2911.3867,5793.5569,-2567.2014,5474.3520,-3779.8143,-3804.1875,5260.8858,-4104.6330,2017.5485,-3548.3538,449.9297,-5717.2027,5948.8429,6629.5557,-791.6431,-4434.3562,4445.9118,-3796.6354,-2606.0449,-5518.2366,4893.2520,5469.4113,488.7061,-5267.4728,-4897.9623,-6800.4846,5585.8194,4728.9130,569.9459,5248.7381,6555.6377,-4798.0131,-2200.4400,-2146.2162,-3652.8552,-3336.7907,-1557.2183,6128.7863,-1565.3514,-2340.3752,-390.5967,-3782.4319,3742.2251,278.8176,662.9640,-4955.3686,-6279.1733,-5411.1974,-6489.0250,-6242.9294,5593.0087,3544.2474,1887.1462,4751.6948,-3916.2538,4323.7584,-3014.0629,3621.7991,-188.0059,0.0000,-2408.3984,3998.2036,0.0000,1344.2943,1544.6799,-305.8473,3411.8324,6442.6307,-4801.7534,-4130.8959,-1820.8949,3552.2759,3242.6275,-2601.6212,-3767.2206,-6511.4403,-5015.5233,-270.9160,0.0000,-3772.1691,99.4226,-5898.3233,5135.6125,-4086.2857,-1004.8362,-1118.7412,-6162.5759,-600.5802,-324415.6109,-336487.9533,-329274.0743,-331807.5475,-340163.6601,-338217.0295,-333757.1535,-332464.5184,16764898.3557,16740924.2961,16724097.2363,16745589.2165,-333641.8587,16746830.2338,2225.7359,1724.9996,899.8148,1502.4676,-3732.7092,5428.2610,-1539.9886,4094.9360,4123.2863,-6785.2518,3070.8048,-2157.7520,-5110.9377,2447.3262,-4838.0658,2636.8140,5501.8153,-2724.7352,1889.2663,1153.3583,4368.1802,4258.4819,4708.0009,-3746.9101,-2928.5865,542.2246,5117.3791,-5041.1541,5196.6965,-5056.9730,-2246.8390,3789.1949,976.7195,3488.7932,4862.7156,-4440.8874,-4717.8705,-154.3332,-222.5667,1232.2526,4289.1536,-4318.0830,-2026.0400,-4104.9675,-3898.7508,5051.3077,-168.0646,-2411.2687,-4740.7939,2935.6626,-2124.0441,-3527.3808,5052.4320,508.0432,4708.1959,5258.5761,4664.4725,-4720.7440,1366.2521,-644.9582,688.5216,1691.8831,-3954.1065,4650.2371,4754.9292,-1029.6728,-3642.4596,-4507.0144,-4208.5994,-1081.7058,-2424.7197,0.0000,-3613.7667,-5167.7488,0.0000,3719.1082,-4695.6759,-5286.2817,4459.4202,-2156.0440,4740.5713,-4278.5211,-5287.1297,-4650.9996,-4286.9196,1150.3443,5199.9554,1307.3485,-1860.6548,-5455.9638,0.0000,-5371.3300,272.8937,1805.1442,4190.1695,-5451.5818,5410.9579,-5435.6995,-3106.7755,5371.6893,-120474.7367,-125120.4521,-121778.2547,-122277.4933,-118025.0488,-126234.2438,-132282.0250,-122908.7775,3061211.2739,3024599.1911,3059680.4794,3047649.3955,-123720.0601,3054527.5501,
300.000,-6289.7709,-5627.4264,3927.0181,-5421.3017,2197.0318,1375.4546,-3649.1752,-5831.6277,-1580.1548,-3236.1042,2888.5072,-5658.3311,2899.0792,3600.5962,-4190.7250,3917.8067,-326.5556,3174.6850,5096.2679,4609.3398,-4939.7759,1733.5994,-4676.8471,-392.6809,25.5548,3302.4156,-5396.2014,-2474.8492,1958.3053,710.5171,-5367.3803,-66.7816,5764.6981,-312.8409,5652.2023,-2612.4743,-3304.8282,-449.8498,4858.9690,5257.6616,6034.0281,2163.5013,499.6014,-3335.5821,-5217.1687,-4095.8918,-6338.9461,4898.8953,-5272.7490,913.0942,6158.2126,-4991.7885,-5189.1354,-5383.0865,-1651.3017,-4744.5816,-4760.4188,-3093.7405,-3593.5114,2571.4562,-3562.4857,1602.2891,2505.7866,-1945.5791,-2937.7565,5897.5883,3809.2518,-543.8303,2735.5989,-4373.2298,-6769.7010,0.0000,4803.4120,3273.6357,0.0000,-5356.2894,5296.0744,4702.2341,-2887.4740,115.6474,-3122.4412,-3981.4077,3622.2161,4821.3866,5662.1923,-6702.2491,-4336.3084,-3242.7010,-4684.5443,-4577.2297,0.0000,-50.5360,-6487.4608,-4122.5680,-650.0150,-262.2231,3901.9149,-4120.4923,-1660.8782,3283.6176,-146264.5784,-133032.5606,-133816.1163,-135109.9841,-133460.0876,-132284.0312,-126495.5808,-131223.0194,139255247.6821,139262715.0354,139274327.2737,139269131.6167,-130072.7092,139262071.5378,2636.4925,-3814.8684,5611.3514,-2878.3458,-4816.5615,3977.6248,-5707.3820,-3107.6496,4869.2379,-1040.0594,-5936.4700,1399.4480,-4716.8697,4378.8735,-460.6779,3958.9442,-4369.0846,-4254.9091,4624.6824,-5049.9565,3748.4941,-4547.7809,2556.7220,-6518.9711,6622.3973,6006.2639,981.3689,-3205.8458,4910.4733,-4116.9067,-1576.3160,-6419.6191,3755.3459,6359.3032,-1214.8732,-4340.1107,-4051.1021,-6552.5567,4648.5582,3388.4626,-967.5519,5401.4723,6875.5381,-3025.8451,-145.7709,11.1812,-2187.1694,-4797.4658,535.8284,6809.5834,-3118.6826,-563.6273,1480.9115,-4039.9267,4925.0909,2278.3340,2749.0854,-4246.6504,-5848.8697,-6134.9812,-5525.0573,-5699.5139,5941.9287,4737.4916,3108.0889,3590.7266,-5355.7184,5348.0495,-4228.4456,4314.1893,1088.6185,0.0000,-4184.1331,3697.0275,0.0000,3215.9112,-535.7225,-2312.3743,5074.6008,6868.1156,-4970.3818,-2207.1952,-3800.6416,1717.8854,3151.8864,-1464.9600,-3108.4533,-6062.2170,-3568.1541,1794.9754,0.0000,-4164.4670,1588.7189,-5455.1983,6269.2923,-2888.4120,-3078.3608,1064.9479,-6664.6265,-2560.4163,-327670.9415,-339012.5784,-332059.0623,-334642.3700,-343057.4230,-341025.5066,-336652.7730,-335131.4746,19814311.6623,19790642.4868,19773850.5357,19795758.8866,-336497.5220,19796334.4013,755.8859,199.8848,-651.3410,3142.9939,-4467.0602,5464.4273,0.8123,2099.8798,4638.1725,-6054.9705,1745.8093,-3692.5130,-4146.2126,3922.1350,-5416.8075,4069.5137,5336.5042,-4125.1809,98.9067,-664.0016,3039.7851,4535.6876,4398.5600,-2230.9936,-1570.6930,-1002.3593,4170.0308,-5397.4849,4341.0486,-5517.9814,-4098.2317,2281.0078,-570.7948,2280.7958,3751.4050,-4720.1540,-4548.2763,-1945.3151,1580.9848,2913.7191,2937.4861,-3514.7035,-246.8580,-5049.9136,-4549.6847,5452.4208,-1684.9203,-970.1616,-4500.4422,774.1114,-648.2580,-4715.5495,4112.9053,-1725.5295,4592.5634,4435.9591,4194.2318,-4514.1659,-449.0744,923.5251,2160.9542,3627.4097,-2486.8001,4683.7370,5408.0099,514.6360,-2096.2773,-3993.6289,-4638.1395,-2792.7570,-680.1571,0.0000,-2443.8447,-4441.9501,0.0000,2594.6780,-4379.1332,-4481.9507,3721.1400,-385.0179,3569.9776,-5180.4947,-4489.2708,-4652.8275,-2477.6659,-667.9744,4329.5872,-233.8412,-3450.0849,-4859.9134,0.0000,-5487.3883,1782.2883,5.3987,2795.4607,-6318.2360,4769.9655,-5369.6729,-1098.0753,5468.2242,-120415.2847,-124940.6802,-121643.6157,-122381.4273,-117906.9080,-125889.5884,-132287.2162,-123271.7736,3060353.9210,3023664.5227,3058309.0073,3046205.6847,-123647.6258,3053452.2075,
600.000,-5549.0685,-6222.3399,4886.3089,-5146.0665,71.8938,3415.2306,-4730.7775,-5889.6352,570.1087,-4612.2247,1508.6466,-4209.4327,1916.7909,4055.3231,-3880.7012,4218.2025,-2365.9045,1164.8778,5665.3450,3361.3310,-4464.5819,-386.6298,-3901.4293,-1678.4349,1573.9837,4365.1620,-5741.1933,-4047.6887,3695.9903,-1460.3644,-4196.2582,-1356.4493,6197.8824,1290.7515,5908.2970,-4309.1437,-4972.2856,-1667.1567,5184.9969,5139.9886,6229.9937,3944.2233,1672.9904,-3945.7706,-4688.0445,-3781.5133,-6201.3053,3758.3784,-5239.2524,452.6884,5309.6087,-4088.9424,-5359.4061,-4393.2517,280.2099,-4626.4356,-4037.0767,-4828.4372,-4378.5178,931.6168,-4488.9333,465.8042,3808.5520,10.7155,-982.5509,6291.9097,2899.5974,1360.3733,733.6620,-2674.6683,-6410.5005,0.0000,3875.6501,4979.7587,0.0000,-4687.8823,5305.9894,4562.5647,-1480.6737,1311.0061,-4625.4655,-4132.9820,2878.5777,5524.1595,6346.2064,-6456.1456,-5793.5334,-4379.8144,-4683.2119,-4513.9405,0.0000,-2177.5533,-5432.6415,-4874.1229,625.7762,-1933.0075,3324.7596,-3863.0913,-2260.3761,2045.1436,-139405.8422,-125903.8671,-126602.9492,-127851.5068,-126357.7152,-125133.5024,-119445.9708,-124060.2589,138792834.5723,138800164.4160,138812558.8917,138806670.2138,-122975.9880,138799677.6411,3959.6425,-2397.7134,4351.5965,-1145.0448,-5066.7731,3438.9010,-4594.4412,-3663.9832,5074.3724,-2236.7890,-6658.5567,2569.8181,-6055.9854,2518.2603,1701.7461,2037.7330,-4580.1468,-4291.3373,3521.8652,-5487.4205,5087.1892,-5091.1955,4414.5197,-6675.8723,6620.0133,4795.8548,2622.0486,-1682.9888,4913.8189,-4092.3362,-339.4805,-6659.3071,2244.1513,6591.2759,-2764.1342,-3029.9622,-2853.5989,-5636.2754,3236.1660,1688.6725,-2373.0770,5029.1334,6505.4585,-942.1380,1937.4255,2173.1892,-494.3108,-5785.7394,2563.7940,6742.4084,-4364.4355,1303.5167,3166.2702,-3839.7974,5667.3272,4026.6220,4563.5342,-3168.5630,-4823.9928,-6207.1426,-4018.1598,-4598.8526,5716.4010,5511.9087,4073.9805,2076.0726,-6249.1539,5826.0514,-5059.2699,4573.4339,2248.1013,0.0000,-5523.7044,3034.0741,0.0000,4737.2925,-2547.2874,-4066.3610,6252.5933,6598.7097,-4669.8839,-59.8872,-5398.5512,-259.7423,2769.7042,-173.6636,-2184.3205,-5009.6841,-1733.3935,3662.8108,0.0000,-4200.5677,2939.9131,-4449.4786,6780.8824,-1459.8906,-4837.0231,3135.1561,-6494.9615,-4290.0849,-330784.8998,-341372.5184,-334696.9367,-337325.9370,-345802.1841,-343673.5350,-339402.0840,-337746.7455,22854422.6819,22831050.2392,22814323.6817,22836626.7697,-339204.7897,22836536.7311,-797.4601,-1347.9195,-2131.1396,4441.9179,-4722.9530,4908.6993,1541.4971,-119.9295,4652.3516,-4682.3706,225.2499,-4826.8826,-2735.3740,4970.5637,-5400.3133,5060.7321,4594.8486,-5043.1307,-1702.3115,-2408.2999,1382.4091,4265.7716,3614.6971,-473.0315,-35.1481,-2439.3483,2768.7664,-5129.8834,3002.7786,-5387.3723,-5512.0199,515.6513,-2056.4188,809.9809,2231.8759,-4493.3945,-3892.1605,-3520.4865,3213.3910,4279.0356,1250.1428,-2312.8744,1559.1324,-5415.7527,-4712.7400,5242.7839,-3019.9240,575.1808,-3783.4074,-1471.0510,896.9308,-5390.7792,2704.9073,-3775.6152,3986.5406,3129.2493,3272.2486,-3824.1424,-2215.2089,2383.3118,3400.7711,5176.8137,-750.9217,4218.5737,5474.5970,2003.5868,-322.3676,-3007.4876,-4553.4848,-4179.9898,1138.5691,0.0000,-999.6230,-3178.5231,0.0000,1171.5608,-3586.6411,-3191.0705,2583.4160,1428.1692,2007.1984,-5520.8580,-3206.6877,-4154.3287,-403.8493,-2413.5401,2984.1746,-1749.4168,-4652.9491,-3740.5456,0.0000,-5006.8966,3099.1925,-1794.9773,1096.7113,-6517.2701,3609.8596,-4710.3437,1027.0343,4966.2493,-120355.9698,-124752.5028,-121512.7117,-122488.6067,-117791.7840,-125538.9619,-132287.6662,-123661.7597,3059493.3020,3022733.8231,3056936.3329,3044788.6441,-123575.1111,3052376.7196,
