sl_100_86400_20291231 Coordinates.csv
2029/12/31 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:34 2024,
Start: 2029/12/31 07:47:00.00, Stop: 2030/01/01 07:47:00.00,
TIME_UNITS,STARLINK-3536 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-30345 - X-Coordinate,STARLINK-5225 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-2312 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-30377 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-6229 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-4377 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-4585 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-4318 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-31800 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-5681 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-31550 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-11149 [DTC] - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-6262 - X-Coordinate,STARLINK-31802 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-30154 - X-Coordinate,STARLINK-30907 - X-Coordinate,STARLINK-1301 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-31561 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-3375 - X-Coordinate,STARLINK-31169 - X-Coordinate,STARLINK-5090 - X-Coordinate,STARLINK-30073 - X-Coordinate,STARLINK-1709 - X-Coordinate,STARLINK-31881 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-4166 - X-Coordinate,STARLINK-32049 - X-Coordinate,STARLINK-31223 - X-Coordinate,STARLINK-31400 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-4519 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-4636 - X-Coordinate,STARLINK-5341 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-1169 - X-Coordinate,STARLINK-31146 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-4634 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-5178 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-5430 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-3717 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-3586 - X-Coordinate,STARLINK-3665 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3536 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-30345 - Y-Coordinate,STARLINK-5225 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-2312 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-30377 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-6229 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-4377 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-4585 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-4318 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-31800 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-5681 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-31550 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-11149 [DTC] - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-6262 - Y-Coordinate,STARLINK-31802 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-30154 - Y-Coordinate,STARLINK-30907 - Y-Coordinate,STARLINK-1301 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-31561 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-3375 - Y-Coordinate,STARLINK-31169 - Y-Coordinate,STARLINK-5090 - Y-Coordinate,STARLINK-30073 - Y-Coordinate,STARLINK-1709 - Y-Coordinate,STARLINK-31881 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-4166 - Y-Coordinate,STARLINK-32049 - Y-Coordinate,STARLINK-31223 - Y-Coordinate,STARLINK-31400 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-4519 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-4636 - Y-Coordinate,STARLINK-5341 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-1169 - Y-Coordinate,STARLINK-31146 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-4634 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-5178 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-5430 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-3717 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-3586 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3536 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-30345 - Z-Coordinate,STARLINK-5225 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-2312 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-30377 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-6229 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-4377 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-4585 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-4318 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-31800 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-5681 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-31550 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-11149 [DTC] - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-6262 - Z-Coordinate,STARLINK-31802 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-30154 - Z-Coordinate,STARLINK-30907 - Z-Coordinate,STARLINK-1301 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-31561 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-3375 - Z-Coordinate,STARLINK-31169 - Z-Coordinate,STARLINK-5090 - Z-Coordinate,STARLINK-30073 - Z-Coordinate,STARLINK-1709 - Z-Coordinate,STARLINK-31881 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-4166 - Z-Coordinate,STARLINK-32049 - Z-Coordinate,STARLINK-31223 - Z-Coordinate,STARLINK-31400 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-4519 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-4636 - Z-Coordinate,STARLINK-5341 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-1169 - Z-Coordinate,STARLINK-31146 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-4634 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-5178 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-5430 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-3717 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-3586 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6527.5915,5419.6900,5394.1931,-6413.3562,996.8107,5492.8815,-2735.1566,939.5883,-6569.4734,-2341.3979,-2439.8437,4934.4740,-5502.9394,3064.7739,4318.5032,-4037.8135,3603.9991,-166.3604,1738.5091,210.1607,-6141.9828,-1725.3314,3141.2854,3599.7116,-4732.7044,-1639.5599,-1617.3282,6138.3842,-5275.5079,-2377.8312,0.0000,-4454.3663,2577.6197,-2932.7426,5257.7276,-5197.3845,-446.6545,-2592.1535,0.0000,-6118.9921,-5576.8571,5302.4489,365.1716,-5938.8427,1146.2041,-5111.2955,5191.7778,-2416.6704,6462.0416,-3575.3219,-6001.9354,-4987.5597,-1113.0639,4910.8058,2023.9703,1451.6746,-5667.9922,-1642.0578,-5097.4200,-4810.7898,1300.7843,4524.4108,4498.2265,3813.5851,3664.5202,6217.3979,3797.1346,-4304.2372,-1634.4281,2672.3453,-4498.0896,4437.5602,5726.3190,-1212.9277,-2318.6621,5529.0773,-5144.2965,-2916.6205,5462.7579,4481.6448,-608.5398,4984.6235,2065.6522,-4540.9917,-3385.8634,6772.1341,-4226.6965,-1569.7127,1648.7708,1935.0526,-5042.9624,1041.2371,-5926.3485,1614.3843,-6892.0958,1011.6990,-711.9223,-6513.0958,-4899.9037,-1893.5184,-337373.2887,-336566.4222,-333920.1007,-333620.1098,-338978.0969,-339315.3450,-342058.6010,-337017.8809,52540855.7672,52532138.4371,52559953.3002,52556141.7344,-338747.3458,52546883.0104,368.0167,-518.5199,-3853.0962,1337.4684,3983.9592,-2649.0906,5151.2077,-5505.3131,1555.4270,4396.0188,-5968.4167,917.3157,4055.3097,4131.3538,3235.5669,-608.6466,-1498.5882,-4220.3683,6520.9160,5322.8148,-1118.0598,-6294.6683,3488.8685,3435.8003,-1833.9508,4975.5879,-6611.9542,3029.5662,4039.1847,-5024.5533,0.0000,-911.2031,-509.0009,-3056.0060,-2051.5933,4257.5283,5254.1093,3458.0476,0.0000,-1761.0302,3196.0549,-822.9003,-6328.5307,3563.0115,-5197.5150,3590.3653,2038.1897,3488.1944,2298.1674,3703.0635,-2982.7679,771.7617,5548.3240,1986.6762,-6014.3468,5664.3857,-3154.6100,-5219.4520,-3759.4665,2713.3378,6632.3176,5191.5506,4776.9141,-3381.5828,-4374.5729,1831.8159,2234.8426,-1957.4253,2341.8489,5411.4001,5220.4638,-5346.1366,3342.7984,4226.4096,4098.5286,-3713.6345,2087.7304,-4363.6479,-2870.1777,-2879.8939,-6917.7404,-4606.6823,-3578.1617,-2159.3019,-2601.8848,-87.7373,4671.9184,4081.9681,5363.7584,-1394.1266,199.7434,6579.8876,-2990.4583,-6419.4395,271.4301,-4067.2055,4533.5766,-1597.4483,-3202.7016,6591.9733,55167.8189,52127.6879,46985.9637,50891.6812,57570.1931,54943.2310,48447.8441,50081.9555,291493147.2748,291473667.1348,291470346.0858,291472761.3776,50033.1949,291477044.8648,-2233.5400,4257.0491,-2025.4344,1879.3076,-5425.7501,-3287.3495,-3504.7368,4065.4017,-1069.7236,4608.0833,2445.2646,-4592.8225,845.1183,4645.7036,-4349.9580,-5231.8470,5713.7092,-5473.1254,-1163.5688,-4447.0358,-3098.1528,-1463.2271,5030.9974,4647.3297,-4731.0729,-4517.6196,285.0284,957.9577,1863.4023,4091.9741,0.0000,-5193.5751,6408.7066,5402.8513,3851.0180,-630.6609,-4362.6223,-5387.7266,0.0000,2502.6307,-2570.6900,4203.3961,-2646.8715,537.1823,4462.6476,-2972.3416,4072.2073,5435.9214,-1129.8691,-4331.2050,-1274.1753,-4680.8465,-3787.1660,-4317.8735,-2125.5273,3545.2366,2311.6591,4256.9904,2784.1029,3957.8814,-1349.9208,-220.9594,798.0998,4595.5865,-3715.2822,-2181.0222,5143.0474,-4990.6147,6313.4755,-3377.8143,-389.9314,4.7118,1389.9556,-5176.8757,5047.6965,-29.4709,-4121.7216,-4407.1941,3154.3479,4159.8466,-201.7524,-162.5372,5486.5899,-4487.4821,5325.9645,1375.7624,2807.3010,5318.2197,4026.7778,6522.2418,-4621.3314,-1457.6549,1531.2303,-1980.6907,-233.1873,5461.6647,-5124.6020,-1326.9050,3419.7960,-840.2964,-128358.4905,-128171.3261,-125088.8889,-126610.1350,-121701.7209,-129131.4748,-136037.0937,-127024.5017,-94490682.1642,-94456311.3274,-94480573.3084,-94479898.4391,-127356.3025,-94479647.4326,
3600.000,-4039.6606,-5620.2310,-3867.3715,5431.7539,-5307.7025,-2095.6396,1025.1854,3053.3735,3856.4130,-1650.6341,3932.0404,-4650.1555,3315.9178,-6059.9308,-6658.8618,4979.6615,1095.3204,4043.0594,-3174.7198,-3989.6621,3069.9841,3513.5103,-6226.8531,-4294.0599,5011.2862,-2546.9002,3793.1270,-5947.3583,1882.3849,4015.9624,0.0000,6243.4888,2537.8072,6202.5209,-1124.9040,2506.9754,-3416.6768,-1575.8886,0.0000,3993.3368,2186.3789,-2683.6556,2207.1629,3883.2643,2824.9071,3827.0119,-3712.8635,-251.3385,-5567.4423,-1717.1359,5877.5127,1793.8873,-3308.8037,-6568.5239,1872.6146,-4413.4171,6657.3307,4692.2524,6233.8993,751.8103,-2832.8881,-4831.1028,-4290.6408,-1289.0985,976.1654,-6364.5692,-6538.6399,6691.2977,-3023.3049,-4672.8007,1993.0523,-3025.3648,-5141.3538,-2129.7429,-2112.7963,-2091.8211,5294.5803,4304.2078,-2198.7695,376.6146,800.9575,-1723.2676,1926.6262,6734.4844,6385.4545,-6081.6260,484.0519,-2902.2915,576.5877,-237.6289,4739.8229,-3450.1509,5153.9968,1086.8496,5365.4674,3322.9723,-2332.5798,5990.3725,6455.8538,65.6618,-342378.8099,-339762.4130,-336559.4098,-337800.3906,-340839.2098,-340142.2364,-343546.9543,-341991.4388,-24734403.6740,-24747038.8072,-24715083.2833,-24723515.1357,-340203.4459,-24729219.8206,2016.0978,3758.3848,5503.8514,-2992.3148,-2974.9229,4606.9884,-6623.1157,4250.6364,-3779.2370,-6112.1717,5316.3335,3695.4640,-5314.7455,-2109.7460,-907.6526,-4002.6734,-1331.4520,4604.8535,-5051.4918,-3742.3808,-575.2500,4389.8351,-2395.9815,1396.7491,4787.7529,-4963.1127,4472.8380,-1210.0564,-4938.9164,1110.8323,0.0000,-2036.9200,-1570.1966,923.0688,3978.7336,-4782.9625,-2600.1423,-4924.6700,0.0000,-1554.7407,-4642.2832,4682.1018,6391.7512,-2860.8332,4690.9715,-5725.3119,1921.9773,-6215.8486,-1781.2374,-4080.5571,850.6301,-4021.7814,-3949.4751,1298.5083,3630.2894,-5229.1601,966.1700,2517.5755,2602.5915,-5197.1225,-3964.6163,-2925.5727,-517.6276,6322.1469,5029.5629,11.0765,492.7527,-313.7957,-2826.4088,-1932.0469,-5004.9541,4195.4101,598.1854,-6192.6749,-4157.5730,4340.1176,-4441.5174,-123.8845,-265.8932,4265.0080,5023.8075,5359.2007,5310.0166,-123.7421,51.3410,2301.5548,-4268.3978,-4169.6129,-6773.9946,5290.0844,-4283.5876,-5296.9283,-769.7628,4496.3229,-1894.1731,4375.6571,-6183.7810,-382.2969,1609.9117,-5999.1105,-35208.0683,-38806.9942,-40091.2725,-36930.9732,-27953.3938,-33382.3743,-36679.9505,-36178.0932,295195564.3312,295171768.0239,295179341.7855,295182673.4170,-35791.6161,295179900.1141,5214.8424,-1467.0009,-1675.1468,2823.0309,3027.7974,4716.5731,-1164.2035,-4522.4834,4180.0714,-2463.9416,1961.5817,3301.2404,2857.1120,-2642.2922,1676.6105,1773.3581,-6717.9437,3179.4855,-3366.5056,4254.9006,6219.8763,-3626.5196,-1719.4200,-5110.6270,-278.6097,4075.4758,3458.6080,3297.4328,-4445.3830,-5516.7330,0.0000,2103.3158,-6269.0692,-2820.8582,-5449.0450,-4050.1959,5314.3723,4562.4524,0.0000,-5342.6085,4633.1042,-4177.9896,-1204.0504,-4999.3289,-4288.3866,-639.4173,-5509.2709,-3000.3974,-3758.8926,5051.4730,-3359.8121,5274.7399,4437.4045,1352.1363,5288.0189,53.4975,1477.5455,-4453.7160,1505.8446,-4326.1530,4860.9597,-3953.6545,-5007.4812,-2364.7894,4471.1763,-2502.1792,-1729.8779,1521.1129,-5573.7935,4704.6123,4302.2954,-4637.6280,-4378.9912,1775.9138,-5106.2749,4589.1410,111.0920,5320.2489,-6578.1827,-5241.3312,4727.0874,3785.6127,-3928.3636,43.3665,-2441.0040,2335.3250,-5407.7282,-4665.3571,1244.1765,-4514.5192,2438.4824,-2563.0243,-4397.6400,5117.7694,-3913.3320,-4169.7819,1882.1800,-3274.0281,1312.0247,-3435.6783,-128737.2895,-126969.8171,-125643.6881,-129339.9503,-122249.9763,-126400.9957,-137246.8691,-128112.8060,-94448205.7907,-94413340.3541,-94430719.1887,-94431251.0428,-128085.6204,-94436158.3620,
7200.000,605.9003,3865.9152,604.3591,-1300.9588,6454.5408,-1588.4073,1616.4185,-6112.6806,469.8309,4248.5449,-4188.3027,2876.0177,653.0191,6871.1104,6496.5289,-2522.1688,-5834.0716,-5656.1800,4022.5177,6515.9209,251.7499,-4037.2188,6280.5204,4230.3648,-1867.4466,5505.6350,-5052.0114,3686.9779,2369.6116,-5382.2108,0.0000,-5491.8468,-6511.2063,-6610.3237,-2870.5524,2429.1314,6391.6721,4277.6020,0.0000,-1069.4168,1827.6894,-228.8642,-4089.1273,555.9437,-5755.2558,-914.8703,2137.2009,1983.6593,2533.6617,5598.5532,-3130.9897,971.4544,6415.7851,5198.5937,-5704.2692,5326.1197,-4987.4810,-6649.4598,-4898.8146,2985.2464,4525.0642,3936.7837,2253.9554,-1206.0433,-4899.4776,3372.6638,5535.7732,-5885.9718,5653.3341,5934.2052,2138.4076,-829.5509,2813.9911,3683.2737,5387.0451,-3443.5898,-3100.6505,-5060.3495,-3279.5972,-4447.7191,-2214.5324,-2941.3800,-4229.9414,-4532.5741,-6199.9963,2981.8068,3858.4053,5734.5652,-1919.1137,-91.6875,-2821.0890,4831.9008,-2811.8085,-4472.5695,-1612.7472,-5717.0123,3720.0232,-2648.5281,-4365.3377,2716.4452,-317647.1711,-322634.0202,-317962.6200,-322951.1535,-321423.7855,-318486.4598,-324008.9232,-318685.8335,-100342249.2546,-100356804.7914,-100327216.6248,-100342473.7282,-320286.0040,-100337980.7458,-4840.3806,-5273.6948,-5366.2163,3935.1251,1286.1821,-5905.5750,4418.3350,-2436.5368,5344.7057,5036.8449,-1953.8639,-6134.8166,5012.8690,-55.4614,-1314.7649,5038.2295,890.0606,-3807.6561,836.4087,1835.2932,3721.5179,879.8594,670.6020,-5069.7871,-4333.9064,4041.2373,-57.1711,-1995.0242,4973.8582,2646.5110,0.0000,3461.7813,354.7157,815.1384,-5393.4137,3475.3787,61.9648,5353.1091,0.0000,5187.5421,5471.2424,-6743.9288,-3563.8582,2374.6521,-3557.1992,5678.4531,-5589.2435,6469.0449,-728.2661,3496.7530,2641.7409,6395.0966,1545.9707,-3584.2272,-91.6155,2303.6389,2019.4080,216.6487,105.3617,5969.5671,-234.1267,-1270.6797,-4882.5263,-6593.9608,-4376.4910,-2602.9692,-2389.3005,1933.2110,3730.4662,-1769.2965,3635.6036,-2224.2024,-4862.0671,4832.1011,3878.9486,-3310.3039,4747.7601,3927.0875,907.1231,-4706.9959,-885.6020,-4253.5928,-5414.1072,2289.5753,1789.9008,-4229.9393,3513.8137,3708.1612,3300.9243,-6950.5013,6044.0032,1285.8047,4822.1145,-1603.2027,3807.9892,-3848.5435,5153.9408,3134.3654,1367.1508,3150.5632,-122097.9157,-124858.3424,-124527.5130,-121075.3127,-111290.4312,-121797.9111,-119492.1990,-118499.8787,278758770.9424,278728623.6135,278748034.7526,278746199.2496,-119190.7119,278743011.3657,-4893.9452,-2262.0169,4333.5462,-5418.7739,1704.6579,-3253.7407,4901.4557,2112.7789,-4238.6743,-1654.9347,-5128.8615,559.0445,-4685.0532,-968.7428,2005.6578,3490.5540,3621.4641,1105.9101,5468.7755,-1511.6572,-5890.8111,5247.3908,-2757.3578,1680.3937,5068.6321,-1082.5656,-4576.2048,-5502.2691,4149.3540,3421.1911,0.0000,2321.8711,2358.7523,-1707.9040,3060.2341,5239.4583,-2443.5322,-829.8612,0.0000,4324.9919,-3827.5853,997.0297,4199.4022,6492.6296,1596.4937,3829.2975,3448.0532,-1385.0823,6419.3246,-1283.0817,5442.1244,-2347.2371,-1669.0827,2594.9695,-3499.8080,-3632.7965,-4307.5706,1964.4503,-4896.8279,1297.2095,-5195.6285,5499.5996,3835.5562,-1512.1270,-1783.6782,5338.0897,-3106.3948,2960.4971,1484.0431,-3078.7884,-5467.6536,6517.7948,3780.3587,3016.1809,1916.3736,-4647.2814,3940.2757,-2424.7871,6031.4329,1947.3737,-6531.0380,-4403.9134,-310.3334,4417.4714,-2258.4823,-4587.6465,4506.9566,938.4549,-5763.4382,-127.9621,1500.9044,4625.9693,3901.1925,-5018.1252,5514.9777,122.0161,2610.3603,5456.6640,-5015.1062,5505.9864,-127696.8864,-127328.8840,-126839.2530,-129086.9667,-123181.3592,-127964.3033,-137820.2176,-129044.3586,-94404910.7217,-94370799.4247,-94381653.1057,-94387652.4179,-128801.2720,-94392630.8135,
