sl_100_5400_20290509 Coordinates.csv
2029/05/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:54 2024,
Start: 2029/05/09 07:47:00.00, Stop: 2029/05/09 09:17:00.00,
TIME_UNITS,STARLINK-5742 - X-Coordinate,STARLINK-5899 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-2022 - X-Coordinate,STARLINK-30150 - X-Coordinate,STARLINK-5045 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-11182 [DTC] - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-5938 - X-Coordinate,STARLINK-5775 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-4174 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-31922 - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-3210 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-30770 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-2361 - X-Coordinate,STARLINK-1956 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-4255 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-6060 - X-Coordinate,STARLINK-2449 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-31334 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-31202 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-4738 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-32093 - X-Coordinate,STARLINK-5393 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-5247 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-6368 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-3885 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-2392 - X-Coordinate,STARLINK-30932 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-4087 - X-Coordinate,STARLINK-1781 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-5375 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-4098 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-3189 - X-Coordinate,STARLINK-2308 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5742 - Y-Coordinate,STARLINK-5899 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-2022 - Y-Coordinate,STARLINK-30150 - Y-Coordinate,STARLINK-5045 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-11182 [DTC] - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-5938 - Y-Coordinate,STARLINK-5775 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-4174 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-31922 - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-3210 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-30770 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-2361 - Y-Coordinate,STARLINK-1956 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-4255 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-6060 - Y-Coordinate,STARLINK-2449 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-31334 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-31202 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-4738 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-32093 - Y-Coordinate,STARLINK-5393 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-5247 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-6368 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-3885 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-2392 - Y-Coordinate,STARLINK-30932 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-4087 - Y-Coordinate,STARLINK-1781 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-5375 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-4098 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-3189 - Y-Coordinate,STARLINK-2308 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5742 - Z-Coordinate,STARLINK-5899 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-2022 - Z-Coordinate,STARLINK-30150 - Z-Coordinate,STARLINK-5045 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-11182 [DTC] - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-5938 - Z-Coordinate,STARLINK-5775 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-4174 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-31922 - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-3210 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-30770 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-2361 - Z-Coordinate,STARLINK-1956 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-4255 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-6060 - Z-Coordinate,STARLINK-2449 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-31334 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-31202 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-4738 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-32093 - Z-Coordinate,STARLINK-5393 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-5247 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-6368 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-3885 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-2392 - Z-Coordinate,STARLINK-30932 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-4087 - Z-Coordinate,STARLINK-1781 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-5375 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-4098 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-3189 - Z-Coordinate,STARLINK-2308 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4155.2708,-2327.7464,2595.1370,2172.4452,-2212.4214,5510.3431,-3849.7419,-5876.4116,6852.1277,-3613.2719,5433.1797,-5551.3166,2231.6179,5330.3019,-3165.0653,5776.4445,4551.3029,5520.2375,6014.8313,-4413.3080,5714.4776,-6866.4327,1979.5176,5514.6055,4884.1154,6846.7206,-3849.9126,4808.2127,6352.8311,4309.5942,3044.0373,1562.3397,624.4302,-5081.8060,6136.8875,-5319.7423,5153.6135,4450.1815,616.6187,-5252.3226,-691.3701,5440.6375,-4323.2042,-6345.3343,6049.8121,-2153.3860,-5872.1292,1231.6236,3512.3741,3625.0275,5799.9401,-5823.7815,-1261.8868,-3469.8928,3175.1430,1894.0673,1258.6578,3343.7678,-4788.7924,-6082.2374,6458.2252,-4211.4868,-32.4414,3780.4309,2133.6997,-5584.6429,6460.9076,5393.6168,-5489.3247,6226.3658,6068.3067,4269.1835,3913.0616,-6370.5450,-850.4570,-2533.6692,3511.9312,-1399.0924,-5956.2573,-2326.9641,395.5468,-2608.0521,-3393.0079,1869.3149,810.5228,691.5943,2487.1631,5650.7242,5110.4592,3814.6054,1621.9252,3882.8027,-3850.1338,-4864.9762,-3968.6922,473.2124,5581.5570,-2598.5988,3037.2737,230.3984,-401390.3044,-391397.6745,-390087.2241,-392147.8278,-393516.6531,-391799.6020,-384648.0885,-387447.2109,115911668.3057,115929173.3076,115914595.2044,115922303.9665,-387979.1380,115917989.2208,-4219.7235,4843.7164,4949.1300,-6110.5492,5744.4166,864.6813,-2752.5784,3275.4678,-24.5693,3194.9788,3093.6787,4003.5838,5703.3653,-3706.4752,3055.5902,753.8128,4938.2488,-3858.2247,86.4517,3810.7807,3490.4830,-173.8404,3758.1490,4128.1132,2217.7251,382.5282,-1979.8255,-1283.5471,-263.1657,-2545.1244,5395.7474,3994.8409,-5236.1393,-2010.4448,-2167.8762,3168.4658,-1044.3400,5247.2518,6132.2716,-4280.4470,-6027.1428,4269.5219,2691.9549,1440.5796,2249.1608,5164.8357,2107.1225,6583.9295,-2696.3905,-2295.3405,1283.5596,1691.4597,-6737.2265,5639.6451,5181.7432,4832.6298,-5611.1595,4142.6953,1822.8078,260.3569,1900.7146,166.1009,-4173.0328,-1624.3217,-6250.6754,-1710.6615,491.5141,158.2026,-662.8732,6.6441,-1228.2284,-5149.1641,-3553.8181,-1083.3682,-4733.7945,3810.2318,-5717.8557,-272.8419,-3023.9474,4836.2462,6458.9182,-4241.1339,3834.2032,-6631.0803,5933.5687,-5268.3322,-4691.6731,2290.4155,1028.6119,5113.9229,-6675.6121,-5319.4382,5444.4245,-4798.7179,5491.7660,-5191.2366,-1037.5253,4557.3597,-4605.6722,-4557.1187,119205.5973,111079.2101,117006.0509,115191.5373,106755.2512,108154.3354,110123.2728,110063.3898,-24366641.6829,-24359518.7035,-24335726.2245,-24340772.6522,111558.3223,-24349902.2115,3459.2990,-4382.5372,4116.5567,2170.5064,-3120.8588,-4136.9500,-4967.3410,-651.2377,733.2220,4936.2965,-2534.8156,-1061.5885,-2815.8052,2365.2856,5378.3530,3740.1782,-1240.5888,-988.9011,3225.9250,3741.9404,807.6782,516.0391,5356.2643,-669.6455,-4361.6579,696.3628,5259.0721,4636.5058,-2836.0636,-4651.0027,-2822.2391,-5469.0893,-4305.8606,-4031.1927,2254.1248,3036.3132,-4523.4320,-487.7350,-3169.4161,-1280.8566,-3115.7924,-107.5827,4666.5060,-1871.6502,2220.2837,-4039.4134,-2750.1564,-1671.7948,5236.9280,5286.5742,-3024.7866,-3271.2728,-813.8946,-1985.7732,3379.6206,4513.3750,3829.8189,4312.2160,4660.0611,3196.8792,-1280.3125,-5516.1829,-5471.7514,-5340.7708,1813.0791,3604.2175,2405.2396,-4345.8103,-4182.9871,-2784.0714,2833.3431,692.6529,-4467.4344,2345.4050,4907.2494,-5187.3914,1722.9092,-6796.9458,1181.0842,4315.2894,-2589.0758,4781.9036,-4499.1851,734.1931,-3458.6654,-4404.1569,-4463.5757,3078.8258,-4444.0706,2571.5932,-642.2514,-2063.5662,1621.8669,-1122.0198,-1086.2633,4556.1809,-3914.3443,4469.3995,4116.7700,-5011.7794,41080.8714,38951.3544,41924.3145,41539.1486,45723.5524,37438.9600,31478.0052,39263.9942,7034402.6731,7067805.4602,7046906.2138,7035640.3744,40025.0241,7044262.5262,
300.000,3119.8547,-851.8781,3924.9145,718.9059,-532.3559,5017.6254,-4103.2718,-5118.1322,6310.9447,-1615.2655,6360.0996,-4586.2744,3631.8266,4557.8934,-3310.3033,6335.8139,5009.2655,4181.2334,6512.0104,-2556.6732,6365.3856,-6414.3372,3528.5313,6030.4332,4514.6932,6387.1338,-5111.1956,4058.2421,6846.7338,3091.0748,4399.5098,3059.3834,-1473.6638,-6223.8004,5941.0081,-5001.1863,4142.2887,5064.7036,2242.9285,-6012.2205,-1966.0171,5927.7739,-3174.4416,-5270.8365,6718.8536,-270.7943,-4497.7257,2322.3850,2652.9982,1909.7202,5296.0019,-4396.2486,-2419.5699,-2495.6943,4157.3792,3674.6184,-48.9864,4455.4726,-4040.1703,-6489.6413,6301.7886,-5433.1213,-2161.9213,3043.1109,995.4964,-4944.4555,5642.0104,5688.6734,-4940.5821,5220.1931,4792.7564,2971.2489,2684.8543,-5686.6281,-2731.3324,-409.4595,1824.4562,610.0620,-6479.7394,-1172.6140,1030.7843,-3547.0745,-1443.2109,286.5969,2588.3671,-1099.2510,794.6985,6577.1753,6067.5657,5051.7412,323.5607,2350.3766,-2886.5751,-5861.2369,-2942.4265,-1642.8180,4177.1387,-497.5359,2096.3797,-1643.2385,-403786.1839,-393466.8103,-392227.8241,-394273.7815,-395798.7728,-394007.4058,-386980.2349,-389786.7353,116419712.3534,116437635.4387,116422125.5681,116429889.7351,-390250.6369,116426009.0840,-5685.1807,3854.3332,3339.4054,-6767.5407,5268.8023,-1164.9319,-638.5901,4250.8628,-1238.8062,3889.9789,2103.4234,5165.7948,5567.2702,-5114.1938,4700.8757,-998.1855,3606.4683,-4789.4806,-1295.8605,4631.9971,2102.5613,1044.0633,2209.1072,2636.6927,255.4482,-855.0741,-353.6614,-3308.0805,-968.5354,-4310.1603,5071.1501,4761.8058,-4762.0211,-794.5913,-3454.2776,4549.2138,-2934.7869,4110.2095,5093.3068,-3329.8662,-4806.9457,3132.5122,4463.6047,2829.3683,1127.7692,4708.9803,3400.4237,5608.4789,-4532.5062,-3661.1503,-625.7197,2750.2312,-6383.6075,6441.4058,5396.7288,4827.9996,-6506.8729,2311.8766,3784.0787,1658.7759,250.8544,1352.6007,-4207.3883,-3630.7840,-6778.8676,36.2546,-882.4884,-1809.6373,1362.8429,-1362.0663,-2374.0576,-5970.5537,-5169.4628,359.5825,-5013.7196,4126.5556,-5944.6475,-1349.0248,-1908.2488,6107.4113,5326.4662,-2379.6196,4788.6640,-6561.4506,6010.0578,-4352.5769,-5799.2365,1185.4162,-453.1848,4595.8238,-6468.0080,-5389.7656,6225.6646,-3661.0071,6153.6405,-4800.3110,-2332.2316,5017.5607,-5978.1543,-5185.2068,110538.6609,103145.3940,108773.3117,106896.3194,98460.0037,99917.0091,101845.9699,101627.5926,-21825830.4872,-21818863.0676,-21795198.0006,-21799604.4750,103299.3374,-21809173.5551,2238.1004,-5702.3569,4648.7013,692.2155,-4427.5766,-4657.4596,-5461.6360,1179.5931,2468.4227,5465.6470,-789.1688,482.0790,-1110.6916,917.2021,3905.3281,2609.4706,-2925.1330,-2435.2100,1592.5035,4471.6273,-758.7123,2275.4336,5422.1776,-2144.2842,-5230.1842,2438.9496,4491.1770,4342.2515,-797.9053,-4307.1472,-1120.3020,-4034.3987,-4636.9728,-2595.9149,497.2103,1373.4588,-4726.2781,-2248.6912,-4130.6567,534.6636,-4421.6913,1690.2253,4209.9916,-3172.9666,453.4240,-5038.9965,-3834.2009,-3290.9369,4412.2798,5413.1289,-4000.6001,-4538.6332,1004.6703,-205.1088,1406.6035,3244.8273,2330.2869,4662.3163,4164.4769,1564.3405,-2683.4500,-4104.3751,-4997.7568,-4796.6634,14.0910,4757.0277,3889.4231,-3515.4925,-4669.4051,-4174.5211,4209.8469,-875.7275,-3736.4971,3841.7885,3826.7294,-5536.3520,3050.5191,-6785.5413,-646.4406,2963.5659,-4377.3239,5421.8322,-4630.8685,2201.6133,-2234.7508,-5242.6631,-3721.7918,1422.8768,-3145.8762,842.9797,-2385.6944,-3615.7885,-184.2756,420.3429,732.8036,4710.4869,-4967.2147,4697.7641,2699.1706,-4042.9067,41168.1644,39200.1250,42105.6180,41479.7729,45887.8474,37826.9533,31516.1591,39836.9802,7034044.2474,7067584.7933,7047234.2879,7035621.5814,40142.0970,7044058.1562,
600.000,1793.8488,764.9065,4916.7768,-800.4565,1236.5357,4082.1594,-4002.4002,-3805.3794,5137.1181,533.0181,6600.7745,-3171.5860,4630.8251,3346.7500,-3167.9422,6293.4646,4977.6723,2403.5108,6341.6278,-455.2039,6347.6063,-5317.8771,4759.5369,5973.3952,3749.8999,5288.9147,-5872.4868,2933.9326,6649.5435,1598.1103,5286.1728,4210.2593,-3437.2469,-6716.5218,5149.9621,-4193.0817,2769.3329,5192.0985,3686.8354,-6170.6387,-3085.7313,5836.4200,-1753.5313,-3650.7078,6691.4412,1670.1175,-2671.3674,3218.4400,1573.5035,33.4451,4243.4564,-2535.3062,-3345.7849,-1274.5141,4704.1782,5066.0719,-1326.2147,5162.3894,-2939.6333,-6247.6861,5525.5849,-6128.2693,-4063.5731,2034.8416,-244.5152,-3840.7043,4277.1691,5460.1440,-3954.1345,3690.4707,3025.8414,1349.5578,1230.0039,-4446.1872,-4312.7156,1752.1544,-59.6419,2597.1243,-6321.9497,66.3994,1619.5963,-4191.6133,635.5892,-1343.4826,4098.0277,-2820.7033,-945.3171,6823.8951,6419.5356,5772.0996,-1032.7727,557.0306,-1627.0564,-6289.1035,-1608.5001,-3610.2345,2375.5319,1646.9202,975.0245,-3313.9806,-405993.1616,-395338.4557,-394190.8775,-396213.8915,-397903.1210,-396032.6868,-389135.8992,-391982.4827,116872069.5446,116890420.8538,116873985.0252,116881769.4222,-392346.3044,116878345.8805,-6578.7216,2524.8171,1427.3972,-6740.3545,4302.3415,-3102.8590,1541.8490,4783.6266,-2356.3690,4257.7977,895.8873,5828.6125,4839.7355,-6016.3374,5850.8116,-2632.3945,1883.3755,-5251.5395,-2526.8050,5047.2542,485.8691,2182.5744,476.8567,873.6612,-1758.9750,-2034.1874,1267.7436,-5002.1370,-1565.6039,-5656.8546,4225.7737,5085.1021,-3843.6380,475.2926,-4388.0014,5463.6390,-4566.5780,2546.0563,3580.4382,-2039.1070,-3103.8133,1668.3916,5812.7783,3954.7485,-105.1494,3830.9378,4384.4506,4073.5111,-5914.6400,-4696.2324,-2494.5021,3583.9752,-5386.9867,6599.4690,5076.9447,4368.2088,-6761.1350,266.7995,5383.2233,2872.9916,-1447.0448,2354.1373,-3873.9152,-5257.2787,-6612.1343,1817.3779,-2209.6488,-3583.3730,3277.6377,-2634.6266,-3320.3941,-6160.8470,-6291.9820,1805.4639,-4823.2573,4096.5677,-5616.2114,-2195.9122,-584.1707,6769.6296,3664.7779,-297.2910,5297.0139,-5862.7802,5514.5845,-3046.2339,-6367.0758,-25.5668,-1856.3787,3620.6721,-5621.5932,-4953.0444,6373.4435,-2163.4317,6191.6687,-3987.5225,-3445.9522,5028.9724,-6747.4983,-5302.1951,101822.9946,95176.2991,100492.3732,98554.0033,90118.4792,91643.5262,93519.9581,93275.1027,-19274446.0168,-19267618.1319,-19244127.9558,-19247894.0258,94994.1919,-19257872.1598,769.7221,-6414.7076,4685.8970,-863.2514,-5255.1344,-4682.9714,-5355.0080,2874.0963,3934.3642,5403.7268,1048.1706,1973.9110,723.7085,-630.0351,2017.9908,1198.4829,-4282.5797,-3606.4318,-219.3742,4722.4758,-2237.0016,3786.2427,4884.9675,-3388.3330,-5535.9907,3915.6491,3218.0752,3557.0551,1324.6565,-3482.6921,708.3437,-2171.8134,-4445.3818,-865.2100,-1313.9769,-438.6724,-4425.0585,-3765.4842,-4650.0369,2291.9085,-5231.8650,3305.5860,3298.8376,-4110.2948,-1364.2832,-5493.5379,-4487.5958,-4553.8644,3101.0826,4930.3820,-4496.4148,-5312.4641,2714.0900,1597.7008,-715.5627,1621.2912,579.0350,4496.5500,3222.7490,-239.6947,-3789.4829,-2255.7114,-3978.3131,-3696.4799,-1786.4935,5385.9992,4953.6173,-2308.4215,-4657.1863,-5096.9645,5111.3369,-2341.5165,-2603.9502,4916.6091,2326.4874,-5290.7385,4050.8456,-6055.6165,-2400.2173,1288.7244,-5705.5209,5475.6693,-4242.3437,3432.7440,-769.7739,-5514.2475,-2582.6950,-392.1806,-1498.8697,-977.9782,-3870.3597,-4776.3698,-1970.1206,1917.4803,2470.8557,4359.6406,-5481.4409,4415.4465,986.8507,-2612.0023,41255.3120,39459.8695,42283.1621,41416.9462,46049.0082,38220.8635,31558.9654,40434.4204,7033690.2251,7067359.8589,7047558.4998,7035616.3686,40259.1488,7043853.6616,
