sl_100_5400_20290412 Coordinates.csv
2029/04/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:45:26 2024,
Start: 2029/04/12 07:47:00.00, Stop: 2029/04/12 09:17:00.00,
TIME_UNITS,STARLINK-5890 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-4260 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-3974 - X-Coordinate,STARLINK-2484 - X-Coordinate,STARLINK-5100 - X-Coordinate,STARLINK-3687 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-3840 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-5285 - X-Coordinate,STARLINK-2714 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-2396 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-31673 - X-Coordinate,STARLINK-31218 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-5042 - X-Coordinate,STARLINK-2703 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-4078 - X-Coordinate,STARLINK-3788 - X-Coordinate,STARLINK-30507 - X-Coordinate,STARLINK-30383 - X-Coordinate,STARLINK-3870 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-30320 - X-Coordinate,STARLINK-32187 - X-Coordinate,STARLINK-31680 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-31995 - X-Coordinate,STARLINK-32042 - X-Coordinate,STARLINK-31945 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-4025 - X-Coordinate,STARLINK-30310 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-5515 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-3750 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-4693 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-6337 - X-Coordinate,STARLINK-2037 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-31583 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-30951 - X-Coordinate,STARLINK-3979 - X-Coordinate,STARLINK-31101 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-11155 [DTC] - X-Coordinate,STARLINK-30871 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-30354 - X-Coordinate,STARLINK-1582 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-5722 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-31022 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-30900 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-5386 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-3994 - X-Coordinate,STARLINK-31323 - X-Coordinate,STARLINK-4592 - X-Coordinate,STARLINK-6132 - X-Coordinate,STARLINK-1043 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-6314 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-31896 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-4260 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-3974 - Y-Coordinate,STARLINK-2484 - Y-Coordinate,STARLINK-5100 - Y-Coordinate,STARLINK-3687 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-3840 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-5285 - Y-Coordinate,STARLINK-2714 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-2396 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-31673 - Y-Coordinate,STARLINK-31218 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-5042 - Y-Coordinate,STARLINK-2703 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-4078 - Y-Coordinate,STARLINK-3788 - Y-Coordinate,STARLINK-30507 - Y-Coordinate,STARLINK-30383 - Y-Coordinate,STARLINK-3870 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-30320 - Y-Coordinate,STARLINK-32187 - Y-Coordinate,STARLINK-31680 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-31995 - Y-Coordinate,STARLINK-32042 - Y-Coordinate,STARLINK-31945 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-4025 - Y-Coordinate,STARLINK-30310 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-5515 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-3750 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-4693 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-6337 - Y-Coordinate,STARLINK-2037 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-31583 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-30951 - Y-Coordinate,STARLINK-3979 - Y-Coordinate,STARLINK-31101 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-11155 [DTC] - Y-Coordinate,STARLINK-30871 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-30354 - Y-Coordinate,STARLINK-1582 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-5722 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-31022 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-30900 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-5386 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-3994 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,STARLINK-4592 - Y-Coordinate,STARLINK-6132 - Y-Coordinate,STARLINK-1043 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-6314 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-4260 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-3974 - Z-Coordinate,STARLINK-2484 - Z-Coordinate,STARLINK-5100 - Z-Coordinate,STARLINK-3687 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-3840 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-5285 - Z-Coordinate,STARLINK-2714 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-2396 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-31673 - Z-Coordinate,STARLINK-31218 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-5042 - Z-Coordinate,STARLINK-2703 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-4078 - Z-Coordinate,STARLINK-3788 - Z-Coordinate,STARLINK-30507 - Z-Coordinate,STARLINK-30383 - Z-Coordinate,STARLINK-3870 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-30320 - Z-Coordinate,STARLINK-32187 - Z-Coordinate,STARLINK-31680 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-31995 - Z-Coordinate,STARLINK-32042 - Z-Coordinate,STARLINK-31945 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-4025 - Z-Coordinate,STARLINK-30310 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-5515 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-3750 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-4693 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-6337 - Z-Coordinate,STARLINK-2037 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-31583 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-30951 - Z-Coordinate,STARLINK-3979 - Z-Coordinate,STARLINK-31101 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-11155 [DTC] - Z-Coordinate,STARLINK-30871 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-30354 - Z-Coordinate,STARLINK-1582 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-5722 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-31022 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-30900 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-5386 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-3994 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,STARLINK-4592 - Z-Coordinate,STARLINK-6132 - Z-Coordinate,STARLINK-1043 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-6314 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6677.2408,5452.4065,4882.0117,-2687.9712,4345.8683,-2115.9740,553.9452,-930.1033,-1411.6975,0.0000,-5754.2548,-3625.6180,-53.0302,-6359.2767,-691.9871,3484.1988,6165.3688,5886.4473,4056.7565,232.5153,-5526.0181,4762.5630,5360.3964,2339.2420,-4718.0790,4029.6205,938.2838,-5871.4930,-6397.8058,4923.7916,1959.4062,-4111.7789,-203.7595,4114.2314,-5511.9502,1203.8879,551.9358,-3879.7606,0.0000,-6017.6427,-3898.9246,-1635.8351,1047.0188,4463.2775,-4970.1127,-1733.2043,5607.1590,3222.3108,4277.2631,-1842.5618,4142.9535,-5386.6795,-6716.4356,-4359.1436,-5560.6632,-1043.7528,-4447.7390,4693.7462,131.5416,-510.4610,-548.2053,-2145.3244,2335.0978,-3568.2401,-3892.3713,-6357.7261,411.4870,3764.9857,4793.1369,2799.2411,-3262.5993,-4815.6170,-6712.8755,-5145.5569,6862.5605,-2730.3941,-3877.3698,-4625.3429,4692.4394,3973.5562,3824.8963,2391.4612,-1852.3838,5178.3146,4009.8503,-5514.8058,-5638.2832,1790.1749,-2895.4296,5616.2229,-682.3977,95.0078,3193.4451,-5701.9636,-4708.5163,-3596.6101,-6456.2080,-5963.4111,3746.0124,-1910.1362,-289272.8225,-290167.1224,-282514.4601,-285016.3819,-289960.0598,-287846.6523,-280531.5935,-283598.6129,73884566.4528,73867128.9162,73871007.8510,73877726.2050,-282886.8561,73870385.3294,1819.8734,4023.6129,-3514.2665,3192.0560,188.6852,-3600.3894,6528.9856,-4929.0132,5790.3307,0.0000,3651.5413,3323.9968,6941.7142,-594.7184,-4126.6033,3584.9073,766.4101,-3276.4672,3195.5000,5778.5355,2556.5277,-1024.6184,3617.0072,-4389.5728,158.9239,717.2748,-3974.2679,80.2119,1290.0529,1203.2773,4762.7139,-5422.0404,-6464.9631,5525.3408,-565.0279,-5317.2578,1216.8436,-3613.6127,0.0000,-2870.8978,-1451.3420,4893.9337,6687.9213,-2582.6226,-4475.5717,3988.4473,4042.0944,4453.6220,-3301.0643,-6636.4764,-1762.4073,2719.2436,585.1441,-4469.0564,-3940.1248,4993.6816,-477.8591,-4675.9428,-6627.1798,6861.7978,5192.9417,5828.2427,-3914.1846,-2159.6159,1408.9718,-1830.1809,828.2931,3588.8830,-400.0977,4265.8164,4391.3605,-1008.7316,1311.3312,-266.1204,22.0034,-3267.4567,1568.0373,2830.0309,2682.0288,4041.4085,1608.0151,-5748.6680,6242.4367,1992.8508,-805.5898,1169.4909,-2971.5968,4876.9460,3098.5545,-705.9362,-6069.2863,4778.3365,4213.0004,-3786.3650,4903.5585,5885.6374,-492.8936,-1611.0688,-3817.9027,5470.0963,305169.3700,281722.0922,293837.5706,293127.4690,286153.6900,286679.2744,285233.4900,286993.7879,-66815032.9497,-66788924.4392,-66822315.0805,-66803918.6298,287991.5293,-66804980.0590,259.5959,1356.7207,3358.9163,-5506.0779,-5360.1809,-5339.5970,2211.1489,-4743.6858,3505.6846,0.0000,-1258.3326,4703.4257,-170.1489,-2472.2706,5482.8118,4645.8921,2871.8526,1627.0510,-4660.5895,-3808.4265,3080.4769,-4918.6776,1986.2115,4516.2573,-4643.1201,5455.6488,5374.9140,3649.3296,1655.0744,-4723.9830,-4650.5783,-1149.8173,-2391.0373,478.2654,-4091.2415,-4231.2392,-6790.3816,4240.6234,0.0000,1420.5484,5541.2436,-4510.5494,589.9517,-4537.2119,1425.9588,5205.7511,64.8658,4107.9368,-4347.7452,-811.2654,5222.7071,-3224.6692,1182.9053,2615.6065,-1287.5839,-4701.5551,5256.2207,1620.6368,1999.5540,837.9699,-4556.5577,-3083.1262,-5171.5930,-5500.2119,5532.3873,-1496.4216,6869.3071,4580.8251,-4932.6942,-4691.9806,4089.2571,-4490.1011,1100.6750,-4641.2793,-922.8842,-5359.8820,5533.3110,4287.2101,-4394.2879,-3842.8495,5494.3768,-2966.1036,2349.4174,3829.9239,-5330.6750,-4038.5094,2306.7845,-4530.7453,-5448.4646,-3918.4344,-3046.5237,-4997.8090,-4456.3701,573.1220,836.0813,-499.2493,1983.9957,3126.4985,4377.0418,-3578.9577,50403.6087,45258.5348,49810.8430,49566.1389,53661.7901,45287.0945,39434.9560,49250.4299,5397169.5492,5381008.6393,5371106.1843,5377035.3566,47963.0876,5386435.6917,
300.000,-5902.8323,6327.4063,4475.0892,-792.9671,4782.6386,-4030.3582,2141.0561,-2454.3804,-164.7690,0.0000,-4430.3769,-1602.9754,567.7359,-6774.4276,-2798.0208,4913.0592,5320.8932,4545.3361,3406.0286,1686.6280,-5355.4749,4976.7760,6219.9468,1124.0947,-5272.9846,4181.5662,-1159.7894,-4730.0197,-5371.4008,5209.2152,3899.8766,-4703.7850,-1482.3196,5176.0828,-4902.1175,-613.8893,-1543.8149,-4144.4850,0.0000,-5907.5160,-4595.5571,337.6829,2172.8677,4188.9817,-5523.6736,456.5109,6011.9546,4327.4073,5452.4405,-3157.6383,2573.8216,-3784.4640,-5955.6571,-4961.2447,-6257.3066,1037.3495,-5109.3967,3613.1606,-510.9798,1031.2980,1569.2467,-244.0413,193.5123,-4716.3408,-2982.2305,-6146.3593,-1608.6954,4792.4418,5244.0526,4354.1489,-1292.0388,-5793.3221,-6334.4704,-4765.9323,6733.6001,-4487.5562,-4626.3683,-2950.3759,3814.3048,5518.7712,4312.4064,949.0991,-79.8405,4649.7251,3673.6385,-4313.1683,-6472.9314,3564.2525,-984.2199,6024.2160,-1952.8189,1929.9681,4420.9022,-6206.7398,-3431.3911,-2321.3976,-6728.5174,-6682.5801,1813.6958,109.1709,-295737.2891,-296020.4748,-288422.7573,-290942.5981,-296022.6079,-293820.5611,-286631.4217,-289569.3892,75330473.0464,75312707.8510,75317398.8339,75323668.4922,-288923.9772,75316241.8350,3156.9327,2777.7970,-4939.6294,4257.1542,-1818.6448,-2702.4638,6535.4439,-3520.8743,6639.8612,0.0000,4619.1036,3899.6507,6642.2828,673.7295,-3878.0825,1981.3551,-724.2235,-4303.0087,1474.6171,4587.3400,3986.6560,-2901.3939,2658.7366,-5760.3701,1983.1747,-1455.5773,-4479.6973,1538.8712,2386.8100,-917.9938,3992.4886,-4176.1677,-5506.6893,4447.0600,1441.2891,-4546.7963,311.7539,-1616.2179,0.0000,-1433.1453,573.3937,4352.7380,5991.4248,-4347.0990,-2888.6376,4053.2454,2858.9229,2657.9099,-3546.5191,-5743.8673,-3250.4819,3498.0909,1756.7337,-2689.4276,-2941.3421,5357.1697,1424.3083,-5786.9465,-6905.5658,6457.0580,4829.2550,5606.1906,-4142.3281,-369.6681,3367.9237,-144.2156,1824.1416,1697.7084,-2247.1576,2776.5222,4405.8481,548.1769,2774.4897,1853.3656,-1481.0120,-2139.1597,3109.4878,4132.4104,1145.9863,2968.2219,-514.7210,-6635.3266,5942.3828,121.4516,-2925.2060,2861.6693,-1944.5436,4916.9743,4142.0375,-2264.2784,-4865.9248,3720.8624,2457.7538,-2671.6100,5341.2852,6114.1064,763.9458,-52.4885,-4724.6271,5234.1463,298901.4069,275706.4711,287731.7285,286957.8253,280051.8644,280592.8940,279170.8469,281320.6983,-65182834.1344,-65156656.1960,-65189733.2871,-65170984.5322,281916.8655,-65172714.2285,1768.8293,-178.8519,1752.8367,-5382.7690,-4633.0363,-4732.9731,743.9580,-5407.5827,1930.6053,0.0000,-2661.1355,5340.7785,1936.5568,-732.6167,4971.5087,4303.4392,4240.3908,2971.3204,-5883.8562,-4905.5475,1420.8972,-3837.5025,193.1438,3274.1743,-3476.8978,5187.9139,4915.7223,4799.5938,3279.4339,-4475.4241,-4123.1217,-2842.1857,-3878.6028,-1067.3100,-4618.9500,-5155.3963,-6739.1322,5126.6835,0.0000,3080.3659,5155.5263,-5283.9113,2350.7377,-3275.0746,2806.8613,5419.1729,1854.1020,4614.1637,-2400.6654,-2270.1897,5509.2418,-4500.8593,2874.9906,3734.3607,518.7777,-4284.2328,4418.9899,90.2008,-107.1741,2293.7474,-4716.8937,-4074.1299,-5506.5699,-5026.1435,5245.7134,-2868.0648,6491.0694,4709.9419,-3860.8654,-4624.0697,5054.1748,-3239.8060,-441.7671,-4684.2889,623.1579,-4705.1403,4130.5495,4689.5281,-5715.4659,-2759.2463,5343.1293,-1619.0307,3545.9580,4878.1252,-4804.9656,-4615.7419,543.1287,-3259.6623,-5435.1825,-2441.6460,-4370.9260,-5499.8750,-4714.2585,-1242.4489,2564.5953,-2253.6009,191.5264,1816.0424,4705.9330,-4356.3070,50498.1552,45399.9795,49993.9870,49506.1397,53827.3180,45672.8633,39470.8125,49634.9930,5397598.4752,5382131.5187,5371486.4952,5377587.5691,48079.5094,5386994.6694,
600.000,-4550.4411,6583.9064,3635.0984,1148.4410,4788.8383,-5532.1809,3512.5177,-3783.8778,1076.9881,0.0000,-2668.4059,581.5523,1156.2950,-6495.5430,-4621.0693,5869.6057,3953.8167,2756.7746,2477.7775,3022.7920,-4641.6110,4735.5044,6416.6230,-175.4425,-5256.8261,3959.8470,-3112.0339,-3143.9986,-3765.4967,5031.6769,5468.7607,-4853.3770,-2654.8382,5738.1203,-3847.3568,-2408.4195,-3433.2453,-4032.7242,0.0000,-5203.5961,-4891.3408,2306.4546,3097.5719,3524.3716,-5541.3057,2599.7215,5829.6898,5043.2896,6049.7661,-4188.8852,786.6413,-1792.0810,-4584.8940,-5081.4665,-6338.6978,3003.1338,-5301.6403,2165.0660,-1102.3280,2494.5819,3545.2810,1704.0526,-1966.6461,-5436.1432,-1831.8210,-5312.8801,-3496.1226,5397.0633,5202.8903,5517.3140,829.9251,-6143.5819,-5339.4555,-3970.2713,5947.9476,-5803.3967,-4945.1634,-1008.7095,2608.7688,6508.1598,4424.9713,-571.2606,1726.5336,3668.2606,2995.9428,-2723.2387,-6621.3209,4961.3677,994.7341,5840.7273,-3069.6379,3612.1957,5257.3465,-6088.3517,-1783.4309,-794.7280,-6287.3487,-6756.7608,-282.2709,2137.4972,-302065.3757,-301746.2053,-294199.8971,-296730.0317,-301953.0276,-299653.7535,-292601.4214,-295379.0552,76740322.7328,76722227.8851,76727715.5643,76733508.8093,-294830.6483,76726038.1690,4203.5145,1258.6260,-5857.6598,4950.3514,-3620.8030,-1572.9504,5906.7818,-1797.4324,6832.9534,0.0000,5163.0133,4130.6097,5665.8761,1864.7920,-3298.2126,209.7494,-2183.3437,-4939.9823,-435.4053,2969.0886,4992.0226,-4469.2181,1419.6529,-6515.4332,3552.9666,-3467.9872,-4559.9841,2892.5824,3264.4538,-2939.3200,2876.4370,-2496.8497,-4008.2383,2925.9876,3328.1844,-3366.8597,-713.6478,560.2753,0.0000,182.6913,2515.5604,3420.6038,4662.9763,-5657.1915,-994.0966,3754.5579,1373.6855,611.3435,-3376.2752,-4292.9346,-4462.0276,3969.7157,2780.8701,-618.7005,-1646.8053,5241.8850,3154.7656,-6307.5346,-6473.9288,5430.6776,4042.4707,4873.7411,-4018.2637,1419.0711,5011.5827,1581.0079,2541.4719,-337.9747,-3842.0603,1052.0756,4021.2579,2010.3543,3972.1527,3802.1535,-2845.7875,-842.4898,4298.2540,5071.6796,-555.3376,1623.1403,-2568.6591,-6869.7683,5086.1965,-1796.9835,-4726.7411,4311.7192,-718.0055,4494.9118,4826.3312,-3571.7779,-3174.0603,2343.1399,484.9366,-1273.3733,5253.8442,5749.5531,1937.4569,1494.3348,-5213.6308,4501.2073,292495.2782,269572.2335,281496.7161,280656.5158,273822.5534,274385.6391,272979.0946,275570.2799,-63519348.6318,-63493119.9747,-63525846.5144,-63506765.8260,275715.6688,-63509163.7069,3087.9140,-1695.1205,-44.2748,-4679.0839,-3404.6042,-3586.2037,-803.4684,-5487.2891,147.3841,0.0000,-3779.0064,5375.9090,3836.7446,1088.4285,3921.4991,3479.3113,5137.8174,3997.0887,-6486.1845,-5477.0950,-398.0687,-2344.1750,-1622.1806,1648.2948,-1882.5571,4339.0073,3888.9828,5432.7741,4521.0731,-3747.9171,-3156.1563,-4226.4663,-4945.0750,-2497.3228,-4643.7041,-5521.8156,-5966.7191,5430.1159,0.0000,4393.3694,4218.9192,-5474.0000,3844.1667,-1652.7345,3874.5814,5015.6791,3442.8935,4612.2608,-196.7524,-3486.5122,5198.4866,-5277.1489,4247.2507,4424.0926,2269.5619,-3410.0407,3103.7345,-1450.3944,-2202.4117,3503.6337,-4372.9813,-4630.0022,-5244.0849,-4008.4703,4393.8297,-3912.4041,5421.2195,4335.5630,-2368.4461,-4062.0257,5454.7136,-1599.1586,-1936.8435,-4227.4132,2102.1397,-3528.5487,2287.3276,4586.4774,-6435.7841,-1369.2377,4610.0776,-95.8182,4361.2743,5360.4570,-3716.6856,-4700.4546,-1282.6912,-1633.8337,-4834.8256,-697.9243,-5206.3311,-5410.7227,-4464.6801,-2921.3744,4008.2791,-3765.1400,-1622.9427,310.4855,4527.4502,-4642.9716,50592.5066,45542.6541,50173.4605,49442.5617,53989.6895,46064.6021,39511.3324,49900.0374,5398022.5391,5383258.0476,5371871.6164,5378160.1186,48195.9057,5387553.5797,
