sl_100_86400_20290711 Coordinates.csv
2029/07/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:50 2024,
Start: 2029/07/11 07:47:00.00, Stop: 2029/07/12 07:47:00.00,
TIME_UNITS,STARLINK-2569 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-31686 - X-Coordinate,STARLINK-3776 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-1646 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-5229 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-2598 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-2541 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-30302 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-11100 [DTC] - X-Coordinate,STARLINK-3790 - X-Coordinate,STARLINK-3917 - X-Coordinate,STARLINK-3823 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-11179 [DTC] - X-Coordinate,STARLINK-3694 - X-Coordinate,STARLINK-6146 - X-Coordinate,STARLINK-3800 - X-Coordinate,STARLINK-30112 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-2271 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-5928 - X-Coordinate,STARLINK-3792 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-30172 - X-Coordinate,STARLINK-5055 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-4393 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-32227 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-30837 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-2031 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-4758 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-5507 - X-Coordinate,STARLINK-3370 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-1554 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-4200 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-5452 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-5602 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-3179 - X-Coordinate,STARLINK-2646 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-3933 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-1906 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-1213 - X-Coordinate,STARLINK-6115 - X-Coordinate,STARLINK-1312 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-4017 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-31686 - Y-Coordinate,STARLINK-3776 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-1646 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-5229 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-2598 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-2541 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-30302 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-11100 [DTC] - Y-Coordinate,STARLINK-3790 - Y-Coordinate,STARLINK-3917 - Y-Coordinate,STARLINK-3823 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-11179 [DTC] - Y-Coordinate,STARLINK-3694 - Y-Coordinate,STARLINK-6146 - Y-Coordinate,STARLINK-3800 - Y-Coordinate,STARLINK-30112 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-2271 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-5928 - Y-Coordinate,STARLINK-3792 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-30172 - Y-Coordinate,STARLINK-5055 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-4393 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-32227 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-30837 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-2031 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-4758 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-5507 - Y-Coordinate,STARLINK-3370 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-1554 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-4200 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-5452 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-5602 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-3179 - Y-Coordinate,STARLINK-2646 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-3933 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-1906 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-1213 - Y-Coordinate,STARLINK-6115 - Y-Coordinate,STARLINK-1312 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-31686 - Z-Coordinate,STARLINK-3776 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-1646 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-5229 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-2598 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-2541 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-30302 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-11100 [DTC] - Z-Coordinate,STARLINK-3790 - Z-Coordinate,STARLINK-3917 - Z-Coordinate,STARLINK-3823 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-11179 [DTC] - Z-Coordinate,STARLINK-3694 - Z-Coordinate,STARLINK-6146 - Z-Coordinate,STARLINK-3800 - Z-Coordinate,STARLINK-30112 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-2271 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-5928 - Z-Coordinate,STARLINK-3792 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-30172 - Z-Coordinate,STARLINK-5055 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-4393 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-32227 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-30837 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-2031 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-4758 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-5507 - Z-Coordinate,STARLINK-3370 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-1554 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-4200 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-5452 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-5602 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-3179 - Z-Coordinate,STARLINK-2646 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-3933 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-1906 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-1213 - Z-Coordinate,STARLINK-6115 - Z-Coordinate,STARLINK-1312 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4527.3339,-3357.5832,5514.5071,1797.6485,-5520.7151,-1069.8327,2598.8387,-3404.8219,5188.1503,-1341.3655,6768.9077,4517.1142,3812.9785,-2828.8663,-3411.5202,59.2108,2187.2480,-3747.0062,0.0000,3579.4841,-5288.4199,0.0000,-5777.4327,6825.3001,0.0000,4355.4716,-4900.0067,-3205.2304,-2219.9307,6510.0423,0.0000,781.6526,6609.7033,1278.2303,-4296.6576,-3721.0996,-1001.9904,-2282.3262,2471.6075,-2637.7500,-6002.1320,710.8150,-5536.9660,-4527.4359,1417.0291,1685.8961,-1191.8480,3805.9387,-5698.0812,4225.0418,985.3703,2437.6031,2769.3107,6173.8794,-5548.3843,3325.9406,2892.6312,-4346.7487,2017.7245,3122.2130,-4747.7088,1844.7060,4223.2857,3429.0776,728.7914,1400.4740,-2586.1330,-1065.3524,-4852.4897,3546.8281,-3041.2357,-3861.6504,3554.5535,1720.3101,-1899.4157,110.1530,-5031.9131,5617.9021,4521.0356,-5329.7443,-1715.1318,4473.9609,-2301.3253,2941.2831,-2991.1396,6559.9113,-1051.7982,-515.7892,-2424.6492,-4482.2677,2856.9406,2997.7334,-4183.4237,-6567.0183,2726.7229,0.0000,-240.1473,182.7786,2310.2329,413.0765,-188121.8227,-158578.4910,-183897.3903,-183303.2758,-176593.1980,-176924.7499,-175327.4839,-179906.7549,154266884.2800,154294516.3373,154307471.0748,154274351.9650,-178198.0008,154285981.2005,2188.1209,3358.6821,-3217.0204,-6505.4814,-3836.6376,4730.6513,3338.8041,5966.7344,4349.7279,4934.7712,478.9568,-5229.9215,4165.2735,-3973.3527,4234.2213,-6891.0977,4488.0016,2695.5944,0.0000,5353.8695,863.7416,0.0000,3030.0418,-544.3757,0.0000,-5004.4984,-4860.6520,3114.8219,6544.4153,1171.4494,0.0000,5642.8822,285.9911,6065.8625,5183.3808,5061.5469,5171.2638,-6004.4905,4481.1706,-4168.9092,1285.4405,-2512.7815,4090.5412,4695.5535,-2562.6953,4189.0317,-4331.8961,3360.3495,800.9715,4121.3491,1145.2357,4917.1115,-3186.4727,559.0257,729.3415,-2446.7102,3329.4702,5201.4420,5009.7696,-5597.3162,537.1695,-6100.1431,1944.6995,5983.1094,-2431.4765,5489.4521,4884.0101,6189.4943,-2467.9419,2663.2900,-6168.6024,5502.2184,3899.7350,-5735.1354,4414.9092,-4094.2817,4390.4178,2443.2734,4797.3796,-3870.2165,5517.2914,-1000.3107,6136.2807,1754.8925,1246.3625,1623.5583,-4867.7698,-5767.0294,5365.6562,-3337.6351,4247.3090,5724.7326,-2191.2893,1160.5246,-3053.6379,0.0000,-6028.4750,-4043.3628,-5218.3187,-4124.8545,313587.3046,306201.0043,311054.9419,308036.3868,302751.4094,305034.3102,312179.1990,310063.7783,98497607.8960,98487972.3789,98481060.7796,98495120.5862,309954.5221,98491620.5876,4757.3088,4912.1697,2349.7042,-1315.5642,1512.5859,4923.6048,-5459.3143,-331.3694,-1185.4757,4703.2095,-1112.1187,33.4450,3994.1349,-4756.8103,4120.5039,76.6405,4649.2935,-5150.8838,0.0000,2532.5894,-4298.8413,0.0000,2076.0196,997.8919,0.0000,-1230.7671,-117.9980,5216.1639,-155.0473,-2029.3747,0.0000,3911.4857,-2078.1798,-2693.9995,-1504.9654,-2953.0115,4456.5484,2459.8530,-4349.0560,-4731.9207,-3092.1997,6337.6487,321.4527,1925.1154,-6296.0643,5210.0188,-5235.7393,4718.1302,-3803.9483,-3647.2153,6748.3990,4094.7991,5508.8256,2640.2355,3872.7842,5480.0785,-5217.1965,-143.3845,4339.6776,2326.3473,4966.4067,-2624.3580,5048.0053,623.4929,-6476.3003,-3938.6193,-4166.4318,2787.6720,4223.2477,-5315.1997,668.7529,1597.4963,3985.4551,-3353.1567,-4937.8316,5441.5576,1689.1834,-3137.9844,-1958.7448,2078.8269,-3768.0498,5016.2529,1338.5485,6041.8122,-6119.7317,1430.5392,4680.2377,-3677.5728,3405.4092,4065.7567,-4556.4384,1998.3472,-4965.6859,1799.9874,-5410.2874,0.0000,3342.2779,5345.2920,-3955.9951,-5522.1845,144642.9851,139750.0648,143705.4031,143002.1950,147396.0781,139326.4359,133108.5871,142309.0577,-19711386.3905,-19746866.7514,-19706253.4351,-19716195.7017,141696.6439,-19715490.0887,
3600.000,4574.6781,-1291.2365,-3831.4739,47.2904,5872.8195,-3094.3867,-6000.9240,892.8183,-5541.8295,-2531.9044,-5885.8469,-2200.8988,-5190.6606,4556.9005,-1118.6800,1722.3546,-5813.5580,2888.5350,0.0000,-5495.5095,1844.2871,0.0000,4612.8437,-5808.8181,0.0000,-619.3078,5008.6656,1637.9445,177.1820,-6609.7364,0.0000,-3747.1339,-6458.6471,-3478.8346,1211.6937,1921.0065,-2879.0309,4318.6878,-4427.7862,5732.8228,5935.1044,2012.2616,3012.6941,469.1005,3269.4089,-4786.6395,4681.2970,-5992.8002,6239.5665,-6449.0208,601.6098,-5614.9814,-274.4978,-6113.1996,5453.2421,-998.7714,-4989.9591,1503.4708,-5186.4759,972.4388,5672.7920,1313.2096,-3923.2655,-4683.2904,2127.0248,-3627.3503,-1589.0909,-1994.0045,6821.3083,-4771.3897,3944.3679,833.5876,-3999.4711,13.9229,-2601.5910,4263.7500,1753.1752,-4773.6700,-5442.1826,6028.8376,-2013.5566,-1214.2920,-257.1075,-6251.0890,-1786.0103,-4808.3997,4279.8642,2663.6493,-2119.2748,4081.7539,-4363.7937,-5130.6819,3974.8059,4019.7416,607.4712,0.0000,3528.9203,4522.4131,87.5502,3627.3158,-262307.5063,-230168.4526,-255030.1058,-253207.3171,-248039.1880,-249377.6954,-247104.7818,-248287.8325,123493482.6285,123517480.5965,123537185.1589,123503136.9238,-250039.3071,123512058.4993,-5040.9789,-4504.9092,5355.2952,6109.7534,2145.5210,-3314.7759,-1508.8000,-5271.8658,-2433.1805,-5289.0472,1268.0982,5134.4060,-274.1732,-636.4771,-5209.3901,5238.4820,-2201.6268,-5930.9305,0.0000,-4056.1261,-3803.0329,0.0000,-4384.0574,2664.8160,0.0000,4465.8067,2585.0100,-6322.8468,-5680.7442,1123.5844,0.0000,-5759.9818,1948.4508,-2132.9572,-4673.1325,-6644.8595,-3152.3376,2715.4453,517.7349,3613.7475,-3171.4494,5666.6755,-4473.9283,-5066.8464,2379.9439,-965.0890,1501.6863,-114.8514,-2904.9315,-2525.5331,-5715.4542,-3810.8914,6023.1947,1576.5703,-4062.2385,5906.2794,989.0889,-5048.2976,-4278.0649,4945.4130,-3576.8553,4128.0341,2686.2905,-3391.0222,5296.1057,-5861.4166,-5029.7852,-3767.4162,982.6529,1526.1376,4432.5473,-4737.6761,1832.7511,6766.6566,-3780.2793,4273.6807,-4367.9995,1580.9498,-3317.3723,2456.2585,-3602.4325,4734.4061,-5575.6781,-1609.1953,1673.0354,867.3922,1375.4998,6278.1828,-4571.6772,-844.4458,187.2912,-3823.2317,-2543.2416,-3482.8694,6074.2207,0.0000,3621.5114,4205.5034,6880.9946,4682.1073,255402.7760,256424.7691,258351.0423,255907.7663,248297.6711,252699.6376,257203.9405,255925.3268,135149068.6743,135141428.2308,135140680.3080,135141045.3895,255718.0379,135144093.9047,-1289.0967,-4988.1526,1710.6972,-3156.1655,2894.9591,-5227.6368,3053.3456,4315.7932,-3262.2472,-3743.8419,-3323.3634,-4071.7389,-4576.9344,5010.4756,-4272.4980,-4139.5968,-2832.3610,2060.7706,0.0000,1118.0981,5402.8940,0.0000,2524.2526,2644.4277,0.0000,5007.0780,-3988.8880,-2156.0695,-3937.6222,-1711.5845,0.0000,-783.4282,-1609.8274,5372.7398,4916.1524,-581.7366,-5431.2267,-4623.9473,5007.0554,866.5433,-1395.5180,-3326.6839,-4296.5398,-4520.6330,5624.3329,-4881.2114,4827.0850,-3498.2735,-409.9254,378.6022,-3873.8061,-928.0771,-3453.8500,2357.8001,-384.1918,-3372.0058,4543.9112,-4273.0247,-1701.0541,-4601.7595,-1618.8835,5345.5518,-4962.1267,-3817.7915,3953.5227,-213.5658,4465.8474,-5398.9205,-239.8357,4764.6504,3535.8341,-4965.3234,-4949.4101,-1134.9367,5127.3069,-3177.7645,-5035.8689,4686.3213,-2584.0680,2308.8976,5514.8674,-4737.9863,3681.2807,-2600.9281,6459.9030,-4888.8448,-5160.5080,-719.8724,-4579.3640,-5522.2679,5267.6274,2192.6181,4954.3263,-4416.3493,2944.0483,0.0000,-4702.4407,-2637.0495,912.6799,3535.1801,144163.7258,138747.9562,143363.5610,140034.6009,146952.3723,142093.7441,131748.5140,140720.5769,-19741320.2535,-19778221.0021,-19742382.7154,-19744229.2044,140936.9804,-19748217.3009,
7200.000,-2949.2870,4687.1915,-132.6676,-2768.4602,-4062.7723,6233.1466,6781.0794,2989.5361,3928.6202,5173.6760,2354.7249,-1785.0087,5634.9392,-5220.1384,4733.7293,-3912.4375,6728.2475,-1373.8590,0.0000,5502.1731,1339.0573,0.0000,-692.3114,2535.8060,0.0000,-4271.9292,-3865.5376,69.0636,2937.5013,4149.5306,0.0000,5092.0013,3845.2241,5220.8752,3094.6320,711.7166,6137.1321,-5657.6431,4960.6194,-5622.8935,-2812.8207,-2506.9772,1353.2909,4100.8069,-6068.6311,6586.7371,-6737.0913,6475.1726,-3827.3719,6199.1926,-3166.5517,6094.6175,-1411.9326,2128.4059,-2645.3191,-819.1573,5598.0824,3063.5852,6232.4601,-5075.4528,-4298.5501,-4939.5657,3238.8710,5086.1686,-2789.6784,4204.8430,4985.4510,5285.1030,-5600.0847,5201.3068,-4134.5962,3305.4360,3014.8332,-2074.7239,5903.8976,-5911.6594,2748.5073,3085.9612,4302.9402,-4444.1943,5624.3161,-1422.9171,3821.7208,6356.4594,6194.9240,1807.3994,-6371.6358,-3655.8594,5849.3378,-3531.7108,5195.8302,4955.3411,-3319.6133,-290.1605,-2676.9531,0.0000,-6169.7348,-5785.4656,-2196.9747,-5516.3365,-318836.9272,-287079.3705,-310131.4307,-304484.5186,-303634.0314,-307930.1603,-302722.6904,-307783.5903,84263760.7022,84283979.5678,84307073.5401,84281346.9380,-306083.3341,84281450.4413,5512.3601,4769.4613,-5141.8123,-3106.1930,1256.9957,1971.0259,-59.4993,3026.5946,-1352.4090,4610.2770,-3399.7160,-3752.1420,-3286.4563,4127.9575,4762.0563,-1487.7718,-397.1620,6368.7963,0.0000,963.7776,6124.1018,0.0000,4223.3785,-4450.9962,0.0000,-2646.1911,1491.1620,6449.8391,2918.5338,-3394.5702,0.0000,3710.9053,-3833.2525,-2426.0341,3385.5000,5790.3744,1206.0554,1345.9248,-4380.0901,-1398.5602,3892.2270,-6070.1015,4005.3331,4067.5085,-2940.4850,-1512.6894,709.2412,-2486.8512,3748.5238,93.3035,6003.6175,1157.6236,-6772.5914,-3533.2297,5267.7835,-6738.1907,-3876.2926,3044.3129,2306.6144,-3024.0658,4613.2485,-1497.4686,-5877.8499,-660.3839,-6310.5214,3486.1882,4366.3932,692.9804,909.5211,-4382.6608,-406.8600,3155.5105,-5850.9251,-4425.3402,2970.1230,-3048.6973,3788.1087,-5315.3763,-294.4935,648.5796,1529.1937,-6607.8824,1642.2309,1528.1786,-1184.3199,-4129.6874,1614.6174,-3538.0623,2692.6545,4796.3108,-3855.8584,-565.4058,5816.9898,5463.0776,-5938.4629,0.0000,-662.3292,-2334.4395,-6020.4241,-4086.5580,180197.4063,190281.7063,189301.2448,187533.9224,177825.9389,186966.2637,186113.0620,184621.3845,162577979.9821,162570188.6877,162578332.8705,162568716.4375,185235.7824,162573620.2600,-2991.5479,1424.9896,-4461.3173,5463.3123,-5428.7720,2252.4358,1289.4074,-5407.8171,5465.1159,592.3067,5482.9949,5512.6140,2308.7601,-1447.4483,1232.8612,5466.1940,-1104.7755,2302.4009,0.0000,-4095.7342,-2809.1140,0.0000,-5353.2867,-4657.9000,0.0000,-4506.4953,5511.9173,-2386.6594,5525.3121,4361.6874,0.0000,-2856.9165,4301.8012,-3541.4274,-5154.8736,3748.0901,2917.5275,3669.9388,-1129.1999,3610.9622,4904.6093,-2015.0006,5434.1526,3586.6149,-1640.8148,1389.1488,-1298.3537,157.4794,4331.9349,3098.5240,-1409.0330,-2912.7080,-652.6391,-5337.9284,-3416.6936,-1072.2491,-526.0494,5217.0603,-1987.9617,3400.4440,-2803.6357,-4571.0852,1457.7681,4644.3203,825.9646,4202.6614,-1987.6637,4333.7748,-3923.4227,-1274.1256,-5526.6848,5174.9704,684.5692,4803.2778,-1946.1716,-1506.7386,5047.1867,-3098.4544,5341.9784,-5254.5430,-3689.7902,761.4634,-5245.2663,-2382.4544,-2852.6452,5226.7476,1888.9598,4587.5890,2197.6888,3505.1866,-2255.3947,-4578.1163,-1436.7120,4211.4225,1875.0806,0.0000,3012.3907,-2484.5569,2656.0924,705.8937,143569.8465,137750.4165,142358.5701,139332.5865,146082.6047,141622.0113,131006.6772,140209.2022,-19771717.9581,-19809010.0674,-19778713.4105,-19774583.4524,140164.4855,-19780961.6870,
